id	c2b1046e-0aaf-4bfb-8d29-58f963d4484b	0d1c74b2-4b01-43d8-8283-987c16c5e3a5
91582	3747.0	4350.0
107126360	5.0	3.0
133383	333.0	556.0
100506930	657.0	2349.0
100820741	0.0	0.0
338448	0.0	1.0
8808	88.0	91.0
8809	88.0	154.0
54512	845.0	1186.0
54511	119.0	71.0
54510	1092.0	1566.0
54516	415.0	596.0
8802	3640.0	4213.0
8803	2118.0	3080.0
54514	0.0	0.0
8800	1630.0	2795.0
8801	5317.0	9365.0
8807	13.0	24.0
400916	1299.0	1514.0
54518	81.0	288.0
8804	5034.0	7220.0
100506939	2.0	0.0
54517	287.0	1042.0
8805	2246.0	3897.0
8820	21.0	35.0
8821	1179.0	1566.0
338440	527.0	819.0
338442	172.0	166.0
8819	296.0	411.0
100820732	0.0	0.0
255620	2.0	0.0
54522	271.0	941.0
54521	907.0	1601.0
54520	877.0	1580.0
100820735	1.0	0.0
8813	1165.0	1709.0
170393	2.0	14.0
8814	227.0	242.0
170392	1.0	7.0
100506925	0.0	0.0
8811	0.0	9.0
8812	296.0	754.0
8817	149.0	38.0
8818	3023.0	2805.0
54529	1987.0	2609.0
255626	0.0	0.0
8815	6393.0	5502.0
8816	3622.0	6913.0
170394	945.0	2323.0
8831	519.0	938.0
8832	56.0	344.0
100506953	2.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1078.0	1973.0
54532	1277.0	3060.0
54531	1061.0	1620.0
54538	1132.0	1383.0
8824	2913.0	2927.0
8825	200.0	1978.0
54537	1443.0	3479.0
54536	1403.0	2576.0
8822	7.0	3.0
8823	1.0	0.0
54535	1750.0	1747.0
8828	2523.0	1767.0
8829	3523.0	37098.0
8826	13890.0	20671.0
54539	4604.0	4628.0
8842	160.0	57.0
8843	37.0	35.0
8840	130.0	189.0
8841	2391.0	3645.0
100158257	0.0	1.0
54541	1758.0	2960.0
54540	1293.0	1512.0
54545	3065.0	5396.0
54544	0.0	0.0
54543	9158.0	10512.0
54542	2269.0	4910.0
54549	1459.0	2187.0
8835	7058.0	6292.0
8836	197.0	244.0
8833	2388.0	5223.0
8834	1718.0	3421.0
54546	2.0	13.0
8839	1202.0	213.0
8837	4197.0	7901.0
8838	50.0	9.0
101928483	89.0	44.0
8850	2452.0	2927.0
101928484	2.0	0.0
8853	325.0	1545.0
8854	3258.0	1984.0
8851	58.0	243.0
8852	0.0	0.0
400960	526.0	870.0
338412	4.0	2.0
338413	0.0	0.0
54552	241.0	817.0
400957	3.0	7.0
54551	46.0	52.0
54550	3.0	10.0
196996	127.0	225.0
400955	11.0	2.0
400954	36.0	100.0
54556	371.0	1214.0
54555	2608.0	3037.0
400952	7.0	16.0
54554	401.0	582.0
400950	0.0	0.0
8846	718.0	900.0
100820709	4.0	3.0
8847	34.0	113.0
54558	652.0	1415.0
8844	563.0	539.0
54557	545.0	974.0
8848	27406.0	76540.0
196993	90.0	47.0
8861	2735.0	4497.0
101928492	159.0	193.0
8864	4803.0	4320.0
6201	17099.0	39070.0
6203	37309.0	55356.0
8862	262.0	2076.0
101928496	0.0	0.0
8863	1787.0	5528.0
6202	52951.0	99002.0
723972	16.0	11.0
400946	12.0	26.0
400945	34.0	47.0
54567	519.0	1278.0
54566	1442.0	5324.0
400941	0.0	1.0
8857	126.0	312.0
8858	5.0	8.0
54569	0.0	0.0
8856	13.0	5.0
54568	0.0	0.0
8859	545.0	887.0
8871	1639.0	7593.0
8872	1700.0	3559.0
6210	15768.0	31104.0
8870	3245.0	2525.0
100421500	0.0	0.0
8875	21.0	303.0
8876	21.0	29.0
8874	4377.0	4993.0
100421506	2.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	28.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	16.0
54571	0.0	0.0
54578	4.0	4.0
255631	8.0	19.0
400931	67.0	82.0
54577	4.0	0.0
54576	2.0	0.0
54575	0.0	0.0
6205	68674.0	100533.0
100506915	2.0	12.0
8869	577.0	720.0
6204	8208.0	13479.0
6207	14846.0	28711.0
6206	37786.0	55329.0
8867	427.0	1082.0
54579	0.0	0.0
6209	11214.0	21510.0
6208	27772.0	44972.0
170384	548.0	1435.0
100506916	0.0	0.0
8882	1851.0	2407.0
8883	1294.0	1590.0
8880	3055.0	7425.0
8881	2718.0	4040.0
8886	2949.0	5970.0
6223	28896.0	46733.0
100421512	0.0	0.0
8887	9739.0	16832.0
6222	60752.0	140505.0
8884	675.0	1496.0
6224	40203.0	44456.0
100421515	13.0	8.0
54581	213.0	294.0
54580	0.0	0.0
54585	1107.0	1486.0
54584	154.0	238.0
54583	2559.0	4605.0
54587	1988.0	1992.0
54586	0.0	0.0
8879	5698.0	10365.0
170371	159.0	190.0
170370	0.0	0.0
8877	292.0	241.0
6218	26601.0	47052.0
6217	25582.0	50281.0
8878	15024.0	15908.0
6219	1.0	0.0
100506907	2.0	0.0
100506906	53.0	165.0
255649	0.0	0.0
6230	19674.0	36797.0
8893	3246.0	5443.0
8894	3121.0	4380.0
101928440	0.0	0.0
8891	1097.0	1304.0
6232	26133.0	38017.0
8892	1463.0	1792.0
6231	2117.0	4370.0
8897	481.0	1067.0
6234	15930.0	22581.0
8898	2651.0	3818.0
6233	24324.0	40453.0
8895	7032.0	12837.0
6236	1535.0	403.0
8896	2093.0	2340.0
6235	8869.0	19077.0
101928442	0.0	0.0
101928448	1.0	1.0
8890	2533.0	3616.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	7.0	2.0
253039	1491.0	2492.0
6227	13078.0	22930.0
6226	2.0	1.0
6229	46142.0	81928.0
8888	3918.0	7357.0
6228	18996.0	32741.0
6241	30.0	353.0
6240	2980.0	4859.0
100421411	0.0	3.0
6242	1126.0	1820.0
100421413	7.0	7.0
101928455	0.0	1.0
6244	1.0	0.0
6247	18.0	8.0
100421415	0.0	7.0
6246	0.0	0.0
280644	1.0	2.0
253044	0.0	0.0
6238	21838.0	35265.0
6237	7746.0	2953.0
8899	2879.0	7154.0
6239	2899.0	6451.0
6252	1699.0	4043.0
100421420	9.0	18.0
6251	4024.0	3558.0
100421422	9.0	12.0
6253	1727.0	1444.0
6256	5583.0	5784.0
100421424	0.0	0.0
6258	71.0	40.0
6257	3194.0	3713.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	3.0	2.0
280637	0.0	0.0
280636	1863.0	2485.0
253018	20.0	29.0
253017	25.0	1.0
253012	57.0	133.0
6249	5944.0	8074.0
6248	0.0	0.0
6263	277.0	231.0
100421431	3.0	1.0
6262	2187.0	971.0
100421432	5.0	5.0
101928470	1.0	0.0
100421433	3.0	1.0
100421436	184.0	121.0
100421439	1.0	0.0
6261	458.0	229.0
6260	4.0	1.0
6259	3162.0	4495.0
100421430	0.0	0.0
6274	11.0	15.0
6273	1037.0	428.0
6276	6.0	6.0
6275	1292.0	991.0
6278	2.0	0.0
6277	9955.0	5374.0
6279	75.0	132.0
6272	4364.0	6263.0
6271	117.0	46.0
6285	268.0	108.0
6284	1376.0	947.0
100421455	0.0	1.0
6286	58.0	148.0
6289	3.0	7.0
6288	34.0	19.0
6281	6626.0	3910.0
6280	134.0	261.0
6283	7.0	7.0
6282	9463.0	8600.0
123920	744.0	1226.0
100421451	0.0	0.0
6296	839.0	2573.0
6295	6.0	3.0
6297	889.0	1777.0
6299	206.0	58.0
101928420	0.0	0.0
6290	0.0	0.0
6291	3.0	0.0
6294	4209.0	6748.0
6293	3181.0	4668.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	3.0	3.0
54505	2466.0	5571.0
280660	0.0	0.0
54504	695.0	1227.0
280661	11.0	15.0
54503	469.0	780.0
54502	13167.0	27264.0
54509	26.0	39.0
123904	0.0	0.0
54508	39.0	51.0
100421473	0.0	0.0
54507	110.0	128.0
100421487	0.0	0.0
133308	403.0	567.0
147945	1.0	1.0
123970	0.0	0.0
100421480	2.0	2.0
147947	1218.0	2481.0
147948	195.0	440.0
147949	163.0	368.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	1.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	1.0	0.0
351449	0.0	0.0
107126294	0.0	2.0
147965	1043.0	1182.0
147968	40.0	42.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	1.0
121360	0.0	0.0
101060032	5.0	6.0
135924	0.0	0.0
135927	10.0	3.0
121355	2.0	15.0
147906	1766.0	804.0
135932	124.0	62.0
101060045	3.0	1.0
135935	0.0	0.0
101060040	0.0	0.0
147912	589.0	1304.0
135942	0.0	0.0
135941	0.0	0.0
121340	2.0	4.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	4.0	7.0
147923	424.0	877.0
147920	3.0	12.0
147929	111.0	299.0
104326192	1.0	0.0
104326193	0.0	3.0
375444	205.0	103.0
104326189	0.0	0.0
101060020	1.0	1.0
375449	2281.0	3551.0
104326188	0.0	0.0
121328	2.0	4.0
91653	3235.0	2777.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	377.0	1297.0
27085	48.0	153.0
27086	9058.0	10380.0
389756	0.0	0.0
147429	28.0	76.0
27089	5944.0	6137.0
91646	16.0	13.0
91647	925.0	1136.0
642968	2.0	1.0
135458	3.0	5.0
390766	0.0	2.0
27098	611.0	765.0
27099	3.0	0.0
27097	1152.0	1905.0
389741	85.0	279.0
27090	492.0	375.0
27091	0.0	0.0
27094	57.0	125.0
27095	3118.0	3610.0
27092	8106.0	4114.0
642976	2.0	1.0
400629	1.0	0.0
27093	1.0	4.0
160428	360.0	370.0
375133	124.0	137.0
387122	0.0	11.0
390730	3.0	0.0
390732	0.0	0.0
390735	0.0	0.0
387119	207.0	328.0
27063	203.0	18.0
387117	0.0	0.0
27069	9351.0	11852.0
400612	2.0	1.0
27067	1684.0	2585.0
27068	2906.0	5097.0
221908	372.0	680.0
341799	0.0	0.0
400619	66.0	351.0
642987	69.0	76.0
400618	48.0	35.0
400617	41.0	122.0
64065	15102.0	13850.0
91662	21.0	208.0
91663	24181.0	16909.0
64064	30.0	36.0
64067	135.0	125.0
64066	0.0	0.0
91661	737.0	1888.0
91664	454.0	1814.0
147463	594.0	1620.0
387111	5.0	4.0
27076	877.0	1410.0
390748	2.0	1.0
27077	386.0	685.0
400604	103.0	149.0
27074	379.0	515.0
27075	2314.0	15629.0
389766	3.0	1.0
387103	125.0	123.0
387104	3.0	7.0
27079	393.0	490.0
389763	0.0	0.0
341784	3.0	0.0
642996	0.0	0.0
27072	3429.0	5296.0
160419	0.0	2.0
64061	4829.0	3224.0
400609	0.0	0.0
160418	1842.0	3345.0
64063	772.0	1291.0
27071	145.0	165.0
64062	2381.0	4018.0
91695	187.0	285.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	2.0	1.0
100313770	0.0	0.0
64077	1583.0	1202.0
91694	1976.0	1823.0
100313771	0.0	0.0
390790	0.0	0.0
221927	2782.0	4527.0
390792	2.0	9.0
400680	5.0	10.0
27043	4672.0	6666.0
27044	18268.0	36528.0
27042	824.0	1751.0
389799	8.0	11.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	113.0	106.0
100313777	0.0	0.0
27040	2.0	2.0
100313774	0.0	0.0
64073	153.0	1872.0
64087	10490.0	42475.0
221914	6.0	28.0
64089	439.0	1175.0
100313781	0.0	0.0
91683	268.0	182.0
91689	4781.0	5426.0
100313780	0.0	0.0
245908	0.0	0.0
91687	113.0	296.0
245909	0.0	0.0
400673	330.0	597.0
389792	135.0	261.0
389791	4.0	2.0
387129	0.0	0.0
400668	2.0	1.0
389787	60.0	46.0
64081	510.0	531.0
64080	161.0	492.0
64083	10189.0	24510.0
64084	134.0	1055.0
64098	92.0	234.0
64097	411.0	702.0
400660	38.0	27.0
8909	16.0	9.0
27022	19.0	63.0
8907	2276.0	2401.0
341757	0.0	0.0
400658	29.0	36.0
8908	908.0	788.0
147407	0.0	2.0
27020	8696.0	14879.0
400657	251.0	315.0
27023	0.0	0.0
400654	0.0	0.0
64090	2.0	9.0
64092	72.0	175.0
64091	3618.0	972.0
8900	5.0	3.0
64094	5263.0	16059.0
8905	744.0	1129.0
147409	2.0	4.0
64093	3216.0	1666.0
8906	1310.0	2019.0
64096	0.0	0.0
8904	4465.0	6449.0
221935	850.0	2778.0
221937	1587.0	2898.0
221938	1.0	3.0
400652	25.0	9.0
400650	12.0	8.0
27039	7.0	6.0
27032	16942.0	20641.0
27033	11.0	21.0
27030	970.0	2223.0
27031	271.0	344.0
27036	6.0	47.0
400645	0.0	0.0
27037	1626.0	2907.0
400644	2.0	4.0
27034	7678.0	8257.0
400643	899.0	368.0
27035	46.0	99.0
8912	9205.0	6015.0
100313769	0.0	2.0
8913	488.0	729.0
8910	1661.0	1039.0
8911	6.0	19.0
8916	2710.0	6999.0
8914	619.0	1674.0
8915	1169.0	2119.0
245935	0.0	0.0
245936	0.0	0.0
245937	2.0	3.0
245938	0.0	0.0
8930	1162.0	1478.0
245939	0.0	0.0
221960	315.0	470.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	1.0	0.0
8924	3718.0	9423.0
8927	57.0	223.0
8928	1.0	6.0
8925	3558.0	7077.0
8926	30.0	91.0
221955	1186.0	1320.0
8941	1.0	6.0
8942	18.0	42.0
375189	19.0	20.0
8940	16.0	24.0
245940	0.0	0.0
206338	1.0	4.0
375190	401.0	493.0
196446	2.0	3.0
8934	2563.0	2910.0
8935	1105.0	2381.0
196441	998.0	2501.0
8932	2507.0	4347.0
8933	7753.0	4510.0
8938	1465.0	2520.0
8939	3190.0	6574.0
8936	375.0	762.0
326105	0.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	730.0	926.0
245910	0.0	0.0
206358	1385.0	3617.0
245911	0.0	0.0
245912	2.0	1.0
196415	0.0	0.0
642909	2.0	4.0
642907	0.0	0.0
8945	1827.0	3662.0
54659	0.0	13.0
54658	0.0	2.0
8943	9213.0	17661.0
54657	0.0	0.0
8944	0.0	0.0
196410	19.0	24.0
245927	0.0	0.0
245928	0.0	0.0
6300	841.0	1169.0
245929	0.0	0.0
6302	2765.0	4030.0
6301	8558.0	9613.0
160492	1.0	0.0
54662	2918.0	2955.0
54661	3.0	5.0
54660	23.0	73.0
54665	1357.0	3005.0
54664	5057.0	8791.0
54663	1037.0	1615.0
8970	281.0	440.0
8971	6222.0	5741.0
101928363	2.0	4.0
8974	1803.0	1840.0
6311	2185.0	3872.0
8975	1169.0	2763.0
6310	2932.0	3549.0
91612	2476.0	3409.0
100421601	0.0	0.0
8972	5.0	11.0
8973	1.0	3.0
245972	10.0	25.0
245973	61.0	116.0
54677	2726.0	3891.0
54676	1239.0	1909.0
54675	3721.0	5184.0
147468	0.0	0.0
54674	62.0	51.0
6304	2762.0	2851.0
6303	11738.0	45365.0
8968	1.0	6.0
6305	3023.0	6200.0
91603	768.0	1280.0
91608	138.0	188.0
6307	12232.0	8206.0
642924	7.0	5.0
8969	178.0	409.0
6309	9765.0	13267.0
91607	671.0	840.0
6320	295.0	440.0
6322	336.0	373.0
8985	3030.0	4572.0
8986	1199.0	2338.0
64002	344.0	513.0
101928378	86.0	118.0
6324	223.0	474.0
64005	188.0	821.0
6323	0.0	1.0
101928376	1.0	0.0
54680	810.0	1678.0
642938	33.0	25.0
54682	3270.0	4276.0
54681	2849.0	5296.0
196403	2568.0	2779.0
6315	1.0	0.0
6314	1389.0	3219.0
6317	0.0	8.0
8976	3737.0	8052.0
6319	39070.0	39350.0
6318	0.0	1.0
642935	6.0	8.0
8992	10278.0	11646.0
8993	3.0	6.0
6331	57.0	58.0
8991	5638.0	3306.0
6330	591.0	712.0
100421621	0.0	16.0
8996	1735.0	1700.0
101928388	4.0	4.0
6332	857.0	1608.0
8997	311.0	483.0
8994	1964.0	4761.0
6335	54.0	90.0
8995	13.0	24.0
6334	109.0	212.0
147495	5267.0	7374.0
100421629	0.0	0.0
8989	0.0	4.0
6326	6.0	172.0
8987	178.0	215.0
6328	54.0	47.0
91624	4766.0	2899.0
6327	388.0	251.0
8988	93.0	22.0
6329	25.0	21.0
642946	96.0	131.0
6340	1391.0	1210.0
6342	11217.0	18502.0
6341	1675.0	3484.0
6344	3.0	3.0
100421633	0.0	0.0
6343	5.0	0.0
100421634	2.0	1.0
6346	0.0	0.0
6345	415.0	197.0
100421638	1.0	0.0
642958	3.0	3.0
642959	0.0	0.0
6337	7007.0	6945.0
642952	0.0	0.0
6336	1.0	0.0
6339	89.0	79.0
91614	57.0	111.0
8999	41.0	64.0
6338	748.0	374.0
642954	23.0	44.0
6351	222.0	454.0
6352	920.0	878.0
6355	77.0	17.0
6354	15.0	6.0
6357	5.0	7.0
6356	22.0	45.0
100421528	4.0	2.0
6348	109.0	203.0
6347	11704.0	5991.0
196394	189.0	328.0
6362	2.0	39.0
6361	4.0	6.0
6364	6.0	31.0
6363	81.0	752.0
100421533	28.0	10.0
6366	642.0	598.0
100421535	0.0	0.0
6368	28.0	20.0
6367	53.0	123.0
101928337	2.0	2.0
6360	5.0	10.0
255349	3.0	2.0
6359	0.0	0.0
6358	136.0	126.0
6373	80.0	1066.0
101928340	2.0	4.0
6372	105.0	105.0
100421542	0.0	0.0
6375	10.0	35.0
6374	19.0	11.0
100421545	15.0	15.0
6376	9978.0	7499.0
101928345	0.0	3.0
100421549	0.0	0.0
6370	2.0	3.0
255313	0.0	0.0
196374	1.0	0.0
6369	2.0	121.0
6383	7090.0	23217.0
6386	5717.0	8293.0
6385	11921.0	11141.0
6388	2610.0	3205.0
6387	1077.0	1547.0
6389	4960.0	6615.0
255330	0.0	0.0
6382	6443.0	11220.0
102724246	0.0	4.0
255324	18.0	7.0
196385	18.0	149.0
196383	2335.0	3874.0
100421550	0.0	0.0
6397	3281.0	8437.0
100421565	0.0	0.0
6396	4981.0	7695.0
100421566	0.0	0.0
6399	716.0	995.0
6398	2999.0	1751.0
6391	4412.0	6161.0
6390	2466.0	3740.0
6392	3379.0	4233.0
282997	76.0	87.0
282996	47.0	51.0
100134229	343.0	641.0
282991	1067.0	1691.0
100421560	0.0	0.0
100421577	17.0	57.0
100421579	2.0	2.0
255394	183.0	433.0
102724224	1.0	2.0
54600	0.0	0.0
54602	2736.0	6955.0
282980	0.0	2.0
54606	3348.0	4475.0
100421572	0.0	0.0
100421588	4.0	4.0
100421589	130.0	171.0
282974	491.0	703.0
282973	292.0	259.0
54619	217.0	810.0
100421581	1.0	1.0
196335	1.0	2.0
100421582	5.0	3.0
54617	2024.0	3212.0
100421598	0.0	0.0
100421599	0.0	1.0
255374	228.0	154.0
282969	255.0	438.0
102724201	0.0	0.0
282966	0.0	2.0
54622	1296.0	2584.0
100134259	26.0	21.0
54621	1165.0	1879.0
54620	620.0	1397.0
54626	473.0	454.0
54625	2780.0	4654.0
54623	5807.0	7081.0
54629	2859.0	5646.0
54627	47.0	85.0
27005	1141.0	1690.0
27006	9.0	7.0
27000	979.0	1448.0
27004	3.0	16.0
27018	8595.0	6326.0
27019	13.0	2.0
400591	0.0	2.0
27010	180.0	240.0
27012	4.0	0.0
27013	7940.0	8161.0
400581	0.0	3.0
400578	18.0	6.0
400569	696.0	977.0
400566	283.0	377.0
389715	0.0	1.0
100313829	0.0	0.0
390729	3.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	0.0	3.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	990.0	1473.0
390872	0.0	0.0
390874	2.0	0.0
654835	0.0	0.0
400759	63.0	78.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	2.0
400752	99.0	104.0
137994	121.0	71.0
642843	5.0	3.0
91768	411.0	703.0
64151	22.0	126.0
64150	335.0	183.0
64168	794.0	328.0
64167	4674.0	8257.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	2206.0	2272.0
400746	1534.0	1022.0
400745	33.0	12.0
389866	15.0	7.0
150962	244.0	643.0
64175	888.0	2243.0
162968	101.0	168.0
64174	41.0	60.0
162966	278.0	402.0
162967	964.0	2251.0
162962	396.0	467.0
162963	306.0	824.0
125981	271.0	158.0
149992	0.0	0.0
390856	0.0	0.0
390858	172.0	264.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	169.0	600.0
149986	2032.0	4071.0
147323	0.0	2.0
326293	0.0	0.0
100313839	0.0	0.0
389898	0.0	0.0
100313837	0.0	0.0
326295	0.0	1.0
27189	0.0	0.0
100313838	0.0	0.0
326294	2.0	0.0
125972	1.0	2.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	155.0	108.0
27183	4587.0	3523.0
64170	37.0	73.0
642869	3.0	0.0
27180	9.0	31.0
27181	16.0	46.0
64172	279.0	531.0
100313830	0.0	0.0
375248	40.0	104.0
91782	2771.0	2965.0
27197	1.0	15.0
147339	1236.0	2516.0
27198	167.0	712.0
27195	0.0	0.0
125965	0.0	6.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	17.0	14.0
400720	356.0	1128.0
149998	1.0	1.0
389884	0.0	4.0
326286	0.0	0.0
27190	72.0	27.0
64180	4.0	2.0
27193	0.0	0.0
100313842	1.0	5.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	4.0	35.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	12.0	8.0
387264	2.0	2.0
387263	811.0	2845.0
206412	19.0	10.0
27164	294.0	270.0
27165	46.0	78.0
27163	9832.0	16281.0
400799	0.0	1.0
400798	10.0	26.0
27166	1823.0	2259.0
400797	0.0	0.0
326272	0.0	0.0
326275	1.0	2.0
326277	0.0	5.0
326279	9.0	8.0
27160	5.0	0.0
27161	1970.0	3563.0
326278	17.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	1.0
387254	0.0	0.0
400793	826.0	820.0
150928	70.0	98.0
27175	1404.0	1029.0
149934	0.0	0.0
27173	7480.0	10052.0
150921	3.0	12.0
27179	0.0	0.0
27177	0.0	0.0
27178	0.0	0.0
341883	107.0	183.0
341880	126.0	50.0
27170	0.0	0.0
326269	0.0	4.0
137964	3339.0	5980.0
390892	0.0	0.0
375298	54.0	248.0
149951	3026.0	2997.0
27148	848.0	1940.0
390895	0.0	0.0
206426	0.0	1.0
27143	306.0	527.0
27141	22.0	31.0
27146	17.0	26.0
106029310	2.0	0.0
27147	1065.0	632.0
27145	661.0	437.0
123355	770.0	910.0
137970	1029.0	918.0
375287	453.0	945.0
387276	0.0	0.0
27159	0.0	0.0
387273	0.0	0.0
150947	0.0	0.0
150946	233.0	230.0
27153	1508.0	2226.0
27154	2701.0	6509.0
400769	2.0	1.0
27151	5481.0	4814.0
27152	605.0	909.0
123346	2.0	1.0
27158	530.0	622.0
400765	0.0	8.0
100293516	562.0	1080.0
387266	0.0	0.0
27156	29.0	9.0
149954	0.0	0.0
387267	0.0	0.0
375295	37.0	27.0
100313886	2.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	3.0	3.0
160365	1.0	14.0
160364	12.0	33.0
102724316	885.0	1328.0
54754	1.0	10.0
54753	1259.0	783.0
54752	3.0	6.0
54751	5839.0	4888.0
54758	1106.0	1131.0
54757	26.0	110.0
54756	1547.0	1881.0
101928290	20.0	38.0
6401	7212.0	6699.0
6400	9306.0	34853.0
102724307	3.0	1.0
54760	64.0	116.0
54765	5026.0	10983.0
54764	1080.0	2001.0
54763	2.0	0.0
54762	361.0	392.0
54769	2.0	32.0
54768	30.0	79.0
54766	0.0	1.0
159371	158.0	249.0
100421700	0.0	0.0
100421701	0.0	1.0
100421702	1.0	2.0
100421704	2.0	7.0
100421705	0.0	0.0
100421706	1.0	0.0
100421707	0.0	1.0
100421708	0.0	3.0
100421709	0.0	0.0
54776	6364.0	4297.0
91703	81.0	18.0
6403	1213.0	1277.0
6402	86.0	400.0
6405	2375.0	3387.0
54778	1693.0	3210.0
6404	207.0	479.0
54777	29.0	18.0
6407	2.0	139.0
6406	8.0	9.0
64100	0.0	1.0
64102	56.0	11.0
6421	10379.0	17129.0
100421710	0.0	0.0
64101	33.0	62.0
6423	992.0	1330.0
6422	5491.0	11132.0
64106	10.0	24.0
64105	17.0	47.0
64108	195.0	282.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	4.0	7.0
54780	1315.0	2100.0
54785	404.0	551.0
54784	570.0	841.0
6414	5824.0	7000.0
6416	2082.0	3913.0
54788	3752.0	5436.0
6415	19250.0	9528.0
6418	11607.0	21546.0
6419	1237.0	1603.0
6430	7489.0	12823.0
64111	0.0	0.0
162989	5196.0	2427.0
64110	2233.0	3106.0
6432	4708.0	6493.0
6431	5951.0	12741.0
64112	4011.0	5249.0
64115	1847.0	1876.0
6434	4927.0	7867.0
101928243	41.0	150.0
6433	1398.0	2192.0
64114	15234.0	11610.0
101928244	0.0	0.0
100421724	2.0	7.0
64116	960.0	3876.0
64118	5691.0	10413.0
101928248	52.0	26.0
100421728	0.0	0.0
54790	1001.0	2626.0
100421729	0.0	0.0
104548973	0.0	3.0
104548972	0.0	0.0
54793	1835.0	1855.0
400713	599.0	1115.0
104548971	12.0	25.0
104548970	0.0	0.0
54798	182.0	132.0
255411	0.0	0.0
54797	453.0	807.0
54796	993.0	740.0
54795	10257.0	23513.0
6425	117.0	17.0
6424	1600.0	2824.0
150992	0.0	1.0
6427	3469.0	6281.0
54799	725.0	2157.0
6426	5555.0	11545.0
6429	4116.0	5087.0
6428	11330.0	15380.0
162979	19.0	49.0
6441	206.0	148.0
64122	1624.0	2286.0
64121	1408.0	1586.0
6440	57.0	2.0
100421731	0.0	0.0
6443	3940.0	3332.0
101928256	0.0	0.0
6442	2159.0	634.0
64123	850.0	2038.0
100421733	0.0	0.0
6445	94.0	53.0
100421734	0.0	0.0
6444	753.0	944.0
160313	3.0	0.0
100421736	0.0	0.0
64127	59.0	90.0
162972	435.0	1368.0
64129	3106.0	2062.0
255426	17.0	16.0
642818	0.0	0.0
642819	246.0	281.0
400709	16.0	25.0
6439	262.0	7.0
642812	7.0	3.0
64131	894.0	2806.0
654817	14.0	27.0
6450	947.0	401.0
91750	558.0	812.0
64130	301.0	206.0
654816	2.0	11.0
6452	698.0	1665.0
100421741	0.0	0.0
64132	2869.0	4329.0
6451	10660.0	8044.0
64135	811.0	2123.0
91754	6121.0	7886.0
6453	2390.0	3075.0
6456	313.0	231.0
91752	39.0	99.0
64137	16.0	10.0
6455	5151.0	6394.0
147372	532.0	216.0
6447	51.0	44.0
6446	1583.0	4233.0
91748	3217.0	5962.0
6449	5649.0	5857.0
135398	11.0	4.0
91746	4348.0	7382.0
6448	4211.0	7532.0
91749	183.0	481.0
6461	1074.0	1197.0
6462	24.0	21.0
6465	0.0	0.0
100421754	0.0	0.0
64146	33.0	46.0
64145	2032.0	3445.0
6464	5125.0	9626.0
162998	3.0	12.0
100421756	3.0	1.0
101928276	2.0	2.0
64147	308.0	563.0
160335	1479.0	3903.0
6466	0.0	3.0
162993	399.0	581.0
64149	849.0	1614.0
147381	29.0	18.0
255403	324.0	920.0
6458	5.0	13.0
6457	28.0	21.0
91734	0.0	1.0
6459	0.0	4.0
6472	2096.0	6633.0
6471	0.0	0.0
6474	1.0	12.0
6473	0.0	0.0
6476	81.0	4774.0
6478	2643.0	3026.0
6477	763.0	1067.0
101928200	22.0	12.0
100421648	3.0	0.0
6470	1126.0	1787.0
