id	9d6e58fa-a1b1-4e82-96fe-d3d91528722e	af6221a1-30ba-4501-914f-393a07cc6594
319118	0.0	2.0
319114	2.0	9.0
1635	2651.0	7065.0
200373	12.0	10.0
1634	5517.0	5808.0
1633	597.0	1355.0
1632	1878.0	3983.0
552860	1.0	4.0
1630	28.0	5.0
1639	6081.0	9816.0
1638	30.0	15.0
1636	904.0	1249.0
319122	0.0	4.0
319123	0.0	0.0
100287603	1.0	0.0
319128	3.0	14.0
319129	7.0	23.0
1646	42.0	104.0
1645	58.0	99.0
1644	90.0	35.0
1643	920.0	983.0
85824	13.0	33.0
1642	13473.0	22768.0
1641	4.0	1.0
552859	2.0	0.0
1649	638.0	641.0
1647	441.0	927.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	4.0	14.0
1660	7198.0	14380.0
1657	20301.0	16132.0
1656	7918.0	15240.0
1655	13935.0	30717.0
1654	7751.0	17984.0
1653	3999.0	8170.0
1652	1045.0	2510.0
346708	0.0	0.0
1650	7027.0	21065.0
346702	3.0	13.0
1659	1891.0	2250.0
319100	1.0	0.0
319101	1.0	1.0
1671	0.0	0.0
1670	0.0	1.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	1988.0	4490.0
1665	3762.0	11348.0
1663	153.0	550.0
1662	959.0	2787.0
1661	2.0	3.0
1669	0.0	0.0
1678	199.0	637.0
1677	211.0	600.0
1676	2124.0	4839.0
1675	326.0	205.0
1674	54172.0	25511.0
1673	0.0	0.0
1672	283.0	63.0
153129	335.0	547.0
1690	1107.0	348.0
165100	0.0	0.0
1687	229.0	276.0
85865	923.0	2253.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	0.0	6.0
10415	1.0	2.0
10417	6494.0	3760.0
493861	81.0	39.0
493860	11.0	25.0
100287591	0.0	1.0
10419	1866.0	5086.0
10418	657.0	757.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	464.0	380.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	37.0	119.0
10411	601.0	1307.0
10410	2885.0	4097.0
100873559	0.0	0.0
10413	6436.0	9741.0
100873558	0.0	1.0
10412	3193.0	8021.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	859.0	1465.0
442266	0.0	7.0
10425	2184.0	4283.0
442267	2.0	1.0
10428	1926.0	3044.0
10427	2021.0	4292.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	2845.0	3366.0
100873543	1.0	0.0
100873542	0.0	0.0
10422	1249.0	1809.0
493856	802.0	2107.0
100873549	0.0	0.0
10421	2678.0	4214.0
100873548	0.0	0.0
100131726	1.0	0.0
10424	4230.0	6376.0
100873547	0.0	1.0
10423	4933.0	6743.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	6.0	9.0
100873576	9.0	33.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	19.0	27.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	3.0
100287567	0.0	0.0
10404	1462.0	1233.0
10403	134.0	315.0
10406	1511.0	1378.0
10408	1.0	0.0
10407	0.0	0.0
100131740	0.0	0.0
10409	8548.0	1857.0
100873567	0.0	0.0
100131743	4.0	20.0
100873566	6.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	733.0	1689.0
10402	230.0	429.0
100873569	0.0	0.0
10401	1370.0	2361.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	1.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	6.0	10.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	93.0	73.0
442240	0.0	3.0
442242	0.0	1.0
100287551	2.0	21.0
442233	0.0	1.0
442234	0.0	1.0
442236	0.0	1.0
442237	0.0	10.0
442239	0.0	1.0
100131755	650.0	1077.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	14.0	6.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	9.0	25.0
442232	0.0	4.0
100131760	0.0	0.0
442227	0.0	0.0
442229	1.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	1.0
493812	491.0	431.0
442260	1.0	3.0
442262	1.0	7.0
442255	2.0	3.0
442256	1.0	1.0
442257	0.0	3.0
442258	2.0	3.0
100131775	0.0	0.0
100131777	0.0	1.0
100287528	0.0	0.0
442252	0.0	3.0
100287520	11.0	164.0
442253	0.0	3.0
442245	1.0	0.0
442247	0.0	0.0
442249	0.0	10.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	6544.0	11670.0
100128139	2.0	0.0
10490	2563.0	5930.0
10493	6739.0	5033.0
10492	5363.0	15041.0
10495	555.0	1173.0
100128135	1.0	0.0
10494	2935.0	4816.0
10497	4150.0	10122.0
100128136	0.0	0.0
10499	4600.0	6726.0
128506	0.0	4.0
10498	1276.0	3135.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	6.0	30.0
116512	1.0	1.0
116519	1.0	2.0
105419997	2.0	5.0
100128126	5.0	11.0
100861506	0.0	0.0
10471	719.0	1555.0
100861507	0.0	1.0
100128119	0.0	1.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	3.0	3.0
442221	0.0	2.0
442211	4.0	2.0
442213	17.0	19.0
442215	0.0	13.0
442216	1.0	7.0
116511	1.0	2.0
442217	2.0	6.0
442218	0.0	0.0
10473	1781.0	2633.0
10472	1550.0	4211.0
100533177	4.0	1.0
10475	1301.0	2736.0
100533178	0.0	0.0
100128115	1.0	4.0
10474	6147.0	9577.0
100533179	1.0	2.0
10477	2764.0	2925.0
10476	3099.0	7194.0
10479	520.0	628.0
10478	1573.0	2499.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	4935.0	13172.0
100861516	3.0	1.0
100861517	1.0	9.0
10482	3089.0	5380.0
100861518	0.0	1.0
10481	18792.0	33370.0
100861519	8.0	9.0
100861513	0.0	2.0
100861514	0.0	0.0
102466806	0.0	1.0
100861515	26.0	45.0
100861510	2.0	4.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	44.0	84.0
442204	1.0	2.0
442205	0.0	2.0
10484	1604.0	2060.0
100128102	0.0	0.0
10483	4561.0	12078.0
10486	671.0	887.0
10485	3.0	12.0
100128103	0.0	0.0
10488	3885.0	3701.0
10487	7665.0	12896.0
100533184	0.0	14.0
10489	5212.0	9523.0
128553	246.0	993.0
100861523	0.0	3.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	553.0	1229.0
10458	6460.0	13028.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	131.0	357.0
100873512	0.0	0.0
10450	1750.0	2564.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1342.0	3377.0
10455	3016.0	7482.0
100873516	0.0	0.0
10454	1697.0	3153.0
100873515	0.0	0.0
10457	999.0	6843.0
100873514	0.0	2.0
10456	2650.0	4744.0
100873513	0.0	0.0
346389	567.0	431.0
10460	72.0	700.0
100861530	1.0	3.0
100873509	0.0	0.0
10469	1107.0	2554.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	12.0	114.0
100873501	0.0	0.0
10461	694.0	1711.0
100873500	0.0	0.0
10464	920.0	1086.0
10463	4548.0	8702.0
10466	2177.0	7598.0
100873505	0.0	0.0
10465	649.0	1361.0
100873504	0.0	0.0
10468	177.0	211.0
100873503	0.0	0.0
10467	1652.0	3112.0
100873502	0.0	1.0
100873530	0.0	0.0
100861549	6.0	3.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	227.0	447.0
100861541	96.0	74.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	7.0	22.0
10436	623.0	1191.0
10439	556.0	966.0
10438	664.0	863.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	1611.0	3599.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	1675.0	3328.0
10435	256.0	1961.0
100873536	5.0	2.0
10434	3123.0	8720.0
100873535	0.0	0.0
116535	1097.0	829.0
100861556	1.0	0.0
116534	4.0	6.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	3.0	3.0
100861555	7.0	6.0
10447	771.0	1682.0
100873529	0.0	0.0
116540	116.0	248.0
100861550	0.0	0.0
10449	583.0	481.0
100873528	0.0	0.0
100861551	1.0	0.0
116541	1054.0	2072.0
10440	1232.0	2876.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	2.0
100873520	0.0	0.0
10444	4278.0	6079.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	3115.0	5277.0
10446	58.0	85.0
100873525	0.0	0.0
10445	1863.0	3421.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	7182.0	24514.0
100533111	2.0	5.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	1.0	7.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	1.0	2.0
100128191	37.0	98.0
100128190	0.0	0.0
100533107	41.0	83.0
153443	440.0	1265.0
100533105	1.0	3.0
647532	0.0	0.0
100533106	4.0	32.0
102466889	0.0	2.0
116461	610.0	1857.0
100128181	0.0	0.0
100128183	2.0	2.0
102466880	0.0	0.0
128439	418.0	1792.0
106182249	0.0	2.0
100128179	0.0	0.0
83394	1220.0	758.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	1.0
10390	828.0	1877.0
128497	12.0	28.0
647569	0.0	0.0
10392	150.0	289.0
10391	88.0	58.0
10394	0.0	0.0
10393	324.0	565.0
10396	5540.0	7479.0
10395	420.0	475.0
1719	261.0	972.0
10398	39551.0	21084.0
1718	25964.0	73326.0
100128159	0.0	0.0
10397	59911.0	114161.0
1717	2519.0	3758.0
1716	1142.0	1957.0
10399	53431.0	163770.0
128486	947.0	2691.0
128488	4.0	33.0
128481	0.0	8.0
100508120	197.0	556.0
1723	476.0	1593.0
100128140	4.0	23.0
100689073	0.0	0.0
100689074	1.0	0.0
100128145	1.0	3.0
1729	2809.0	10546.0
1728	782.0	5055.0
1727	9426.0	9625.0
1725	1895.0	3906.0
100287512	1.0	8.0
100287513	0.0	0.0
1734	959.0	2003.0
1733	4.0	43.0
1731	154.0	227.0
1730	2287.0	3711.0
1739	2408.0	3217.0
1738	2718.0	7607.0
1737	1392.0	4039.0
1736	2496.0	6846.0
1735	42.0	51.0
100287505	0.0	2.0
751580	7.0	29.0
100287502	0.0	0.0
202658	0.0	3.0
1745	9.0	5176.0
1743	3256.0	6405.0
1742	437.0	255.0
1741	2156.0	4752.0
1740	398.0	1047.0
1749	34.0	124.0
1748	1.0	3.0
1747	117.0	57.0
1746	2.0	335.0
200008	0.0	0.0
200010	2.0	12.0
1756	2076.0	1535.0
1755	73.0	17.0
1750	25.0	81.0
1759	143.0	164.0
1758	0.0	0.0
1757	246.0	1436.0
1770	34.0	91.0
200014	1174.0	2291.0
1767	201.0	7144.0
1763	154.0	321.0
1762	778.0	1622.0
1761	0.0	0.0
1760	1059.0	1387.0
1769	1693.0	3027.0
1768	104.0	128.0
153478	221.0	211.0
1781	2786.0	5034.0
1780	162.0	229.0
200025	0.0	5.0
1778	19375.0	37981.0
1777	2425.0	1827.0
1776	29.0	65.0
1775	32.0	53.0
1774	783.0	1459.0
1773	684.0	1349.0
200030	265.0	509.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	1.0
153469	0.0	0.0
1791	2.0	0.0
442195	0.0	1.0
200035	57.0	53.0
442197	6.0	193.0
1789	69.0	158.0
442189	0.0	0.0
1788	1064.0	4544.0
1787	224.0	597.0
1786	1090.0	3702.0
1785	4318.0	8210.0
1783	3822.0	7640.0
1798	1416.0	5269.0
1797	431.0	1337.0
1796	164.0	275.0
1795	198.0	107.0
1794	115.0	469.0
1793	3347.0	5807.0
101180976	2.0	2.0
493753	1091.0	1740.0
550112	519.0	1082.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	2.0	0.0
503635	0.0	0.0
503638	26.0	22.0
503637	0.0	0.0
10536	1284.0	553.0
503643	2.0	0.0
10535	279.0	709.0
100287472	0.0	11.0
10538	125.0	34.0
503645	5.0	10.0
10537	8.0	293.0
100287470	0.0	0.0
10539	1084.0	2854.0
503641	0.0	0.0
503640	2.0	3.0
100873677	0.0	0.0
100873676	0.0	1.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3197.0	9175.0
493987	0.0	9.0
10534	580.0	965.0
100873679	0.0	0.0
10533	793.0	1740.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	1.0	0.0
503631	0.0	0.0
100287461	2.0	10.0
10549	2288.0	9248.0
503634	0.0	0.0
10548	224.0	701.0
503633	1.0	0.0
503630	1.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	3545.0	6795.0
10541	4975.0	9348.0
100873664	0.0	0.0
10540	3696.0	7269.0
100873663	0.0	0.0
10542	1769.0	3413.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	227.0	355.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	2.0	5.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	1986.0	6498.0
10513	2877.0	6057.0
10516	839.0	1223.0
10518	349.0	186.0
10517	4.0	8.0
10519	6551.0	6936.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	1.0
100873696	0.0	0.0
100131614	196.0	326.0
100131616	0.0	0.0
10512	9479.0	15334.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	1.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	6202.0	24841.0
58503	0.0	0.0
10524	1546.0	2215.0
58505	2203.0	8328.0
10527	5857.0	18552.0
58504	231.0	120.0
10526	2431.0	4884.0
10529	3277.0	4536.0
10528	2504.0	8004.0
58500	463.0	670.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	2.0	3.0
100131624	1.0	1.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	14951.0	34912.0
10520	540.0	759.0
58506	3134.0	5149.0
10523	2017.0	3868.0
58509	653.0	1136.0
58508	4963.0	12337.0
10522	1527.0	3085.0
100033398	0.0	2.0
100131629	0.0	0.0
100873689	1.0	0.0
442361	0.0	1.0
58513	1410.0	2075.0
58516	2070.0	4763.0
58510	0.0	0.0
58512	4.0	13.0
58511	252.0	353.0
58517	3541.0	7380.0
105371564	0.0	1.0
100131638	0.0	0.0
58525	2052.0	4543.0
58524	0.0	0.0
10505	363.0	449.0
58527	476.0	1473.0
58526	1183.0	4027.0
10507	1813.0	2799.0
100131641	0.0	0.0
10509	3519.0	5148.0
58529	29.0	31.0
58528	1297.0	2790.0
10501	72.0	135.0
10500	252.0	412.0
58530	9.0	1.0
442384	0.0	0.0
58538	3.0	3.0
58531	0.0	0.0
58533	2005.0	3831.0
100131656	0.0	2.0
100287404	0.0	0.0
100131661	1.0	3.0
503694	0.0	0.0
503693	88.0	96.0
493913	0.0	0.0
493911	474.0	386.0
751599	0.0	4.0
285033	167.0	305.0
100128017	0.0	0.0
442320	0.0	0.0
116412	120.0	303.0
442317	0.0	0.0
442318	0.0	0.0
442319	63.0	37.0
493901	1.0	0.0
100128015	0.0	0.0
100128010	6.0	14.0
493900	75.0	113.0
100128012	3.0	3.0
100128011	0.0	0.0
285045	1.0	3.0
442304	0.0	0.0
442308	0.0	3.0
285051	3.0	0.0
10590	323.0	123.0
10592	614.0	1409.0
10591	585.0	2214.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	1.0
100873616	1.0	1.0
10594	17102.0	32438.0
100873611	0.0	0.0
10595	338.0	119.0
10598	2826.0	5987.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	2.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	0.0	3.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	1.0
100873603	0.0	1.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	697.0	9983.0
10570	192.0	420.0
116447	857.0	2094.0
116449	9.0	13.0
116448	0.0	4.0
10579	5987.0	8660.0
100873639	0.0	0.0
100873638	0.0	8.0
10572	1468.0	1930.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	8747.0	19851.0
100873631	2.0	3.0
10573	1427.0	2255.0
100873630	2.0	0.0
10576	3948.0	13374.0
100873637	0.0	0.0
10575	5152.0	12680.0
100873636	0.0	0.0
10578	29.0	46.0
100873635	0.0	1.0
10577	5310.0	6150.0
100873634	0.0	0.0
10581	1278.0	1973.0
10580	7652.0	6208.0
116437	0.0	0.0
100873629	0.0	0.0
116441	95.0	319.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	153.0	114.0
116442	134.0	870.0
116444	0.0	3.0
128414	1.0	3.0
100873622	0.0	1.0
100873621	0.0	0.0
10585	1611.0	3647.0
100873620	0.0	0.0
10584	1.0	2.0
10587	2788.0	5687.0
100873626	0.0	0.0
10586	7.0	4.0
100873625	0.0	0.0
10589	1550.0	2759.0
100873624	0.0	0.0
10588	300.0	509.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	4.0	22.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	2054.0	3295.0
10557	363.0	854.0
10559	1594.0	2177.0
10550	10853.0	16673.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	3718.0	7139.0
100873653	0.0	0.0
10551	29665.0	60410.0
100873652	0.0	1.0
10554	2761.0	3667.0
100873659	0.0	0.0
10553	681.0	2479.0
128408	0.0	0.0
100873658	0.0	0.0
10556	799.0	1249.0
100873657	0.0	0.0
10555	1287.0	1175.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	7.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	84.0	83.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	0.0	5.0
10569	2390.0	3646.0
100287482	69.0	376.0
100287483	0.0	2.0
10568	24.0	191.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	159.0	523.0
100873644	0.0	0.0
10560	797.0	2431.0
100873643	0.0	1.0
10563	0.0	30.0
100873642	0.0	0.0
10562	15555.0	4180.0
100873641	0.0	0.0
10565	3219.0	6011.0
100873648	0.0	2.0
10564	3604.0	7278.0
100873647	0.0	0.0
10567	2368.0	2720.0
100873646	0.0	0.0
10566	171.0	170.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	2.0
116369	13.0	25.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	1.0	0.0
116372	12.0	32.0
574036	72.0	76.0
574038	0.0	0.0
83479	618.0	1298.0
116379	1.0	5.0
100128092	1.0	2.0
83478	434.0	278.0
83473	121.0	909.0
83475	338.0	709.0
100128098	13.0	24.0
102466745	0.0	1.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	890.0	548.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	47.0	101.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	199.0	126.0
100128083	1.0	9.0
83468	202.0	263.0
100128081	23.0	10.0
83461	29.0	233.0
128338	1225.0	3037.0
83464	2325.0	2853.0
83463	70.0	219.0
83460	52.0	120.0
100189028	1.0	5.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	0.0
102466750	0.0	0.0
153339	2494.0	6603.0
116349	254.0	488.0
102466759	0.0	0.0
102466758	1.0	0.0
102466757	0.0	0.0
100128071	46.0	120.0
346562	0.0	1.0
647415	1.0	0.0
128322	0.0	0.0
1809	7858.0	8922.0
116337	1.0	1.0
153328	14.0	312.0
1800	5.0	15.0
100128061	0.0	2.0
100128060	44.0	164.0
100128062	0.0	0.0
1808	867.0	1106.0
83483	557.0	1287.0
1807	177.0	80.0
1806	963.0	950.0
1805	257.0	177.0
83480	486.0	1509.0
1804	157.0	33.0
1803	28210.0	43620.0
1802	613.0	2138.0
83482	1.0	1.0
1801	929.0	2834.0
83481	747.0	831.0
131965	457.0	787.0
1811	55.0	26.0
1810	2202.0	4678.0
143941	17.0	29.0
1819	1145.0	2205.0
1818	0.0	0.0
1817	0.0	0.0
1816	2.0	1.0
1815	14.0	14.0
100128054	3.0	0.0
1814	0.0	0.0
285084	0.0	1.0
1813	43.0	12.0
1812	82.0	108.0
100128055	0.0	0.0
647436	23.0	61.0
128387	407.0	902.0
131973	0.0	1.0
1822	7498.0	12203.0
1821	109.0	173.0
1820	357.0	1078.0
100128041	0.0	0.0
1829	11124.0	11494.0
1828	100.0	33.0
1827	738.0	1329.0
285093	0.0	1.0
1826	5.0	13.0
100128043	0.0	0.0
1825	3342.0	2679.0
100128042	0.0	0.0
1824	4015.0	18026.0
1823	42.0	25.0
100128044	2.0	1.0
407977	1.0	4.0
407975	26.0	103.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	0.0	1.0
1832	28700.0	48954.0
1831	5843.0	9299.0
1830	200.0	20.0
574016	0.0	0.0
100128036	0.0	3.0
1839	329.0	1055.0
1838	1425.0	2860.0
346528	1.0	2.0
1837	306.0	1225.0
1836	8855.0	16914.0
346525	2.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	9.0	1.0
574032	0.0	1.0
128360	0.0	0.0
574033	0.0	1.0
574034	0.0	0.0
1844	434.0	760.0
1843	13560.0	57095.0
1842	223.0	413.0
1841	505.0	1252.0
1840	45.0	390.0
574028	0.0	1.0
574029	2.0	1.0
100128025	16.0	17.0
1849	743.0	1809.0
346517	0.0	0.0
1848	727.0	1079.0
1847	937.0	803.0
100128020	0.0	0.0
1846	898.0	695.0
100128023	0.0	2.0
1845	3032.0	3853.0
153396	785.0	1732.0
1855	2364.0	4863.0
1854	1679.0	3242.0
100131671	0.0	4.0
1852	12.0	13.0
1850	240.0	246.0
100131678	0.0	1.0
1859	3233.0	6231.0
1857	3321.0	3891.0
1856	1987.0	2203.0
724068	0.0	0.0
724067	0.0	0.0
202781	503.0	1167.0
1861	1559.0	3950.0
100131688	0.0	0.0
1869	86.0	294.0
724094	0.0	0.0
1880	42.0	324.0
1877	1006.0	1761.0
100131691	60.0	98.0
1876	370.0	692.0
1875	356.0	999.0
83417	0.0	0.0
100131693	10.0	22.0
100327036	0.0	0.0
83416	0.0	7.0
200132	3.0	10.0
1874	1635.0	2871.0
1872	0.0	0.0
1871	331.0	1306.0
1870	8.0	148.0
1879	92.0	204.0
724087	5.0	8.0
1891	5154.0	6871.0
1890	245.0	444.0
83401	2.0	1.0
1889	15084.0	18759.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1725.0	4804.0
58472	2270.0	3067.0
200149	0.0	0.0
58475	69.0	352.0
724038	1.0	1.0
83439	778.0	457.0
1896	1343.0	230.0
58477	2220.0	9138.0
58476	1939.0	2928.0
1894	213.0	1992.0
1893	121.0	281.0
1892	9060.0	10214.0
58478	1565.0	3688.0
200150	101.0	18.0
724022	0.0	0.0
58484	24.0	41.0
724026	0.0	1.0
58483	0.0	0.0
724025	0.0	0.0
165324	659.0	1517.0
724024	0.0	0.0
58486	1701.0	3608.0
58485	2197.0	3819.0
724023	0.0	0.0
58480	3007.0	5434.0
724029	10.0	8.0
200159	1.0	3.0
724028	0.0	0.0
724027	1.0	0.0
58488	512.0	2809.0
58487	1959.0	4957.0
200162	3.0	14.0
58489	1537.0	2591.0
58495	536.0	991.0
724059	0.0	0.0
58494	514.0	673.0
58497	1566.0	2401.0
58496	32.0	90.0
58491	334.0	649.0
58490	1866.0	4103.0
58493	886.0	2100.0
58492	254.0	515.0
58499	2538.0	3621.0
58498	0.0	0.0
200172	14.0	33.0
83451	1891.0	2952.0
83450	176.0	259.0
83452	614.0	1172.0
153364	692.0	1431.0
83448	935.0	2566.0
200186	1465.0	2246.0
83447	0.0	2.0
200185	381.0	704.0
83449	20.0	51.0
83444	104.0	233.0
83443	2037.0	4118.0
83446	0.0	1.0
83445	4.0	2.0
83440	2598.0	6344.0
83442	1745.0	5274.0
114984	908.0	1805.0
114987	275.0	619.0
391603	0.0	0.0
10657	5906.0	12297.0
126969	1185.0	1457.0
10656	939.0	874.0
10659	1445.0	965.0
10658	4532.0	10028.0
114990	800.0	2892.0
114991	753.0	4078.0
10651	953.0	2896.0
10650	57.0	142.0
10653	15189.0	20978.0
10652	2889.0	6838.0
342667	204.0	140.0
10655	54.0	1.0
643812	0.0	0.0
342666	7.0	4.0
10654	1894.0	2500.0
136306	28.0	13.0
126961	0.0	0.0
10668	651.0	1186.0
10667	532.0	981.0
643827	13.0	1.0
10669	417.0	2649.0
10660	1.0	0.0
10661	0.0	3.0
731220	3.0	1.0
138971	3.0	1.0
10664	2902.0	5687.0
10663	50.0	127.0
10666	38.0	101.0
731223	4.0	8.0
10665	1.0	0.0
136319	5037.0	9551.0
163933	2.0	14.0
317691	0.0	0.0
339005	139.0	124.0
10635	65.0	279.0
10634	1114.0	1551.0
10637	10.0	19.0
10636	381.0	593.0
10638	0.0	0.0
114971	512.0	1623.0
10631	963.0	1528.0
643836	1114.0	2737.0
10630	801.0	647.0
643837	989.0	2155.0
10633	17.0	12.0
643834	0.0	0.0
10632	4202.0	8299.0
100124394	0.0	0.0
10645	3083.0	22138.0
10648	0.0	0.0
10647	429.0	89.0
148304	203.0	465.0
114960	1.0	3.0
10640	2136.0	4553.0
136332	13.0	99.0
10642	0.0	7.0
643847	0.0	0.0
10641	794.0	1446.0
10644	144.0	53.0
10643	1.0	3.0
317671	105.0	172.0
643862	0.0	1.0
391642	0.0	0.0
10609	747.0	1946.0
391647	6.0	11.0
10613	2123.0	3519.0
10612	611.0	1784.0
10615	92.0	486.0
10614	3412.0	2107.0
10617	1978.0	4048.0
401525	0.0	1.0
10616	2624.0	5417.0
10618	14933.0	22148.0
643854	0.0	2.0
