id	d84aecda-2187-40e3-b2b5-2bb18e735ef2	20c34cc9-31cd-44f9-9288-a059ffafebb8
83752	7348.0	3012.0
56133	1802.0	730.0
10815	249.0	72.0
10814	369.0	8.0
56134	73.0	9.0
10817	519.0	106.0
56135	64.0	16.0
10816	0.0	0.0
283643	488.0	83.0
56136	10.0	0.0
643535	2.0	0.0
643536	0.0	0.0
22800	1695.0	757.0
22801	2692.0	218.0
643550	5.0	8.0
22802	311.0	12.0
22803	6347.0	2322.0
440804	2.0	0.0
22806	348.0	126.0
22807	1517.0	571.0
10819	195.0	93.0
56140	24.0	1.0
10818	2939.0	910.0
56141	189.0	69.0
56142	46.0	2.0
56143	24.0	4.0
83737	4182.0	1965.0
220070	0.0	2.0
10822	0.0	0.0
283638	6029.0	797.0
83744	339.0	122.0
10821	0.0	0.0
10824	0.0	0.0
83746	3499.0	885.0
10823	2.0	0.0
83741	0.0	0.0
283635	4863.0	2562.0
10826	2970.0	401.0
220074	1441.0	590.0
56144	181.0	48.0
10825	1516.0	258.0
56145	89.0	4.0
83740	0.0	0.0
83743	3481.0	803.0
56146	25.0	5.0
10828	2.0	3.0
10827	2061.0	832.0
83742	4198.0	549.0
56147	57.0	21.0
283631	1.0	1.0
10820	1.0	0.0
440836	418.0	86.0
643563	0.0	2.0
56154	22.0	14.0
81109	0.0	0.0
283629	24.0	6.0
56159	3.0	2.0
81115	0.0	0.0
81116	0.0	0.0
56155	24.0	8.0
283624	495.0	75.0
102724097	91.0	50.0
256006	22.0	4.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	1.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	18.0	4.0
440823	22.0	17.0
440822	0.0	0.0
56163	1.0	0.0
56164	5.0	3.0
256021	16.0	3.0
56165	2225.0	1164.0
83759	1110.0	349.0
56160	1425.0	611.0
10800	172.0	128.0
283617	0.0	0.0
81104	0.0	0.0
10802	3271.0	2007.0
10801	26311.0	4953.0
10804	7.0	2.0
10803	4.0	1.0
56167	0.0	0.0
10806	1281.0	483.0
56168	0.0	0.0
56169	6.0	5.0
643582	0.0	0.0
643586	4.0	4.0
256076	0.0	0.0
401253	2.0	0.0
56171	86.0	24.0
401251	5.0	3.0
56172	14888.0	3079.0
401250	0.0	0.0
81137	0.0	0.0
81138	1.0	0.0
83795	10.0	0.0
102724076	0.0	0.0
102724077	7.0	3.0
283688	0.0	0.0
401247	2.0	3.0
81136	0.0	0.0
283687	457.0	126.0
283685	0.0	0.0
93109	443.0	118.0
283682	6.0	1.0
100126825	0.0	0.0
93107	2.0	1.0
643596	24.0	1.0
56180	867.0	479.0
93100	3423.0	1042.0
401242	23.0	8.0
256085	0.0	0.0
56181	4590.0	1578.0
81126	0.0	0.0
81127	0.0	0.0
83787	3403.0	1382.0
283677	2.0	2.0
401237	201.0	109.0
83786	2385.0	517.0
401236	12.0	4.0
283673	1.0	1.0
93134	3099.0	1144.0
401233	0.0	0.0
401232	231.0	78.0
256051	603.0	189.0
81159	0.0	0.0
81155	0.0	0.0
81156	1.0	0.0
100271597	0.0	1.0
283663	40.0	21.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	1.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1297.0	337.0
283659	284.0	75.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	1205.0	455.0
100271585	0.0	0.0
100271584	4.0	2.0
100271581	1.0	1.0
22998	13534.0	4756.0
22999	576.0	159.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	3897.0	787.0
100151671	0.0	0.0
100151672	0.0	0.0
22992	6942.0	1298.0
22993	6189.0	1349.0
100151674	0.0	0.0
22994	1359.0	193.0
83903	43.0	12.0
22995	190.0	102.0
83902	0.0	0.0
22996	4340.0	2524.0
22997	148.0	34.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	1.0	2.0
100151684	2.0	0.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	3.0	2.0
83901	0.0	0.0
342538	21.0	17.0
83900	0.0	0.0
56300	0.0	0.0
56301	7.0	2.0
124411	1105.0	379.0
22976	1309.0	308.0
22977	29.0	16.0
22978	2055.0	574.0
22979	339.0	37.0
22970	92.0	58.0
22971	5420.0	667.0
22974	1033.0	256.0
83932	570.0	253.0
10998	388.0	179.0
83931	4294.0	1013.0
342527	104.0	39.0
148418	623.0	608.0
83933	310.0	55.0
124404	12.0	7.0
10999	3096.0	803.0
124401	834.0	211.0
124402	1529.0	424.0
83930	2704.0	2105.0
56311	4.0	0.0
10990	6.0	3.0
100126693	0.0	0.0
10992	18802.0	4024.0
606500	0.0	0.0
10991	46.0	4.0
10994	3226.0	836.0
10993	68.0	35.0
22987	416.0	134.0
22989	53.0	18.0
22980	9891.0	2632.0
22981	1432.0	149.0
22982	1913.0	410.0
22983	36.0	2.0
22984	2622.0	411.0
22985	6176.0	1393.0
22986	1.0	0.0
58986	8585.0	2442.0
148423	712.0	349.0
58985	170.0	36.0
342510	6.0	1.0
283694	0.0	0.0
283693	7.0	7.0
283692	2.0	2.0
22954	1713.0	411.0
22955	6294.0	1374.0
112487	1662.0	733.0
22950	1732.0	600.0
391524	1.0	0.0
22952	4.0	1.0
22953	127.0	37.0
391526	2.0	0.0
10975	6407.0	3326.0
83953	12.0	1.0
10978	487.0	194.0
83955	97.0	18.0
10979	4983.0	1312.0
112495	8480.0	4824.0
10970	17344.0	4455.0
56339	2322.0	1012.0
10972	33704.0	17638.0
10971	32437.0	14467.0
10974	2.0	0.0
10973	3484.0	1184.0
401409	40.0	10.0
112479	657.0	334.0
112476	231.0	23.0
391530	0.0	0.0
83939	12120.0	5386.0
56341	3.0	1.0
391533	0.0	0.0
124460	106.0	27.0
83935	225.0	78.0
83938	479.0	292.0
391538	3.0	0.0
83937	857.0	230.0
10987	2726.0	1520.0
83943	1017.0	470.0
83942	0.0	0.0
10989	6314.0	1935.0
10988	6376.0	2912.0
56342	400.0	70.0
124454	3342.0	999.0
56344	0.0	1.0
83941	1415.0	718.0
83940	1293.0	461.0
643503	0.0	0.0
10981	686.0	346.0
112483	3868.0	1963.0
10980	7383.0	3235.0
10983	55475.0	15003.0
10982	2320.0	649.0
643507	5.0	1.0
10985	9753.0	1769.0
10984	354.0	40.0
22932	489.0	110.0
22933	4463.0	1394.0
22934	1042.0	538.0
22936	7245.0	4102.0
22937	8683.0	1456.0
22938	4403.0	1580.0
112464	1109.0	243.0
22930	8664.0	2142.0
22931	5420.0	3214.0
81309	0.0	0.0
391504	3.0	1.0
10954	13183.0	5345.0
10953	3630.0	1346.0
10956	28111.0	7505.0
81315	0.0	0.0
10955	14093.0	4512.0
391508	0.0	1.0
81316	0.0	0.0
10957	8283.0	3103.0
124446	6893.0	2873.0
81310	0.0	0.0
10959	36044.0	21056.0
22929	3020.0	942.0
10950	1697.0	557.0
10952	8039.0	4607.0
10951	6384.0	1922.0
22943	377.0	35.0
22944	538.0	251.0
22945	0.0	0.0
22947	0.0	0.0
22948	11401.0	4668.0
22949	17830.0	6798.0
83957	0.0	0.0
22941	1817.0	366.0
83959	236.0	44.0
10965	1355.0	526.0
391518	0.0	0.0
10964	420.0	155.0
81304	0.0	0.0
10966	1786.0	366.0
10969	3940.0	1925.0
81300	0.0	0.0
10961	12748.0	5244.0
10960	13438.0	5049.0
643529	744.0	158.0
10963	13693.0	6334.0
10962	233.0	85.0
148479	2421.0	489.0
197407	800.0	240.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1432.0	535.0
391548	2.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	0.0
391552	0.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	0.0	1.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	0.0	0.0
207107	5.0	0.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	0.0
767563	0.0	1.0
474345	0.0	0.0
474344	518.0	277.0
474343	172.0	55.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	11.0	2.0
161406	11.0	4.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	10.0	10.0
100151641	0.0	0.0
246715	0.0	0.0
767557	26.0	4.0
606553	0.0	0.0
606551	24.0	10.0
474354	1.0	1.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	1.0
161436	142.0	19.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	29.0	3.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	1.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	3931.0	800.0
100151667	0.0	0.0
391598	2.0	1.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	9.0	14.0
474337	1.0	2.0
197370	5471.0	2369.0
220112	4.0	3.0
246744	1.0	0.0
220115	13.0	11.0
93273	19.0	0.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	3.0	3.0
81295	0.0	0.0
100271452	0.0	1.0
220108	401.0	67.0
220107	11.0	4.0
100271448	3.0	1.0
100271447	2.0	0.0
100271449	0.0	0.0
100271444	8.0	4.0
100271445	0.0	0.0
81285	1463.0	5208.0
81282	0.0	0.0
197350	2.0	4.0
246720	5.0	5.0
401399	81.0	45.0
401398	51.0	29.0
246721	0.0	0.0
220134	166.0	60.0
401397	1412.0	849.0
246723	22.0	15.0
220136	69.0	42.0
401393	23.0	10.0
100271437	0.0	1.0
100271439	1.0	2.0
100271438	1.0	1.0
100271433	0.0	0.0
100271435	1.0	0.0
100271434	0.0	0.0
197342	359.0	109.0
246731	2.0	1.0
401387	7.0	0.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	45.0	33.0
100271420	0.0	1.0
197358	201.0	55.0
199990	3029.0	695.0
246785	114.0	41.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	1.0
220158	0.0	0.0
283726	182.0	57.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	89.0	10.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	209.0	36.0
100271413	0.0	0.0
197320	443.0	103.0
439996	0.0	0.0
100887074	0.0	0.0
439992	93.0	86.0
100887073	0.0	0.0
197322	1721.0	501.0
439994	130.0	17.0
102724105	960.0	281.0
220147	1.0	0.0
100271404	0.0	0.0
100887067	36.0	7.0
102724101	0.0	0.0
100271406	1.0	0.0
100271405	2.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	29.0	3.0
197335	1456.0	329.0
440993	488.0	120.0
440992	148.0	33.0
161394	90.0	28.0
199964	222.0	40.0
8000	62465.0	18104.0
8001	4.0	14.0
246777	48.0	11.0
246778	1.0	1.0
606495	234.0	73.0
199974	5.0	1.0
8013	269.0	164.0
22911	1013.0	293.0
439949	53.0	16.0
22913	11684.0	3766.0
643421	0.0	2.0
22914	3.0	1.0
22915	192.0	73.0
439945	0.0	0.0
22916	4841.0	1428.0
731605	9.0	4.0
22917	10.0	3.0
10929	5899.0	1923.0
10928	12010.0	3072.0
56252	6182.0	821.0
56253	22.0	25.0
401331	184.0	36.0
81207	0.0	0.0
83869	346.0	205.0
81208	0.0	0.0
81209	0.0	0.0
83877	3430.0	1753.0
56259	3062.0	1065.0
83876	27.0	6.0
81215	0.0	0.0
83879	509.0	119.0
10934	1.0	1.0
83878	107.0	47.0
283768	0.0	0.0
10933	14367.0	7218.0
10936	47.0	12.0
56254	5468.0	1329.0
83873	6.0	6.0
256148	0.0	0.0
81210	2.0	1.0
283767	0.0	0.0
56255	9506.0	3543.0
83872	1324.0	332.0
10935	14329.0	8554.0
81211	0.0	0.0
56256	922.0	137.0
10938	4026.0	693.0
83875	66.0	10.0
83874	2115.0	651.0
56257	4534.0	905.0
22907	7451.0	1393.0
643414	0.0	0.0
439953	14.0	13.0
22908	3666.0	1979.0
83871	3547.0	736.0
22909	1319.0	408.0
283761	0.0	0.0
439954	3.0	6.0
643418	0.0	0.0
10930	12.0	17.0
439950	0.0	0.0
22921	1730.0	620.0
8022	0.0	0.0
440926	266.0	70.0
22924	1438.0	568.0
440925	155.0	25.0
8028	1007.0	326.0
22925	692.0	247.0
8029	32.0	20.0
22926	5277.0	1503.0
439934	0.0	0.0
22927	1237.0	228.0
8027	1104.0	415.0
22928	4237.0	1673.0
439936	1.0	0.0
56261	2214.0	713.0
56262	7781.0	1624.0
10939	4473.0	1195.0
401321	216.0	23.0
8021	6434.0	925.0
83858	548.0	168.0
22920	2000.0	732.0
56260	118.0	40.0
10943	1532.0	741.0
56269	1.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	18.0	9.0
81204	0.0	0.0
10945	20965.0	6532.0
83868	0.0	0.0
81205	0.0	0.0
10944	10034.0	5424.0
83867	0.0	0.0
10947	1244.0	327.0
56265	357.0	92.0
83862	2921.0	1305.0
401316	21.0	7.0
83861	2843.0	1213.0
283755	41.0	6.0
10946	5677.0	2014.0
56267	1865.0	857.0
10949	16948.0	3666.0
81201	0.0	0.0
10948	2618.0	563.0
256158	322.0	82.0
83863	0.0	0.0
81202	0.0	0.0
22918	1733.0	543.0
22919	9761.0	2894.0
439941	0.0	0.0
83860	790.0	124.0
8019	5366.0	904.0
10941	0.0	1.0
643427	17.0	4.0
10940	320.0	91.0
8036	4024.0	1595.0
8034	2958.0	1673.0
440957	771.0	673.0
440956	0.0	0.0
440955	2.0	4.0
8038	77.0	17.0
10907	3822.0	1575.0
10906	3559.0	1202.0
440952	49.0	18.0
10908	2974.0	535.0
93210	5497.0	1332.0
8031	24652.0	10763.0
256130	1.0	8.0
56270	8117.0	3069.0
56271	5318.0	1816.0
8030	11102.0	3801.0
10910	2995.0	1326.0
83899	0.0	0.0
81236	0.0	0.0
283748	5285.0	13.0
10912	1716.0	1144.0
283747	1.0	2.0
10911	3.0	1.0
10914	16215.0	5966.0
256126	60.0	9.0
83895	3.0	2.0
10913	169.0	14.0
83894	5.0	8.0
10916	34051.0	14233.0
83897	0.0	0.0
401303	74.0	26.0
10915	2492.0	754.0
283742	4443.0	1496.0
83896	5.0	0.0
83891	1042.0	393.0
83890	24.0	7.0
83893	0.0	0.0
81230	0.0	0.0
83892	5599.0	1436.0
22900	1316.0	408.0
93202	2.0	2.0
22901	426.0	146.0
22902	981.0	306.0
8045	4572.0	1670.0
22903	2413.0	922.0
22904	4321.0	614.0
22905	2983.0	636.0
8048	0.0	26.0
440944	632.0	285.0
22906	3882.0	808.0
256144	0.0	0.0
10917	0.0	1.0
10919	5836.0	921.0
83888	7.0	3.0
10921	8606.0	2135.0
283738	0.0	0.0
83887	7.0	4.0
10920	3383.0	1531.0
81226	0.0	0.0
10923	10360.0	6730.0
10922	5036.0	1794.0
83889	2.0	1.0
81228	0.0	0.0
83884	2.0	2.0
56287	0.0	0.0
81221	0.0	0.0
56288	4441.0	886.0
10924	1613.0	878.0
10927	10434.0	2626.0
83886	45.0	14.0
81223	0.0	0.0
10926	569.0	239.0
81224	0.0	0.0
643447	7.0	1.0
643445	0.0	0.0
83882	417.0	125.0
83881	17.0	4.0
439965	20.0	11.0
643446	12.0	4.0
93233	18.0	5.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	2554.0	967.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	17.0	2.0
106481975	0.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	0.0	0.0
100271499	0.0	0.0
100271498	1.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	1.0	3.0
81251	1.0	0.0
100271491	2.0	2.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	85.0	13.0
8065	3188.0	1586.0
81248	0.0	0.0
10901	1047.0	378.0
10900	85.0	7.0
10903	384.0	94.0
81243	0.0	0.0
10902	2653.0	908.0
81244	0.0	0.0
100271487	1.0	4.0
10905	5473.0	1662.0
10904	6513.0	1548.0
81246	1.0	0.0
283796	0.0	0.0
100271483	0.0	0.0
81240	0.0	0.0
342574	0.0	1.0
100271486	0.0	0.0
100271485	0.0	0.0
81242	0.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	19701.0	6042.0
440917	26.0	20.0
439927	0.0	0.0
440915	7.0	0.0
8078	8484.0	2189.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	184.0	12.0
106481959	0.0	0.0
8073	10926.0	3049.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	1.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	5.0	0.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	130.0	55.0
100271472	0.0	1.0
81274	0.0	0.0
100271474	2.0	1.0
643479	0.0	0.0
81270	1.0	0.0
100271470	1.0	0.0
440905	29.0	10.0
439916	0.0	0.0
8089	1307.0	683.0
440902	1.0	3.0
643499	0.0	1.0
439915	2.0	0.0
440900	0.0	0.0
8082	3235.0	818.0
106481965	0.0	0.0
106481966	1.0	0.0
106481963	0.0	0.0
106481964	1.0	0.0
8086	2829.0	750.0
106481969	0.0	0.0
8087	6233.0	2178.0
106481967	16.0	7.0
8085	4327.0	569.0
106481968	1.0	2.0
102724167	4.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	1.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	0.0	0.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	0.0	0.0
106481971	0.0	0.0
100271462	1.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	9302.0	1836.0
81264	0.0	0.0
100271460	10.0	1.0
731688	16.0	11.0
728034	0.0	0.0
8099	8729.0	3499.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	7.0	3.0
106481930	0.0	0.0
8092	17.0	12.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	132.0	16.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	1.0	0.0
56413	50.0	1.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	4.0	2.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	2.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	1078.0	114.0
344838	1.0	0.0
106481918	0.0	0.0
106481919	3.0	2.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	532.0	124.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	4924.0	2378.0
100126572	0.0	0.0
106481929	2.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	0.0	1.0
728042	0.0	0.0
106481921	5.0	2.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	13.0	6.0
767612	0.0	0.0
767611	0.0	0.0
283337	3057.0	736.0
344813	4.0	2.0
114548	66.0	11.0
81406	0.0	0.0
81407	0.0	0.0
344807	0.0	0.0
126526	1348.0	308.0
767600	0.0	0.0
344805	17.0	16.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	2.0	3.0
102800446	0.0	1.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	22.0	0.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	17.0	5.0
728013	63.0	30.0
283392	31.0	17.0
728012	0.0	0.0
728015	2.0	2.0
728010	0.0	0.0
81428	0.0	0.0
728019	2.0	2.0
56478	2203.0	618.0
56479	211.0	28.0
126506	0.0	1.0
56474	2309.0	805.0
81430	0.0	0.0
56475	373.0	87.0
81431	5.0	0.0
56476	0.0	0.0
56477	408.0	174.0
93408	2.0	0.0
283385	58.0	27.0
283383	829.0	126.0
728005	2.0	0.0
81419	0.0	0.0
81421	0.0	0.0
283377	1529.0	818.0
643401	10.0	1.0
283375	7.0	3.0
283373	3258.0	631.0
151525	734.0	339.0
126567	41.0	6.0
391211	0.0	0.0
151534	47.0	15.0
151531	4.0	0.0
114569	8125.0	4895.0
126549	13.0	5.0
114571	0.0	0.0
100527978	33.0	29.0
126541	0.0	0.0
126536	0.0	0.0
151556	887.0	338.0
391242	0.0	0.0
728075	0.0	0.0
440699	1.0	0.0
440695	0.0	0.0
728072	0.0	0.0
100527960	3.0	1.0
391253	0.0	0.0
728064	0.0	0.0
100527963	212.0	77.0
728066	5.0	2.0
440689	92.0	7.0
391257	0.0	0.0
391256	5.0	1.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	91.0	41.0
728090	0.0	0.0
728088	14.0	6.0
100527943	2.0	1.0
114599	2.0	1.0
126581	0.0	0.0
151516	77.0	25.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	0.0
100527947	1.0	1.0
100527948	1.0	0.0
100527949	0.0	0.0
643384	2.0	0.0
391160	3.0	0.0
643382	13.0	5.0
391162	0.0	0.0
692312	5.0	0.0
163479	2.0	0.0
391169	0.0	0.0
100271332	2.0	4.0
391171	0.0	0.0
391174	4.0	1.0
643394	6.0	1.0
391175	1.0	2.0
391179	0.0	1.0
93380	2603.0	896.0
100271323	0.0	1.0
100271322	0.0	0.0
100271325	3.0	2.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	2.0	0.0
391155	2.0	0.0
401024	61.0	18.0
163486	1554.0	764.0
401022	119.0	66.0
425054	5.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	3.0	5.0
401018	0.0	0.0
100271303	0.0	0.0
100271302	1.0	0.0
401093	878.0	167.0
401097	204.0	81.0
151449	1519.0	54.0
401082	0.0	0.0
8100	870.0	324.0
440606	0.0	0.0
8106	5151.0	1857.0
440603	41.0	14.0
401089	25.0	6.0
391183	0.0	0.0
8110	26.0	2.0
8111	249.0	58.0
391189	0.0	0.0
8115	20.0	5.0
401074	22.0	4.0
222484	1950.0	781.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	70.0	10.0
391196	0.0	0.0
391195	0.0	0.0
8128	13.0	4.0
8125	13686.0	3863.0
401067	0.0	0.0
8120	292.0	35.0
151477	46.0	13.0
151473	653.0	207.0
643300	27.0	26.0
645962	0.0	0.0
8139	1413.0	338.0
645961	9.0	2.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3842.0	640.0
81329	0.0	0.0
83998	271.0	1205.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	1.0	2.0
283403	2.0	0.0
83990	260.0	66.0
83992	301.0	106.0
645954	60.0	16.0
81330	0.0	0.0
645958	197.0	120.0
645957	2.0	3.0
645974	298.0	91.0
643311	0.0	0.0
645973	0.0	0.0
643310	11.0	6.0
8148	9104.0	1823.0
222487	10.0	3.0
81318	0.0	0.0
8140	1904.0	770.0
83987	1154.0	103.0
81324	0.0	0.0
83986	5815.0	1196.0
81325	0.0	0.0
83989	3151.0	1106.0
83988	2274.0	714.0
81327	0.0	0.0
83983	146.0	33.0
81320	0.0	0.0
83982	454.0	133.0
83985	139.0	19.0
81322	0.0	0.0
643308	4.0	2.0
643309	4.0	1.0
645968	39.0	21.0
645980	0.0	1.0
100271390	0.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	367.0	62.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	3.0	1.0
81353	0.0	0.0
106481884	0.0	0.0
100271399	1.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	0.0	0.0
100271392	2.0	13.0
100271391	0.0	0.0
100271394	0.0	2.0
100271393	0.0	0.0
645979	11.0	14.0
93323	260.0	97.0
8165	9939.0	2191.0
645996	31.0	0.0
645993	0.0	0.0
106481888	2.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1453.0	640.0
106481891	2.0	0.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	5.0	1.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	2.0	2.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	2.0	0.0
8178	1585.0	293.0
344892	0.0	0.0
643343	47.0	31.0
8170	40.0	14.0
106481855	0.0	0.0
401014	8.0	2.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	24.0	8.0
106481859	0.0	0.0
8175	6141.0	872.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	4.0	2.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	48.0	5.0
645998	0.0	0.0
643336	0.0	1.0
100271371	0.0	0.0
8189	7514.0	1350.0
8187	359.0	177.0
93343	1826.0	493.0
93349	565.0	125.0
643353	2.0	0.0
106481866	3.0	0.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	1.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	164.0	84.0
100271364	5.0	6.0
81363	6.0	3.0
344875	1.0	0.0
100271360	2.0	0.0
93377	0.0	1.0
106481839	0.0	0.0
643365	1.0	0.0
8192	3839.0	1242.0
106481833	0.0	0.0
8193	28.0	20.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	28.0	2.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2766.0	1478.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	1.0
100271358	2.0	1.0
81399	0.0	0.0
283422	1.0	0.0
344866	13.0	6.0
100271351	0.0	0.0
283420	17.0	7.0
100271354	1.0	0.0
