id	1c3e2b57-9927-4821-9842-4c62ed8c2907	24f1d3d7-1093-494e-9c5d-1766f421d658
391672	1.0	1.0
161342	9.0	8.0
148398	709.0	130.0
100419758	47.0	50.0
100419751	0.0	0.0
124359	1162.0	7302.0
101929293	7.0	1.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	424.0	1082.0
10690	59.0	1630.0
101929212	11.0	24.0
101929218	3.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	1.0	0.0
199900	0.0	0.0
151963	139.0	71.0
10693	107.0	304.0
10692	9.0	18.0
10695	2036.0	11068.0
10694	4704.0	15149.0
10699	463.0	208.0
101929221	11.0	3.0
100420763	0.0	0.0
101929225	0.0	1.0
101929222	4.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	768.0	32483.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	7.0	10.0
101929238	2.0	0.0
220213	664.0	732.0
10678	406.0	1401.0
151987	2046.0	4599.0
10671	986.0	1666.0
10670	4173.0	5870.0
10673	53.0	124.0
10672	3055.0	3303.0
10675	9.0	264.0
10677	170.0	232.0
100419793	0.0	0.0
100420784	0.0	3.0
100420786	0.0	0.0
101929247	0.0	4.0
100420787	0.0	3.0
101929244	0.0	0.0
220202	0.0	14.0
222865	105.0	172.0
10682	1330.0	3327.0
10681	1750.0	1040.0
10683	3.0	19.0
10686	110.0	26.0
136371	1.0	0.0
643803	0.0	0.0
10687	137.0	72.0
100419682	0.0	0.0
100420678	33.0	52.0
222894	0.0	0.0
100419687	0.0	1.0
283807	863.0	405.0
653194	0.0	0.0
83598	2.0	1.0
83597	0.0	0.0
653199	33.0	213.0
83594	871.0	2190.0
83593	1441.0	550.0
83596	250.0	1038.0
83595	335.0	168.0
83590	1362.0	2690.0
653190	3.0	13.0
653192	0.0	0.0
83592	43.0	43.0
83591	262.0	440.0
1909	7422.0	2413.0
100420689	9.0	2.0
1908	28.0	127.0
161291	3015.0	12019.0
653188	0.0	0.0
653189	36.0	100.0
1907	21.0	44.0
1906	465.0	138.0
197258	1032.0	2821.0
1903	1016.0	934.0
197259	280.0	268.0
1902	1664.0	653.0
1901	793.0	564.0
100420681	0.0	0.0
197257	702.0	2437.0
449491	1.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	626.0	402.0
1917	581.0	616.0
1915	224719.0	507626.0
1912	4532.0	6058.0
1911	479.0	517.0
101929202	30.0	33.0
101929203	3.0	9.0
199899	4.0	0.0
148281	4.0	177.0
219287	38.0	8.0
161253	6.0	12.0
219285	365.0	343.0
283849	147.0	209.0
283848	263.0	187.0
1932	3.0	4.0
283847	1.0	0.0
256227	15.0	4.0
256223	1.0	0.0
1939	2125.0	5807.0
1938	95037.0	466506.0
1937	8.0	73.0
1936	5402.0	10938.0
1934	8.0	11.0
1933	7679.0	13220.0
161247	27.0	84.0
219293	332.0	96.0
1943	1.0	7.0
1942	1869.0	5188.0
256236	54.0	182.0
1949	65.0	162.0
199870	509.0	657.0
1948	3153.0	16481.0
1947	2889.0	916.0
1946	817.0	443.0
1945	263.0	1227.0
1944	45.0	103.0
161271	1.0	0.0
1954	3317.0	7421.0
1953	885.0	1612.0
1952	2922.0	2165.0
1951	70.0	177.0
1950	77.0	3956.0
283820	456.0	1459.0
1959	454.0	668.0
1958	43465.0	12306.0
1956	5093.0	9689.0
1955	1038.0	2826.0
1965	2186.0	4565.0
1964	2681.0	5193.0
199857	489.0	1191.0
1962	214.0	3883.0
1961	3.0	14.0
1960	347.0	349.0
220296	20.0	10.0
1969	274.0	297.0
1968	4521.0	15566.0
1967	1635.0	3961.0
114904	219.0	469.0
114905	68.0	126.0
114907	16216.0	8035.0
114908	6507.0	16154.0
340094	0.0	0.0
643783	158.0	251.0
114900	26.0	21.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	15789.0	42262.0
1974	13417.0	31690.0
1973	210.0	1037.0
283888	2.0	23.0
401447	0.0	2.0
653113	58.0	48.0
1979	12731.0	8312.0
1978	1886.0	3539.0
1977	923.0	2192.0
643790	5.0	24.0
1990	0.0	1.0
256281	361.0	1203.0
1987	0.0	1.0
1986	3.0	10.0
1984	8558.0	31701.0
1983	9546.0	11151.0
1982	32723.0	52330.0
283876	39.0	97.0
1981	14487.0	48988.0
1980	12.0	20.0
283871	656.0	900.0
283870	210.0	122.0
105375616	0.0	3.0
340075	33.0	46.0
340073	3.0	0.0
653125	3.0	3.0
401431	71.0	191.0
83528	1.0	7.0
1998	1496.0	2687.0
1997	2386.0	2497.0
283869	10.0	17.0
1996	9.0	2.0
401428	0.0	0.0
83538	58.0	240.0
1995	44.0	12.0
401427	26.0	75.0
283867	0.0	1.0
1994	2813.0	6530.0
1993	2.0	470.0
1992	1779.0	640.0
1991	3.0	12.0
283860	16.0	2.0
83530	1.0	13.0
340069	2.0	0.0
1999	1741.0	4497.0
105375606	0.0	2.0
340061	2238.0	864.0
653115	28.0	118.0
653121	618.0	610.0
653122	50.0	139.0
283854	0.0	0.0
653123	0.0	0.0
401491	32.0	38.0
100124412	0.0	0.0
653147	6.0	4.0
401498	0.0	4.0
653149	1.0	0.0
401497	0.0	1.0
401494	358.0	372.0
401492	3.0	44.0
83550	0.0	2.0
83552	0.0	0.0
83551	1.0	0.0
114932	2347.0	5755.0
83539	289.0	110.0
83547	499.0	519.0
83546	1.0	2.0
653140	31.0	11.0
83549	1749.0	3216.0
83548	1876.0	5142.0
83543	18188.0	1820.0
653145	109.0	114.0
83544	1056.0	1739.0
83541	541.0	1860.0
83540	7.0	163.0
126917	940.0	1124.0
340037	2.0	1.0
114926	1109.0	2021.0
114928	1055.0	2026.0
339044	0.0	0.0
256297	0.0	1.0
401474	2682.0	174.0
653174	0.0	0.0
653175	0.0	3.0
340024	0.0	75.0
114915	732.0	2041.0
401466	718.0	1712.0
653162	20.0	75.0
653163	0.0	0.0
283899	1577.0	2753.0
653166	0.0	0.0
283897	23.0	266.0
339145	9.0	108.0
391723	0.0	0.0
391722	5.0	35.0
10778	1144.0	2508.0
10777	10.0	5.0
10772	2900.0	5748.0
340120	5.0	27.0
10771	5222.0	8515.0
10773	568.0	869.0
10776	5748.0	7200.0
10775	930.0	2002.0
10788	8582.0	13009.0
391739	1.0	2.0
10781	967.0	2551.0
10780	300.0	769.0
10783	758.0	4581.0
10782	894.0	1996.0
10785	250.0	450.0
10787	8603.0	12376.0
10786	10.0	1.0
102606463	27.0	2.0
731308	0.0	1.0
339122	69.0	199.0
339123	2171.0	3944.0
102606462	0.0	0.0
391701	1.0	0.0
391703	0.0	2.0
151827	80.0	87.0
126826	0.0	0.0
643719	20.0	47.0
10755	3360.0	5013.0
151825	0.0	1.0
10758	3160.0	1732.0
126823	528.0	952.0
126820	24.0	114.0
10750	98.0	14.0
10752	396.0	431.0
10751	0.0	0.0
10753	9.0	378.0
643714	2.0	0.0
138864	0.0	0.0
391712	42.0	3.0
391714	3.0	2.0
114836	24.0	134.0
10767	1592.0	3059.0
10766	4676.0	10121.0
151835	5.0	4.0
10769	673.0	1188.0
391718	0.0	0.0
10768	11270.0	11272.0
126811	3.0	0.0
643723	20.0	31.0
10761	3.0	1.0
10763	5521.0	2678.0
10762	3843.0	4749.0
10765	2120.0	8286.0
101929179	0.0	0.0
388112	1.0	2.0
339105	41.0	44.0
83707	2351.0	3209.0
83706	592.0	573.0
10734	95.0	177.0
10733	65.0	136.0
83714	211.0	215.0
10736	48.0	93.0
401648	2.0	6.0
643739	1.0	0.0
10735	5558.0	8485.0
401647	185.0	34.0
10738	2.0	3.0
401646	0.0	0.0
10737	8.0	16.0
10739	1.0	71.0
376132	0.0	0.0
10730	6073.0	11626.0
101929184	3.0	5.0
10732	499.0	644.0
138804	0.0	0.0
138805	1.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	9.0	28.0
124221	13.0	25.0
124222	159.0	2493.0
114897	8261.0	893.0
114898	127.0	30.0
124220	720.0	9158.0
114899	180.0	1173.0
391777	6.0	16.0
10745	386.0	1024.0
56104	37.0	475.0
83700	2955.0	2383.0
401638	3.0	2.0
10744	7.0	1.0
56105	103.0	35.0
10747	42.0	54.0
401637	4.0	0.0
56106	240.0	71.0
10746	2991.0	3516.0
56107	183.0	78.0
10749	6334.0	20266.0
56100	269.0	116.0
401634	0.0	2.0
10748	49.0	83.0
56101	285.0	1670.0
56102	38.0	38.0
56103	48.0	346.0
643744	4.0	18.0
10741	1293.0	2884.0
56108	87.0	199.0
10740	10.0	34.0
643749	116.0	174.0
56109	141.0	110.0
10743	2070.0	3851.0
342732	2.0	10.0
10742	1733.0	1233.0
101929198	2.0	0.0
101929196	0.0	1.0
100420811	0.0	3.0
114884	643.0	1658.0
317774	1.0	1.0
114885	1454.0	1104.0
401630	0.0	0.0
317772	0.0	5.0
100419821	0.0	1.0
56110	42.0	123.0
317778	0.0	0.0
83729	4.0	67.0
317775	6.0	1.0
83734	204.0	517.0
10712	1278.0	2817.0
83733	90.0	659.0
10714	677.0	836.0
126868	51.0	69.0
317769	0.0	0.0
100419829	0.0	0.0
10713	1742.0	3657.0
317768	0.0	0.0
10716	7.0	0.0
100419827	0.0	0.0
56111	68.0	127.0
10715	13.0	95.0
56112	38.0	108.0
56113	131.0	571.0
83732	522.0	1270.0
10718	45.0	2.0
10717	432.0	866.0
56114	29.0	366.0
388125	17.0	8.0
401629	2.0	2.0
317781	805.0	1540.0
388122	0.0	0.0
83719	1845.0	2956.0
56120	9.0	6.0
56121	138.0	236.0
114876	2142.0	2651.0
388121	69.0	89.0
83716	2711.0	6998.0
83715	358.0	781.0
114879	1968.0	4686.0
100420829	0.0	0.0
10723	1399.0	5268.0
56126	81.0	286.0
83723	2.0	9.0
126859	10.0	19.0
56127	59.0	99.0
10725	2854.0	3751.0
56128	15.0	27.0
56129	66.0	127.0
10724	6602.0	12153.0
114880	120.0	405.0
56122	190.0	734.0
388115	3276.0	1494.0
401613	5662.0	911.0
114881	944.0	1384.0
10726	4909.0	8456.0
56123	99.0	259.0
401612	159.0	166.0
114882	2069.0	3249.0
56124	58.0	204.0
10728	8803.0	18241.0
114883	3595.0	6488.0
56125	63.0	2452.0
643766	0.0	0.0
10721	6.0	115.0
10720	2.0	2.0
100420830	0.0	0.0
136259	6.0	4.0
100420834	0.0	0.0
317751	9.0	8.0
124274	0.0	0.0
388152	76.0	115.0
317754	0.0	0.0
317753	1.0	0.0
317749	324.0	565.0
342705	0.0	0.0
151888	7.0	14.0
151887	4794.0	2159.0
136263	2.0	0.0
100420841	0.0	0.0
101929145	196.0	332.0
100420843	1.0	0.0
100293090	6309.0	8106.0
148254	301.0	447.0
317762	1825.0	4328.0
317761	8.0	70.0
100419854	0.0	0.0
317760	9.0	9.0
317767	0.0	5.0
100271715	31.0	36.0
148252	314.0	765.0
100271722	253.0	333.0
199834	0.0	0.0
388135	1224.0	286.0
101929152	5.0	13.0
100420854	2.0	0.0
222950	115.0	80.0
100419867	0.0	0.0
148266	245.0	707.0
100419868	0.0	12.0
148268	326.0	819.0
100419866	4.0	3.0
100420859	0.0	0.0
124245	1515.0	3552.0
317729	0.0	4.0
136288	1.0	33.0
199800	17.0	37.0
101930150	0.0	3.0
163882	1114.0	2236.0
388165	29.0	98.0
100419873	0.0	0.0
100271700	27.0	57.0
100271703	0.0	0.0
100271702	0.0	7.0
100420875	3.0	0.0
100420877	0.0	3.0
388199	0.0	6.0
22794	5974.0	9491.0
22795	619.0	452.0
22796	1273.0	2787.0
22797	19.0	124.0
22798	17.0	3.0
317705	0.0	1.0
317703	1.0	0.0
317702	0.0	0.0
138882	0.0	1.0
138883	1.0	0.0
138881	10.0	1.0
100420881	0.0	0.0
388181	0.0	1.0
100419893	2.0	0.0
222967	1.0	4.0
219333	1261.0	1765.0
136227	16.0	1992.0
222962	66.0	446.0
148213	132.0	160.0
388182	18.0	45.0
100419895	0.0	0.0
317716	1.0	14.0
148203	138.0	292.0
317719	14.0	12.0
148206	360.0	793.0
163859	1111.0	1679.0
101929110	7.0	3.0
101929111	0.0	0.0
219348	214.0	71.0
219347	88.0	468.0
100420898	0.0	0.0
148223	956.0	1799.0
10799	92.0	509.0
136242	1.0	2.0
10791	678.0	536.0
10794	95.0	111.0
10793	166.0	193.0
10795	1140.0	1970.0
10798	0.0	0.0
10797	1754.0	4329.0
101929121	0.0	0.0
101929120	0.0	252.0
101929127	4.0	4.0
317701	0.0	2.0
220323	1030.0	838.0
148231	0.0	0.0
148229	22.0	15.0
151877	16.0	6.0
151871	2.0	0.0
93035	21.0	15.0
161176	541.0	171.0
56097	36.0	35.0
56098	9.0	31.0
56099	336.0	380.0
93034	12.0	18.0
283927	103.0	277.0
220359	28.0	62.0
653073	0.0	0.0
653075	0.0	0.0
256302	1182.0	1817.0
105373144	0.0	0.0
81050	0.0	0.0
199786	15.0	20.0
256309	100.0	465.0
100420792	1.0	1.0
95681	598.0	669.0
283914	0.0	0.0
81047	0.0	0.0
197131	1793.0	3134.0
197135	9.0	52.0
653061	1.0	2.0
93058	523.0	495.0
161198	649.0	398.0
283902	2.0	0.0
220382	129.0	57.0
81078	0.0	108.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	0.0
199777	1218.0	1884.0
81061	0.0	0.0
653082	196.0	55.0
81090	0.0	1.0
100271649	0.0	0.0
199746	237.0	302.0
100271655	0.0	23.0
81099	0.0	0.0
100271650	1.0	7.0
199745	245.0	544.0
148170	167.0	1304.0
256364	1545.0	2975.0
163786	226.0	542.0
220388	43.0	62.0
100271639	0.0	0.0
163782	38.0	143.0
100271646	12.0	14.0
283953	2389.0	1.0
256355	37.0	11.0
100271644	1.0	0.0
283951	256.0	532.0
256356	1940.0	7204.0
100271643	0.0	2.0
100271640	0.0	1.0
81081	0.0	0.0
161159	8.0	1.0
148189	269.0	905.0
93099	1105.0	278.0
100271627	3.0	4.0
283948	278.0	114.0
256329	118.0	161.0
100271634	1.0	0.0
100271636	0.0	0.0
100271630	1.0	0.0
100271633	0.0	0.0
100271632	3.0	1.0
199720	15.0	30.0
93082	280.0	41.0
161145	3390.0	706.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	5.0	7.0
100271619	0.0	0.0
148198	15.0	1.0
100271618	1.0	2.0
100271624	0.0	0.0
100271623	3.0	1.0
283933	50.0	74.0
100271625	1.0	0.0
93081	748.0	284.0
100271620	2.0	11.0
283932	55.0	340.0
100271622	3.0	2.0
100271621	0.0	1.0
199731	1370.0	3572.0
100124332	0.0	0.0
643664	4.0	4.0
256394	2.0	54.0
83637	4308.0	8966.0
83636	1179.0	1911.0
401565	8.0	7.0
401563	16.0	33.0
401562	39.0	19.0
401561	38.0	7.0
283999	2.0	1.0
283994	0.0	0.0
643668	12.0	3.0
283991	1341.0	2827.0
340198	10.0	1.0
643669	7.0	20.0
340192	0.0	0.0
643680	14.0	17.0
197196	5.0	0.0
56033	2.0	0.0
401551	8.0	225.0
83657	25.0	114.0
83656	15.0	6.0
83659	8.0	199.0
283989	1050.0	2093.0
83658	3251.0	7477.0
401548	851.0	1651.0
56034	1737.0	1462.0
283987	6594.0	24683.0
256369	0.0	0.0
401546	469.0	11042.0
83655	0.0	0.0
283985	13.0	0.0
283982	2.0	0.0
283981	25.0	66.0
643677	7.0	10.0
83650	2.0	5.0
197187	83.0	305.0
449520	11.0	1.0
401541	162.0	452.0
401540	0.0	0.0
83639	3.0	4.0
83638	1875.0	3646.0
256380	11.0	30.0
449518	0.0	0.0
83648	3525.0	82.0
401537	3.0	6.0
83647	0.0	0.0
83641	21839.0	9148.0
401535	13.0	12.0
83643	1263.0	503.0
401533	2.0	0.0
643689	7.0	8.0
283971	0.0	2.0
83640	317.0	822.0
283970	2.0	17.0
114826	930.0	850.0
114827	88.0	120.0
378706	0.0	4.0
378707	0.0	0.0
378708	121.0	230.0
339184	8.0	6.0
339186	1.0	3.0
56052	887.0	2665.0
114821	1238.0	1069.0
114822	655.0	1390.0
114823	5901.0	6578.0
114824	5.0	4.0
114825	721.0	1830.0
643699	54.0	56.0
340168	1.0	0.0
114815	208.0	114.0
114817	0.0	0.0
114818	668.0	846.0
114819	170.0	322.0
339175	503.0	1441.0
56063	611.0	611.0
653017	0.0	0.0
56061	2291.0	5978.0
56062	165.0	55.0
114814	99.0	131.0
83667	412.0	761.0
83666	885.0	4680.0
83660	1635.0	3666.0
340156	89.0	90.0
83661	1707.0	1438.0
114804	282.0	2349.0
114805	100.0	45.0
340152	32.0	38.0
339168	0.0	0.0
114800	100.0	51.0
114801	44.0	183.0
93010	71.0	150.0
114803	1118.0	3853.0
83697	18.0	4.0
81034	636.0	1158.0
81035	200.0	6693.0
83696	1600.0	3696.0
83699	1467.0	7521.0
81037	3744.0	10863.0
83698	116.0	52.0
401588	86.0	470.0
83693	1062.0	2222.0
81030	5.0	15.0
83692	2623.0	2656.0
81031	1064.0	11413.0
83695	860.0	2307.0
81033	3.0	13076.0
83694	274.0	101.0
340146	0.0	1.0
83690	69.0	2282.0
81027	6.0	7.0
81029	1489.0	1573.0
653042	0.0	0.0
653045	0.0	0.0
81025	2.0	8.0
401577	159.0	330.0
22877	4402.0	4094.0
22878	1996.0	3840.0
22879	2306.0	45633.0
22870	3510.0	4311.0
22871	223.0	137.0
22872	9471.0	20674.0
22873	1087.0	573.0
22874	4856.0	5236.0
22875	7710.0	3122.0
22876	1993.0	1434.0
10899	6032.0	9692.0
10898	776.0	1737.0
10891	710.0	274.0
136540	0.0	0.0
10890	5241.0	9773.0
10893	375.0	423.0
10892	1214.0	5883.0
136541	0.0	0.0
10895	1.0	0.0
342426	0.0	0.0
10894	242.0	112.0
10897	1827.0	5868.0
10896	11.0	5.0
22888	658.0	1042.0
22889	1604.0	2701.0
22880	1609.0	4105.0
124540	6437.0	6959.0
22881	248.0	493.0
22882	1414.0	4352.0
22883	10212.0	49468.0
22884	798.0	2420.0
22885	1980.0	1395.0
22887	2066.0	6123.0
342419	0.0	1.0
124538	0.0	0.0
124535	10.0	4.0
148523	664.0	229.0
283598	1.0	0.0
283596	138.0	282.0
283592	1.0	0.0
22856	2546.0	5810.0
161514	0.0	0.0
731424	0.0	3.0
22858	1539.0	4419.0
22859	2432.0	1056.0
22850	1083.0	1999.0
22852	375.0	610.0
22853	1476.0	4619.0
22854	326.0	61.0
10877	0.0	0.0
10876	2376.0	1.0
100419909	1.0	0.0
10879	7.0	0.0
10878	6.0	0.0
148534	1168.0	1723.0
104169670	10.0	12.0
104169671	1.0	41.0
100419903	2.0	6.0
283587	1.0	851.0
10871	12.0	42.0
10870	33.0	114.0
10873	426.0	2051.0
10875	784.0	603.0
10874	28.0	0.0
22866	14.0	1972.0
22868	1082.0	2197.0
22869	628.0	1339.0
100309464	0.0	0.0
161502	3.0	25.0
100420901	0.0	1.0
22861	1463.0	439.0
22862	6484.0	3329.0
22863	1274.0	1923.0
22864	1296.0	5764.0
22865	496.0	57.0
10888	10.0	8.0
56203	11.0	13.0
643609	0.0	0.0
56204	3509.0	5001.0
10887	3.0	8.0
124512	691.0	1255.0
148545	0.0	0.0
283579	1.0	0.0
283578	1292.0	3399.0
10880	0.0	0.0
283576	0.0	4.0
10882	8.0	16.0
10881	0.0	1.0
10884	1337.0	2835.0
283571	19.0	37.0
10886	409.0	2.0
10885	1013.0	3394.0
22834	2877.0	14957.0
22835	486.0	838.0
22836	4104.0	9148.0
22837	4894.0	10607.0
101929059	1.0	6.0
22838	1805.0	4267.0
22839	3264.0	7656.0
100420910	2.0	3.0
100420916	0.0	0.0
22832	463.0	606.0
124590	10.0	0.0
10855	74.0	96.0
10857	15465.0	7208.0
10856	2164.0	6518.0
10859	42.0	105.0
10858	65.0	110.0
100126793	44.0	85.0
10850	0.0	0.0
643617	4.0	10.0
643615	2.0	1.0
100126791	10.0	8.0
22844	40.0	37.0
22845	868.0	2782.0
22846	285.0	390.0
22847	1130.0	2435.0
22848	3833.0	7566.0
22849	1150.0	3384.0
112597	200.0	47.0
100420920	0.0	1.0
100420921	0.0	0.0
100420924	2.0	0.0
124583	6956.0	35266.0
100420926	2.0	75.0
22841	6881.0	1810.0
100420927	0.0	0.0
100419930	5.0	1.0
22843	11.0	1596.0
10866	190.0	1164.0
100420919	0.0	0.0
10865	234.0	402.0
10868	1968.0	3782.0
10867	4264.0	5343.0
10869	4113.0	7225.0
10861	87.0	406.0
101929074	23.0	44.0
10864	17.0	20.0
101929071	15.0	0.0
10863	724.0	370.0
22813	3.0	1.0
22814	1.0	5.0
643641	764.0	1783.0
22815	0.0	6.0
22816	0.0	0.0
22818	6147.0	13684.0
10829	0.0	5.0
100419945	0.0	0.0
83849	20.0	11.0
83855	391.0	1196.0
10833	0.0	2.0
83854	7.0	10.0
83857	1176.0	796.0
10835	2.0	5.0
83856	433.0	347.0
10834	0.0	0.0
83851	27.0	100.0
10837	1.0	0.0
100419948	0.0	0.0
83850	47.0	50.0
10836	2.0	1.0
100419949	0.0	0.0
83853	9.0	176.0
10838	6267.0	4098.0
83852	739.0	1057.0
124565	8281.0	20381.0
100419947	1.0	0.0
22808	1119.0	914.0
22809	1306.0	6197.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	917.0
22822	2860.0	972.0
22823	561.0	1045.0
22824	678.0	411.0
101929086	1.0	0.0
22826	3143.0	5457.0
22827	3875.0	9202.0
643653	0.0	0.0
22828	1705.0	3196.0
22829	887.0	1097.0
112574	2994.0	2101.0
100419955	0.0	0.0
56241	393.0	1131.0
100420946	3.0	0.0
56242	550.0	1419.0
22820	11054.0	44236.0
22821	690.0	744.0
100419950	1.0	0.0
10844	2501.0	6660.0
83844	0.0	0.0
10846	337.0	2566.0
10845	1665.0	4358.0
10848	1016.0	2483.0
56243	7391.0	8518.0
10847	6061.0	13959.0
56244	6.0	3.0
56245	15.0	16.0
10849	69.0	361.0
56246	0.0	3.0
643646	35.0	56.0
10840	1145.0	1092.0
10842	0.0	0.0
101929093	0.0	0.0
10841	45.0	221.0
643648	0.0	0.0
101929010	0.0	2.0
100420950	3.0	18.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	1.0
100419963	1.0	0.0
100271613	0.0	0.0
100271611	0.0	1.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	1.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	1.0	0.0
100419971	0.0	1.0
100419972	1.0	0.0
100271601	1.0	0.0
100419979	1.0	2.0
100420972	0.0	0.0
100420975	4.0	4.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	1.0
100419996	1.0	0.0
391436	2.0	5.0
161582	24.0	70.0
124599	3.0	27.0
101929052	1.0	0.0
391485	1.0	1.0
222611	3.0	1.0
100187716	1.0	0.0
391490	0.0	1.0
391496	0.0	1.0
22899	391.0	202.0
391462	0.0	0.0
22891	107.0	80.0
22893	1968.0	2871.0
22894	1883.0	2385.0
22895	9.0	2.0
148581	2.0	0.0
22897	904.0	1360.0
22898	779.0	1461.0
22890	915.0	3637.0
391470	0.0	0.0
391472	0.0	0.0
391475	1.0	2.0
101929008	38.0	66.0
222659	4.0	8.0
440894	40.0	91.0
222658	2559.0	5145.0
102724035	0.0	0.0
100271575	2.0	1.0
100271577	0.0	1.0
100271571	0.0	0.0
81175	13.0	7.0
81176	5.0	5.0
100271570	1.0	0.0
93145	410.0	2717.0
440888	1.0	0.0
222642	3.0	2.0
222643	42.0	73.0
401289	0.0	4.0
401288	19.0	25.0
401285	9.0	0.0
81166	0.0	0.0
100271564	6.0	12.0
81168	0.0	0.0
100271566	4.0	10.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	2.0	2.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	1.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	79.0	38.0
222662	8.0	0.0
401265	27.0	293.0
222663	395.0	462.0
220002	1975.0	3710.0
93166	48.0	313.0
401264	220.0	789.0
220004	63.0	125.0
100271539	0.0	0.0
401262	250.0	135.0
93164	168.0	232.0
100271547	0.0	0.0
100271549	0.0	2.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	12.0	19.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	643.0	2566.0
440854	4.0	20.0
222698	201.0	33.0
222696	75.0	146.0
161497	11.0	17.0
100271529	10.0	13.0
222699	20.0	38.0
100271536	0.0	0.0
100271538	5.0	12.0
100271537	0.0	0.0
93190	2.0	53.0
283601	0.0	0.0
100271531	8.0	18.0
283600	0.0	0.0
220042	16.0	82.0
93183	1025.0	5132.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	2117.0	7474.0
100271525	0.0	0.0
100271526	7.0	17.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	1.0	3.0
100271523	0.0	0.0
100271522	1.0	1.0
100271507	0.0	0.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	4.0	2.0
220064	592.0	875.0
220047	4.0	42.0
100271503	0.0	0.0
10808	3676.0	6152.0
56130	57.0	54.0
10807	725.0	2658.0
56131	101.0	502.0
56132	24.0	473.0
10809	2729.0	8918.0
220081	10.0	25.0
83756	14.0	15.0
10811	478.0	1055.0
56137	9.0	37.0
10810	865.0	3218.0
83755	0.0	0.0
56138	5.0	634.0
83758	381.0	116.0
10813	707.0	1792.0
56139	36.0	73.0
401207	130.0	492.0
220082	0.0	3.0
83757	0.0	0.0
83752	4398.0	11697.0
56133	15.0	403.0
10815	129.0	578.0
10814	65.0	16.0
56134	22.0	23.0
10817	445.0	582.0
56135	1.0	29.0
10816	83.0	0.0
283643	269.0	398.0
56136	0.0	10.0
643535	2.0	0.0
643536	0.0	0.0
22800	584.0	1415.0
22801	1152.0	291.0
643550	8.0	13.0
22802	10.0	13.0
22803	3520.0	6244.0
440804	1.0	0.0
22806	165.0	247.0
22807	1630.0	1133.0
10819	72.0	170.0
56140	0.0	11.0
10818	1338.0	2166.0
56141	1.0	24.0
56142	2.0	592.0
56143	1.0	18.0
83737	2592.0	4199.0
220070	0.0	0.0
10822	0.0	0.0
283638	2447.0	5447.0
83744	187.0	258.0
10821	1.0	0.0
10824	3.0	3.0
83746	1666.0	3577.0
10823	0.0	0.0
83741	0.0	0.0
283635	1804.0	4762.0
10826	2541.0	1240.0
220074	313.0	1836.0
56144	10.0	141.0
10825	319.0	2178.0
56145	24.0	28.0
83740	0.0	0.0
83743	1154.0	3019.0
56146	0.0	37.0
10828	4.0	5.0
10827	979.0	2203.0
83742	2876.0	1362.0
56147	4.0	69.0
283631	1.0	3.0
10820	1.0	3.0
440836	240.0	378.0
643563	0.0	3.0
56154	2.0	4.0
81109	0.0	0.0
283629	51.0	84.0
56159	1.0	1.0
81115	0.0	1.0
81116	0.0	0.0
56155	24.0	60.0
283624	528.0	494.0
102724097	4.0	161.0
256006	17.0	33.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	0.0	3.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	311.0
440823	18.0	59.0
440822	2.0	0.0
56163	1.0	1.0
56164	4.0	15.0
256021	6.0	27.0
56165	14.0	157.0
83759	861.0	1182.0
56160	978.0	1352.0
10800	28.0	219.0
283617	0.0	0.0
81104	0.0	0.0
10802	1838.0	4082.0
10801	11046.0	10473.0
10804	5.0	2.0
10803	2.0	5.0
56167	0.0	0.0
10806	609.0	1637.0
