id	0622c348-1f05-4f21-8486-d5bb9399f7be	443da90b-2658-4864-aede-3dcea543cf74
106481474	0.0	0.0
106481471	0.0	0.0
85329	1.0	3.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	954.0	1748.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1095.0	439.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	6.0	7.0
106481437	0.0	0.0
26974	200.0	224.0
153657	30.0	6.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1565.0	1242.0
165631	22.0	5.0
106481436	0.0	0.0
26978	19.0	8.0
126075	1816.0	2623.0
106481439	0.0	0.0
403250	0.0	0.0
126074	235.0	384.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3517.0	2752.0
106481444	2.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	818.0	572.0
85354	0.0	0.0
85352	1445.0	73.0
403241	1.0	1.0
344462	8.0	9.0
403244	0.0	0.0
403245	0.0	0.0
153642	827.0	304.0
153643	8.0	6.0
403247	0.0	0.0
403248	0.0	0.0
26985	3163.0	1790.0
106481448	0.0	0.0
26986	75566.0	61885.0
126069	88.0	26.0
106481449	0.0	0.0
126068	390.0	275.0
106481446	0.0	0.0
26983	0.0	0.0
26984	706.0	383.0
106481447	0.0	0.0
106481451	3.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	85.0	13.0
106481455	0.0	0.0
85349	18.0	12.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	4.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	1.0	3.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	5.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	7.0	7.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	5.0	0.0
106481415	0.0	0.0
106481416	1.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2463.0	3981.0
100873390	0.0	0.0
728556	38.0	53.0
106481419	0.0	1.0
100128817	0.0	0.0
728558	55.0	27.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	1.0	0.0
163081	280.0	150.0
106481423	1.0	0.0
106481420	0.0	1.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	20.0	4.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	68.0	27.0
100873384	0.0	0.0
285601	70.0	3.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	2.0	0.0
63910	118.0	52.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	435.0	362.0
222008	11.0	4.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	4994.0	2273.0
63904	0.0	0.0
106481430	0.0	0.0
163071	19.0	4.0
63906	720.0	455.0
106481433	0.0	0.0
63908	628.0	371.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	0.0
285613	53.0	75.0
63920	318.0	167.0
63923	25.0	7.0
63922	381.0	566.0
728577	19.0	4.0
63925	1572.0	900.0
63924	136.0	2.0
63916	3983.0	2196.0
63917	3702.0	1697.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	11.0	3.0
728564	10.0	14.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	987.0	416.0
106481402	0.0	1.0
63931	1548.0	817.0
106481403	0.0	0.0
63934	398.0	289.0
728567	12.0	8.0
106481408	0.0	0.0
163088	7.0	0.0
63933	1867.0	1932.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3262.0	984.0
163087	493.0	234.0
728568	415.0	398.0
106481407	15.0	18.0
3704	2369.0	1832.0
3705	10838.0	8085.0
63926	460.0	339.0
3706	81.0	7.0
63929	985.0	826.0
3707	6919.0	1960.0
63928	408.0	20.0
3708	2977.0	328.0
106481411	0.0	0.0
3709	2045.0	935.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	16.0	10.0
3702	81.0	27.0
3703	9905.0	5952.0
645506	1.0	1.0
151050	938.0	321.0
645520	0.0	0.0
63941	4781.0	4704.0
63940	598.0	214.0
63943	277.0	322.0
728517	0.0	0.0
163033	807.0	785.0
258010	2613.0	2578.0
63947	0.0	0.0
63946	0.0	0.0
728513	3.0	0.0
100033803	0.0	0.0
3716	6137.0	2266.0
100033804	0.0	0.0
3717	715.0	269.0
100033805	0.0	0.0
3718	459.0	110.0
63939	982.0	546.0
100033806	0.0	0.0
100190799	7.0	0.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	86.0	39.0
3710	1279.0	672.0
3712	9622.0	6165.0
3713	17.0	1.0
3714	2194.0	1248.0
63950	6.0	9.0
728505	0.0	0.0
63951	396.0	291.0
100033807	0.0	0.0
728501	35.0	31.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	25791.0	6507.0
100033814	0.0	0.0
3727	19059.0	17975.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	19195.0	14221.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	799.0	877.0
151056	271.0	71.0
3725	19527.0	5534.0
645528	0.0	1.0
728532	37.0	18.0
163059	300.0	254.0
728538	0.0	3.0
728537	52.0	64.0
63967	7.0	17.0
3737	24.0	2.0
3738	1.0	4.0
3739	0.0	1.0
645538	0.0	0.0
3730	561.0	203.0
3732	3918.0	1474.0
3734	28.0	4.0
3735	8138.0	3478.0
3736	1.0	0.0
63970	110.0	9.0
3750	332.0	28.0
63971	3132.0	1560.0
63974	0.0	0.0
163049	1833.0	1269.0
63973	0.0	0.0
63976	77.0	35.0
222068	9340.0	5226.0
63978	0.0	1.0
63977	342.0	253.0
63979	351.0	133.0
728524	0.0	0.0
3748	167.0	59.0
163051	42.0	23.0
3749	672.0	204.0
163050	25.0	12.0
3741	74.0	18.0
645548	5.0	5.0
3743	2.0	0.0
3744	0.0	1.0
3745	1253.0	83.0
3746	50.0	5.0
3747	527.0	650.0
285671	839.0	312.0
285672	2093.0	2036.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	684.0	6.0
285676	86.0	12.0
3761	1.0	0.0
100128657	0.0	0.0
285679	1.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	246.0	259.0
283008	1.0	0.0
3751	65.0	17.0
100873435	0.0	0.0
3752	3497.0	2847.0
100873434	0.0	0.0
3753	1.0	1.0
100873433	0.0	0.0
3754	38.0	9.0
100873432	0.0	0.0
3755	2071.0	82.0
100873439	0.0	0.0
3756	15.0	1.0
100873438	0.0	0.0
3757	3916.0	234.0
100873437	0.0	0.0
3758	3.0	0.0
100873436	0.0	0.0
100873420	3.0	0.0
3770	81.0	158.0
3772	445.0	61.0
100861458	0.0	0.0
100861453	14.0	3.0
100861455	0.0	0.0
1107	16808.0	7702.0
1106	4966.0	2438.0
1105	1582.0	1065.0
1104	1384.0	1901.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1242.0	428.0
1101	124.0	13.0
3762	407.0	72.0
100873424	0.0	0.0
3763	57.0	20.0
100128640	157.0	77.0
100873423	0.0	0.0
3764	1219.0	191.0
100873422	0.0	0.0
3765	3.0	4.0
100873421	0.0	0.0
3766	21.0	4.0
100873428	0.0	0.0
3767	280.0	427.0
100873427	0.0	0.0
3768	110.0	4.0
1109	0.0	0.0
100873426	1.0	0.0
1108	9925.0	5292.0
3769	8.0	5.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	8.0	5.0
100873453	0.0	0.0
3781	1153.0	2704.0
100873452	0.0	0.0
3782	413.0	152.0
100873451	0.0	0.0
3783	9258.0	167.0
100873450	0.0	0.0
1121	808.0	380.0
100861468	0.0	0.0
1120	201.0	176.0
100861469	0.0	0.0
1118	299.0	80.0
1117	165.0	41.0
1116	71.0	79.0
1114	1037.0	169.0
1113	2561.0	747.0
1112	4044.0	1269.0
1111	430.0	642.0
3773	7.0	28.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	1377.0	492.0
100873455	0.0	0.0
3776	184.0	14.0
100873454	0.0	0.0
3777	4586.0	191.0
3778	7164.0	980.0
3779	13498.0	1247.0
100873459	0.0	0.0
1119	2145.0	1191.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	521.0	413.0
100128628	3.0	0.0
3791	1240.0	1117.0
100873442	1.0	0.0
3792	51.0	13.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	3.0	0.0
1131	104.0	75.0
1130	1250.0	374.0
100861476	0.0	0.0
1129	79.0	0.0
1128	9459.0	2809.0
1124	808.0	490.0
1123	1186.0	3736.0
1122	298.0	71.0
100861470	0.0	0.0
3784	2020.0	517.0
100873446	0.0	0.0
3785	16.0	1.0
100873445	0.0	0.0
3786	192.0	20.0
100873444	0.0	0.0
3787	76.0	5.0
100873443	0.0	0.0
3788	113.0	0.0
100873449	0.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	83.0	54.0
100128618	0.0	0.0
728597	4.0	1.0
100128617	1.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	109.0	681.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	5.0	0.0
285634	7.0	0.0
1142	0.0	0.0
1141	6.0	49.0
285636	2428.0	1594.0
1140	363.0	109.0
728599	2.0	0.0
1139	65.0	6.0
1138	108.0	182.0
1137	20.0	2.0
100861485	1.0	0.0
1136	14.0	9.0
1135	4299.0	3558.0
1134	1.0	11.0
1133	1.0	14.0
3795	276.0	67.0
100873479	9.0	0.0
3796	303.0	176.0
100873478	0.0	0.0
3797	1096.0	326.0
100873477	0.0	0.0
3798	68.0	5.0
100873476	0.0	0.0
3799	12756.0	7329.0
100873460	0.0	0.0
728586	20.0	6.0
285641	1.0	0.0
100873464	0.0	0.0
100873463	1.0	0.0
100873462	2.0	0.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	595.0	149.0
1153	25302.0	17426.0
1152	101374.0	15371.0
285647	18.0	8.0
728589	5.0	2.0
728588	0.0	33.0
1149	23.0	0.0
1147	1015.0	567.0
1146	1.0	0.0
1145	43.0	20.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	678.0	743.0
1163	376.0	133.0
285659	0.0	0.0
1161	295.0	165.0
1160	437.0	44.0
1159	277.0	812.0
1158	1895.0	33.0
1157	0.0	0.0
1155	4402.0	3102.0
550643	2394.0	1276.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2118.0	1599.0
1175	4777.0	4918.0
285668	7.0	0.0
1174	2481.0	1902.0
1173	28836.0	15075.0
550631	136.0	199.0
100873489	0.0	0.0
283014	11.0	3.0
100873488	0.0	0.0
100873487	0.0	2.0
283093	0.0	0.0
283092	0.0	0.0
1187	30.0	23.0
1186	2785.0	2299.0
1185	1150.0	486.0
1184	349.0	245.0
1183	185.0	204.0
1182	10052.0	3968.0
1181	335.0	340.0
440375	22.0	10.0
1180	30.0	1.0
1179	0.0	0.0
1178	0.0	0.0
283089	3.0	1.0
85495	0.0	0.0
85480	410.0	41.0
283080	1.0	0.0
1198	3746.0	2244.0
1197	2.0	1.0
1196	1867.0	911.0
1195	4789.0	2862.0
440366	0.0	0.0
1193	292.0	191.0
1192	21308.0	13450.0
1191	106751.0	8278.0
1188	80.0	8.0
283078	2562.0	290.0
85486	6.0	6.0
128615	0.0	0.0
85481	0.0	0.0
128611	26.0	5.0
440396	49.0	29.0
128609	0.0	0.0
128602	51.0	5.0
440387	1.0	3.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	3.0	4.0
126014	82.0	35.0
440335	904.0	10051.0
100128690	0.0	0.0
114034	740.0	345.0
126006	59.0	31.0
114036	10.0	5.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	122.0	69.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	5.0	0.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	144.0	103.0
440356	16.0	2.0
440354	37.0	7.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	13.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	212.0	456.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	57.0	27.0
200734	2085.0	1585.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	18.0	0.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4131.0	2738.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	7.0	1.0
165530	23.0	12.0
85409	211.0	51.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	2.0	38.0
106481383	1.0	0.0
85417	6.0	36.0
106481384	0.0	0.0
103106903	0.0	2.0
85414	98950.0	139962.0
106481389	0.0	0.0
85415	5732.0	2594.0
106481387	0.0	0.0
85413	11.0	0.0
106481388	0.0	0.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	22.0	1.0
106481380	0.0	0.0
11	0.0	0.0
403341	445.0	391.0
12	126.0	95.0
13	0.0	0.0
14	9847.0	6138.0
15	5.0	6.0
16	10225.0	3392.0
645455	1.0	0.0
18	4186.0	3326.0
19	574.0	272.0
128580	9.0	1.0
85407	707.0	115.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1036.0	467.0
106481395	0.0	0.0
85403	2193.0	1347.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	2.0	0.0
106481393	0.0	0.0
20	3800.0	2812.0
106481390	0.0	0.0
21	1961.0	3256.0
106481391	0.0	0.0
22	723.0	255.0
153571	306.0	621.0
153572	512.0	516.0
23	4430.0	2191.0
24	42.0	19.0
25	8428.0	4324.0
26	3141.0	18.0
27	1316.0	1384.0
28	454.0	72.0
29	5857.0	2660.0
153579	122.0	230.0
728615	0.0	1.0
728614	0.0	0.0
200765	186.0	142.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	26.0	30.0
102466518	0.0	0.0
102466516	0.0	1.0
102466515	0.0	0.0
106481363	1.0	0.0
106481364	0.0	0.0
85438	39.0	0.0
106481361	0.0	0.0
85439	726.0	144.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3363.0	1996.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	137.0	80.0
106481366	0.0	0.0
30	7535.0	4316.0
106481360	0.0	0.0
31	6662.0	11001.0
32	1969.0	300.0
33	926.0	1384.0
34	1711.0	1042.0
35	1577.0	394.0
153562	1221.0	1420.0
36	4867.0	5362.0
37	20399.0	10003.0
38	2623.0	1681.0
440307	10.0	16.0
39	2667.0	1309.0
165545	2.0	10.0
106481369	0.0	0.0
728606	55.0	406.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	14.0	2.0
106481370	0.0	0.0
41	607.0	194.0
106481371	0.0	0.0
43	342.0	92.0
645486	0.0	0.0
47	11185.0	11109.0
48	3937.0	1330.0
49	7.0	3.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	4.0	2.0
106481340	0.0	0.0
85458	3086.0	481.0
106481345	0.0	0.0
85459	341.0	305.0
106481346	0.0	0.0
85456	13361.0	8639.0
442910	0.0	0.0
106481343	0.0	0.0
85457	3274.0	981.0
442911	0.0	0.0
