id	af3e7155-9f1b-4c80-b397-3724dfc25d62	d903e92f-677f-4292-b2f7-66e0fcea767f
100873906	0.0	0.0
100873901	0.0	2.0
100128285	57.0	53.0
100873900	0.0	1.0
645024	0.0	1.0
100775107	14.0	16.0
10270	1777.0	1913.0
645027	24.0	12.0
10273	2557.0	2227.0
100775104	10.0	17.0
10272	769.0	1179.0
100008586	0.0	0.0
116149	31.0	36.0
100873938	0.0	0.0
100873937	0.0	4.0
116154	0.0	12.0
100873935	2.0	1.0
116159	1349.0	1018.0
100873939	0.0	2.0
100873930	7.0	18.0
10274	1520.0	1616.0
10277	3184.0	3811.0
10276	2552.0	8853.0
10279	852.0	877.0
100873934	0.0	0.0
10278	2282.0	2711.0
100873933	0.0	0.0
116151	6876.0	7854.0
100873932	1.0	3.0
116150	1600.0	1607.0
100128275	1.0	0.0
10280	3860.0	3446.0
10282	1560.0	1114.0
10281	0.0	1.0
10284	4919.0	6453.0
647696	0.0	0.0
10283	987.0	1065.0
116138	5011.0	4953.0
645030	0.0	0.0
1602	510.0	1379.0
1601	1768.0	2312.0
100873926	0.0	0.0
1600	1353.0	354.0
100128260	0.0	2.0
116143	48.0	69.0
100873924	8.0	2.0
100873929	0.0	1.0
100873928	0.0	0.0
10286	1307.0	1347.0
10285	1091.0	1167.0
1609	841.0	958.0
100128266	1.0	17.0
1608	98.0	77.0
10288	67.0	169.0
1607	7.0	13.0
10287	245.0	455.0
1606	802.0	1855.0
100873923	7.0	8.0
10289	1811.0	1582.0
1605	9352.0	7256.0
100128262	9.0	237.0
100873922	5.0	0.0
1604	1767.0	1318.0
100873921	0.0	0.0
1603	8046.0	5353.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	3.0	0.0
319133	19.0	32.0
319134	2.0	5.0
100287635	0.0	4.0
319130	2.0	4.0
319139	0.0	0.0
319135	1.0	7.0
100287630	0.0	0.0
319136	0.0	0.0
552891	1.0	0.0
319138	2.0	12.0
1613	3700.0	3065.0
200350	2.0	5.0
1612	2335.0	1360.0
1611	13511.0	9300.0
165140	199.0	281.0
1610	6.0	20.0
552889	7617.0	7580.0
1618	0.0	1.0
1617	0.0	0.0
1616	2793.0	2853.0
1615	3267.0	4334.0
319142	0.0	1.0
319143	3.0	1.0
319144	0.0	7.0
319145	0.0	2.0
100287625	0.0	0.0
1624	0.0	5.0
1623	0.0	0.0
1622	9185.0	9675.0
1621	41.0	40.0
1620	396.0	120.0
1629	2288.0	2426.0
552879	0.0	1.0
1628	849.0	699.0
1627	4696.0	3016.0
319111	2.0	1.0
128178	866.0	433.0
319112	0.0	3.0
100287616	466.0	505.0
393046	0.0	0.0
319117	1.0	1.0
319118	0.0	0.0
319114	4.0	6.0
1635	3108.0	4128.0
200373	91.0	38.0
1634	12033.0	11981.0
1633	471.0	994.0
1632	3065.0	3314.0
552860	29.0	2.0
1630	310.0	17.0
1639	8696.0	6179.0
1638	49.0	18.0
1636	7396.0	1658.0
319122	1.0	0.0
319123	0.0	4.0
100287603	0.0	1.0
319128	2.0	7.0
319129	2.0	8.0
1646	328.0	87.0
1645	341.0	111.0
1644	4.0	101.0
1643	1157.0	1467.0
85824	5.0	14.0
1642	20819.0	14587.0
1641	15.0	3.0
552859	0.0	0.0
1649	607.0	945.0
1647	1992.0	1172.0
346711	0.0	1.0
100631381	0.0	2.0
100631382	0.0	0.0
100631383	2.0	4.0
1660	8135.0	7929.0
1657	2247.0	8478.0
1656	7426.0	7709.0
1655	18889.0	29186.0
1654	10918.0	11213.0
1653	4234.0	4379.0
1652	1542.0	2572.0
346708	0.0	0.0
1650	14360.0	12265.0
346702	5.0	10.0
1659	2468.0	2283.0
319100	0.0	2.0
319101	1.0	1.0
1671	0.0	0.0
1670	0.0	1.0
319103	0.0	1.0
1668	0.0	0.0
1667	0.0	0.0
1666	1471.0	3112.0
1665	3511.0	4641.0
1663	832.0	1429.0
1662	967.0	1170.0
1661	5.0	2.0
1669	0.0	0.0
1678	183.0	275.0
1677	213.0	375.0
1676	3267.0	3057.0
1675	224.0	680.0
1674	425782.0	80093.0
1673	0.0	0.0
1672	305.0	539.0
153129	285.0	408.0
1690	3349.0	761.0
165100	2.0	2.0
1687	1645.0	426.0
85865	736.0	1030.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	6.0	2.0
10415	0.0	4.0
10417	651.0	52186.0
493861	285.0	116.0
493860	3.0	21.0
100287591	0.0	0.0
10419	2330.0	2121.0
10418	1696.0	1673.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	1.0
493869	1274.0	679.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	12.0	39.0
10411	2465.0	1042.0
10410	12856.0	13502.0
100873559	0.0	0.0
10413	12775.0	7716.0
100873558	0.0	0.0
10412	3198.0	3931.0
100873557	0.0	4.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1131.0	1231.0
442266	5.0	2.0
10425	3396.0	3103.0
442267	1.0	2.0
10428	1894.0	2517.0
10427	2479.0	2521.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	440.0	2371.0
100873543	1.0	1.0
100873542	0.0	0.0
10422	2269.0	1647.0
493856	1100.0	1463.0
100873549	0.0	0.0
10421	4680.0	3218.0
100873548	0.0	0.0
100131726	48.0	18.0
10424	6979.0	4267.0
100873547	0.0	2.0
10423	6519.0	6344.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	1.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	12.0	17.0
100873576	0.0	45.0
100873575	0.0	0.0
100873579	1.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	14.0	60.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	1.0
442291	0.0	0.0
100287567	0.0	1.0
10404	2853.0	2766.0
10403	877.0	108.0
10406	13056.0	3000.0
10408	0.0	3.0
10407	0.0	1.0
100131740	1.0	6.0
10409	3483.0	8313.0
100873567	0.0	2.0
100131743	7.0	7.0
100873566	0.0	1.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1668.0	1179.0
10402	57.0	338.0
100873569	0.0	0.0
10401	1862.0	1836.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	1.0	1.0
100873590	0.0	0.0
100873596	0.0	1.0
100873595	0.0	0.0
493829	3.0	23.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	1.0	88.0
442240	3.0	10.0
442242	0.0	0.0
100287551	8.0	11.0
442233	0.0	0.0
442234	0.0	2.0
442236	0.0	0.0
442237	0.0	3.0
442239	0.0	2.0
100131755	2111.0	1138.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	5.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	1.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	8.0	5.0
442232	0.0	1.0
100131760	0.0	1.0
442227	0.0	1.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	1.0
493812	935.0	663.0
442260	0.0	1.0
442262	0.0	2.0
442255	0.0	1.0
442256	0.0	5.0
442257	0.0	2.0
442258	0.0	1.0
100131775	0.0	0.0
100131777	0.0	3.0
100287528	0.0	0.0
442252	1.0	0.0
100287520	0.0	8.0
442253	0.0	4.0
442245	1.0	0.0
442247	0.0	5.0
442249	1.0	3.0
100131784	0.0	0.0
100131789	0.0	1.0
647589	0.0	9.0
10491	16683.0	10465.0
100128139	1.0	10.0
10490	3386.0	3904.0
10493	5987.0	7681.0
10492	5888.0	7931.0
10495	929.0	822.0
100128135	0.0	0.0
10494	4583.0	5174.0
10497	8090.0	6141.0
100128136	0.0	4.0
10499	3242.0	4529.0
128506	0.0	0.0
10498	2318.0	2091.0
100128132	0.0	1.0
100128127	0.0	0.0
128500	1.0	5.0
116512	12.0	11.0
116519	1.0	3.0
105419997	5.0	3.0
100128126	16.0	10.0
100861506	0.0	0.0
10471	893.0	1460.0
100861507	0.0	0.0
100128119	0.0	1.0
100128118	0.0	0.0
100861504	0.0	5.0
444882	0.0	3.0
442221	0.0	2.0
442211	16.0	12.0
442213	239.0	40.0
442215	0.0	5.0
442216	1.0	1.0
116511	3.0	9.0
442217	0.0	1.0
442218	0.0	1.0
10473	2446.0	2456.0
10472	1605.0	1331.0
100533177	1.0	0.0
10475	1947.0	1963.0
100533178	0.0	5.0
100128115	0.0	13.0
10474	5592.0	6866.0
100533179	6.0	2.0
10477	1388.0	2044.0
10476	4299.0	5998.0
10479	911.0	640.0
10478	706.0	1394.0
100128110	0.0	4.0
100128109	0.0	5.0
10480	4869.0	6322.0
100861516	1.0	2.0
100861517	10.0	15.0
10482	4635.0	6291.0
100861518	1.0	2.0
10481	28.0	28566.0
100861519	69.0	24.0
100861513	1.0	3.0
100861514	0.0	2.0
102466806	0.0	0.0
100861515	37.0	25.0
100861510	0.0	6.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	47.0	74.0
442204	0.0	8.0
442205	0.0	8.0
10484	5927.0	2343.0
100128102	0.0	2.0
10483	5895.0	4426.0
10486	2362.0	1313.0
10485	6.0	9.0
100128103	0.0	0.0
10488	4204.0	3763.0
10487	12314.0	10512.0
100533184	0.0	23.0
10489	6773.0	6037.0
128553	2707.0	987.0
100861523	1.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	882.0	1241.0
10458	3158.0	7166.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	825.0	745.0
100873512	0.0	0.0
10450	2117.0	2118.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1962.0	2532.0
10455	2003.0	3024.0
100873516	0.0	0.0
10454	2148.0	2391.0
100873515	0.0	1.0
10457	3231.0	6130.0
100873514	0.0	0.0
10456	3435.0	3414.0
100873513	0.0	0.0
346389	814.0	584.0
10460	667.0	319.0
100861530	3.0	2.0
100873509	0.0	0.0
10469	2045.0	1886.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	122.0	383.0
100873501	0.0	1.0
10461	1676.0	1209.0
100873500	0.0	2.0
10464	799.0	1155.0
10463	2947.0	4617.0
10466	1825.0	2618.0
100873505	0.0	1.0
10465	495.0	991.0
100873504	0.0	1.0
10468	306.0	501.0
100873503	0.0	0.0
10467	3545.0	3612.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	3.0	17.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	2.0
100861548	561.0	451.0
100861541	73.0	87.0
100861542	0.0	4.0
100861543	0.0	2.0
100861544	0.0	0.0
10437	8.0	52.0
10436	677.0	911.0
10439	948.0	1401.0
10438	444.0	752.0
100873539	0.0	1.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2853.0	3329.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	4.0
10432	1986.0	2366.0
10435	538.0	452.0
100873536	19.0	24.0
10434	1009.0	3126.0
100873535	0.0	2.0
116535	5963.0	2536.0
100861556	0.0	0.0
116534	7.0	7.0
100861552	0.0	1.0
100861553	0.0	0.0
100861554	0.0	3.0
100861555	29.0	10.0
10447	1067.0	1179.0
100873529	0.0	0.0
116540	137.0	120.0
100861550	0.0	0.0
10449	2532.0	862.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1351.0	2067.0
10440	1664.0	1489.0
100873523	0.0	1.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	6284.0	5591.0
100873527	0.0	1.0
100873526	0.0	0.0
10443	3236.0	4962.0
10446	278.0	182.0
100873525	0.0	0.0
10445	2480.0	2660.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	11312.0	5122.0
100533111	3.0	12.0
102466866	0.0	0.0
102466865	0.0	1.0
102466864	0.0	0.0
128467	1.0	1.0
647507	0.0	1.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	1.0
102466878	1.0	3.0
100128191	23.0	71.0
100128190	0.0	2.0
100533107	78.0	109.0
153443	419.0	522.0
100533105	3.0	7.0
647532	0.0	2.0
100533106	23.0	21.0
102466889	1.0	5.0
116461	844.0	1098.0
100128181	0.0	0.0
100128183	2.0	1.0
102466880	0.0	0.0
128439	413.0	863.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	3659.0	728.0
100128177	0.0	1.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	972.0	1012.0
128497	37.0	34.0
647569	0.0	0.0
10392	402.0	362.0
10391	531.0	172.0
10394	0.0	0.0
10393	291.0	441.0
10396	2496.0	4214.0
10395	701.0	838.0
1719	332.0	298.0
10398	234598.0	57131.0
1718	5175.0	39047.0
100128159	0.0	3.0
10397	12378.0	92548.0
1717	1446.0	2828.0
1716	1396.0	1591.0
10399	37825.0	80083.0
128486	914.0	1162.0
128488	242.0	41.0
128481	1.0	2.0
100508120	252.0	327.0
1723	436.0	711.0
100128140	5.0	11.0
100689073	0.0	0.0
100689074	0.0	2.0
100128145	0.0	6.0
1729	4601.0	4670.0
1728	2112.0	933.0
1727	36132.0	15238.0
1725	2178.0	3642.0
100287512	2.0	3.0
100287513	0.0	0.0
1734	9950.0	3795.0
1733	2.0	12.0
1731	385.0	591.0
1730	2739.0	1482.0
1739	2964.0	3358.0
1738	4331.0	3209.0
1737	2052.0	1500.0
1736	1743.0	3336.0
1735	325.0	53.0
100287505	0.0	0.0
751580	65.0	124.0
100287502	0.0	0.0
202658	1.0	3.0
1745	6.0	1337.0
1743	5408.0	4180.0
1742	1779.0	801.0
1741	2260.0	2320.0
1740	1051.0	458.0
1749	134.0	81.0
1748	20.0	5.0
1747	111.0	105.0
1746	1.0	33.0
200008	0.0	4.0
200010	65.0	71.0
1756	10708.0	1960.0
1755	2.0	16.0
1750	62.0	64.0
1759	282.0	561.0
1758	0.0	1.0
1757	252.0	1338.0
1770	240.0	83.0
200014	1677.0	1954.0
1767	48.0	734.0
1763	49.0	241.0
1762	1812.0	1397.0
1761	1.0	14.0
1760	7769.0	2243.0
1769	7.0	155.0
1768	62.0	44.0
153478	39.0	376.0
1781	3505.0	3481.0
1780	655.0	293.0
200025	2.0	2.0
1778	23416.0	21863.0
1777	2718.0	3565.0
1776	58.0	106.0
1775	9.0	37.0
1774	669.0	973.0
1773	420.0	1455.0
200030	350.0	388.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	1.0
1791	1.0	1.0
442195	2.0	4.0
200035	144.0	89.0
442197	1.0	474.0
1789	106.0	168.0
442189	0.0	0.0
1788	1681.0	1691.0
1787	192.0	309.0
1786	1643.0	1984.0
1785	12360.0	6848.0
1783	5021.0	4766.0
1798	2423.0	2483.0
1797	704.0	879.0
1796	443.0	372.0
1795	732.0	148.0
1794	279.0	799.0
1793	4714.0	4264.0
101180976	0.0	1.0
493753	1234.0	1646.0
550112	364.0	499.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	3.0
503635	0.0	0.0
503638	0.0	42.0
503637	0.0	0.0
10536	3340.0	2081.0
503643	0.0	0.0
10535	361.0	545.0
100287472	0.0	1.0
10538	345.0	157.0
503645	4.0	7.0
10537	5.0	454.0
100287470	0.0	0.0
10539	1301.0	1325.0
503641	0.0	0.0
503640	3.0	8.0
100873677	0.0	1.0
100873676	1.0	2.0
100873675	0.0	1.0
100873674	0.0	0.0
10531	3575.0	4245.0
493987	2.0	5.0
10534	863.0	1227.0
100873679	0.0	0.0
10533	1012.0	1297.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	3.0
503627	0.0	2.0
100287463	0.0	2.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	0.0	3.0
10549	3472.0	4641.0
503634	0.0	0.0
10548	643.0	485.0
503633	0.0	0.0
503630	0.0	2.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4419.0	4070.0
10541	4474.0	6251.0
100873664	0.0	0.0
10540	5343.0	4826.0
100873663	0.0	0.0
10542	1803.0	2156.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	822.0	915.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	0.0	7.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	1.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2574.0	3857.0
10513	2520.0	3394.0
10516	3939.0	3003.0
10518	365.0	531.0
10517	7.0	13.0
10519	3982.0	6942.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	1.0	0.0
100873696	0.0	1.0
100131614	71.0	202.0
100131616	0.0	0.0
10512	6820.0	7516.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	0.0
100873683	0.0	0.0
100873682	0.0	2.0
100873681	0.0	0.0
503647	0.0	1.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	1.0
10525	11545.0	9700.0
58503	15.0	2.0
10524	2115.0	2095.0
58505	2782.0	3784.0
10527	7328.0	6009.0
58504	310.0	289.0
10526	3379.0	2892.0
10529	4030.0	3708.0
10528	3305.0	4156.0
58500	563.0	695.0
100873688	0.0	1.0
100873687	0.0	0.0
100131623	9.0	6.0
100131624	0.0	2.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	17756.0	27693.0
10520	659.0	624.0
58506	4904.0	5147.0
10523	2410.0	2939.0
58509	1137.0	1291.0
58508	6022.0	4661.0
10522	1273.0	1849.0
100033398	0.0	5.0
100131629	0.0	0.0
100873689	0.0	1.0
442361	0.0	0.0
58513	2186.0	1884.0
58516	2886.0	3056.0
58510	0.0	11.0
58512	19.0	35.0
58511	5.0	46.0
58517	3692.0	4882.0
105371564	0.0	3.0
100131638	0.0	2.0
58525	4162.0	3903.0
58524	1.0	0.0
10505	381.0	402.0
58527	401.0	657.0
58526	3279.0	2070.0
10507	1380.0	2577.0
100131641	0.0	1.0
10509	3930.0	5131.0
58529	98.0	45.0
58528	890.0	2013.0
10501	288.0	567.0
10500	372.0	576.0
58530	59.0	8.0
442384	0.0	4.0
58538	0.0	9.0
58531	0.0	0.0
58533	2054.0	2238.0
100131656	0.0	0.0
100287404	0.0	0.0
100131661	0.0	0.0
503694	0.0	0.0
503693	98.0	105.0
493913	0.0	0.0
493911	124.0	285.0
751599	1.0	3.0
285033	214.0	200.0
100128017	0.0	0.0
442320	1.0	0.0
116412	151.0	256.0
442317	0.0	0.0
442318	0.0	0.0
442319	43.0	34.0
493901	1.0	1.0
100128015	0.0	1.0
100128010	17.0	27.0
493900	61.0	131.0
100128012	8.0	2.0
100128011	1.0	0.0
285045	2.0	3.0
442304	0.0	3.0
442308	1.0	2.0
285051	5.0	6.0
10590	41.0	83.0
10592	1041.0	769.0
10591	1139.0	2057.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	20468.0	19218.0
100873611	0.0	0.0
10595	42.0	70.0
10598	4343.0	5116.0
100873615	0.0	0.0
100873614	0.0	1.0
100873613	0.0	0.0
10599	0.0	1.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	1.0
100873606	0.0	0.0
100873605	0.0	1.0
442325	15.0	19.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	3.0
100873603	0.0	0.0
100873602	0.0	1.0
100873601	0.0	0.0
128434	4288.0	774.0
10570	38.0	66.0
116447	982.0	2465.0
116449	9.0	55.0
116448	5.0	2.0
10579	4310.0	5378.0
100873639	0.0	0.0
100873638	4.0	9.0
10572	2546.0	2725.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	8672.0	9166.0
100873631	0.0	0.0
10573	2108.0	2780.0
100873630	0.0	0.0
10576	3492.0	4905.0
100873637	0.0	1.0
10575	4888.0	5032.0
100873636	0.0	0.0
10578	95.0	101.0
100873635	0.0	2.0
10577	9936.0	11503.0
100873634	0.0	1.0
10581	3084.0	4091.0
10580	32845.0	10134.0
116437	3.0	1.0
100873629	0.0	0.0
116441	447.0	417.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	984.0	399.0
116442	159.0	219.0
116444	7.0	14.0
128414	6.0	4.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2074.0	2045.0
100873620	0.0	0.0
10584	17.0	0.0
10587	1099.0	3511.0
100873626	0.0	2.0
10586	210.0	7.0
100873625	0.0	0.0
10589	2898.0	4060.0
100873624	0.0	0.0
10588	135.0	378.0
100873623	0.0	0.0
100873651	0.0	1.0
100873650	0.0	0.0
285016	8.0	14.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	2.0
10558	2176.0	2500.0
10557	363.0	484.0
10559	386.0	1527.0
10550	7668.0	10611.0
100873655	0.0	1.0
100873654	0.0	0.0
10552	4836.0	4654.0
100873653	0.0	0.0
10551	14860.0	13625.0
100873652	0.0	0.0
10554	4625.0	3199.0
100873659	0.0	0.0
10553	1130.0	1409.0
128408	1.0	0.0
100873658	0.0	0.0
10556	747.0	990.0
100873657	0.0	0.0
10555	2300.0	1953.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	5.0	2.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	18.0	55.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	0.0	2.0
10569	2643.0	2581.0
100287482	26.0	111.0
100287483	0.0	2.0
10568	6520.0	176.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	291.0	400.0
100873644	0.0	0.0
10560	259.0	1285.0
100873643	0.0	0.0
10563	75.0	38.0
100873642	0.0	0.0
10562	9.0	2968.0
100873641	0.0	0.0
10565	3529.0	3991.0
100873648	0.0	0.0
10564	4204.0	4020.0
100873647	0.0	0.0
10567	5282.0	4475.0
100873646	0.0	0.0
10566	47.0	86.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	1.0	5.0
116369	5.0	12.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	4.0
116372	8.0	37.0
574036	122.0	231.0
574038	0.0	0.0
83479	578.0	817.0
116379	1.0	8.0
100128092	1.0	3.0
83478	593.0	372.0
83473	194.0	119.0
83475	543.0	639.0
100128098	0.0	34.0
102466745	0.0	0.0
102466744	0.0	1.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	454.0	801.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	144.0	323.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	377.0	379.0
100128083	0.0	0.0
83468	622.0	561.0
100128081	69.0	20.0
83461	48.0	92.0
128338	1337.0	1822.0
83464	1043.0	1540.0
83463	123.0	251.0
83460	80.0	146.0
100189028	9.0	4.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	1.0
102466750	0.0	1.0
153339	2998.0	3342.0
116349	141.0	380.0
102466759	0.0	0.0
102466758	1.0	0.0
102466757	0.0	0.0
100128071	130.0	175.0
346562	0.0	1.0
647415	0.0	0.0
128322	0.0	1.0
1809	26876.0	10478.0
116337	0.0	4.0
153328	4.0	11.0
1800	26.0	25.0
100128061	0.0	1.0
100128060	15.0	46.0
100128062	0.0	0.0
1808	2533.0	2438.0
83483	4889.0	6395.0
1807	2.0	235.0
1806	1254.0	1664.0
1805	616.0	360.0
83480	326.0	617.0
1804	1446.0	32.0
1803	8475.0	15271.0
1802	725.0	969.0
83482	2.0	7.0
1801	1056.0	1840.0
83481	1310.0	904.0
131965	436.0	551.0
1811	29818.0	95.0
1810	2324.0	2785.0
143941	20.0	32.0
1819	1305.0	1545.0
1818	0.0	0.0
1817	0.0	5.0
1816	0.0	3.0
1815	32.0	24.0
100128054	6.0	1.0
1814	0.0	0.0
285084	2.0	1.0
1813	79.0	19.0
1812	55.0	282.0
100128055	2.0	5.0
647436	9.0	10.0
128387	445.0	571.0
131973	0.0	5.0
1822	18216.0	12250.0
1821	127.0	294.0
1820	248.0	481.0
100128041	0.0	3.0
1829	1321.0	6422.0
1828	0.0	11.0
1827	844.0	1011.0
285093	1.0	9.0
1826	14.0	6.0
100128043	0.0	2.0
1825	225.0	2543.0
100128042	0.0	0.0
1824	109.0	2280.0
1823	0.0	9.0
100128044	0.0	0.0
407977	0.0	3.0
407975	12.0	54.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	1.0	2.0
1832	6986.0	21450.0
1831	5256.0	11332.0
1830	0.0	150.0
574016	2.0	8.0
100128036	1.0	0.0
1839	403.0	1027.0
1838	1725.0	1819.0
346528	0.0	1.0
1837	2527.0	596.0
1836	9321.0	6701.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	1.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	5.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	9195.0	1681.0
1843	41162.0	59915.0
1842	755.0	818.0
1841	604.0	850.0
1840	218.0	198.0
574028	0.0	3.0
574029	4.0	11.0
100128025	32.0	32.0
1849	1193.0	1227.0
346517	0.0	1.0
1848	1685.0	2299.0
1847	1218.0	1415.0
100128020	0.0	0.0
1846	9440.0	887.0
100128023	0.0	0.0
1845	10565.0	4139.0
153396	586.0	1005.0
1855	3326.0	4258.0
1854	1410.0	2401.0
100131671	2.0	2.0
1852	106.0	23.0
1850	330.0	335.0
100131678	0.0	2.0
1859	3646.0	4317.0
1857	6740.0	4611.0
1856	2124.0	2419.0
724068	0.0	0.0
724067	0.0	0.0
202781	409.0	795.0
1861	2059.0	2550.0
100131688	0.0	0.0
1869	122.0	111.0
724094	0.0	0.0
1880	215.0	756.0
1877	1304.0	1995.0
100131691	102.0	113.0
1876	377.0	523.0
1875	216.0	547.0
83417	0.0	2.0
100131693	9.0	10.0
100327036	0.0	1.0
83416	1.0	8.0
200132	35.0	32.0
1874	2950.0	2762.0
1872	0.0	0.0
1871	321.0	556.0
1870	2.0	33.0
1879	542.0	494.0
724087	9.0	5.0
1891	7521.0	7360.0
1890	432.0	1696.0
83401	6.0	11.0
1889	4642.0	15986.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	1.0
724030	0.0	0.0
58473	457.0	1338.0
58472	1049.0	2175.0
200149	0.0	4.0
58475	195.0	684.0
724038	0.0	1.0
83439	3004.0	1404.0
1896	414.0	409.0
58477	4729.0	4239.0
58476	4684.0	2682.0
1894	234.0	362.0
1893	617.0	421.0
1892	16158.0	6953.0
58478	1142.0	2666.0
200150	435.0	70.0
724022	0.0	0.0
58484	32.0	76.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1076.0	836.0
724024	0.0	1.0
58486	1396.0	2101.0
58485	2559.0	3045.0
724023	0.0	0.0
58480	3141.0	4971.0
