id	46551ef6-d1de-43c3-8ea5-5ade8a5bffd7	d7f93268-df1e-4e93-9592-ac24335b9031
126129	273.0	95.0
126123	9.0	8.0
442862	0.0	0.0
126119	965.0	764.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	1.0
442896	0.0	0.0
114132	9.0	7.0
442897	0.0	0.0
442898	8.0	0.0
114134	367.0	487.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	1.0
100128788	62.0	138.0
100128787	0.0	0.0
440225	0.0	0.0
440224	2.0	10.0
442890	0.0	0.0
442891	0.0	0.0
442892	2.0	0.0
128756	0.0	0.0
100128782	321.0	308.0
100128781	1.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	2.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	4.0	10.0
102466616	0.0	0.0
126052	1.0	0.0
151009	37.0	39.0
403227	0.0	1.0
403228	0.0	0.0
138046	101.0	17.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	1.0
645572	0.0	0.0
645571	30.0	31.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	1182.0	2745.0
107131122	1.0	1.0
138050	4497.0	7112.0
403219	0.0	0.0
151011	3668.0	3131.0
645587	2.0	3.0
165679	488.0	558.0
126037	86.0	33.0
114049	3384.0	3960.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1150.0	510.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1300.0	1616.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	130.0	186.0
100033820	0.0	0.0
106481480	0.0	1.0
106481481	0.0	0.0
138065	47.0	5.0
645598	0.0	0.0
163007	2.0	0.0
114038	2.0	0.0
645591	0.0	0.0
106481495	1.0	0.0
114041	51.0	2.0
106481496	0.0	0.0
114042	7.0	2.0
106481493	0.0	0.0
114043	7.0	6.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	143.0	254.0
126017	558.0	1907.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	501.0	303.0
85301	1667.0	1840.0
106481491	0.0	1.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	1.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	920.0	4571.0
106481459	0.0	0.0
26994	6820.0	7404.0
106481457	3.0	3.0
26995	1587.0	2772.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1521.0	2004.0
403273	0.0	0.0
102466658	2.0	4.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	0.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2244.0	2842.0
106481467	0.0	0.0
106481464	1.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	15.0	2.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	335.0	34.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	830.0	800.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	3.0
106481437	0.0	0.0
26974	179.0	264.0
153657	30.0	47.0
106481438	0.0	0.0
106481435	0.0	4.0
26973	834.0	1539.0
165631	32.0	24.0
106481436	0.0	0.0
26978	12.0	14.0
126075	1138.0	2402.0
106481439	0.0	0.0
403250	0.0	0.0
126074	168.0	318.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2041.0	2677.0
106481444	7.0	2.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1278.0	1422.0
85354	0.0	0.0
85352	2420.0	1085.0
403241	0.0	0.0
344462	2.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	552.0	710.0
153643	5.0	6.0
403247	0.0	0.0
403248	0.0	0.0
26985	2626.0	4488.0
106481448	0.0	0.0
26986	48435.0	60594.0
126069	104.0	183.0
106481449	0.0	0.0
126068	404.0	499.0
106481446	0.0	0.0
26983	0.0	0.0
26984	599.0	853.0
106481447	0.0	0.0
106481451	1.0	2.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	225.0	33.0
106481455	0.0	0.0
85349	52.0	40.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	1.0
85347	0.0	0.0
26980	1.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	8.0	3.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	3.0	5.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	3.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	1.0
106481415	0.0	0.0
106481416	2.0	0.0
106481413	0.0	0.0
106481414	1.0	0.0
63901	1762.0	4396.0
100873390	0.0	0.0
728556	43.0	66.0
106481419	1.0	0.0
100128817	0.0	1.0
728558	75.0	73.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	229.0	343.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	12.0	56.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	88.0	89.0
100873384	0.0	0.0
285601	44.0	47.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	1.0	1.0
63910	69.0	70.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	291.0	611.0
222008	166.0	286.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	4293.0	4058.0
63904	0.0	0.0
106481430	1.0	0.0
163071	6.0	5.0
63906	714.0	786.0
106481433	0.0	0.0
63908	1311.0	589.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	3.0
285613	93.0	228.0
63920	269.0	462.0
63923	7.0	46.0
63922	574.0	666.0
728577	55.0	19.0
63925	1274.0	2004.0
63924	307.0	17.0
63916	2638.0	5516.0
63917	3197.0	6622.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	0.0	2.0
728564	0.0	4.0
285622	5.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1177.0	1217.0
106481402	0.0	0.0
63931	1400.0	2165.0
106481403	0.0	0.0
63934	356.0	350.0
728567	3.0	1.0
106481408	0.0	0.0
163088	4.0	10.0
63933	1429.0	1927.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3109.0	2866.0
163087	457.0	561.0
728568	245.0	428.0
106481407	8.0	14.0
3704	1353.0	1893.0
3705	8093.0	7633.0
63926	323.0	795.0
3706	65.0	30.0
63929	652.0	965.0
3707	10428.0	8069.0
63928	454.0	123.0
3708	8415.0	6502.0
106481411	0.0	0.0
3709	1382.0	2433.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	24.0	10.0
3702	71.0	57.0
3703	6478.0	16391.0
645506	1.0	0.0
151050	928.0	1287.0
645520	0.0	0.0
63941	2466.0	7265.0
63940	478.0	362.0
63943	237.0	240.0
728517	0.0	0.0
163033	658.0	742.0
258010	1735.0	3997.0
63947	0.0	0.0
63946	0.0	2.0
728513	0.0	0.0
100033803	0.0	0.0
3716	7368.0	6026.0
100033804	0.0	0.0
3717	934.0	736.0
100033805	0.0	0.0
3718	196.0	195.0
63939	662.0	985.0
100033806	0.0	0.0
100190799	4.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	123.0	156.0
3710	1844.0	4702.0
3712	7226.0	12740.0
3713	21.0	1.0
3714	2209.0	2271.0
63950	3.0	2.0
728505	1.0	0.0
63951	225.0	583.0
100033807	0.0	0.0
728501	34.0	14.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	43516.0	4187.0
100033814	0.0	0.0
3727	17794.0	7824.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	2.0
3728	13141.0	20863.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	895.0	1541.0
151056	360.0	241.0
3725	47706.0	12753.0
645528	1.0	0.0
728532	22.0	23.0
163059	257.0	373.0
728538	0.0	0.0
728537	93.0	87.0
63967	12.0	47.0
3737	19.0	13.0
3738	16.0	8.0
3739	12.0	3.0
645538	0.0	0.0
3730	273.0	1276.0
3732	5246.0	2919.0
3734	22.0	50.0
3735	5518.0	7075.0
3736	26.0	0.0
63970	326.0	112.0
3750	342.0	107.0
63971	5150.0	6148.0
63974	0.0	0.0
163049	1494.0	1823.0
63973	0.0	0.0
63976	160.0	56.0
222068	5538.0	10395.0
63978	0.0	0.0
63977	392.0	578.0
63979	326.0	435.0
728524	0.0	0.0
3748	198.0	333.0
163051	24.0	45.0
3749	756.0	455.0
163050	53.0	71.0
3741	160.0	24.0
645548	3.0	6.0
3743	1.0	0.0
3744	0.0	0.0
3745	1045.0	390.0
3746	43.0	40.0
3747	477.0	734.0
285671	801.0	791.0
285672	1044.0	1262.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	1118.0	72.0
285676	115.0	102.0
3761	0.0	2.0
100128657	0.0	0.0
285679	2.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	98.0	166.0
283008	2.0	10.0
3751	38.0	2.0
100873435	0.0	0.0
3752	1984.0	3452.0
100873434	0.0	0.0
3753	4.0	3.0
100873433	0.0	0.0
3754	67.0	6.0
100873432	0.0	0.0
3755	1105.0	669.0
100873439	0.0	0.0
3756	25.0	9.0
100873438	0.0	0.0
3757	2772.0	1534.0
100873437	0.0	0.0
3758	6.0	1.0
100873436	0.0	0.0
100873420	0.0	1.0
3770	73.0	68.0
3772	775.0	105.0
100861458	0.0	1.0
100861453	7.0	8.0
100861455	0.0	0.0
1107	15158.0	24067.0
1106	5148.0	7428.0
1105	1434.0	1817.0
1104	691.0	1396.0
100873429	0.0	0.0
1103	9.0	28.0
1102	1276.0	1490.0
1101	146.0	74.0
3762	433.0	290.0
100873424	0.0	0.0
3763	11.0	142.0
100128640	209.0	197.0
100873423	0.0	0.0
3764	1045.0	522.0
100873422	1.0	0.0
3765	51.0	3.0
100873421	0.0	1.0
3766	84.0	25.0
100873428	0.0	0.0
3767	264.0	715.0
100873427	0.0	0.0
3768	148.0	66.0
1109	0.0	0.0
100873426	0.0	1.0
1108	10361.0	9120.0
3769	16.0	0.0
100873425	0.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	31.0	24.0
100873453	0.0	0.0
3781	1055.0	3076.0
100873452	0.0	1.0
3782	634.0	440.0
100873451	0.0	0.0
3783	2775.0	6764.0
100873450	0.0	0.0
1121	956.0	1619.0
100861468	0.0	0.0
1120	156.0	203.0
100861469	0.0	0.0
1118	5.0	788.0
1117	38.0	57.0
1116	16.0	276.0
1114	8896.0	443.0
1113	2941.0	869.0
1112	5618.0	3609.0
1111	351.0	579.0
3773	3.0	1.0
100873457	1.0	2.0
100873456	0.0	1.0
3775	1363.0	1216.0
100873455	0.0	0.0
3776	19.0	17.0
100873454	0.0	0.0
3777	2307.0	4307.0
3778	8342.0	3489.0
3779	9049.0	2693.0
100873459	0.0	0.0
1119	1285.0	2543.0
100128627	4.0	1.0
100128626	0.0	0.0
3790	404.0	1402.0
100128628	4.0	4.0
3791	1599.0	2195.0
100873442	0.0	0.0
3792	21.0	24.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	24.0	6.0
1131	818.0	3016.0
1130	1650.0	1259.0
100861476	0.0	0.0
1129	527.0	1.0
1128	2596.0	10726.0
1124	624.0	1700.0
1123	593.0	591.0
1122	386.0	544.0
100861470	0.0	0.0
3784	1499.0	1610.0
100873446	0.0	0.0
3785	233.0	22.0
100873445	0.0	0.0
3786	313.0	145.0
100873444	0.0	0.0
3787	90.0	190.0
100873443	0.0	0.0
3788	49.0	9.0
100873449	2.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	89.0	104.0
100128618	0.0	1.0
728597	5.0	5.0
100128617	0.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	94.0	179.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	112.0	0.0
285634	0.0	3.0
1142	0.0	1.0
1141	110.0	10.0
285636	1655.0	2270.0
1140	252.0	159.0
728599	1.0	7.0
1139	142.0	66.0
1138	55.0	165.0
1137	15.0	3.0
100861485	0.0	0.0
1136	498.0	17.0
1135	771.0	16263.0
1134	2.0	13.0
1133	13.0	29.0
3795	371.0	179.0
100873479	8.0	31.0
3796	1057.0	764.0
100873478	1.0	0.0
3797	1607.0	524.0
100873477	2.0	2.0
3798	951.0	46.0
100873476	0.0	0.0
3799	13795.0	17261.0
100873460	0.0	0.0
728586	14.0	20.0
285641	2.0	1.0
100873464	2.0	3.0
100873463	0.0	1.0
100873462	1.0	1.0
285643	1.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	465.0	374.0
1153	27497.0	31754.0
1152	87001.0	52307.0
285647	10.0	28.0
728589	5.0	6.0
728588	0.0	1.0
1149	39.0	0.0
1147	1126.0	1516.0
1146	1.0	0.0
1145	31.0	40.0
1144	3.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	340.0	436.0
1163	467.0	449.0
285659	0.0	0.0
1161	260.0	298.0
1160	378.0	345.0
1159	189.0	181.0
1158	603.0	346.0
1157	1.0	0.0
1155	3388.0	2936.0
550643	1410.0	1642.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2271.0	1926.0
1175	2772.0	5424.0
285668	5.0	2.0
1174	1634.0	3349.0
1173	20762.0	22133.0
550631	94.0	169.0
100873489	0.0	0.0
283014	3.0	5.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	13.0	54.0
1186	2779.0	3573.0
1185	1486.0	1308.0
1184	308.0	361.0
1183	342.0	226.0
1182	6164.0	11397.0
1181	312.0	476.0
440375	26.0	55.0
1180	20.0	6.0
1179	0.0	0.0
1178	0.0	0.0
283089	7.0	11.0
85495	0.0	0.0
85480	250.0	102.0
283080	0.0	0.0
1198	2931.0	4030.0
1197	1.0	0.0
1196	1668.0	2306.0
1195	3972.0	5227.0
440366	3.0	0.0
1193	342.0	219.0
1192	12427.0	21249.0
1191	77926.0	17117.0
1188	32.0	21.0
283078	759.0	933.0
85486	8.0	3.0
128615	0.0	0.0
85481	0.0	0.0
128611	29.0	34.0
440396	48.0	37.0
128609	0.0	0.0
128602	5.0	3.0
440387	7.0	2.0
128674	0.0	9.0
128676	0.0	2.0
114026	0.0	0.0
100861402	1.0	4.0
126014	51.0	56.0
440335	373.0	1791.0
100128690	0.0	0.0
114034	666.0	735.0
126006	63.0	70.0
114036	6.0	3.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	79.0	101.0
100861412	0.0	3.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	6.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	173.0	241.0
440356	7.0	3.0
440354	45.0	29.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	1.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	26.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	115.0	224.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	77.0	85.0
200734	2008.0	2294.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	1.0
100873408	0.0	0.0
100873407	0.0	1.0
100861430	56.0	11.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3213.0	3744.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	3.0	1.0
165530	17.0	58.0
85409	50.0	131.0
106481385	1.0	0.0
106481386	0.0	0.0
85416	0.0	58.0
106481383	1.0	2.0
85417	19.0	29.0
106481384	0.0	0.0
103106903	0.0	1.0
85414	27718.0	154041.0
106481389	0.0	0.0
85415	3857.0	11024.0
106481387	0.0	0.0
85413	6.0	7.0
106481388	2.0	3.0
645436	0.0	2.0
106481381	0.0	2.0
106481382	0.0	0.0
10	11.0	14.0
106481380	0.0	0.0
11	0.0	0.0
403341	390.0	558.0
12	79.0	239.0
13	0.0	0.0
14	6752.0	9293.0
15	2.0	7.0
16	9256.0	13636.0
645455	3.0	5.0
18	1966.0	8968.0
19	798.0	878.0
128580	8.0	2.0
85407	392.0	578.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	993.0	1710.0
106481395	0.0	0.0
85403	1509.0	2426.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3958.0	5651.0
106481390	0.0	0.0
21	2287.0	4369.0
106481391	0.0	0.0
22	889.0	1037.0
153571	79.0	418.0
153572	188.0	739.0
23	4789.0	5180.0
24	41.0	27.0
25	9090.0	8223.0
26	84.0	4848.0
27	1085.0	1527.0
28	171.0	625.0
29	7118.0	5429.0
153579	110.0	266.0
728615	0.0	0.0
728614	0.0	0.0
200765	200.0	250.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	23.0	18.0
102466518	0.0	1.0
102466516	5.0	1.0
102466515	0.0	0.0
106481363	0.0	6.0
106481364	0.0	0.0
85438	32.0	2.0
106481361	0.0	0.0
85439	458.0	163.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2148.0	2506.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	120.0	136.0
106481366	0.0	0.0
30	3772.0	7578.0
106481360	0.0	0.0
31	5972.0	14232.0
32	3810.0	1744.0
33	505.0	2767.0
34	2407.0	2727.0
35	1376.0	1427.0
153562	742.0	1841.0
36	2700.0	9399.0
37	17027.0	21816.0
38	3955.0	3448.0
440307	12.0	10.0
39	1332.0	4513.0
165545	48.0	1.0
106481369	0.0	0.0
728606	3.0	751.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	1.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	72.0	14.0
106481370	0.0	0.0
41	195.0	670.0
106481371	0.0	0.0
43	1016.0	669.0
645486	0.0	1.0
47	8238.0	27367.0
48	4322.0	4196.0
49	12.0	7.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	4.0	0.0
106481341	0.0	0.0
106481342	1.0	0.0
106481340	0.0	0.0
85458	5425.0	2427.0
106481345	0.0	0.0
85459	485.0	662.0
106481346	0.0	0.0
