id	8cbca0d4-0cbd-47b8-8643-331c67840817	2a178039-8f10-43d6-b6f5-fae66d92b6a5
100421232	1.0	0.0
6076	0.0	0.0
100421245	2.0	0.0
6075	0.0	0.0
6078	1.0	0.0
6079	0.0	0.0
101928601	8.0	0.0
6070	0.0	1.0
91252	2737.0	2653.0
6071	4.0	2.0
6074	0.0	0.0
101928603	1.0	0.0
101928604	1.0	0.0
101928607	2.0	444.0
387612	0.0	0.0
147700	179.0	19.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	1.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	2.0	1.0
123722	13.0	8.0
387601	1.0	0.0
123720	1377.0	1200.0
147710	2.0	49.0
147711	9.0	14.0
147719	0.0	2.0
6098	11.0	2.0
6097	4605.0	6675.0
6092	197.0	20.0
6091	2447.0	1236.0
6094	374.0	250.0
100528020	0.0	0.0
6093	4985.0	3945.0
100528021	2.0	8.0
6096	460.0	476.0
6095	1213.0	841.0
91272	2640.0	2609.0
147727	3543.0	3609.0
387638	1.0	0.0
100528030	9.0	19.0
101928638	1.0	1.0
100528032	0.0	0.0
100421271	0.0	0.0
100506697	97.0	149.0
100506696	253.0	584.0
91298	1096.0	992.0
100528007	0.0	0.0
123775	145.0	389.0
91289	5053.0	6604.0
399656	0.0	0.0
100506686	244.0	754.0
100506685	9.0	1.0
100528016	0.0	0.0
100528017	0.0	0.0
100528018	0.0	0.0
100528019	2.0	0.0
100506681	5.0	17.0
91283	1026.0	927.0
100506680	8.0	3.0
387646	26.0	17.0
387647	0.0	0.0
387644	16.0	46.0
387640	109.0	81.0
100421295	35.0	43.0
387680	2598.0	3379.0
375686	2.0	7.0
123745	13.0	19.0
100506898	65.0	41.0
100506897	0.0	0.0
390992	0.0	0.0
54471	3221.0	3938.0
54470	1327.0	1071.0
390996	5.0	6.0
390999	0.0	0.0
54475	989.0	2174.0
387338	1643.0	1853.0
54474	1.0	40.0
54472	7537.0	9164.0
389997	0.0	0.0
54478	18.0	90.0
54477	2302.0	2238.0
387332	0.0	1.0
54476	3386.0	3465.0
91404	1714.0	1256.0
91405	4.0	4.0
91408	2587.0	3575.0
91409	701.0	153.0
375346	157.0	145.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	181.0	167.0
389990	0.0	0.0
102724827	350.0	247.0
54482	825.0	847.0
102724820	12.0	6.0
100506881	290.0	371.0
54480	3072.0	5684.0
387328	3.0	1.0
387325	87.0	86.0
145497	2.0	0.0
400866	0.0	0.0
387323	3.0	6.0
387321	2.0	0.0
54487	2162.0	2075.0
387322	0.0	0.0
375350	2.0	0.0
723809	2.0	5.0
338391	47.0	11.0
91433	670.0	707.0
338396	0.0	12.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	1.0	0.0
387362	0.0	0.0
54492	2963.0	1538.0
54491	3122.0	1572.0
54490	0.0	2.0
54497	3271.0	4786.0
54496	2332.0	2855.0
448835	0.0	0.0
54495	3028.0	3680.0
448834	0.0	0.0
387359	0.0	1.0
387357	39.0	17.0
54499	9864.0	7709.0
121498	0.0	4.0
54498	2357.0	7150.0
170463	923.0	1670.0
157489	183.0	184.0
338382	634.0	69.0
390980	108.0	117.0
338388	0.0	0.0
448831	0.0	0.0
400841	11.0	6.0
91419	374.0	389.0
91452	3853.0	3702.0
338376	4.0	0.0
145447	16.0	3.0
100313532	2.0	1.0
91442	605.0	253.0
375387	156.0	135.0
91445	8529.0	6035.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	121.0	35.0
100506872	1.0	0.0
169436	105.0	168.0
170425	0.0	0.0
133491	0.0	0.0
91464	65.0	76.0
100506866	576.0	548.0
400892	199.0	87.0
400891	2.0	0.0
91461	1167.0	801.0
145483	593.0	583.0
145482	1520.0	1502.0
338339	0.0	1.0
100506810	21.0	14.0
338328	296.0	41.0
100506815	5.0	5.0
326337	0.0	0.0
326339	0.0	0.0
338321	125.0	8.0
338322	1.0	0.0
338323	7.0	2.0
338324	0.0	0.0
341965	2.0	0.0
326341	0.0	0.0
326340	0.0	0.0
326343	67.0	39.0
326342	9.0	4.0
54407	7128.0	5745.0
8710	20.0	5.0
100506834	172.0	27.0
8711	1654.0	1541.0
54413	731.0	294.0
8703	2979.0	4742.0
101410540	0.0	0.0
8704	3110.0	3614.0
101410541	1.0	0.0
8701	143.0	20.0
101410542	0.0	0.0
54414	5998.0	4513.0
8702	1882.0	1756.0
100506835	0.0	5.0
101410543	1.0	16.0
8707	545.0	189.0
101410544	52.0	79.0
8708	30.0	40.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	1155.0	1055.0
8706	1906.0	2166.0
326315	0.0	3.0
326317	0.0	0.0
8721	25913.0	20952.0
8722	13116.0	11906.0
8720	9772.0	13105.0
101410537	0.0	2.0
101410538	3707.0	2943.0
341947	2.0	5.0
8714	1429.0	288.0
8715	63.0	485.0
100506826	98.0	120.0
8712	0.0	1.0
8718	280.0	97.0
101410533	113.0	204.0
101410534	0.0	1.0
326325	0.0	2.0
101410535	86.0	74.0
8717	1510.0	1669.0
54429	30.0	35.0
101410536	36.0	11.0
326307	1364.0	1734.0
8732	1445.0	1025.0
8733	6809.0	9827.0
8731	2656.0	3025.0
54431	9149.0	25533.0
400836	1.0	0.0
170487	216.0	1011.0
54435	63.0	64.0
54434	2446.0	2095.0
400831	10.0	5.0
54433	1044.0	1237.0
400830	427.0	125.0
54432	10709.0	9126.0
54439	1380.0	1325.0
8725	6927.0	7226.0
8726	1095.0	835.0
54438	590.0	293.0
54437	51.0	17.0
8723	3984.0	4020.0
326310	82.0	125.0
8724	7558.0	5501.0
54436	650.0	1439.0
8729	7730.0	9449.0
100337589	0.0	1.0
170485	0.0	0.0
8727	3681.0	3158.0
8728	753.0	300.0
170482	1.0	0.0
8740	25.0	11.0
8743	11963.0	18318.0
8744	39.0	17.0
8741	741.0	916.0
8742	1972.0	1167.0
102724868	0.0	0.0
102724866	4.0	0.0
54442	1566.0	1874.0
54441	35.0	50.0
54440	272.0	141.0
400823	21.0	20.0
102724862	0.0	0.0
54443	83.0	164.0
8736	1796.0	417.0
8737	2534.0	2702.0
8735	1.0	14.0
326300	7.0	3.0
8738	1264.0	1192.0
8739	0.0	0.0
8751	8297.0	8562.0
8754	9222.0	17903.0
8755	0.0	0.0
102724853	0.0	0.0
54453	2732.0	2449.0
255512	137.0	308.0
54457	53.0	5.0
54456	53.0	224.0
554049	84.0	47.0
54455	3644.0	3605.0
54454	880.0	960.0
8747	4.0	142.0
8748	4.0	4.0
8745	162.0	75.0
54458	4851.0	3830.0
400818	464.0	873.0
8749	0.0	0.0
8761	4878.0	9720.0
6100	395.0	401.0
8760	5986.0	4307.0
6102	736.0	834.0
8766	14395.0	27001.0
6101	14.0	0.0
8763	20290.0	25967.0
6103	559.0	601.0
8764	4836.0	7308.0
54460	4968.0	4600.0
54464	3400.0	2981.0
54463	1425.0	839.0
54462	4122.0	2517.0
54461	6611.0	8505.0
54468	5163.0	6862.0
54467	2490.0	3169.0
54466	4.0	2.0
54465	807.0	736.0
255520	3029.0	2424.0
8759	0.0	0.0
8756	8.0	150.0
54469	4830.0	3974.0
8772	386.0	413.0
8773	4472.0	5459.0
8771	0.0	0.0
8776	2361.0	1922.0
8777	4342.0	3465.0
8774	3688.0	2481.0
8775	9928.0	9842.0
101928566	0.0	0.0
8767	1175.0	1896.0
6120	2551.0	2105.0
101928571	3.0	32.0
8784	55.0	37.0
6122	194212.0	294990.0
8781	809.0	555.0
6121	143.0	133.0
8787	531.0	35.0
6124	83370.0	118215.0
6123	19.0	25.0
8788	7.0	0.0
8785	15.0	2.0
6126	30.0	30.0
8786	506.0	340.0
6125	66048.0	89123.0
101928578	146.0	76.0
8780	3768.0	3719.0
6117	7287.0	7136.0
8778	14.0	4.0
6119	748.0	912.0
6118	2906.0	2526.0
8794	66.0	30.0
8795	1572.0	1295.0
6130	72805.0	131384.0
8792	274.0	319.0
6133	38555.0	37527.0
6132	86130.0	123409.0
8793	440.0	247.0
8798	1596.0	1465.0
6135	65723.0	71200.0
8799	3023.0	3167.0
6134	98843.0	106501.0
8796	1.0	0.0
6137	66956.0	88504.0
8797	304.0	572.0
6136	46983.0	75442.0
100421307	0.0	0.0
101735302	243.0	374.0
8790	922.0	1089.0
100134444	1.0	1.0
6128	39659.0	61537.0
8789	1.0	6.0
6129	42462.0	45804.0
6142	18889.0	25054.0
6141	52117.0	73821.0
100421311	3.0	8.0
6144	16996.0	13820.0
6143	62662.0	89983.0
100421313	6.0	8.0
6146	23252.0	23497.0
6145	2.0	5.0
6148	0.0	0.0
6147	29384.0	41061.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	5.0	3.0
6139	2291.0	3334.0
6138	56727.0	73508.0
6152	33750.0	44242.0
6155	30720.0	39346.0
6154	21289.0	30292.0
100421324	0.0	0.0
6157	40048.0	56950.0
6156	45190.0	48767.0
6159	36459.0	55430.0
6158	35919.0	51386.0
100421328	0.0	1.0
6150	1728.0	2084.0
101928527	541.0	494.0
6164	28891.0	32537.0
6163	4.0	3.0
6166	12422.0	11638.0
6165	35101.0	44598.0
6168	55851.0	70464.0
6167	41121.0	55901.0
100421338	0.0	1.0
6169	17304.0	21297.0
101928536	0.0	0.0
6160	48461.0	66712.0
101928537	2.0	1.0
6161	54512.0	68908.0
100421331	1.0	0.0
6175	73990.0	135074.0
6174	88.0	100.0
6176	55508.0	79533.0
101928545	132.0	83.0
6171	20076.0	24200.0
6170	5336.0	8230.0
6173	3748.0	5065.0
6172	427.0	294.0
100421340	0.0	0.0
100421341	0.0	4.0
100421354	0.0	0.0
6185	36023.0	61557.0
101928550	36.0	10.0
6188	63028.0	89278.0
6187	38469.0	86915.0
100421357	0.0	1.0
6189	27755.0	32702.0
101928555	37.0	3.0
6182	792.0	1863.0
6181	28985.0	44741.0
6184	27235.0	33567.0
101928559	0.0	0.0
6183	1131.0	1828.0
100421350	5.0	8.0
100421351	4.0	7.0
100421353	0.0	2.0
6197	4053.0	5324.0
6196	4295.0	3928.0
6199	4204.0	3744.0
6198	2289.0	2676.0
6191	94149.0	114471.0
6193	47275.0	58366.0
6192	24117.0	29718.0
91373	1633.0	1131.0
6195	4250.0	4814.0
6194	117167.0	175639.0
390916	1581.0	2207.0
145407	339.0	127.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	3187.0	2587.0
91368	1119.0	1939.0
652489	1.0	2.0
390924	18.0	23.0
389901	12.0	12.0
390928	16.0	4.0
390927	613.0	731.0
100421371	2.0	4.0
100421374	23.0	15.0
389903	0.0	0.0
100421389	5.0	1.0
91392	906.0	786.0
389935	0.0	0.0
389932	2.0	0.0
100421384	14.0	19.0
100421398	4.0	1.0
100421399	0.0	0.0
101928513	12.0	18.0
91380	0.0	0.0
390904	0.0	1.0
145438	32.0	28.0
100421390	0.0	2.0
100421391	0.0	0.0
100421395	4.0	5.0
100421397	1.0	2.0
375316	30.0	34.0
375318	0.0	0.0
390963	114.0	90.0
375307	151.0	287.0
389941	136.0	102.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	53.0	46.0
387317	1.0	0.0
121457	468.0	423.0
389976	2.0	0.0
375341	948.0	1181.0
387319	0.0	0.0
375323	69.0	4.0
389970	0.0	1.0
390940	261.0	62.0
133418	3826.0	10677.0
390948	0.0	0.0
121441	1691.0	991.0
390949	2.0	2.0
652411	0.0	0.0
145370	1.0	2.0
102724954	3.0	1.0
54596	34.0	5.0
375484	896.0	659.0
91526	562.0	243.0
133396	206.0	139.0
196951	429.0	383.0
91523	159.0	47.0
91522	353.0	288.0
121391	5.0	0.0
145376	18.0	9.0
400986	120.0	104.0
400984	15.0	6.0
196968	44.0	16.0
157378	778.0	546.0
723961	0.0	0.0
145389	425.0	378.0
157381	476.0	257.0
91543	331.0	214.0
91544	1236.0	1001.0
102724923	1.0	1.0
652423	2.0	1.0
169355	2.0	3.0
400966	2.0	2.0
121364	0.0	0.0
400961	1128.0	1808.0
157376	0.0	0.0
91574	2070.0	1497.0
157313	8.0	50.0
157317	0.0	0.0
147991	3865.0	6808.0
399495	1.0	3.0
159963	0.0	0.0
100506965	811.0	1087.0
100506963	162.0	197.0
387495	0.0	0.0
387496	931.0	173.0
387494	1.0	1.0
387491	0.0	2.0
387492	32.0	23.0
387486	0.0	0.0
157310	12314.0	2549.0
100506994	108.0	9.0
338470	0.0	2.0
170302	51.0	266.0
204010	1.0	0.0
399473	54.0	66.0
399474	1327.0	437.0
91584	142.0	138.0
159989	150.0	1030.0
91582	5659.0	6501.0
107126360	17.0	7.0
133383	282.0	360.0
100506930	1058.0	4076.0
100820741	0.0	0.0
338448	0.0	0.0
8808	89.0	79.0
8809	160.0	82.0
54512	1037.0	1696.0
54511	226.0	11.0
54510	1820.0	725.0
54516	672.0	549.0
8802	5755.0	5675.0
8803	3471.0	2515.0
54514	3.0	3.0
8800	4713.0	2541.0
8801	5841.0	5859.0
8807	22.0	10.0
400916	1481.0	1275.0
54518	169.0	79.0
8804	6865.0	5014.0
100506939	1.0	3.0
54517	592.0	1110.0
8805	3612.0	3706.0
8820	28.0	61.0
8821	1929.0	2146.0
338440	730.0	258.0
338442	48.0	34.0
8819	486.0	864.0
100820732	0.0	0.0
255620	1.0	0.0
54522	449.0	780.0
54521	1316.0	796.0
54520	1514.0	1463.0
100820735	0.0	1.0
8813	2108.0	1657.0
170393	6.0	5.0
8814	235.0	141.0
170392	2.0	4.0
100506925	0.0	0.0
8811	0.0	6.0
8812	402.0	500.0
8817	49.0	21.0
8818	3910.0	3605.0
54529	2152.0	2830.0
255626	0.0	0.0
8815	8757.0	7190.0
8816	4832.0	5833.0
170394	1089.0	4239.0
8831	807.0	687.0
8832	162.0	92.0
100506953	1.0	1.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	1.0	0.0
54534	1757.0	2049.0
54532	1696.0	1675.0
54531	1346.0	1556.0
54538	1186.0	357.0
8824	4196.0	4556.0
8825	367.0	85.0
54537	2897.0	3450.0
54536	1875.0	2319.0
8822	33.0	8.0
8823	0.0	0.0
54535	1869.0	1598.0
8828	3816.0	1045.0
8829	3042.0	2297.0
8826	15853.0	10911.0
54539	6236.0	6223.0
8842	716.0	20.0
8843	12.0	3.0
8840	216.0	44.0
8841	3882.0	4372.0
100158257	0.0	1.0
54541	1850.0	1409.0
54540	2983.0	2515.0
54545	3520.0	3510.0
54544	0.0	0.0
54543	11837.0	8455.0
54542	2737.0	2601.0
54549	1332.0	3076.0
8835	7188.0	6918.0
8836	347.0	221.0
8833	3796.0	4298.0
8834	2308.0	2909.0
54546	15.0	1.0
8839	135.0	417.0
8837	7295.0	6447.0
8838	45.0	3.0
101928483	116.0	118.0
8850	3525.0	2748.0
101928484	0.0	0.0
8853	609.0	594.0
8854	1756.0	2001.0
8851	99.0	290.0
8852	0.0	0.0
400960	884.0	948.0
338412	3.0	4.0
338413	0.0	0.0
54552	421.0	720.0
400957	13.0	2.0
54551	68.0	64.0
54550	7.0	17.0
196996	221.0	422.0
400955	25.0	1.0
400954	67.0	543.0
54556	687.0	712.0
54555	3425.0	3632.0
400952	45.0	21.0
54554	1022.0	1337.0
400950	4.0	2.0
8846	899.0	907.0
100820709	8.0	3.0
8847	107.0	61.0
54558	985.0	245.0
8844	691.0	167.0
54557	958.0	635.0
8848	48886.0	20861.0
196993	51.0	19.0
8861	3849.0	3575.0
101928492	66.0	45.0
8864	1606.0	1416.0
6201	26596.0	44280.0
6203	57783.0	68153.0
8862	179.0	486.0
101928496	0.0	0.0
8863	2418.0	1115.0
6202	73575.0	109015.0
723972	10.0	7.0
400946	35.0	13.0
400945	60.0	62.0
54567	910.0	198.0
54566	2632.0	4085.0
400941	1.0	0.0
8857	885.0	1195.0
8858	9.0	34.0
54569	0.0	0.0
8856	10.0	3.0
54568	0.0	0.0
8859	925.0	899.0
8871	2029.0	3771.0
8872	3040.0	3497.0
6210	30108.0	34884.0
8870	1124.0	208.0
100421500	0.0	0.0
8875	103.0	76.0
8876	37.0	18.0
8874	5506.0	6664.0
100421506	0.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	18.0
54574	0.0	0.0
54573	2.0	0.0
54572	0.0	0.0
400932	0.0	10.0
54571	0.0	0.0
54578	8.0	1.0
255631	73.0	36.0
400931	207.0	108.0
54577	1.0	0.0
54576	3.0	0.0
54575	4.0	0.0
6205	84996.0	96758.0
100506915	6.0	39.0
8869	752.0	95.0
6204	14651.0	16141.0
6207	23165.0	29596.0
6206	55543.0	56579.0
8867	610.0	526.0
54579	0.0	0.0
6209	15835.0	27729.0
6208	48195.0	62665.0
170384	585.0	868.0
100506916	0.0	0.0
8882	2483.0	2013.0
8883	2790.0	2713.0
8880	5020.0	6051.0
8881	4901.0	5066.0
8886	4615.0	3978.0
6223	45194.0	55014.0
100421512	0.0	0.0
8887	13367.0	13028.0
6222	85922.0	143016.0
8884	1256.0	1966.0
6224	64806.0	56307.0
100421515	40.0	32.0
54581	419.0	335.0
54580	0.0	0.0
54585	1425.0	1203.0
54584	141.0	198.0
54583	2964.0	2618.0
54587	2288.0	1172.0
54586	0.0	2.0
8879	7086.0	8082.0
170371	302.0	118.0
170370	0.0	0.0
8877	264.0	293.0
6218	42406.0	48344.0
6217	34003.0	46622.0
8878	14486.0	12526.0
6219	2.0	0.0
100506907	0.0	0.0
100506906	190.0	270.0
255649	2.0	1.0
6230	31463.0	38860.0
8893	4778.0	6054.0
8894	5423.0	5597.0
101928440	0.0	2.0
8891	1830.0	1689.0
6232	48452.0	39733.0
8892	2243.0	1983.0
6231	8673.0	10510.0
8897	760.0	981.0
6234	21129.0	26365.0
8898	3953.0	2521.0
6233	35729.0	39856.0
8895	9086.0	7692.0
6236	962.0	122.0
8896	3324.0	2772.0
6235	17289.0	20109.0
101928442	0.0	0.0
101928448	0.0	1.0
8890	4016.0	5275.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	1.0	3.0
253039	1097.0	1949.0
6227	18907.0	21437.0
6226	1.0	4.0
6229	70868.0	99693.0
8888	4963.0	7088.0
6228	38489.0	44090.0
6241	53.0	440.0
6240	3598.0	3651.0
100421411	0.0	0.0
6242	1686.0	2000.0
100421413	3.0	2.0
101928455	1.0	1.0
6244	0.0	0.0
6247	9.0	2.0
100421415	14.0	17.0
6246	0.0	0.0
280644	0.0	0.0
253044	2.0	1.0
6238	18839.0	30595.0
6237	7267.0	2820.0
8899	5209.0	4896.0
6239	3305.0	4882.0
6252	2128.0	2274.0
100421420	5.0	9.0
6251	3777.0	2951.0
100421422	6.0	2.0
6253	1925.0	570.0
6256	6523.0	3574.0
100421424	0.0	0.0
6258	80.0	29.0
6257	4365.0	3715.0
100421428	1.0	0.0
101928469	0.0	1.0
100421429	0.0	1.0
280637	2.0	2.0
280636	3079.0	4731.0
253018	92.0	92.0
253017	6.0	0.0
253012	36.0	87.0
6249	6512.0	6468.0
6248	0.0	0.0
6263	262.0	317.0
100421431	1.0	1.0
6262	1346.0	726.0
100421432	0.0	0.0
101928470	4.0	0.0
100421433	1.0	1.0
100421436	158.0	24.0
100421439	1.0	1.0
6261	233.0	45.0
6260	1.0	4.0
6259	4582.0	3896.0
100421430	0.0	0.0
6274	39.0	6.0
6273	170.0	14.0
6276	15.0	2.0
6275	2769.0	562.0
6278	0.0	0.0
6277	13840.0	3001.0
6279	156.0	9.0
6272	5693.0	7064.0
6271	70.0	62.0
6285	415.0	213.0
6284	1978.0	1002.0
100421455	0.0	0.0
6286	123.0	939.0
6289	19.0	4.0
6288	149.0	12.0
6281	13219.0	7939.0
6280	540.0	41.0
6283	15.0	1.0
6282	13420.0	15527.0
123920	1319.0	690.0
100421451	0.0	0.0
6296	2521.0	3626.0
6295	8.0	11.0
6297	1286.0	2433.0
6299	26.0	54.0
101928420	0.0	0.0
6290	0.0	0.0
6291	3.0	2.0
6294	4299.0	5720.0
6293	3718.0	4172.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	1.0	0.0
54505	4377.0	3500.0
280660	0.0	0.0
54504	1213.0	545.0
280661	9.0	10.0
54503	810.0	1450.0
54502	15452.0	18161.0
54509	43.0	71.0
123904	1.0	1.0
54508	63.0	72.0
100421473	0.0	0.0
54507	757.0	157.0
100421487	0.0	0.0
133308	495.0	281.0
147945	1.0	2.0
123970	1.0	0.0
100421480	1.0	7.0
147947	1625.0	2196.0
147948	418.0	437.0
147949	365.0	413.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	0.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	1390.0	1704.0
147968	45.0	11.0
107126289	4.0	0.0
107126287	0.0	0.0
101060039	2.0	2.0
121360	2.0	0.0
101060032	34.0	23.0
135924	0.0	0.0
135927	25.0	10.0
121355	4.0	2.0
147906	1379.0	772.0
135932	31.0	25.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	0.0	0.0
147912	569.0	1273.0
135942	0.0	0.0
135941	0.0	1.0
121340	3.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	6.0	1.0
147923	699.0	700.0
147920	4.0	0.0
147929	199.0	274.0
104326192	2.0	1.0
104326193	1.0	2.0
375444	185.0	83.0
104326189	0.0	0.0
101060020	1.0	5.0
375449	2659.0	1213.0
104326188	0.0	0.0
121328	6.0	7.0
91653	4566.0	2222.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	1042.0	7272.0
27085	191.0	191.0
27086	7233.0	6504.0
389756	0.0	0.0
147429	75.0	68.0
27089	10732.0	10618.0
91646	21.0	10.0
91647	1267.0	1528.0
642968	8.0	0.0
135458	10.0	3.0
390766	1.0	1.0
27098	1866.0	793.0
27099	1.0	5.0
27097	1548.0	1506.0
389741	118.0	171.0
27090	603.0	171.0
27091	0.0	0.0
27094	137.0	198.0
27095	4386.0	3701.0
27092	8989.0	1533.0
642976	4.0	1.0
400629	3.0	2.0
27093	2.0	1.0
160428	496.0	163.0
375133	333.0	265.0
387122	5.0	35.0
390730	1.0	0.0
390732	0.0	0.0
390735	0.0	0.0
387119	456.0	214.0
27063	33.0	1.0
387117	0.0	0.0
27069	12198.0	10172.0
400612	3.0	0.0
27067	2194.0	2435.0
27068	4675.0	5218.0
221908	653.0	1119.0
341799	0.0	0.0
400619	94.0	117.0
642987	128.0	199.0
400618	24.0	54.0
400617	110.0	113.0
64065	17428.0	7438.0
91662	15.0	245.0
91663	8638.0	5251.0
64064	40.0	18.0
64067	140.0	35.0
64066	1.0	0.0
91661	929.0	1189.0
91664	683.0	818.0
147463	898.0	283.0
387111	2.0	6.0
27076	2140.0	1575.0
390748	8.0	1.0
27077	701.0	988.0
400604	115.0	140.0
27074	212.0	91.0
27075	2963.0	12071.0
389766	1.0	0.0
387103	124.0	120.0
387104	7.0	2.0
27079	560.0	714.0
389763	0.0	0.0
341784	2.0	3.0
642996	0.0	0.0
27072	4888.0	3713.0
160419	0.0	1.0
64061	6114.0	3431.0
400609	0.0	0.0
160418	2034.0	1627.0
64063	988.0	562.0
27071	885.0	34.0
64062	2986.0	3176.0
91695	427.0	530.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	2.0	11.0
100313770	0.0	0.0
64077	2096.0	1544.0
91694	2445.0	2367.0
100313771	0.0	0.0
390790	1.0	0.0
221927	3207.0	5473.0
390792	4.0	1.0
400680	9.0	8.0
27043	4134.0	5409.0
27044	22027.0	34681.0
27042	1200.0	1549.0
389799	9.0	2.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	405.0	73.0
100313777	0.0	0.0
27040	9.0	14.0
100313774	0.0	0.0
64073	150.0	75.0
64087	23384.0	27922.0
221914	41.0	60.0
64089	455.0	359.0
100313781	0.0	0.0
91683	157.0	55.0
91689	6499.0	5508.0
100313780	0.0	1.0
245908	0.0	0.0
91687	257.0	264.0
245909	0.0	0.0
400673	753.0	990.0
389792	112.0	114.0
389791	8.0	7.0
387129	1.0	0.0
400668	3.0	0.0
389787	19.0	33.0
64081	816.0	1703.0
64080	206.0	302.0
64083	11966.0	19533.0
64084	167.0	358.0
64098	234.0	128.0
64097	726.0	588.0
400660	47.0	11.0
8909	13.0	11.0
27022	36.0	156.0
8907	2728.0	2343.0
341757	1.0	2.0
400658	33.0	5.0
8908	754.0	802.0
147407	3.0	2.0
27020	11049.0	6209.0
400657	731.0	649.0
27023	1.0	0.0
400654	1.0	0.0
64090	3.0	4.0
64092	175.0	68.0
64091	2507.0	1146.0
8900	3.0	2.0
64094	6688.0	19806.0
8905	1007.0	616.0
147409	0.0	0.0
64093	4478.0	1892.0
8906	2536.0	4353.0
64096	3.0	0.0
8904	5500.0	6562.0
221935	1108.0	19184.0
221937	1876.0	1718.0
221938	1.0	0.0
400652	7.0	12.0
400650	7.0	5.0
27039	7.0	80.0
27032	24010.0	28535.0
27033	23.0	58.0
27030	1979.0	1766.0
27031	693.0	477.0
27036	16.0	17.0
400645	0.0	0.0
27037	2648.0	3090.0
400644	3.0	0.0
27034	10541.0	8188.0
400643	2942.0	6157.0
27035	86.0	57.0
8912	3867.0	6886.0
100313769	0.0	1.0
8913	366.0	112.0
8910	2367.0	412.0
8911	12.0	5.0
8916	4732.0	4409.0
8914	1103.0	1936.0
8915	683.0	952.0
245935	0.0	0.0
245936	0.0	0.0
245937	2.0	1.0
245938	0.0	0.0
8930	2171.0	1960.0
245939	0.0	0.0
221960	462.0	448.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4672.0	5685.0
8927	71.0	130.0
8928	12.0	14.0
8925	4238.0	4626.0
8926	83.0	94.0
221955	1431.0	1476.0
8941	2.0	6.0
8942	51.0	44.0
375189	49.0	61.0
8940	26.0	40.0
245940	0.0	0.0
206338	3.0	5.0
375190	686.0	508.0
196446	46.0	37.0
8934	4231.0	2232.0
8935	1312.0	2208.0
196441	2817.0	2581.0
8932	3495.0	3829.0
8933	7625.0	4348.0
8938	904.0	3651.0
8939	3765.0	3905.0
8936	381.0	608.0
326105	1.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	1043.0	816.0
245910	0.0	0.0
206358	2136.0	2182.0
245911	1.0	0.0
245912	11.0	12.0
196415	0.0	0.0
642909	1.0	2.0
642907	1.0	0.0
8945	3156.0	3888.0
54659	6.0	6.0
54658	2.0	0.0
8943	9553.0	12601.0
54657	0.0	0.0
8944	0.0	0.0
196410	8.0	6.0
245927	0.0	0.0
245928	0.0	0.0
6300	1128.0	1290.0
245929	0.0	0.0
6302	4646.0	3320.0
6301	10201.0	9987.0
160492	2.0	3.0
54662	3062.0	3209.0
54661	10.0	16.0
54660	40.0	16.0
54665	1848.0	1399.0
54664	4933.0	3446.0
54663	1207.0	1686.0
8970	412.0	248.0
8971	6140.0	8468.0
101928363	4.0	1.0
8974	1910.0	1258.0
6311	3677.0	3249.0
8975	1912.0	1681.0
6310	4718.0	2384.0
91612	4698.0	3128.0
100421601	0.0	0.0
8972	23.0	31.0
8973	3.0	1.0
245972	81.0	28.0
245973	350.0	109.0
54677	4595.0	3002.0
54676	2551.0	1960.0
54675	5842.0	4360.0
147468	0.0	0.0
54674	248.0	53.0
6304	2834.0	3815.0
6303	30933.0	27139.0
8968	1.0	4.0
6305	3261.0	4309.0
91603	1159.0	1235.0
91608	87.0	49.0
