id	e3ed758e-6842-45dd-9048-82cf7a7be5b2	f8032464-fd4f-4927-8f28-d0fc90e35669
101928638	4.0	2.0
100528032	3.0	13.0
100421271	0.0	0.0
100506697	77.0	14.0
100506696	120.0	309.0
91298	958.0	963.0
100528007	0.0	0.0
123775	163.0	281.0
91289	3794.0	6692.0
399656	1.0	2.0
100506686	209.0	467.0
100506685	1.0	0.0
100528016	2.0	0.0
100528017	7.0	2.0
100528018	1.0	1.0
100528019	3.0	0.0
100506681	1.0	8.0
91283	711.0	813.0
100506680	21.0	1.0
387646	47.0	20.0
387647	0.0	0.0
387644	4.0	0.0
387640	69.0	24.0
100421295	25.0	26.0
387680	2028.0	4948.0
375686	2.0	6.0
123745	10.0	9.0
100506898	25.0	16.0
100506897	1.0	0.0
390992	0.0	0.0
54471	2231.0	3524.0
54470	537.0	782.0
390996	0.0	4.0
390999	0.0	0.0
54475	742.0	2451.0
387338	1354.0	2034.0
54474	35.0	667.0
54472	5199.0	8979.0
389997	0.0	0.0
54478	21.0	117.0
54477	2504.0	2380.0
387332	1.0	0.0
54476	3728.0	4088.0
91404	2080.0	1278.0
91405	4.0	5.0
91408	2122.0	3828.0
91409	254.0	289.0
375346	138.0	207.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	80.0	112.0
389990	0.0	0.0
102724827	89.0	187.0
54482	547.0	587.0
102724820	5.0	11.0
100506881	189.0	301.0
54480	3130.0	9414.0
387328	2.0	8.0
387325	19.0	31.0
145497	2.0	0.0
400866	0.0	0.0
387323	0.0	0.0
387321	1.0	0.0
54487	1510.0	2186.0
387322	0.0	0.0
375350	0.0	3.0
723809	2.0	0.0
338391	14.0	11.0
91433	399.0	377.0
338396	0.0	11.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3921.0	813.0
54491	2046.0	1910.0
54490	5.0	3.0
54497	2556.0	3694.0
54496	1227.0	2799.0
448835	0.0	0.0
54495	2197.0	2710.0
448834	0.0	0.0
387359	0.0	0.0
387357	52.0	46.0
54499	4446.0	6360.0
121498	0.0	1.0
54498	1247.0	2425.0
170463	1252.0	1778.0
157489	169.0	128.0
338382	650.0	257.0
390980	166.0	225.0
338388	0.0	0.0
448831	1.0	0.0
400841	5.0	2.0
91419	247.0	365.0
91452	2238.0	2417.0
338376	3.0	1.0
145447	12.0	8.0
100313532	0.0	2.0
91442	266.0	556.0
375387	188.0	67.0
91445	3873.0	5308.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	91.0	82.0
100506872	0.0	3.0
169436	52.0	66.0
170425	0.0	1.0
133491	0.0	0.0
91464	38.0	372.0
100506866	126.0	221.0
400892	32.0	21.0
400891	0.0	0.0
91461	986.0	1090.0
145483	765.0	657.0
145482	746.0	966.0
338339	6.0	0.0
100506810	19.0	21.0
338328	164.0	27.0
100506815	2.0	2.0
326337	0.0	0.0
326339	0.0	0.0
338321	8.0	78.0
338322	0.0	0.0
338323	8.0	11.0
338324	0.0	0.0
341965	0.0	4.0
326341	0.0	0.0
326340	0.0	1.0
326343	4.0	17.0
326342	0.0	1.0
54407	10686.0	15427.0
8710	10.0	6.0
100506834	125.0	73.0
8711	894.0	1778.0
54413	937.0	289.0
8703	1845.0	4499.0
101410540	0.0	0.0
8704	2399.0	3491.0
101410541	0.0	1.0
8701	107.0	58.0
101410542	1.0	0.0
54414	2843.0	2195.0
8702	1116.0	1559.0
100506835	2.0	0.0
101410543	4.0	3.0
8707	409.0	95.0
101410544	49.0	1.0
8708	8.0	29.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	520.0	703.0
8706	1108.0	1064.0
326315	5.0	1.0
326317	0.0	0.0
8721	8503.0	19850.0
8722	5649.0	8967.0
8720	8365.0	13574.0
101410537	0.0	0.0
101410538	2095.0	2840.0
341947	1.0	0.0
8714	638.0	1550.0
8715	49.0	83.0
100506826	22.0	19.0
8712	0.0	0.0
8718	74.0	55.0
101410533	70.0	119.0
101410534	0.0	0.0
326325	0.0	3.0
101410535	27.0	51.0
8717	1140.0	1678.0
54429	6.0	10.0
101410536	30.0	5.0
326307	442.0	2319.0
8732	1236.0	1200.0
8733	5023.0	9674.0
8731	2216.0	2807.0
54431	8487.0	15846.0
400836	0.0	2.0
170487	135.0	220.0
54435	35.0	26.0
54434	3241.0	2714.0
400831	10.0	1.0
54433	544.0	1042.0
400830	158.0	91.0
54432	3605.0	6649.0
54439	1454.0	1777.0
8725	4204.0	6227.0
8726	669.0	790.0
54438	1247.0	301.0
54437	93.0	30.0
8723	2321.0	3735.0
326310	57.0	359.0
8724	5631.0	6341.0
54436	865.0	1946.0
8729	7462.0	9896.0
100337589	0.0	0.0
170485	0.0	1.0
8727	1894.0	2911.0
8728	646.0	117.0
170482	2.0	1.0
8740	15.0	14.0
8743	6778.0	10870.0
8744	43.0	35.0
8741	622.0	1357.0
8742	1734.0	1630.0
102724868	0.0	0.0
102724866	0.0	7.0
54442	1189.0	2592.0
54441	11.0	17.0
54440	289.0	129.0
400823	26.0	11.0
102724862	0.0	0.0
54443	203.0	180.0
8736	908.0	124.0
8737	2200.0	3006.0
8735	3.0	150.0
326300	1.0	6.0
8738	679.0	939.0
8739	1.0	6.0
8751	6359.0	10221.0
8754	9619.0	10961.0
8755	0.0	0.0
102724853	0.0	0.0
54453	2924.0	2107.0
255512	60.0	46.0
54457	35.0	2.0
54456	30.0	36.0
554049	2.0	1.0
54455	2463.0	3569.0
54454	717.0	859.0
8747	44.0	588.0
8748	2.0	9.0
8745	175.0	158.0
54458	2352.0	3570.0
400818	332.0	639.0
8749	0.0	0.0
8761	5600.0	11637.0
6100	182.0	429.0
8760	5016.0	2807.0
6102	1139.0	1230.0
8766	9917.0	18610.0
6101	1.0	0.0
8763	19024.0	21782.0
6103	490.0	345.0
8764	2027.0	8274.0
54460	1938.0	3097.0
54464	3220.0	3107.0
54463	1099.0	1926.0
54462	4401.0	2505.0
54461	6077.0	10976.0
54468	2622.0	3624.0
54467	2849.0	3632.0
54466	5.0	1.0
54465	657.0	811.0
255520	1904.0	2390.0
8759	0.0	0.0
8756	1.0	41.0
54469	3063.0	3728.0
8772	302.0	405.0
8773	3475.0	4733.0
8771	0.0	0.0
8776	1682.0	1805.0
8777	5076.0	2943.0
8774	2484.0	2350.0
8775	5620.0	10396.0
101928566	0.0	0.0
8767	994.0	1940.0
6120	2057.0	2289.0
101928571	1.0	36.0
8784	38.0	115.0
6122	107470.0	309271.0
8781	182.0	403.0
6121	179.0	6.0
8787	265.0	81.0
6124	58162.0	150036.0
6123	7.0	8.0
8788	35.0	1.0
8785	14.0	8.0
6126	13.0	89.0
8786	384.0	683.0
6125	40175.0	90947.0
101928578	115.0	64.0
8780	3213.0	3901.0
6117	5597.0	7813.0
8778	10.0	10.0
6119	515.0	879.0
6118	1902.0	2422.0
8794	130.0	28.0
8795	1621.0	2014.0
6130	40940.0	141237.0
8792	463.0	1254.0
6133	14329.0	35725.0
6132	45655.0	133497.0
8793	385.0	330.0
8798	777.0	1015.0
6135	23877.0	91836.0
8799	1767.0	2666.0
6134	51029.0	123234.0
8796	4.0	10.0
6137	35267.0	122133.0
8797	390.0	517.0
6136	21337.0	72139.0
100421307	0.0	0.0
101735302	48.0	80.0
8790	844.0	1035.0
100134444	1.0	0.0
6128	22197.0	78679.0
8789	1.0	24.0
6129	22179.0	51672.0
6142	9705.0	36236.0
6141	23702.0	76299.0
100421311	7.0	5.0
6144	7869.0	13713.0
6143	33817.0	102695.0
100421313	1.0	3.0
6146	11685.0	25553.0
6145	0.0	12.0
6148	0.0	0.0
6147	15184.0	38205.0
100421318	0.0	0.0
100421319	1.0	1.0
100337590	0.0	0.0
100337591	1.0	8.0
6139	1092.0	3008.0
6138	33737.0	78196.0
6152	16361.0	45376.0
6155	17361.0	46503.0
6154	9640.0	27423.0
100421324	1.0	0.0
6157	23089.0	64629.0
6156	22145.0	52215.0
6159	17898.0	72729.0
6158	18774.0	68185.0
100421328	1.0	1.0
6150	940.0	2195.0
101928527	316.0	439.0
6164	15195.0	38945.0
6163	5.0	3.0
6166	5289.0	8720.0
6165	16751.0	48646.0
6168	24683.0	73287.0
6167	18443.0	58527.0
100421338	0.0	2.0
6169	8719.0	23875.0
101928536	0.0	0.0
6160	22815.0	62286.0
101928537	0.0	0.0
6161	25239.0	76779.0
100421331	0.0	2.0
6175	39032.0	127698.0
6174	40.0	211.0
6176	43024.0	96916.0
101928545	51.0	40.0
6171	9942.0	24970.0
6170	2879.0	11640.0
6173	1317.0	4091.0
6172	105.0	258.0
100421340	0.0	0.0
100421341	0.0	3.0
100421354	0.0	0.0
6185	24169.0	38054.0
101928550	4.0	0.0
6188	37996.0	97603.0
6187	24847.0	105037.0
100421357	0.0	1.0
6189	17364.0	34257.0
101928555	23.0	13.0
6182	554.0	1914.0
6181	19454.0	53540.0
6184	15889.0	26781.0
101928559	0.0	0.0
6183	831.0	1785.0
100421350	7.0	5.0
100421351	2.0	12.0
100421353	2.0	1.0
6197	6305.0	5811.0
6196	4023.0	6179.0
6199	1500.0	3601.0
6198	2005.0	3130.0
6191	48078.0	119127.0
6193	25068.0	66957.0
6192	9613.0	29889.0
91373	585.0	1564.0
6195	2792.0	6972.0
6194	68117.0	160138.0
390916	1164.0	2492.0
145407	370.0	209.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	1.0	4.0
91369	3815.0	3445.0
91368	751.0	1740.0
652489	1.0	3.0
390924	24.0	117.0
389901	14.0	48.0
390928	38.0	2.0
390927	422.0	558.0
100421371	8.0	3.0
100421374	15.0	7.0
389903	2.0	2.0
100421389	0.0	2.0
91392	303.0	492.0
389935	0.0	0.0
389932	1.0	0.0
100421384	15.0	25.0
100421398	0.0	7.0
100421399	0.0	1.0
101928513	1.0	8.0
91380	0.0	0.0
390904	0.0	0.0
145438	38.0	21.0
100421390	1.0	3.0
100421391	0.0	0.0
100421395	4.0	11.0
100421397	2.0	1.0
375316	6.0	4.0
375318	0.0	0.0
390963	70.0	97.0
375307	28.0	77.0
389941	86.0	64.0
389948	0.0	0.0
375337	0.0	1.0
377997	0.0	0.0
387316	0.0	0.0
121456	40.0	26.0
387317	0.0	0.0
121457	543.0	482.0
389976	1.0	1.0
375341	441.0	784.0
387319	0.0	0.0
375323	28.0	32.0
389970	0.0	3.0
390940	192.0	69.0
133418	4394.0	6650.0
390948	0.0	0.0
121441	1468.0	1334.0
390949	1.0	0.0
652411	5.0	5.0
145370	3.0	6.0
102724954	0.0	1.0
54596	15.0	13.0
375484	928.0	641.0
91526	683.0	338.0
133396	22.0	14.0
196951	206.0	255.0
91523	115.0	80.0
91522	355.0	83.0
121391	0.0	0.0
145376	9.0	9.0
400986	55.0	62.0
400984	7.0	2.0
196968	31.0	11.0
157378	933.0	792.0
723961	0.0	0.0
145389	250.0	313.0
157381	66.0	49.0
91543	391.0	266.0
91544	348.0	620.0
102724923	0.0	0.0
652423	0.0	0.0
169355	7.0	1.0
400966	0.0	1.0
121364	0.0	0.0
400961	977.0	1637.0
157376	0.0	0.0
91574	1303.0	2733.0
157313	36.0	53.0
157317	0.0	2.0
147991	3102.0	5488.0
399495	1.0	1.0
159963	1.0	0.0
100506965	382.0	429.0
100506963	44.0	112.0
387495	0.0	0.0
387496	1889.0	586.0
387494	1.0	0.0
387491	0.0	2.0
387492	19.0	12.0
387486	0.0	0.0
157310	35.0	78.0
100506994	58.0	2214.0
338470	0.0	2.0
170302	32.0	313.0
204010	1.0	4.0
399473	77.0	98.0
399474	1280.0	235.0
91584	231.0	84.0
159989	35.0	81.0
91582	2737.0	5356.0
107126360	2.0	2.0
133383	394.0	612.0
100506930	535.0	2176.0
100820741	0.0	0.0
338448	0.0	0.0
8808	74.0	57.0
8809	155.0	104.0
54512	617.0	1851.0
54511	270.0	10.0
54510	2408.0	314.0
54516	574.0	746.0
8802	3596.0	4419.0
8803	2668.0	2438.0
54514	2.0	0.0
8800	1862.0	1828.0
8801	4550.0	5086.0
8807	22.0	12.0
400916	1155.0	1414.0
54518	309.0	160.0
8804	4492.0	6348.0
100506939	5.0	0.0
54517	673.0	1451.0
8805	2441.0	4923.0
8820	13.0	32.0
8821	2007.0	1390.0
338440	230.0	536.0
338442	152.0	262.0
8819	433.0	484.0
100820732	0.0	0.0
255620	0.0	0.0
54522	317.0	336.0
54521	1315.0	958.0
54520	1321.0	1423.0
100820735	0.0	0.0
8813	1228.0	1617.0
170393	8.0	26.0
8814	255.0	92.0
170392	3.0	0.0
100506925	0.0	1.0
8811	4.0	6.0
8812	463.0	654.0
8817	45.0	14.0
8818	1531.0	3462.0
54529	1939.0	2756.0
255626	0.0	0.0
8815	3961.0	6441.0
8816	3839.0	4394.0
170394	942.0	2966.0
8831	1016.0	634.0
8832	347.0	114.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1188.0	2179.0
54532	2286.0	1959.0
54531	1086.0	1652.0
54538	1411.0	360.0
8824	3166.0	4590.0
8825	363.0	856.0
54537	1477.0	2912.0
54536	1395.0	1595.0
8822	8.0	5.0
8823	0.0	0.0
54535	1205.0	1949.0
8828	3407.0	883.0
8829	5739.0	5226.0
8826	16228.0	14315.0
54539	2730.0	6412.0
8842	761.0	107.0
8843	21.0	12.0
8840	351.0	75.0
8841	2167.0	3949.0
100158257	0.0	0.0
54541	5761.0	3115.0
54540	897.0	1536.0
54545	3579.0	3709.0
54544	0.0	0.0
54543	4457.0	9077.0
54542	3162.0	3907.0
54549	2187.0	2030.0
8835	7469.0	5310.0
8836	234.0	210.0
8833	3959.0	4088.0
8834	1065.0	2684.0
54546	15.0	2.0
8839	613.0	18.0
8837	5884.0	6109.0
8838	27.0	8.0
101928483	54.0	17.0
8850	2779.0	2779.0
101928484	0.0	0.0
8853	830.0	982.0
8854	1929.0	773.0
8851	85.0	223.0
8852	0.0	0.0
400960	577.0	824.0
338412	1.0	1.0
338413	0.0	0.0
54552	702.0	772.0
400957	0.0	0.0
54551	58.0	65.0
54550	3.0	5.0
196996	177.0	230.0
400955	14.0	3.0
400954	150.0	637.0
54556	601.0	1215.0
54555	1928.0	4066.0
400952	5.0	27.0
54554	535.0	1107.0
400950	0.0	1.0
8846	541.0	686.0
100820709	0.0	0.0
8847	61.0	77.0
54558	724.0	457.0
8844	755.0	360.0
54557	787.0	764.0
8848	32528.0	32929.0
196993	42.0	101.0
8861	3237.0	4779.0
101928492	116.0	142.0
8864	3573.0	4438.0
6201	16366.0	50777.0
6203	29117.0	73191.0
8862	231.0	652.0
101928496	0.0	0.0
8863	3164.0	2075.0
6202	40205.0	117608.0
723972	6.0	12.0
400946	19.0	4.0
400945	39.0	23.0
54567	974.0	215.0
54566	1490.0	5455.0
400941	0.0	0.0
8857	3275.0	5163.0
8858	3.0	6.0
54569	0.0	1.0
8856	6.0	3.0
54568	0.0	0.0
8859	408.0	556.0
8871	2498.0	3053.0
8872	1897.0	1916.0
6210	14004.0	42112.0
8870	2121.0	2283.0
100421500	1.0	0.0
8875	175.0	116.0
8876	40.0	72.0
8874	3396.0	4292.0
100421506	0.0	3.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	2.0
54574	0.0	0.0
54573	0.0	1.0
54572	0.0	7.0
400932	0.0	6.0
54571	0.0	0.0
54578	10.0	2.0
255631	52.0	24.0
400931	47.0	81.0
54577	1.0	0.0
54576	1.0	4.0
54575	0.0	2.0
6205	39865.0	130803.0
100506915	8.0	20.0
8869	740.0	785.0
6204	4985.0	12093.0
6207	12688.0	31422.0
6206	26503.0	61661.0
8867	789.0	557.0
54579	0.0	0.0
6209	10130.0	36745.0
6208	27316.0	68497.0
170384	855.0	1229.0
100506916	1.0	0.0
8882	1727.0	2524.0
8883	1684.0	2571.0
8880	3736.0	5768.0
8881	2567.0	4514.0
8886	3725.0	4906.0
6223	20064.0	58577.0
100421512	0.0	0.0
8887	10791.0	11877.0
6222	54943.0	163962.0
8884	1055.0	2421.0
6224	24451.0	59909.0
100421515	40.0	39.0
54581	254.0	219.0
54580	0.0	0.0
54585	1327.0	1191.0
54584	160.0	320.0
54583	3138.0	3175.0
54587	1774.0	1291.0
54586	0.0	0.0
8879	5948.0	8227.0
170371	269.0	140.0
170370	0.0	1.0
8877	112.0	227.0
6218	20334.0	58252.0
6217	19339.0	52788.0
8878	11910.0	17739.0
6219	2.0	9.0
100506907	0.0	0.0
100506906	62.0	127.0
255649	0.0	1.0
6230	16335.0	38042.0
8893	2545.0	4275.0
8894	3088.0	5731.0
101928440	1.0	0.0
8891	1142.0	1590.0
6232	19510.0	45178.0
8892	1271.0	1773.0
6231	4411.0	9492.0
8897	536.0	805.0
6234	8630.0	25812.0
8898	3070.0	4558.0
6233	16529.0	43803.0
8895	9054.0	10916.0
6236	594.0	136.0
8896	1458.0	3254.0
6235	8126.0	20571.0
101928442	0.0	0.0
101928448	1.0	2.0
8890	1982.0	4671.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	0.0	6.0
253039	1108.0	1110.0
6227	8845.0	25034.0
6226	3.0	2.0
6229	31624.0	91977.0
8888	3780.0	4499.0
6228	24505.0	50480.0
6241	172.0	447.0
6240	3283.0	3654.0
100421411	0.0	0.0
6242	983.0	2593.0
100421413	15.0	7.0
101928455	3.0	0.0
6244	1.0	0.0
6247	3.0	13.0
100421415	3.0	4.0
6246	0.0	0.0
280644	0.0	0.0
253044	0.0	0.0
6238	18911.0	20130.0
6237	5441.0	2460.0
8899	4012.0	4708.0
6239	4161.0	5001.0
6252	1495.0	4701.0
100421420	3.0	18.0
6251	4143.0	2752.0
100421422	4.0	5.0
6253	913.0	1185.0
6256	5795.0	6304.0
100421424	0.0	1.0
6258	33.0	7.0
6257	2556.0	3244.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	1.0	0.0
280637	0.0	0.0
280636	1820.0	4170.0
253018	34.0	25.0
253017	0.0	0.0
253012	57.0	74.0
6249	6336.0	5340.0
6248	0.0	0.0
6263	163.0	63.0
100421431	2.0	2.0
6262	2417.0	145.0
100421432	2.0	4.0
101928470	0.0	0.0
100421433	1.0	0.0
100421436	45.0	149.0
100421439	0.0	5.0
6261	156.0	257.0
6260	3.0	3.0
6259	3858.0	3895.0
100421430	0.0	2.0
6274	42.0	8.0
6273	285.0	800.0
6276	10.0	3.0
6275	4497.0	492.0
6278	2.0	1.0
6277	15625.0	4663.0
6279	159.0	44.0
6272	7145.0	5370.0
6271	41.0	24.0
6285	262.0	12.0
6284	829.0	489.0
100421455	0.0	0.0
6286	852.0	120.0
6289	54.0	7.0
6288	145.0	51.0
6281	2623.0	13072.0
6280	739.0	255.0
6283	16.0	2.0
6282	7725.0	14079.0
123920	819.0	2172.0
100421451	0.0	0.0
6296	2611.0	5662.0
6295	2.0	4.0
6297	911.0	1416.0
6299	48.0	34.0
101928420	0.0	0.0
6290	0.0	1.0
6291	0.0	0.0
6294	3830.0	6613.0
6293	2708.0	4415.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	0.0	0.0
54505	3271.0	4015.0
280660	0.0	0.0
54504	1266.0	441.0
280661	5.0	34.0
54503	791.0	1339.0
54502	10255.0	15610.0
54509	51.0	31.0
123904	0.0	0.0
54508	106.0	154.0
100421473	0.0	0.0
54507	570.0	238.0
100421487	0.0	0.0
133308	463.0	367.0
147945	0.0	0.0
123970	0.0	0.0
100421480	1.0	6.0
147947	992.0	2012.0
147948	242.0	342.0
147949	288.0	674.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	2.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	1.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	655.0	955.0
147968	17.0	24.0
107126289	1.0	0.0
107126287	0.0	0.0
101060039	0.0	9.0
121360	0.0	0.0
101060032	5.0	4.0
135924	0.0	1.0
135927	2.0	3.0
121355	12.0	3.0
147906	1248.0	347.0
135932	58.0	58.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	1.0	1.0
147912	866.0	1833.0
135942	0.0	0.0
135941	0.0	0.0
121340	1.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	10.0	1.0
147923	493.0	715.0
147920	7.0	2.0
147929	153.0	274.0
104326192	0.0	0.0
104326193	0.0	5.0
375444	232.0	55.0
104326189	0.0	0.0
101060020	0.0	1.0
375449	3742.0	1950.0
104326188	0.0	0.0
121328	0.0	2.0
91653	3347.0	1292.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	596.0	2744.0
27085	148.0	176.0
27086	5665.0	10042.0
389756	0.0	1.0
147429	45.0	37.0
27089	3954.0	8068.0
91646	9.0	16.0
91647	683.0	1070.0
642968	3.0	2.0
135458	7.0	4.0
390766	0.0	2.0
27098	499.0	495.0
27099	0.0	2.0
27097	1279.0	1581.0
389741	98.0	199.0
27090	652.0	317.0
27091	0.0	0.0
27094	46.0	53.0
27095	2298.0	3704.0
27092	2006.0	2279.0
642976	5.0	0.0
400629	0.0	0.0
27093	2.0	1.0
160428	858.0	81.0
375133	181.0	204.0
387122	3.0	0.0
390730	4.0	3.0
390732	0.0	0.0
390735	0.0	0.0
387119	472.0	171.0
27063	41.0	5.0
387117	0.0	0.0
27069	8899.0	9654.0
400612	2.0	2.0
27067	2162.0	2531.0
27068	2751.0	4221.0
221908	321.0	1052.0
341799	0.0	0.0
400619	183.0	425.0
642987	167.0	159.0
400618	21.0	42.0
400617	60.0	66.0
64065	12531.0	14705.0
91662	45.0	273.0
91663	18799.0	21213.0
64064	56.0	53.0
64067	117.0	98.0
64066	0.0	0.0
91661	596.0	1059.0
91664	510.0	887.0
147463	521.0	3586.0
387111	1.0	2.0
27076	1181.0	785.0
390748	1.0	2.0
27077	385.0	415.0
400604	81.0	109.0
27074	294.0	417.0
27075	6728.0	14328.0
389766	1.0	3.0
387103	139.0	111.0
387104	11.0	3.0
27079	347.0	679.0
389763	0.0	0.0
341784	2.0	10.0
642996	0.0	2.0
27072	3913.0	4205.0
160419	1.0	1.0
64061	3005.0	2468.0
400609	0.0	0.0
160418	2815.0	1692.0
64063	515.0	767.0
27071	159.0	46.0
64062	2763.0	3402.0
91695	138.0	204.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	4.0	1.0
100313770	0.0	0.0
64077	1024.0	1041.0
91694	1945.0	1299.0
100313771	0.0	0.0
390790	1.0	0.0
221927	2695.0	7262.0
390792	3.0	3.0
400680	7.0	5.0
27043	3302.0	6137.0
27044	14886.0	36825.0
27042	1208.0	1691.0
389799	6.0	2.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	733.0	332.0
100313777	0.0	0.0
27040	2.0	7.0
100313774	1.0	0.0
64073	143.0	78.0
64087	14495.0	37174.0
221914	13.0	73.0
64089	526.0	513.0
100313781	0.0	0.0
91683	162.0	300.0
91689	2662.0	5543.0
100313780	0.0	0.0
245908	0.0	0.0
91687	200.0	304.0
245909	0.0	0.0
400673	350.0	479.0
389792	190.0	175.0
389791	3.0	0.0
387129	0.0	0.0
400668	0.0	1.0
389787	26.0	147.0
64081	570.0	1149.0
64080	259.0	454.0
64083	9602.0	17816.0
64084	3708.0	1921.0
64098	198.0	99.0
64097	1022.0	1598.0
400660	42.0	8.0
8909	12.0	9.0
27022	44.0	257.0
8907	2385.0	3285.0
341757	0.0	0.0
400658	15.0	32.0
8908	609.0	889.0
147407	0.0	1.0
27020	11389.0	7057.0
400657	454.0	460.0
27023	0.0	6.0
400654	0.0	0.0
64090	4.0	10.0
64092	164.0	70.0
64091	1998.0	268.0
8900	3.0	3.0
64094	3684.0	9264.0
8905	829.0	751.0
147409	25.0	14.0
64093	6206.0	412.0
8906	1073.0	2630.0
64096	0.0	0.0
8904	3577.0	8975.0
221935	1056.0	22154.0
221937	2242.0	3022.0
221938	2.0	3.0
400652	10.0	59.0
400650	0.0	7.0
27039	12.0	10.0
27032	15175.0	27885.0
27033	23.0	23.0
27030	1334.0	1281.0
27031	288.0	200.0
27036	24.0	13.0
400645	0.0	0.0
27037	1113.0	2475.0
400644	2.0	0.0
27034	4260.0	4935.0
400643	1289.0	16.0
27035	72.0	83.0
8912	5975.0	10474.0
100313769	0.0	1.0
8913	286.0	400.0
8910	1077.0	592.0
8911	5.0	2.0
8916	4405.0	4847.0
8914	1077.0	1399.0
8915	1028.0	2416.0
245935	1.0	0.0
245936	0.0	0.0
245937	4.0	1.0
245938	0.0	0.0
8930	1384.0	1788.0
245939	0.0	0.0
221960	157.0	361.0
245930	0.0	0.0
245931	0.0	0.0
245932	2.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	6103.0	7461.0
8927	137.0	167.0
8928	2.0	1.0
8925	5431.0	5306.0
8926	48.0	61.0
221955	804.0	1533.0
8941	2.0	20.0
8942	100.0	18.0
375189	6.0	22.0
8940	21.0	20.0
245940	0.0	0.0
206338	4.0	3.0
375190	531.0	316.0
196446	8.0	7.0
8934	1436.0	1302.0
8935	1769.0	2450.0
196441	1470.0	1613.0
8932	2656.0	4018.0
8933	4866.0	4192.0
8938	791.0	2989.0
8939	3848.0	4124.0
8936	348.0	778.0
326105	2.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	1721.0	1862.0
245910	0.0	0.0
206358	1298.0	6104.0
245911	0.0	1.0
245912	1.0	0.0
196415	0.0	0.0
642909	3.0	2.0
642907	0.0	0.0
8945	2321.0	3421.0
54659	6.0	3.0
54658	8.0	6.0
8943	9169.0	14853.0
54657	0.0	0.0
8944	0.0	0.0
196410	13.0	5.0
245927	0.0	0.0
245928	0.0	0.0
6300	478.0	1528.0
245929	0.0	0.0
6302	2435.0	3011.0
6301	6482.0	8963.0
160492	1.0	1.0
54662	2223.0	3498.0
54661	6.0	27.0
54660	23.0	9.0
54665	1897.0	1948.0
54664	7288.0	5614.0
54663	685.0	1730.0
8970	208.0	214.0
8971	4449.0	8869.0
101928363	3.0	2.0
8974	1527.0	1895.0
6311	2412.0	3079.0
8975	1287.0	1854.0
6310	3503.0	3047.0
91612	2858.0	2066.0
100421601	0.0	0.0
8972	19.0	12.0
8973	3.0	2.0
245972	92.0	23.0
245973	141.0	105.0
54677	3561.0	3750.0
54676	1478.0	1395.0
54675	2472.0	2546.0
147468	0.0	0.0
54674	454.0	16.0
6304	2846.0	5201.0
6303	12308.0	14430.0
8968	1.0	0.0
6305	4237.0	5829.0
91603	674.0	1360.0
91608	115.0	143.0
6307	6061.0	5419.0
642924	10.0	1.0
8969	70.0	55.0
6309	7597.0	10504.0
91607	715.0	301.0
6320	290.0	393.0
6322	370.0	197.0
8985	2560.0	6864.0
8986	1465.0	2675.0
64002	956.0	54.0
101928378	52.0	78.0
6324	249.0	396.0
64005	248.0	1128.0
6323	11.0	8.0
101928376	2.0	0.0
54680	1190.0	1377.0
642938	252.0	36.0
54682	2787.0	3639.0
54681	1911.0	4780.0
196403	2003.0	2587.0
6315	0.0	0.0
6314	1686.0	2131.0
6317	153.0	21.0
8976	4844.0	6528.0
6319	23240.0	18373.0
6318	3.0	6.0
642935	9.0	4.0
8992	6680.0	13293.0
8993	2.0	1.0
6331	112.0	28.0
8991	6364.0	5083.0
6330	572.0	244.0
100421621	10.0	6.0
8996	1823.0	3571.0
101928388	1.0	8.0
6332	2126.0	115.0
8997	757.0	879.0
8994	2681.0	4733.0
6335	51.0	34.0
8995	33.0	19.0
6334	173.0	164.0
147495	6587.0	2637.0
100421629	0.0	0.0
8989	4.0	2.0
6326	18.0	222.0
8987	401.0	317.0
6328	37.0	11.0
91624	6560.0	947.0
