id	81ef037f-28d3-4960-b814-37af7ff8f972	ecff0d66-7705-4671-9d00-99eced84c7d1
8317	382.0	312.0
8332	30.0	15.0
692110	6.0	2.0
8333	0.0	0.0
692111	5.0	3.0
8330	0.0	0.0
8331	24.0	21.0
8336	174.0	101.0
8337	5.0	7.0
8334	6591.0	5406.0
8335	66.0	61.0
148046	86.0	81.0
106481699	0.0	1.0
643182	0.0	0.0
643180	143.0	124.0
643181	0.0	0.0
8329	190.0	101.0
8328	3.0	7.0
8343	434.0	302.0
643198	0.0	0.0
8344	386.0	266.0
8341	345.0	314.0
8342	48.0	40.0
8347	1485.0	1272.0
8348	63.0	40.0
643199	0.0	0.0
8345	112.0	87.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	1.0	0.0
692108	5.0	6.0
692109	16.0	2.0
643193	0.0	0.0
8340	168.0	132.0
8338	189.0	133.0
8339	2584.0	2145.0
8354	31.0	23.0
8355	4.0	0.0
8352	185.0	143.0
8353	270.0	148.0
8358	45.0	43.0
8359	22.0	22.0
8356	26.0	14.0
8357	1572.0	1291.0
222235	46.0	50.0
106481679	1.0	0.0
222236	2340.0	2101.0
106481677	0.0	3.0
222234	392.0	342.0
106481678	0.0	0.0
8350	118.0	68.0
8351	561.0	319.0
148066	1.0	0.0
106481682	0.0	1.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	1.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	16437.0	12751.0
8365	921.0	676.0
8366	65.0	50.0
8363	33.0	28.0
8364	73.0	50.0
8369	0.0	0.0
163688	4.0	6.0
8367	260.0	162.0
8368	4.0	3.0
106481688	0.0	0.0
222223	1195.0	1054.0
106481689	0.0	0.0
8361	0.0	0.0
222229	1082.0	752.0
8362	23.0	21.0
8360	47.0	31.0
106481693	26.0	19.0
106481694	1.0	0.0
106481691	4.0	0.0
106481692	1.0	0.0
106481697	4.0	2.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	14.0	9.0
344697	22.0	15.0
106481690	6.0	1.0
728310	0.0	0.0
285830	54.0	34.0
8379	1662.0	1191.0
93556	0.0	0.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	673.0	591.0
106481655	0.0	0.0
285834	0.0	0.0
222256	91.0	86.0
106481656	6.0	3.0
8372	296.0	227.0
93550	764.0	703.0
8373	2.0	0.0
106481659	0.0	0.0
8370	35.0	21.0
728315	6.0	11.0
81577	3816.0	3001.0
106481660	0.0	0.0
81578	126.0	95.0
106481661	0.0	0.0
81579	4552.0	3827.0
81573	1114.0	1021.0
106481664	1.0	1.0
100271179	0.0	1.0
106481665	0.0	0.0
81575	923.0	723.0
106481662	0.0	0.0
81576	1352.0	904.0
106481663	6.0	4.0
81570	806.0	632.0
100271178	2.0	0.0
81571	133.0	80.0
81572	1048.0	819.0
645715	31.0	33.0
8387	0.0	0.0
8388	0.0	0.0
728300	15.0	15.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	2099.0	1536.0
8383	0.0	0.0
285848	4.0	2.0
8384	0.0	0.0
285849	89.0	102.0
8382	112.0	127.0
81566	2096.0	1605.0
106481671	0.0	0.0
106481672	1.0	0.0
81567	794.0	518.0
81569	19.0	7.0
106481670	0.0	0.0
81562	1980.0	1686.0
106481675	0.0	0.0
81563	3816.0	3406.0
246243	762.0	600.0
100271168	1.0	2.0
106481676	0.0	0.0
106481673	0.0	4.0
81565	2731.0	2079.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	1.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	1678.0	1204.0
8399	9.0	6.0
8396	4884.0	3896.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	1.0
285855	9684.0	7476.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3782.0	3084.0
106481639	0.0	0.0
8395	63.0	45.0
8392	0.0	0.0
106481637	0.0	2.0
106481638	0.0	0.0
100271158	3.0	1.0
106481642	23.0	11.0
106481643	0.0	0.0
246210	2.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	1.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	176.0	43.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	22.0	19.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	1.0	0.0
344653	1.0	0.0
100271141	2.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	343.0	319.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	2.0	0.0
106481617	0.0	0.0
93594	701.0	680.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	1114.0	1093.0
283208	193.0	169.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	2.0
100271132	1.0	3.0
100271131	0.0	0.0
100271133	1.0	0.0
100271130	0.0	0.0
93587	646.0	554.0
645771	5.0	8.0
93589	74.0	78.0
106481624	6.0	3.0
285800	8.0	9.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	1.0	2.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	0.0	7.0
100271129	0.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	1.0	1.0
100271122	0.0	0.0
199692	1044.0	923.0
645784	5.0	1.0
100271118	2.0	0.0
100271117	0.0	0.0
100271119	1.0	2.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	21.0	10.0
643115	4.0	4.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	9.0	10.0
643136	10.0	3.0
106481602	2.0	3.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	1.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	6.0	8.0
100271106	1.0	7.0
106481610	0.0	0.0
100271105	0.0	0.0
643126	0.0	0.0
199699	5.0	5.0
728393	0.0	0.0
100128899	0.0	1.0
728395	0.0	0.0
114625	1356.0	1087.0
54112	53.0	41.0
56776	105.0	69.0
283248	31.0	27.0
344729	0.0	0.0
100128894	1.0	3.0
100128893	21.0	22.0
100128890	29.0	23.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	1.0
100128888	10.0	3.0
114614	28.0	19.0
283238	0.0	0.0
100190800	2.0	1.0
283237	1013.0	833.0
283236	1.0	0.0
283234	284.0	211.0
728381	0.0	0.0
283232	1854.0	1339.0
728380	3.0	6.0
100128881	750.0	482.0
100128880	0.0	3.0
692099	267.0	196.0
114609	635.0	474.0
29128	1039.0	775.0
29123	5087.0	3994.0
344709	0.0	0.0
29122	10.0	8.0
29121	215.0	195.0
283229	7400.0	4922.0
29127	1848.0	1679.0
29126	68.0	67.0
29125	15.0	17.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	8.0	2.0
100128867	0.0	0.0
54145	0.0	1.0
54143	2.0	5.0
283219	372.0	328.0
54149	694.0	622.0
54148	1083.0	1042.0
54147	0.0	0.0
283212	41.0	38.0
692091	0.0	0.0
692092	0.0	0.0
692093	18.0	11.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	0.0	2.0
100128857	0.0	1.0
100271093	0.0	0.0
100271092	1.0	0.0
728350	17.0	39.0
285872	9.0	1.0
100128853	0.0	0.0
29109	1912.0	1362.0
29108	587.0	394.0
285877	0.0	0.0
29107	607.0	523.0
285878	0.0	0.0
29106	5.0	3.0
728358	0.0	0.0
29101	7479.0	6007.0
29100	1739.0	1442.0
29105	1518.0	1228.0
29104	569.0	554.0
29103	1282.0	1303.0
29102	3261.0	2862.0
100271098	6.0	2.0
283284	38.0	39.0
728343	0.0	0.0
728342	399.0	376.0
100128849	0.0	0.0
728344	1.0	5.0
100271081	3.0	5.0
100128845	1.0	0.0
728340	174.0	120.0
285888	0.0	0.0
29119	5.0	9.0
107057644	2.0	3.0
29118	6.0	4.0
107057647	0.0	0.0
114655	2.0	1.0
29117	3347.0	2882.0
107057646	1.0	0.0
114657	0.0	0.0
114659	352.0	291.0
126638	0.0	0.0
54165	1946.0	1910.0
126637	0.0	0.0
29110	1255.0	1107.0
29116	2216.0	1720.0
29115	2546.0	2114.0
29114	0.0	0.0
29113	1.0	0.0
100271087	8.0	6.0
100271089	1.0	0.0
100271085	0.0	0.0
100128836	3.0	1.0
728378	32.0	21.0
728377	124.0	97.0
100271070	1.0	0.0
285893	0.0	0.0
100128834	2.0	2.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	941.0	779.0
81793	20.0	7.0
81794	319.0	229.0
81796	852.0	777.0
81790	1117.0	1017.0
100271076	0.0	0.0
283267	438.0	366.0
91107	737.0	522.0
100128830	3.0	0.0
81792	151.0	161.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	1.0
100128827	0.0	0.0
728366	0.0	3.0
728361	2.0	0.0
100128822	625.0	539.0
728369	0.0	0.0
81786	27.0	17.0
54187	11355.0	8859.0
81788	615.0	480.0
81789	946.0	801.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	0.0
283254	211.0	131.0
126695	1581.0	1285.0
148003	0.0	0.0
378108	5.0	3.0
151649	13.0	16.0
151648	287.0	221.0
151647	12.0	12.0
151645	31.0	74.0
200909	0.0	0.0
200916	3765.0	3899.0
148014	4.0	3.0
151658	0.0	0.0
151651	55.0	56.0
56704	585.0	488.0
148022	1396.0	943.0
126669	247.0	210.0
126668	9.0	4.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	0.0	0.0
200931	244.0	205.0
200933	1526.0	1337.0
126661	91.0	53.0
56729	4.0	0.0
283298	277.0	181.0
283297	0.0	1.0
136051	541.0	416.0
138639	364.0	289.0
692076	3.0	0.0
391121	0.0	0.0
391120	0.0	0.0
391123	13.0	6.0
200942	1167.0	852.0
440577	23.0	66.0
440574	2013.0	1688.0
56731	6569.0	5385.0
100126270	2.0	0.0
692084	0.0	0.0
692085	0.0	0.0
692086	8.0	7.0
138649	31.0	27.0
200959	0.0	0.0
200958	240.0	208.0
391135	9.0	20.0
440567	163.0	213.0
391139	33.0	34.0
440563	0.0	1.0
440561	0.0	0.0
151613	1746.0	1592.0
692072	0.0	0.0
692075	42.0	36.0
692057	0.0	0.0
692058	3.0	3.0
124056	1.0	0.0
81706	67.0	59.0
391104	0.0	0.0
391107	0.0	0.0
391106	1.0	0.0
81704	669.0	544.0
391109	0.0	0.0
440595	353.0	438.0
56751	1.0	0.0
692063	0.0	0.0
8402	5098.0	3852.0
391110	0.0	0.0
8403	18.0	11.0
391112	0.0	0.0
124045	225.0	171.0
391114	0.0	0.0
124044	679.0	480.0
391115	0.0	0.0
440585	43.0	35.0
391117	0.0	0.0
440584	17.0	15.0
391119	0.0	0.0
54101	2022.0	1316.0
151636	4705.0	4250.0
440590	128.0	106.0
54103	518.0	490.0
54102	380.0	368.0
54108	1611.0	1338.0
54107	4008.0	3314.0
54106	0.0	2.0
692053	7.0	7.0
391040	1.0	1.0
645683	33.0	42.0
8410	0.0	0.0
645682	3.0	2.0
645688	7.0	14.0
391044	0.0	0.0
645687	1.0	0.0
8411	2236.0	2192.0
645686	0.0	0.0
8412	590.0	412.0
391045	0.0	0.0
440533	0.0	1.0
8406	134.0	111.0
8407	13565.0	10535.0
8404	22727.0	20613.0
8405	5539.0	4566.0
8408	4261.0	2924.0
8409	2735.0	2578.0
391051	2.0	6.0
8420	4664.0	3608.0
645694	0.0	4.0
391053	0.0	0.0
645693	41.0	67.0
643031	0.0	0.0
8424	323.0	289.0
8425	6285.0	4178.0
643037	0.0	1.0
163589	28.0	28.0
643034	0.0	0.0
440525	67.0	72.0
391059	414.0	388.0
645691	22.0	16.0
163590	1979.0	2156.0
8417	2568.0	2248.0
8418	189.0	158.0
8416	306.0	302.0
8419	1.0	0.0
8431	1.0	0.0
8435	3.0	1.0
8436	826.0	700.0
8433	2.0	1.0
8434	410.0	387.0
391026	0.0	0.0
440556	11.0	11.0
440560	0.0	0.0
8428	4330.0	3503.0
8427	3249.0	2307.0
103157000	0.0	0.0
8443	3997.0	3626.0
8440	3778.0	2528.0
8446	1118.0	1050.0
8447	490.0	349.0
8444	124.0	96.0
8445	989.0	927.0
391037	5.0	2.0
391039	4.0	5.0
643050	0.0	0.0
285905	29.0	23.0
285908	319.0	240.0
8439	2075.0	1788.0
8437	104.0	88.0
8438	364.0	255.0
8453	1923.0	1580.0
8454	3666.0	2807.0
8451	6168.0	5429.0
8452	4464.0	3841.0
8458	1036.0	868.0
8455	5139.0	4124.0
8456	47.0	56.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	6396.0	6003.0
106481583	0.0	0.0
106481584	1.0	2.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	1.0	0.0
106481586	0.0	0.0
8448	18.0	12.0
8449	2531.0	1856.0
106481580	0.0	0.0
8464	332.0	335.0
8462	1330.0	1111.0
8463	1962.0	1412.0
8468	1.0	3.0
391099	4.0	1.0
8467	8348.0	7865.0
342184	1606.0	1410.0
246312	0.0	0.0
106481589	0.0	0.0
8460	876.0	744.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	23.0	92.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	1458.0	1102.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	4088.0	3657.0
8473	7507.0	6046.0
440519	77.0	55.0
440518	0.0	0.0
8479	1120.0	848.0
440515	1397.0	1153.0
8477	56.0	41.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	2.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	2.0	10.0
8470	6966.0	6360.0
106481561	0.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	8.0	3.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	389.0	339.0
8484	2.0	1.0
391075	0.0	0.0
440508	1.0	1.0
391077	0.0	0.0
391076	0.0	0.0
8488	23.0	7.0
440503	337.0	288.0
8489	1.0	7.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	178.0	116.0
8483	84.0	51.0
8480	1761.0	1444.0
8481	2061.0	1859.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	1.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	9.0	5.0
8497	75.0	58.0
728431	249.0	189.0
8498	4358.0	3353.0
728430	5.0	0.0
100128934	0.0	0.0
8495	2394.0	1914.0
8496	2521.0	2025.0
91012	2039.0	1751.0
100128936	292.0	268.0
728432	0.0	0.0
100128930	0.0	0.0
8499	36.0	30.0
106481536	0.0	0.0
8490	4451.0	4218.0
106481537	0.0	0.0
285954	5.0	5.0
285955	20.0	7.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	689.0	702.0
54075	0.0	0.0
101669766	337.0	284.0
728434	0.0	0.0
91010	831.0	712.0
285958	861.0	684.0
101669767	4704.0	4024.0
8491	2229.0	2082.0
106481538	0.0	0.0
8492	142.0	110.0
54072	15.0	21.0
106481539	0.0	0.0
101669762	8.0	1.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	1.0	0.0
106481542	0.0	0.0
81693	23.0	21.0
100271056	0.0	0.0
100271050	9.0	3.0
100271053	1.0	1.0
93664	4813.0	4179.0
100128923	0.0	0.0
93663	2036.0	1957.0
285961	17.0	13.0
93668	0.0	0.0
285962	40.0	39.0
106481547	0.0	0.0
54082	3.0	1.0
106481548	0.0	0.0
285965	5.0	9.0
285966	281.0	185.0
106481545	2.0	4.0
106481546	0.0	1.0
93661	0.0	0.0
100128927	2752.0	2036.0
54084	7.0	3.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	12237.0	11111.0
106481551	0.0	1.0
54089	0.0	0.0
81689	2208.0	1547.0
54088	0.0	0.0
106481554	0.0	0.0
100271047	0.0	1.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	2.0
100128912	0.0	0.0
91039	2741.0	1909.0
342132	135.0	142.0
285971	925.0	689.0
285972	26.0	20.0
285973	64.0	51.0
100128911	0.0	0.0
728450	0.0	0.0
54093	892.0	726.0
106481514	2.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	9.0	11.0
106481513	0.0	0.0
54097	5174.0	4615.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	138.0	131.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	5.0	5.0
54098	0.0	0.0
246330	802.0	646.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	21.0	11.0
100271033	13.0	14.0
645619	10.0	5.0
100271031	7.0	4.0
344787	195.0	159.0
100128902	0.0	0.0
728441	37.0	25.0
100128903	1.0	0.0
222389	533.0	535.0
106481525	4.0	3.0
106481526	6.0	0.0
285987	49.0	36.0
106481523	0.0	0.0
285989	678.0	522.0
106481524	1.0	0.0
106481529	0.0	0.0
728448	30.0	19.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	2.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	715.0	522.0
91056	872.0	631.0
645641	4.0	0.0
91050	2299.0	1855.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	14.0	17.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	7.0	7.0
106481503	0.0	0.0
106481504	0.0	0.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	2.0	0.0
283316	159.0	161.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	10.0	13.0
283314	161.0	130.0
100271006	1.0	2.0
283310	196.0	138.0
344758	0.0	0.0
100271001	0.0	0.0
344752	0.0	0.0
728411	299.0	259.0
728410	0.0	0.0
643003	4.0	14.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	0.0	0.0
728409	0.0	0.0
283303	1.0	0.0
344741	1.0	0.0
728400	0.0	0.0
645676	196.0	157.0
285941	0.0	0.0
728405	0.0	0.0
285943	192.0	134.0
728407	125.0	76.0
728402	0.0	3.0
728403	0.0	0.0
643008	31.0	26.0
645668	3.0	1.0
100506658	1565.0	1334.0
100506655	2.0	4.0
81849	346.0	312.0
56890	560.0	528.0
56891	1.0	1.0
100506650	0.0	0.0
81846	3736.0	3186.0
81847	1655.0	1583.0
81848	586.0	473.0
56896	11.0	10.0
56897	3775.0	2925.0
81853	3787.0	3059.0
56898	492.0	394.0
81855	977.0	735.0
56899	223.0	175.0
56892	4047.0	3975.0
56893	2299.0	1885.0
121275	0.0	0.0
121278	0.0	0.0
56894	5249.0	3698.0
81850	0.0	0.0
145249	0.0	0.0
56895	277.0	209.0
81851	6.0	3.0
649137	2.0	0.0
81839	2101.0	1819.0
121274	1617.0	1508.0
121273	15.0	24.0
145264	0.0	0.0
121270	0.0	0.0
145258	56.0	54.0
121268	18.0	12.0
81844	4284.0	3692.0
145259	11.0	10.0
133283	461.0	722.0
375593	14.0	3.0
100506649	230.0	168.0
100506673	0.0	0.0
121260	1326.0	1118.0
145270	185.0	162.0
100506671	2.0	0.0
81875	2884.0	2331.0
81876	20089.0	14831.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	4.0
81872	0.0	1.0
81873	2357.0	1939.0
387597	139.0	142.0
100506668	405.0	382.0
160897	1421.0	1312.0
649159	0.0	0.0
145282	1101.0	1006.0
387590	284.0	248.0
81856	513.0	475.0
81857	2545.0	1646.0
100506660	38.0	32.0
81858	3310.0	2646.0
135886	1.0	1.0
147872	2.0	3.0
81889	1871.0	1378.0
145200	7.0	2.0
81892	1412.0	1701.0
81893	1.0	2.0
81894	1580.0	1408.0
81890	2209.0	1585.0
135892	7.0	3.0
649179	0.0	1.0
100506600	16.0	20.0
613126	36.0	18.0
81887	3044.0	2437.0
81888	385.0	252.0
145216	22.0	16.0
338591	0.0	0.0
649186	12.0	14.0
338596	41.0	28.0
338599	0.0	0.0
169200	1407.0	1221.0
145226	36.0	41.0
100506637	177.0	135.0
160857	298.0	257.0
160851	662.0	584.0
91227	3.0	6.0
157206	9.0	10.0
100506622	1.0	3.0
100856809	0.0	0.0
338588	0.0	0.0
145241	1.0	2.0
91219	1.0	1.0
650172	0.0	0.0
102724678	0.0	2.0
338579	0.0	0.0
326591	465.0	369.0
255738	79.0	45.0
338567	0.0	0.0
102724668	6.0	2.0
255743	9084.0	7688.0
56829	2384.0	2084.0
326586	0.0	0.0
102724655	0.0	0.0
554250	1.0	2.0
554251	155.0	135.0
338557	80.0	71.0
56832	0.0	0.0
56833	222.0	160.0
56834	2261.0	1667.0
554235	8.0	7.0
554236	4.0	5.0
56849	162.0	159.0
255725	0.0	1.0
56848	1176.0	734.0
56852	662.0	660.0
56853	18.0	9.0
102724631	0.0	0.0
56850	3204.0	2637.0
56851	3174.0	2590.0
100820829	199.0	156.0
101243555	3.0	2.0
196872	102.0	82.0
8501	7615.0	5981.0
8502	4499.0	3539.0
8500	3162.0	2470.0
253128	217.0	123.0
664701	154.0	109.0
255783	392.0	416.0
54207	0.0	0.0
54206	4452.0	3653.0
54205	6621.0	6497.0
664709	62.0	40.0
54209	200.0	169.0
196883	289.0	196.0
8512	9.0	6.0
8513	1.0	0.0
8510	3.0	2.0
8511	15.0	1.0
54210	47.0	30.0
81831	584.0	491.0
81832	4.0	2.0
81833	0.0	0.0
54212	2.0	2.0
170261	8.0	6.0
8505	2986.0	2503.0
8506	858.0	652.0
8503	4012.0	3570.0
8504	1000.0	855.0
8509	130.0	105.0
8507	6614.0	5434.0
255758	122.0	97.0
8508	6310.0	5004.0
8520	3360.0	3077.0
8521	4.0	2.0
169270	186.0	164.0
8522	659.0	554.0
102724605	0.0	0.0
554282	9.0	11.0
56886	9283.0	8039.0
54221	9.0	16.0
56888	3329.0	2870.0
554279	5.0	3.0
664722	2.0	2.0
56882	7826.0	6500.0
664721	4.0	12.0
255762	2.0	4.0
56884	1.0	1.0
8516	949.0	810.0
8517	198.0	121.0
8514	376.0	319.0
8515	83.0	63.0
56889	35253.0	32586.0
8518	2323.0	2045.0
8519	2784.0	1900.0
8530	151.0	144.0
326624	115.0	116.0
8531	10783.0	8997.0
326625	4075.0	3143.0
8534	69.0	61.0
326628	0.0	0.0
8535	2026.0	1392.0
326627	0.0	1.0
8532	31.0	18.0
8533	3261.0	2940.0
8527	2369.0	1699.0
8528	107.0	78.0
8525	2868.0	2096.0
8526	369.0	286.0
8529	109.0	88.0
8541	1779.0	1098.0
326613	1.0	0.0
8542	3109.0	2491.0
326615	0.0	0.0
8540	922.0	855.0
326614	0.0	0.0
8545	5805.0	5166.0
326617	0.0	0.0
8546	3688.0	3435.0
326616	1.0	0.0
8543	2086.0	1762.0
8544	760.0	635.0
253175	0.0	0.0
554300	0.0	1.0
8538	476.0	401.0
8539	6134.0	5280.0
8536	865.0	665.0
8537	1757.0	1450.0
8552	34.0	15.0
8553	20604.0	15606.0
8550	2305.0	1914.0
326603	25.0	12.0
8551	0.0	0.0
8556	873.0	791.0
326606	0.0	0.0
8557	20.0	24.0
8554	2963.0	2523.0
8555	924.0	749.0
326607	0.0	0.0
326609	0.0	0.0
255798	3.0	0.0
8549	81.0	61.0
8547	37.0	16.0
8548	1017.0	949.0
101409261	16.0	3.0
326611	6.0	2.0
8563	2746.0	2066.0
8564	20.0	15.0
8562	6264.0	5381.0
8567	4732.0	3682.0
8568	1772.0	1352.0
8565	6279.0	5220.0
8566	4550.0	3385.0
253152	8.0	7.0
8560	13054.0	10848.0
100132031	0.0	1.0
100132036	1.0	0.0
253143	3142.0	2545.0
8558	2396.0	1857.0
8559	582.0	467.0
8574	4046.0	3349.0
8575	2607.0	2287.0
8572	1443.0	1112.0
8573	2841.0	2471.0
8578	263.0	171.0
8576	2005.0	1709.0
8577	2.0	2.0
554354	0.0	1.0
8570	13743.0	9813.0
123811	1936.0	1646.0
8569	1185.0	925.0
8585	1.0	2.0
8586	0.0	0.0
101928770	2.0	5.0
8583	0.0	0.0
101928773	0.0	0.0
8587	0.0	0.0
8588	0.0	0.0
101928776	3.0	6.0
8581	22.0	22.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	16.0	8.0
101409257	7.0	10.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	810.0	640.0
8596	0.0	0.0
101928781	73.0	41.0
8594	0.0	0.0
8595	0.0	0.0
101928784	16.0	8.0
8590	3.0	0.0
8591	0.0	0.0
100132066	2.0	2.0
100421113	0.0	0.0
100421114	1.0	1.0
101928790	0.0	0.0
101928795	1.0	1.0
253190	159.0	109.0
100132073	0.0	0.0
100132074	158.0	145.0
100132079	0.0	1.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	12.0	9.0
100421125	0.0	0.0
91133	112.0	73.0
100421129	7.0	6.0
91137	2857.0	2618.0
101928720	35.0	24.0
375519	5.0	0.0
100856810	0.0	0.0
100421136	5.0	6.0
100421137	0.0	1.0
101928734	0.0	0.0
91120	186.0	216.0
101928736	180.0	117.0
147837	224.0	183.0
100421131	7.0	2.0
100421133	0.0	0.0
91156	36.0	32.0
100421146	0.0	0.0
160824	3.0	0.0
100421148	0.0	0.0
101928744	0.0	0.0
91151	335.0	270.0
147841	690.0	601.0
100421143	0.0	0.0
91149	0.0	0.0
101928752	0.0	0.0
91147	285.0	300.0
387509	328.0	242.0
100421153	0.0	0.0
100421167	1.0	1.0
91179	692.0	453.0
100506574	4.0	6.0
399520	450.0	327.0
100421178	0.0	0.0
100506564	1.0	0.0
121227	1737.0	1385.0
387521	2230.0	1592.0
387522	0.0	0.0
100421172	7.0	0.0
100421175	1.0	0.0
100421177	0.0	0.0
100506599	474.0	351.0
100856877	0.0	1.0
100421189	0.0	0.0
100856878	7.0	4.0
121214	2.0	0.0
387559	0.0	0.0
123876	1.0	0.0
123872	3.0	14.0
100421180	0.0	0.0
147808	454.0	397.0
100421185	14.0	7.0
147804	2124.0	1813.0
123879	559.0	539.0
147807	1257.0	1022.0
100421188	0.0	0.0
375567	0.0	0.0
399512	502.0	400.0
399511	260.0	138.0
91181	89.0	50.0
448990	0.0	3.0
101928715	2.0	0.0
100506581	58.0	32.0
100856881	0.0	0.0
100506775	2.0	1.0
100506779	47.0	31.0
160762	0.0	0.0
93953	25.0	19.0
104326057	0.0	0.0
399687	2012.0	1438.0
104326058	0.0	0.0
100506776	306.0	268.0
348094	154.0	120.0
160760	1771.0	1580.0
348093	514.0	424.0
