id	80d9227d-b41b-44eb-b230-cb1c14b5ee1a	30684606-b403-43ca-830f-05bc75ab7ac9
151195	729.0	1248.0
100873790	0.0	1.0
100873793	3.0	0.0
100873792	3.0	2.0
100873791	0.0	0.0
1462	1617.0	2412.0
100885776	311.0	226.0
100885777	4.0	6.0
1460	2323.0	2200.0
100885775	3.0	0.0
100885778	3.0	0.0
100885779	0.0	0.0
1459	3480.0	3547.0
200197	176.0	78.0
1457	5589.0	5384.0
1456	1278.0	1933.0
1455	2669.0	3094.0
1454	4292.0	9144.0
1453	6891.0	13966.0
1452	5905.0	10618.0
100873798	0.0	0.0
100873797	1.0	0.0
100131953	2.0	2.0
100873796	0.0	0.0
100873795	0.0	0.0
100873799	0.0	0.0
100873783	2.0	3.0
100873782	0.0	0.0
100873781	0.0	0.0
100873780	0.0	0.0
1473	10.0	2.0
1472	9992.0	18.0
1471	20071.0	20197.0
1470	30.0	34.0
1469	22.0	78.0
1468	972.0	1721.0
1466	476.0	1166.0
1465	96067.0	37936.0
1464	2721.0	1639.0
100131961	0.0	2.0
1463	5.0	2.0
100873787	0.0	0.0
100131964	5.0	2.0
100873786	0.0	0.0
100873785	0.0	0.0
100873784	5.0	1.0
100873788	0.0	0.0
100885798	0.0	0.0
100885799	0.0	0.0
1482	0.0	0.0
100885796	0.0	0.0
100885797	0.0	0.0
1481	0.0	2.0
1480	1.0	0.0
1479	1573.0	1492.0
1478	1282.0	844.0
1477	1584.0	2714.0
552900	0.0	0.0
1476	5738.0	4784.0
100131971	0.0	0.0
100885795	0.0	2.0
1475	616.0	131.0
100118954	7.0	2.0
1474	140.0	168.0
285103	0.0	0.0
1495	22012.0	22420.0
1493	4.0	126.0
1491	434.0	600.0
1490	23050.0	64585.0
100885789	6.0	20.0
100885780	0.0	0.0
1489	694.0	360.0
100131980	0.0	0.0
1488	4168.0	7588.0
100131981	0.0	0.0
1487	6249.0	7562.0
1486	1750.0	4350.0
100885781	0.0	0.0
100131983	2.0	0.0
1485	0.0	0.0
100885782	0.0	1.0
100287798	0.0	0.0
442485	0.0	0.0
1499	17576.0	25632.0
442479	1.0	0.0
1497	2451.0	1557.0
1496	521.0	12.0
100131995	0.0	0.0
100131997	10.0	8.0
100131998	66.0	120.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	0.0
100287768	0.0	0.0
100287765	123.0	130.0
442486	0.0	0.0
285154	61.0	79.0
101059920	0.0	9.0
10251	276.0	137.0
10250	8735.0	7222.0
118945	0.0	0.0
106660612	323.0	448.0
106660611	4.0	0.0
101059926	0.0	0.0
131920	0.0	0.0
106660610	0.0	0.0
645161	1.0	2.0
645160	29.0	30.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	0.0
100873716	0.0	0.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	9.0	0.0
100033449	0.0	0.0
100873719	1.0	0.0
10253	1023.0	1002.0
100033443	0.0	0.0
100873710	1.0	0.0
10252	3287.0	7496.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	3.0	11.0
10254	2236.0	3961.0
100033446	0.0	0.0
10257	1843.0	89677.0
100873714	0.0	0.0
10256	1631.0	1409.0
100033440	0.0	0.0
100128372	10.0	4.0
100873713	0.0	0.0
100033441	0.0	0.0
100873712	0.0	0.0
143903	507.0	658.0
100033442	0.0	0.0
100873711	0.0	0.0
10260	1650.0	1980.0
10262	4864.0	3910.0
10261	92.0	345.0
118932	32.0	275.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	2.0	5.0
100873707	0.0	0.0
100873706	0.0	1.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	4.0	1.0
106660616	1.0	0.0
100873709	0.0	0.0
100873708	1.0	0.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	6126.0	2890.0
100033455	0.0	0.0
442429	0.0	0.0
10266	323.0	938.0
100033456	0.0	0.0
100128368	0.0	0.0
10265	41.0	150.0
10268	406.0	1799.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	1913.0	9742.0
285172	1153.0	1006.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	5181.0	7272.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	108.0	2344.0
118924	1303.0	891.0
101059905	0.0	0.0
10239	1871.0	1581.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	8105.0	8307.0
442454	5.0	7.0
106481089	1.0	0.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	1.0	4.0
100873737	0.0	0.0
106481087	0.0	3.0
100033425	0.0	0.0
100033426	0.0	3.0
100033427	1.0	0.0
442459	1.0	0.0
100033428	0.0	1.0
10231	2381.0	1322.0
100033421	0.0	0.0
100873732	3.0	4.0
106481080	0.0	0.0
10230	579.0	376.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	1.0
10233	453.0	448.0
285180	4.0	25.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	2617.0	48.0
100033424	1.0	0.0
10235	350.0	609.0
100873736	0.0	2.0
106481084	0.0	0.0
10234	157.0	98.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	2131.0	2252.0
100873734	0.0	1.0
106481082	0.0	1.0
10236	8403.0	8627.0
100873733	1.0	2.0
100033420	1.0	0.0
106481083	0.0	0.0
285189	0.0	2.0
10240	736.0	609.0
645191	4.0	29.0
101059914	0.0	0.0
101059918	20.0	21.0
100873729	0.0	0.0
442442	0.0	0.0
106481099	0.0	0.0
10249	6.0	0.0
100873728	0.0	0.0
442444	0.0	0.0
100873727	0.0	0.0
106481097	3.0	1.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	1.0
100033438	1.0	0.0
100033439	1.0	2.0
10242	191.0	26.0
100873721	0.0	0.0
106481091	3.0	0.0
100033432	0.0	0.0
10241	7694.0	6098.0
285190	3.0	3.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	793.0	1074.0
100033434	3.0	0.0
10243	1614.0	1541.0
100033435	7.0	10.0
106481090	0.0	0.0
10246	1.0	0.0
285193	226.0	284.0
100873725	1.0	0.0
106481095	0.0	0.0
10245	1860.0	2080.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	978.0	1081.0
285195	561.0	2013.0
100033430	0.0	1.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	811.0	928.0
100128341	0.0	0.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	1.0	1.0
100128337	2.0	0.0
128312	13.0	262.0
100128339	0.0	0.0
100128338	553.0	2183.0
116328	41.0	312.0
118987	9039.0	3354.0
10217	4592.0	3139.0
106481066	0.0	1.0
10216	18.0	24.0
106481067	0.0	0.0
10219	38.0	67.0
106481064	0.0	0.0
10218	191.0	284.0
100873759	0.0	1.0
106481065	0.0	0.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	0.0
100873753	1.0	0.0
10211	9634.0	7725.0
100873752	0.0	0.0
10210	1586.0	1897.0
100873751	0.0	0.0
10213	2295.0	2609.0
128308	1427.0	1075.0
100873758	0.0	0.0
106481062	1.0	0.0
10212	1041.0	1619.0
100873757	2.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	0.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	28.0	4.0
100128327	2.0	3.0
10228	1439.0	1913.0
106481077	2.0	0.0
10227	1982.0	4855.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1017.0	2054.0
10229	1577.0	2862.0
100873748	0.0	0.0
106481076	0.0	0.0
106481079	18.0	7.0
10220	1078.0	1306.0
100873743	0.0	0.0
100873742	1.0	1.0
106481070	0.0	0.0
100873741	1.0	0.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	1977.0	43735.0
100873740	0.0	0.0
10224	207.0	196.0
100873747	15.0	10.0
106481073	0.0	0.0
10223	0.0	8.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	8.0	1.0
10226	2701.0	5489.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	60.0	579.0
106481072	0.0	0.0
100873744	0.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	0.0	3.0
106481044	0.0	0.0
106481045	1.0	0.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	1.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	3.0	2.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	44.0	62.0
100873777	0.0	0.0
100128307	52.0	0.0
101059953	0.0	1.0
100873760	0.0	0.0
285148	1469.0	1346.0
10206	1939.0	1854.0
106481055	0.0	0.0
10205	11810.0	6827.0
106481056	0.0	0.0
10208	784.0	678.0
106481053	0.0	0.0
10207	3808.0	4665.0
106481054	2.0	3.0
106481059	0.0	0.0
10209	26437.0	35101.0
106481057	2.0	1.0
442405	1.0	0.0
106481058	0.0	0.0
100131940	0.0	0.0
100873765	0.0	2.0
442406	0.0	0.0
100873764	0.0	0.0
10200	522.0	623.0
100128302	2.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	37.0	38.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	640.0	705.0
100873768	0.0	1.0
106481052	0.0	0.0
10204	3187.0	3302.0
100873767	0.0	1.0
100131947	1.0	0.0
10203	590.0	2268.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	7.0	340.0
319099	0.0	5.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1094.0	846.0
728957	0.0	0.0
106481018	0.0	0.0
728953	7.0	6.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	3719.0	3464.0
106481020	0.0	0.0
106481021	10.0	0.0
58158	0.0	2.0
106481026	0.0	0.0
116255	7.0	2.0
58157	4.0	0.0
106481027	1.0	2.0
106481024	0.0	0.0
106481025	1.0	0.0
128229	15.0	33.0
167838	38.0	334.0
319093	14.0	8.0
131890	1.0	3.0
116238	273.0	769.0
728945	0.0	0.0
728947	0.0	0.0
106481028	0.0	0.0
106481029	1.0	0.0
58160	0.0	1.0
106481033	0.0	0.0
143872	163.0	797.0
106481034	3.0	5.0
106481031	0.0	0.0
106481032	0.0	0.0
728938	4.0	1.0
106481037	1.0	0.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	0.0
143879	486.0	317.0
167826	0.0	0.0
128218	1272.0	3970.0
106481030	0.0	0.0
10190	934.0	1408.0
728970	0.0	0.0
10194	2610.0	3207.0
10193	2353.0	10741.0
645104	0.0	0.0
10196	563.0	878.0
101059988	0.0	0.0
10195	2232.0	2668.0
728978	17.0	2.0
153218	2716.0	6.0
116228	377.0	403.0
106481000	1.0	1.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	0.0
143884	1369.0	1055.0
116236	783.0	790.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	534.0	583.0
10197	4533.0	6314.0
143888	2912.0	2462.0
10199	1941.0	2677.0
128209	7.0	1.0
346689	37.0	29.0
319087	0.0	0.0
344022	7.0	0.0
319089	6.0	1688.0
153201	40.0	0.0
319085	1.0	2.0
106481008	1.0	0.0
106481009	1.0	0.0
58189	1961.0	1158.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	5.0	0.0
728962	1.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	615.0	265.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	557.0	990.0
106481013	0.0	0.0
116224	1619.0	1827.0
106481014	3.0	4.0
344018	0.0	5.0
645108	0.0	0.0
58190	9866.0	13449.0
346673	0.0	0.0
10170	11.0	118.0
645121	268.0	22.0
58191	2226.0	4286.0
645120	0.0	0.0
10172	285.0	298.0
10171	702.0	599.0
645126	2.0	7.0
10174	3630.0	7930.0
728911	0.0	0.0
728913	458.0	647.0
128272	1455.0	429.0
100033407	2.0	1.0
100033409	0.0	0.0
10175	3648.0	4833.0
10178	91.0	563.0
10179	1023.0	1720.0
10181	3157.0	4704.0
10180	2547.0	3008.0
645136	0.0	0.0
10184	2682.0	1186.0
116285	210.0	2100.0
100033418	1.0	0.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	3.0	2.0
100033415	0.0	0.0
100033416	12.0	12.0
100033417	0.0	0.0
10187	0.0	0.0
10186	1144.0	1970.0
10189	1615.0	2493.0
645129	5.0	10.0
10188	844.0	4164.0
100033413	1.0	4.0
645145	0.0	0.0
346653	39.0	71.0
645142	0.0	0.0
10150	4887.0	3562.0
10152	3866.0	4813.0
10151	2.0	3.0
200205	595.0	539.0
728933	0.0	0.0
202865	0.0	0.0
728931	0.0	1.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	575.0	706.0
728929	0.0	0.0
100873818	0.0	0.0
10154	507.0	697.0
10153	2093.0	3551.0
10156	58.0	42.0
10155	12240.0	15012.0
10158	589.0	1407.0
100873813	0.0	0.0
10157	850.0	1248.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	7278.0	5862.0
131870	4933.0	4514.0
10161	2146.0	2049.0
10160	3761.0	6745.0
10163	10660.0	10548.0
131873	3.0	7.0
645158	46.0	33.0
10162	844.0	3243.0
728921	0.0	0.0
128240	4891.0	5119.0
728920	7.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	5.0	2.0
100873807	0.0	0.0
10165	2615.0	1550.0
10164	4.0	4.0
128239	32.0	154.0
10166	105.0	262.0
10169	21976.0	24578.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1156.0	736.0
100873801	0.0	0.0
100128385	46.0	18.0
100287755	1.0	1.0
165257	0.0	1.0
200232	2.0	2.0
100287745	14.0	6.0
1503	1840.0	1665.0
1501	133.0	432.0
1500	24459.0	22083.0
1509	56545.0	35309.0
1508	46348.0	44224.0
1506	0.0	0.0
1504	0.0	23.0
1514	6593.0	4117.0
1513	728.0	1887.0
1512	12264.0	9857.0
1511	76.0	53.0
1510	280.0	41.0
346606	0.0	1.0
1519	3400.0	5964.0
1518	0.0	0.0
1517	1.0	0.0
1515	53.0	222.0
100287725	1.0	4.0
100287722	6.0	7.0
1525	5680.0	4081.0
1524	111.0	89.0
1523	7333.0	9621.0
1522	6632.0	6326.0
1521	43.0	151.0
1520	2803.0	4407.0
200261	0.0	0.0
1528	8797.0	9475.0
1527	0.0	0.0
100287718	0.0	18.0
728992	14.0	14.0
100287715	0.0	2.0
728990	0.0	0.0
165215	235.0	316.0
728996	3.0	1.0
1536	490.0	1896.0
1535	5322.0	1778.0
1534	14909.0	18598.0
1539	0.0	0.0
1538	0.0	0.0
1537	5241.0	5105.0
100287708	0.0	0.0
153222	4250.0	1984.0
1550	0.0	0.0
1545	3652.0	5668.0
1544	259.0	2.0
1543	247.0	7.0
1540	3892.0	3445.0
1549	2.0	6.0
1548	20.0	91.0
1558	32.0	14.0
1557	0.0	0.0
1556	25.0	64.0
200298	0.0	8.0
1555	0.0	4.0
1553	1.0	1.0
1551	150.0	12.0
1559	4.0	0.0
153241	1474.0	1359.0
1572	0.0	0.0
1571	660.0	38.0
1568	3.0	2.0
1565	17.0	40.0
1564	5.0	12.0
1562	2.0	0.0
100131828	0.0	1.0
1583	255.0	18.0
1582	112.0	6.0
1581	4.0	0.0
1580	5874.0	413.0
1579	0.0	4.0
1577	2041.0	215.0
1576	5.0	0.0
1573	77.0	1148.0
285203	1807.0	1827.0
1594	114.0	32.0
285205	1.0	2.0
1593	4678.0	2248.0
1592	37.0	4.0
1591	220.0	852.0
1590	9.0	25.0
10307	433.0	657.0
1589	18.0	25.0
1588	19.0	2.0
10309	983.0	238.0
1587	0.0	0.0
1586	11.0	15.0
10308	428.0	472.0
1585	0.0	0.0
1584	0.0	0.0
100131842	4.0	3.0
10301	301.0	133.0
100131846	1.0	0.0
10300	1179.0	2000.0
10302	1243.0	819.0
100287692	0.0	0.0
1596	1.0	0.0
1595	292.0	431.0
100131855	0.0	0.0
285220	145.0	1248.0
285224	0.0	0.0
101180898	0.0	1.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	6.0	31.0
100131874	0.0	1.0
100131879	0.0	0.0
442590	9.0	17.0
100131881	0.0	0.0
100131893	0.0	1.0
100131897	4.0	5.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	7013.0	8070.0
10371	158.0	283.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	5589.0	7360.0
100128252	1637.0	2246.0
100873835	0.0	0.0
285282	2071.0	1407.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	138.0	274.0
285286	13.0	20.0
10381	6.0	49.0
10380	1256.0	1207.0
10383	12193.0	32331.0
10382	23.0	62.0
118813	1635.0	1623.0
102466906	0.0	0.0
118812	698.0	577.0
100885800	4.0	0.0
645051	0.0	0.0
100873828	0.0	1.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	710.0	604.0
100873820	0.0	0.0
10384	1492.0	1817.0
10389	47.0	135.0
100873824	5.0	0.0
10388	39.0	323.0
100873823	0.0	0.0
100873822	0.0	3.0
100873821	0.0	0.0
285296	3.0	2.0
645065	0.0	0.0
100128237	0.0	1.0
10350	121.0	101.0
102466918	0.0	0.0
442582	188.0	193.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	77.0	115.0
10352	789.0	1391.0
100873853	1.0	0.0
10351	559.0	1200.0
100873852	0.0	1.0
10354	1350.0	1184.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	2.0
790952	0.0	0.0
100873857	0.0	0.0
10355	0.0	1.0
100873856	1.0	0.0
100873855	0.0	2.0
10357	39.0	9.0
790955	1114.0	2088.0
100873854	0.0	0.0
131831	13.0	4.0
100128227	3.0	0.0
10361	89.0	192.0
10360	353.0	462.0
645073	0.0	0.0
442572	7.0	17.0
100873849	2.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1199.0	914.0
100873842	0.0	0.0
10362	3193.0	15995.0
100873841	0.0	0.0
10365	1169.0	2071.0
100873840	0.0	0.0
10367	2719.0	3220.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	0.0	7.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	943.0	1092.0
100128217	0.0	0.0
503838	10.0	6.0
503837	0.0	0.0
503834	2.0	1.0
645084	0.0	3.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	2.0	13.0
503840	2.0	0.0
100885850	10.0	8.0
116211	1.0	18.0
100873875	0.0	0.0
10330	1655.0	1578.0
100873874	0.0	0.0
10332	12.0	10.0
100873873	0.0	0.0
10331	1733.0	482.0
100873872	0.0	0.0
100873879	2.0	0.0
10333	29.0	114.0
100873878	0.0	0.0
10336	2032.0	4205.0
100873877	0.0	0.0
10335	4283.0	3131.0
285242	9.0	3.0
100885848	76.0	69.0
100873860	0.0	2.0
118856	28.0	2.0
645094	13.0	9.0
10349	37.0	41.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	1.0	2.0
10343	25.0	33.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	6369.0	6235.0
100873861	0.0	0.0
100131801	1285.0	831.0
10345	217.0	1.0
10344	3.0	0.0
100873867	0.0	0.0
10347	1126.0	775.0
100873866	0.0	0.0
10346	4598.0	2974.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	1.0	2.0
10316	80.0	39.0
10318	8453.0	6529.0
10317	15.0	61.0
10319	587.0	1044.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	3.0	6.0
100873895	0.0	0.0
100873894	18.0	24.0
10312	3269.0	3737.0
10311	1634.0	2855.0
100131814	137.0	63.0
10314	3479.0	4868.0
100873899	2.0	2.0
10313	13341.0	8926.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	229.0	180.0
285267	418.0	211.0
100873882	2.0	1.0
285268	1278.0	1163.0
100873881	0.0	7.0
100873880	0.0	0.0
202915	1293.0	3309.0
100885864	0.0	0.0
100885866	60.0	61.0
102466967	0.0	0.0
10327	5018.0	8613.0
10326	2.0	32.0
10329	952.0	1348.0
10328	1110.0	1148.0
442523	3.0	43.0
442524	62.0	87.0
442525	0.0	2.0
100873886	0.0	3.0
100873885	0.0	0.0
10321	63419.0	806.0
100873884	0.0	0.0
10320	253.0	950.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1634.0	1757.0
100873889	0.0	0.0
100131825	33.0	73.0
10325	1055.0	945.0
100873888	1.0	2.0
100131827	447.0	269.0
100873887	0.0	0.0
10324	39.0	34.0
344178	0.0	0.0
102466972	0.0	0.0
116135	1.0	6.0
102466985	0.0	0.0
344167	0.0	0.0
102466984	0.0	0.0
128102	1.0	2.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	377.0	1050.0
116123	0.0	0.0
102466995	0.0	0.0
116113	2835.0	8908.0
83259	76.0	46.0
116115	813.0	621.0
344148	43.0	302.0
128153	362.0	99.0
645001	3.0	2.0
10291	9559.0	10417.0
645000	3.0	2.0
10290	1731.0	1230.0
10293	79.0	119.0
10295	3719.0	4046.0
10294	4611.0	4348.0
100128292	86.0	22.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	1.0
116179	1.0	3.0
100873919	1.0	0.0
100873918	0.0	10.0
100873917	0.0	0.0
10297	157.0	159.0
10296	3556.0	3095.0
100128299	0.0	2.0
10299	7232.0	7312.0
10298	5094.0	6876.0
100873912	4.0	6.0
100873911	1.0	0.0
116173	71.0	18.0
100873910	0.0	0.0
645015	6.0	4.0
200315	0.0	6.0
200316	813.0	244.0
200312	616.0	1007.0
100873904	0.0	0.0
100873902	0.0	6.0
100873909	1.0	1.0
100873907	5.0	3.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	88.0	19.0
100873900	0.0	0.0
645024	2.0	0.0
100775107	10.0	12.0
10270	1837.0	1809.0
645027	14.0	4.0
10273	2375.0	2945.0
100775104	6.0	18.0
10272	712.0	1538.0
100008586	0.0	0.0
116149	16.0	24.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	30.0	24.0
100873935	0.0	3.0
116159	1721.0	1399.0
100873939	0.0	0.0
100873930	20.0	58.0
10274	2143.0	1425.0
10277	3981.0	4599.0
10276	5795.0	6338.0
10279	1676.0	282.0
100873934	4.0	0.0
10278	1585.0	2388.0
100873933	0.0	0.0
116151	9903.0	14187.0
100873932	4.0	6.0
116150	1957.0	2333.0
100128275	1.0	5.0
10280	3321.0	4623.0
10282	2643.0	1446.0
10281	0.0	0.0
10284	6603.0	6306.0
647696	0.0	0.0
10283	1283.0	963.0
116138	6057.0	5588.0
645030	0.0	2.0
1602	515.0	1325.0
1601	1607.0	5220.0
100873926	0.0	0.0
1600	884.0	108.0
100128260	0.0	1.0
116143	71.0	50.0
100873924	2.0	4.0
100873929	0.0	0.0
100873928	3.0	0.0
10286	1828.0	2347.0
10285	1342.0	1577.0
1609	689.0	944.0
100128266	0.0	0.0
1608	538.0	126.0
10288	40.0	256.0
1607	17.0	12.0
10287	181.0	367.0
1606	1152.0	2186.0
100873923	6.0	5.0
10289	2223.0	2210.0
1605	8058.0	9275.0
100128262	1.0	216.0
100873922	7.0	0.0
1604	2659.0	3237.0
100873921	0.0	0.0
1603	10793.0	6125.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	4.0	0.0
319133	10.0	23.0
319134	6.0	8.0
100287635	0.0	0.0
319130	3.0	3.0
319139	0.0	0.0
319135	0.0	1.0
100287630	0.0	0.0
319136	1.0	0.0
552891	0.0	0.0
319138	3.0	11.0
1613	2178.0	3485.0
200350	3.0	2.0
1612	2602.0	2033.0
1611	20630.0	11659.0
165140	101.0	99.0
1610	0.0	0.0
552889	9037.0	7412.0
1618	0.0	3.0
1617	0.0	0.0
1616	3126.0	2660.0
1615	4776.0	4787.0
319142	0.0	0.0
319143	2.0	2.0
319144	0.0	0.0
319145	1.0	0.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	0.0
1622	13186.0	16663.0
1621	216.0	70.0
1620	316.0	36.0
1629	3132.0	4701.0
552879	0.0	0.0
1628	1044.0	544.0
1627	2776.0	3015.0
319111	0.0	1.0
128178	1231.0	186.0
319112	3.0	0.0
100287616	476.0	677.0
393046	0.0	0.0
319117	3.0	0.0
319118	0.0	0.0
319114	4.0	1.0
1635	3599.0	4730.0
200373	84.0	31.0
1634	15885.0	12218.0
1633	643.0	1388.0
1632	3009.0	2782.0
552860	60.0	2.0
1630	237.0	4.0
1639	9021.0	9918.0
1638	26.0	11.0
1636	12109.0	1170.0
319122	1.0	1.0
319123	0.0	0.0
100287603	1.0	3.0
319128	6.0	0.0
319129	2.0	1.0
1646	118.0	65.0
1645	187.0	298.0
1644	19.0	8.0
1643	2038.0	752.0
85824	11.0	10.0
1642	28852.0	17274.0
1641	6.0	1.0
552859	0.0	0.0
1649	619.0	839.0
1647	4853.0	2472.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	1.0	13.0
1660	10024.0	9544.0
1657	2616.0	9181.0
1656	9683.0	9483.0
1655	21422.0	46806.0
1654	13292.0	21749.0
1653	6090.0	5421.0
1652	1442.0	4183.0
346708	0.0	0.0
1650	16975.0	14887.0
346702	6.0	0.0
1659	2575.0	3230.0
319100	0.0	0.0
319101	1.0	2.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	2753.0	2780.0
1665	4339.0	6819.0
1663	412.0	811.0
1662	1109.0	1369.0
1661	4.0	1.0
1669	0.0	2.0
1678	211.0	431.0
1677	160.0	217.0
1676	3466.0	3076.0
1675	1155.0	833.0
1674	103498.0	40328.0
1673	0.0	0.0
1672	1290.0	24.0
153129	408.0	558.0
1690	1004.0	655.0
165100	0.0	0.0
1687	680.0	385.0
85865	1004.0	1148.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	3.0	3.0
10415	0.0	20.0
10417	505.0	34531.0
493861	155.0	65.0
493860	9.0	5.0
100287591	0.0	0.0
10419	2524.0	3310.0
10418	677.0	1105.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2116.0	618.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	12.0	11.0
10411	2028.0	945.0
10410	20544.0	12995.0
100873559	0.0	0.0
10413	14691.0	6665.0
100873558	0.0	0.0
10412	3704.0	3142.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1199.0	1189.0
442266	7.0	1.0
10425	2830.0	3625.0
442267	1.0	1.0
10428	2528.0	2386.0
