id	497d8716-c8a0-4b3d-b0ec-b491f0f056cd	cf98581e-c0bf-4224-9862-6f4c5c18d7e8
63971	17068.0	6674.0
63974	0.0	0.0
163049	3971.0	2672.0
63973	0.0	1.0
63976	300.0	53.0
222068	11383.0	12720.0
63978	2.0	0.0
63977	796.0	775.0
63979	864.0	642.0
728524	0.0	0.0
3748	171.0	233.0
163051	33.0	31.0
3749	2070.0	227.0
163050	94.0	62.0
3741	122.0	10.0
645548	13.0	1.0
3743	300.0	2.0
3744	1.0	0.0
3745	6450.0	530.0
3746	115.0	28.0
3747	34.0	31.0
285671	4946.0	772.0
285672	4043.0	1635.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	1866.0	61.0
285676	191.0	34.0
3761	1.0	0.0
100128657	0.0	0.0
285679	5.0	3.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	583.0	532.0
283008	23.0	15.0
3751	108.0	8.0
100873435	0.0	1.0
3752	9824.0	10996.0
100873434	0.0	0.0
3753	5.0	9.0
100873433	0.0	0.0
3754	595.0	10.0
100873432	0.0	0.0
3755	1863.0	267.0
100873439	0.0	0.0
3756	321.0	5.0
100873438	0.0	0.0
3757	8528.0	718.0
100873437	0.0	0.0
3758	4.0	2.0
100873436	0.0	0.0
100873420	2.0	0.0
3770	76.0	124.0
3772	207.0	31.0
100861458	0.0	0.0
100861453	20.0	10.0
100861455	0.0	0.0
1107	29357.0	23024.0
1106	11425.0	7631.0
1105	3589.0	1370.0
1104	937.0	2983.0
100873429	0.0	0.0
1103	0.0	0.0
1102	4244.0	778.0
1101	58.0	5.0
3762	419.0	253.0
100873424	0.0	0.0
3763	213.0	126.0
100128640	653.0	411.0
100873423	0.0	0.0
3764	4401.0	394.0
100873422	0.0	0.0
3765	1.0	4.0
100873421	2.0	0.0
3766	60.0	17.0
100873428	0.0	0.0
3767	1219.0	2862.0
100873427	0.0	0.0
3768	1120.0	583.0
1109	0.0	0.0
100873426	0.0	0.0
1108	29102.0	14398.0
3769	1.0	3.0
100873425	0.0	0.0
100128637	3.0	0.0
100128639	0.0	0.0
3780	81.0	18.0
100873453	0.0	0.0
3781	1485.0	3528.0
100873452	0.0	0.0
3782	4912.0	389.0
100873451	0.0	0.0
3783	308.0	148.0
100873450	0.0	0.0
1121	3452.0	2172.0
100861468	0.0	1.0
1120	88.0	87.0
100861469	0.0	0.0
1118	34.0	118.0
1117	314.0	574.0
1116	748.0	574.0
1114	354.0	175.0
1113	1131.0	534.0
1112	21592.0	8313.0
1111	366.0	567.0
3773	100.0	17.0
100873457	1.0	0.0
100873456	0.0	0.0
3775	630.0	614.0
100873455	0.0	1.0
3776	454.0	9.0
100873454	0.0	0.0
3777	4816.0	376.0
3778	81016.0	4777.0
3779	29893.0	1388.0
100873459	0.0	0.0
1119	1387.0	3920.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	727.0	775.0
100128628	6.0	2.0
3791	10971.0	3167.0
100873442	0.0	0.0
3792	425.0	10.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	15.0
1131	570.0	517.0
1130	3873.0	1088.0
100861476	1.0	0.0
1129	81.0	0.0
1128	4374.0	11839.0
1124	2877.0	419.0
1123	5682.0	898.0
1122	1095.0	743.0
100861470	0.0	0.0
3784	959.0	1409.0
100873446	0.0	0.0
3785	130.0	556.0
100873445	0.0	0.0
3786	108.0	49.0
100873444	0.0	0.0
3787	49.0	17.0
100873443	0.0	0.0
3788	32.0	22.0
100873449	3.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	164.0	91.0
100128618	6.0	0.0
728597	0.0	2.0
100128617	32.0	2.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	306.0	2039.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	4.0	5.0
285634	10.0	1.0
1142	0.0	0.0
1141	22.0	6.0
285636	6402.0	3942.0
1140	1650.0	322.0
728599	7.0	4.0
1139	108.0	80.0
1138	161.0	352.0
1137	21.0	5.0
100861485	0.0	0.0
1136	23.0	34.0
1135	5931.0	22554.0
1134	1349.0	27.0
1133	4.0	9.0
3795	666.0	320.0
100873479	17.0	13.0
3796	3116.0	1568.0
100873478	0.0	0.0
3797	2152.0	930.0
100873477	1.0	0.0
3798	251.0	27.0
100873476	0.0	0.0
3799	47385.0	17036.0
100873460	0.0	0.0
728586	40.0	11.0
285641	0.0	0.0
100873464	3.0	2.0
100873463	1.0	0.0
100873462	0.0	1.0
285643	3.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	574.0	618.0
1153	28504.0	27098.0
1152	99434.0	47949.0
285647	61.0	45.0
728589	22.0	5.0
728588	2.0	25.0
1149	4.0	0.0
1147	2536.0	1897.0
1146	138.0	2.0
1145	70.0	25.0
1144	421.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	1.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	273.0	653.0
1163	614.0	502.0
285659	0.0	0.0
1161	569.0	479.0
1160	5677.0	174.0
1159	43.0	230.0
1158	74666.0	95.0
1157	1.0	0.0
1155	6013.0	3272.0
550643	2271.0	1665.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	6091.0	2420.0
1175	4710.0	10745.0
285668	7.0	1.0
1174	2436.0	4187.0
1173	41737.0	24863.0
550631	132.0	334.0
100873489	0.0	0.0
283014	7.0	2.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	46.0	5.0
1186	4536.0	5872.0
1185	3034.0	1467.0
1184	619.0	904.0
1183	2494.0	618.0
1182	8200.0	15984.0
1181	265.0	494.0
440375	85.0	86.0
1180	166.0	6.0
1179	0.0	0.0
1178	9.0	0.0
283089	19.0	6.0
85495	0.0	0.0
85480	1961.0	64.0
283080	0.0	0.0
1198	3805.0	3599.0
1197	2.0	0.0
1196	1570.0	1482.0
1195	2215.0	1582.0
440366	0.0	2.0
1193	999.0	333.0
1192	17795.0	27458.0
1191	303613.0	9816.0
1188	119.0	16.0
283078	6252.0	598.0
85486	23.0	3.0
128615	0.0	0.0
85481	0.0	0.0
128611	69.0	30.0
440396	46.0	37.0
128609	1.0	0.0
128602	7.0	46.0
440387	9.0	27.0
128674	1.0	0.0
128676	1.0	1.0
114026	0.0	0.0
100861402	4.0	2.0
126014	83.0	23.0
440335	338.0	1936.0
100128690	0.0	0.0
114034	1098.0	755.0
126006	6.0	38.0
114036	29.0	1.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	137.0	99.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	13.0
100128678	2.0	0.0
100861429	0.0	0.0
128653	1.0	0.0
200728	286.0	438.0
440356	5.0	4.0
440354	33.0	43.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	4.0	0.0
100873412	0.0	1.0
100873411	0.0	0.0
100128675	2.0	37.0
100873410	0.0	0.0
100873417	1.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	6.0	4.0
100861435	1.0	0.0
100861436	0.0	0.0
440345	88.0	91.0
200734	2724.0	2466.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	31.0	2.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	1.0
100128665	1.0	0.0
128637	8206.0	4915.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	2.0
645443	33.0	5.0
165530	26.0	12.0
85409	406.0	119.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	1.0	501.0
106481383	0.0	3.0
85417	22.0	133.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	87878.0	247904.0
106481389	0.0	0.0
85415	2870.0	12347.0
106481387	0.0	0.0
85413	5.0	0.0
106481388	1.0	1.0
645436	5.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	37.0	10.0
106481380	0.0	0.0
11	0.0	0.0
403341	1098.0	791.0
12	135.0	217.0
13	1.0	0.0
14	10766.0	14080.0
15	1.0	0.0
16	19521.0	13332.0
645455	29.0	2.0
18	7072.0	23464.0
19	2340.0	2281.0
128580	16.0	4.0
85407	7530.0	407.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2061.0	2783.0
106481395	0.0	0.0
85403	2625.0	2978.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	2.0	0.0
106481393	0.0	0.0
20	7738.0	10052.0
106481390	0.0	0.0
21	5639.0	8222.0
106481391	0.0	0.0
22	2276.0	1774.0
153571	194.0	554.0
153572	345.0	1194.0
23	9330.0	7307.0
24	51.0	9.0
25	24720.0	12183.0
26	2118.0	355.0
27	2665.0	2429.0
28	1222.0	324.0
29	14865.0	8304.0
153579	269.0	229.0
728615	1.0	0.0
728614	1.0	0.0
200765	375.0	159.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	76.0	17.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	3.0	0.0
106481364	0.0	0.0
85438	23.0	1.0
106481361	1.0	0.0
85439	616.0	471.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	5068.0	3383.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	110.0	112.0
106481366	0.0	0.0
30	5098.0	9280.0
106481360	0.0	0.0
31	25482.0	50089.0
32	7692.0	833.0
33	1413.0	3707.0
34	7261.0	3700.0
35	2435.0	1213.0
153562	1618.0	3769.0
36	8119.0	14403.0
37	15622.0	17488.0
38	11535.0	5099.0
440307	5.0	17.0
39	2749.0	4528.0
165545	1.0	15.0
106481369	0.0	0.0
728606	433.0	4206.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	0.0
106481379	0.0	0.0
106481376	0.0	1.0
106481377	0.0	0.0
403315	0.0	0.0
40	11.0	7.0
106481370	0.0	0.0
41	796.0	1452.0
106481371	0.0	0.0
43	1843.0	260.0
645486	2.0	0.0
47	21056.0	57659.0
48	26988.0	4732.0
49	35.0	18.0
106481338	0.0	0.0
106481339	1.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
