id	76a194e5-ba36-4e81-b0b4-6c22a69fe9b5	26b9d14a-da14-4062-8494-fb87b04e9d7b
100873354	0.0	0.0
3682	780.0	589.0
100873353	0.0	0.0
3683	1249.0	852.0
100873352	0.0	0.0
128710	802.0	923.0
3684	1296.0	937.0
100873351	0.0	0.0
285512	76.0	68.0
1022	1046.0	1723.0
285513	1198.0	674.0
1021	3975.0	6797.0
1020	616.0	996.0
440299	1.0	0.0
1019	3319.0	4160.0
128709	2.0	1.0
1018	24.0	24.0
1017	1620.0	1677.0
1016	15.0	35.0
1015	93.0	70.0
1014	50.0	1.0
1013	0.0	36.0
1012	1267.0	715.0
116730	16.0	8.0
3674	44.0	24.0
100873358	0.0	0.0
3675	12002.0	6407.0
100873357	0.0	0.0
3676	1270.0	786.0
100128731	5361.0	5418.0
100873356	0.0	0.0
3678	8501.0	5576.0
3679	4245.0	2502.0
100873359	0.0	0.0
728464	268.0	145.0
728463	122.0	153.0
100128725	1.0	0.0
3690	600.0	336.0
3691	16579.0	7794.0
100873343	0.0	1.0
3692	4757.0	4815.0
3693	9770.0	10367.0
285521	1339.0	1649.0
100873342	0.0	0.0
3694	4893.0	1673.0
100873341	0.0	0.0
3695	227.0	111.0
100873340	0.0	0.0
100128723	0.0	0.0
1033	54.0	166.0
1032	294.0	199.0
285525	2.0	0.0
1031	766.0	687.0
285527	5787.0	5304.0
1030	1396.0	553.0
728468	0.0	0.0
440288	152.0	203.0
1029	101.0	39.0
440295	184.0	148.0
1028	1593.0	883.0
1027	5339.0	4627.0
1026	8032.0	4772.0
1025	3561.0	2876.0
1024	901.0	994.0
3685	13994.0	11568.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	911.0	882.0
100873345	0.0	0.0
3688	28435.0	20429.0
100873344	2.0	0.0
3689	4562.0	4170.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	2.0	0.0
100873370	0.0	0.0
728498	12.0	22.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	1.0
728492	54.0	28.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	126.0	73.0
100873374	0.0	0.0
728495	1.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	7.0	3.0
1043	1322.0	429.0
1041	0.0	0.0
1040	2289.0	3087.0
1039	2227.0	1489.0
1038	2.0	0.0
1036	913.0	191.0
3696	7680.0	3129.0
3697	4.0	5.0
100873379	0.0	0.0
3698	29.0	18.0
100873378	1.0	1.0
3699	70.0	33.0
100873377	0.0	0.0
728486	20.0	12.0
100873361	0.0	0.0
105373869	5.0	8.0
100873360	0.0	0.0
285540	166.0	163.0
100128705	2.0	1.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	114.0	516.0
100873362	0.0	0.0
100128701	2.0	1.0
1054	2623.0	2033.0
285547	0.0	0.0
1053	7.0	6.0
285548	3.0	1.0
1052	5341.0	1880.0
1051	3152.0	1401.0
728489	8.0	4.0
1050	1066.0	2276.0
100128707	0.0	0.0
1048	235.0	32.0
1047	1257.0	3366.0
1046	5.0	0.0
1045	21.0	9.0
100873369	7.0	13.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	0.0
1066	5304.0	3435.0
1063	506.0	1054.0
1062	224.0	367.0
1061	4.0	4.0
1060	2695.0	2048.0
440253	201.0	113.0
1059	6397.0	4374.0
1058	24.0	86.0
1057	0.0	0.0
85379	12110.0	8439.0
114112	650.0	674.0
1056	100.0	33.0
85377	5173.0	2965.0
85378	3872.0	3302.0
128745	0.0	1.0
85376	15.0	34.0
440248	650.0	468.0
1075	3651.0	2353.0
1074	23.0	33.0
1073	6790.0	4039.0
1072	27665.0	30494.0
1071	38.0	38.0
440243	0.0	0.0
1070	900.0	825.0
1069	3475.0	2720.0
1068	0.0	0.0
85369	2702.0	3048.0
85366	3.0	9.0
85364	1693.0	1208.0
85365	3043.0	4279.0
85363	2077.0	2273.0
85360	2147.0	919.0
1080	6397.0	2937.0
85391	1.0	2.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	0.0
153733	517.0	662.0
1087	65.0	15.0
1086	0.0	0.0
440279	9.0	2.0
1085	5.0	0.0
1084	47.0	27.0
440278	130.0	183.0
1082	0.0	0.0
403294	0.0	0.0
440275	6103.0	7276.0
1081	35.0	9.0
85397	5.0	1.0
85395	408.0	479.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	7.0	3.0
440270	577.0	353.0
1089	39.0	24.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	201.0	125.0
285598	908.0	692.0
126133	1705.0	1433.0
128790	1.0	0.0
126129	270.0	167.0
126123	6.0	2.0
442862	0.0	0.0
126119	790.0	603.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	1.0	0.0
442895	1.0	1.0
114131	13.0	1.0
442896	1.0	0.0
114132	40.0	25.0
442897	0.0	0.0
442898	1.0	1.0
114134	1107.0	1070.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	3.0
100128788	66.0	159.0
100128787	0.0	0.0
440225	0.0	0.0
440224	3.0	4.0
442890	0.0	0.0
442891	0.0	0.0
442892	1.0	2.0
128756	0.0	0.0
100128782	388.0	260.0
100128781	1.0	2.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	3.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	20.0	161.0
102466616	0.0	0.0
126052	0.0	0.0
151009	108.0	70.0
403227	0.0	0.0
403228	0.0	0.0
138046	6.0	6.0
645558	1.0	0.0
403229	0.0	0.0
645573	0.0	1.0
645572	0.0	0.0
645571	0.0	5.0
403223	0.0	0.0
403224	0.0	0.0
403226	1.0	0.0
200634	1768.0	1875.0
107131122	0.0	2.0
138050	7663.0	7791.0
403219	0.0	0.0
151011	6193.0	3913.0
645587	1.0	4.0
165679	1523.0	554.0
126037	40.0	25.0
114049	3504.0	3742.0
106481479	1.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	1.0	1.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1808.0	946.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2386.0	2075.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	336.0	378.0
100033820	0.0	0.0
106481480	0.0	3.0
106481481	0.0	0.0
138065	52.0	15.0
645598	1.0	0.0
163007	11.0	4.0
114038	2.0	0.0
645591	1.0	0.0
106481495	0.0	0.0
114041	117.0	39.0
106481496	0.0	0.0
114042	4.0	1.0
106481493	0.0	0.0
114043	15.0	10.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	208.0	268.0
126017	1256.0	2597.0
106481497	4.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	855.0	629.0
85301	3755.0	1541.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	0.0	0.0
102466656	0.0	1.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2691.0	4409.0
106481459	0.0	0.0
26994	9441.0	7341.0
106481457	6.0	6.0
26995	2226.0	4079.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2559.0	3988.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	4.0	3.0
106481460	0.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2602.0	2091.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	1.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	20.0	3.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	279.0	646.0
106481470	1.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1743.0	1357.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	13.0	5.0
106481437	0.0	0.0
26974	250.0	499.0
153657	27.0	55.0
106481438	0.0	1.0
106481435	0.0	0.0
26973	1359.0	972.0
165631	100.0	42.0
106481436	1.0	2.0
26978	18.0	17.0
126075	1102.0	1376.0
106481439	0.0	0.0
403250	0.0	0.0
126074	245.0	380.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1993.0	2247.0
106481444	5.0	8.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2996.0	1368.0
85354	0.0	0.0
85352	1196.0	1132.0
403241	0.0	4.0
344462	4.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	820.0	864.0
153643	4.0	17.0
403247	0.0	0.0
403248	0.0	0.0
26985	4812.0	5936.0
106481448	0.0	0.0
26986	81829.0	106570.0
126069	159.0	205.0
106481449	0.0	0.0
126068	828.0	602.0
106481446	0.0	0.0
26983	0.0	0.0
26984	879.0	784.0
106481447	0.0	0.0
106481451	1.0	2.0
106481452	1.0	0.0
106481450	0.0	0.0
114088	120.0	43.0
106481455	2.0	0.0
85349	88.0	40.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	6.0	5.0
106481454	0.0	0.0
403238	0.0	0.0
85344	2.0	10.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	4.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	0.0
100873392	4.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	1.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3652.0	5740.0
100873390	0.0	0.0
728556	62.0	192.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	109.0	151.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	501.0	398.0
106481423	2.0	1.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	21.0	89.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	236.0	192.0
100873384	0.0	0.0
285601	25.0	16.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	0.0
63910	185.0	87.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	733.0	557.0
222008	136.0	65.0
106481428	1.0	0.0
106481429	0.0	0.0
63905	4253.0	3779.0
63904	0.0	0.0
106481430	0.0	0.0
163071	41.0	8.0
63906	743.0	859.0
106481433	0.0	0.0
63908	964.0	669.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	6.0
285613	104.0	105.0
63920	401.0	443.0
63923	50.0	53.0
63922	564.0	521.0
728577	110.0	32.0
63925	1868.0	1520.0
63924	12.0	10.0
63916	4179.0	5070.0
63917	4244.0	5481.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	8.0	3.0
728564	2.0	4.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1519.0	1363.0
106481402	0.0	1.0
63931	2002.0	2091.0
106481403	0.0	0.0
63934	478.0	726.0
728567	0.0	2.0
106481408	0.0	1.0
163088	4.0	11.0
63933	2201.0	2971.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3822.0	2986.0
163087	983.0	892.0
728568	346.0	437.0
106481407	9.0	16.0
3704	1439.0	1708.0
3705	6827.0	10060.0
63926	829.0	978.0
3706	53.0	29.0
63929	1173.0	1627.0
3707	6203.0	6987.0
63928	1036.0	198.0
3708	10420.0	7718.0
106481411	0.0	0.0
3709	7248.0	11206.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	14.0	5.0
3702	322.0	167.0
3703	12745.0	20483.0
645506	0.0	0.0
151050	2112.0	1637.0
645520	0.0	0.0
63941	2468.0	6093.0
63940	1349.0	662.0
63943	273.0	459.0
728517	0.0	0.0
163033	671.0	450.0
258010	3200.0	3412.0
63947	0.0	1.0
63946	2.0	0.0
728513	5.0	3.0
100033803	0.0	0.0
3716	15144.0	10198.0
100033804	0.0	0.0
3717	2157.0	1355.0
100033805	0.0	0.0
3718	946.0	478.0
63939	1568.0	1614.0
100033806	0.0	0.0
100190799	3.0	2.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	137.0	103.0
3710	6646.0	5623.0
3712	8142.0	16159.0
3713	118.0	12.0
3714	3043.0	2114.0
63950	0.0	2.0
728505	0.0	0.0
63951	298.0	327.0
100033807	0.0	0.0
728501	22.0	39.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	38196.0	19823.0
100033814	0.0	0.0
3727	14061.0	7209.0
63948	1.0	0.0
100033815	0.0	0.0
222052	2.0	0.0
3728	20328.0	19540.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1522.0	1971.0
151056	414.0	327.0
3725	35273.0	44940.0
645528	1.0	2.0
728532	42.0	29.0
163059	430.0	452.0
728538	1.0	1.0
728537	85.0	66.0
63967	102.0	118.0
3737	49.0	35.0
3738	109.0	65.0
3739	7.0	2.0
645538	0.0	0.0
3730	1831.0	1080.0
3732	10012.0	5644.0
3734	101.0	71.0
3735	6908.0	5824.0
3736	3.0	1.0
63970	55.0	74.0
3750	285.0	179.0
63971	7331.0	7843.0
63974	0.0	1.0
163049	2950.0	2788.0
63973	0.0	1.0
63976	302.0	64.0
222068	8379.0	11523.0
63978	0.0	0.0
63977	644.0	702.0
63979	802.0	671.0
728524	1.0	0.0
3748	527.0	400.0
163051	24.0	31.0
3749	1050.0	530.0
163050	71.0	72.0
3741	15.0	9.0
645548	3.0	3.0
3743	2.0	2.0
3744	0.0	0.0
3745	1085.0	747.0
3746	46.0	36.0
3747	86.0	69.0
285671	1504.0	931.0
285672	2361.0	2040.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	490.0	241.0
285676	186.0	115.0
3761	0.0	2.0
100128657	0.0	0.0
285679	1.0	7.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	789.0	416.0
283008	2.0	0.0
3751	24.0	6.0
100873435	0.0	0.0
3752	6849.0	9409.0
100873434	0.0	0.0
3753	6.0	0.0
100873433	0.0	0.0
3754	23.0	11.0
100873432	0.0	0.0
3755	539.0	248.0
100873439	0.0	0.0
3756	79.0	32.0
100873438	0.0	0.0
3757	2576.0	1617.0
100873437	0.0	0.0
3758	16.0	4.0
100873436	0.0	0.0
100873420	3.0	1.0
3770	88.0	73.0
3772	1042.0	300.0
100861458	0.0	0.0
100861453	17.0	11.0
100861455	0.0	0.0
1107	30646.0	31324.0
1106	9817.0	8918.0
1105	3383.0	2590.0
1104	1394.0	2507.0
100873429	0.0	0.0
1103	0.0	1.0
1102	2107.0	1461.0
1101	95.0	30.0
3762	576.0	527.0
100873424	0.0	0.0
3763	87.0	277.0
100128640	224.0	483.0
100873423	0.0	0.0
3764	1338.0	703.0
100873422	1.0	0.0
3765	3.0	1.0
100873421	0.0	0.0
3766	12.0	13.0
100873428	0.0	0.0
3767	485.0	1225.0
100873427	0.0	0.0
3768	195.0	305.0
1109	0.0	0.0
100873426	0.0	0.0
1108	16081.0	12926.0
3769	28.0	6.0
100873425	0.0	0.0
100128637	2.0	0.0
100128639	0.0	0.0
3780	18.0	25.0
100873453	0.0	0.0
3781	1391.0	822.0
100873452	0.0	0.0
3782	1155.0	674.0
100873451	0.0	0.0
3783	2425.0	626.0
100873450	0.0	0.0
1121	2424.0	3647.0
100861468	1.0	0.0
1120	154.0	138.0
100861469	0.0	0.0
1118	283.0	1664.0
1117	296.0	572.0
1116	365.0	696.0
1114	1080.0	369.0
1113	7569.0	1643.0
1112	9005.0	7944.0
1111	576.0	440.0
3773	432.0	1.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	1300.0	482.0
100873455	0.0	0.0
3776	259.0	31.0
100873454	0.0	0.0
3777	3888.0	1664.0
3778	11939.0	7126.0
3779	5140.0	2893.0
100873459	0.0	1.0
1119	2269.0	5278.0
100128627	2.0	2.0
100128626	0.0	0.0
3790	693.0	570.0
100128628	8.0	1.0
3791	4090.0	2264.0
100873442	0.0	0.0
3792	38.0	23.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	4.0	11.0
1131	232.0	1175.0
1130	4000.0	2690.0
100861476	0.0	0.0
1129	221.0	11.0
1128	3513.0	6926.0
1124	470.0	935.0
1123	859.0	470.0
1122	777.0	603.0
100861470	0.0	0.0
3784	4147.0	2012.0
100873446	0.0	0.0
3785	14.0	20.0
100873445	0.0	0.0
3786	423.0	159.0
100873444	0.0	0.0
3787	125.0	49.0
100873443	0.0	0.0
3788	194.0	57.0
100873449	1.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	86.0	92.0
100128618	0.0	0.0
728597	9.0	3.0
100128617	16.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	284.0	518.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	8.0	3.0
285634	5.0	9.0
1142	1.0	0.0
1141	20.0	8.0
285636	3364.0	3832.0
1140	414.0	285.0
728599	5.0	0.0
1139	159.0	34.0
1138	139.0	1130.0
1137	58.0	5.0
100861485	0.0	0.0
1136	14.0	155.0
1135	4098.0	24524.0
1134	2.0	24.0
1133	16.0	13.0
3795	238.0	277.0
100873479	8.0	10.0
3796	2421.0	1828.0
100873478	0.0	0.0
3797	1250.0	938.0
100873477	0.0	2.0
3798	103.0	57.0
100873476	0.0	0.0
3799	20370.0	18847.0
100873460	0.0	0.0
728586	27.0	16.0
285641	4.0	1.0
100873464	2.0	1.0
100873463	0.0	0.0
100873462	2.0	1.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1164.0	750.0
1153	23846.0	21839.0
1152	30434.0	33081.0
285647	28.0	35.0
728589	5.0	10.0
728588	3.0	25.0
1149	2.0	0.0
1147	1913.0	1859.0
1146	2.0	4.0
1145	55.0	30.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	290.0	531.0
1163	576.0	500.0
285659	0.0	2.0
1161	423.0	410.0
1160	351.0	240.0
1159	130.0	240.0
1158	347.0	247.0
1157	1.0	0.0
1155	2823.0	2293.0
550643	1688.0	1474.0
283025	0.0	0.0
100873499	1.0	1.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2405.0	1709.0
1175	2612.0	5001.0
285668	4.0	0.0
1174	1853.0	2533.0
1173	20794.0	20767.0
550631	133.0	159.0
100873489	0.0	0.0
283014	8.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	96.0	78.0
1186	3507.0	4490.0
1185	1877.0	1878.0
1184	604.0	1008.0
1183	697.0	243.0
1182	9258.0	16079.0
1181	329.0	528.0
440375	75.0	99.0
1180	39.0	5.0
1179	1.0	0.0
1178	14.0	12.0
283089	11.0	12.0
85495	0.0	0.0
85480	354.0	154.0
283080	0.0	0.0
1198	3211.0	3749.0
1197	2.0	0.0
1196	2157.0	1899.0
1195	4832.0	4119.0
440366	2.0	0.0
1193	884.0	389.0
1192	16466.0	19513.0
1191	83235.0	20479.0
1188	75.0	28.0
283078	2530.0	1390.0
85486	12.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	134.0	64.0
440396	45.0	39.0
128609	0.0	1.0
128602	3.0	5.0
440387	0.0	0.0
128674	3.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	2.0
126014	137.0	138.0
440335	916.0	510.0
100128690	0.0	0.0
114034	992.0	725.0
126006	47.0	52.0
114036	8.0	6.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	94.0	110.0
100861412	1.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	1.0
105180391	0.0	0.0
100128682	6.0	7.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	139.0	259.0
440356	2.0	6.0
440354	89.0	52.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	1.0	0.0
100873413	0.0	0.0
128646	4.0	5.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	20.0
100873410	0.0	0.0
100873417	3.0	2.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	94.0	29.0
100861435	1.0	0.0
100861436	0.0	0.0
440345	96.0	73.0
200734	3949.0	2869.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	1.0
100873408	0.0	0.0
100873407	0.0	1.0
100861430	56.0	22.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5024.0	4689.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	3.0	7.0
165530	76.0	41.0
85409	336.0	256.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	3.0	9.0
106481383	3.0	2.0
85417	44.0	76.0
106481384	0.0	0.0
103106903	1.0	1.0
85414	66842.0	193344.0
106481389	0.0	0.0
85415	4556.0	4884.0
106481387	0.0	0.0
85413	27.0	20.0
106481388	5.0	6.0
645436	2.0	0.0
106481381	0.0	2.0
106481382	0.0	0.0
10	14.0	27.0
106481380	0.0	0.0
11	0.0	0.0
403341	1004.0	864.0
12	113.0	361.0
13	1.0	0.0
14	7758.0	9511.0
15	2.0	1.0
16	9557.0	9325.0
645455	13.0	20.0
18	4114.0	13007.0
19	2081.0	3952.0
128580	5.0	4.0
85407	1097.0	1890.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1850.0	2033.0
106481395	0.0	0.0
85403	1981.0	2453.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	1.0	0.0
20	5999.0	8146.0
106481390	0.0	0.0
21	2707.0	9303.0
106481391	0.0	0.0
22	1404.0	1542.0
153571	286.0	514.0
153572	592.0	1082.0
23	5784.0	5906.0
24	63.0	23.0
25	9916.0	10330.0
26	7973.0	1149.0
27	2442.0	2610.0
28	2917.0	643.0
29	10665.0	8213.0
153579	258.0	148.0
728615	0.0	1.0
728614	0.0	0.0
200765	192.0	136.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	20.0	11.0
102466518	3.0	0.0
102466516	1.0	2.0
102466515	0.0	0.0
106481363	0.0	5.0
106481364	0.0	0.0
85438	3.0	0.0
106481361	0.0	0.0
85439	538.0	1043.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2668.0	2845.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	153.0	109.0
106481366	0.0	0.0
30	4166.0	8025.0
106481360	0.0	0.0
31	12325.0	24696.0
32	4546.0	2570.0
33	967.0	2813.0
34	3169.0	3283.0
35	1375.0	1013.0
153562	2192.0	3111.0
36	5933.0	13143.0
37	15032.0	15465.0
38	2950.0	5186.0
440307	8.0	16.0
39	2294.0	2510.0
165545	19.0	6.0
106481369	0.0	0.0
728606	244.0	803.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	18.0	10.0
106481370	0.0	0.0
41	429.0	1770.0
106481371	0.0	0.0
43	644.0	324.0
645486	0.0	0.0
47	14647.0	43412.0
48	4453.0	3362.0
49	23.0	10.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
