id	b6fd2d99-73d8-4881-a03c-fdc3c47cbd12	f950e572-3faa-4ee3-ba56-da53e1476fa7
100131608	0.0	0.0
100131609	2.0	8.0
100873690	0.0	0.0
100873695	0.0	1.0
100873694	0.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2965.0	4009.0
10513	3196.0	5853.0
10516	1151.0	998.0
10518	494.0	167.0
10517	4.0	4.0
10519	8974.0	7966.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	93.0	65.0
100131616	0.0	0.0
10512	9174.0	1622.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	1.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	1.0
100287441	0.0	0.0
503648	0.0	1.0
10525	13230.0	12510.0
58503	0.0	0.0
10524	2128.0	2120.0
58505	3145.0	7186.0
10527	5944.0	13830.0
58504	311.0	104.0
10526	2828.0	3982.0
10529	3248.0	3039.0
10528	3258.0	9771.0
58500	450.0	1066.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	0.0	0.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	20177.0	30586.0
10520	497.0	626.0
58506	4933.0	6381.0
10523	3190.0	5990.0
58509	1394.0	1505.0
58508	4921.0	7111.0
10522	2753.0	2728.0
100033398	0.0	9.0
100131629	0.0	0.0
100873689	0.0	1.0
442361	0.0	0.0
58513	1932.0	3036.0
58516	2715.0	6592.0
58510	0.0	0.0
58512	9.0	10.0
58511	406.0	107.0
58517	3548.0	8336.0
105371564	0.0	1.0
100131638	0.0	1.0
58525	3322.0	5399.0
58524	0.0	8.0
10505	475.0	347.0
58527	643.0	1066.0
58526	3483.0	6336.0
10507	2251.0	4870.0
100131641	0.0	0.0
10509	6468.0	4253.0
58529	32.0	33.0
58528	1880.0	858.0
10501	162.0	669.0
10500	367.0	329.0
58530	12.0	1.0
442384	0.0	0.0
58538	0.0	9.0
58531	0.0	0.0
58533	2142.0	5654.0
100131656	1.0	0.0
100287404	0.0	0.0
100131661	0.0	2.0
503694	0.0	0.0
503693	143.0	73.0
493913	0.0	0.0
493911	302.0	403.0
751599	0.0	0.0
285033	153.0	220.0
100128017	0.0	0.0
442320	0.0	2.0
116412	252.0	182.0
442317	0.0	0.0
442318	0.0	0.0
442319	44.0	180.0
493901	2.0	0.0
100128015	0.0	0.0
100128010	8.0	21.0
493900	208.0	461.0
100128012	3.0	6.0
100128011	0.0	0.0
285045	0.0	3.0
442304	1.0	0.0
442308	0.0	3.0
285051	5.0	0.0
10590	187.0	39.0
10592	822.0	3525.0
10591	1270.0	2265.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	2.0	1.0
10594	19534.0	19629.0
100873611	0.0	0.0
10595	1144.0	7.0
10598	3780.0	9752.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	2.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	4.0	9.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	1538.0	5855.0
10570	715.0	112.0
116447	1213.0	1894.0
116449	24.0	36.0
116448	12.0	0.0
10579	8130.0	3027.0
100873639	0.0	0.0
100873638	2.0	6.0
10572	2618.0	3171.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11182.0	21496.0
100873631	2.0	1.0
10573	2422.0	3460.0
100873630	0.0	2.0
10576	4117.0	12068.0
100873637	0.0	0.0
10575	6040.0	13990.0
100873636	0.0	0.0
10578	43.0	30.0
100873635	1.0	1.0
10577	5958.0	6675.0
100873634	0.0	0.0
10581	2448.0	4914.0
10580	8224.0	2960.0
116437	0.0	1.0
100873629	0.0	0.0
116441	194.0	847.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	97.0	1535.0
116442	221.0	1856.0
116444	2.0	5.0
128414	1.0	7.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2685.0	2923.0
100873620	0.0	0.0
10584	0.0	3.0
10587	4852.0	8729.0
100873626	0.0	0.0
10586	5.0	9.0
100873625	0.0	0.0
10589	2334.0	3757.0
100873624	0.0	0.0
10588	351.0	459.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	3.0	6.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	2599.0	4186.0
10557	536.0	778.0
10559	1815.0	716.0
10550	13297.0	22718.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	5700.0	7866.0
100873653	0.0	0.0
10551	17237.0	1056.0
100873652	0.0	0.0
10554	3986.0	4582.0
100873659	0.0	0.0
10553	1263.0	847.0
128408	1.0	0.0
100873658	0.0	0.0
10556	908.0	695.0
100873657	0.0	0.0
10555	1842.0	1437.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	4.0	4.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	6.0	36.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	2.0	4.0
102466725	0.0	0.0
102466724	0.0	2.0
10569	2737.0	2027.0
100287482	22.0	32.0
100287483	2.0	0.0
10568	1270.0	12.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	272.0	1923.0
100873644	0.0	0.0
10560	889.0	2143.0
100873643	0.0	0.0
10563	12.0	120.0
100873642	0.0	0.0
10562	72185.0	1083.0
100873641	0.0	0.0
10565	3847.0	4204.0
100873648	2.0	0.0
10564	4988.0	7779.0
100873647	0.0	1.0
10567	4586.0	4046.0
100873646	0.0	0.0
10566	109.0	28.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	2.0
116369	13.0	7.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	1.0
116372	6.0	38.0
574036	131.0	24.0
574038	0.0	0.0
83479	702.0	1460.0
116379	14.0	1.0
100128092	2.0	6.0
83478	382.0	338.0
83473	124.0	63.0
83475	725.0	1022.0
100128098	113.0	3456.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	986.0	349.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	134.0	257.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	212.0	145.0
100128083	4.0	1.0
83468	148.0	311.0
100128081	17.0	7.0
83461	76.0	689.0
128338	1912.0	2414.0
83464	1906.0	2458.0
83463	174.0	422.0
83460	151.0	91.0
100189028	9.0	0.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	3638.0	3795.0
116349	291.0	270.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	80.0	147.0
346562	0.0	0.0
647415	1.0	0.0
128322	0.0	0.0
1809	11079.0	7364.0
116337	0.0	30.0
153328	21.0	40.0
1800	13.0	116.0
100128061	0.0	0.0
100128060	22.0	31.0
100128062	0.0	0.0
1808	1208.0	2185.0
83483	1769.0	10298.0
1807	182.0	10.0
1806	1255.0	659.0
1805	342.0	79.0
83480	434.0	789.0
1804	70.0	34.0
1803	24168.0	19530.0
1802	919.0	2375.0
83482	1.0	7.0
1801	1461.0	1238.0
83481	403.0	1090.0
131965	429.0	1455.0
1811	43.0	39.0
1810	2921.0	6712.0
143941	25.0	13.0
1819	1790.0	1727.0
1818	0.0	0.0
1817	0.0	0.0
1816	5.0	1.0
1815	27.0	27.0
100128054	0.0	3.0
1814	0.0	0.0
285084	0.0	3.0
1813	40.0	6.0
1812	257.0	9.0
100128055	1.0	0.0
647436	20.0	15.0
128387	614.0	749.0
131973	0.0	2.0
1822	12649.0	8293.0
1821	84.0	75.0
1820	313.0	752.0
100128041	1.0	0.0
1829	7321.0	2512.0
1828	9.0	1.0
1827	788.0	738.0
285093	2.0	1.0
1826	1.0	2.0
100128043	0.0	0.0
1825	3262.0	851.0
100128042	0.0	0.0
1824	3797.0	1655.0
1823	12.0	20.0
100128044	0.0	1.0
407977	3.0	4.0
407975	59.0	41.0
128370	0.0	0.0
128371	0.0	0.0
128372	1.0	0.0
1833	0.0	48.0
1832	24626.0	31833.0
1831	13241.0	16159.0
1830	149.0	31.0
574016	0.0	0.0
100128036	0.0	2.0
1839	1010.0	644.0
1838	2659.0	1294.0
346528	0.0	0.0
1837	717.0	261.0
1836	6638.0	4979.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	1.0	1.0
574032	0.0	0.0
128360	0.0	0.0
574033	1.0	0.0
574034	0.0	0.0
1844	520.0	526.0
1843	38374.0	10801.0
1842	222.0	699.0
1841	1040.0	2442.0
1840	87.0	66.0
574028	0.0	1.0
574029	2.0	140.0
100128025	30.0	9.0
1849	890.0	2990.0
346517	0.0	0.0
1848	1020.0	1090.0
1847	1269.0	470.0
100128020	0.0	0.0
1846	3300.0	348.0
100128023	0.0	1.0
1845	5444.0	5255.0
153396	802.0	852.0
1855	3627.0	7693.0
1854	2135.0	1735.0
100131671	2.0	2.0
1852	9.0	65.0
1850	839.0	635.0
100131678	1.0	0.0
1859	3433.0	3270.0
1857	4365.0	8748.0
1856	2551.0	815.0
724068	0.0	0.0
724067	0.0	0.0
202781	615.0	1023.0
1861	2266.0	3483.0
100131688	0.0	0.0
1869	106.0	1068.0
724094	2.0	0.0
1880	222.0	265.0
1877	1682.0	3199.0
100131691	121.0	129.0
1876	520.0	674.0
1875	337.0	918.0
83417	0.0	0.0
100131693	15.0	37.0
100327036	0.0	0.0
83416	42.0	3.0
200132	4.0	17.0
1874	2324.0	5343.0
1872	0.0	1.0
1871	399.0	3110.0
1870	84.0	620.0
1879	180.0	620.0
724087	2.0	5.0
1891	7455.0	8318.0
1890	1910.0	1697.0
83401	4.0	46.0
1889	19853.0	17708.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	1.0
724030	0.0	0.0
58473	1381.0	1935.0
58472	2690.0	1115.0
200149	1.0	0.0
58475	174.0	745.0
724038	0.0	0.0
83439	1139.0	434.0
1896	589.0	756.0
58477	3933.0	6822.0
58476	4061.0	4136.0
1894	574.0	3968.0
1893	169.0	761.0
1892	8030.0	8159.0
58478	1799.0	5931.0
200150	32.0	39.0
724022	0.0	0.0
58484	47.0	74.0
724026	0.0	1.0
58483	0.0	0.0
724025	0.0	0.0
165324	950.0	1018.0
724024	0.0	0.0
58486	2144.0	2207.0
58485	2998.0	2015.0
724023	0.0	0.0
58480	2132.0	15389.0
724029	10.0	3.0
200159	1.0	2.0
724028	0.0	0.0
724027	1.0	0.0
58488	835.0	2590.0
58487	2652.0	5254.0
200162	11.0	18.0
58489	3557.0	3707.0
58495	823.0	326.0
724059	1.0	0.0
58494	558.0	549.0
58497	1846.0	2218.0
58496	34.0	59.0
58491	517.0	638.0
58490	2206.0	7367.0
58493	1408.0	2939.0
58492	131.0	299.0
58499	1921.0	6602.0
58498	0.0	1.0
200172	12.0	29.0
83451	2686.0	2787.0
83450	327.0	240.0
83452	517.0	1219.0
153364	592.0	901.0
83448	1095.0	1811.0
200186	2126.0	2217.0
83447	0.0	0.0
200185	737.0	853.0
83449	22.0	77.0
83444	174.0	174.0
83443	3648.0	4750.0
83446	0.0	0.0
83445	4.0	0.0
83440	3701.0	8328.0
83442	3477.0	3976.0
114984	1639.0	1779.0
114987	487.0	590.0
391603	0.0	0.0
10657	6394.0	10932.0
126969	1800.0	580.0
10656	283.0	1937.0
10659	1581.0	1561.0
10658	5590.0	10632.0
114990	1200.0	1447.0
114991	1507.0	2665.0
10651	1265.0	4606.0
10650	70.0	130.0
10653	31448.0	20714.0
10652	4500.0	8700.0
342667	255.0	17.0
10655	0.0	0.0
643812	0.0	0.0
342666	2.0	11.0
10654	2504.0	2343.0
136306	18.0	49.0
126961	0.0	0.0
10668	752.0	835.0
10667	868.0	830.0
643827	10.0	4.0
10669	352.0	2062.0
10660	0.0	0.0
10661	4.0	9.0
731220	1.0	20.0
138971	0.0	0.0
10664	3258.0	7323.0
10663	141.0	52.0
10666	57.0	47.0
731223	3.0	1.0
10665	3.0	363.0
136319	5884.0	7972.0
163933	12.0	59.0
317691	0.0	0.0
339005	143.0	129.0
10635	108.0	1347.0
10634	2708.0	2430.0
10637	70.0	16.0
10636	776.0	577.0
10638	0.0	0.0
114971	1122.0	1254.0
10631	869.0	11108.0
643836	1116.0	1190.0
10630	1133.0	377.0
643837	1053.0	6527.0
10633	48.0	36.0
643834	0.0	0.0
10632	4974.0	3674.0
100124394	0.0	0.0
10645	6160.0	81567.0
10648	0.0	0.0
10647	149.0	13.0
148304	584.0	740.0
114960	0.0	0.0
10640	2221.0	5754.0
136332	22.0	24.0
10642	3.0	14.0
643847	0.0	0.0
10641	1175.0	2868.0
10644	311.0	116.0
10643	4.0	327.0
317671	86.0	83.0
643862	0.0	0.0
391642	0.0	0.0
10609	1265.0	4369.0
391647	6.0	12.0
10613	2889.0	2216.0
10612	1294.0	1613.0
10615	197.0	2649.0
10614	4065.0	8897.0
10617	2975.0	4518.0
401525	0.0	0.0
10616	4582.0	6173.0
10618	20979.0	23389.0
643854	2.0	2.0
643853	110.0	437.0
643859	0.0	0.0
10611	29037.0	140767.0
10610	1070.0	156.0
643872	1.0	7.0
643873	202.0	294.0
643870	15.0	12.0
317684	1.0	1.0
391655	0.0	0.0
391657	0.0	0.0
391656	6.0	10.0
317687	0.0	1.0
10623	855.0	1134.0
10626	421.0	264.0
10625	4482.0	6214.0
10628	27077.0	36480.0
10627	5669.0	6420.0
10629	905.0	1308.0
342618	0.0	2.0
643865	0.0	0.0
643866	168.0	502.0
10620	399.0	422.0
10622	162.0	226.0
10621	419.0	395.0
101954275	1.0	0.0
101954276	0.0	2.0
643880	0.0	0.0
101954273	3.0	0.0
643884	1.0	0.0
101954277	0.0	9.0
101954278	2.0	5.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	24.0	5.0
83606	6895.0	9305.0
101954271	0.0	0.0
83605	1698.0	2026.0
101954272	0.0	21.0
83608	482.0	331.0
83607	1367.0	3083.0
151903	1779.0	3176.0
401507	0.0	0.0
317649	1464.0	2838.0
391627	0.0	0.0
401505	661.0	1341.0
388007	0.0	0.0
317648	1094.0	882.0
100419709	12.0	24.0
100419705	0.0	0.0
643875	0.0	0.0
401509	55.0	73.0
401508	0.0	0.0
101954264	3.0	8.0
138948	38.0	44.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	1.0	22.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1181.0	4485.0
100419711	1.0	12.0
102464825	0.0	0.0
56000	0.0	4.0
391632	1.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	32.0	77.0
102464824	1.0	1.0
56005	5425.0	6309.0
10602	5914.0	4288.0
56006	2001.0	2759.0
83604	1536.0	1421.0
10603	100.0	148.0
10606	4241.0	23743.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2183.0	6365.0
10608	8239.0	11558.0
10607	3096.0	4025.0
10600	2192.0	1468.0
101929254	1.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	2427.0	4162.0
102464832	0.0	0.0
100271849	8.0	43.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	4.0	1.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	475.0	272.0
112398	1091.0	834.0
100419735	0.0	0.0
391697	0.0	0.0
391696	1.0	0.0
100419733	1.0	0.0
388021	11.0	5.0
100419734	2.0	1.0
391698	2.0	2.0
100419731	0.0	0.0
100271836	64.0	98.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	4.0
388015	0.0	0.0
101954204	0.0	0.0
199953	916.0	1787.0
161357	0.0	0.0
100420734	0.0	2.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	20.0	65.0
199920	300.0	324.0
222826	6.0	5.0
101929286	0.0	6.0
391670	0.0	1.0
391672	0.0	0.0
161342	3.0	0.0
148398	240.0	375.0
100419758	37.0	11.0
100419751	2.0	2.0
124359	2993.0	8173.0
101929293	7.0	1.0
100420752	0.0	1.0
100420754	0.0	0.0
10691	892.0	1629.0
10690	105.0	12.0
101929212	34.0	33.0
101929218	0.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	1.0
151963	110.0	188.0
10693	179.0	426.0
10692	10.0	26.0
10695	5611.0	5055.0
10694	5485.0	7820.0
10699	626.0	167.0
101929221	5.0	6.0
100420763	1.0	0.0
101929225	3.0	1.0
101929222	1.0	2.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	11686.0	10705.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	4.0	16.0
101929238	0.0	1.0
220213	855.0	833.0
10678	1261.0	1286.0
151987	2611.0	10468.0
10671	977.0	1113.0
10670	4345.0	4910.0
10673	94.0	205.0
10672	2472.0	4713.0
10675	61.0	423.0
10677	155.0	187.0
100419793	1.0	1.0
100420784	0.0	3.0
100420786	0.0	2.0
101929247	0.0	0.0
100420787	0.0	1.0
101929244	0.0	0.0
220202	1.0	19.0
222865	55.0	155.0
10682	5892.0	8457.0
10681	1075.0	713.0
10683	5.0	4.0
10686	45.0	2.0
136371	0.0	0.0
643803	0.0	0.0
10687	12.0	63.0
100419682	0.0	0.0
100420678	13.0	94.0
222894	0.0	0.0
100419687	5.0	0.0
283807	248.0	216.0
653194	0.0	0.0
83598	4.0	8.0
83597	12.0	59.0
653199	80.0	97.0
83594	1461.0	1530.0
83593	1785.0	634.0
83596	687.0	822.0
83595	1135.0	271.0
83590	2177.0	1249.0
653190	25.0	46.0
653192	0.0	0.0
83592	25.0	102.0
83591	228.0	500.0
1909	1579.0	1403.0
100420689	3.0	14.0
1908	134.0	3.0
161291	6060.0	7107.0
653188	12.0	30.0
653189	53.0	122.0
1907	95.0	47.0
1906	268.0	105.0
197258	1828.0	1600.0
1903	1158.0	2243.0
197259	189.0	641.0
1902	802.0	311.0
1901	412.0	1337.0
100420681	0.0	0.0
197257	514.0	5077.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	446.0	3261.0
1917	1578.0	7083.0
1915	275409.0	185762.0
1912	4689.0	6142.0
1911	397.0	276.0
101929202	11.0	3.0
101929203	0.0	1.0
199899	0.0	10.0
148281	216.0	197.0
219287	4.0	0.0
161253	32.0	136.0
219285	396.0	559.0
283849	175.0	403.0
283848	218.0	178.0
1932	0.0	2.0
283847	0.0	9.0
256227	2.0	16.0
256223	0.0	0.0
1939	3068.0	3136.0
1938	175389.0	181402.0
1937	39.0	32.0
1936	8200.0	9356.0
1934	3.0	6.0
1933	8774.0	10910.0
161247	38.0	33.0
219293	383.0	68.0
1943	1.0	46.0
1942	5239.0	7112.0
256236	635.0	210.0
1949	533.0	112.0
199870	562.0	1299.0
1948	3898.0	3037.0
1947	1919.0	1216.0
1946	948.0	261.0
1945	820.0	410.0
1944	212.0	276.0
161271	0.0	0.0
1954	5268.0	5425.0
1953	2682.0	680.0
1952	4021.0	1980.0
1951	155.0	566.0
1950	418.0	168.0
283820	694.0	1286.0
1959	522.0	868.0
1958	19019.0	5795.0
1956	10565.0	2807.0
1955	2077.0	2357.0
1965	2340.0	6473.0
1964	3327.0	5995.0
199857	586.0	656.0
1962	1079.0	1060.0
1961	4.0	9.0
1960	605.0	438.0
220296	3.0	8.0
1969	1109.0	623.0
1968	7464.0	17040.0
1967	2358.0	5790.0
114904	262.0	2787.0
114905	160.0	106.0
114907	9257.0	4535.0
114908	17306.0	9570.0
340094	0.0	0.0
643783	116.0	283.0
114900	23.0	7.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	23000.0	28016.0
1974	17963.0	25996.0
1973	217.0	242.0
283888	23.0	17.0
401447	0.0	0.0
653113	98.0	109.0
1979	7814.0	15774.0
1978	1090.0	1133.0
1977	1297.0	3903.0
643790	5.0	11.0
1990	0.0	1.0
256281	1004.0	934.0
1987	4.0	3.0
1986	0.0	2.0
1984	12900.0	21016.0
1983	8060.0	10881.0
1982	39084.0	69823.0
283876	93.0	69.0
1981	21186.0	52392.0
1980	6.0	4.0
283871	488.0	1424.0
283870	48.0	78.0
105375616	2.0	1.0
340075	26.0	51.0
340073	0.0	0.0
653125	5.0	3.0
401431	96.0	45.0
83528	4.0	3.0
1998	1632.0	2888.0
1997	3783.0	8734.0
283869	3.0	154.0
1996	11.0	23.0
401428	8.0	14.0
83538	61.0	37.0
1995	14.0	2.0
401427	25.0	25.0
283867	0.0	5.0
1994	3905.0	8463.0
1993	3.0	18.0
1992	1713.0	592.0
1991	7.0	0.0
283860	3.0	2.0
83530	4.0	13.0
340069	1.0	0.0
1999	12990.0	2389.0
105375606	0.0	12.0
340061	2439.0	1236.0
653115	34.0	90.0
653121	430.0	1093.0
653122	69.0	177.0
283854	0.0	0.0
653123	0.0	0.0
401491	17.0	62.0
100124412	0.0	0.0
653147	5.0	10.0
401498	0.0	1.0
653149	0.0	0.0
401497	0.0	0.0
401494	360.0	179.0
401492	165.0	16.0
83550	1.0	1.0
83552	0.0	0.0
83551	0.0	0.0
114932	4597.0	6144.0
83539	1075.0	112.0
83547	320.0	136.0
83546	3.0	8.0
653140	6.0	1.0
83549	2232.0	2712.0
83548	3551.0	6931.0
83543	1285.0	3214.0
653145	184.0	9.0
83544	1299.0	1850.0
83541	1525.0	1420.0
83540	29.0	740.0
126917	1620.0	1118.0
340037	14.0	4.0
114926	1171.0	811.0
114928	1508.0	1888.0
339044	2.0	2.0
256297	0.0	2.0
401474	788.0	497.0
653174	0.0	0.0
653175	0.0	0.0
340024	12.0	14.0
114915	1324.0	581.0
401466	713.0	916.0
653162	30.0	43.0
653163	0.0	0.0
283899	1790.0	2079.0
653166	0.0	0.0
283897	88.0	42.0
339145	3.0	5.0
391723	2.0	10.0
391722	29.0	15.0
10778	1459.0	1368.0
10777	1.0	0.0
10772	3594.0	8855.0
340120	27.0	1870.0
10771	5790.0	8125.0
10773	632.0	1540.0
10776	5078.0	7550.0
10775	1312.0	1799.0
10788	4409.0	6185.0
391739	0.0	2.0
10781	1526.0	2142.0
10780	431.0	795.0
10783	3035.0	2908.0
10782	1118.0	2506.0
10785	371.0	527.0
10787	8355.0	14349.0
10786	0.0	0.0
102606463	1.0	1.0
731308	0.0	1.0
339122	213.0	278.0
339123	3002.0	3033.0
102606462	0.0	1.0
391701	0.0	0.0
391703	1.0	0.0
151827	68.0	52.0
126826	1.0	0.0
643719	22.0	9.0
10755	4646.0	4458.0
151825	0.0	1.0
10758	3052.0	824.0
126823	437.0	545.0
126820	11.0	19.0
10750	17.0	61.0
10752	2352.0	423.0
10751	0.0	0.0
10753	51.0	91.0
643714	1.0	0.0
138864	0.0	0.0
391712	6.0	3.0
391714	0.0	0.0
114836	48.0	39.0
10767	1885.0	3767.0
10766	5855.0	11023.0
151835	0.0	4.0
10769	646.0	2746.0
391718	0.0	0.0
10768	7280.0	13365.0
126811	0.0	0.0
643723	13.0	3.0
10761	0.0	8.0
10763	1914.0	4205.0
10762	2674.0	4639.0
10765	4160.0	11817.0
101929179	0.0	3.0
388112	5.0	1.0
339105	62.0	141.0
83707	1352.0	1876.0
83706	316.0	727.0
10734	137.0	74.0
10733	100.0	822.0
83714	291.0	462.0
10736	138.0	248.0
401648	3.0	2.0
643739	0.0	0.0
10735	5316.0	13169.0
401647	16.0	54.0
10738	0.0	3.0
401646	0.0	0.0
10737	3.0	8.0
10739	359.0	9.0
376132	2.0	0.0
10730	7126.0	17784.0
101929184	2.0	3.0
10732	571.0	1180.0
138804	0.0	0.0
138805	0.0	2.0
138802	0.0	0.0
138803	0.0	1.0
643751	13.0	34.0
124221	38.0	49.0
124222	1230.0	1493.0
114897	1213.0	1077.0
114898	39.0	85.0
124220	22236.0	3758.0
114899	54.0	2255.0
391777	11.0	20.0
10745	453.0	1127.0
56104	52.0	713.0
83700	2414.0	1562.0
401638	0.0	1.0
10744	0.0	0.0
56105	70.0	52.0
10747	63.0	53.0
401637	0.0	0.0
56106	225.0	48.0
10746	2704.0	5311.0
56107	131.0	56.0
10749	12117.0	6364.0
56100	166.0	94.0
401634	1.0	0.0
10748	109.0	50.0
56101	290.0	68.0
56102	38.0	101.0
56103	52.0	1374.0
643744	12.0	17.0
10741	1566.0	1067.0
56108	132.0	77.0
10740	62.0	875.0
643749	114.0	148.0
56109	127.0	221.0
10743	4445.0	4236.0
342732	2.0	2.0
10742	1384.0	628.0
101929198	0.0	0.0
101929196	4.0	2.0
100420811	9.0	19.0
114884	1428.0	799.0
317774	1.0	2.0
114885	772.0	1432.0
401630	0.0	0.0
317772	2.0	3.0
100419821	0.0	0.0
56110	115.0	1358.0
317778	0.0	0.0
83729	24.0	96.0
317775	0.0	1.0
83734	291.0	347.0
10712	1798.0	2797.0
83733	301.0	76.0
10714	809.0	1306.0
126868	196.0	36.0
317769	0.0	0.0
100419829	0.0	1.0
10713	1871.0	5146.0
317768	0.0	1.0
10716	0.0	0.0
100419827	0.0	0.0
56111	70.0	185.0
10715	9.0	331.0
56112	35.0	157.0
56113	44.0	246.0
83732	701.0	1813.0
10718	8.0	6.0
10717	534.0	780.0
56114	27.0	117.0
388125	57.0	170.0
401629	4.0	6.0
317781	1311.0	2188.0
388122	0.0	2.0
83719	2880.0	1254.0
56120	6.0	12.0
56121	117.0	114.0
114876	2128.0	1756.0
388121	69.0	111.0
83716	4806.0	3142.0
83715	313.0	254.0
114879	2678.0	3925.0
100420829	0.0	0.0
10723	4445.0	2849.0
56126	72.0	382.0
83723	6.0	49.0
126859	9.0	6.0
56127	28.0	141.0
10725	2701.0	4318.0
56128	14.0	897.0
56129	56.0	499.0
10724	6449.0	6732.0
114880	454.0	821.0
56122	369.0	414.0
388115	1147.0	1095.0
401613	863.0	253.0
114881	1631.0	732.0
10726	5276.0	7474.0
56123	245.0	720.0
401612	122.0	113.0
114882	2525.0	5130.0
56124	57.0	327.0
10728	10205.0	19552.0
114883	5729.0	5268.0
56125	108.0	927.0
643766	0.0	0.0
10721	25.0	765.0
10720	0.0	2.0
100420830	1.0	1.0
136259	2.0	3.0
100420834	0.0	0.0
317751	25.0	1.0
124274	0.0	0.0
388152	85.0	74.0
317754	0.0	0.0
317753	1.0	0.0
317749	568.0	434.0
342705	0.0	1.0
151888	15.0	6.0
151887	1233.0	4471.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	362.0	563.0
100420843	0.0	0.0
100293090	67.0	144.0
148254	332.0	459.0
317762	3954.0	4258.0
317761	17.0	51.0
100419854	0.0	0.0
317760	7.0	19.0
317767	1.0	0.0
100271715	32.0	33.0
148252	266.0	224.0
100271722	111.0	793.0
199834	0.0	0.0
388135	779.0	104.0
101929152	4.0	1.0
100420854	0.0	1.0
222950	77.0	7.0
100419867	0.0	0.0
148266	197.0	732.0
100419868	4.0	6.0
148268	301.0	659.0
100419866	0.0	0.0
100420859	0.0	0.0
