id	8309be46-0342-49d9-b6f1-b2779eaaee9a	5ec72280-04a7-434f-bdee-5bcffe7bc83d
102466732	1.0	1.0
102466731	2.0	0.0
116369	10.0	3.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	14.0	63.0
574036	208.0	101.0
574038	0.0	0.0
83479	719.0	704.0
116379	0.0	15.0
100128092	0.0	1.0
83478	422.0	247.0
83473	126.0	304.0
83475	596.0	954.0
100128098	0.0	1349.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	471.0	1906.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	77.0	176.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	246.0	480.0
100128083	1.0	1.0
83468	391.0	329.0
100128081	48.0	20.0
83461	92.0	80.0
128338	1824.0	2101.0
83464	1559.0	2480.0
83463	94.0	73.0
83460	121.0	128.0
100189028	15.0	11.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	4952.0	4066.0
116349	416.0	529.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	117.0	49.0
346562	1.0	0.0
647415	2.0	1.0
128322	0.0	0.0
1809	12196.0	7187.0
116337	1.0	1.0
153328	3.0	6.0
1800	49.0	119.0
100128061	0.0	0.0
100128060	21.0	24.0
100128062	0.0	0.0
1808	3586.0	1314.0
83483	3865.0	2132.0
1807	1.0	313.0
1806	989.0	1705.0
1805	749.0	246.0
83480	387.0	731.0
1804	801.0	40.0
1803	27380.0	21502.0
1802	742.0	1175.0
83482	0.0	0.0
1801	1331.0	1221.0
83481	867.0	693.0
131965	538.0	574.0
1811	91420.0	241.0
1810	2668.0	3011.0
143941	10.0	30.0
1819	1645.0	2094.0
1818	0.0	0.0
1817	0.0	0.0
1816	4.0	4.0
1815	13.0	3.0
100128054	2.0	0.0
1814	0.0	0.0
285084	0.0	0.0
1813	13.0	19.0
1812	11.0	155.0
100128055	0.0	0.0
647436	6.0	6.0
128387	717.0	822.0
131973	0.0	0.0
1822	22995.0	10412.0
1821	79.0	83.0
1820	413.0	436.0
100128041	0.0	0.0
1829	1478.0	8928.0
1828	0.0	15.0
1827	1083.0	868.0
285093	1.0	8.0
1826	4.0	0.0
100128043	0.0	0.0
1825	240.0	2478.0
100128042	0.0	0.0
1824	87.0	5271.0
1823	0.0	10.0
100128044	0.0	0.0
407977	2.0	2.0
407975	10.0	13.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	1.0	0.0
1832	9636.0	22413.0
1831	5745.0	11512.0
1830	0.0	103.0
574016	0.0	0.0
100128036	0.0	0.0
1839	377.0	520.0
1838	4005.0	2162.0
346528	1.0	1.0
1837	973.0	776.0
1836	15188.0	8109.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	1.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	1.0	0.0
574034	0.0	0.0
1844	5095.0	1581.0
1843	14671.0	42288.0
1842	471.0	445.0
1841	916.0	1182.0
1840	276.0	343.0
574028	3.0	1.0
574029	1.0	1.0
100128025	41.0	23.0
1849	1139.0	1277.0
346517	0.0	0.0
1848	1418.0	1213.0
1847	730.0	636.0
100128020	0.0	0.0
1846	23127.0	465.0
100128023	0.0	1.0
1845	6474.0	3832.0
153396	980.0	1090.0
1855	3594.0	4486.0
1854	1779.0	2753.0
100131671	0.0	0.0
1852	70.0	18.0
1850	507.0	337.0
100131678	0.0	1.0
1859	4352.0	3931.0
1857	5999.0	4157.0
1856	2114.0	1922.0
724068	0.0	0.0
724067	0.0	0.0
202781	666.0	752.0
1861	2671.0	2886.0
100131688	0.0	0.0
1869	127.0	174.0
724094	1.0	0.0
1880	120.0	319.0
1877	1401.0	1644.0
100131691	191.0	73.0
1876	540.0	484.0
1875	259.0	656.0
83417	2.0	1.0
100131693	7.0	9.0
100327036	1.0	0.0
83416	1.0	11.0
200132	54.0	9.0
1874	3166.0	2281.0
1872	0.0	0.0
1871	247.0	544.0
1870	6.0	35.0
1879	395.0	118.0
724087	25.0	4.0
1891	9673.0	9046.0
1890	449.0	2667.0
83401	4.0	7.0
1889	6311.0	22189.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	702.0	3275.0
58472	1507.0	3445.0
200149	0.0	0.0
58475	318.0	698.0
724038	0.0	0.0
83439	3646.0	845.0
1896	711.0	513.0
58477	8278.0	5102.0
58476	2943.0	1950.0
1894	241.0	606.0
1893	725.0	305.0
1892	34410.0	12139.0
58478	1359.0	2454.0
200150	262.0	231.0
724022	0.0	0.0
58484	33.0	64.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1160.0	891.0
724024	0.0	0.0
58486	1622.0	1816.0
58485	4611.0	3625.0
724023	0.0	0.0
58480	3239.0	4137.0
724029	7.0	1.0
200159	5.0	1.0
724028	0.0	0.0
724027	1.0	0.0
58488	5692.0	977.0
58487	2215.0	2425.0
200162	24.0	3.0
58489	661.0	2771.0
58495	713.0	794.0
724059	0.0	0.0
58494	1076.0	790.0
58497	2728.0	1861.0
58496	50.0	10.0
58491	477.0	432.0
58490	2748.0	2168.0
58493	1363.0	1448.0
58492	172.0	151.0
58499	1481.0	1882.0
58498	0.0	0.0
200172	28.0	4.0
83451	2371.0	3409.0
83450	359.0	234.0
83452	567.0	678.0
153364	467.0	782.0
83448	1345.0	1132.0
200186	2779.0	2071.0
83447	0.0	0.0
200185	2091.0	800.0
83449	7.0	13.0
83444	252.0	228.0
83443	5029.0	5425.0
83446	0.0	0.0
83445	1.0	5.0
83440	1880.0	4612.0
83442	5394.0	5238.0
114984	2114.0	2261.0
114987	898.0	481.0
391603	0.0	0.0
10657	6579.0	9091.0
126969	942.0	837.0
10656	374.0	401.0
10659	1428.0	1395.0
10658	5486.0	4955.0
114990	2980.0	2650.0
114991	684.0	1043.0
10651	1863.0	1611.0
10650	38.0	107.0
10653	36371.0	28637.0
10652	6610.0	5025.0
342667	30402.0	116.0
10655	115.0	10.0
643812	0.0	0.0
342666	17.0	8.0
10654	1659.0	3434.0
136306	57.0	23.0
126961	0.0	6.0
10668	1272.0	1134.0
10667	809.0	732.0
643827	6.0	10.0
10669	94.0	1882.0
10660	0.0	3.0
10661	0.0	3.0
731220	4.0	1.0
138971	0.0	3.0
10664	3425.0	3898.0
10663	21.0	193.0
10666	17.0	88.0
731223	6.0	1.0
10665	1.0	2.0
136319	7621.0	7209.0
163933	10.0	14.0
317691	0.0	0.0
339005	106.0	94.0
10635	49.0	120.0
10634	22789.0	2429.0
10637	33.0	31.0
10636	657.0	637.0
10638	0.0	0.0
114971	1153.0	1337.0
10631	1270.0	1498.0
643836	1272.0	1482.0
10630	1696.0	1026.0
643837	419.0	1585.0
10633	57.0	54.0
643834	0.0	0.0
10632	7740.0	7921.0
100124394	0.0	0.0
10645	3687.0	5563.0
10648	0.0	0.0
10647	14.0	278.0
148304	207.0	339.0
114960	1.0	0.0
10640	1950.0	2606.0
136332	3.0	13.0
10642	3.0	0.0
643847	0.0	0.0
10641	1234.0	1475.0
10644	396.0	57.0
10643	2.0	5.0
317671	86.0	128.0
643862	0.0	0.0
391642	0.0	0.0
10609	2344.0	2586.0
391647	2.0	2.0
10613	2152.0	2819.0
10612	613.0	1203.0
10615	83.0	169.0
10614	5420.0	3810.0
10617	2373.0	3055.0
401525	0.0	0.0
10616	5134.0	5260.0
10618	17836.0	16664.0
643854	17.0	0.0
643853	107.0	67.0
643859	0.0	0.0
10611	6936.0	40465.0
10610	705.0	650.0
643872	3.0	4.0
643873	214.0	300.0
643870	10.0	12.0
317684	0.0	0.0
391655	0.0	0.0
391657	0.0	0.0
391656	9.0	4.0
317687	1.0	1.0
10623	1216.0	802.0
10626	363.0	341.0
10625	8688.0	3365.0
10628	53797.0	21611.0
10627	7727.0	9822.0
10629	783.0	735.0
342618	0.0	0.0
643865	0.0	0.0
643866	266.0	230.0
10620	295.0	355.0
10622	44.0	120.0
10621	473.0	583.0
101954275	1.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	2.0	2.0
643884	0.0	0.0
101954277	2.0	2.0
101954278	3.0	3.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	54.0	29.0
83606	3817.0	8697.0
101954271	0.0	0.0
83605	2010.0	1433.0
101954272	1.0	0.0
83608	691.0	723.0
83607	1358.0	1413.0
151903	2287.0	2009.0
401507	0.0	0.0
317649	1323.0	1580.0
391627	0.0	0.0
401505	878.0	805.0
388007	0.0	0.0
317648	811.0	926.0
100419709	3.0	4.0
100419705	0.0	0.0
643875	0.0	0.0
401509	94.0	62.0
401508	0.0	0.0
101954264	3.0	0.0
138948	59.0	26.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	3.0
102464827	0.0	0.0
391630	196.0	0.0
102464828	0.0	0.0
317662	1292.0	1400.0
100419711	17.0	3.0
102464825	0.0	0.0
56000	132.0	0.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	99.0	82.0
102464824	0.0	0.0
56005	8567.0	7358.0
10602	5515.0	3615.0
56006	1786.0	2349.0
83604	4220.0	1875.0
10603	89.0	219.0
10606	5215.0	8594.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2294.0	3077.0
10608	13199.0	8403.0
10607	3070.0	3684.0
10600	3056.0	2464.0
101929254	5.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3265.0	3042.0
102464832	0.0	0.0
100271849	7.0	3.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	3288.0	239.0
112398	1247.0	876.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	1.0	1.0
388021	9.0	36.0
100419734	0.0	1.0
391698	0.0	2.0
100419731	0.0	0.0
100271836	91.0	51.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	1.0	0.0
101954204	0.0	0.0
199953	716.0	885.0
161357	2.0	0.0
100420734	0.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	2.0	0.0
731275	30.0	23.0
199920	104.0	150.0
222826	0.0	2.0
101929286	1.0	4.0
391670	1.0	1.0
391672	0.0	1.0
161342	10.0	10.0
148398	432.0	1442.0
100419758	74.0	40.0
100419751	0.0	1.0
124359	992.0	3950.0
101929293	15.0	12.0
100420752	0.0	2.0
100420754	0.0	0.0
10691	771.0	1033.0
10690	17.0	14.0
101929212	25.0	36.0
101929218	0.0	0.0
388076	1.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	176.0	103.0
10693	190.0	178.0
10692	10.0	4.0
10695	3828.0	6924.0
10694	8906.0	11857.0
10699	472.0	244.0
101929221	21.0	7.0
100420763	1.0	1.0
101929225	6.0	1.0
101929222	2.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1367.0	17545.0
101929239	1.0	0.0
100419788	0.0	0.0
148345	2.0	23.0
101929238	0.0	0.0
220213	1071.0	1179.0
10678	473.0	726.0
151987	2786.0	2671.0
10671	1568.0	1401.0
10670	7820.0	4856.0
10673	58.0	211.0
10672	3582.0	2633.0
10675	7.0	198.0
10677	226.0	51.0
100419793	0.0	0.0
100420784	0.0	1.0
100420786	0.0	0.0
101929247	0.0	1.0
100420787	1.0	2.0
101929244	0.0	0.0
220202	3.0	10.0
222865	156.0	237.0
10682	2779.0	6684.0
10681	2237.0	1175.0
10683	0.0	48.0
10686	123.0	24.0
136371	0.0	1.0
643803	0.0	0.0
10687	144.0	13.0
100419682	0.0	0.0
100420678	20.0	7.0
222894	0.0	0.0
100419687	0.0	1.0
283807	701.0	331.0
653194	0.0	0.0
83598	2.0	0.0
83597	0.0	6.0
653199	53.0	82.0
83594	1769.0	2462.0
83593	3337.0	1278.0
83596	419.0	678.0
83595	227.0	329.0
83590	3188.0	2295.0
653190	0.0	30.0
653192	0.0	0.0
83592	87.0	15.0
83591	219.0	294.0
1909	5564.0	2078.0
100420689	16.0	4.0
1908	66.0	77.0
161291	5112.0	7972.0
653188	0.0	0.0
653189	48.0	54.0
1907	106.0	288.0
1906	719.0	798.0
197258	1833.0	1695.0
1903	1812.0	676.0
197259	415.0	246.0
1902	1764.0	784.0
1901	555.0	416.0
100420681	0.0	0.0
197257	2006.0	1303.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	666.0	353.0
1917	1475.0	18315.0
1915	328015.0	419494.0
1912	5834.0	5386.0
1911	659.0	296.0
101929202	12.0	23.0
101929203	0.0	1.0
199899	2.0	0.0
148281	7.0	177.0
219287	24.0	2.0
161253	17.0	22.0
219285	348.0	517.0
283849	159.0	247.0
283848	296.0	153.0
1932	0.0	1.0
283847	0.0	0.0
256227	2.0	7.0
256223	2.0	0.0
1939	3163.0	4393.0
1938	186894.0	276769.0
1937	55.0	41.0
1936	10765.0	10164.0
1934	2.0	3.0
1933	11311.0	14547.0
161247	61.0	48.0
219293	400.0	277.0
1943	0.0	11.0
1942	4697.0	7813.0
256236	130.0	691.0
1949	82.0	402.0
199870	651.0	656.0
1948	3856.0	2309.0
1947	3924.0	1287.0
1946	692.0	675.0
1945	440.0	674.0
1944	69.0	143.0
161271	0.0	0.0
1954	5977.0	4194.0
1953	1118.0	2457.0
1952	5860.0	1872.0
1951	95.0	1128.0
1950	61.0	448.0
283820	902.0	728.0
1959	312.0	830.0
1958	14687.0	32082.0
1956	8793.0	7576.0
1955	1503.0	2568.0
1965	2622.0	3265.0
1964	3123.0	4754.0
199857	893.0	603.0
1962	300.0	806.0
1961	2.0	20.0
1960	278.0	568.0
220296	7.0	5.0
1969	1114.0	565.0
1968	5967.0	11321.0
1967	2526.0	2706.0
114904	340.0	250.0
114905	66.0	229.0
114907	31323.0	6813.0
114908	7683.0	16778.0
340094	0.0	0.0
643783	271.0	138.0
114900	29.0	55.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	21759.0	29820.0
1974	16684.0	22584.0
1973	128.0	42.0
283888	1.0	2.0
401447	0.0	0.0
653113	137.0	83.0
1979	17385.0	7080.0
1978	4631.0	2421.0
1977	1359.0	1691.0
643790	8.0	1.0
1990	0.0	0.0
256281	823.0	1888.0
1987	1.0	0.0
1986	1.0	1.0
1984	15171.0	16962.0
1983	16960.0	11451.0
1982	52034.0	40703.0
283876	72.0	89.0
1981	24450.0	23543.0
1980	15.0	1.0
283871	1573.0	535.0
283870	126.0	28.0
105375616	0.0	10.0
340075	42.0	40.0
340073	0.0	0.0
653125	1.0	3.0
401431	156.0	208.0
83528	0.0	0.0
1998	1937.0	2213.0
1997	3360.0	3294.0
283869	14.0	33.0
1996	5.0	21.0
401428	6.0	8.0
83538	86.0	118.0
1995	42.0	17.0
401427	20.0	28.0
283867	0.0	0.0
1994	4576.0	5016.0
1993	5.0	146.0
1992	3376.0	1468.0
1991	4.0	7.0
283860	2.0	3.0
83530	10.0	3.0
340069	0.0	0.0
1999	4137.0	4900.0
105375606	0.0	1.0
340061	2659.0	2702.0
653115	57.0	23.0
653121	636.0	530.0
653122	85.0	74.0
283854	0.0	0.0
653123	0.0	0.0
401491	24.0	35.0
100124412	0.0	0.0
653147	13.0	4.0
401498	0.0	2.0
653149	1.0	0.0
401497	0.0	0.0
401494	315.0	453.0
401492	3.0	19.0
83550	1.0	4.0
83552	0.0	0.0
83551	0.0	0.0
114932	3274.0	4889.0
83539	268.0	585.0
83547	881.0	320.0
83546	2.0	1.0
653140	17.0	3.0
83549	3233.0	2818.0
83548	2788.0	3725.0
83543	33386.0	1432.0
653145	134.0	108.0
83544	1853.0	1096.0
83541	1786.0	1949.0
83540	17.0	21.0
126917	1556.0	1455.0
340037	10.0	5.0
114926	1887.0	1626.0
114928	1229.0	1889.0
339044	1.0	1.0
256297	0.0	0.0
401474	4212.0	289.0
653174	0.0	0.0
653175	0.0	1.0
340024	0.0	77.0
114915	1179.0	2248.0
401466	857.0	1293.0
653162	48.0	40.0
653163	1.0	0.0
283899	2167.0	1486.0
653166	0.0	0.0
283897	18.0	171.0
339145	4.0	1.0
391723	0.0	0.0
391722	15.0	24.0
10778	1566.0	1822.0
10777	6.0	11.0
10772	3707.0	3593.0
340120	8.0	40.0
10771	6373.0	6024.0
10773	772.0	726.0
10776	7693.0	5919.0
10775	1770.0	1635.0
10788	13878.0	7497.0
391739	0.0	0.0
10781	1180.0	1314.0
10780	398.0	330.0
10783	931.0	2119.0
10782	1118.0	938.0
10785	350.0	290.0
10787	11332.0	8441.0
10786	9.0	1.0
102606463	59.0	11.0
731308	1.0	2.0
339122	175.0	169.0
339123	4472.0	3347.0
102606462	0.0	0.0
391701	1.0	0.0
391703	0.0	3.0
151827	89.0	47.0
126826	2.0	3.0
643719	36.0	13.0
10755	6579.0	5237.0
151825	0.0	0.0
10758	6912.0	2536.0
126823	959.0	543.0
126820	17.0	6.0
10750	110.0	24.0
10752	268.0	320.0
10751	0.0	0.0
10753	0.0	20.0
643714	0.0	0.0
138864	1.0	1.0
391712	86.0	5.0
391714	0.0	0.0
114836	10.0	169.0
10767	2154.0	2084.0
10766	2935.0	4798.0
151835	9.0	1.0
10769	2048.0	507.0
391718	0.0	0.0
10768	18063.0	6242.0
126811	0.0	1.0
643723	18.0	6.0
10761	0.0	0.0
10763	3944.0	2206.0
10762	5306.0	2260.0
10765	3083.0	4558.0
101929179	0.0	8.0
388112	0.0	1.0
339105	15.0	15.0
83707	4535.0	1989.0
83706	927.0	709.0
10734	71.0	90.0
10733	53.0	103.0
83714	356.0	172.0
10736	42.0	142.0
401648	2.0	4.0
643739	0.0	0.0
10735	7642.0	6295.0
401647	166.0	69.0
10738	2.0	1.0
401646	0.0	0.0
10737	1.0	4.0
10739	3.0	1574.0
376132	0.0	0.0
10730	9406.0	9189.0
101929184	2.0	6.0
10732	647.0	585.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	8.0	4.0
124221	38.0	33.0
124222	164.0	2471.0
114897	18169.0	965.0
114898	316.0	31.0
124220	959.0	10934.0
114899	271.0	80.0
391777	8.0	7.0
10745	584.0	472.0
56104	16.0	107.0
83700	2800.0	2501.0
401638	0.0	0.0
10744	0.0	1.0
56105	73.0	26.0
10747	44.0	19.0
401637	13.0	0.0
56106	562.0	258.0
10746	3433.0	2516.0
56107	229.0	68.0
10749	10318.0	10200.0
56100	280.0	553.0
401634	0.0	0.0
10748	68.0	27.0
56101	377.0	219.0
56102	35.0	10.0
56103	43.0	112.0
643744	6.0	9.0
10741	2166.0	1945.0
56108	120.0	83.0
10740	6.0	274.0
643749	133.0	86.0
56109	174.0	94.0
10743	4228.0	2759.0
342732	2.0	2.0
10742	1918.0	1652.0
101929198	2.0	0.0
101929196	0.0	0.0
100420811	0.0	6.0
114884	846.0	1784.0
317774	0.0	0.0
114885	1403.0	683.0
401630	0.0	0.0
317772	2.0	2.0
100419821	0.0	0.0
56110	43.0	52.0
317778	0.0	0.0
83729	4.0	49.0
317775	2.0	0.0
83734	386.0	446.0
10712	2102.0	2181.0
83733	86.0	679.0
10714	999.0	665.0
126868	87.0	64.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2392.0	2486.0
317768	0.0	1.0
10716	30.0	1.0
100419827	0.0	0.0
56111	123.0	41.0
10715	10.0	149.0
56112	35.0	22.0
56113	154.0	98.0
83732	630.0	989.0
10718	40.0	4.0
10717	466.0	383.0
56114	41.0	61.0
388125	85.0	163.0
401629	0.0	0.0
317781	1242.0	1374.0
388122	0.0	1.0
83719	4140.0	2844.0
56120	1.0	1.0
56121	161.0	96.0
114876	2692.0	2539.0
388121	85.0	131.0
83716	2995.0	12663.0
83715	590.0	1296.0
114879	3480.0	2326.0
100420829	0.0	0.0
10723	2122.0	4823.0
56126	72.0	178.0
83723	7.0	61.0
126859	6.0	3.0
56127	28.0	58.0
10725	2812.0	1324.0
56128	9.0	17.0
56129	77.0	97.0
10724	7926.0	7834.0
114880	220.0	467.0
56122	174.0	206.0
388115	5452.0	394.0
401613	3354.0	728.0
114881	1625.0	953.0
10726	8654.0	7194.0
56123	132.0	93.0
401612	209.0	142.0
114882	2216.0	2388.0
56124	76.0	72.0
10728	11992.0	15966.0
114883	5010.0	4188.0
56125	130.0	384.0
643766	0.0	0.0
10721	10.0	22.0
10720	0.0	0.0
100420830	0.0	2.0
136259	3.0	14.0
100420834	0.0	0.0
317751	24.0	15.0
124274	0.0	0.0
388152	148.0	179.0
317754	0.0	0.0
317753	0.0	0.0
317749	701.0	984.0
342705	0.0	3.0
151888	1.0	35.0
151887	5144.0	1887.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	291.0	341.0
100420843	0.0	0.0
100293090	68.0	28.0
148254	448.0	372.0
317762	2854.0	2866.0
317761	1.0	19.0
100419854	0.0	0.0
317760	8.0	1.0
317767	3.0	0.0
100271715	45.0	18.0
148252	176.0	811.0
100271722	366.0	101.0
199834	0.0	0.0
388135	1305.0	490.0
101929152	11.0	35.0
100420854	0.0	0.0
222950	121.0	38.0
100419867	0.0	0.0
148266	249.0	313.0
100419868	2.0	1.0
148268	325.0	433.0
100419866	6.0	0.0
100420859	0.0	0.0
124245	2530.0	2211.0
317729	1.0	0.0
136288	9.0	0.0
199800	19.0	34.0
101930150	0.0	0.0
163882	1987.0	1779.0
388165	26.0	28.0
100419873	1.0	0.0
100271700	30.0	16.0
100271703	0.0	0.0
100271702	0.0	54.0
100420875	2.0	0.0
100420877	0.0	0.0
388199	5.0	1.0
22794	8181.0	6055.0
22795	631.0	270.0
22796	2192.0	1999.0
22797	22.0	120.0
22798	34.0	2.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	9.0
138883	0.0	1.0
138881	4.0	6.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	0.0	0.0
222967	3.0	1.0
219333	1419.0	1150.0
136227	20.0	1263.0
222962	55.0	539.0
148213	262.0	295.0
388182	99.0	44.0
100419895	0.0	0.0
317716	0.0	0.0
148203	152.0	287.0
317719	19.0	9.0
148206	348.0	290.0
163859	1271.0	1248.0
101929110	5.0	10.0
101929111	0.0	0.0
219348	192.0	90.0
219347	111.0	226.0
100420898	0.0	0.0
148223	1828.0	1829.0
10799	178.0	198.0
136242	1.0	2.0
10791	692.0	848.0
10794	71.0	76.0
10793	202.0	231.0
10795	1578.0	1902.0
10798	0.0	0.0
10797	2307.0	2348.0
101929121	0.0	0.0
101929120	1.0	97.0
101929127	0.0	3.0
317701	1.0	2.0
220323	1699.0	853.0
148231	0.0	0.0
148229	21.0	18.0
151877	17.0	12.0
151871	0.0	0.0
93035	101.0	14.0
161176	1358.0	156.0
56097	24.0	5.0
56098	3.0	0.0
56099	427.0	491.0
93034	24.0	6.0
283927	147.0	172.0
220359	37.0	30.0
653073	0.0	0.0
653075	1.0	2.0
256302	2137.0	1685.0
105373144	0.0	1.0
81050	0.0	0.0
199786	3.0	38.0
256309	245.0	228.0
100420792	0.0	0.0
95681	1030.0	799.0
283914	0.0	0.0
81047	0.0	0.0
197131	2276.0	1753.0
197135	35.0	58.0
653061	3.0	0.0
93058	775.0	382.0
161198	790.0	433.0
283902	1.0	3.0
220382	324.0	72.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	1.0
199777	2681.0	1375.0
81061	0.0	0.0
653082	185.0	36.0
81090	0.0	0.0
100271649	0.0	0.0
199746	408.0	210.0
100271655	4.0	4.0
81099	0.0	0.0
100271650	2.0	5.0
199745	355.0	368.0
148170	227.0	5272.0
256364	2515.0	2628.0
163786	294.0	261.0
220388	30.0	41.0
100271639	0.0	0.0
163782	31.0	241.0
100271646	9.0	3.0
283953	13050.0	1.0
256355	80.0	21.0
100271644	1.0	0.0
283951	419.0	588.0
256356	2543.0	2620.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	10.0	6.0
148189	541.0	1106.0
93099	1592.0	1096.0
100271627	0.0	0.0
283948	951.0	136.0
256329	198.0	113.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	1.0
100271633	0.0	0.0
100271632	0.0	0.0
199720	21.0	24.0
93082	981.0	434.0
161145	6697.0	714.0
100271617	0.0	0.0
100271616	2.0	1.0
161142	6.0	3.0
100271619	0.0	0.0
148198	27.0	3.0
100271618	1.0	3.0
100271624	0.0	0.0
100271623	0.0	2.0
283933	51.0	69.0
100271625	0.0	0.0
93081	665.0	196.0
100271620	2.0	0.0
283932	75.0	150.0
100271622	3.0	3.0
100271621	1.0	0.0
199731	2025.0	3816.0
100124332	0.0	1.0
643664	1.0	0.0
256394	0.0	179.0
83637	6633.0	3874.0
83636	1748.0	1275.0
401565	0.0	2.0
401563	27.0	26.0
401562	20.0	10.0
401561	24.0	26.0
283999	0.0	0.0
283994	0.0	3.0
643668	13.0	2.0
283991	2838.0	2205.0
340198	0.0	1.0
643669	4.0	6.0
340192	0.0	0.0
643680	14.0	5.0
197196	2.0	0.0
56033	0.0	18.0
401551	16.0	4.0
83657	94.0	87.0
83656	16.0	0.0
83659	8.0	4.0
283989	1604.0	1474.0
83658	5291.0	6747.0
401548	1751.0	913.0
56034	1829.0	1595.0
283987	13149.0	14125.0
256369	0.0	0.0
401546	1073.0	3821.0
83655	0.0	0.0
283985	0.0	0.0
283982	0.0	0.0
283981	25.0	20.0
643677	7.0	0.0
83650	1.0	1.0
197187	104.0	154.0
449520	11.0	0.0
401541	113.0	99.0
401540	0.0	0.0
83639	0.0	8.0
83638	3055.0	3420.0
256380	5.0	25.0
449518	0.0	0.0
83648	8033.0	212.0
401537	5.0	1.0
83647	0.0	0.0
83641	30894.0	2904.0
401535	55.0	5.0
83643	1836.0	675.0
401533	1.0	0.0
643689	1.0	0.0
283971	1.0	0.0
83640	507.0	613.0
283970	7.0	4.0
114826	1628.0	644.0
114827	79.0	39.0
378706	0.0	1.0
378707	0.0	0.0
378708	301.0	188.0
339184	7.0	2.0
339186	1.0	0.0
56052	1908.0	1606.0
114821	1575.0	560.0
114822	1300.0	694.0
114823	5842.0	2688.0
114824	4.0	0.0
114825	708.0	1239.0
643699	44.0	15.0
340168	0.0	0.0
114815	160.0	52.0
114817	0.0	0.0
114818	681.0	718.0
114819	150.0	47.0
339175	790.0	927.0
56063	919.0	416.0
653017	0.0	0.0
56061	3173.0	3819.0
56062	175.0	14.0
114814	136.0	82.0
83667	585.0	482.0
83666	1329.0	3070.0
83660	1870.0	473.0
340156	147.0	65.0
83661	2323.0	450.0
114804	509.0	1224.0
114805	96.0	180.0
340152	30.0	35.0
339168	0.0	0.0
114800	118.0	38.0
114801	37.0	102.0
93010	86.0	164.0
114803	1019.0	795.0
83697	20.0	5.0
81034	812.0	956.0
81035	362.0	5894.0
83696	2917.0	2249.0
83699	2717.0	4567.0
81037	7722.0	6371.0
83698	61.0	30.0
401588	162.0	290.0
83693	1260.0	1493.0
81030	4.0	32.0
83692	3430.0	2732.0
81031	1481.0	5672.0
83695	1291.0	1837.0
