id	9feb9cef-8d78-43c5-8760-2641bb539b48	90dcc0ac-a55e-4551-9573-022c10d1c0e1
10739	1.0	674.0
376132	0.0	0.0
10730	9635.0	11298.0
101929184	0.0	42.0
10732	670.0	658.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	12.0	10.0
124221	25.0	33.0
124222	184.0	1929.0
114897	20289.0	1929.0
114898	584.0	114.0
124220	1749.0	29266.0
114899	237.0	221.0
391777	2.0	8.0
10745	530.0	712.0
56104	6.0	67.0
83700	1803.0	4073.0
401638	1.0	0.0
10744	3.0	3.0
56105	35.0	95.0
10747	43.0	78.0
401637	13.0	1.0
56106	120.0	247.0
10746	3470.0	3802.0
56107	141.0	107.0
10749	9096.0	21414.0
56100	202.0	150.0
401634	0.0	0.0
10748	77.0	115.0
56101	314.0	348.0
56102	11.0	29.0
56103	30.0	212.0
643744	9.0	5.0
10741	2331.0	2418.0
56108	92.0	255.0
10740	7.0	55.0
643749	114.0	163.0
56109	57.0	124.0
10743	3215.0	5111.0
342732	0.0	3.0
10742	1811.0	1641.0
101929198	3.0	0.0
101929196	0.0	0.0
100420811	1.0	2.0
114884	899.0	2264.0
317774	0.0	0.0
114885	1471.0	949.0
401630	0.0	0.0
317772	0.0	6.0
100419821	1.0	2.0
56110	16.0	122.0
317778	0.0	0.0
83729	7.0	97.0
317775	2.0	0.0
83734	375.0	559.0
10712	1743.0	2417.0
83733	81.0	965.0
10714	997.0	920.0
126868	117.0	141.0
317769	0.0	0.0
100419829	0.0	1.0
10713	2143.0	3412.0
317768	2.0	0.0
10716	58.0	1.0
100419827	0.0	0.0
56111	46.0	68.0
10715	1.0	50.0
56112	9.0	46.0
56113	56.0	72.0
83732	730.0	1217.0
10718	31.0	49.0
10717	589.0	962.0
56114	19.0	47.0
388125	61.0	142.0
401629	1.0	8.0
317781	1547.0	2327.0
388122	0.0	0.0
83719	3441.0	3776.0
56120	7.0	2.0
56121	43.0	192.0
114876	1917.0	2287.0
388121	42.0	88.0
83716	895.0	19180.0
83715	790.0	620.0
114879	2886.0	5199.0
100420829	0.0	0.0
10723	2158.0	6247.0
56126	33.0	44.0
83723	3.0	14.0
126859	5.0	6.0
56127	20.0	33.0
10725	2258.0	2553.0
56128	3.0	59.0
56129	32.0	95.0
10724	8508.0	10792.0
114880	514.0	773.0
56122	145.0	292.0
388115	3515.0	1500.0
401613	2248.0	1329.0
114881	1792.0	1724.0
10726	6990.0	8846.0
56123	85.0	145.0
401612	211.0	231.0
114882	1577.0	2017.0
56124	38.0	62.0
10728	11570.0	18750.0
114883	4860.0	9947.0
56125	12.0	55.0
643766	0.0	0.0
10721	3.0	38.0
10720	0.0	3.0
100420830	1.0	0.0
136259	1.0	5.0
100420834	0.0	0.0
317751	19.0	15.0
124274	0.0	0.0
388152	158.0	214.0
317754	0.0	0.0
317753	0.0	1.0
317749	686.0	1032.0
342705	0.0	0.0
151888	5.0	18.0
151887	2133.0	3569.0
136263	0.0	2.0
100420841	0.0	0.0
101929145	306.0	469.0
100420843	0.0	0.0
100293090	3942.0	7150.0
148254	450.0	465.0
317762	2487.0	4447.0
317761	0.0	29.0
100419854	0.0	0.0
317760	6.0	12.0
317767	0.0	1.0
100271715	27.0	41.0
148252	108.0	812.0
100271722	347.0	290.0
199834	0.0	0.0
388135	996.0	854.0
101929152	3.0	111.0
100420854	0.0	0.0
222950	152.0	76.0
100419867	0.0	0.0
148266	257.0	379.0
100419868	4.0	6.0
148268	396.0	613.0
100419866	4.0	4.0
100420859	0.0	0.0
124245	1864.0	2990.0
317729	0.0	5.0
136288	10.0	9.0
199800	15.0	52.0
101930150	0.0	14.0
163882	1760.0	2209.0
388165	31.0	68.0
100419873	0.0	0.0
100271700	39.0	54.0
100271703	0.0	0.0
100271702	0.0	47.0
100420875	0.0	0.0
100420877	0.0	1.0
388199	3.0	1.0
22794	7207.0	9289.0
22795	384.0	302.0
22796	2050.0	2869.0
22797	18.0	91.0
22798	159.0	22.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	4.0	4.0
100420881	0.0	1.0
388181	0.0	1.0
100419893	0.0	0.0
222967	2.0	2.0
219333	1424.0	1492.0
136227	75.0	2091.0
222962	43.0	643.0
148213	200.0	242.0
388182	81.0	112.0
100419895	0.0	0.0
317716	0.0	15.0
148203	137.0	276.0
317719	7.0	14.0
148206	532.0	826.0
163859	1215.0	1601.0
101929110	3.0	7.0
101929111	0.0	1.0
219348	104.0	334.0
219347	83.0	307.0
100420898	1.0	0.0
148223	1452.0	2441.0
10799	150.0	322.0
136242	3.0	1.0
10791	617.0	1147.0
10794	78.0	196.0
10793	169.0	330.0
10795	1378.0	1982.0
10798	0.0	0.0
10797	2474.0	3312.0
101929121	0.0	0.0
101929120	0.0	210.0
101929127	4.0	0.0
317701	0.0	6.0
220323	1100.0	1061.0
148231	0.0	0.0
148229	24.0	38.0
151877	12.0	18.0
151871	0.0	0.0
93035	43.0	38.0
161176	1925.0	453.0
56097	10.0	18.0
56098	3.0	11.0
56099	222.0	293.0
93034	19.0	17.0
283927	177.0	218.0
220359	32.0	41.0
653073	1.0	2.0
653075	2.0	4.0
256302	1618.0	1755.0
105373144	0.0	0.0
81050	0.0	0.0
199786	3.0	17.0
256309	310.0	293.0
100420792	3.0	0.0
95681	702.0	966.0
283914	0.0	0.0
81047	0.0	0.0
197131	2117.0	3218.0
197135	24.0	106.0
653061	1.0	1.0
93058	809.0	635.0
161198	222.0	662.0
283902	1.0	2.0
220382	245.0	122.0
81078	0.0	13.0
81079	0.0	1.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	11.0
199777	1254.0	979.0
81061	0.0	0.0
653082	348.0	138.0
81090	0.0	0.0
100271649	0.0	0.0
199746	355.0	520.0
100271655	0.0	3.0
81099	0.0	0.0
100271650	1.0	4.0
199745	382.0	524.0
148170	401.0	5174.0
256364	2219.0	3754.0
163786	260.0	340.0
220388	39.0	39.0
100271639	0.0	0.0
163782	25.0	156.0
100271646	12.0	23.0
283953	5686.0	1.0
256355	43.0	18.0
100271644	0.0	0.0
283951	435.0	749.0
256356	2348.0	4287.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	2.0	2.0
148189	461.0	1673.0
93099	2288.0	1668.0
100271627	1.0	4.0
283948	628.0	138.0
256329	200.0	291.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	4.0
100271633	0.0	0.0
100271632	1.0	2.0
199720	41.0	37.0
93082	746.0	191.0
161145	4601.0	817.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	2.0	5.0
100271619	2.0	0.0
148198	30.0	4.0
100271618	2.0	0.0
100271624	0.0	2.0
100271623	1.0	1.0
283933	79.0	88.0
100271625	1.0	0.0
93081	773.0	280.0
100271620	2.0	0.0
283932	60.0	237.0
100271622	1.0	2.0
100271621	1.0	1.0
199731	1495.0	3785.0
100124332	0.0	0.0
643664	4.0	2.0
256394	0.0	32.0
83637	5425.0	8233.0
83636	1687.0	2130.0
401565	7.0	9.0
401563	14.0	77.0
401562	17.0	171.0
401561	68.0	146.0
283999	0.0	0.0
283994	3.0	2.0
643668	7.0	2.0
283991	2266.0	2858.0
340198	1.0	5.0
643669	8.0	38.0
340192	0.0	1.0
643680	30.0	30.0
197196	0.0	0.0
56033	3.0	0.0
401551	16.0	27.0
83657	131.0	130.0
83656	28.0	2.0
83659	33.0	36.0
283989	2101.0	2718.0
83658	5135.0	10519.0
401548	1467.0	1649.0
56034	1041.0	1266.0
283987	12517.0	24633.0
256369	0.0	0.0
401546	975.0	6423.0
83655	0.0	0.0
283985	20.0	4.0
283982	0.0	0.0
283981	27.0	40.0
643677	25.0	9.0
83650	1.0	3.0
197187	75.0	194.0
449520	7.0	2.0
401541	220.0	312.0
401540	0.0	0.0
83639	1.0	7.0
83638	3186.0	4401.0
256380	48.0	52.0
449518	0.0	0.0
83648	9723.0	315.0
401537	2.0	3.0
83647	0.0	0.0
83641	34468.0	5653.0
401535	22.0	11.0
83643	1285.0	1250.0
401533	1.0	1.0
643689	1.0	4.0
283971	0.0	2.0
83640	490.0	792.0
283970	4.0	29.0
114826	1273.0	1216.0
114827	145.0	167.0
378706	1.0	0.0
378707	0.0	0.0
378708	259.0	308.0
339184	2.0	0.0
339186	1.0	1.0
56052	1717.0	2222.0
114821	1015.0	854.0
114822	1647.0	1974.0
114823	6447.0	10936.0
114824	4.0	2.0
114825	791.0	1457.0
643699	68.0	81.0
340168	0.0	1.0
114815	30.0	81.0
114817	0.0	0.0
114818	799.0	1393.0
114819	195.0	340.0
339175	715.0	1144.0
56063	840.0	863.0
653017	0.0	0.0
56061	2653.0	4775.0
56062	57.0	10.0
114814	136.0	133.0
83667	1145.0	966.0
83666	1660.0	5666.0
83660	1098.0	1896.0
340156	173.0	102.0
83661	3651.0	263.0
114804	298.0	936.0
114805	33.0	50.0
340152	20.0	40.0
339168	0.0	0.0
114800	67.0	86.0
114801	21.0	86.0
93010	87.0	171.0
114803	1108.0	2841.0
83697	96.0	9.0
81034	804.0	1133.0
81035	242.0	6327.0
83696	2249.0	3483.0
83699	2102.0	6032.0
81037	6677.0	9560.0
83698	8.0	318.0
401588	144.0	574.0
83693	1121.0	2080.0
81030	12.0	57.0
83692	3028.0	3362.0
81031	1474.0	6921.0
83695	1142.0	2345.0
81033	13.0	3064.0
83694	218.0	156.0
340146	0.0	18.0
83690	43.0	1891.0
81027	7.0	11.0
81029	956.0	4435.0
653042	0.0	0.0
653045	1.0	5.0
81025	3.0	2.0
401577	155.0	419.0
22877	4645.0	5309.0
22878	2213.0	3217.0
22879	3153.0	16300.0
22870	5354.0	4918.0
22871	117.0	416.0
22872	14101.0	16315.0
22873	364.0	572.0
22874	8338.0	5922.0
22875	9036.0	2351.0
22876	1075.0	1813.0
10899	11720.0	11804.0
10898	1604.0	2385.0
10891	703.0	528.0
136540	0.0	0.0
10890	6617.0	9112.0
10893	324.0	252.0
10892	1551.0	10457.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	141.0	145.0
10897	3350.0	5890.0
10896	12.0	13.0
22888	854.0	1257.0
22889	1598.0	2327.0
22880	2023.0	4309.0
124540	10003.0	5855.0
22881	259.0	630.0
22882	1824.0	5694.0
22883	13430.0	30960.0
22884	1544.0	1777.0
22885	2766.0	2323.0
22887	2865.0	5762.0
342419	1.0	1.0
124538	0.0	0.0
124535	0.0	7.0
148523	1769.0	438.0
283598	0.0	0.0
283596	195.0	446.0
283592	0.0	0.0
22856	2164.0	4187.0
161514	0.0	0.0
731424	0.0	7.0
22858	1402.0	3638.0
22859	3765.0	2103.0
22850	1389.0	2073.0
22852	356.0	711.0
22853	1938.0	4017.0
22854	222.0	493.0
10877	0.0	0.0
10876	4731.0	2.0
100419909	0.0	0.0
10879	21.0	0.0
10878	2.0	10.0
148534	804.0	1181.0
104169670	2.0	1.0
104169671	1.0	23.0
100419903	4.0	8.0
283587	0.0	813.0
10871	11.0	16.0
10870	64.0	129.0
10873	344.0	1668.0
10875	654.0	1020.0
10874	62.0	15.0
22866	31.0	1336.0
22868	1617.0	1754.0
22869	784.0	1110.0
100309464	0.0	1.0
161502	7.0	5.0
100420901	0.0	0.0
22861	841.0	2074.0
22862	8414.0	3638.0
22863	1244.0	1597.0
22864	1446.0	5283.0
22865	161.0	16.0
10888	0.0	5.0
56203	10.0	14.0
643609	0.0	0.0
56204	4768.0	3384.0
10887	10.0	17.0
124512	1358.0	1695.0
148545	3.0	0.0
283579	0.0	0.0
283578	1450.0	2604.0
10880	0.0	1.0
283576	0.0	4.0
10882	7.0	21.0
10881	0.0	0.0
10884	1475.0	2410.0
283571	18.0	20.0
10886	619.0	7.0
10885	1335.0	2213.0
22834	3465.0	7937.0
22835	614.0	669.0
22836	3496.0	5424.0
22837	5772.0	9903.0
101929059	4.0	3.0
22838	2446.0	3095.0
22839	3232.0	6641.0
100420910	1.0	1.0
100420916	0.0	0.0
22832	507.0	586.0
124590	20.0	44.0
10855	174.0	151.0
10857	23921.0	8111.0
10856	4057.0	6381.0
10859	60.0	177.0
10858	20.0	104.0
100126793	27.0	51.0
10850	0.0	0.0
643617	3.0	1.0
643615	0.0	4.0
100126791	33.0	72.0
22844	54.0	80.0
22845	1734.0	2922.0
22846	335.0	1006.0
22847	1331.0	2129.0
22848	5488.0	5696.0
22849	1212.0	2110.0
112597	473.0	86.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	20781.0	38550.0
100420926	0.0	24.0
22841	7423.0	1366.0
100420927	1.0	0.0
100419930	2.0	1.0
22843	35.0	1130.0
10866	264.0	3357.0
100420919	0.0	0.0
10865	497.0	1164.0
10868	2611.0	4994.0
10867	6903.0	10655.0
10869	6255.0	6963.0
10861	206.0	441.0
101929074	64.0	74.0
10864	2.0	5.0
101929071	16.0	0.0
10863	765.0	1396.0
22813	1.0	1.0
22814	0.0	0.0
643641	1285.0	2251.0
22815	0.0	2.0
22816	0.0	0.0
22818	11551.0	15697.0
10829	0.0	0.0
100419945	0.0	0.0
83849	15.0	51.0
83855	504.0	968.0
10833	0.0	0.0
83854	12.0	12.0
83857	866.0	952.0
10835	1.0	1.0
83856	592.0	215.0
10834	0.0	0.0
83851	17.0	583.0
10837	0.0	0.0
100419948	0.0	0.0
83850	20.0	75.0
10836	0.0	0.0
100419949	0.0	0.0
83853	15.0	63.0
10838	9644.0	3574.0
83852	812.0	1037.0
124565	15081.0	15560.0
100419947	3.0	0.0
22808	709.0	1070.0
22809	1621.0	4428.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	1.0
643637	0.0	168.0
22822	4581.0	2566.0
22823	707.0	991.0
22824	578.0	771.0
101929086	0.0	0.0
22826	4413.0	6135.0
22827	6480.0	11637.0
643653	0.0	1.0
22828	2198.0	2930.0
22829	458.0	1022.0
112574	3145.0	1702.0
100419955	0.0	0.0
56241	301.0	1039.0
100420946	0.0	0.0
56242	728.0	876.0
22820	20118.0	32297.0
22821	520.0	948.0
100419950	1.0	1.0
10844	4227.0	7637.0
83844	0.0	0.0
10846	478.0	1376.0
10845	2221.0	3552.0
10848	2653.0	4997.0
56243	10257.0	9728.0
10847	8250.0	13862.0
56244	20.0	12.0
56245	49.0	26.0
10849	119.0	322.0
56246	0.0	2.0
643646	23.0	64.0
10840	5226.0	3964.0
10842	0.0	0.0
101929093	0.0	0.0
10841	3.0	157.0
643648	0.0	0.0
101929010	2.0	2.0
100420950	2.0	9.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	1.0
100419978	1.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	1.0	2.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	1.0
391436	0.0	1.0
161582	60.0	48.0
124599	1.0	42.0
101929052	0.0	0.0
391485	0.0	2.0
222611	2.0	2.0
100187716	0.0	0.0
391490	0.0	1.0
391496	0.0	0.0
22899	237.0	624.0
391462	0.0	0.0
22891	85.0	146.0
22893	2562.0	2902.0
22894	2432.0	2457.0
22895	2.0	1.0
148581	0.0	0.0
22897	1138.0	1852.0
22898	821.0	1889.0
22890	1153.0	3253.0
391470	0.0	1.0
391472	0.0	1.0
391475	0.0	0.0
101929008	31.0	68.0
222659	5.0	7.0
440894	117.0	301.0
222658	2727.0	5279.0
102724035	0.0	1.0
100271575	0.0	3.0
100271577	1.0	0.0
100271571	1.0	1.0
81175	23.0	16.0
81176	8.0	10.0
100271570	0.0	1.0
93145	164.0	1238.0
440888	0.0	0.0
222642	3.0	0.0
222643	113.0	105.0
401289	0.0	1.0
401288	12.0	23.0
401285	6.0	1.0
81166	0.0	0.0
100271564	0.0	5.0
81168	0.0	0.0
100271566	4.0	2.0
81169	0.0	0.0
81162	0.0	1.0
81163	0.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	1.0	0.0
102724018	1.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	1.0	1.0
401260	3.0	2.0
220001	74.0	121.0
222662	1.0	0.0
401265	65.0	182.0
222663	91.0	196.0
220002	3805.0	3822.0
93166	32.0	317.0
401264	230.0	612.0
220004	94.0	135.0
100271539	0.0	0.0
401262	52.0	86.0
93164	209.0	279.0
100271547	0.0	0.0
100271549	1.0	1.0
81188	0.0	0.0
100271543	0.0	1.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	4.0	9.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1165.0	2286.0
440854	4.0	17.0
222698	85.0	32.0
222696	70.0	107.0
161497	7.0	21.0
100271529	7.0	4.0
222699	26.0	51.0
100271536	0.0	1.0
100271538	2.0	6.0
100271537	0.0	1.0
93190	2.0	17.0
283601	1.0	0.0
100271531	13.0	7.0
283600	1.0	6.0
220042	25.0	74.0
93183	1558.0	2987.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	4317.0	7336.0
100271525	0.0	0.0
100271526	6.0	30.0
100271521	1.0	0.0
100271520	0.0	0.0
220032	1.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	873.0	1131.0
220047	0.0	15.0
100271503	0.0	0.0
10808	4205.0	5656.0
56130	7.0	28.0
10807	1139.0	2212.0
56131	46.0	205.0
56132	15.0	121.0
10809	6060.0	13018.0
220081	22.0	15.0
83756	16.0	77.0
10811	699.0	1368.0
56137	8.0	21.0
10810	540.0	1837.0
83755	0.0	0.0
56138	8.0	46.0
83758	133.0	248.0
10813	1004.0	1547.0
56139	35.0	48.0
401207	209.0	455.0
220082	1.0	0.0
83757	0.0	0.0
83752	5632.0	11660.0
56133	7.0	111.0
10815	136.0	464.0
10814	91.0	19.0
56134	11.0	25.0
10817	560.0	617.0
56135	1.0	8.0
10816	379.0	2.0
283643	434.0	542.0
56136	0.0	11.0
643535	1.0	1.0
643536	0.0	0.0
22800	847.0	1729.0
22801	805.0	494.0
643550	2.0	2.0
22802	6.0	788.0
22803	5059.0	5910.0
440804	0.0	2.0
22806	480.0	422.0
22807	1925.0	1252.0
10819	150.0	129.0
56140	0.0	0.0
10818	1497.0	1715.0
56141	4.0	8.0
56142	1.0	5.0
56143	0.0	4.0
83737	3603.0	3876.0
220070	0.0	1.0
10822	0.0	0.0
283638	3474.0	5995.0
83744	164.0	305.0
10821	1.0	3.0
10824	2.0	5.0
83746	2587.0	3628.0
10823	0.0	0.0
83741	0.0	0.0
283635	2571.0	5883.0
10826	2747.0	2169.0
220074	518.0	2251.0
56144	15.0	34.0
10825	376.0	3985.0
56145	4.0	37.0
83740	0.0	0.0
83743	1959.0	3470.0
56146	3.0	3.0
10828	0.0	6.0
10827	1462.0	2012.0
83742	3780.0	3552.0
56147	1.0	5.0
283631	0.0	1.0
10820	2.0	2.0
440836	418.0	1312.0
643563	1.0	0.0
56154	1.0	2.0
81109	0.0	0.0
283629	75.0	118.0
56159	3.0	1.0
81115	0.0	0.0
81116	3.0	0.0
56155	21.0	114.0
283624	507.0	616.0
102724097	2.0	298.0
256006	31.0	35.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	6.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	43.0
440823	18.0	116.0
440822	0.0	0.0
56163	0.0	13.0
56164	20.0	43.0
256021	7.0	45.0
56165	19.0	134.0
83759	1333.0	1724.0
56160	1314.0	1515.0
10800	24.0	195.0
283617	0.0	0.0
81104	0.0	0.0
10802	2517.0	3141.0
10801	11936.0	13181.0
10804	0.0	11.0
10803	25.0	29.0
56167	1.0	0.0
10806	1140.0	1630.0
56168	0.0	1.0
56169	0.0	14.0
643582	0.0	0.0
643586	6.0	3.0
256076	0.0	1.0
401253	20.0	1.0
56171	200.0	236.0
401251	7.0	25.0
56172	2334.0	28876.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	1.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	9.0	3.0
283688	0.0	0.0
401247	9.0	24.0
81136	1.0	0.0
283687	251.0	781.0
283685	0.0	1.0
93109	484.0	485.0
283682	0.0	16.0
100126825	0.0	1.0
93107	2.0	6.0
643596	24.0	82.0
56180	449.0	889.0
93100	2643.0	2043.0
401242	0.0	15.0
256085	0.0	0.0
56181	5487.0	5810.0
81126	0.0	0.0
81127	0.0	0.0
83787	1539.0	2424.0
283677	0.0	0.0
401237	59.0	57.0
83786	1805.0	2623.0
401236	5.0	5.0
283673	43.0	18.0
93134	2213.0	3366.0
401233	0.0	0.0
401232	183.0	246.0
256051	347.0	692.0
81159	0.0	1.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	38.0	63.0
81153	0.0	0.0
100271596	0.0	1.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	788.0	3103.0
283659	167.0	146.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	1.0	2.0
283651	62.0	15270.0
100271585	1.0	0.0
100271584	1.0	36.0
100271581	1.0	0.0
22998	9218.0	15204.0
22999	19.0	671.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	2258.0	3578.0
100151671	0.0	0.0
100151672	0.0	0.0
22992	5968.0	8687.0
22993	3044.0	12431.0
100151674	0.0	0.0
22994	510.0	818.0
83903	10.0	28.0
22995	183.0	217.0
83902	0.0	0.0
22996	1563.0	7320.0
22997	153.0	152.0
100151670	0.0	0.0
100151686	1.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	4.0
100151684	1.0	2.0
100151685	0.0	0.0
100151681	7.0	1.0
56302	0.0	13.0
83901	0.0	0.0
342538	10.0	8.0
83900	0.0	0.0
56300	0.0	1.0
56301	0.0	0.0
124411	638.0	921.0
22976	655.0	1478.0
22977	22.0	35.0
22978	2142.0	4353.0
22979	80.0	99.0
22970	55.0	57.0
22971	1511.0	1851.0
22974	32.0	308.0
83932	479.0	650.0
10998	439.0	918.0
83931	5366.0	5386.0
342527	23.0	42.0
148418	87.0	291.0
83933	268.0	616.0
124404	7.0	1.0
10999	1468.0	4220.0
124401	1088.0	1738.0
124402	1404.0	2077.0
83930	1024.0	4558.0
56311	5.0	10.0
10990	8.0	33.0
100126693	0.0	15.0
10992	12919.0	17804.0
606500	0.0	0.0
10991	21.0	45.0
10994	5427.0	5714.0
10993	6.0	168.0
22987	187.0	444.0
22989	16.0	227.0
22980	7495.0	12124.0
22981	523.0	1473.0
22982	2159.0	2660.0
22983	29.0	56.0
22984	1929.0	3837.0
22985	7317.0	9666.0
22986	3.0	4.0
58986	7436.0	11899.0
148423	555.0	787.0
58985	51.0	71.0
342510	10.0	37.0
283694	0.0	0.0
283693	21.0	35.0
283692	2.0	2.0
22954	702.0	975.0
22955	3689.0	6922.0
112487	394.0	948.0
22950	1589.0	2066.0
391524	1.0	0.0
22952	1.0	8.0
22953	1958.0	57.0
391526	0.0	2.0
10975	4082.0	5866.0
83953	8.0	13.0
10978	496.0	687.0
83955	10.0	28.0
10979	4681.0	3238.0
112495	1619.0	6428.0
10970	7460.0	11135.0
56339	2112.0	4480.0
10972	33394.0	34879.0
10971	9018.0	21139.0
10974	0.0	0.0
10973	1832.0	2637.0
401409	10.0	66.0
112479	653.0	1128.0
112476	75.0	522.0
391530	3.0	0.0
83939	5231.0	7119.0
56341	0.0	1.0
391533	0.0	0.0
124460	57.0	157.0
83935	28.0	255.0
83938	445.0	656.0
391538	2.0	2.0
83937	3263.0	622.0
10987	3034.0	3826.0
83943	563.0	917.0
83942	0.0	0.0
10989	5426.0	4666.0
10988	18419.0	5280.0
56342	230.0	481.0
124454	1608.0	3115.0
56344	0.0	0.0
83941	1250.0	2249.0
83940	722.0	1179.0
643503	0.0	0.0
10981	558.0	786.0
112483	2873.0	5107.0
10980	6640.0	8295.0
10983	16051.0	27729.0
10982	892.0	1538.0
643507	6.0	4.0
10985	6927.0	10624.0
10984	208.0	416.0
22932	490.0	935.0
22933	2355.0	4144.0
22934	984.0	1154.0
22936	12338.0	9944.0
22937	5867.0	9974.0
22938	3489.0	4196.0
112464	269.0	575.0
22930	3718.0	5415.0
22931	4354.0	8104.0
81309	0.0	0.0
391504	1.0	1.0
10954	1394.0	8877.0
10953	2681.0	2957.0
10956	23933.0	29231.0
81315	0.0	1.0
10955	9214.0	13449.0
391508	1.0	1.0
81316	0.0	0.0
10957	6189.0	6224.0
124446	8721.0	9376.0
81310	0.0	0.0
10959	22526.0	29880.0
22929	2643.0	3871.0
10950	2158.0	1541.0
10952	11068.0	6307.0
10951	3646.0	4429.0
22943	17.0	735.0
22944	572.0	877.0
22945	0.0	0.0
22947	0.0	0.0
22948	5331.0	7993.0
22949	2024.0	8661.0
83957	0.0	1.0
22941	1551.0	3515.0
83959	1226.0	406.0
10965	1124.0	983.0
391518	0.0	0.0
10964	695.0	1066.0
81304	0.0	0.0
10966	748.0	1774.0
10969	2667.0	3971.0
81300	0.0	0.0
10961	23875.0	24470.0
10960	18461.0	16539.0
643529	90.0	607.0
10963	5948.0	10139.0
10962	222.0	461.0
148479	1306.0	1545.0
197407	784.0	985.0
391576	6.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1115.0	1864.0
391548	1.0	3.0
767588	0.0	0.0
767589	0.0	1.0
767583	0.0	0.0
767585	0.0	1.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	1.0
391552	7.0	4.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	2.0	1.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	1.0
207107	0.0	3.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	3.0	1.0
767563	1.0	0.0
474345	2.0	1.0
474344	456.0	877.0
474343	119.0	235.0
246717	1.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	1.0	16.0
161406	5.0	15.0
100151649	0.0	0.0
100151643	0.0	2.0
100151645	0.0	0.0
100151640	2.0	0.0
100151641	0.0	0.0
246715	1.0	0.0
767557	13.0	19.0
606553	0.0	0.0
606551	14.0	29.0
474354	1.0	8.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	2.0
161436	45.0	464.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	10.0	27.0
100151652	0.0	0.0
100151668	0.0	1.0
391592	0.0	2.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2115.0	3437.0
100151667	0.0	0.0
391598	2.0	2.0
100151661	0.0	1.0
100151663	0.0	0.0
474338	14.0	6.0
474337	0.0	0.0
