id	36134979-4e1d-46d7-a019-6b14277b9f24	c1e68714-e091-45ad-a770-b60ee90b87f1
83692	1605.0	3484.0
81031	5551.0	5025.0
83695	2310.0	2131.0
81033	1974.0	540.0
83694	59.0	174.0
340146	28.0	14.0
83690	1122.0	2498.0
81027	8.0	3.0
81029	6492.0	4893.0
653042	0.0	0.0
653045	0.0	0.0
81025	1.0	1.0
401577	269.0	245.0
22877	2541.0	5360.0
22878	2693.0	2283.0
22879	3518.0	3588.0
22870	4861.0	4623.0
22871	75.0	244.0
22872	15057.0	15875.0
22873	157.0	624.0
22874	6080.0	3029.0
22875	2644.0	2555.0
22876	1777.0	1160.0
10899	12000.0	8018.0
10898	2074.0	1680.0
10891	561.0	431.0
136540	0.0	0.0
10890	10294.0	8423.0
10893	143.0	231.0
10892	4789.0	3972.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	58.0	109.0
10897	4557.0	3915.0
10896	4.0	5.0
22888	1111.0	1043.0
22889	2428.0	1281.0
22880	3482.0	3010.0
124540	7351.0	6186.0
22881	752.0	517.0
22882	3898.0	3892.0
22883	42972.0	32275.0
22884	1152.0	1534.0
22885	1128.0	678.0
22887	4378.0	4311.0
342419	1.0	2.0
124538	0.0	0.0
124535	4.0	5.0
148523	284.0	344.0
283598	0.0	0.0
283596	156.0	240.0
283592	1.0	1.0
22856	2501.0	4401.0
161514	0.0	0.0
731424	3.0	5.0
22858	2376.0	3116.0
22859	1382.0	2641.0
22850	1828.0	1778.0
22852	449.0	383.0
22853	2444.0	2444.0
22854	583.0	352.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	1997.0	4.0
10878	14.0	6.0
148534	1172.0	1047.0
104169670	0.0	6.0
104169671	8.0	37.0
100419903	2.0	6.0
283587	246.0	278.0
10871	28.0	43.0
10870	147.0	135.0
10873	1046.0	1102.0
10875	936.0	1597.0
10874	50.0	11.0
22866	23.0	236.0
22868	1714.0	1577.0
22869	873.0	1206.0
100309464	1.0	0.0
161502	5.0	7.0
100420901	0.0	0.0
22861	1830.0	1312.0
22862	3788.0	5203.0
22863	1625.0	1524.0
22864	5213.0	3420.0
22865	4.0	80.0
10888	5.0	8.0
56203	6.0	11.0
643609	0.0	0.0
56204	2822.0	2814.0
10887	6.0	7.0
124512	1496.0	1130.0
148545	0.0	0.0
283579	3.0	3.0
283578	1679.0	1934.0
10880	0.0	0.0
283576	5.0	26.0
10882	23.0	14.0
10881	0.0	0.0
10884	2154.0	2367.0
283571	17.0	9.0
10886	0.0	2.0
10885	1823.0	2558.0
22834	4548.0	4867.0
22835	466.0	726.0
22836	4830.0	5149.0
22837	6396.0	7459.0
101929059	11.0	9.0
22838	3553.0	3822.0
22839	6239.0	6336.0
100420910	0.0	0.0
100420916	1.0	0.0
22832	597.0	534.0
124590	56.0	11.0
10855	410.0	219.0
10857	9688.0	11118.0
10856	5455.0	5855.0
10859	217.0	207.0
10858	37.0	95.0
100126793	51.0	19.0
10850	0.0	0.0
643617	8.0	14.0
643615	0.0	6.0
100126791	103.0	19.0
22844	28.0	123.0
22845	2013.0	2698.0
22846	402.0	597.0
22847	1661.0	1789.0
22848	4419.0	3697.0
22849	1323.0	896.0
112597	80.0	103.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	2.0
124583	18510.0	20633.0
100420926	0.0	1.0
22841	1025.0	1358.0
100420927	0.0	0.0
100419930	2.0	2.0
22843	229.0	1345.0
10866	4762.0	1976.0
100420919	0.0	0.0
10865	1153.0	1563.0
10868	4566.0	5000.0
10867	8915.0	8981.0
10869	5537.0	5562.0
10861	116.0	148.0
101929074	122.0	122.0
10864	0.0	12.0
101929071	0.0	0.0
10863	626.0	325.0
22813	2.0	2.0
22814	0.0	0.0
643641	767.0	847.0
22815	0.0	1.0
22816	0.0	0.0
22818	14816.0	13201.0
10829	3.0	2.0
100419945	0.0	0.0
83849	32.0	37.0
83855	1584.0	912.0
10833	4.0	1.0
83854	11.0	17.0
83857	545.0	1470.0
10835	5.0	5.0
83856	78.0	262.0
10834	0.0	0.0
83851	683.0	355.0
10837	0.0	0.0
100419948	0.0	0.0
83850	51.0	54.0
10836	1.0	1.0
100419949	0.0	0.0
83853	4.0	6.0
10838	2098.0	2970.0
83852	902.0	1121.0
124565	12745.0	11554.0
100419947	0.0	0.0
22808	416.0	1383.0
22809	4651.0	4150.0
101929082	0.0	0.0
101929083	2.0	0.0
10830	0.0	0.0
643637	13.0	115.0
22822	5273.0	1295.0
22823	1025.0	769.0
22824	3279.0	653.0
101929086	0.0	0.0
22826	5576.0	5542.0
22827	9888.0	8331.0
643653	0.0	0.0
22828	3064.0	2935.0
22829	913.0	1214.0
112574	1505.0	1793.0
100419955	0.0	0.0
56241	513.0	450.0
100420946	0.0	0.0
56242	639.0	1024.0
22820	30395.0	27873.0
22821	551.0	1192.0
100419950	0.0	0.0
10844	6893.0	5954.0
83844	0.0	0.0
10846	133.0	811.0
10845	2352.0	3066.0
10848	6221.0	2435.0
56243	13093.0	9656.0
10847	10936.0	10035.0
56244	11.0	7.0
56245	5.0	36.0
10849	253.0	316.0
56246	1.0	1.0
643646	53.0	48.0
10840	9500.0	3081.0
10842	0.0	0.0
101929093	0.0	0.0
10841	49.0	42.0
643648	0.0	0.0
101929010	0.0	2.0
100420950	18.0	6.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	1.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	3.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	1.0	0.0
100419979	1.0	1.0
100420972	0.0	0.0
100420975	4.0	5.0
100419989	0.0	0.0
391428	1.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	0.0	0.0
161582	42.0	49.0
124599	25.0	30.0
101929052	3.0	1.0
391485	1.0	2.0
222611	0.0	0.0
100187716	0.0	0.0
391490	2.0	0.0
391496	0.0	1.0
22899	327.0	662.0
391462	0.0	0.0
22891	188.0	245.0
22893	3230.0	1860.0
22894	2679.0	2588.0
22895	3.0	7.0
148581	0.0	0.0
22897	1475.0	1432.0
22898	1403.0	940.0
22890	1665.0	1697.0
391470	1.0	1.0
391472	0.0	0.0
391475	0.0	1.0
101929008	120.0	82.0
222659	5.0	5.0
440894	259.0	149.0
222658	3397.0	4006.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	1.0	3.0
100271571	1.0	0.0
81175	8.0	2.0
81176	7.0	4.0
100271570	1.0	0.0
93145	697.0	3739.0
440888	0.0	0.0
222642	3.0	1.0
222643	70.0	34.0
401289	3.0	0.0
401288	13.0	76.0
401285	2.0	1.0
81166	0.0	0.0
100271564	3.0	4.0
81168	0.0	0.0
100271566	3.0	2.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	3.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	1.0
81192	0.0	0.0
81193	0.0	1.0
81194	0.0	0.0
450232	0.0	1.0
401260	0.0	0.0
220001	326.0	106.0
222662	1.0	1.0
401265	107.0	108.0
222663	39.0	520.0
220002	3170.0	3914.0
93166	73.0	369.0
401264	500.0	518.0
220004	114.0	86.0
100271539	0.0	0.0
401262	37.0	124.0
93164	265.0	337.0
100271547	0.0	0.0
100271549	0.0	0.0
81188	0.0	0.0
100271543	2.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	4.0	17.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1795.0	1896.0
440854	26.0	17.0
222698	35.0	37.0
222696	18.0	49.0
161497	10.0	9.0
100271529	7.0	11.0
222699	21.0	50.0
100271536	0.0	1.0
100271538	5.0	14.0
100271537	0.0	0.0
93190	2.0	0.0
283601	0.0	0.0
100271531	4.0	37.0
283600	3.0	1.0
220042	51.0	94.0
93183	2247.0	2871.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	6020.0	5803.0
100271525	0.0	0.0
100271526	23.0	19.0
100271521	0.0	1.0
100271520	0.0	0.0
220032	2.0	2.0
100271523	0.0	0.0
100271522	0.0	3.0
100271507	0.0	0.0
100271506	0.0	3.0
100271516	0.0	0.0
100271510	4.0	2.0
220064	996.0	757.0
220047	1.0	5.0
100271503	0.0	0.0
10808	54213.0	4453.0
56130	19.0	97.0
10807	1664.0	2310.0
56131	118.0	313.0
56132	126.0	966.0
10809	12739.0	6787.0
220081	18.0	21.0
83756	74.0	18.0
10811	1119.0	748.0
56137	1.0	19.0
10810	925.0	2336.0
83755	0.0	0.0
56138	1.0	210.0
83758	169.0	398.0
10813	1365.0	1673.0
56139	21.0	264.0
401207	300.0	255.0
220082	1.0	0.0
83757	0.0	1.0
83752	8181.0	7680.0
56133	93.0	2477.0
10815	94.0	258.0
10814	102.0	314.0
56134	7.0	32.0
10817	338.0	493.0
56135	1.0	37.0
10816	1.0	0.0
283643	487.0	307.0
56136	1.0	5.0
643535	1.0	2.0
643536	0.0	0.0
22800	1569.0	1229.0
22801	78.0	795.0
643550	6.0	8.0
22802	4023.0	1267.0
22803	4376.0	5624.0
440804	2.0	1.0
22806	470.0	550.0
22807	2321.0	1512.0
10819	99.0	121.0
56140	1.0	21.0
10818	1676.0	1682.0
56141	4.0	20.0
56142	5.0	102.0
56143	5.0	23.0
83737	3853.0	3376.0
220070	0.0	0.0
10822	0.0	0.0
283638	3356.0	3574.0
83744	265.0	264.0
10821	0.0	0.0
10824	15.0	3.0
83746	3295.0	2982.0
10823	0.0	0.0
83741	0.0	0.0
283635	5610.0	4637.0
10826	3051.0	2844.0
220074	1618.0	1303.0
56144	33.0	298.0
10825	2003.0	1394.0
56145	17.0	65.0
83740	0.0	0.0
83743	3331.0	2502.0
56146	2.0	97.0
10828	2.0	5.0
10827	1328.0	1397.0
83742	2757.0	3581.0
56147	0.0	52.0
283631	0.0	0.0
10820	2.0	1.0
440836	883.0	695.0
643563	0.0	1.0
56154	5.0	8.0
81109	0.0	0.0
283629	52.0	46.0
56159	5.0	3.0
81115	1.0	0.0
81116	0.0	0.0
56155	63.0	35.0
283624	493.0	451.0
102724097	148.0	68.0
256006	26.0	17.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	0.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	17.0	23.0
440823	97.0	51.0
440822	1.0	0.0
56163	3.0	0.0
56164	7.0	1.0
256021	80.0	26.0
56165	3.0	1631.0
83759	1407.0	1172.0
56160	1596.0	1470.0
10800	387.0	355.0
283617	0.0	0.0
81104	0.0	0.0
10802	2543.0	1940.0
10801	21215.0	24580.0
10804	20.0	27.0
10803	10.0	5.0
56167	0.0	0.0
10806	1630.0	1308.0
56168	0.0	0.0
56169	25.0	34.0
643582	0.0	0.0
643586	7.0	7.0
256076	0.0	0.0
401253	0.0	0.0
56171	68.0	103.0
401251	12.0	10.0
56172	22780.0	17696.0
401250	2.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	0.0	1.0
102724076	0.0	0.0
102724077	2.0	5.0
283688	0.0	0.0
401247	13.0	8.0
81136	0.0	0.0
283687	543.0	491.0
283685	1.0	0.0
93109	456.0	530.0
283682	16.0	8.0
100126825	0.0	0.0
93107	1.0	0.0
643596	39.0	23.0
56180	745.0	736.0
93100	2467.0	1474.0
401242	1.0	17.0
256085	3.0	0.0
56181	5165.0	4228.0
81126	0.0	0.0
81127	0.0	0.0
83787	2002.0	2375.0
283677	1.0	0.0
401237	16.0	104.0
83786	4409.0	2114.0
401236	2.0	3.0
283673	2.0	15.0
93134	3579.0	3080.0
401233	0.0	0.0
401232	169.0	175.0
256051	712.0	688.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	1.0	0.0
283663	29.0	33.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	3.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	2055.0	1733.0
283659	24.0	88.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	1.0	0.0
100271583	0.0	0.0
283652	0.0	1.0
283651	9648.0	5015.0
100271585	0.0	0.0
100271584	25.0	5.0
100271581	0.0	0.0
22998	10717.0	9706.0
22999	68.0	357.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	2697.0	3204.0
100151671	0.0	0.0
100151672	3.0	2.0
22992	9684.0	7436.0
22993	6042.0	6269.0
100151674	0.0	0.0
22994	833.0	940.0
83903	13.0	32.0
22995	131.0	131.0
83902	0.0	2.0
22996	5676.0	3934.0
22997	42.0	146.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	2.0
100151684	0.0	0.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	12.0	9.0
83901	0.0	0.0
342538	9.0	24.0
83900	0.0	0.0
56300	1.0	0.0
56301	4.0	7.0
124411	828.0	865.0
22976	990.0	1124.0
22977	55.0	22.0
22978	3181.0	2597.0
22979	56.0	144.0
22970	98.0	117.0
22971	897.0	810.0
22974	131.0	487.0
83932	479.0	527.0
10998	458.0	605.0
83931	4837.0	4122.0
342527	18.0	11.0
148418	397.0	659.0
83933	578.0	371.0
124404	4.0	9.0
10999	2121.0	4060.0
124401	1181.0	973.0
124402	2217.0	1591.0
83930	3737.0	2672.0
56311	7.0	5.0
10990	15.0	60.0
100126693	4.0	3.0
10992	16616.0	14710.0
606500	0.0	0.0
10991	35.0	54.0
10994	5178.0	3562.0
10993	130.0	259.0
22987	218.0	432.0
22989	182.0	40.0
22980	9733.0	8559.0
22981	1554.0	1429.0
22982	1652.0	2347.0
22983	54.0	136.0
22984	2920.0	3630.0
22985	10423.0	8263.0
22986	0.0	9.0
58986	6477.0	7698.0
148423	1055.0	686.0
58985	118.0	105.0
342510	6.0	24.0
283694	0.0	0.0
283693	25.0	31.0
283692	3.0	0.0
22954	946.0	1373.0
22955	4672.0	5677.0
112487	837.0	1001.0
22950	1799.0	1681.0
391524	0.0	2.0
22952	1.0	2.0
22953	15.0	170.0
391526	0.0	0.0
10975	4323.0	3710.0
83953	6.0	3.0
10978	631.0	718.0
83955	22.0	29.0
10979	1249.0	3232.0
112495	5907.0	6058.0
10970	11644.0	12735.0
56339	2271.0	2283.0
10972	26769.0	29299.0
10971	14365.0	19694.0
10974	0.0	0.0
10973	3737.0	3414.0
401409	75.0	145.0
112479	838.0	708.0
112476	338.0	201.0
391530	0.0	0.0
83939	5738.0	7488.0
56341	6.0	3.0
391533	0.0	0.0
124460	166.0	201.0
83935	264.0	161.0
83938	275.0	431.0
391538	0.0	4.0
83937	453.0	814.0
10987	3061.0	2624.0
83943	779.0	820.0
83942	0.0	0.0
10989	4086.0	4294.0
10988	4382.0	5616.0
56342	277.0	261.0
124454	2115.0	2589.0
56344	1.0	1.0
83941	1761.0	1270.0
83940	945.0	1060.0
643503	0.0	0.0
10981	931.0	721.0
112483	4565.0	4355.0
10980	6658.0	7094.0
10983	29680.0	35107.0
10982	1107.0	2585.0
643507	1.0	3.0
10985	6952.0	8170.0
10984	339.0	160.0
22932	925.0	740.0
22933	3925.0	3644.0
22934	1195.0	1315.0
22936	12814.0	5874.0
22937	5258.0	6664.0
22938	3740.0	3813.0
112464	233.0	429.0
22930	5189.0	5348.0
22931	6983.0	6579.0
81309	0.0	0.0
391504	1.0	1.0
10954	5316.0	8235.0
10953	3775.0	3245.0
10956	28322.0	25719.0
81315	0.0	0.0
10955	12632.0	12579.0
391508	0.0	1.0
81316	0.0	0.0
10957	5099.0	6233.0
124446	10609.0	6983.0
81310	0.0	0.0
10959	24790.0	26798.0
22929	3266.0	3404.0
10950	3402.0	1247.0
10952	5723.0	6981.0
10951	3470.0	4473.0
22943	6228.0	294.0
22944	808.0	657.0
22945	0.0	0.0
22947	0.0	0.0
22948	7861.0	9646.0
22949	7421.0	7430.0
83957	0.0	0.0
22941	1340.0	2168.0
83959	548.0	307.0
10965	792.0	793.0
391518	0.0	0.0
10964	1127.0	487.0
81304	0.0	0.0
10966	1739.0	1331.0
10969	3133.0	3131.0
81300	0.0	0.0
10961	19950.0	16062.0
10960	12875.0	12510.0
643529	775.0	590.0
10963	19402.0	9439.0
10962	315.0	466.0
148479	2032.0	1715.0
197407	795.0	1126.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2664.0	1555.0
391548	1.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	1.0
391552	0.0	1.0
474383	0.0	0.0
474382	0.0	0.0
222701	1.0	1.0
767569	0.0	0.0
391559	1.0	2.0
767577	1.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	1.0	0.0
767558	0.0	0.0
246704	1.0	0.0
207107	18.0	0.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	2.0	0.0
474345	0.0	1.0
474344	430.0	1163.0
474343	187.0	138.0
246717	0.0	2.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	2.0	2.0
161406	8.0	7.0
100151649	0.0	0.0
100151643	0.0	4.0
100151645	0.0	0.0
100151640	18.0	17.0
100151641	0.0	0.0
246715	1.0	0.0
767557	14.0	14.0
606553	0.0	0.0
606551	37.0	22.0
474354	0.0	9.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	1.0
161436	340.0	321.0
100151655	0.0	0.0
391584	0.0	2.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	31.0	26.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	2.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2405.0	2818.0
100151667	0.0	0.0
391598	3.0	5.0
100151661	1.0	0.0
100151663	0.0	0.0
474338	22.0	21.0
474337	1.0	0.0
197370	5820.0	5841.0
220112	4.0	7.0
246744	1.0	0.0
220115	33.0	18.0
93273	26.0	20.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	1.0	1.0
81295	0.0	0.0
100271452	1.0	0.0
220108	425.0	682.0
220107	9.0	18.0
100271448	3.0	1.0
100271447	4.0	3.0
100271449	0.0	1.0
100271444	2.0	3.0
100271445	0.0	0.0
81285	940.0	13760.0
81282	0.0	2.0
197350	11.0	10.0
246720	8.0	4.0
401399	9.0	29.0
401398	41.0	37.0
246721	0.0	1.0
220134	15.0	81.0
401397	1910.0	1846.0
246723	5.0	6.0
220136	111.0	75.0
401393	7.0	2.0
100271437	0.0	0.0
100271439	0.0	3.0
100271438	3.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	1.0
197342	830.0	513.0
246731	2.0	1.0
401387	3.0	4.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	48.0	53.0
100271420	0.0	0.0
197358	260.0	287.0
199990	2885.0	2303.0
246785	22.0	89.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	1.0
440970	0.0	0.0
220158	0.0	0.0
283726	85.0	151.0
100271414	0.0	0.0
100887075	1.0	0.0
439990	76.0	58.0
100271411	0.0	0.0
100271410	0.0	1.0
220164	92.0	325.0
100271413	0.0	0.0
197320	584.0	713.0
439996	3.0	0.0
100887074	0.0	0.0
439992	81.0	93.0
100887073	0.0	0.0
197322	2045.0	1618.0
439994	173.0	113.0
102724105	551.0	693.0
220147	0.0	0.0
100271404	0.0	1.0
100887067	20.0	10.0
102724101	0.0	0.0
100271406	1.0	0.0
100271405	18.0	9.0
100271400	1.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	10.0	10.0
197335	1182.0	1216.0
440993	788.0	333.0
440992	73.0	88.0
161394	52.0	85.0
199964	92.0	186.0
8000	5896.0	933.0
8001	2.0	1539.0
246777	138.0	269.0
246778	2.0	3.0
606495	132.0	209.0
199974	38.0	10.0
8013	3755.0	196.0
22911	922.0	612.0
439949	94.0	87.0
22913	11255.0	10193.0
643421	0.0	1.0
22914	22.0	8.0
22915	29.0	175.0
439945	1.0	0.0
22916	4914.0	4289.0
731605	5.0	5.0
22917	23.0	15.0
10929	6081.0	6166.0
10928	7999.0	7253.0
56252	6344.0	5628.0
56253	43.0	60.0
401331	142.0	110.0
81207	0.0	0.0
83869	378.0	265.0
81208	0.0	0.0
81209	0.0	0.0
83877	4480.0	3162.0
56259	3852.0	3012.0
83876	20.0	35.0
81215	0.0	0.0
83879	185.0	325.0
10934	3.0	4.0
83878	84.0	176.0
283768	1.0	0.0
10933	12765.0	10570.0
10936	90.0	67.0
56254	5083.0	5978.0
83873	30.0	16.0
256148	0.0	0.0
81210	8.0	0.0
283767	0.0	0.0
56255	5772.0	7079.0
83872	61.0	988.0
10935	7828.0	9760.0
81211	0.0	0.0
56256	715.0	991.0
10938	2914.0	2676.0
83875	94.0	39.0
83874	2036.0	1023.0
56257	6121.0	4269.0
22907	6157.0	6258.0
643414	0.0	0.0
439953	12.0	15.0
22908	3444.0	2621.0
83871	3733.0	3012.0
22909	1549.0	1388.0
283761	0.0	0.0
439954	1.0	3.0
643418	0.0	0.0
10930	11.0	11.0
439950	0.0	0.0
22921	1843.0	1826.0
8022	0.0	1.0
440926	168.0	222.0
22924	1939.0	1733.0
440925	11.0	54.0
8028	1737.0	1225.0
22925	354.0	558.0
8029	84.0	78.0
22926	4982.0	4394.0
439934	0.0	1.0
22927	680.0	727.0
8027	1310.0	1369.0
22928	4868.0	4515.0
439936	3.0	0.0
56261	1851.0	1830.0
56262	10818.0	8473.0
10939	3865.0	3882.0
401321	184.0	136.0
8021	6207.0	6057.0
83858	886.0	681.0
22920	1602.0	1454.0
56260	172.0	150.0
10943	1185.0	1261.0
56269	3.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	359.0	125.0
81204	0.0	0.0
10945	21196.0	16377.0
83868	0.0	0.0
81205	0.0	0.0
10944	7849.0	7599.0
83867	0.0	0.0
10947	1429.0	1532.0
56265	464.0	776.0
83862	2934.0	2475.0
401316	23.0	23.0
83861	2105.0	1897.0
283755	186.0	285.0
10946	5574.0	5386.0
56267	1963.0	1737.0
10949	12513.0	13792.0
81201	0.0	0.0
10948	2932.0	2010.0
256158	88.0	745.0
83863	0.0	0.0
81202	0.0	0.0
22918	1154.0	3447.0
22919	6855.0	6971.0
439941	0.0	0.0
83860	840.0	714.0
8019	2282.0	4963.0
10941	0.0	0.0
643427	8.0	10.0
10940	403.0	328.0
8036	2842.0	2742.0
8034	3607.0	2678.0
440957	799.0	928.0
440956	2.0	0.0
440955	1.0	1.0
8038	26.0	50.0
10907	3039.0	3330.0
10906	4202.0	3656.0
440952	82.0	45.0
10908	2906.0	2932.0
93210	4422.0	3220.0
8031	17392.0	20456.0
256130	4.0	14.0
56270	8629.0	7308.0
56271	5585.0	4105.0
8030	7817.0	8141.0
10910	3615.0	3182.0
83899	0.0	0.0
81236	0.0	0.0
283748	405.0	429.0
10912	5029.0	1955.0
283747	3.0	0.0
10911	3.0	1.0
10914	12201.0	10058.0
256126	38.0	43.0
83895	0.0	3.0
10913	688.0	130.0
83894	1.0	5.0
10916	31498.0	23474.0
83897	0.0	0.0
401303	59.0	68.0
10915	2406.0	2163.0
283742	2326.0	2870.0
83896	8.0	3.0
83891	2320.0	1539.0
83890	13.0	14.0
83893	0.0	0.0
81230	0.0	0.0
83892	3585.0	5026.0
22900	1232.0	1261.0
93202	3.0	1.0
22901	285.0	509.0
22902	1066.0	1239.0
8045	4455.0	2645.0
22903	2215.0	1970.0
22904	3367.0	3722.0
22905	2645.0	2334.0
8048	1.0	0.0
440944	928.0	700.0
22906	3657.0	4287.0
256144	0.0	0.0
10917	0.0	0.0
10919	5040.0	5546.0
83888	1.0	13.0
10921	9198.0	7653.0
283738	0.0	0.0
83887	10.0	33.0
10920	2442.0	2427.0
81226	0.0	0.0
10923	7040.0	7980.0
10922	5703.0	4127.0
83889	1.0	0.0
81228	0.0	0.0
83884	3.0	3.0
56287	3.0	0.0
81221	0.0	0.0
56288	5175.0	3459.0
10924	1488.0	1481.0
10927	5451.0	7675.0
83886	161.0	81.0
81223	0.0	0.0
10926	488.0	501.0
81224	0.0	0.0
643447	2.0	9.0
643445	1.0	0.0
83882	247.0	146.0
83881	5.0	6.0
439965	12.0	13.0
643446	9.0	19.0
93233	26.0	12.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1847.0	1956.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	21.0	18.0
106481975	0.0	0.0
106481978	1.0	1.0
106481979	0.0	0.0
106481980	1.0	0.0
100271499	3.0	0.0
100271498	11.0	0.0
106481981	0.0	0.0
100271495	0.0	1.0
643459	0.0	1.0
81251	0.0	0.0
100271491	2.0	3.0
100271493	1.0	4.0
643470	0.0	0.0
643471	0.0	0.0
8061	3529.0	100.0
8065	2440.0	2387.0
81248	0.0	1.0
10901	1256.0	724.0
10900	105.0	203.0
10903	220.0	342.0
81243	0.0	0.0
10902	3410.0	3257.0
81244	0.0	1.0
100271487	4.0	4.0
10905	3497.0	3760.0
10904	8859.0	7185.0
81246	0.0	0.0
283796	4.0	1.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	0.0
100271486	0.0	0.0
100271485	1.0	0.0
81242	0.0	0.0
100271480	0.0	0.0
100271481	1.0	0.0
8079	19571.0	16250.0
440917	16.0	11.0
439927	0.0	0.0
440915	13.0	10.0
8078	7555.0	6687.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	1.0	0.0
8076	6.0	373.0
106481959	0.0	0.0
8073	17625.0	9984.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	1.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	3.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	209.0	200.0
100271472	0.0	1.0
81274	0.0	0.0
100271474	0.0	0.0
643479	1.0	0.0
81270	0.0	1.0
100271470	0.0	0.0
440905	69.0	45.0
439916	0.0	1.0
8089	777.0	790.0
440902	2.0	5.0
643499	0.0	1.0
439915	1.0	0.0
440900	1.0	0.0
8082	1600.0	2468.0
106481965	0.0	0.0
106481966	0.0	1.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	3048.0	2820.0
106481969	0.0	0.0
8087	8038.0	5985.0
106481967	2.0	1.0
8085	4353.0	5558.0
106481968	0.0	0.0
102724167	0.0	3.0
100271469	0.0	0.0
100271466	0.0	1.0
106481972	0.0	0.0
283777	3.0	1.0
401337	4.0	11.0
106481973	0.0	0.0
100271465	0.0	2.0
106481970	0.0	0.0
401335	5.0	4.0
100271467	2.0	3.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	4623.0	6201.0
81264	0.0	0.0
100271460	16.0	8.0
731688	21.0	14.0
728034	0.0	0.0
8099	4888.0	5001.0
106481938	0.0	0.0
106481939	0.0	0.0
