id	a5f5e1b6-9947-442f-a106-9df71b3a2e75	619af800-bb88-4a0b-9a4b-0259a0f99ff3
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	1.0
101409258	13.0	10.0
101409257	2.0	7.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	1022.0	1039.0
8596	0.0	0.0
101928781	9.0	19.0
8594	0.0	0.0
8595	0.0	0.0
101928784	8.0	13.0
8590	0.0	1.0
8591	0.0	0.0
100132066	0.0	1.0
100421113	0.0	0.0
100421114	1.0	0.0
101928790	0.0	0.0
101928795	0.0	2.0
253190	197.0	125.0
100132073	0.0	0.0
100132074	199.0	144.0
100132079	0.0	0.0
554313	2.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	7.0	13.0
100421125	0.0	0.0
91133	175.0	156.0
100421129	0.0	1.0
91137	2158.0	3321.0
101928720	8.0	19.0
375519	4.0	10.0
100856810	0.0	1.0
100421136	5.0	10.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	193.0	124.0
101928736	85.0	125.0
147837	293.0	194.0
100421131	2.0	2.0
100421133	0.0	0.0
91156	63.0	104.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	0.0
101928744	0.0	0.0
91151	226.0	334.0
147841	70.0	78.0
100421143	0.0	0.0
91149	1.0	0.0
101928752	0.0	0.0
91147	246.0	309.0
387509	1141.0	596.0
100421153	0.0	1.0
100421167	0.0	0.0
91179	947.0	857.0
100506574	1.0	1.0
399520	302.0	288.0
100421178	0.0	0.0
100506564	1.0	3.0
121227	830.0	773.0
387521	3100.0	2116.0
387522	2.0	2.0
100421172	3.0	0.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	212.0	280.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	10.0	0.0
121214	17.0	7.0
387559	0.0	0.0
123876	0.0	3.0
123872	32.0	59.0
100421180	0.0	0.0
147808	672.0	858.0
100421185	0.0	0.0
147804	1474.0	734.0
123879	1028.0	1640.0
147807	1127.0	2010.0
100421188	0.0	0.0
375567	10.0	3.0
399512	635.0	628.0
399511	85.0	130.0
91181	4.0	5.0
448990	2.0	0.0
101928715	1.0	0.0
100506581	21.0	60.0
100856881	0.0	0.0
100506775	1.0	2.0
100506779	137.0	79.0
160762	2.0	0.0
93953	23.0	19.0
104326057	0.0	0.0
399687	1908.0	1556.0
104326058	0.0	0.0
100506776	1989.0	245.0
348094	636.0	236.0
160760	2187.0	2565.0
348093	3756.0	843.0
387695	10.0	10.0
104326055	4.0	2.0
93948	2.0	2.0
399693	3.0	17.0
104326053	0.0	1.0
399694	35.0	8.0
104326054	0.0	0.0
104326051	2.0	0.0
104326052	2.0	1.0
133150	0.0	0.0
399697	0.0	6.0
100506765	0.0	0.0
387694	2.0	1.0
102724706	0.0	0.0
54361	678.0	721.0
54360	199.0	188.0
54363	0.0	3.0
387684	0.0	0.0
147798	3694.0	11280.0
159770	0.0	2.0
100506769	3.0	0.0
93973	853.0	1705.0
399668	661.0	268.0
100506795	76.0	326.0
399669	237.0	279.0
399664	960.0	2154.0
399666	0.0	0.0
93974	5700.0	8448.0
399665	3363.0	5164.0
100506791	2.0	0.0
81993	10.0	13.0
399671	60.0	29.0
399670	7.0	5.0
160777	264.0	222.0
91300	5413.0	7742.0
100506783	40.0	29.0
91304	6094.0	7128.0
100506787	0.0	0.0
100293948	0.0	0.0
204219	90.0	24.0
121130	0.0	0.0
145165	13.0	12.0
54386	5929.0	7983.0
123787	1.0	1.0
652670	0.0	1.0
121129	0.0	0.0
100506733	0.0	0.0
147746	107.0	42.0
255812	281.0	195.0
147741	12.0	670.0
147744	8.0	34.0
100506737	11.0	22.0
100506736	10.0	11.0
160728	136.0	98.0
100506724	0.0	0.0
100506723	4.0	12.0
93986	746.0	310.0
100506721	0.0	0.0
100913183	1.0	0.0
100913182	4.0	1.0
91319	96.0	215.0
93979	7.0	2.0
91316	49.0	18.0
133121	479.0	256.0
93978	2.0	1.0
100506753	100.0	118.0
91355	277.0	243.0
91353	3.0	0.0
100506757	10.0	2.0
100506755	512.0	188.0
91351	518.0	1017.0
100506759	1.0	0.0
107080641	0.0	0.0
100506742	8.0	11.0
348021	0.0	0.0
107080653	0.0	0.0
255809	54.0	173.0
100506749	4.0	4.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	457.0	666.0
338692	1864.0	1799.0
338699	948.0	860.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	797.0	1168.0
723779	0.0	0.0
723778	0.0	0.0
107080624	1.0	5.0
107080626	0.0	0.0
107080627	3.0	0.0
56937	28644.0	43380.0
196792	31.0	22.0
107080620	2.0	6.0
56938	106.0	253.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	16.0	18.0
56935	1670.0	4081.0
56936	0.0	4.0
56940	2096.0	2969.0
107080639	1.0	0.0
56941	3747.0	5121.0
56942	1793.0	2506.0
56943	2456.0	2730.0
107080636	0.0	1.0
107080637	1.0	4.0
56948	492.0	535.0
56949	4812.0	4882.0
107080632	0.0	0.0
56944	3662.0	2140.0
56945	1165.0	1940.0
56946	1022.0	1112.0
56947	4098.0	4941.0
107080630	2.0	1.0
100506713	205.0	275.0
100506712	5.0	0.0
100506710	2627.0	5144.0
338674	0.0	0.0
338675	0.0	0.0
56951	2603.0	5263.0
56952	444.0	238.0
56953	464.0	343.0
102724774	0.0	4.0
56954	1787.0	3361.0
56950	1146.0	4164.0
100506715	1.0	4.0
100506714	198.0	242.0
56955	0.0	0.0
56956	0.0	4.0
56957	2290.0	2549.0
8600	0.0	2.0
8601	4.0	5.0
723790	3.0	5.0
338661	0.0	0.0
338662	0.0	0.0
338657	515.0	375.0
56963	1171.0	675.0
56964	80.0	38.0
56965	2194.0	994.0
56961	3.0	4.0
56967	918.0	1141.0
56969	48.0	4.0
8611	10370.0	35688.0
8612	2320.0	6701.0
81926	1734.0	2105.0
145173	599.0	676.0
81928	617.0	509.0
338651	1.0	12.0
81929	1655.0	4248.0
338653	6.0	0.0
81930	31.0	52.0
56975	2975.0	3510.0
81931	170.0	300.0
81932	1659.0	1864.0
56970	3798.0	3343.0
56971	382.0	328.0
8604	2540.0	1647.0
8605	976.0	501.0
8602	1505.0	4044.0
8603	1951.0	1702.0
8608	333.0	199.0
56977	486.0	262.0
8609	1380.0	1043.0
56978	3795.0	1336.0
56979	0.0	0.0
8607	1803.0	3355.0
8622	1418.0	2884.0
8623	3417.0	3959.0
8620	0.0	0.0
8621	2113.0	2578.0
338645	437.0	3374.0
56984	2911.0	4247.0
56985	1159.0	1554.0
56986	1395.0	1173.0
338637	0.0	0.0
56987	5602.0	4213.0
102724742	0.0	0.0
56980	349.0	681.0
56981	1433.0	700.0
56983	798.0	1010.0
8615	3941.0	7614.0
54329	127.0	88.0
54328	222.0	94.0
8613	13876.0	9210.0
8614	1027.0	4094.0
8618	653.0	76.0
8630	1903.0	4356.0
8633	579.0	383.0
8634	1547.0	3704.0
8631	103.0	129.0
8632	74.0	73.0
56990	3277.0	5077.0
169166	23.0	20.0
554175	3.0	0.0
54332	824.0	764.0
56995	1462.0	2682.0
255877	787.0	924.0
664616	0.0	0.0
56996	2376.0	2511.0
54331	795.0	398.0
56997	4168.0	5840.0
664614	0.0	0.0
56998	4177.0	3326.0
664613	0.0	0.0
664612	0.0	0.0
56992	31.0	62.0
56993	4225.0	6747.0
56994	3101.0	3786.0
8626	2605.0	2700.0
8624	853.0	2009.0
8625	3499.0	2986.0
56999	1109.0	1245.0
664617	0.0	0.0
8629	618.0	445.0
8641	35.0	34.0
8644	397.0	531.0
8645	200.0	295.0
8642	3479.0	1407.0
8643	185.0	205.0
652624	4.0	3.0
196743	934.0	1370.0
54346	15.0	155.0
54345	546.0	468.0
54344	2148.0	2597.0
8637	395.0	1530.0
8638	28.0	75.0
8635	4598.0	7909.0
8636	4814.0	4436.0
8639	17413.0	6673.0
196740	3625.0	1249.0
8651	179.0	85.0
8650	3095.0	3496.0
8655	9896.0	11928.0
101928685	3.0	4.0
8653	3299.0	4463.0
8654	15943.0	5330.0
101928684	2.0	0.0
101928689	17.0	5.0
101928687	0.0	1.0
8648	4243.0	3296.0
8649	3531.0	4798.0
8646	493.0	732.0
8647	0.0	37.0
8662	11380.0	21123.0
8663	246.0	555.0
6001	2374.0	4926.0
8660	6083.0	10431.0
8661	9084.0	15325.0
6000	18.0	19.0
6003	36.0	2072.0
8666	10494.0	13373.0
8667	11845.0	19621.0
6002	3046.0	2395.0
8664	14319.0	29046.0
6005	4.0	3.0
6004	260.0	297.0
8665	11155.0	14943.0
101928698	0.0	0.0
8659	5697.0	4916.0
8658	2504.0	2756.0
8673	4313.0	7482.0
6010	0.0	0.0
8674	1148.0	966.0
8671	2075.0	47090.0
8672	3951.0	5209.0
6011	13.0	2.0
8677	1828.0	1898.0
6014	4.0	2.0
6013	1971.0	144.0
8678	2703.0	2991.0
8675	2345.0	2271.0
6016	1520.0	1696.0
8676	54.0	164.0
6015	3365.0	3516.0
253260	1559.0	1843.0
338707	446.0	1026.0
6007	65.0	102.0
6006	73.0	319.0
8668	12722.0	24245.0
6009	4208.0	4537.0
8669	2622.0	6399.0
6008	0.0	6.0
8685	27.0	14.0
8682	16444.0	15515.0
6023	0.0	0.0
8683	3202.0	8089.0
8688	0.0	0.0
8689	10.0	50.0
8686	1.0	0.0
8687	0.0	0.0
253272	2.0	6.0
8681	112.0	136.0
253264	55.0	117.0
6018	925.0	1517.0
6017	0.0	4.0
6019	97.0	13.0
6031	3.0	6.0
6034	0.0	7.0
8693	5.0	9.0
8694	2415.0	2849.0
6033	0.0	0.0
6036	5.0	15.0
6035	2946.0	2284.0
8697	1617.0	1721.0
6038	334.0	445.0
8698	63.0	69.0
6037	3.0	1.0
101928646	1.0	0.0
554234	0.0	1.0
8692	4194.0	5580.0
6030	7.0	10.0
8690	698.0	712.0
554225	4.0	16.0
554226	4.0	0.0
6029	0.0	0.0
170082	216.0	179.0
6043	0.0	0.0
6045	1097.0	1658.0
6044	0.0	0.0
6047	2631.0	4219.0
6046	13200.0	19885.0
6049	1727.0	2584.0
100421217	0.0	0.0
6048	3233.0	5042.0
100421219	0.0	0.0
101928656	1.0	2.0
6041	871.0	673.0
554213	0.0	0.0
554214	0.0	0.0
56904	7590.0	7643.0
56905	1540.0	2454.0
6039	216.0	619.0
56906	249.0	288.0
56907	692.0	1405.0
56900	4306.0	6473.0
56901	515.0	652.0
56902	1157.0	2606.0
56903	2.0	1.0
100421222	0.0	0.0
375612	2.0	9.0
375611	34.0	19.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	2127.0	4986.0
554210	6.0	4.0
100528062	267.0	408.0
554212	0.0	0.0
6050	11280.0	14574.0
100528064	2.0	5.0
375616	26.0	14.0
6051	4622.0	8959.0
56910	7013.0	12308.0
554202	8.0	10.0
554203	783.0	1108.0
56915	1060.0	2198.0
56916	1045.0	1641.0
56917	2045.0	2281.0
56918	0.0	0.0
56911	211.0	159.0
56912	2065.0	2233.0
56913	438.0	795.0
100421220	0.0	0.0
56914	0.0	2.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1228.0	1719.0
6069	0.0	0.0
375607	11.0	2.0
554201	0.0	0.0
6060	0.0	0.0
56920	1309.0	463.0
56926	4605.0	5531.0
56927	4163.0	6250.0
56928	2507.0	2001.0
56929	2130.0	3126.0
56922	1057.0	2844.0
56923	5.0	5.0
56924	10.0	6.0
56925	569.0	2701.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	0.0
101928601	15.0	1.0
6070	0.0	0.0
91252	3442.0	3037.0
6071	0.0	0.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	2.0	8.0
387612	0.0	0.0
147700	186.0	304.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	3.0
123722	10.0	1.0
387601	0.0	1.0
123720	1011.0	1364.0
147710	3.0	3.0
147711	11.0	11.0
147719	0.0	0.0
6098	2.0	9.0
6097	2000.0	4842.0
6092	100.0	125.0
6091	2466.0	3586.0
6094	465.0	502.0
100528020	0.0	0.0
6093	3347.0	2788.0
100528021	2.0	2.0
6096	742.0	520.0
6095	952.0	1019.0
91272	1972.0	2924.0
147727	2985.0	2502.0
387638	0.0	1.0
100528030	12.0	3.0
101928638	5.0	2.0
100528032	3.0	1.0
100421271	0.0	3.0
100506697	154.0	111.0
100506696	258.0	684.0
91298	919.0	1453.0
100528007	0.0	0.0
123775	91.0	159.0
91289	5823.0	7420.0
399656	1.0	1.0
100506686	226.0	477.0
100506685	4.0	0.0
100528016	0.0	1.0
100528017	8.0	48.0
100528018	1.0	0.0
100528019	3.0	0.0
100506681	4.0	3.0
91283	890.0	890.0
100506680	9.0	2.0
387646	8.0	15.0
387647	0.0	0.0
387644	41.0	7.0
387640	63.0	34.0
100421295	20.0	24.0
387680	1852.0	3185.0
375686	6.0	1.0
123745	3.0	26.0
100506898	29.0	9.0
100506897	0.0	0.0
390992	0.0	0.0
54471	1879.0	3216.0
54470	601.0	741.0
390996	0.0	2.0
390999	0.0	0.0
54475	848.0	2506.0
387338	1175.0	1885.0
54474	5.0	39.0
54472	6023.0	8102.0
389997	0.0	0.0
54478	30.0	66.0
54477	1924.0	2118.0
387332	0.0	0.0
54476	4547.0	3203.0
91404	1917.0	1395.0
91405	3.0	1.0
91408	2080.0	3749.0
91409	634.0	346.0
375346	127.0	232.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	78.0	55.0
389990	0.0	0.0
102724827	201.0	143.0
54482	530.0	685.0
102724820	11.0	3.0
100506881	113.0	220.0
54480	3182.0	6436.0
387328	4.0	3.0
387325	38.0	20.0
145497	0.0	0.0
400866	2.0	0.0
387323	0.0	1.0
387321	0.0	2.0
54487	1953.0	1532.0
387322	0.0	0.0
375350	3.0	0.0
723809	4.0	30.0
338391	0.0	4.0
91433	736.0	603.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	4883.0	1481.0
54491	2209.0	1653.0
54490	0.0	0.0
54497	1122.0	2661.0
54496	2390.0	3093.0
448835	0.0	0.0
54495	1810.0	1785.0
448834	0.0	0.0
387359	0.0	0.0
387357	29.0	50.0
54499	5474.0	9302.0
121498	0.0	1.0
54498	1812.0	4874.0
170463	1959.0	2064.0
157489	201.0	252.0
338382	634.0	667.0
390980	76.0	115.0
338388	0.0	0.0
448831	0.0	0.0
400841	13.0	8.0
91419	299.0	325.0
91452	1326.0	2822.0
338376	2.0	5.0
145447	9.0	7.0
100313532	1.0	3.0
91442	146.0	645.0
375387	139.0	133.0
91445	4847.0	4810.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	94.0	61.0
100506872	4.0	1.0
169436	62.0	88.0
170425	0.0	0.0
133491	1.0	3.0
91464	20.0	96.0
100506866	137.0	193.0
400892	36.0	168.0
400891	2.0	5.0
91461	1213.0	551.0
145483	562.0	434.0
145482	853.0	1216.0
338339	4.0	3.0
100506810	16.0	24.0
338328	279.0	88.0
100506815	0.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	10.0	9.0
338322	0.0	1.0
338323	2.0	7.0
338324	0.0	0.0
341965	2.0	2.0
326341	0.0	0.0
326340	0.0	0.0
326343	18.0	6.0
326342	4.0	7.0
54407	9028.0	16911.0
8710	6.0	8.0
100506834	194.0	135.0
8711	1169.0	1716.0
54413	1434.0	391.0
8703	2042.0	4814.0
101410540	0.0	0.0
8704	4865.0	4514.0
101410541	0.0	0.0
8701	16.0	81.0
101410542	4.0	0.0
54414	1504.0	5015.0
8702	1072.0	1981.0
100506835	2.0	3.0
101410543	8.0	8.0
8707	887.0	85.0
101410544	179.0	9.0
8708	43.0	36.0
101410545	2.0	0.0
101410546	0.0	0.0
8705	1058.0	632.0
8706	992.0	1000.0
326315	1.0	0.0
326317	0.0	0.0
8721	26720.0	28712.0
8722	9054.0	8730.0
8720	7058.0	12215.0
101410537	0.0	0.0
101410538	4417.0	6899.0
341947	4.0	4.0
8714	486.0	1457.0
8715	83.0	81.0
100506826	42.0	72.0
8712	0.0	0.0
8718	286.0	150.0
101410533	79.0	111.0
101410534	0.0	0.0
326325	2.0	3.0
101410535	35.0	86.0
8717	1059.0	1610.0
54429	6.0	3.0
101410536	16.0	11.0
326307	1510.0	1195.0
8732	1047.0	1157.0
8733	7330.0	8464.0
8731	1841.0	2574.0
54431	4558.0	15107.0
400836	0.0	0.0
170487	135.0	48.0
54435	51.0	21.0
54434	2340.0	2223.0
400831	5.0	6.0
54433	904.0	1255.0
400830	54.0	347.0
54432	4275.0	8562.0
54439	1701.0	2506.0
8725	4253.0	6435.0
8726	861.0	1006.0
54438	1134.0	499.0
54437	61.0	69.0
8723	1917.0	3659.0
326310	262.0	292.0
8724	6618.0	11168.0
54436	763.0	1012.0
8729	6521.0	5086.0
100337589	1.0	0.0
170485	0.0	1.0
8727	1857.0	4176.0
8728	1102.0	376.0
170482	1.0	0.0
8740	29.0	44.0
8743	5451.0	14767.0
8744	15.0	60.0
8741	583.0	1190.0
8742	4616.0	2188.0
102724868	0.0	0.0
102724866	2.0	1.0
54442	1489.0	3491.0
54441	12.0	12.0
54440	228.0	285.0
400823	20.0	31.0
102724862	0.0	2.0
54443	79.0	134.0
8736	1404.0	202.0
8737	2176.0	2817.0
8735	5.0	0.0
326300	4.0	17.0
8738	622.0	919.0
8739	0.0	3.0
8751	8603.0	16092.0
8754	3399.0	10088.0
8755	0.0	0.0
102724853	0.0	0.0
54453	1720.0	3207.0
255512	88.0	115.0
54457	15.0	10.0
54456	33.0	84.0
554049	2.0	0.0
54455	2816.0	3021.0
54454	467.0	761.0
8747	2.0	9.0
8748	6.0	9.0
8745	153.0	147.0
54458	3665.0	4815.0
400818	212.0	271.0
8749	0.0	0.0
8761	6577.0	15580.0
6100	611.0	475.0
8760	7459.0	4687.0
6102	635.0	1193.0
8766	9212.0	15396.0
6101	0.0	2.0
8763	17831.0	39437.0
6103	378.0	661.0
8764	3611.0	5897.0
54460	4277.0	4737.0
54464	1769.0	2583.0
54463	1118.0	2357.0
54462	4404.0	2342.0
54461	9303.0	10786.0
54468	2163.0	5353.0
54467	1595.0	2294.0
54466	2.0	4.0
54465	495.0	519.0
255520	1705.0	2752.0
8759	0.0	0.0
8756	0.0	23.0
54469	3949.0	4549.0
8772	344.0	499.0
8773	2515.0	5458.0
8771	0.0	0.0
8776	1431.0	1809.0
8777	3471.0	2544.0
8774	1826.0	2778.0
8775	6142.0	9176.0
101928566	0.0	0.0
8767	825.0	2119.0
6120	1566.0	2668.0
101928571	3.0	5.0
8784	132.0	118.0
6122	242114.0	371536.0
8781	0.0	0.0
6121	235.0	13.0
8787	1123.0	206.0
6124	107219.0	185558.0
6123	40.0	33.0
8788	47.0	3.0
8785	4.0	2.0
6126	50.0	48.0
8786	987.0	749.0
6125	73953.0	124324.0
101928578	128.0	69.0
8780	2624.0	3218.0
6117	5216.0	6986.0
8778	4.0	17.0
6119	520.0	778.0
6118	2343.0	2814.0
8794	97.0	76.0
8795	1616.0	4021.0
6130	90894.0	188054.0
8792	107.0	159.0
6133	40044.0	59430.0
6132	117554.0	190745.0
8793	309.0	395.0
8798	1605.0	1525.0
6135	65959.0	64636.0
8799	2148.0	3063.0
6134	83188.0	141393.0
8796	15.0	14.0
6137	113021.0	138862.0
8797	169.0	913.0
6136	52296.0	90397.0
100421307	0.0	0.0
101735302	93.0	134.0
8790	641.0	1339.0
100134444	1.0	0.0
6128	39709.0	78362.0
8789	1.0	1.0
6129	37161.0	66061.0
6142	21183.0	40481.0
6141	77709.0	113719.0
100421311	0.0	11.0
6144	8980.0	14345.0
6143	69826.0	139848.0
100421313	2.0	1.0
6146	21262.0	30638.0
6145	1.0	6.0
6148	0.0	0.0
6147	26046.0	52433.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	0.0	1.0
6139	1945.0	2684.0
6138	58846.0	88530.0
6152	39264.0	63867.0
6155	34931.0	42224.0
6154	18346.0	34820.0
100421324	0.0	1.0
6157	54590.0	88051.0
6156	37776.0	61133.0
6159	46239.0	85288.0
6158	54060.0	85987.0
100421328	0.0	1.0
6150	1874.0	2926.0
101928527	498.0	421.0
6164	35459.0	50087.0
6163	3.0	2.0
6166	11203.0	18888.0
6165	33145.0	58050.0
6168	63332.0	93094.0
6167	46327.0	74157.0
100421338	0.0	1.0
6169	18226.0	34561.0
101928536	0.0	0.0
6160	38923.0	66878.0
101928537	0.0	0.0
6161	63533.0	102843.0
100421331	0.0	0.0
6175	86194.0	152171.0
6174	202.0	194.0
6176	95977.0	119410.0
101928545	58.0	55.0
6171	12239.0	27350.0
6170	6498.0	13925.0
6173	6296.0	10247.0
6172	377.0	872.0
100421340	0.0	0.0
100421341	0.0	0.0
100421354	0.0	0.0
6185	13827.0	37544.0
101928550	32.0	6.0
6188	89464.0	147298.0
6187	69694.0	150003.0
100421357	1.0	0.0
6189	24351.0	43610.0
101928555	44.0	15.0
6182	1371.0	2754.0
6181	51036.0	72604.0
6184	18435.0	37262.0
101928559	0.0	18.0
6183	1392.0	2820.0
100421350	5.0	8.0
100421351	5.0	1.0
100421353	0.0	2.0
6197	2215.0	5638.0
6196	4429.0	4581.0
6199	3549.0	4687.0
6198	1671.0	2347.0
6191	86938.0	132024.0
6193	41828.0	71338.0
6192	17396.0	32275.0
91373	1004.0	1959.0
6195	3804.0	7560.0
6194	122723.0	212806.0
390916	1231.0	3885.0
145407	185.0	174.0
100421363	0.0	0.0
100421376	0.0	1.0
100421379	0.0	2.0
91369	3645.0	3049.0
91368	1044.0	1871.0
652489	3.0	4.0
390924	32.0	45.0
389901	24.0	18.0
390928	70.0	14.0
390927	347.0	335.0
100421371	2.0	0.0
100421374	24.0	8.0
389903	1.0	2.0
100421389	2.0	1.0
91392	460.0	500.0
389935	0.0	0.0
389932	0.0	1.0
100421384	70.0	43.0
100421398	8.0	1.0
100421399	0.0	1.0
101928513	8.0	4.0
91380	0.0	0.0
390904	0.0	1.0
145438	46.0	28.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	6.0	13.0
100421397	2.0	1.0
375316	4.0	13.0
375318	0.0	0.0
390963	38.0	101.0
375307	149.0	300.0
389941	35.0	34.0
389948	1.0	1.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	25.0	32.0
387317	0.0	0.0
121457	648.0	1209.0
389976	1.0	1.0
375341	758.0	648.0
387319	0.0	0.0
375323	72.0	22.0
389970	4.0	1.0
390940	355.0	134.0
133418	3675.0	9332.0
390948	0.0	0.0
121441	978.0	1378.0
390949	2.0	3.0
652411	1.0	0.0
145370	5.0	2.0
102724954	0.0	0.0
54596	17.0	6.0
375484	1303.0	827.0
91526	568.0	429.0
133396	47.0	88.0
196951	286.0	397.0
91523	268.0	213.0
91522	794.0	197.0
121391	4.0	2.0
145376	16.0	26.0
400986	39.0	59.0
400984	9.0	12.0
196968	21.0	15.0
157378	684.0	791.0
723961	0.0	0.0
145389	350.0	526.0
157381	90.0	72.0
91543	217.0	275.0
91544	1098.0	763.0
102724923	1.0	1.0
652423	0.0	1.0
169355	2.0	2.0
400966	0.0	1.0
121364	0.0	0.0
400961	757.0	2013.0
157376	0.0	0.0
91574	2042.0	1782.0
157313	12.0	31.0
157317	1.0	2.0
147991	1634.0	4742.0
399495	5.0	0.0
159963	7.0	4.0
100506965	555.0	625.0
100506963	100.0	178.0
387495	0.0	0.0
387496	1846.0	1303.0
387494	2.0	0.0
387491	0.0	0.0
387492	40.0	12.0
387486	0.0	0.0
157310	5596.0	1570.0
100506994	30.0	11.0
338470	0.0	2.0
170302	387.0	503.0
204010	1.0	0.0
399473	46.0	93.0
399474	2677.0	612.0
91584	139.0	265.0
159989	54.0	24.0
91582	4657.0	5481.0
107126360	2.0	6.0
133383	191.0	408.0
100506930	1136.0	2524.0
100820741	0.0	0.0
338448	0.0	0.0
8808	94.0	59.0
8809	78.0	118.0
54512	1301.0	2329.0
54511	324.0	58.0
54510	2023.0	634.0
54516	495.0	637.0
8802	4518.0	6067.0
8803	2067.0	1963.0
54514	6.0	1.0
8800	1766.0	2577.0
8801	4162.0	10197.0
8807	29.0	28.0
400916	2994.0	3283.0
54518	122.0	207.0
8804	4414.0	8689.0
100506939	1.0	2.0
54517	390.0	1318.0
8805	1876.0	3197.0
8820	22.0	66.0
8821	828.0	2047.0
338440	430.0	351.0
338442	55.0	198.0
8819	417.0	671.0
100820732	0.0	0.0
255620	0.0	0.0
54522	378.0	319.0
54521	932.0	1257.0
54520	965.0	1014.0
100820735	0.0	0.0
8813	1302.0	1977.0
170393	7.0	12.0
8814	233.0	115.0
170392	5.0	0.0
100506925	0.0	0.0
8811	5.0	9.0
8812	263.0	449.0
8817	84.0	142.0
8818	3627.0	4799.0
54529	2164.0	3326.0
255626	0.0	0.0
8815	8582.0	9364.0
8816	3844.0	3689.0
170394	1055.0	1177.0
8831	736.0	683.0
8832	71.0	211.0
100506953	3.0	1.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1478.0	1791.0
54532	1752.0	2158.0
54531	2023.0	1924.0
54538	1925.0	1614.0
8824	2840.0	3947.0
8825	163.0	190.0
54537	1255.0	1800.0
54536	1013.0	1616.0
8822	17.0	12.0
8823	0.0	0.0
54535	2172.0	1980.0
8828	3897.0	1292.0
8829	3759.0	6869.0
8826	8530.0	13436.0
54539	5960.0	8282.0
8842	290.0	230.0
8843	12.0	58.0
8840	139.0	203.0
8841	2232.0	3625.0
100158257	0.0	0.0
54541	4186.0	2725.0
54540	2664.0	1421.0
54545	2563.0	3058.0
54544	0.0	1.0
54543	10981.0	12760.0
54542	2002.0	3488.0
54549	1174.0	2226.0
8835	5372.0	7927.0
8836	231.0	201.0
8833	3205.0	5312.0
8834	2078.0	3718.0
54546	3.0	101.0
8839	775.0	389.0
8837	4346.0	5381.0
8838	15.0	27.0
101928483	239.0	51.0
8850	1482.0	2893.0
101928484	0.0	2.0
8853	224.0	523.0
8854	2444.0	1296.0
8851	101.0	219.0
8852	0.0	0.0
400960	782.0	848.0
338412	5.0	0.0
338413	0.0	0.0
54552	91.0	372.0
400957	2.0	3.0
54551	38.0	71.0
54550	11.0	10.0
196996	131.0	222.0
400955	16.0	9.0
400954	54.0	46.0
54556	421.0	602.0
54555	3454.0	4146.0
400952	19.0	31.0
54554	417.0	668.0
400950	3.0	1.0
8846	753.0	980.0
100820709	2.0	2.0
8847	77.0	82.0
54558	644.0	395.0
8844	664.0	583.0
54557	669.0	753.0
8848	38503.0	73989.0
196993	57.0	139.0
8861	3474.0	2535.0
101928492	119.0	230.0
8864	2645.0	4551.0
6201	27271.0	57839.0
6203	59219.0	93620.0
8862	137.0	139.0
101928496	0.0	0.0
8863	3042.0	2868.0
6202	89327.0	153987.0
723972	8.0	3.0
400946	24.0	11.0
400945	28.0	26.0
54567	1375.0	1074.0
54566	996.0	5353.0
400941	3.0	1.0
8857	295.0	289.0
8858	3.0	8.0
54569	0.0	0.0
8856	8.0	10.0
54568	0.0	0.0
8859	484.0	782.0
8871	1214.0	3251.0
8872	2438.0	3781.0
6210	20504.0	40755.0
8870	2320.0	1990.0
100421500	0.0	0.0
8875	56.0	343.0
8876	7.0	37.0
8874	4373.0	3282.0
100421506	3.0	2.0
100421509	0.0	0.0
