id	06f6022f-d28b-4c80-ac20-ee5923b5e0b5	494ca558-baef-4580-9662-19f2b8527858
285513	1395.0	754.0
1021	2640.0	7330.0
1020	555.0	831.0
440299	2.0	1.0
1019	3055.0	3292.0
128709	1.0	0.0
1018	19.0	36.0
1017	1393.0	1470.0
1016	105.0	3.0
1015	268.0	63.0
1014	0.0	0.0
1013	11.0	24.0
1012	768.0	897.0
116730	8.0	25.0
3674	49.0	8.0
100873358	0.0	0.0
3675	6827.0	3503.0
100873357	0.0	0.0
3676	1289.0	769.0
100128731	5366.0	5546.0
100873356	0.0	0.0
3678	23641.0	4651.0
3679	9431.0	2074.0
100873359	0.0	0.0
728464	396.0	116.0
728463	267.0	60.0
100128725	0.0	0.0
3690	1178.0	265.0
3691	5564.0	4045.0
100873343	1.0	0.0
3692	3906.0	4683.0
3693	8305.0	8711.0
285521	1228.0	1607.0
100873342	0.0	0.0
3694	1535.0	669.0
100873341	0.0	0.0
3695	259.0	196.0
100873340	0.0	2.0
100128723	5.0	2.0
1033	55.0	81.0
1032	330.0	203.0
285525	8.0	1.0
1031	1132.0	668.0
285527	4410.0	6812.0
1030	1153.0	383.0
728468	0.0	0.0
440288	128.0	203.0
1029	107.0	36.0
440295	146.0	205.0
1028	1441.0	632.0
1027	5102.0	5149.0
1026	7447.0	2003.0
1025	2694.0	2774.0
1024	1074.0	862.0
3685	14297.0	12423.0
100873347	1.0	0.0
100873346	0.0	0.0
3687	1051.0	684.0
100873345	0.0	0.0
3688	42016.0	18255.0
100873344	0.0	1.0
3689	4560.0	2806.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	2.0	0.0
100873370	0.0	0.0
728498	15.0	8.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	39.0	49.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	254.0	48.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	5.0	4.0
1043	537.0	354.0
1041	1.0	0.0
1040	1335.0	3220.0
1039	2762.0	1324.0
1038	10.0	1.0
1036	999.0	1649.0
3696	4630.0	1753.0
3697	5.0	2.0
100873379	0.0	0.0
3698	6.0	13.0
100873378	1.0	0.0
3699	128.0	20.0
100873377	0.0	1.0
728486	15.0	7.0
100873361	0.0	0.0
105373869	10.0	4.0
100873360	0.0	0.0
285540	221.0	158.0
100128705	0.0	5.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	37.0	999.0
100873362	0.0	0.0
100128701	4.0	4.0
1054	2091.0	1779.0
285547	0.0	1.0
1053	8.0	5.0
285548	0.0	2.0
1052	2317.0	1874.0
1051	1815.0	876.0
728489	5.0	3.0
1050	945.0	1366.0
100128707	0.0	1.0
1048	50.0	70.0
1047	1751.0	5248.0
1046	0.0	0.0
1045	10.0	15.0
100873369	3.0	8.0
100873368	0.0	1.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	3.0	0.0
1066	10097.0	1847.0
1063	314.0	1066.0
1062	264.0	368.0
1061	3.0	7.0
1060	2056.0	1743.0
440253	205.0	53.0
1059	5556.0	4716.0
1058	15.0	62.0
1057	1.0	1.0
85379	7772.0	9207.0
114112	684.0	684.0
1056	151.0	36.0
85377	5790.0	2693.0
85378	2887.0	3471.0
128745	0.0	0.0
85376	31.0	27.0
440248	474.0	645.0
1075	3014.0	2376.0
1074	10.0	27.0
1073	18852.0	3693.0
1072	27600.0	30657.0
1071	31.0	46.0
440243	0.0	0.0
1070	1076.0	722.0
1069	5470.0	2141.0
1068	0.0	0.0
85369	2623.0	2978.0
85366	10.0	1.0
85364	1675.0	1311.0
85365	2390.0	3958.0
85363	2065.0	2837.0
85360	2509.0	731.0
1080	2889.0	1512.0
85391	3.0	1.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	2.0
153733	666.0	1092.0
1087	15.0	10.0
1086	0.0	0.0
440279	23.0	5.0
1085	1.0	1.0
1084	9.0	11.0
440278	92.0	208.0
1082	0.0	0.0
403294	0.0	0.0
440275	5320.0	12553.0
1081	4.0	3.0
85397	3.0	3.0
85395	269.0	549.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	1.0	1.0
440270	549.0	486.0
1089	13.0	17.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	118.0	75.0
285598	950.0	423.0
126133	1583.0	1693.0
128790	0.0	0.0
126129	492.0	158.0
126123	5.0	2.0
442862	0.0	0.0
126119	727.0	481.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	50.0	12.0
442897	0.0	0.0
442898	0.0	0.0
114134	1706.0	1103.0
442899	0.0	0.0
100128790	0.0	0.0
128760	3.0	3.0
100128788	38.0	150.0
100128787	0.0	0.0
440225	0.0	2.0
440224	1.0	7.0
442890	1.0	0.0
442891	0.0	0.0
442892	1.0	1.0
128756	0.0	1.0
100128782	493.0	427.0
100128781	2.0	4.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	3.0	1.0
403234	0.0	0.0
403235	0.0	1.0
403236	0.0	0.0
63982	13.0	6.0
102466616	0.0	0.0
126052	0.0	1.0
151009	61.0	128.0
403227	0.0	0.0
403228	0.0	0.0
138046	4.0	7.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	0.0
645572	0.0	0.0
645571	10.0	11.0
403223	1.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	574.0	1308.0
107131122	0.0	0.0
138050	6896.0	8301.0
403219	0.0	0.0
151011	6525.0	3680.0
645587	1.0	3.0
165679	886.0	561.0
126037	27.0	31.0
114049	3002.0	4422.0
106481479	1.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1763.0	669.0
100033821	0.0	2.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2085.0	1871.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	252.0	392.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	11.0	5.0
645598	1.0	0.0
163007	3.0	1.0
114038	1.0	0.0
645591	0.0	0.0
106481495	0.0	0.0
114041	32.0	27.0
106481496	0.0	0.0
114042	3.0	2.0
106481493	0.0	0.0
114043	39.0	5.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	167.0	426.0
126017	1343.0	2897.0
106481497	1.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	853.0	416.0
85301	2381.0	1030.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1482.0	7470.0
106481459	0.0	0.0
26994	11645.0	8380.0
106481457	2.0	6.0
26995	1898.0	3804.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2547.0	2667.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	2.0	16.0
106481460	1.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1846.0	1925.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	10.0	4.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	374.0	2207.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	853.0	1254.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	1.0	13.0
106481437	0.0	0.0
26974	288.0	528.0
153657	50.0	54.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1196.0	1400.0
165631	72.0	60.0
106481436	0.0	0.0
26978	4.0	14.0
126075	940.0	1345.0
106481439	0.0	0.0
403250	0.0	0.0
126074	229.0	270.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1868.0	2251.0
106481444	3.0	6.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	1.0	0.0
85358	1897.0	1115.0
85354	0.0	0.0
85352	1886.0	777.0
403241	1.0	3.0
344462	1.0	3.0
403244	0.0	0.0
403245	0.0	0.0
153642	944.0	772.0
153643	8.0	5.0
403247	0.0	0.0
403248	0.0	0.0
26985	4645.0	6642.0
106481448	0.0	0.0
26986	56222.0	127354.0
126069	173.0	135.0
106481449	0.0	0.0
126068	792.0	577.0
106481446	0.0	0.0
26983	0.0	0.0
26984	983.0	877.0
106481447	0.0	0.0
106481451	1.0	3.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	328.0	58.0
106481455	0.0	0.0
85349	15.0	49.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	1.0	5.0
85347	0.0	0.0
26980	4.0	6.0
106481454	0.0	0.0
403238	0.0	0.0
85344	2.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	2.0	3.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	0.0
100873392	3.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	3.0
106481415	0.0	0.0
106481416	1.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2376.0	6594.0
100873390	0.0	0.0
728556	71.0	169.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	150.0	159.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	456.0	332.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	1.0	1.0
100873381	12.0	181.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	291.0	150.0
100873384	0.0	0.0
285601	15.0	27.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	2.0
63910	118.0	78.0
106481424	0.0	0.0
106481425	1.0	0.0
285605	849.0	1288.0
222008	3262.0	3513.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	4175.0	3472.0
63904	0.0	0.0
106481430	0.0	0.0
163071	82.0	20.0
63906	680.0	934.0
106481433	0.0	0.0
63908	925.0	890.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	4.0	1.0
285613	71.0	260.0
63920	645.0	335.0
63923	27.0	24.0
63922	295.0	546.0
728577	84.0	15.0
63925	1464.0	1713.0
63924	113.0	14.0
63916	4473.0	6111.0
63917	4400.0	5333.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	6.0
728564	7.0	5.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1564.0	1358.0
106481402	0.0	2.0
63931	2000.0	2559.0
106481403	0.0	0.0
63934	545.0	681.0
728567	0.0	3.0
106481408	0.0	0.0
163088	3.0	3.0
63933	1708.0	3066.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3693.0	3380.0
163087	965.0	771.0
728568	267.0	439.0
106481407	15.0	15.0
3704	1289.0	1994.0
3705	7729.0	4943.0
63926	498.0	945.0
3706	82.0	10.0
63929	1291.0	1662.0
3707	6881.0	7171.0
63928	318.0	100.0
3708	23439.0	4957.0
106481411	0.0	0.0
3709	4174.0	9397.0
106481412	0.0	0.0
106481410	0.0	1.0
3700	14.0	12.0
3702	495.0	278.0
3703	9468.0	20740.0
645506	0.0	4.0
151050	3032.0	1818.0
645520	0.0	0.0
63941	2100.0	5884.0
63940	1061.0	607.0
63943	247.0	311.0
728517	0.0	0.0
163033	388.0	502.0
258010	2968.0	4326.0
63947	0.0	0.0
63946	0.0	12.0
728513	0.0	0.0
100033803	0.0	0.0
3716	15841.0	8951.0
100033804	0.0	0.0
3717	2066.0	949.0
100033805	0.0	0.0
3718	805.0	570.0
63939	1987.0	1843.0
100033806	0.0	0.0
100190799	3.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	188.0	186.0
3710	3106.0	5413.0
3712	7429.0	16338.0
3713	9.0	3.0
3714	1552.0	1322.0
63950	3.0	21.0
728505	3.0	3.0
63951	269.0	1118.0
100033807	0.0	0.0
728501	25.0	16.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	20396.0	12543.0
100033814	0.0	0.0
3727	10795.0	9432.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	1.0
3728	9332.0	18852.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	1.0
3720	1618.0	3071.0
151056	440.0	234.0
3725	41436.0	41394.0
645528	2.0	2.0
728532	39.0	33.0
163059	293.0	337.0
728538	0.0	0.0
728537	96.0	130.0
63967	52.0	97.0
3737	138.0	37.0
3738	136.0	88.0
3739	3.0	6.0
645538	0.0	0.0
3730	782.0	1261.0
3732	4914.0	3770.0
3734	93.0	23.0
3735	6184.0	7629.0
3736	8.0	0.0
63970	107.0	17.0
3750	572.0	156.0
63971	7970.0	9134.0
63974	0.0	0.0
163049	3007.0	2645.0
63973	0.0	0.0
63976	170.0	84.0
222068	7493.0	14157.0
63978	0.0	0.0
63977	512.0	805.0
63979	774.0	719.0
728524	0.0	0.0
3748	228.0	419.0
163051	35.0	40.0
3749	1154.0	425.0
163050	69.0	68.0
3741	9.0	11.0
645548	2.0	7.0
3743	1.0	0.0
3744	1.0	0.0
3745	2299.0	654.0
3746	19.0	14.0
3747	285.0	70.0
285671	2619.0	548.0
285672	2844.0	1982.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	4495.0	181.0
285676	204.0	277.0
3761	3.0	0.0
100128657	0.0	0.0
285679	5.0	2.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	346.0	322.0
283008	12.0	24.0
3751	44.0	3.0
100873435	0.0	0.0
3752	6858.0	8576.0
100873434	0.0	0.0
3753	5.0	7.0
100873433	0.0	0.0
3754	93.0	17.0
100873432	0.0	0.0
3755	576.0	400.0
100873439	0.0	0.0
3756	81.0	25.0
100873438	0.0	0.0
3757	4945.0	1269.0
100873437	0.0	0.0
3758	5.0	1.0
100873436	0.0	0.0
100873420	2.0	1.0
3770	82.0	88.0
3772	424.0	169.0
100861458	0.0	0.0
100861453	15.0	15.0
100861455	0.0	0.0
1107	26395.0	23018.0
1106	8454.0	9577.0
1105	2905.0	2918.0
1104	881.0	2095.0
100873429	0.0	0.0
1103	0.0	1.0
1102	2370.0	1365.0
1101	37.0	32.0
3762	527.0	230.0
100873424	0.0	0.0
3763	27.0	92.0
100128640	183.0	303.0
100873423	0.0	0.0
3764	2098.0	512.0
100873422	0.0	1.0
3765	3.0	4.0
100873421	0.0	0.0
3766	44.0	28.0
100873428	0.0	0.0
3767	190.0	638.0
100873427	0.0	0.0
3768	188.0	49.0
1109	1.0	1.0
100873426	1.0	0.0
1108	14985.0	17135.0
3769	15.0	3.0
100873425	0.0	1.0
100128637	1.0	1.0
100128639	0.0	0.0
3780	72.0	24.0
100873453	0.0	0.0
3781	928.0	1402.0
100873452	1.0	0.0
3782	1841.0	1088.0
100873451	0.0	0.0
3783	1382.0	1383.0
100873450	0.0	0.0
1121	2527.0	3516.0
100861468	0.0	0.0
1120	113.0	123.0
100861469	0.0	0.0
1118	866.0	289.0
1117	608.0	582.0
1116	704.0	645.0
1114	1686.0	112.0
1113	1310.0	630.0
1112	11533.0	10162.0
1111	362.0	458.0
3773	6.0	46.0
100873457	0.0	0.0
100873456	0.0	1.0
3775	584.0	941.0
100873455	0.0	1.0
3776	58.0	32.0
100873454	0.0	0.0
3777	6824.0	1096.0
3778	26513.0	6040.0
3779	12434.0	2442.0
100873459	0.0	2.0
1119	1185.0	2180.0
100128627	0.0	1.0
100128626	0.0	0.0
3790	256.0	238.0
100128628	8.0	0.0
3791	4776.0	1546.0
100873442	0.0	0.0
3792	20.0	17.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	14.0
1131	254.0	1685.0
1130	3628.0	2514.0
100861476	0.0	0.0
1129	965.0	14.0
1128	2471.0	5651.0
1124	1130.0	686.0
1123	4322.0	678.0
1122	725.0	1363.0
100861470	0.0	0.0
3784	1069.0	966.0
100873446	0.0	0.0
3785	860.0	33.0
100873445	0.0	0.0
3786	390.0	164.0
100873444	0.0	0.0
3787	199.0	453.0
100873443	0.0	0.0
3788	179.0	58.0
100873449	3.0	12.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	130.0	233.0
100128618	1.0	1.0
728597	4.0	0.0
100128617	4.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	139.0	303.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	3.0	1.0
285634	3.0	9.0
1142	2.0	2.0
1141	30.0	10.0
285636	3635.0	3636.0
1140	345.0	126.0
728599	1.0	2.0
1139	51.0	53.0
1138	61.0	741.0
1137	118.0	1.0
100861485	0.0	1.0
1136	33.0	79.0
1135	1216.0	10829.0
1134	55.0	15.0
1133	3.0	10.0
3795	305.0	144.0
100873479	13.0	8.0
3796	2466.0	1913.0
100873478	0.0	0.0
3797	1263.0	559.0
100873477	0.0	0.0
3798	269.0	63.0
100873476	0.0	0.0
3799	23661.0	22865.0
100873460	0.0	0.0
728586	14.0	17.0
285641	0.0	0.0
100873464	1.0	5.0
100873463	0.0	0.0
100873462	2.0	1.0
285643	0.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	560.0	347.0
1153	20837.0	23476.0
1152	40885.0	23478.0
285647	19.0	88.0
728589	5.0	8.0
728588	3.0	26.0
1149	5.0	0.0
1147	1747.0	1948.0
1146	13.0	3.0
1145	28.0	29.0
1144	8.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	406.0	366.0
1163	464.0	343.0
285659	1.0	0.0
1161	471.0	420.0
1160	717.0	181.0
1159	42.0	91.0
1158	1472.0	244.0
1157	0.0	0.0
1155	3066.0	1861.0
550643	1745.0	1608.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	1.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	1.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3211.0	2114.0
1175	2626.0	2596.0
285668	8.0	2.0
1174	1685.0	2625.0
1173	20828.0	21288.0
550631	92.0	143.0
100873489	0.0	0.0
283014	1.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	57.0	122.0
1186	3087.0	4137.0
1185	2046.0	2230.0
1184	907.0	1303.0
1183	1049.0	797.0
1182	8364.0	16391.0
1181	302.0	405.0
440375	51.0	57.0
1180	8.0	2.0
1179	1.0	0.0
1178	8.0	16.0
283089	18.0	10.0
85495	0.0	0.0
85480	1502.0	107.0
283080	0.0	0.0
1198	2902.0	3623.0
1197	3.0	1.0
1196	1684.0	1827.0
1195	3583.0	3389.0
440366	1.0	1.0
1193	785.0	323.0
1192	11826.0	16906.0
1191	145197.0	19140.0
1188	102.0	27.0
283078	5380.0	1193.0
85486	4.0	10.0
128615	0.0	0.0
85481	0.0	0.0
128611	175.0	98.0
440396	47.0	55.0
128609	0.0	0.0
128602	4.0	4.0
440387	2.0	0.0
128674	0.0	1.0
128676	0.0	0.0
114026	0.0	0.0
100861402	0.0	0.0
126014	107.0	47.0
440335	219.0	1654.0
100128690	0.0	0.0
114034	781.0	638.0
126006	17.0	58.0
114036	6.0	3.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	72.0	61.0
100861412	0.0	0.0
105180390	2.0	1.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	1.0
100128678	1.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	211.0	272.0
440356	3.0	6.0
440354	47.0	52.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	2.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	0.0	26.0
100873410	1.0	0.0
100873417	0.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	76.0	173.0
100861435	1.0	0.0
100861436	0.0	0.0
440345	46.0	63.0
200734	2650.0	1863.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	2.0
100873408	1.0	0.0
100873407	0.0	0.0
100861430	63.0	22.0
100873402	0.0	0.0
100873401	0.0	3.0
100873400	0.0	0.0
100128665	0.0	1.0
128637	5358.0	5531.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	2.0	8.0
165530	25.0	24.0
85409	537.0	116.0
106481385	0.0	0.0
106481386	0.0	1.0
85416	0.0	3.0
106481383	0.0	4.0
85417	28.0	160.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	41543.0	310284.0
106481389	0.0	0.0
85415	2716.0	6179.0
106481387	0.0	0.0
85413	2.0	2.0
106481388	1.0	9.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	54.0	18.0
106481380	0.0	0.0
11	0.0	0.0
403341	899.0	1081.0
12	96.0	177.0
13	0.0	0.0
14	6729.0	10642.0
15	7.0	4.0
16	9364.0	13644.0
645455	19.0	13.0
18	3299.0	11661.0
19	2179.0	2491.0
128580	3.0	13.0
85407	2125.0	774.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	0.0
85406	1546.0	2552.0
106481395	0.0	0.0
85403	1574.0	2769.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	5232.0	6022.0
106481390	0.0	0.0
21	2233.0	6728.0
106481391	0.0	0.0
22	1240.0	1685.0
153571	277.0	615.0
153572	438.0	1319.0
23	5347.0	7343.0
24	28.0	10.0
25	11647.0	9602.0
26	706.0	249.0
27	1993.0	2920.0
28	804.0	475.0
29	8221.0	6391.0
153579	124.0	116.0
728615	0.0	0.0
728614	0.0	0.0
200765	271.0	166.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	35.0	25.0
102466518	1.0	2.0
102466516	2.0	1.0
102466515	0.0	0.0
106481363	0.0	9.0
106481364	0.0	0.0
85438	1.0	0.0
106481361	0.0	0.0
85439	363.0	600.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	3280.0	2734.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	228.0	251.0
106481366	0.0	0.0
30	3570.0	6769.0
106481360	0.0	0.0
31	11497.0	22402.0
32	4548.0	2149.0
33	1096.0	1969.0
34	3381.0	3289.0
35	1241.0	897.0
153562	1258.0	3243.0
36	6113.0	13876.0
37	10181.0	8323.0
38	3952.0	2334.0
440307	18.0	16.0
39	1539.0	3086.0
165545	3.0	13.0
106481369	0.0	0.0
728606	176.0	807.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	1.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	15.0	5.0
106481370	0.0	0.0
41	825.0	533.0
106481371	0.0	0.0
43	356.0	201.0
645486	1.0	0.0
47	14455.0	45097.0
48	8019.0	3771.0
49	20.0	2.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	1.0
106481341	0.0	0.0
106481342	7.0	3.0
106481340	0.0	0.0
