id	8a69e294-e600-432c-8900-cf8f650a8319	208eb16b-3ed5-4cfe-823d-0da9af5ba913
503614	0.0	0.0
100287495	2.0	0.0
10558	5186.0	4629.0
10557	752.0	796.0
10559	1890.0	1051.0
10550	20241.0	15100.0
100873655	0.0	1.0
100873654	0.0	0.0
10552	7271.0	11784.0
100873653	1.0	0.0
10551	11784.0	19996.0
100873652	3.0	0.0
10554	5040.0	3874.0
100873659	0.0	0.0
10553	2165.0	1980.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1573.0	1107.0
100873657	0.0	0.0
10555	1949.0	2170.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	3.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	685.0	187.0
100873640	1.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	0.0	5.0
10569	4425.0	3627.0
100287482	39.0	245.0
100287483	5.0	4.0
10568	3965.0	35.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	930.0	428.0
100873644	0.0	0.0
10560	1755.0	2454.0
100873643	0.0	0.0
10563	101.0	10.0
100873642	0.0	0.0
10562	177766.0	1599.0
100873641	0.0	0.0
10565	8047.0	9113.0
100873648	0.0	1.0
10564	9573.0	7721.0
100873647	0.0	0.0
10567	4352.0	4054.0
100873646	0.0	0.0
10566	335.0	580.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	1.0	2.0
116369	14.0	5.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	17.0	32.0
574036	128.0	56.0
574038	0.0	0.0
83479	1357.0	1666.0
116379	11.0	5.0
100128092	2.0	10.0
83478	561.0	249.0
83473	161.0	410.0
83475	593.0	639.0
100128098	13.0	1195.0
102466745	0.0	2.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	2385.0	1518.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	349.0	139.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	623.0	109.0
100128083	4.0	2.0
83468	875.0	248.0
100128081	68.0	15.0
83461	68.0	227.0
128338	2884.0	2867.0
83464	3528.0	3390.0
83463	99.0	256.0
83460	107.0	122.0
100189028	6.0	15.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	6326.0	6690.0
116349	371.0	604.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	82.0	112.0
346562	4.0	0.0
647415	1.0	1.0
128322	0.0	1.0
1809	21232.0	7068.0
116337	1.0	0.0
153328	26.0	96.0
1800	6.0	15.0
100128061	0.0	0.0
100128060	20.0	35.0
100128062	0.0	0.0
1808	3779.0	1449.0
83483	5717.0	2050.0
1807	809.0	44.0
1806	3211.0	1669.0
1805	3045.0	190.0
83480	776.0	1435.0
1804	46.0	14.0
1803	23334.0	8458.0
1802	1081.0	1556.0
83482	3.0	2.0
1801	1746.0	2772.0
83481	961.0	8247.0
131965	921.0	898.0
1811	283.0	86.0
1810	5483.0	4371.0
143941	14.0	26.0
1819	2154.0	2067.0
1818	0.0	0.0
1817	1.0	1.0
1816	2.0	3.0
1815	15.0	15.0
100128054	1.0	3.0
1814	0.0	0.0
285084	2.0	14.0
1813	22.0	8.0
1812	183.0	53.0
100128055	1.0	0.0
647436	2.0	17.0
128387	1130.0	1120.0
131973	1.0	0.0
1822	14628.0	22051.0
1821	335.0	176.0
1820	616.0	1538.0
100128041	0.0	0.0
1829	15199.0	13963.0
1828	21.0	65.0
1827	2067.0	998.0
285093	3.0	1.0
1826	3.0	0.0
100128043	0.0	1.0
1825	9868.0	792.0
100128042	0.0	0.0
1824	6534.0	16360.0
1823	25.0	55.0
100128044	0.0	0.0
407977	2.0	4.0
407975	22.0	49.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	5.0	2.0
1832	38474.0	50035.0
1831	45404.0	9397.0
1830	1012.0	49.0
574016	6.0	3.0
100128036	0.0	0.0
1839	2001.0	612.0
1838	2540.0	3832.0
346528	3.0	0.0
1837	2175.0	2145.0
1836	11333.0	16221.0
346525	1.0	0.0
1834	2.0	0.0
100128033	0.0	0.0
346524	0.0	1.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	8.0	6.0
574032	0.0	0.0
128360	0.0	0.0
574033	2.0	1.0
574034	0.0	0.0
1844	1003.0	308.0
1843	99839.0	25583.0
1842	1364.0	510.0
1841	932.0	1492.0
1840	196.0	112.0
574028	0.0	0.0
574029	7.0	2.0
100128025	25.0	22.0
1849	1672.0	1696.0
346517	0.0	0.0
1848	2633.0	624.0
1847	3330.0	387.0
100128020	0.0	0.0
1846	3747.0	2414.0
100128023	0.0	0.0
1845	9040.0	5339.0
153396	1522.0	1250.0
1855	3824.0	7583.0
1854	3019.0	2775.0
100131671	0.0	2.0
1852	13.0	18.0
1850	710.0	1384.0
100131678	0.0	0.0
1859	7257.0	8216.0
1857	5758.0	8012.0
1856	3770.0	3916.0
724068	0.0	0.0
724067	0.0	0.0
202781	855.0	1862.0
1861	3101.0	3423.0
100131688	0.0	0.0
1869	175.0	266.0
724094	0.0	0.0
1880	890.0	289.0
1877	1893.0	2476.0
100131691	149.0	190.0
1876	937.0	732.0
1875	482.0	1166.0
83417	0.0	0.0
100131693	14.0	17.0
100327036	2.0	1.0
83416	16.0	11.0
200132	16.0	10.0
1874	3388.0	2871.0
1872	5.0	1.0
1871	758.0	955.0
1870	66.0	101.0
1879	628.0	238.0
724087	3.0	3.0
1891	9395.0	7996.0
1890	1240.0	540.0
83401	17.0	3.0
1889	23384.0	22863.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1152.0	1625.0
58472	3511.0	2018.0
200149	0.0	2.0
58475	1189.0	482.0
724038	0.0	0.0
83439	1503.0	374.0
1896	670.0	489.0
58477	4526.0	4690.0
58476	5362.0	2316.0
1894	752.0	1639.0
1893	818.0	311.0
1892	9236.0	11046.0
58478	3400.0	4572.0
200150	86.0	178.0
724022	0.0	0.0
58484	112.0	59.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1647.0	2213.0
724024	0.0	0.0
58486	3105.0	3140.0
58485	3866.0	3615.0
724023	0.0	0.0
58480	11946.0	14922.0
724029	5.0	8.0
200159	2.0	6.0
724028	0.0	0.0
724027	2.0	1.0
58488	1646.0	2755.0
58487	3712.0	5560.0
200162	39.0	32.0
58489	2952.0	1707.0
58495	742.0	797.0
724059	0.0	0.0
58494	1375.0	530.0
58497	2721.0	2928.0
58496	55.0	76.0
58491	760.0	830.0
58490	3989.0	4766.0
58493	2020.0	2298.0
58492	280.0	234.0
58499	4467.0	3709.0
58498	0.0	1.0
200172	20.0	26.0
83451	2783.0	5367.0
83450	421.0	491.0
83452	1117.0	1304.0
153364	1062.0	783.0
83448	2122.0	2318.0
200186	2852.0	3646.0
83447	0.0	0.0
200185	641.0	756.0
83449	56.0	96.0
83444	148.0	314.0
83443	4088.0	3695.0
83446	0.0	2.0
83445	4.0	10.0
83440	5315.0	4409.0
83442	4436.0	5419.0
114984	1871.0	1598.0
114987	776.0	1040.0
391603	0.0	0.0
10657	10894.0	10453.0
126969	1944.0	1326.0
10656	744.0	1550.0
10659	3717.0	785.0
10658	7454.0	10817.0
114990	1252.0	4894.0
114991	2074.0	2816.0
10651	2086.0	1999.0
10650	100.0	119.0
10653	25307.0	19522.0
10652	5510.0	7282.0
342667	310.0	65.0
10655	24.0	3.0
643812	0.0	0.0
342666	14.0	11.0
10654	2942.0	3008.0
136306	40.0	10.0
126961	1.0	2.0
10668	1278.0	839.0
10667	1123.0	1048.0
643827	44.0	8.0
10669	380.0	2827.0
10660	1.0	0.0
10661	4.0	6.0
731220	6.0	3.0
138971	0.0	4.0
10664	5637.0	6324.0
10663	390.0	150.0
10666	226.0	97.0
731223	7.0	9.0
10665	0.0	0.0
136319	12500.0	15714.0
163933	22.0	20.0
317691	0.0	0.0
339005	206.0	194.0
10635	138.0	330.0
10634	2507.0	2198.0
10637	195.0	8.0
10636	1224.0	1153.0
10638	0.0	0.0
114971	1174.0	1455.0
10631	1573.0	2150.0
643836	1959.0	2743.0
10630	1737.0	465.0
643837	1848.0	3225.0
10633	54.0	27.0
643834	0.0	0.0
10632	8398.0	7076.0
100124394	0.0	0.0
10645	7951.0	24292.0
10648	0.0	0.0
10647	167.0	316.0
148304	529.0	548.0
114960	3.0	6.0
10640	5291.0	4288.0
136332	26.0	110.0
10642	1.0	0.0
643847	0.0	0.0
10641	1400.0	1448.0
10644	410.0	84.0
10643	0.0	7.0
317671	205.0	80.0
643862	0.0	0.0
391642	0.0	1.0
10609	1377.0	1837.0
391647	3.0	1.0
10613	4726.0	3465.0
10612	1332.0	2101.0
10615	243.0	575.0
10614	4805.0	1905.0
10617	4559.0	4478.0
401525	0.0	0.0
10616	5245.0	6249.0
10618	29053.0	23872.0
643854	4.0	10.0
643853	190.0	184.0
643859	0.0	0.0
10611	21637.0	138865.0
10610	1648.0	175.0
643872	10.0	1.0
643873	323.0	402.0
643870	8.0	14.0
317684	0.0	1.0
391655	0.0	0.0
391657	0.0	0.0
391656	1.0	11.0
317687	2.0	0.0
10623	1515.0	1782.0
10626	607.0	544.0
10625	7415.0	5543.0
10628	96655.0	47990.0
10627	11584.0	9346.0
10629	809.0	1199.0
342618	4.0	6.0
643865	0.0	0.0
643866	167.0	148.0
10620	517.0	795.0
10622	146.0	70.0
10621	792.0	901.0
101954275	0.0	0.0
101954276	0.0	4.0
643880	0.0	0.0
101954273	4.0	1.0
643884	0.0	0.0
101954277	2.0	11.0
101954278	10.0	7.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	72.0	19.0
83606	11742.0	11389.0
101954271	0.0	1.0
83605	1914.0	2040.0
101954272	3.0	2.0
83608	648.0	692.0
83607	2360.0	1387.0
151903	2338.0	1700.0
401507	0.0	0.0
317649	3759.0	1752.0
391627	0.0	0.0
401505	920.0	855.0
388007	0.0	0.0
317648	1326.0	959.0
100419709	6.0	13.0
100419705	0.0	0.0
643875	0.0	0.0
401509	153.0	117.0
401508	0.0	0.0
101954264	2.0	5.0
138948	36.0	14.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	12.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	2185.0	2718.0
100419711	0.0	2.0
102464825	0.0	2.0
56000	4.0	2.0
391632	1.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	95.0	134.0
102464824	0.0	0.0
56005	5731.0	6396.0
10602	10908.0	5165.0
56006	2301.0	2199.0
83604	7136.0	1463.0
10603	125.0	254.0
10606	5699.0	11334.0
100419717	0.0	0.0
56001	0.0	0.0
10605	4116.0	4535.0
10608	7409.0	11155.0
10607	3086.0	3227.0
10600	4694.0	5156.0
101929254	2.0	1.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	1.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	4372.0	4417.0
102464832	0.0	0.0
100271849	11.0	26.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	28.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	472.0	213.0
112398	996.0	790.0
100419735	0.0	0.0
391697	0.0	0.0
391696	1.0	2.0
100419733	0.0	0.0
388021	68.0	17.0
100419734	1.0	2.0
391698	1.0	2.0
100419731	0.0	0.0
100271836	114.0	123.0
100419732	0.0	0.0
100419730	0.0	1.0
100271846	0.0	0.0
388015	0.0	0.0
101954204	1.0	0.0
199953	945.0	1236.0
161357	3.0	0.0
100420734	2.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	0.0
731275	61.0	213.0
199920	514.0	380.0
222826	4.0	9.0
101929286	2.0	11.0
391670	1.0	0.0
391672	1.0	2.0
161342	21.0	3.0
148398	1244.0	239.0
100419758	79.0	60.0
100419751	0.0	0.0
124359	4202.0	4635.0
101929293	23.0	5.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	1376.0	1576.0
10690	20.0	17.0
101929212	65.0	14.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	1.0
199900	0.0	0.0
151963	281.0	88.0
10693	314.0	315.0
10692	11.0	18.0
10695	5187.0	3825.0
10694	9517.0	14049.0
10699	436.0	137.0
101929221	5.0	1.0
100420763	1.0	1.0
101929225	6.0	1.0
101929222	0.0	8.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	13416.0	21789.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	13.0	11.0
101929238	0.0	0.0
220213	1326.0	952.0
10678	1953.0	954.0
151987	4852.0	4670.0
10671	1692.0	1575.0
10670	6056.0	4818.0
10673	328.0	203.0
10672	5404.0	5294.0
10675	134.0	201.0
10677	229.0	309.0
100419793	0.0	0.0
100420784	1.0	1.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	0.0	2.0
101929244	0.0	1.0
220202	1.0	8.0
222865	133.0	394.0
10682	5968.0	1853.0
10681	2592.0	1307.0
10683	4.0	64.0
10686	77.0	13.0
136371	3.0	0.0
643803	0.0	0.0
10687	99.0	33.0
100419682	0.0	0.0
100420678	27.0	29.0
222894	0.0	0.0
100419687	0.0	1.0
283807	556.0	190.0
653194	0.0	0.0
83598	1.0	0.0
83597	7.0	0.0
653199	219.0	317.0
83594	2838.0	1372.0
83593	3073.0	688.0
83596	597.0	841.0
83595	993.0	87.0
83590	1763.0	3526.0
653190	75.0	7.0
653192	1.0	0.0
83592	40.0	49.0
83591	501.0	476.0
1909	5106.0	1258.0
100420689	6.0	4.0
1908	341.0	31.0
161291	8574.0	7573.0
653188	11.0	18.0
653189	72.0	80.0
1907	319.0	37.0
1906	704.0	247.0
197258	1774.0	2329.0
1903	2491.0	644.0
197259	518.0	376.0
1902	2474.0	546.0
1901	2241.0	562.0
100420681	0.0	0.0
197257	927.0	1038.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	2176.0	329.0
1917	1232.0	3842.0
1915	437665.0	474163.0
1912	7546.0	7339.0
1911	904.0	1067.0
101929202	45.0	12.0
101929203	4.0	0.0
199899	1.0	5.0
148281	198.0	250.0
219287	11.0	3.0
161253	21.0	14.0
219285	951.0	534.0
283849	263.0	224.0
283848	217.0	292.0
1932	3.0	0.0
283847	0.0	1.0
256227	4.0	8.0
256223	1.0	0.0
1939	4559.0	8700.0
1938	184287.0	496256.0
1937	25.0	97.0
1936	8085.0	14502.0
1934	4.0	3.0
1933	14737.0	16706.0
161247	43.0	28.0
219293	418.0	242.0
1943	2.0	32.0
1942	6960.0	9733.0
256236	653.0	284.0
1949	687.0	422.0
199870	1328.0	756.0
1948	4989.0	19823.0
1947	2921.0	708.0
1946	1808.0	276.0
1945	742.0	1379.0
1944	203.0	258.0
161271	0.0	0.0
1954	6018.0	8128.0
1953	2811.0	3711.0
1952	4910.0	3209.0
1951	166.0	452.0
1950	702.0	2667.0
283820	922.0	1130.0
1959	898.0	818.0
1958	52811.0	15430.0
1956	18400.0	12180.0
1955	4687.0	3598.0
1965	4645.0	4042.0
1964	5374.0	4470.0
199857	833.0	767.0
1962	1439.0	656.0
1961	8.0	3.0
1960	1187.0	310.0
220296	18.0	6.0
1969	3376.0	240.0
1968	11670.0	15387.0
1967	3441.0	3586.0
114904	299.0	295.0
114905	1457.0	308.0
114907	12146.0	5747.0
114908	22098.0	36123.0
340094	0.0	2.0
643783	246.0	161.0
114900	19.0	5.0
653108	2.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	32656.0	40212.0
1974	33251.0	34105.0
1973	249.0	395.0
283888	16.0	14.0
401447	0.0	0.0
653113	67.0	57.0
1979	13158.0	9594.0
1978	576.0	3151.0
1977	2597.0	2123.0
643790	10.0	8.0
1990	0.0	1.0
256281	1742.0	1294.0
1987	1.0	1.0
1986	1.0	5.0
1984	16382.0	19460.0
1983	14897.0	15017.0
1982	72532.0	53403.0
283876	117.0	79.0
1981	30976.0	40716.0
1980	4.0	4.0
283871	574.0	592.0
283870	65.0	88.0
105375616	2.0	3.0
340075	61.0	20.0
340073	1.0	1.0
653125	8.0	6.0
401431	118.0	319.0
83528	4.0	2.0
1998	3517.0	4134.0
1997	8410.0	3796.0
283869	4.0	14.0
1996	43.0	23.0
401428	11.0	6.0
83538	112.0	149.0
1995	33.0	6.0
401427	133.0	137.0
283867	0.0	5.0
1994	5219.0	6116.0
1993	14.0	190.0
1992	3733.0	497.0
1991	13.0	5.0
283860	7.0	0.0
83530	5.0	8.0
340069	3.0	0.0
1999	11968.0	7028.0
105375606	0.0	89.0
340061	4016.0	991.0
653115	54.0	33.0
653121	884.0	732.0
653122	83.0	102.0
283854	0.0	0.0
653123	0.0	0.0
401491	25.0	52.0
100124412	0.0	1.0
653147	5.0	7.0
401498	5.0	2.0
653149	0.0	0.0
401497	0.0	0.0
401494	892.0	277.0
401492	52.0	18.0
83550	2.0	3.0
83552	0.0	0.0
83551	0.0	0.0
114932	6316.0	5230.0
83539	2729.0	218.0
83547	434.0	545.0
83546	3.0	0.0
653140	12.0	9.0
83549	3033.0	3679.0
83548	6275.0	5043.0
83543	1644.0	1351.0
653145	983.0	56.0
83544	2025.0	2117.0
83541	1557.0	1729.0
83540	29.0	151.0
126917	2181.0	1267.0
340037	6.0	8.0
114926	1694.0	1974.0
114928	2900.0	2029.0
339044	3.0	7.0
256297	0.0	2.0
401474	1167.0	760.0
653174	0.0	1.0
653175	2.0	0.0
340024	12.0	12.0
114915	1574.0	659.0
401466	1129.0	1437.0
653162	38.0	101.0
653163	0.0	1.0
283899	2176.0	2669.0
653166	0.0	0.0
283897	134.0	84.0
339145	3.0	1.0
391723	0.0	0.0
391722	62.0	17.0
10778	2678.0	2236.0
10777	66.0	23.0
10772	6128.0	5428.0
340120	84.0	679.0
10771	11688.0	10611.0
10773	1148.0	1223.0
10776	10447.0	8065.0
10775	1847.0	1612.0
10788	9435.0	17685.0
391739	0.0	3.0
10781	1640.0	1743.0
10780	687.0	689.0
10783	3890.0	6891.0
10782	1779.0	1738.0
10785	485.0	702.0
10787	17730.0	12112.0
10786	4.0	1.0
102606463	8.0	0.0
731308	1.0	0.0
339122	292.0	517.0
339123	2881.0	3797.0
102606462	1.0	0.0
391701	0.0	0.0
391703	1.0	0.0
151827	141.0	70.0
126826	0.0	3.0
643719	13.0	19.0
10755	4701.0	4611.0
151825	0.0	0.0
10758	3217.0	2906.0
126823	526.0	1042.0
126820	35.0	36.0
10750	37.0	19.0
10752	1547.0	283.0
10751	0.0	0.0
10753	217.0	672.0
643714	1.0	0.0
138864	0.0	0.0
391712	12.0	10.0
391714	0.0	5.0
114836	209.0	151.0
10767	3382.0	2643.0
10766	11487.0	7895.0
151835	2.0	4.0
10769	1884.0	380.0
391718	0.0	0.0
10768	12903.0	5446.0
126811	0.0	0.0
643723	23.0	21.0
10761	0.0	0.0
10763	5055.0	1379.0
10762	4729.0	4664.0
10765	6604.0	11957.0
101929179	6.0	15.0
388112	0.0	2.0
339105	34.0	47.0
83707	1617.0	2343.0
83706	839.0	455.0
10734	127.0	305.0
10733	214.0	252.0
83714	361.0	329.0
10736	413.0	44.0
401648	4.0	0.0
643739	0.0	0.0
10735	11662.0	11273.0
401647	57.0	27.0
10738	4.0	9.0
401646	0.0	1.0
10737	12.0	16.0
10739	1532.0	1902.0
376132	0.0	0.0
10730	13865.0	10856.0
101929184	7.0	209.0
10732	817.0	773.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	14.0	19.0
124221	36.0	40.0
124222	1843.0	1756.0
114897	2844.0	720.0
114898	239.0	81.0
124220	7184.0	5374.0
114899	282.0	2262.0
391777	6.0	12.0
10745	768.0	788.0
56104	46.0	458.0
83700	5264.0	1771.0
401638	0.0	2.0
10744	2.0	0.0
56105	93.0	44.0
10747	92.0	124.0
401637	0.0	0.0
56106	412.0	1150.0
10746	5774.0	2677.0
56107	211.0	78.0
10749	14117.0	15674.0
56100	340.0	1668.0
401634	0.0	0.0
10748	93.0	180.0
56101	596.0	85.0
56102	72.0	196.0
56103	120.0	546.0
643744	10.0	16.0
10741	2465.0	1881.0
56108	231.0	695.0
10740	794.0	61.0
643749	239.0	159.0
56109	217.0	404.0
10743	5390.0	3490.0
342732	0.0	1.0
10742	2679.0	1666.0
101929198	0.0	0.0
101929196	4.0	1.0
100420811	3.0	1.0
114884	2068.0	1796.0
317774	1.0	0.0
114885	1711.0	1225.0
401630	0.0	0.0
317772	4.0	4.0
100419821	1.0	1.0
56110	209.0	367.0
317778	0.0	0.0
83729	134.0	27.0
317775	0.0	2.0
83734	748.0	755.0
10712	2304.0	5134.0
83733	730.0	204.0
10714	1307.0	1168.0
126868	321.0	762.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3420.0	4953.0
317768	0.0	1.0
10716	2.0	0.0
100419827	0.0	0.0
56111	120.0	257.0
10715	18.0	123.0
56112	110.0	100.0
56113	192.0	559.0
83732	1268.0	1561.0
10718	17.0	2.0
10717	830.0	833.0
56114	40.0	223.0
388125	71.0	9.0
401629	1.0	9.0
317781	1506.0	1774.0
388122	0.0	1.0
83719	2755.0	2762.0
56120	5.0	18.0
56121	211.0	138.0
114876	5170.0	3763.0
388121	245.0	83.0
83716	19845.0	5998.0
83715	517.0	87.0
114879	3596.0	3844.0
100420829	0.0	0.0
10723	5267.0	8588.0
56126	114.0	406.0
83723	5.0	16.0
126859	5.0	8.0
56127	95.0	515.0
10725	5957.0	6144.0
56128	26.0	765.0
56129	161.0	401.0
10724	13172.0	15143.0
114880	973.0	687.0
56122	396.0	602.0
388115	1573.0	1440.0
401613	2713.0	509.0
114881	1357.0	1420.0
10726	6240.0	4575.0
56123	301.0	396.0
401612	261.0	188.0
114882	5809.0	5399.0
56124	97.0	241.0
10728	16808.0	14133.0
114883	8799.0	5336.0
56125	215.0	585.0
643766	0.0	0.0
10721	58.0	140.0
10720	2.0	4.0
100420830	0.0	1.0
136259	7.0	9.0
100420834	0.0	0.0
317751	24.0	20.0
124274	0.0	0.0
388152	155.0	254.0
317754	0.0	0.0
317753	0.0	0.0
317749	809.0	529.0
342705	1.0	1.0
151888	52.0	51.0
151887	8840.0	1672.0
136263	2.0	0.0
100420841	0.0	0.0
101929145	719.0	541.0
100420843	0.0	0.0
100293090	2650.0	5291.0
148254	687.0	628.0
317762	3979.0	3965.0
317761	27.0	181.0
100419854	3.0	0.0
317760	8.0	12.0
317767	3.0	1.0
100271715	48.0	43.0
148252	437.0	1230.0
100271722	162.0	610.0
199834	0.0	0.0
388135	959.0	149.0
101929152	16.0	6.0
100420854	0.0	1.0
222950	151.0	109.0
100419867	0.0	0.0
148266	478.0	600.0
100419868	6.0	7.0
148268	721.0	818.0
100419866	2.0	0.0
100420859	0.0	0.0
124245	3334.0	3366.0
317729	1.0	1.0
136288	5.0	8.0
199800	30.0	12.0
101930150	0.0	2.0
163882	2796.0	4103.0
388165	141.0	114.0
100419873	0.0	0.0
100271700	81.0	85.0
100271703	0.0	0.0
100271702	11.0	173.0
100420875	0.0	1.0
100420877	0.0	2.0
388199	0.0	0.0
22794	8721.0	9816.0
22795	870.0	288.0
22796	2980.0	4164.0
22797	233.0	146.0
22798	13.0	9.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	1.0
138883	0.0	0.0
138881	4.0	3.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	0.0	0.0
222967	1.0	4.0
219333	2617.0	2259.0
136227	975.0	1572.0
222962	919.0	575.0
148213	402.0	573.0
388182	68.0	22.0
100419895	0.0	0.0
317716	0.0	1.0
148203	424.0	412.0
317719	17.0	18.0
148206	354.0	96.0
163859	2745.0	1901.0
101929110	10.0	3.0
101929111	2.0	1.0
219348	472.0	78.0
219347	284.0	355.0
100420898	1.0	3.0
148223	1720.0	1671.0
10799	209.0	282.0
136242	2.0	5.0
10791	1256.0	341.0
10794	222.0	163.0
10793	530.0	492.0
10795	2306.0	2213.0
10798	0.0	0.0
10797	1666.0	4341.0
101929121	0.0	0.0
101929120	91.0	165.0
101929127	3.0	3.0
317701	0.0	0.0
220323	1215.0	1046.0
148231	0.0	1.0
148229	57.0	27.0
151877	26.0	13.0
151871	0.0	0.0
93035	57.0	19.0
161176	565.0	152.0
56097	17.0	33.0
56098	20.0	22.0
56099	514.0	152.0
93034	44.0	14.0
283927	295.0	102.0
220359	24.0	117.0
653073	0.0	0.0
653075	3.0	3.0
256302	2573.0	2828.0
105373144	0.0	0.0
81050	0.0	0.0
199786	33.0	35.0
256309	133.0	1043.0
100420792	0.0	0.0
95681	914.0	1326.0
283914	0.0	2.0
81047	0.0	0.0
197131	4735.0	2887.0
197135	132.0	162.0
653061	7.0	1.0
93058	562.0	462.0
161198	1100.0	408.0
283902	0.0	1.0
220382	110.0	12.0
81078	1.0	2.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	0.0
199777	1104.0	1871.0
81061	0.0	0.0
653082	51.0	181.0
81090	0.0	2.0
100271649	0.0	0.0
199746	311.0	234.0
100271655	4.0	9.0
81099	0.0	0.0
100271650	7.0	8.0
199745	434.0	437.0
148170	3397.0	790.0
256364	3072.0	2672.0
163786	449.0	630.0
220388	84.0	13.0
100271639	0.0	0.0
163782	454.0	90.0
100271646	12.0	26.0
283953	1.0	0.0
256355	30.0	9.0
100271644	0.0	1.0
283951	560.0	569.0
256356	5539.0	7316.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	3.0	5.0
148189	1093.0	1218.0
93099	1751.0	209.0
100271627	3.0	10.0
283948	113.0	208.0
256329	120.0	267.0
100271634	0.0	1.0
100271636	0.0	0.0
100271630	0.0	4.0
100271633	0.0	0.0
100271632	5.0	5.0
199720	21.0	33.0
93082	189.0	83.0
161145	1157.0	1259.0
100271617	0.0	0.0
100271616	1.0	2.0
161142	4.0	5.0
100271619	0.0	0.0
148198	5.0	5.0
100271618	0.0	1.0
100271624	1.0	3.0
100271623	1.0	0.0
283933	226.0	239.0
100271625	0.0	0.0
93081	239.0	298.0
100271620	2.0	6.0
283932	185.0	725.0
100271622	2.0	0.0
100271621	0.0	0.0
199731	4042.0	3321.0
100124332	0.0	0.0
643664	3.0	9.0
256394	149.0	500.0
83637	5722.0	13598.0
83636	1743.0	1797.0
401565	2.0	7.0
401563	18.0	50.0
401562	126.0	18.0
401561	65.0	18.0
283999	0.0	1.0
283994	2.0	11.0
643668	4.0	3.0
283991	2041.0	2793.0
340198	2.0	2.0
643669	18.0	39.0
340192	0.0	0.0
643680	22.0	8.0
197196	0.0	0.0
56033	0.0	19.0
401551	3.0	0.0
83657	83.0	74.0
83656	1.0	3.0
83659	18.0	1.0
283989	1820.0	2527.0
83658	6176.0	4887.0
401548	2489.0	2373.0
56034	3829.0	1265.0
283987	9877.0	20581.0
256369	1.0	0.0
401546	4612.0	8301.0
83655	0.0	0.0
283985	2.0	1.0
283982	0.0	0.0
283981	16.0	31.0
643677	3.0	9.0
83650	5.0	11.0
197187	237.0	256.0
449520	1.0	2.0
401541	204.0	213.0
401540	0.0	0.0
83639	4.0	5.0
