id	f87cd150-16db-42e7-b78a-667735956ba3	e1bf71c6-b975-456e-8b1d-309c465788ce
100506205	1.0	0.0
101060280	0.0	0.0
64922	7.0	13.0
64921	1624.0	3548.0
64924	3085.0	4965.0
100533849	0.0	0.0
64926	288.0	188.0
64925	1179.0	1915.0
64919	238.0	98.0
100132332	0.0	0.0
133522	976.0	527.0
100506233	355.0	729.0
104644205	0.0	0.0
100506237	0.0	16.0
4705	5275.0	7340.0
64928	1734.0	2947.0
4706	1449.0	2980.0
64927	1178.0	966.0
100132341	868.0	494.0
4707	1490.0	3286.0
4708	2980.0	4494.0
4709	1259.0	2074.0
100132346	0.0	1.0
145501	58.0	82.0
145508	254.0	215.0
4700	2360.0	3886.0
4701	140.0	314.0
4702	1924.0	4447.0
4703	453.0	267.0
4704	1732.0	1926.0
101060264	6.0	158.0
100506229	2.0	12.0
64940	329.0	485.0
64943	2283.0	2253.0
64946	191.0	321.0
204777	0.0	0.0
4716	2485.0	5838.0
4717	1624.0	3082.0
100132352	325.0	497.0
4718	1454.0	3172.0
4719	5793.0	7614.0
100132355	0.0	0.0
100132358	0.0	0.0
4710	3380.0	7417.0
4711	3103.0	4140.0
4712	1282.0	2277.0
4713	2765.0	4281.0
4714	1353.0	2156.0
4715	3790.0	6894.0
100506412	2.0	1.0
407039	0.0	0.0
407036	0.0	0.0
407037	0.0	0.0
100506413	3.0	2.0
407030	0.0	0.0
407031	0.0	1.0
407034	0.0	0.0
407035	3.0	0.0
407032	4.0	5.0
407033	0.0	0.0
4728	3142.0	5947.0
4729	457.0	1062.0
4720	4392.0	6793.0
4722	2590.0	4217.0
4723	5918.0	6903.0
4724	1646.0	2587.0
4725	4380.0	8340.0
4726	1865.0	3767.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	0.0
407022	0.0	0.0
4738	2382.0	4037.0
4739	8281.0	6553.0
100506409	4.0	8.0
4730	71.0	159.0
4731	2217.0	3713.0
4733	2385.0	3804.0
4734	843.0	587.0
4735	22652.0	25053.0
4736	42781.0	72195.0
407016	0.0	2.0
407017	1.0	2.0
100506433	1.0	2.0
407014	9.0	28.0
407015	0.0	0.0
4750	1304.0	1574.0
407018	34.0	1.0
100506436	65.0	36.0
4751	13.0	80.0
407019	1.0	2.0
407013	10.0	0.0
407010	39.0	1.0
407011	0.0	0.0
192217	18.0	18.0
4741	10.0	25.0
4744	82769.0	64435.0
4745	125.0	688.0
4747	63.0	168.0
407006	71.0	7.0
407003	0.0	1.0
100506421	1.0	0.0
650368	32.0	18.0
407004	0.0	0.0
407009	0.0	0.0
4760	0.0	2.0
4761	0.0	0.0
407007	15.0	1.0
100506424	0.0	1.0
4762	0.0	0.0
407008	0.0	0.0
2100	68.0	38.0
649395	1.0	1.0
348180	569.0	807.0
407001	0.0	0.0
407002	2.0	9.0
407000	0.0	0.0
4752	633.0	1706.0
4753	1305.0	532.0
100506428	702.0	1516.0
4756	5272.0	9335.0
4758	4567.0	7221.0
4759	0.0	0.0
4771	1621.0	2637.0
4772	876.0	701.0
4773	1808.0	378.0
348174	3.0	13.0
2110	1809.0	1539.0
2108	4484.0	6314.0
2107	9954.0	7256.0
2104	293.0	1113.0
2103	7.0	14.0
2101	3284.0	3208.0
4763	6514.0	5352.0
4764	0.0	0.0
4768	0.0	0.0
2109	3118.0	5028.0
4780	14021.0	7072.0
4781	6694.0	10103.0
4782	9369.0	12420.0
4783	4652.0	2677.0
4784	10793.0	18243.0
2122	7689.0	1068.0
2121	1857.0	2234.0
2120	3515.0	2266.0
143282	132.0	267.0
2119	1479.0	440.0
2118	253.0	240.0
100303743	0.0	0.0
2117	5701.0	2719.0
2116	97.0	108.0
100303745	0.0	0.0
2115	235.0	623.0
2114	35929.0	7112.0
167227	1870.0	2375.0
2113	7063.0	2265.0
143279	1342.0	1227.0
4774	5142.0	4462.0
4775	1612.0	1420.0
4776	991.0	681.0
4778	21.0	18.0
4779	21596.0	23631.0
4790	5824.0	4878.0
348158	5.0	1.0
4791	3423.0	4189.0
4792	9847.0	6611.0
4793	1003.0	1151.0
348156	180.0	307.0
4794	774.0	809.0
4795	1170.0	1952.0
407052	0.0	0.0
2132	4170.0	6559.0
407053	0.0	0.0
2131	2461.0	1794.0
407050	4.0	1.0
2130	13783.0	19922.0
407051	0.0	0.0
407056	0.0	0.0
407054	0.0	0.0
407055	0.0	0.0
2128	851.0	152.0
2125	6142.0	3537.0
2124	266.0	192.0
2123	155.0	106.0
255919	486.0	582.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	1.0
407042	1.0	0.0
407040	3.0	6.0
2140	2174.0	2307.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	4846.0	3229.0
2138	132.0	509.0
2137	1896.0	2418.0
2135	816.0	1477.0
2134	10.0	7.0
4796	412.0	883.0
100303728	77.0	88.0
4798	3163.0	3285.0
4799	4404.0	5265.0
255928	26.0	6.0
255926	0.0	0.0
2155	28.0	9.0
2153	5030.0	8331.0
2152	10247.0	6921.0
2151	9.0	165.0
2150	3161.0	2988.0
253314	0.0	0.0
2149	710.0	2263.0
100288042	0.0	0.0
2147	4.0	1.0
2146	195.0	716.0
2145	2435.0	2797.0
348120	0.0	1.0
2166	5547.0	14998.0
2165	0.0	0.0
100288038	0.0	3.0
2162	754.0	444.0
2161	78.0	205.0
2160	0.0	0.0
100288035	0.0	0.0
2159	403.0	303.0
2158	0.0	0.0
2157	1303.0	702.0
652959	1.0	3.0
348110	3698.0	6676.0
2177	509.0	494.0
2176	660.0	923.0
2175	141.0	186.0
2173	44.0	2.0
2172	10.0	0.0
2171	1172.0	260.0
2170	318.0	571.0
338799	445.0	1593.0
100288022	0.0	0.0
100303755	153.0	361.0
2169	0.0	1.0
2168	1.0	0.0
2167	509.0	25.0
2180	6817.0	17752.0
2188	555.0	2066.0
2187	36.0	26.0
2186	6076.0	7341.0
2185	3235.0	2924.0
2184	1360.0	2167.0
338785	2.0	0.0
2182	3659.0	817.0
2181	10107.0	25149.0
100288013	0.0	0.0
2178	524.0	408.0
255967	3707.0	3587.0
2191	15.0	159.0
649324	0.0	0.0
2199	2416.0	1709.0
652972	17.0	12.0
100288008	0.0	0.0
2197	18059.0	26501.0
2196	6577.0	1733.0
338773	360.0	581.0
652974	0.0	0.0
2195	11792.0	17856.0
652975	0.0	0.0
2194	16958.0	120661.0
2193	3570.0	5583.0
2192	11614.0	7828.0
104355140	0.0	1.0
652978	3.0	11.0
104355141	0.0	1.0
104355143	2.0	5.0
104355145	1.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	575.0	688.0
104355148	6.0	13.0
104355149	0.0	0.0
121916	0.0	0.0
652968	194.0	245.0
652969	1.0	19.0
652960	4.0	5.0
649330	0.0	0.0
652961	0.0	3.0
338761	23.0	10.0
652963	1.0	2.0
652965	0.0	0.0
652966	0.0	0.0
338758	163.0	138.0
104355133	0.0	0.0
104355135	4.0	0.0
104355136	0.0	1.0
104355137	0.0	0.0
104355138	0.0	0.0
104355139	0.0	0.0
121906	0.0	0.0
192286	2742.0	3870.0
652995	89.0	2.0
338751	0.0	1.0
338755	1.0	1.0
101290508	0.0	0.0
652985	1.0	3.0
101290506	84.0	152.0
101290504	0.0	1.0
101290503	0.0	0.0
104355150	0.0	2.0
101290502	0.0	1.0
104355151	0.0	0.0
104355152	6.0	13.0
338739	2.0	5.0
652991	0.0	0.0
101290501	12.0	0.0
101290500	0.0	4.0
100132247	60.0	97.0
121838	1.0	1.0
100132251	0.0	0.0
145814	10.0	9.0
100132264	0.0	0.0
100132268	0.0	0.0
145820	41.0	6.0
157807	9.0	2.0
338821	0.0	9.0
100132273	134.0	175.0
338811	120.0	164.0
338817	53.0	19.0
145837	120.0	4562.0
375719	8.0	6.0
100132288	271.0	425.0
100132289	0.0	0.0
338809	19.0	2.0
101060321	0.0	0.0
100132291	2.0	4.0
375704	148.0	179.0
100132295	0.0	0.0
50484	2648.0	2852.0
50486	776.0	142.0
50485	1542.0	1965.0
50488	9308.0	6439.0
50487	22.0	2.0
50489	331.0	284.0
387712	28.0	45.0
387718	0.0	0.0
387715	6.0	1.0
652904	0.0	0.0
101060301	0.0	0.0
387700	10.0	33.0
387707	11.0	8.0
387703	0.0	2.0
107063611	0.0	0.0
100506377	0.0	1.0
100506376	11.0	6.0
107063612	0.0	0.0
101060351	0.0	1.0
375759	5.0	17.0
399726	84.0	28.0
101928969	74.0	24.0
375757	1157.0	1930.0
387733	5.0	2.0
100533990	2.0	0.0
375743	2611.0	2811.0
100506365	1314.0	1795.0
101928971	0.0	0.0
157869	1204.0	191.0
143241	1.0	0.0
375748	1477.0	1292.0
169841	127.0	175.0
387723	237.0	169.0
375775	2750.0	6559.0
100506392	58.0	74.0
399708	0.0	0.0
100506390	2.0	0.0
399706	0.0	0.0
101928989	5.0	2.0
100506394	63.0	91.0
143244	13.0	30.0
387755	108.0	12.0
387751	301.0	136.0
100533970	33.0	61.0
387758	123.0	808.0
101928991	0.0	0.0
100506380	427.0	2762.0
100506385	14.0	8.0
101928999	0.0	0.0
399717	93.0	12.0
387745	9.0	13.0
170850	9.0	218.0
387742	0.0	0.0
387747	5.0	1.0
387748	1.0	0.0
100506334	552.0	1781.0
100533955	13.0	5.0
100533952	8.0	3.0
100506330	30.0	25.0
101928922	0.0	0.0
4804	1666.0	1564.0
387778	1.0	0.0
4807	12.0	13.0
4808	115.0	15.0
100132201	4.0	3.0
4809	6228.0	10166.0
387775	3.0	8.0
100134869	123.0	173.0
4800	2576.0	2728.0
4801	2190.0	2917.0
4802	2948.0	3990.0
4803	38.0	8.0
133874	3.0	6.0
399774	0.0	1.0
100506328	5.0	2.0
100506325	112.0	132.0
101928931	28.0	28.0
4815	62.0	101.0
4817	1723.0	1893.0
4818	146.0	69.0
387763	3557.0	339.0
145853	253.0	786.0
375791	139.0	212.0
145858	0.0	0.0
375790	9614.0	10610.0
4810	1811.0	510.0
4811	3162.0	1936.0
4814	3712.0	3618.0
373159	0.0	3.0
100506356	0.0	0.0
101060376	42.0	33.0
399746	0.0	0.0
373156	6679.0	5896.0
157855	2.0	41.0
170825	0.0	0.0
101928941	0.0	120.0
399748	8.0	12.0
4826	112.0	71.0
4828	254.0	153.0
4829	1.0	1.0
169834	107.0	34.0
145864	421.0	198.0
4820	5178.0	7133.0
4821	4.0	398.0
4824	21296.0	92191.0
4825	0.0	54.0
100506343	2.0	1.0
157848	2.0	2.0
4837	1552.0	380.0
4838	4.0	19.0
145873	23.0	29.0
4839	2518.0	1919.0
387787	70.0	114.0
100132234	5.0	25.0
4830	1223.0	4127.0
4831	1504.0	3257.0
4832	1839.0	4104.0
4833	5774.0	24611.0
4835	1435.0	3538.0
4836	5567.0	5299.0
650236	0.0	0.0
102467146	60.0	84.0
4850	1619.0	1613.0
4848	3456.0	4679.0
4849	2998.0	3886.0
143187	1135.0	1087.0
4841	14296.0	32649.0
4842	740.0	401.0
4843	67.0	62.0
155185	5.0	77.0
155184	17.0	24.0
4846	835.0	362.0
192111	2157.0	2822.0
4860	4266.0	1719.0
4861	51.0	17.0
167153	2728.0	2351.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	12106.0	4886.0
4852	1654.0	67237.0
4853	17721.0	16103.0
4854	8152.0	5080.0
100506527	1.0	1.0
100421096	0.0	2.0
4855	1738.0	929.0
100421097	11.0	24.0
4856	336.0	1250.0
4857	102.0	186.0
4858	146.0	70.0
100506555	13.0	40.0
4871	0.0	0.0
2210	4.0	7.0
649264	80.0	82.0
2207	301.0	267.0
2206	100.0	48.0
2205	656.0	273.0
101928904	0.0	2.0
2204	8.0	1.0
2203	4214.0	7441.0
2202	3853.0	2217.0
2201	362.0	651.0
2200	2185.0	2559.0
4862	1242.0	1350.0
4863	1831.0	1322.0
4864	2290.0	2316.0
4867	344.0	242.0
2209	20.0	30.0
4868	0.0	0.0
2208	5.0	4.0
4869	19456.0	43289.0
100506542	97.0	56.0
4880	395.0	549.0
4881	495.0	183.0
4882	561.0	527.0
4883	479.0	1086.0
2220	14.0	47.0
101928913	94.0	67.0
100506540	35.0	81.0
2218	1233.0	1663.0
2217	4430.0	2723.0
2216	0.0	0.0
2215	106.0	10.0
2214	422.0	341.0
2213	81.0	58.0
2212	517.0	319.0
4874	1.0	1.0
4875	5.0	39.0
4878	8.0	8.0
4879	0.0	1.0
2219	267.0	80.0
4891	3854.0	6266.0
4892	2.0	21.0
4893	2424.0	2657.0
2232	1487.0	1040.0
2231	4.0	4.0
2230	1235.0	1470.0
649288	0.0	0.0
2229	0.0	1.0
2228	0.0	1.0
2227	3.0	1.0
204474	32.0	7.0
2224	3090.0	4966.0
2222	9632.0	6876.0
4884	42.0	188.0
4885	123.0	80.0
4886	121.0	77.0
4887	7.0	2.0
4888	90.0	49.0
4889	6.0	1.0
131177	2637.0	3091.0
2243	0.0	0.0
2242	1495.0	624.0
2241	1192.0	1167.0
649299	0.0	0.0
143162	75.0	167.0
2239	604.0	3087.0
2237	546.0	1512.0
2236	0.0	0.0
2235	1472.0	3228.0
4897	138.0	867.0
4898	6819.0	10782.0
4899	1150.0	1139.0
131185	2.0	4.0
2254	12.0	63.0
2253	3.0	29.0
2252	549.0	194.0
2251	2.0	0.0
2250	1.0	2.0
2249	0.0	445.0
2248	0.0	226.0
2247	546.0	302.0
2246	143.0	537.0
2245	805.0	1249.0
2244	0.0	0.0
100506516	141.0	82.0
2264	123.0	88.0
348262	2442.0	4895.0
2263	6474.0	2393.0
2262	6.0	12.0
2261	8112.0	2378.0
2260	3496.0	3877.0
169792	490.0	171.0
613227	0.0	1.0
2259	65.0	16.0
2258	446.0	2931.0
167127	23.0	1.0
2257	335.0	69.0
2256	41.0	9.0
2255	316.0	112.0
100506506	0.0	0.0
348254	1.0	7.0
2275	590.0	580.0
2274	11298.0	2537.0
2273	6983.0	6432.0
2272	272.0	330.0
2271	2615.0	4760.0
100132086	0.0	0.0
253430	622.0	486.0
2268	611.0	195.0
2267	4.0	40.0
2266	0.0	0.0
348249	6.0	1.0
2287	2082.0	5392.0
2286	3189.0	5890.0
2284	0.0	1.0
2283	0.0	0.0
2281	180.0	1166.0
2280	9961.0	14384.0
2277	33.0	20.0
2290	0.0	0.0
348235	1105.0	1288.0
2298	4.0	16.0
2297	3.0	179.0
2296	2200.0	916.0
2295	458.0	355.0
2294	1666.0	779.0
2289	16930.0	28881.0
2288	13648.0	14086.0
2299	169.0	71.0
338879	0.0	1.0
338870	2.0	4.0
652873	0.0	0.0
253461	5177.0	4182.0
338872	6.0	9.0
192134	9.0	26.0
104054213	6.0	1.0
338862	0.0	0.0
338864	2.0	0.0
192146	10.0	13.0
100132121	0.0	0.0
100846978	34.0	31.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	1.0	0.0
100846996	0.0	0.0
100132142	2.0	0.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	0.0	0.0
100132159	221.0	154.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	5.0	2.0
399804	65.0	211.0
399806	0.0	2.0
100132163	18.0	26.0
100132166	0.0	1.0
100132169	4.0	10.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	745.0	1134.0
399814	0.0	0.0
100132173	0.0	0.0
338917	0.0	0.0
387804	35.0	178.0
375850	0.0	0.0
387837	3.0	1.0
387836	4.0	0.0
100132195	1.0	0.0
121727	0.0	0.0
157753	7.0	8.0
133789	0.0	0.0
101928840	5.0	1.0
100421008	0.0	0.0
100506492	231.0	5.0
613210	0.0	0.0
613211	0.0	0.0
613212	0.0	4.0
100506495	202.0	423.0
101928846	4.0	20.0
387856	32.0	35.0
387853	0.0	0.0
613209	0.0	0.0
121793	14.0	18.0
145767	44.0	125.0
100073347	2.0	3.0
399857	0.0	0.0
100421018	0.0	1.0
145781	161.0	47.0
613204	0.0	0.0
387845	15.0	25.0
145773	168.0	697.0
170712	0.0	0.0
387841	145.0	330.0
100134713	25.0	62.0
387849	8.0	11.0
157773	5.0	3.0
399823	155.0	17.0
131149	0.0	0.0
157777	56.0	146.0
399829	0.0	0.0
101928869	0.0	2.0
399827	0.0	0.0
4904	15232.0	19820.0
4905	2358.0	2968.0
4907	1603.0	521.0
4908	100.0	73.0
4909	474.0	206.0
145788	65.0	428.0
4900	119.0	56.0
4901	80.0	79.0
4902	24.0	26.0
155100	1.0	1.0
157769	3588.0	3052.0
399839	0.0	0.0
4914	17.0	15.0
4915	365.0	635.0
387867	13.0	14.0
4916	584.0	317.0
4917	2.0	2.0
4919	591.0	941.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	401.0	1618.0
50507	6.0	71.0
399888	1.0	1.0
100421046	0.0	0.0
50506	7160.0	885.0
100421047	0.0	0.0
50509	256.0	199.0
50508	0.0	5.0
157713	0.0	3.0
100506457	0.0	0.0
133746	2235.0	3195.0
100506451	229.0	283.0
4925	2574.0	6933.0
4926	21807.0	44903.0
4927	2187.0	3439.0
4928	9592.0	8330.0
4929	3765.0	584.0
387895	9.0	3.0
387893	2959.0	3713.0
50512	1275.0	6052.0
50511	25.0	18.0
4920	1823.0	972.0
4921	2400.0	2178.0
50514	5.0	20.0
4922	550.0	3.0
4923	4.0	0.0
4924	17402.0	28022.0
50515	1240.0	1690.0
100421045	0.0	0.0
100421057	1.0	0.0
100421058	0.0	0.0
100506443	2.0	1.0
387890	56.0	14.0
157708	0.0	0.0
4938	2311.0	1803.0
4939	2635.0	4143.0
387885	9.0	7.0
387882	1100.0	936.0
4931	1399.0	1452.0
100421055	0.0	2.0
4935	184.0	197.0
100506475	0.0	0.0
157739	46.0	18.0
4947	3676.0	5384.0
4948	27.0	16.0
145741	72.0	138.0
100132100	0.0	0.0
101928827	0.0	1.0
100132101	4.0	4.0
100132103	2.0	6.0
100132104	0.0	0.0
169714	647.0	2665.0
4940	2780.0	2539.0
145748	602.0	538.0
4942	7461.0	4202.0
4943	1188.0	1302.0
4946	18278.0	28472.0
399876	1.0	0.0
100506465	0.0	1.0
157724	5.0	5.0
100506469	377.0	746.0
131118	1027.0	2455.0
100506462	58.0	44.0
4958	84.0	189.0
100132116	279.0	230.0
4951	0.0	0.0
100421072	0.0	1.0
4952	4397.0	6804.0
4953	14704.0	20324.0
399881	0.0	0.0
100421075	0.0	0.0
4954	4.0	8.0
4956	0.0	0.0
4957	2968.0	3841.0
100847022	0.0	0.0
100847023	1.0	1.0
100847020	0.0	0.0
286887	37.0	3.0
100847021	0.0	0.0
100847026	1.0	1.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	35.0	147.0
100847025	0.0	0.0
100847028	4.0	4.0
100847029	0.0	0.0
4969	1008.0	870.0
2306	24.0	53.0
2305	83.0	254.0
2304	210.0	112.0
2303	63.0	9.0
2302	34.0	30.0
284217	254.0	93.0
2301	0.0	2.0
2300	84.0	50.0
284215	26.0	46.0
2309	6674.0	5874.0
4967	8980.0	9716.0
2308	3361.0	2043.0
4968	968.0	2044.0
2307	15.0	104.0
100847030	1.0	1.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	178.0	85.0
100847032	0.0	8.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	0.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	0.0	1.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	38671.0	43647.0
2316	109172.0	67512.0
2315	22.0	25.0
2314	8941.0	8606.0
100862662	147.0	28.0
2313	703.0	322.0
284207	1665.0	575.0
2312	37.0	87.0
2311	0.0	0.0
2310	86.0	75.0
284203	0.0	0.0
4973	164.0	100.0
4974	26.0	11.0
4975	4.0	9.0
4976	4332.0	4709.0
2319	11873.0	10222.0
4978	76.0	6.0
2318	17378.0	8723.0
100847040	0.0	10.0
100847041	0.0	0.0
4990	0.0	10.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	5.0	6.0
100847043	0.0	1.0
2331	1716.0	4218.0
100862678	3.0	0.0
100847048	0.0	2.0
2330	775.0	811.0
100862679	1.0	2.0
100847049	0.0	1.0
100847046	2.0	2.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	32.0	20.0
100862670	0.0	0.0
2327	325.0	234.0
2326	24.0	20.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	706.0	264.0
2323	102.0	74.0
259239	0.0	0.0
2322	48.0	40.0
2321	4498.0	1672.0
4983	1555.0	2554.0
4985	9.0	384.0
4986	169.0	160.0
4987	129.0	105.0
4988	0.0	0.0
2329	402.0	279.0
100847051	2.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	654.0	1096.0
100847059	1.0	2.0
2341	2.0	1.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	2875.0	3534.0
2335	12324.0	20588.0
2334	81.0	23.0
104502416	3.0	6.0
259249	0.0	0.0
2332	2481.0	2173.0
100862680	13.0	15.0
4994	2.0	5.0
4995	3.0	0.0
104502417	8.0	1.0
4998	73.0	80.0
4999	1606.0	1934.0
260294	75.0	156.0
100847062	0.0	9.0
260293	1425.0	568.0
100847063	0.0	0.0
284260	2.0	11.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	2.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	129177.0	13085.0
2352	1.0	0.0
100847068	0.0	0.0
2350	134.0	140.0
100847069	0.0	0.0
100862692	0.0	4.0
2348	74.0	72.0
2346	4997.0	29200.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	3250.0	1861.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	1.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	5.0	10.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	33.0	101.0
729798	2.0	3.0
2359	224.0	233.0
2358	31.0	10.0
2357	199.0	45.0
2356	2644.0	3436.0
2355	19107.0	6456.0
2354	26773.0	380.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	7.0	2.0
100847084	0.0	0.0
259282	4564.0	4318.0
100847085	0.0	1.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	0.0	0.0
259289	3.0	7.0
259287	0.0	0.0
259286	0.0	0.0
259285	1.0	0.0
646909	0.0	1.0
284233	50.0	16.0
284232	0.0	2.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	9.0	8.0
259293	0.0	1.0
259292	0.0	1.0
100847093	0.0	0.0
259290	5.0	12.0
259296	0.0	2.0
259295	13.0	12.0
646913	0.0	1.0
646912	1.0	5.0
646910	0.0	1.0
50700	1.0	0.0
646915	0.0	0.0
59082	0.0	0.0
2395	485.0	679.0
59084	2087.0	4515.0
441584	0.0	0.0
11108	2180.0	2424.0
11107	478.0	415.0
11100	10913.0	17756.0
11102	1343.0	1648.0
11101	3012.0	2960.0
139411	178.0	218.0
11104	812.0	1095.0
11103	2559.0	2863.0
284297	500.0	526.0
11105	2.0	0.0
693231	0.0	0.0
25759	2330.0	7027.0
693232	22.0	33.0
284293	3.0	1.0
693233	0.0	0.0
693234	3.0	0.0
693235	1.0	0.0
115426	2750.0	3467.0
25758	253.0	17.0
100379174	1.0	0.0
11119	1870.0	1834.0
11118	2325.0	1834.0
441581	0.0	0.0
127406	0.0	0.0
84034	517.0	1108.0
84033	2673.0	1666.0
11113	157.0	253.0
11112	3376.0	5078.0
139422	0.0	0.0
284288	1.0	1.0
139420	0.0	0.0
11117	2368.0	3868.0
11116	604.0	753.0
693220	9.0	31.0
693221	0.0	0.0
84061	6788.0	9329.0
693222	0.0	0.0
84060	674.0	923.0
693223	0.0	0.0
693224	0.0	0.0
693225	1.0	0.0
693226	0.0	2.0
139425	2.0	0.0
693227	0.0	0.0
693228	0.0	4.0
693229	0.0	0.0
115416	546.0	874.0
84067	3283.0	2834.0
84066	3.0	0.0
84069	651.0	424.0
84068	692.0	1521.0
84063	4.0	0.0
284276	88.0	50.0
84062	801.0	1456.0
139431	0.0	0.0
84065	2656.0	4192.0
284274	0.0	1.0
84064	1601.0	2731.0
284273	2308.0	3690.0
693230	0.0	1.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	0.0	0.0
693214	1.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	22.0	3.0
84059	323.0	1468.0
84056	676.0	514.0
84055	3.0	49.0
84058	455.0	634.0
84057	9.0	52.0
284266	303.0	23.0
84054	4.0	10.0
84081	2547.0	3033.0
84080	699.0	868.0
84083	389.0	516.0
441549	182.0	211.0
441548	10.0	58.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	9.0	12.0
84089	0.0	0.0
84088	0.0	45.0
84085	1208.0	978.0
84084	34.0	281.0
84087	0.0	0.0
84086	0.0	0.0
84070	27.0	22.0
84072	2.0	4.0
84071	140.0	166.0
392100	0.0	0.0
100379132	1.0	1.0
392106	1.0	1.0
441533	6.0	10.0
441531	5.0	2.0
84078	798.0	1727.0
84077	19.0	24.0
84079	2577.0	3480.0
84074	193.0	954.0
84073	34.0	27.0
84076	0.0	0.0
84075	1.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	3.0	0.0
201931	2911.0	6044.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	1.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	0.0	1.0
127435	1148.0	1245.0
106480190	1.0	11.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	1.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	5.0	7.0
343099	172.0	184.0
103695431	0.0	1.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	1.0
103695433	0.0	1.0
100847010	3.0	10.0
103695436	6.0	1.0
100847015	1.0	1.0
103695435	37.0	2.0
100847016	2.0	4.0
100847013	1.0	12.0
100847014	0.0	0.0
441554	3.0	9.0
100847019	0.0	5.0
100847017	1.0	1.0
100847018	0.0	0.0
127428	559.0	728.0
84096	0.0	4.0
84097	0.0	0.0
11061	3.0	17.0
646892	26.0	7.0
441509	20.0	2.0
646891	0.0	0.0
11060	4218.0	6558.0
11063	32.0	16.0
619279	6530.0	8830.0
646898	0.0	0.0
11062	382.0	641.0
11065	15.0	139.0
441505	2.0	3.0
11064	1614.0	1216.0
23046	194.0	222.0
441502	1.0	0.0
23047	2926.0	5098.0
441501	9.0	0.0
23048	3747.0	4696.0
106479179	0.0	0.0
23049	11247.0	8939.0
106479178	0.0	1.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	1.0
106479172	0.0	0.0
23040	6.0	3.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	4399.0	4230.0
106480178	0.0	0.0
106479170	0.0	0.0
