id	913e6383-a422-4429-8385-c5ad8d90386c	d3f4a547-c742-4ed5-9cee-227735f77891
163051	43.0	21.0
3749	1007.0	887.0
163050	65.0	84.0
3741	27.0	10.0
645548	0.0	3.0
3743	2.0	3.0
3744	1.0	1.0
3745	975.0	1044.0
3746	20.0	40.0
3747	204.0	933.0
285671	1952.0	1439.0
285672	2291.0	2371.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	2547.0	800.0
285676	129.0	134.0
3761	1.0	4.0
100128657	0.0	1.0
285679	1.0	1.0
100861449	0.0	1.0
100861443	0.0	1.0
100861445	0.0	0.0
3759	801.0	768.0
283008	11.0	22.0
3751	10.0	207.0
100873435	0.0	0.0
3752	3667.0	6532.0
100873434	0.0	0.0
3753	3.0	9.0
100873433	0.0	0.0
3754	66.0	37.0
100873432	0.0	0.0
3755	379.0	218.0
100873439	0.0	0.0
3756	33.0	54.0
100873438	0.0	0.0
3757	3393.0	2068.0
100873437	0.0	0.0
3758	3.0	4.0
100873436	0.0	0.0
100873420	1.0	2.0
3770	57.0	185.0
3772	772.0	352.0
100861458	0.0	0.0
100861453	11.0	21.0
100861455	0.0	0.0
1107	17615.0	25103.0
1106	5063.0	9596.0
1105	1854.0	1664.0
1104	979.0	1964.0
100873429	0.0	0.0
1103	10.0	6.0
1102	1838.0	1511.0
1101	58.0	72.0
3762	675.0	734.0
100873424	0.0	0.0
3763	33.0	347.0
100128640	115.0	242.0
100873423	0.0	0.0
3764	2087.0	848.0
100873422	0.0	2.0
3765	3.0	9.0
100873421	0.0	0.0
3766	24.0	27.0
100873428	0.0	0.0
3767	414.0	1336.0
100873427	0.0	1.0
3768	182.0	157.0
1109	1.0	0.0
100873426	0.0	0.0
1108	12678.0	19816.0
3769	7.0	5.0
100873425	0.0	0.0
100128637	1.0	2.0
100128639	0.0	0.0
3780	57.0	31.0
100873453	0.0	0.0
3781	1268.0	2695.0
100873452	0.0	0.0
3782	710.0	761.0
100873451	0.0	0.0
3783	766.0	534.0
100873450	0.0	0.0
1121	1771.0	2576.0
100861468	0.0	0.0
1120	110.0	112.0
100861469	0.0	0.0
1118	35.0	43.0
1117	1162.0	78.0
1116	456.0	72.0
1114	719.0	586.0
1113	5809.0	2852.0
1112	6911.0	7802.0
1111	313.0	396.0
3773	5.0	61.0
100873457	2.0	1.0
100873456	0.0	0.0
3775	744.0	1128.0
100873455	0.0	0.0
3776	58.0	50.0
100873454	0.0	0.0
3777	6023.0	3243.0
3778	13653.0	9860.0
3779	9033.0	2998.0
100873459	0.0	0.0
1119	1164.0	4394.0
100128627	0.0	1.0
100128626	0.0	0.0
3790	533.0	677.0
100128628	6.0	6.0
3791	4515.0	4836.0
100873442	0.0	0.0
3792	40.0	26.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	4.0
1131	195.0	833.0
1130	2002.0	2043.0
100861476	0.0	0.0
1129	837.0	157.0
1128	3440.0	6163.0
1124	676.0	2111.0
1123	3195.0	924.0
1122	488.0	559.0
100861470	0.0	0.0
3784	1432.0	1602.0
100873446	0.0	0.0
3785	484.0	206.0
100873445	0.0	0.0
3786	289.0	225.0
100873444	0.0	0.0
3787	121.0	190.0
100873443	0.0	0.0
3788	111.0	63.0
100873449	1.0	9.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	93.0	250.0
100128618	0.0	0.0
728597	2.0	3.0
100128617	3.0	12.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	151.0	427.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	10.0	14.0
285634	4.0	5.0
1142	1.0	0.0
1141	34.0	27.0
285636	2200.0	3925.0
1140	448.0	262.0
728599	1.0	13.0
1139	90.0	108.0
1138	59.0	198.0
1137	186.0	75.0
100861485	0.0	0.0
1136	11.0	28.0
1135	2565.0	9659.0
1134	1.0	9.0
1133	2.0	11.0
3795	426.0	348.0
100873479	6.0	9.0
3796	1742.0	2177.0
100873478	0.0	0.0
3797	1012.0	965.0
100873477	2.0	2.0
3798	215.0	58.0
100873476	0.0	0.0
3799	16493.0	19444.0
100873460	0.0	0.0
728586	7.0	27.0
285641	1.0	0.0
100873464	1.0	2.0
100873463	0.0	0.0
100873462	3.0	1.0
285643	0.0	1.0
100128603	2.0	0.0
100873461	0.0	0.0
1154	684.0	582.0
1153	16542.0	22085.0
1152	36829.0	36466.0
285647	24.0	37.0
728589	3.0	18.0
728588	2.0	19.0
1149	6.0	2.0
1147	1446.0	1848.0
1146	2.0	1.0
1145	42.0	25.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	476.0	256.0
1163	614.0	423.0
285659	0.0	0.0
1161	375.0	507.0
1160	633.0	317.0
1159	106.0	186.0
1158	871.0	407.0
1157	0.0	0.0
1155	3699.0	2621.0
550643	1815.0	1830.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	5.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2856.0	1942.0
1175	3792.0	5742.0
285668	3.0	3.0
1174	2051.0	6187.0
1173	21389.0	24250.0
550631	121.0	243.0
100873489	0.0	0.0
283014	3.0	3.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	9.0	27.0
1186	2517.0	4116.0
1185	972.0	1577.0
1184	386.0	540.0
1183	572.0	375.0
1182	5730.0	15976.0
1181	256.0	564.0
440375	53.0	112.0
1180	15.0	18.0
1179	0.0	1.0
1178	62.0	8.0
283089	18.0	11.0
85495	0.0	0.0
85480	1561.0	415.0
283080	0.0	0.0
1198	2499.0	4085.0
1197	1.0	2.0
1196	1125.0	1741.0
1195	2047.0	2977.0
440366	0.0	0.0
1193	741.0	364.0
1192	16826.0	20635.0
1191	80655.0	34090.0
1188	55.0	45.0
283078	2427.0	1207.0
85486	3.0	7.0
128615	0.0	0.0
85481	1.0	0.0
128611	62.0	42.0
440396	37.0	40.0
128609	0.0	0.0
128602	1.0	7.0
440387	0.0	11.0
128674	0.0	0.0
128676	1.0	0.0
114026	0.0	1.0
100861402	2.0	3.0
126014	121.0	77.0
440335	343.0	1896.0
100128690	0.0	0.0
114034	760.0	827.0
126006	7.0	18.0
114036	10.0	5.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	41.0	66.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	2.0
100128678	0.0	2.0
100861429	0.0	0.0
128653	0.0	0.0
200728	205.0	306.0
440356	2.0	3.0
440354	43.0	53.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	9.0	21.0
100873410	0.0	0.0
100873417	3.0	9.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	56.0	117.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	44.0	136.0
200734	1972.0	3341.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	35.0	17.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3914.0	5555.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	2.0	4.0
165530	68.0	40.0
85409	390.0	338.0
106481385	0.0	0.0
106481386	1.0	0.0
85416	0.0	418.0
106481383	1.0	3.0
85417	16.0	59.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	34336.0	193207.0
106481389	0.0	0.0
85415	2957.0	8091.0
106481387	0.0	0.0
85413	6.0	3.0
106481388	1.0	8.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	20.0	12.0
106481380	0.0	0.0
11	0.0	2.0
403341	541.0	942.0
12	287.0	32.0
13	0.0	1.0
14	6774.0	9428.0
15	2.0	2.0
16	7843.0	11410.0
645455	10.0	5.0
18	2237.0	15367.0
19	1827.0	3345.0
128580	5.0	4.0
85407	1343.0	1012.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1440.0	2658.0
106481395	0.0	0.0
85403	1578.0	3000.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3719.0	10106.0
106481390	0.0	0.0
21	1836.0	7578.0
106481391	0.0	0.0
22	1081.0	1276.0
153571	325.0	294.0
153572	526.0	750.0
23	4817.0	7033.0
24	34.0	3.0
25	7395.0	11301.0
26	2805.0	1341.0
27	1492.0	2859.0
28	1322.0	4829.0
29	7162.0	9520.0
153579	178.0	308.0
728615	0.0	0.0
728614	0.0	0.0
200765	137.0	157.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	10.0	22.0
102466518	1.0	3.0
102466516	5.0	5.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	4.0	1.0
106481361	0.0	0.0
85439	379.0	567.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3115.0	3358.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	120.0	175.0
106481366	0.0	0.0
30	3823.0	6262.0
106481360	0.0	0.0
31	7537.0	28987.0
32	2650.0	2195.0
33	787.0	3196.0
34	2524.0	2478.0
35	1758.0	1291.0
153562	1461.0	3158.0
36	4141.0	7572.0
37	10573.0	12415.0
38	3411.0	3137.0
440307	9.0	12.0
39	1707.0	2346.0
165545	9.0	16.0
106481369	0.0	0.0
728606	408.0	3199.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	9.0	17.0
106481370	0.0	0.0
41	479.0	1043.0
106481371	0.0	0.0
43	448.0	263.0
645486	0.0	0.0
47	10053.0	50181.0
48	6099.0	4005.0
49	18.0	20.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	1.0
106481341	0.0	0.0
106481342	4.0	3.0
106481340	0.0	0.0
85458	7240.0	3821.0
