id	fd973a6f-54c1-4da1-afb8-7c74cf7aafcd	16dc4634-4e55-4392-9b22-902fd68b2d71
10628	48753.0	39622.0
10627	12040.0	9688.0
10629	701.0	874.0
342618	1.0	1.0
643865	0.0	0.0
643866	297.0	408.0
10620	338.0	492.0
10622	65.0	59.0
10621	693.0	772.0
101954275	0.0	0.0
101954276	0.0	1.0
643880	0.0	0.0
101954273	1.0	4.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	1.0	5.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	68.0	36.0
83606	10241.0	10757.0
101954271	0.0	0.0
83605	1790.0	1681.0
101954272	0.0	8.0
83608	515.0	528.0
83607	1724.0	2347.0
151903	1541.0	1621.0
401507	0.0	0.0
317649	4420.0	4423.0
391627	0.0	0.0
401505	861.0	878.0
388007	0.0	0.0
317648	1174.0	998.0
100419709	7.0	10.0
100419705	0.0	0.0
643875	0.0	0.0
401509	119.0	137.0
401508	0.0	0.0
101954264	0.0	0.0
138948	29.0	52.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	1.0	2.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1747.0	2188.0
100419711	1.0	4.0
102464825	0.0	0.0
56000	1.0	0.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	97.0	141.0
102464824	0.0	0.0
56005	5734.0	8598.0
10602	15915.0	8895.0
56006	2100.0	1820.0
83604	5993.0	5930.0
10603	146.0	153.0
10606	5027.0	11838.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3784.0	4230.0
10608	5885.0	8683.0
10607	2959.0	2855.0
10600	3291.0	4607.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	1.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3273.0	3984.0
102464832	0.0	0.0
100271849	8.0	11.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	1.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	505.0	679.0
112398	758.0	739.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	144.0	70.0
100419734	0.0	1.0
391698	0.0	2.0
100419731	0.0	0.0
100271836	55.0	96.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	1.0	0.0
388015	0.0	2.0
101954204	0.0	0.0
199953	969.0	855.0
161357	0.0	0.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	28.0	32.0
199920	187.0	262.0
222826	0.0	3.0
101929286	2.0	6.0
391670	3.0	2.0
391672	0.0	1.0
161342	7.0	1.0
148398	755.0	295.0
100419758	81.0	45.0
100419751	0.0	0.0
124359	6338.0	10469.0
101929293	21.0	10.0
100420752	2.0	2.0
100420754	0.0	0.0
10691	993.0	1161.0
10690	125.0	69.0
101929212	43.0	58.0
101929218	0.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	2.0
151963	254.0	208.0
10693	273.0	597.0
10692	7.0	16.0
10695	5203.0	6288.0
10694	8041.0	11936.0
10699	433.0	390.0
101929221	15.0	1.0
100420763	0.0	1.0
101929225	0.0	0.0
101929222	0.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	11323.0	18606.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	16.0	4.0
101929238	0.0	1.0
220213	1324.0	1174.0
10678	1233.0	1565.0
151987	3755.0	5147.0
10671	1526.0	1634.0
10670	6377.0	6116.0
10673	323.0	354.0
10672	5197.0	5230.0
10675	59.0	87.0
10677	158.0	146.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	2.0	0.0
100420787	0.0	1.0
101929244	1.0	1.0
220202	1.0	7.0
222865	486.0	379.0
10682	5644.0	3898.0
10681	2664.0	1789.0
10683	4.0	23.0
10686	15.0	13.0
136371	47.0	0.0
643803	0.0	0.0
10687	250.0	144.0
100419682	0.0	0.0
100420678	41.0	45.0
222894	0.0	0.0
100419687	1.0	1.0
283807	602.0	367.0
653194	0.0	0.0
83598	1.0	3.0
83597	1.0	0.0
653199	167.0	344.0
83594	2845.0	2914.0
83593	1474.0	1245.0
83596	463.0	534.0
83595	406.0	311.0
83590	1545.0	1592.0
653190	39.0	16.0
653192	0.0	0.0
83592	64.0	42.0
83591	443.0	509.0
1909	6127.0	3689.0
100420689	15.0	8.0
1908	876.0	150.0
161291	6074.0	11889.0
653188	0.0	5.0
653189	76.0	100.0
1907	70.0	93.0
1906	629.0	359.0
197258	1444.0	1834.0
1903	3728.0	2330.0
197259	421.0	455.0
1902	2688.0	1394.0
1901	2200.0	1468.0
100420681	0.0	0.0
197257	1732.0	2091.0
449491	0.0	0.0
100420695	0.0	0.0
449493	1.0	0.0
449492	0.0	0.0
1910	3385.0	3071.0
1917	3994.0	13463.0
1915	332472.0	414120.0
1912	6299.0	5313.0
1911	779.0	820.0
101929202	75.0	23.0
101929203	0.0	0.0
199899	1.0	1.0
148281	200.0	174.0
219287	61.0	31.0
161253	12.0	9.0
219285	738.0	809.0
283849	257.0	273.0
283848	65.0	129.0
1932	2.0	1.0
283847	1.0	1.0
256227	4.0	9.0
256223	0.0	1.0
1939	3503.0	4153.0
1938	192167.0	312857.0
1937	20.0	23.0
1936	7505.0	7428.0
1934	6.0	1.0
1933	10867.0	11236.0
161247	162.0	33.0
219293	466.0	192.0
1943	1.0	5.0
1942	3401.0	4900.0
256236	742.0	357.0
1949	667.0	264.0
199870	1028.0	1113.0
1948	2510.0	5707.0
1947	2634.0	1274.0
1946	824.0	757.0
1945	786.0	813.0
1944	222.0	186.0
161271	0.0	0.0
1954	5288.0	7063.0
1953	2750.0	2312.0
1952	2768.0	2136.0
1951	46.0	108.0
1950	527.0	1823.0
283820	1015.0	1687.0
1959	925.0	1565.0
1958	18526.0	26191.0
1956	11834.0	15567.0
1955	3611.0	3442.0
1965	4650.0	5082.0
1964	4331.0	5213.0
199857	642.0	1040.0
1962	2695.0	5184.0
1961	6.0	11.0
1960	1249.0	1727.0
220296	16.0	5.0
1969	1613.0	981.0
1968	9371.0	13952.0
1967	2805.0	3135.0
114904	365.0	367.0
114905	1574.0	1165.0
114907	11285.0	7861.0
114908	17147.0	17204.0
340094	0.0	0.0
643783	239.0	363.0
114900	19.0	27.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	25386.0	39120.0
1974	26086.0	29718.0
1973	152.0	260.0
283888	2.0	8.0
401447	0.0	1.0
653113	31.0	47.0
1979	11704.0	10367.0
1978	819.0	1242.0
1977	2111.0	2970.0
643790	9.0	12.0
1990	0.0	0.0
256281	1102.0	1040.0
1987	3.0	2.0
1986	2.0	8.0
1984	14832.0	21907.0
1983	9842.0	10770.0
1982	62673.0	65502.0
283876	70.0	73.0
1981	29429.0	47122.0
1980	2.0	4.0
283871	558.0	652.0
283870	49.0	69.0
105375616	0.0	1.0
340075	168.0	122.0
340073	0.0	0.0
653125	1.0	4.0
401431	143.0	189.0
83528	2.0	2.0
1998	2470.0	3089.0
1997	5679.0	5937.0
283869	7.0	7.0
1996	15.0	13.0
401428	14.0	9.0
83538	70.0	129.0
1995	185.0	16.0
401427	59.0	81.0
283867	0.0	0.0
1994	5371.0	5569.0
1993	17.0	169.0
1992	1608.0	1207.0
1991	108.0	28.0
283860	5.0	8.0
83530	9.0	7.0
340069	0.0	11.0
1999	2187.0	4397.0
105375606	2.0	1.0
340061	3047.0	1802.0
653115	32.0	55.0
653121	904.0	909.0
653122	91.0	127.0
283854	0.0	0.0
653123	0.0	0.0
401491	56.0	59.0
100124412	0.0	0.0
653147	9.0	6.0
401498	4.0	7.0
653149	0.0	0.0
401497	0.0	0.0
401494	864.0	745.0
401492	29.0	21.0
83550	2.0	1.0
83552	0.0	0.0
83551	0.0	0.0
114932	5029.0	5643.0
83539	527.0	365.0
83547	323.0	407.0
83546	0.0	1.0
653140	10.0	10.0
83549	2755.0	2660.0
83548	4240.0	8328.0
83543	1296.0	2159.0
653145	65.0	51.0
83544	1669.0	2205.0
83541	1111.0	1281.0
83540	29.0	68.0
126917	1655.0	1695.0
340037	1.0	1.0
114926	1215.0	1525.0
114928	2403.0	2308.0
339044	2.0	1.0
256297	0.0	0.0
401474	1784.0	723.0
653174	0.0	0.0
653175	2.0	2.0
340024	8.0	26.0
114915	1329.0	1629.0
401466	759.0	1145.0
653162	28.0	36.0
653163	0.0	0.0
283899	1498.0	1779.0
653166	0.0	0.0
283897	175.0	213.0
339145	2.0	5.0
391723	0.0	1.0
391722	11.0	9.0
10778	2352.0	2522.0
10777	115.0	15.0
10772	4298.0	5812.0
340120	3.0	6.0
10771	11149.0	11929.0
10773	863.0	1095.0
10776	9208.0	11373.0
10775	1544.0	1561.0
10788	8626.0	14431.0
391739	0.0	1.0
10781	1338.0	2226.0
10780	446.0	760.0
10783	4164.0	5696.0
10782	1054.0	1348.0
10785	220.0	320.0
10787	16664.0	19976.0
10786	3.0	3.0
102606463	8.0	1.0
731308	0.0	0.0
339122	195.0	246.0
339123	3751.0	3371.0
102606462	0.0	0.0
391701	1.0	1.0
391703	1.0	3.0
151827	185.0	92.0
126826	1.0	3.0
643719	12.0	27.0
10755	4356.0	3944.0
151825	0.0	0.0
10758	3139.0	2194.0
126823	482.0	585.0
126820	33.0	34.0
10750	72.0	27.0
10752	1071.0	965.0
10751	0.0	0.0
10753	31.0	48.0
643714	0.0	0.0
138864	0.0	0.0
391712	33.0	13.0
391714	0.0	1.0
114836	186.0	193.0
10767	3074.0	3639.0
10766	8959.0	9466.0
151835	2.0	3.0
10769	1842.0	1181.0
391718	0.0	0.0
10768	10691.0	13970.0
126811	0.0	1.0
643723	29.0	22.0
10761	1.0	3.0
10763	10405.0	4703.0
10762	2753.0	4147.0
10765	6230.0	8401.0
101929179	6.0	12.0
388112	0.0	3.0
339105	16.0	33.0
83707	1275.0	1764.0
83706	704.0	665.0
10734	111.0	183.0
10733	170.0	147.0
83714	382.0	336.0
10736	267.0	202.0
401648	4.0	1.0
643739	0.0	0.0
10735	8934.0	11552.0
401647	65.0	95.0
10738	2.0	3.0
401646	0.0	0.0
10737	4.0	9.0
10739	2337.0	602.0
376132	0.0	0.0
10730	13190.0	15828.0
101929184	22.0	6.0
10732	743.0	714.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	30.0	17.0
124221	33.0	26.0
124222	2070.0	1209.0
114897	7163.0	2656.0
114898	264.0	185.0
124220	5285.0	6460.0
114899	1455.0	654.0
391777	13.0	13.0
10745	720.0	842.0
56104	169.0	434.0
83700	7272.0	5081.0
401638	1.0	1.0
10744	2.0	1.0
56105	278.0	77.0
10747	26.0	81.0
401637	0.0	0.0
56106	391.0	1089.0
10746	3824.0	5588.0
56107	440.0	321.0
10749	14057.0	21950.0
56100	266.0	683.0
401634	0.0	0.0
10748	36.0	104.0
56101	350.0	706.0
56102	82.0	83.0
56103	655.0	513.0
643744	10.0	6.0
10741	2117.0	2683.0
56108	161.0	746.0
10740	342.0	120.0
643749	200.0	146.0
56109	287.0	265.0
10743	2827.0	3578.0
342732	4.0	2.0
10742	3703.0	2085.0
101929198	0.0	0.0
101929196	0.0	0.0
100420811	1.0	1.0
114884	1583.0	1597.0
317774	1.0	1.0
114885	1746.0	1614.0
401630	0.0	0.0
317772	1.0	4.0
100419821	0.0	1.0
56110	310.0	334.0
317778	0.0	0.0
83729	82.0	51.0
317775	0.0	0.0
83734	557.0	760.0
10712	1691.0	2050.0
83733	539.0	277.0
10714	934.0	954.0
126868	59.0	69.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3065.0	3433.0
317768	0.0	0.0
10716	0.0	0.0
100419827	0.0	0.0
56111	199.0	319.0
10715	35.0	38.0
56112	124.0	72.0
56113	281.0	713.0
83732	902.0	1253.0
10718	6.0	4.0
10717	595.0	834.0
56114	47.0	126.0
388125	22.0	66.0
401629	0.0	1.0
317781	1303.0	1385.0
388122	4.0	0.0
83719	1749.0	2031.0
56120	4.0	4.0
56121	205.0	268.0
114876	4640.0	4445.0
388121	316.0	273.0
83716	33005.0	18643.0
83715	505.0	517.0
114879	3974.0	5019.0
100420829	0.0	0.0
10723	4130.0	6064.0
56126	199.0	144.0
83723	26.0	16.0
126859	1.0	6.0
56127	132.0	89.0
10725	4804.0	6745.0
56128	17.0	31.0
56129	158.0	160.0
10724	10620.0	13468.0
114880	1725.0	1265.0
56122	631.0	674.0
388115	1632.0	1182.0
401613	979.0	331.0
114881	758.0	708.0
10726	6530.0	6265.0
56123	398.0	283.0
401612	249.0	266.0
114882	5814.0	6584.0
56124	186.0	83.0
10728	14706.0	16338.0
114883	7213.0	7815.0
56125	85.0	73.0
643766	0.0	0.0
10721	39.0	57.0
10720	0.0	3.0
100420830	0.0	1.0
136259	10.0	1.0
100420834	0.0	0.0
317751	70.0	19.0
124274	0.0	0.0
388152	48.0	50.0
317754	1.0	2.0
317753	0.0	0.0
317749	714.0	631.0
342705	0.0	2.0
151888	41.0	52.0
151887	17178.0	13281.0
136263	0.0	1.0
100420841	0.0	0.0
101929145	497.0	372.0
100420843	1.0	0.0
100293090	3464.0	4027.0
148254	422.0	544.0
317762	2080.0	2993.0
317761	29.0	32.0
100419854	0.0	0.0
317760	5.0	11.0
317767	2.0	6.0
100271715	26.0	21.0
148252	1112.0	902.0
100271722	238.0	274.0
199834	0.0	0.0
388135	879.0	399.0
101929152	19.0	11.0
100420854	0.0	0.0
222950	216.0	74.0
100419867	0.0	0.0
148266	337.0	667.0
100419868	0.0	9.0
148268	600.0	885.0
100419866	9.0	1.0
100420859	0.0	0.0
124245	2587.0	2818.0
317729	0.0	0.0
136288	1.0	6.0
199800	92.0	44.0
101930150	0.0	1.0
163882	1980.0	2855.0
388165	78.0	113.0
100419873	0.0	0.0
100271700	25.0	53.0
100271703	0.0	0.0
100271702	8.0	5.0
100420875	1.0	1.0
100420877	1.0	0.0
388199	0.0	2.0
22794	7808.0	9573.0
22795	1580.0	1464.0
22796	2363.0	2860.0
22797	173.0	177.0
22798	4.0	0.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	8.0	9.0
100420881	0.0	0.0
388181	6.0	0.0
100419893	1.0	0.0
222967	0.0	6.0
219333	2021.0	2513.0
136227	914.0	1001.0
222962	1311.0	480.0
148213	327.0	501.0
388182	53.0	40.0
100419895	0.0	0.0
317716	2.0	2.0
148203	222.0	272.0
317719	34.0	12.0
148206	321.0	456.0
163859	2059.0	2635.0
101929110	4.0	23.0
101929111	1.0	1.0
219348	1099.0	282.0
219347	217.0	371.0
100420898	2.0	4.0
148223	1659.0	1435.0
10799	201.0	347.0
136242	0.0	4.0
10791	1581.0	727.0
10794	132.0	148.0
10793	300.0	385.0
10795	2046.0	2303.0
10798	0.0	0.0
10797	1669.0	4211.0
101929121	0.0	0.0
101929120	67.0	166.0
101929127	2.0	2.0
317701	0.0	4.0
220323	1261.0	1267.0
148231	1.0	0.0
148229	67.0	61.0
151877	10.0	6.0
151871	0.0	0.0
93035	88.0	36.0
161176	394.0	461.0
56097	48.0	50.0
56098	24.0	21.0
56099	613.0	700.0
93034	25.0	32.0
283927	276.0	246.0
220359	34.0	37.0
653073	0.0	0.0
653075	0.0	1.0
256302	1673.0	1570.0
105373144	0.0	0.0
81050	0.0	0.0
199786	70.0	38.0
256309	82.0	301.0
100420792	0.0	0.0
95681	800.0	855.0
283914	0.0	0.0
81047	0.0	0.0
197131	4048.0	5395.0
197135	29.0	46.0
653061	0.0	5.0
93058	630.0	451.0
161198	1535.0	1006.0
283902	1.0	1.0
220382	94.0	54.0
81078	0.0	30.0
81079	0.0	4.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	1.0
199777	938.0	2019.0
81061	0.0	0.0
653082	41.0	125.0
81090	0.0	0.0
100271649	0.0	0.0
199746	288.0	293.0
100271655	5.0	3.0
81099	0.0	0.0
100271650	5.0	11.0
199745	402.0	401.0
148170	1979.0	864.0
256364	2377.0	2800.0
163786	290.0	519.0
220388	141.0	57.0
100271639	0.0	0.0
163782	646.0	225.0
100271646	4.0	23.0
283953	0.0	0.0
256355	23.0	13.0
100271644	1.0	0.0
283951	447.0	425.0
256356	4075.0	6119.0
100271643	0.0	0.0
100271640	1.0	0.0
81081	0.0	0.0
161159	2.0	3.0
148189	717.0	1766.0
93099	1066.0	473.0
100271627	0.0	2.0
283948	165.0	82.0
256329	70.0	90.0
100271634	0.0	0.0
100271636	2.0	0.0
100271630	0.0	1.0
100271633	0.0	0.0
100271632	0.0	1.0
199720	18.0	28.0
93082	124.0	74.0
161145	593.0	453.0
100271617	0.0	0.0
100271616	0.0	0.0
161142	10.0	10.0
100271619	0.0	0.0
148198	11.0	6.0
100271618	0.0	1.0
100271624	1.0	0.0
100271623	1.0	0.0
283933	187.0	169.0
100271625	0.0	1.0
93081	175.0	239.0
100271620	1.0	2.0
283932	104.0	237.0
100271622	1.0	5.0
100271621	0.0	1.0
199731	3991.0	2867.0
100124332	0.0	0.0
643664	1.0	0.0
256394	77.0	28.0
83637	5664.0	7178.0
83636	1821.0	2018.0
401565	0.0	2.0
401563	25.0	20.0
401562	30.0	33.0
401561	18.0	13.0
283999	2.0	0.0
283994	1.0	1.0
643668	3.0	1.0
283991	1156.0	1841.0
340198	0.0	3.0
643669	4.0	8.0
340192	0.0	0.0
643680	11.0	25.0
197196	0.0	0.0
56033	2.0	0.0
401551	6.0	14.0
83657	30.0	61.0
83656	0.0	0.0
83659	1.0	15.0
283989	1102.0	1468.0
83658	6012.0	6084.0
401548	1172.0	2532.0
56034	4985.0	2799.0
283987	11677.0	21189.0
256369	10.0	1.0
401546	2884.0	7507.0
83655	0.0	0.0
283985	2.0	0.0
283982	0.0	0.0
283981	11.0	37.0
643677	3.0	8.0
83650	1.0	9.0
197187	165.0	170.0
449520	1.0	0.0
401541	305.0	370.0
401540	0.0	0.0
83639	16.0	20.0
83638	3419.0	2705.0
256380	35.0	56.0
449518	0.0	0.0
83648	232.0	112.0
401537	3.0	4.0
83647	0.0	0.0
83641	3916.0	5620.0
401535	7.0	12.0
83643	3099.0	2632.0
401533	0.0	1.0
643689	11.0	3.0
283971	0.0	0.0
83640	564.0	645.0
283970	6.0	17.0
114826	1026.0	1089.0
114827	70.0	55.0
378706	1.0	1.0
378707	0.0	0.0
378708	194.0	161.0
339184	3.0	2.0
339186	7.0	0.0
56052	1190.0	1460.0
114821	478.0	3835.0
114822	269.0	678.0
114823	3121.0	5829.0
114824	1.0	0.0
114825	1365.0	1987.0
643699	57.0	80.0
340168	0.0	0.0
114815	130.0	206.0
114817	0.0	0.0
114818	1533.0	1102.0
114819	132.0	304.0
339175	873.0	1191.0
56063	405.0	449.0
653017	0.0	0.0
56061	5269.0	5974.0
56062	60.0	37.0
114814	114.0	124.0
83667	888.0	1034.0
83666	3846.0	6483.0
83660	1280.0	1560.0
340156	114.0	116.0
83661	21.0	206.0
114804	276.0	904.0
114805	724.0	296.0
340152	38.0	53.0
339168	0.0	0.0
114800	313.0	105.0
114801	534.0	508.0
93010	254.0	280.0
114803	1635.0	4115.0
83697	1.0	3.0
81034	1355.0	1440.0
81035	4756.0	2189.0
83696	3209.0	3587.0
83699	8293.0	7636.0
81037	5934.0	8595.0
83698	172.0	91.0
401588	245.0	400.0
83693	1942.0	2085.0
81030	41.0	39.0
83692	5831.0	3846.0
81031	6074.0	12579.0
83695	1991.0	2185.0
81033	2676.0	2029.0
83694	120.0	65.0
340146	0.0	1.0
83690	3767.0	1898.0
81027	2.0	7.0
81029	2669.0	1836.0
653042	0.0	0.0
653045	0.0	6.0
81025	0.0	1.0
401577	171.0	215.0
22877	5965.0	5301.0
22878	3722.0	4698.0
22879	6511.0	105237.0
22870	4636.0	4471.0
22871	341.0	266.0
22872	18626.0	22758.0
22873	1651.0	1016.0
22874	4492.0	6050.0
22875	2898.0	4434.0
22876	1529.0	1599.0
10899	5987.0	8275.0
10898	1435.0	1306.0
10891	917.0	498.0
136540	0.0	0.0
10890	9541.0	15659.0
10893	326.0	336.0
10892	4249.0	6355.0
136541	0.0	0.0
10895	0.0	0.0
342426	3.0	5.0
10894	629.0	570.0
10897	3016.0	3837.0
10896	9.0	19.0
22888	977.0	1092.0
22889	1360.0	2130.0
22880	2862.0	4034.0
124540	6111.0	7775.0
22881	742.0	568.0
22882	5103.0	5349.0
22883	34316.0	39708.0
22884	1248.0	1798.0
22885	1761.0	1357.0
22887	4578.0	6506.0
342419	2.0	1.0
124538	0.0	0.0
124535	10.0	10.0
148523	303.0	158.0
283598	0.0	0.0
283596	95.0	154.0
283592	0.0	1.0
22856	4663.0	5752.0
161514	0.0	0.0
731424	2.0	2.0
22858	3156.0	4702.0
22859	2698.0	2445.0
22850	1951.0	2486.0
22852	505.0	716.0
22853	2909.0	5080.0
22854	637.0	300.0
10877	1.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	536.0	2.0
10878	11.0	9.0
148534	2040.0	2873.0
104169670	10.0	8.0
104169671	43.0	21.0
100419903	1.0	6.0
283587	360.0	135.0
10871	58.0	50.0
10870	170.0	114.0
10873	795.0	1237.0
10875	3151.0	2631.0
10874	3.0	2.0
22866	150.0	722.0
22868	1834.0	2195.0
22869	1190.0	1669.0
100309464	0.0	0.0
161502	2.0	6.0
100420901	0.0	0.0
22861	2621.0	1510.0
22862	6359.0	8119.0
22863	2224.0	2259.0
22864	5162.0	5748.0
22865	76.0	239.0
10888	2.0	7.0
56203	620.0	31.0
643609	0.0	0.0
56204	2883.0	4931.0
10887	9.0	8.0
124512	857.0	887.0
148545	1.0	0.0
283579	1.0	2.0
283578	2653.0	4251.0
10880	0.0	0.0
283576	9.0	4.0
10882	378.0	53.0
10881	0.0	0.0
10884	2566.0	3404.0
283571	17.0	32.0
10886	27.0	3.0
10885	2223.0	3033.0
22834	3853.0	11513.0
22835	724.0	1029.0
22836	6714.0	7382.0
22837	8638.0	12421.0
101929059	8.0	8.0
22838	2441.0	3235.0
22839	6718.0	6105.0
100420910	0.0	2.0
100420916	1.0	0.0
22832	503.0	467.0
124590	17.0	3.0
10855	116.0	165.0
10857	12396.0	8368.0
10856	3581.0	4162.0
10859	297.0	236.0
10858	167.0	153.0
100126793	13.0	23.0
10850	0.0	0.0
643617	4.0	1.0
643615	6.0	4.0
100126791	10.0	9.0
22844	20.0	24.0
22845	1791.0	2394.0
22846	536.0	475.0
22847	2158.0	2786.0
22848	3543.0	6313.0
22849	1334.0	4734.0
112597	79.0	69.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	17154.0	28985.0
100420926	0.0	2.0
22841	3304.0	2921.0
100420927	0.0	0.0
100419930	1.0	1.0
22843	1126.0	1804.0
10866	2010.0	1723.0
100420919	0.0	0.0
10865	1286.0	1307.0
10868	3475.0	3297.0
10867	7925.0	6501.0
10869	5750.0	6422.0
10861	112.0	224.0
101929074	124.0	57.0
10864	13.0	5.0
101929071	1.0	0.0
10863	507.0	510.0
22813	0.0	0.0
22814	1.0	0.0
643641	548.0	923.0
22815	0.0	0.0
22816	0.0	0.0
22818	10490.0	12071.0
10829	1.0	2.0
100419945	0.0	0.0
83849	63.0	32.0
83855	347.0	915.0
10833	0.0	1.0
83854	8.0	9.0
83857	2357.0	2283.0
10835	2.0	2.0
83856	418.0	397.0
10834	0.0	0.0
83851	477.0	326.0
10837	0.0	0.0
100419948	0.0	0.0
83850	82.0	47.0
10836	0.0	1.0
100419949	0.0	0.0
83853	11.0	24.0
10838	3162.0	4194.0
83852	1335.0	1363.0
124565	11147.0	16222.0
100419947	1.0	0.0
22808	2166.0	1174.0
22809	2728.0	3547.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	1.0
643637	34.0	251.0
22822	1329.0	1674.0
22823	800.0	949.0
22824	1062.0	733.0
101929086	0.0	9.0
22826	5360.0	5235.0
22827	7905.0	7504.0
643653	0.0	0.0
22828	3360.0	3957.0
22829	1868.0	1183.0
112574	2733.0	3689.0
100419955	0.0	1.0
56241	1337.0	678.0
100420946	0.0	0.0
56242	803.0	1490.0
22820	25037.0	41123.0
22821	1711.0	1407.0
100419950	0.0	0.0
10844	5338.0	5585.0
83844	0.0	0.0
10846	1385.0	5283.0
10845	2936.0	5009.0
10848	2019.0	2441.0
56243	7446.0	9086.0
10847	10582.0	13476.0
56244	17.0	7.0
56245	289.0	214.0
10849	161.0	227.0
56246	4.0	0.0
643646	47.0	40.0
10840	786.0	635.0
10842	5.0	1.0
101929093	0.0	0.0
10841	64.0	28.0
643648	0.0	0.0
101929010	1.0	9.0
100420950	0.0	25.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	1.0	0.0
100419963	0.0	0.0
100271613	0.0	3.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	4.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	3.0	1.0
100419989	0.0	0.0
391428	0.0	1.0
100419995	0.0	0.0
100419996	0.0	0.0
391436	0.0	1.0
161582	40.0	56.0
124599	58.0	68.0
101929052	16.0	8.0
391485	1.0	0.0
222611	1.0	0.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	706.0	582.0
391462	0.0	0.0
22891	200.0	211.0
22893	2465.0	3079.0
22894	3050.0	3941.0
22895	3.0	7.0
148581	0.0	0.0
22897	1046.0	1296.0
22898	1471.0	2500.0
22890	2287.0	3885.0
391470	1.0	1.0
391472	0.0	0.0
391475	0.0	1.0
101929008	30.0	27.0
222659	9.0	8.0
440894	55.0	64.0
222658	5640.0	6790.0
102724035	0.0	0.0
100271575	0.0	1.0
100271577	4.0	1.0
100271571	2.0	0.0
81175	1.0	9.0
81176	6.0	7.0
100271570	0.0	0.0
93145	1954.0	1845.0
440888	0.0	0.0
222642	2.0	1.0
222643	16.0	28.0
401289	6.0	2.0
401288	62.0	31.0
401285	0.0	2.0
81166	0.0	0.0
100271564	5.0	5.0
81168	0.0	0.0
100271566	4.0	5.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	1.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	235.0	46.0
222662	0.0	0.0
401265	179.0	106.0
222663	1182.0	612.0
220002	2475.0	2979.0
93166	335.0	440.0
401264	625.0	704.0
220004	44.0	68.0
100271539	0.0	0.0
401262	192.0	58.0
93164	406.0	341.0
100271547	0.0	0.0
100271549	0.0	2.0
81188	0.0	0.0
100271543	2.0	1.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	35.0	60.0
81185	0.0	2.0
81187	0.0	0.0
81182	0.0	0.0
207063	1684.0	1777.0
440854	11.0	9.0
222698	50.0	27.0
222696	108.0	163.0
161497	2.0	10.0
100271529	0.0	2.0
222699	36.0	63.0
100271536	0.0	0.0
100271538	5.0	17.0
100271537	0.0	0.0
93190	0.0	4.0
283601	0.0	0.0
100271531	2.0	2.0
283600	1.0	1.0
