id	1292e7fb-3199-40e3-a5d1-e141507b3b6f	1da9251a-d8fb-4ac7-9997-ef45e771cd6e
100873326	0.0	0.0
100873350	0.0	0.0
116729	5.0	9.0
728477	9.0	22.0
3680	2907.0	2014.0
3681	1.0	7.0
100128733	0.0	0.0
100873354	0.0	0.0
3682	793.0	1202.0
100873353	0.0	0.0
3683	249.0	537.0
100873352	0.0	0.0
128710	592.0	762.0
3684	139.0	323.0
100873351	0.0	0.0
285512	129.0	376.0
1022	1009.0	1550.0
285513	125.0	297.0
1021	1543.0	1714.0
1020	643.0	989.0
440299	0.0	0.0
1019	3230.0	4272.0
128709	0.0	0.0
1018	50.0	113.0
1017	1051.0	1731.0
1016	7.0	55.0
1015	59.0	106.0
1014	1.0	1.0
1013	10.0	27.0
1012	691.0	924.0
116730	4.0	12.0
3674	40.0	64.0
100873358	0.0	0.0
3675	7120.0	6105.0
100873357	0.0	0.0
3676	145.0	307.0
100128731	6584.0	9264.0
100873356	0.0	0.0
3678	4182.0	3645.0
3679	3288.0	2354.0
100873359	0.0	0.0
728464	84.0	68.0
728463	42.0	15.0
100128725	0.0	0.0
3690	189.0	131.0
3691	10143.0	11069.0
100873343	0.0	0.0
3692	5466.0	6772.0
3693	9587.0	11688.0
285521	1081.0	1445.0
100873342	0.0	0.0
3694	1176.0	1276.0
100873341	0.0	0.0
3695	58.0	117.0
100873340	0.0	0.0
100128723	0.0	1.0
1033	17.0	53.0
1032	179.0	219.0
285525	4.0	3.0
1031	205.0	293.0
285527	3025.0	4724.0
1030	672.0	733.0
728468	0.0	0.0
440288	152.0	175.0
1029	39.0	94.0
440295	144.0	435.0
1028	2185.0	1676.0
1027	3729.0	4784.0
1026	5045.0	4310.0
1025	2590.0	3816.0
1024	663.0	924.0
3685	5129.0	6220.0
100873347	1.0	0.0
100873346	0.0	0.0
3687	147.0	536.0
100873345	2.0	0.0
3688	16188.0	17202.0
100873344	0.0	1.0
3689	500.0	1307.0
100873349	0.0	1.0
100873348	0.0	0.0
100873372	0.0	2.0
100873371	0.0	2.0
100873370	0.0	0.0
728498	20.0	21.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	1.0
728492	38.0	32.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	109.0	94.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	0.0	3.0
1043	137.0	376.0
1041	0.0	0.0
1040	2710.0	3509.0
1039	1136.0	1476.0
1038	0.0	0.0
1036	442.0	261.0
3696	3270.0	3333.0
3697	4.0	1.0
100873379	0.0	0.0
3698	13.0	30.0
100873378	1.0	3.0
3699	32.0	147.0
100873377	0.0	0.0
728486	1.0	9.0
100873361	0.0	0.0
105373869	0.0	6.0
100873360	0.0	0.0
285540	156.0	232.0
100128705	1.0	5.0
100873365	0.0	1.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	951.0	936.0
100873362	0.0	0.0
100128701	4.0	1.0
1054	1950.0	2707.0
285547	0.0	0.0
1053	3.0	11.0
285548	0.0	4.0
1052	3308.0	3623.0
1051	1427.0	1630.0
728489	21.0	18.0
1050	967.0	1120.0
100128707	0.0	0.0
1048	9.0	46.0
1047	3458.0	3858.0
1046	3.0	0.0
1045	5.0	56.0
100873369	4.0	8.0
100873368	0.0	0.0
100873367	0.0	1.0
100873366	0.0	0.0
105373877	0.0	0.0
1066	1892.0	1126.0
1063	66.0	302.0
1062	69.0	143.0
1061	3.0	3.0
1060	2169.0	2758.0
440253	120.0	207.0
1059	4936.0	4622.0
1058	13.0	23.0
1057	0.0	2.0
85379	6282.0	5628.0
114112	453.0	668.0
1056	100.0	130.0
85377	3099.0	2417.0
85378	4156.0	7270.0
128745	0.0	0.0
85376	18.0	16.0
440248	474.0	923.0
1075	516.0	1924.0
1074	22.0	58.0
1073	4038.0	2706.0
1072	30750.0	37869.0
1071	30.0	45.0
440243	0.0	0.0
1070	895.0	1294.0
1069	3624.0	3646.0
1068	0.0	0.0
85369	1952.0	2637.0
85366	1.0	8.0
85364	1389.0	1544.0
85365	3722.0	5046.0
85363	1792.0	2900.0
85360	898.0	781.0
1080	400.0	1700.0
85391	12.0	185.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	2.0	0.0
153733	501.0	994.0
1087	1.0	7.0
1086	1.0	0.0
440279	5.0	15.0
1085	0.0	5.0
1084	3.0	2.0
440278	71.0	107.0
1082	0.0	1.0
403294	1.0	2.0
440275	5335.0	7345.0
1081	20.0	25.0
85397	1.0	3.0
85395	481.0	562.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	3.0
440270	1014.0	2441.0
1089	6.0	24.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	146.0	325.0
285598	673.0	809.0
126133	1238.0	1732.0
128790	0.0	0.0
126129	125.0	232.0
126123	11.0	16.0
442862	0.0	0.0
126119	760.0	956.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	0.0	67.0
442896	0.0	0.0
114132	3.0	6.0
442897	0.0	0.0
442898	0.0	4.0
114134	326.0	505.0
442899	0.0	0.0
100128790	0.0	0.0
128760	0.0	14.0
100128788	126.0	326.0
100128787	0.0	0.0
440225	0.0	0.0
440224	8.0	3.0
442890	0.0	0.0
442891	0.0	1.0
442892	2.0	0.0
128756	0.0	1.0
100128782	584.0	811.0
100128781	0.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	2.0
403234	0.0	0.0
403235	0.0	2.0
403236	1.0	1.0
63982	8.0	11.0
102466616	0.0	0.0
126052	0.0	1.0
151009	86.0	89.0
403227	0.0	0.0
403228	0.0	0.0
138046	16.0	14.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	0.0
645572	0.0	0.0
645571	16.0	6.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	2170.0	3046.0
107131122	0.0	1.0
138050	7805.0	8857.0
403219	0.0	1.0
151011	4066.0	4159.0
645587	1.0	2.0
165679	573.0	672.0
126037	29.0	52.0
114049	3909.0	6095.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1681.0	1214.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1784.0	2548.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	93.0	200.0
100033820	0.0	0.0
106481480	0.0	1.0
106481481	0.0	0.0
138065	16.0	14.0
645598	0.0	0.0
163007	1.0	2.0
114038	0.0	2.0
645591	0.0	0.0
106481495	0.0	1.0
114041	13.0	18.0
106481496	0.0	0.0
114042	2.0	5.0
106481493	0.0	0.0
114043	12.0	17.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	264.0	645.0
126017	2469.0	2502.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	422.0	441.0
85301	2884.0	2513.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	3.0	1.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2476.0	4376.0
106481459	0.0	0.0
26994	6535.0	6754.0
106481457	14.0	8.0
26995	2030.0	2768.0
106481458	0.0	0.0
403271	0.0	1.0
26998	1.0	0.0
403272	0.0	1.0
102466659	0.0	0.0
26999	872.0	1953.0
403273	0.0	0.0
102466658	0.0	9.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	8.0
106481460	1.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	3399.0	4794.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	2.0
104310351	0.0	5.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	1.0	2.0
138009	0.0	1.0
106481468	0.0	0.0
106481469	2.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	0.0	2.0
106481472	0.0	0.0
106481477	1.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	60.0	57.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1120.0	1350.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	12.0
106481437	0.0	0.0
26974	354.0	568.0
153657	36.0	64.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1621.0	2271.0
165631	38.0	101.0
106481436	1.0	2.0
26978	5.0	9.0
126075	2357.0	3741.0
106481439	0.0	0.0
403250	0.0	0.0
126074	272.0	391.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3427.0	3791.0
106481444	1.0	6.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	838.0	1171.0
85354	0.0	0.0
85352	946.0	579.0
403241	0.0	2.0
344462	1.0	2.0
403244	0.0	1.0
403245	1.0	1.0
153642	899.0	897.0
153643	4.0	8.0
403247	0.0	0.0
403248	0.0	0.0
26985	4529.0	5940.0
106481448	0.0	0.0
26986	56839.0	72903.0
126069	180.0	244.0
106481449	0.0	0.0
126068	654.0	842.0
106481446	0.0	0.0
26983	0.0	1.0
26984	759.0	989.0
106481447	0.0	0.0
106481451	3.0	7.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	47.0	40.0
106481455	0.0	1.0
85349	15.0	24.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	1.0	5.0
85347	0.0	0.0
26980	4.0	3.0
106481454	0.0	1.0
403238	0.0	0.0
85344	7.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	3.0	11.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	1.0	2.0
100873392	6.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	2.0	10.0
106481415	0.0	0.0
106481416	0.0	3.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3734.0	9642.0
100873390	0.0	0.0
728556	57.0	89.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	75.0	113.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	346.0	526.0
106481423	2.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	31.0	145.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	78.0	97.0
100873384	0.0	0.0
285601	70.0	70.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	0.0
63910	33.0	133.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	553.0	727.0
222008	1671.0	7.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	5022.0	5290.0
63904	0.0	0.0
106481430	0.0	0.0
163071	23.0	26.0
63906	779.0	973.0
106481433	0.0	0.0
63908	677.0	998.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	3.0
285613	98.0	168.0
63920	646.0	778.0
63923	2.0	50.0
63922	535.0	1106.0
728577	47.0	74.0
63925	2305.0	3144.0
63924	23.0	8.0
63916	4442.0	6075.0
63917	5378.0	6784.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	3.0
728564	5.0	4.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1210.0	1344.0
106481402	0.0	1.0
63931	1919.0	2779.0
106481403	0.0	0.0
63934	516.0	921.0
728567	1.0	2.0
106481408	0.0	0.0
163088	12.0	10.0
63933	2217.0	2382.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3023.0	3396.0
163087	748.0	866.0
728568	445.0	687.0
106481407	10.0	10.0
3704	1937.0	2215.0
3705	10931.0	9392.0
63926	625.0	723.0
3706	59.0	26.0
63929	994.0	1304.0
3707	4526.0	4687.0
63928	342.0	702.0
3708	5546.0	5519.0
106481411	2.0	1.0
3709	2125.0	4366.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	24.0	44.0
3702	45.0	170.0
3703	12566.0	19877.0
645506	0.0	1.0
151050	1728.0	2007.0
645520	0.0	0.0
63941	7204.0	7460.0
63940	511.0	537.0
63943	209.0	310.0
728517	0.0	0.0
163033	609.0	660.0
258010	3396.0	3945.0
63947	0.0	0.0
63946	2.0	17.0
728513	0.0	0.0
100033803	0.0	0.0
3716	6654.0	7334.0
100033804	0.0	0.0
3717	743.0	1059.0
100033805	0.0	0.0
3718	139.0	394.0
63939	1218.0	1606.0
100033806	0.0	0.0
100190799	0.0	9.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	73.0	214.0
3710	3615.0	7731.0
3712	12303.0	15035.0
3713	3.0	20.0
3714	3156.0	3226.0
63950	0.0	0.0
728505	1.0	0.0
63951	461.0	701.0
100033807	0.0	0.0
728501	40.0	47.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	5419.0	7797.0
100033814	0.0	0.0
3727	7914.0	7292.0
63948	0.0	1.0
100033815	0.0	0.0
222052	2.0	2.0
3728	16480.0	19904.0
100033816	0.0	0.0
100033817	0.0	1.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1173.0	1621.0
151056	233.0	316.0
3725	19467.0	15897.0
645528	0.0	4.0
728532	22.0	21.0
163059	453.0	567.0
728538	0.0	1.0
728537	114.0	341.0
63967	16.0	39.0
3737	13.0	10.0
3738	7.0	24.0
3739	3.0	0.0
645538	0.0	0.0
3730	1087.0	1225.0
3732	4373.0	4860.0
3734	66.0	64.0
3735	6790.0	9048.0
3736	2.0	1.0
63970	24.0	68.0
3750	132.0	177.0
63971	6608.0	7265.0
63974	0.0	0.0
163049	1809.0	2144.0
63973	1.0	0.0
63976	54.0	92.0
222068	9135.0	12552.0
63978	1.0	1.0
63977	571.0	1019.0
63979	385.0	675.0
728524	0.0	0.0
3748	255.0	424.0
163051	51.0	53.0
3749	577.0	676.0
163050	50.0	86.0
3741	33.0	54.0
645548	1.0	5.0
3743	1.0	3.0
3744	0.0	0.0
3745	637.0	292.0
3746	23.0	44.0
3747	161.0	194.0
285671	750.0	790.0
285672	1768.0	1699.0
100873431	0.0	0.0
100873430	0.0	1.0
3760	869.0	100.0
285676	112.0	126.0
3761	1.0	1.0
100128657	0.0	0.0
285679	0.0	2.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	339.0	487.0
283008	29.0	29.0
3751	5.0	15.0
100873435	0.0	0.0
3752	3163.0	3370.0
100873434	0.0	0.0
3753	2.0	4.0
100873433	0.0	0.0
3754	42.0	4.0
100873432	0.0	0.0
3755	624.0	480.0
100873439	0.0	0.0
3756	105.0	22.0
100873438	0.0	0.0
3757	1304.0	891.0
100873437	0.0	0.0
3758	9.0	9.0
100873436	0.0	0.0
100873420	4.0	5.0
3770	109.0	152.0
3772	723.0	558.0
100861458	1.0	0.0
100861453	11.0	15.0
100861455	0.0	0.0
1107	24172.0	32672.0
1106	7539.0	10389.0
1105	1598.0	2676.0
1104	887.0	1931.0
100873429	0.0	0.0
1103	0.0	10.0
1102	1646.0	2092.0
1101	47.0	134.0
3762	451.0	357.0
100873424	0.0	0.0
3763	294.0	213.0
100128640	203.0	251.0
100873423	0.0	0.0
3764	726.0	403.0
100873422	0.0	0.0
3765	5.0	1.0
100873421	0.0	3.0
3766	47.0	35.0
100873428	0.0	0.0
3767	772.0	1047.0
100873427	0.0	0.0
3768	76.0	153.0
1109	0.0	0.0
100873426	0.0	2.0
1108	8198.0	9588.0
3769	0.0	1.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	2.0
3780	20.0	16.0
100873453	0.0	0.0
3781	4151.0	5741.0
100873452	0.0	0.0
3782	247.0	340.0
100873451	0.0	0.0
3783	806.0	3108.0
100873450	0.0	0.0
1121	1363.0	1744.0
100861468	0.0	0.0
1120	357.0	600.0
100861469	1.0	0.0
1118	5.0	18.0
1117	16.0	31.0
1116	27.0	114.0
1114	344.0	339.0
1113	1154.0	1734.0
1112	4620.0	4537.0
1111	406.0	474.0
3773	1.0	3.0
100873457	0.0	1.0
100873456	0.0	1.0
3775	1087.0	1357.0
100873455	0.0	0.0
3776	10.0	98.0
100873454	0.0	0.0
3777	8987.0	7234.0
3778	6130.0	3599.0
3779	3848.0	1972.0
100873459	0.0	2.0
1119	4299.0	5227.0
100128627	2.0	3.0
100128626	0.0	0.0
3790	486.0	1149.0
100128628	4.0	6.0
3791	1657.0	1468.0
100873442	0.0	1.0
3792	13.0	31.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	12.0
1131	161.0	771.0
1130	1745.0	2311.0
100861476	3.0	3.0
1129	49.0	2.0
1128	12043.0	9992.0
1124	184.0	708.0
1123	967.0	760.0
1122	350.0	632.0
100861470	0.0	0.0
3784	936.0	1662.0
100873446	0.0	0.0
3785	79.0	131.0
100873445	0.0	0.0
3786	204.0	188.0
100873444	0.0	0.0
3787	401.0	313.0
100873443	0.0	0.0
3788	11.0	25.0
100873449	1.0	16.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	137.0	204.0
100128618	2.0	2.0
728597	2.0	3.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	261.0	254.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	6.0
285634	4.0	10.0
1142	0.0	0.0
1141	20.0	6.0
285636	2815.0	3328.0
1140	301.0	340.0
728599	1.0	6.0
1139	42.0	40.0
1138	138.0	164.0
1137	7.0	4.0
100861485	0.0	0.0
1136	14.0	33.0
1135	11113.0	10564.0
1134	1.0	1.0
1133	2.0	13.0
3795	256.0	292.0
100873479	12.0	19.0
3796	884.0	1225.0
100873478	1.0	0.0
3797	848.0	686.0
100873477	5.0	7.0
3798	87.0	80.0
100873476	0.0	0.0
3799	13952.0	14548.0
100873460	0.0	0.0
728586	37.0	61.0
285641	1.0	2.0
100873464	2.0	10.0
100873463	2.0	0.0
100873462	1.0	2.0
285643	1.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1137.0	817.0
1153	23154.0	37047.0
1152	60278.0	50037.0
285647	28.0	38.0
728589	5.0	6.0
728588	0.0	0.0
1149	1.0	1.0
1147	1276.0	1815.0
1146	5.0	6.0
1145	30.0	39.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	1.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	1.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	274.0	319.0
1163	609.0	666.0
285659	0.0	0.0
1161	336.0	514.0
1160	372.0	298.0
1159	102.0	140.0
1158	1030.0	109.0
1157	4.0	2.0
1155	2449.0	3311.0
550643	1746.0	1938.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	1.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1647.0	2432.0
1175	5179.0	5236.0
285668	4.0	4.0
1174	3048.0	3937.0
1173	22629.0	25868.0
550631	186.0	266.0
100873489	0.0	1.0
283014	9.0	5.0
100873488	0.0	1.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	100.0	210.0
1186	3269.0	4523.0
1185	1528.0	2436.0
1184	358.0	589.0
1183	259.0	270.0
1182	8863.0	11456.0
1181	397.0	500.0
440375	50.0	63.0
1180	18.0	30.0
1179	0.0	1.0
1178	1.0	1.0
283089	18.0	21.0
85495	0.0	0.0
85480	416.0	136.0
283080	0.0	0.0
1198	3611.0	5952.0
1197	4.0	1.0
1196	2180.0	4084.0
1195	7413.0	12312.0
440366	1.0	2.0
1193	149.0	412.0
1192	22081.0	26302.0
1191	32631.0	16438.0
1188	95.0	35.0
283078	762.0	1055.0
85486	5.0	4.0
128615	0.0	0.0
85481	0.0	0.0
128611	12.0	61.0
440396	53.0	95.0
128609	0.0	0.0
128602	8.0	4.0
440387	5.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	3.0
126014	54.0	74.0
440335	198.0	526.0
100128690	0.0	0.0
114034	905.0	1127.0
126006	124.0	263.0
114036	8.0	4.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	123.0	135.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	9.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	247.0	346.0
440356	12.0	12.0
440354	39.0	53.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	46.0
100873410	0.0	0.0
100873417	1.0	4.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	456.0	781.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	57.0	119.0
200734	2199.0	1998.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	20.0	22.0
100873402	0.0	0.0
100873401	3.0	0.0
100873400	0.0	1.0
100128665	0.0	0.0
128637	4255.0	4847.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	2.0
645443	4.0	7.0
165530	57.0	144.0
85409	167.0	190.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	4.0
106481383	1.0	6.0
85417	24.0	34.0
106481384	0.0	0.0
103106903	0.0	5.0
85414	200740.0	201216.0
106481389	0.0	1.0
85415	6201.0	10326.0
106481387	0.0	0.0
85413	4.0	42.0
106481388	1.0	10.0
645436	1.0	0.0
106481381	0.0	1.0
106481382	0.0	0.0
10	10.0	8.0
106481380	0.0	0.0
11	0.0	0.0
403341	645.0	980.0
12	10.0	118.0
13	0.0	0.0
14	8148.0	10563.0
15	6.0	13.0
16	11971.0	14144.0
645455	3.0	16.0
18	7531.0	6908.0
19	678.0	1256.0
128580	2.0	1.0
85407	578.0	340.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1442.0	1801.0
106481395	0.0	0.0
85403	2005.0	2365.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	1.0
106481393	2.0	2.0
20	4021.0	6184.0
106481390	0.0	0.0
21	2714.0	4339.0
106481391	0.0	0.0
22	823.0	1337.0
153571	303.0	433.0
153572	529.0	847.0
23	5121.0	6286.0
24	14.0	39.0
25	5554.0	6740.0
26	8789.0	24862.0
27	1369.0	2024.0
28	1741.0	1729.0
29	6280.0	7578.0
153579	47.0	105.0
728615	0.0	0.0
728614	0.0	0.0
200765	266.0	370.0
106481358	1.0	0.0
106481359	0.0	0.0
728611	15.0	25.0
102466518	0.0	0.0
102466516	0.0	5.0
102466515	0.0	0.0
106481363	0.0	1.0
106481364	0.0	0.0
85438	8.0	1.0
106481361	0.0	1.0
85439	310.0	278.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2787.0	3635.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	255.0	494.0
106481366	0.0	0.0
30	9261.0	9436.0
106481360	0.0	0.0
31	13790.0	23274.0
32	2228.0	2836.0
33	2810.0	3087.0
34	2288.0	2894.0
35	1391.0	1493.0
153562	1360.0	1909.0
36	6125.0	6756.0
37	22951.0	33559.0
38	2500.0	4461.0
440307	13.0	47.0
39	6616.0	5612.0
165545	8.0	4.0
106481369	0.0	1.0
728606	1307.0	2623.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	1.0
106481378	2.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	1.0
40	11.0	27.0
106481370	0.0	0.0
41	486.0	561.0
106481371	0.0	0.0
43	136.0	194.0
645486	0.0	0.0
47	20635.0	24322.0
48	3365.0	3192.0
49	5.0	6.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	1.0
106481341	0.0	0.0
106481342	0.0	2.0
106481340	0.0	1.0
85458	2982.0	2449.0
