id	30f0f8c2-21be-4a29-b9b0-3507765a9e1a	cc621d8a-b1b7-4001-bd25-8bfcccb34412
10336	2552.0	2204.0
100873877	0.0	0.0
10335	12811.0	5044.0
285242	2.0	0.0
100885848	81.0	64.0
100873860	0.0	0.0
118856	17.0	5.0
645094	5.0	20.0
10349	50.0	13.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	1.0	1.0
10340	0.0	8.0
10343	37.0	24.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	4836.0	10497.0
100873861	0.0	0.0
100131801	593.0	953.0
10345	358.0	1.0
10344	15.0	8.0
100873867	0.0	0.0
10347	876.0	789.0
100873866	0.0	0.0
10346	7701.0	3144.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	4.0	0.0
10316	162.0	64.0
10318	8538.0	11060.0
10317	454.0	182.0
10319	1267.0	1929.0
100873897	0.0	1.0
100131810	1.0	1.0
100873896	16.0	8.0
100873895	0.0	0.0
100873894	43.0	33.0
10312	2566.0	1440.0
10311	3103.0	2919.0
100131814	74.0	100.0
10314	7410.0	6710.0
100873899	3.0	2.0
10313	8041.0	18323.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	201.0	498.0
285267	550.0	609.0
100873882	1.0	0.0
285268	1938.0	1381.0
100873881	8.0	0.0
100873880	0.0	0.0
202915	844.0	2725.0
100885864	0.0	0.0
100885866	146.0	65.0
102466967	0.0	0.0
10327	5560.0	14959.0
10326	100.0	41.0
10329	1037.0	2004.0
10328	1099.0	1578.0
442523	46.0	29.0
442524	132.0	110.0
442525	7.0	6.0
100873886	1.0	3.0
100873885	0.0	0.0
10321	11.0	59198.0
100873884	0.0	1.0
10320	3339.0	4647.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1612.0	2226.0
100873889	0.0	0.0
100131825	81.0	18.0
10325	1463.0	592.0
100873888	0.0	0.0
100131827	553.0	641.0
100873887	3.0	1.0
10324	597.0	57.0
344178	0.0	1.0
102466972	0.0	0.0
116135	22.0	3.0
102466985	0.0	0.0
344167	2.0	0.0
102466984	0.0	0.0
128102	2.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	2364.0	3005.0
116123	0.0	0.0
102466995	0.0	0.0
116113	6355.0	14428.0
83259	38.0	9.0
116115	1071.0	1275.0
344148	256.0	277.0
128153	89.0	647.0
645001	2.0	5.0
10291	12336.0	13324.0
645000	3.0	18.0
10290	3584.0	1067.0
10293	182.0	221.0
10295	2687.0	5113.0
10294	5681.0	7876.0
100128292	35.0	55.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	1.0
116179	0.0	0.0
100873919	0.0	0.0
100873918	2.0	0.0
100873917	0.0	0.0
10297	226.0	354.0
10296	3556.0	3190.0
100128299	2.0	0.0
10299	9808.0	11658.0
10298	5271.0	13123.0
100873912	6.0	6.0
100873911	0.0	0.0
116173	126.0	12.0
100873910	0.0	0.0
645015	3.0	13.0
200315	27.0	21.0
200316	729.0	178.0
200312	972.0	1105.0
100873904	0.0	0.0
100873902	3.0	0.0
100873909	1.0	0.0
100873907	4.0	11.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	39.0	14.0
100873900	0.0	0.0
645024	1.0	4.0
100775107	9.0	3.0
10270	2624.0	2045.0
645027	12.0	1.0
10273	2183.0	3811.0
100775104	45.0	103.0
10272	2075.0	1989.0
100008586	0.0	0.0
116149	21.0	85.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	43.0	14.0
100873935	0.0	0.0
116159	2643.0	956.0
100873939	0.0	0.0
100873930	4.0	60.0
10274	3309.0	1859.0
10277	4872.0	6251.0
10276	7305.0	17197.0
10279	730.0	99.0
100873934	1.0	1.0
10278	3509.0	406.0
100873933	0.0	0.0
116151	9639.0	18373.0
100873932	1.0	0.0
116150	2401.0	3730.0
100128275	0.0	0.0
10280	3172.0	6452.0
10282	1369.0	2096.0
10281	0.0	0.0
10284	6581.0	10972.0
647696	0.0	0.0
10283	1619.0	1640.0
116138	5097.0	8869.0
645030	0.0	0.0
1602	2626.0	1444.0
1601	4804.0	4306.0
100873926	0.0	0.0
1600	460.0	25.0
100128260	1.0	4.0
116143	76.0	152.0
100873924	15.0	6.0
100873929	1.0	1.0
100873928	0.0	0.0
10286	1939.0	2956.0
10285	2023.0	1952.0
1609	1028.0	613.0
100128266	3.0	1.0
1608	273.0	68.0
10288	491.0	210.0
1607	17.0	8.0
10287	816.0	1094.0
1606	2491.0	1720.0
100873923	4.0	14.0
10289	2600.0	2135.0
1605	10897.0	19735.0
100128262	34.0	47.0
100873922	4.0	0.0
1604	1952.0	1648.0
100873921	0.0	2.0
1603	4617.0	10130.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	1.0	0.0
319133	24.0	22.0
319134	5.0	22.0
100287635	0.0	2.0
319130	4.0	6.0
319139	0.0	0.0
319135	1.0	2.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	12.0	20.0
1613	3114.0	4314.0
200350	13.0	7.0
1612	1811.0	4432.0
1611	13301.0	21838.0
165140	248.0	53.0
1610	2.0	0.0
552889	10857.0	13729.0
1618	33.0	22.0
1617	0.0	0.0
1616	3472.0	5232.0
1615	5949.0	6816.0
319142	0.0	0.0
319143	3.0	5.0
319144	0.0	0.0
319145	2.0	5.0
100287625	0.0	0.0
1624	0.0	2.0
1623	0.0	1.0
1622	6498.0	11587.0
1621	37.0	12.0
1620	166.0	476.0
1629	4864.0	3255.0
552879	2.0	0.0
1628	1204.0	1884.0
1627	4526.0	3991.0
319111	2.0	0.0
128178	592.0	1067.0
319112	2.0	11.0
100287616	525.0	1017.0
393046	0.0	0.0
319117	3.0	10.0
319118	0.0	1.0
319114	2.0	15.0
1635	4606.0	7943.0
200373	139.0	126.0
1634	55396.0	15413.0
1633	2091.0	2056.0
1632	1867.0	4262.0
552860	8.0	1.0
1630	234.0	12.0
1639	10281.0	11584.0
1638	54.0	3.0
1636	1917.0	828.0
319122	1.0	0.0
319123	0.0	1.0
100287603	0.0	0.0
319128	2.0	8.0
319129	6.0	24.0
1646	268.0	42.0
1645	730.0	174.0
1644	79.0	65.0
1643	1980.0	1293.0
85824	8.0	24.0
1642	19534.0	26219.0
1641	8.0	0.0
552859	0.0	0.0
1649	895.0	674.0
1647	2234.0	1250.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	17.0	6.0
1660	12585.0	13438.0
1657	11852.0	5864.0
1656	15027.0	14145.0
1655	32414.0	23411.0
1654	19418.0	15640.0
1653	6299.0	9249.0
1652	896.0	3128.0
346708	0.0	0.0
1650	12800.0	29513.0
346702	8.0	3.0
1659	4243.0	4189.0
319100	0.0	0.0
319101	4.0	1.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	2311.0	3703.0
1665	6885.0	8123.0
1663	1359.0	1204.0
1662	1598.0	2382.0
1661	3.0	4.0
1669	4.0	1.0
1678	309.0	339.0
1677	433.0	306.0
1676	4016.0	3910.0
1675	6893.0	282.0
1674	158044.0	56987.0
1673	0.0	0.0
1672	223.0	19.0
153129	614.0	881.0
1690	4769.0	830.0
165100	0.0	0.0
1687	912.0	759.0
85865	1658.0	1642.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	0.0	2.0
10415	0.0	1.0
10417	3696.0	4164.0
493861	250.0	57.0
493860	7.0	7.0
100287591	0.0	0.0
10419	2974.0	3628.0
10418	10293.0	1932.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2738.0	1184.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	13.0	50.0
10411	1350.0	612.0
10410	16704.0	12226.0
100873559	0.0	0.0
10413	16013.0	10461.0
100873558	2.0	0.0
10412	7052.0	11038.0
100873557	0.0	0.0
100873541	1.0	0.0
100873540	0.0	0.0
442271	0.0	2.0
100861574	0.0	0.0
10426	1966.0	1649.0
442266	6.0	14.0
10425	3978.0	3418.0
442267	1.0	2.0
10428	2614.0	3578.0
10427	4423.0	4280.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	1975.0	2275.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2297.0	2530.0
493856	1395.0	2727.0
100873549	0.0	0.0
10421	4328.0	5255.0
100873548	0.0	0.0
100131726	2.0	0.0
10424	5077.0	8219.0
100873547	0.0	0.0
10423	5408.0	8982.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	32.0	36.0
100873576	13.0	46.0
100873575	0.0	0.0
100873579	0.0	1.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	12.0	18.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	1.0	1.0
100287567	0.0	0.0
10404	5372.0	2574.0
10403	555.0	452.0
10406	4853.0	616.0
10408	3.0	0.0
10407	0.0	0.0
100131740	0.0	1.0
10409	5116.0	8436.0
100873567	0.0	0.0
100131743	3.0	23.0
100873566	7.0	2.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1109.0	2826.0
10402	574.0	1865.0
100873569	0.0	0.0
10401	2803.0	2865.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	59.0	9.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	53.0	43.0
442240	5.0	0.0
442242	0.0	1.0
100287551	3.0	14.0
442233	0.0	1.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	4.0
442239	2.0	2.0
100131755	1200.0	780.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	3.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	29.0
442232	0.0	6.0
100131760	2.0	0.0
442227	0.0	0.0
442229	0.0	1.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1097.0	349.0
442260	0.0	1.0
442262	1.0	6.0
442255	1.0	3.0
442256	0.0	0.0
442257	1.0	3.0
442258	1.0	0.0
100131775	0.0	0.0
100131777	1.0	0.0
100287528	0.0	0.0
442252	1.0	5.0
100287520	9.0	8.0
442253	0.0	2.0
442245	1.0	1.0
442247	0.0	2.0
442249	1.0	9.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	17882.0	12696.0
100128139	0.0	0.0
10490	4391.0	7856.0
10493	8370.0	7296.0
10492	10764.0	14149.0
10495	1378.0	1614.0
100128135	0.0	0.0
10494	4279.0	5431.0
10497	4783.0	7578.0
100128136	0.0	0.0
10499	7309.0	5184.0
128506	2.0	3.0
10498	2747.0	2122.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	20.0
116512	5.0	0.0
116519	0.0	1.0
105419997	8.0	1.0
100128126	10.0	10.0
100861506	0.0	0.0
10471	1018.0	2246.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	4.0	5.0
442221	0.0	0.0
442211	24.0	0.0
442213	311.0	88.0
442215	4.0	6.0
442216	0.0	3.0
116511	6.0	3.0
442217	1.0	4.0
442218	0.0	0.0
10473	4541.0	2138.0
10472	1677.0	3742.0
100533177	2.0	3.0
10475	3302.0	1031.0
100533178	0.0	0.0
100128115	1.0	0.0
10474	6995.0	10724.0
100533179	4.0	4.0
10477	2124.0	4766.0
10476	4283.0	10164.0
10479	1432.0	1617.0
10478	1333.0	3312.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	6041.0	10902.0
100861516	2.0	0.0
100861517	3.0	6.0
10482	6171.0	3925.0
100861518	0.0	0.0
10481	15722.0	51671.0
100861519	27.0	9.0
100861513	2.0	1.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	52.0	14.0
100861510	0.0	59.0
442210	0.0	1.0
100533181	0.0	0.0
100533182	55.0	60.0
442204	4.0	1.0
442205	0.0	1.0
10484	6781.0	3821.0
100128102	0.0	0.0
10483	5442.0	12509.0
10486	2948.0	1201.0
10485	4.0	9.0
100128103	0.0	1.0
10488	4172.0	9307.0
10487	20431.0	21021.0
100533184	0.0	6.0
10489	6993.0	11818.0
128553	2810.0	4265.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1025.0	2236.0
10458	4644.0	9592.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1129.0	285.0
100873512	0.0	0.0
10450	2517.0	2789.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1528.0	3915.0
10455	2639.0	6660.0
100873516	0.0	0.0
10454	2976.0	3305.0
100873515	0.0	0.0
10457	3820.0	6392.0
100873514	0.0	0.0
10456	3432.0	5335.0
100873513	0.0	0.0
346389	1364.0	1296.0
10460	856.0	823.0
100861530	3.0	6.0
100873509	0.0	0.0
10469	1599.0	1485.0
100873508	0.0	1.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	1279.0	296.0
100873501	0.0	0.0
10461	1628.0	1160.0
100873500	0.0	0.0
10464	1706.0	1016.0
10463	5874.0	9532.0
10466	4925.0	5564.0
100873505	0.0	0.0
10465	851.0	1425.0
100873504	0.0	0.0
10468	1646.0	515.0
100873503	0.0	2.0
10467	2378.0	3127.0
100873502	1.0	2.0
100873530	0.0	0.0
100861549	9.0	1.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	471.0	483.0
100861541	101.0	59.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	1.0	0.0
10437	16.0	20.0
10436	752.0	1523.0
10439	2099.0	1028.0
10438	868.0	789.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2344.0	3793.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	2324.0	3529.0
10435	750.0	1927.0
100873536	9.0	2.0
10434	3829.0	7090.0
100873535	0.0	0.0
116535	3484.0	2635.0
100861556	0.0	0.0
116534	25.0	16.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	0.0
100861555	41.0	16.0
10447	1660.0	2516.0
100873529	0.0	0.0
116540	128.0	220.0
100861550	0.0	0.0
10449	2477.0	836.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1799.0	3755.0
10440	1872.0	2581.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	1.0	0.0
100873520	0.0	0.0
10444	6539.0	10472.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	5059.0	3069.0
10446	224.0	490.0
100873525	0.0	0.0
10445	2696.0	3638.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	23093.0	48834.0
100533111	4.0	9.0
102466866	0.0	0.0
102466865	3.0	1.0
102466864	0.0	0.0
128467	3.0	5.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	1.0
100128191	71.0	167.0
100128190	0.0	0.0
100533107	74.0	33.0
153443	1040.0	567.0
100533105	4.0	1.0
647532	0.0	0.0
100533106	16.0	25.0
102466889	49.0	60.0
116461	1731.0	1692.0
100128181	0.0	0.0
100128183	5.0	1.0
102466880	0.0	0.0
128439	651.0	1186.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	1220.0	342.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	1.0
10390	1865.0	1298.0
128497	37.0	8.0
647569	0.0	0.0
10392	691.0	545.0
10391	485.0	163.0
10394	0.0	0.0
10393	592.0	453.0
10396	4741.0	8209.0
10395	2455.0	1158.0
1719	810.0	1870.0
10398	118954.0	51855.0
1718	28026.0	59357.0
100128159	0.0	0.0
10397	52717.0	68726.0
1717	2229.0	6990.0
1716	1723.0	3862.0
10399	54003.0	110796.0
128486	1702.0	1971.0
128488	16.0	2.0
128481	3.0	2.0
100508120	400.0	509.0
1723	662.0	1162.0
100128140	2.0	17.0
100689073	0.0	0.0
100689074	1.0	0.0
100128145	2.0	5.0
1729	7714.0	16614.0
1728	1777.0	740.0
1727	19606.0	30679.0
1725	2423.0	5678.0
100287512	1.0	5.0
100287513	0.0	0.0
1734	3524.0	6804.0
1733	7.0	361.0
1731	1261.0	1032.0
1730	2943.0	2310.0
1739	4604.0	5989.0
1738	4905.0	5252.0
1737	2825.0	3571.0
1736	3027.0	5734.0
1735	136.0	119.0
100287505	1.0	1.0
751580	16.0	10.0
100287502	0.0	0.0
202658	1.0	1.0
1745	9.0	1916.0
1743	6642.0	5399.0
1742	1297.0	1265.0
1741	3414.0	4655.0
1740	1006.0	599.0
1749	97.0	56.0
1748	7.0	6.0
1747	87.0	11.0
1746	0.0	93.0
200008	1.0	0.0
200010	24.0	12.0
1756	5034.0	2105.0
1755	132.0	7.0
1750	8.0	5.0
1759	1042.0	531.0
1758	0.0	1.0
1757	830.0	273.0
1770	139.0	367.0
200014	2204.0	2606.0
1767	811.0	4372.0
1763	218.0	172.0
1762	1895.0	2251.0
1761	0.0	0.0
1760	5051.0	2067.0
1769	147.0	1593.0
1768	100.0	658.0
153478	607.0	91.0
1781	5848.0	4143.0
1780	1284.0	321.0
200025	3.0	2.0
1778	27212.0	35669.0
1777	3719.0	4772.0
1776	241.0	56.0
1775	14.0	29.0
1774	1162.0	1987.0
1773	938.0	1019.0
200030	431.0	229.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	0.0
1791	9.0	1.0
442195	3.0	1.0
200035	239.0	117.0
442197	875.0	268.0
1789	115.0	100.0
442189	0.0	0.0
1788	1960.0	2094.0
1787	473.0	643.0
1786	4013.0	2452.0
1785	8432.0	6941.0
1783	8717.0	7666.0
1798	2163.0	6462.0
1797	703.0	1586.0
1796	748.0	561.0
1795	504.0	78.0
1794	3294.0	2250.0
1793	8043.0	5250.0
101180976	1.0	0.0
493753	1661.0	2256.0
550112	718.0	1308.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	1.0
503635	0.0	0.0
503638	25.0	49.0
503637	0.0	0.0
10536	2530.0	1559.0
503643	0.0	3.0
10535	600.0	1079.0
100287472	1.0	10.0
10538	251.0	241.0
503645	2.0	3.0
10537	953.0	454.0
100287470	0.0	0.0
10539	1928.0	2675.0
503641	0.0	0.0
503640	2.0	3.0
100873677	0.0	0.0
100873676	1.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5857.0	9088.0
493987	1.0	3.0
10534	779.0	1489.0
100873679	0.0	0.0
10533	1784.0	2100.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	1.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	1.0	1.0
10549	3074.0	10785.0
503634	0.0	0.0
10548	581.0	995.0
503633	0.0	0.0
503630	0.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	6204.0	8163.0
10541	6754.0	11235.0
100873664	0.0	0.0
10540	6500.0	7685.0
100873663	0.0	0.0
10542	2464.0	2668.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	868.0	506.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	3.0	2.0
100873690	0.0	0.0
100873695	1.0	0.0
100873694	1.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2963.0	3055.0
10513	5199.0	5166.0
10516	6309.0	6648.0
10518	852.0	1012.0
10517	4.0	22.0
10519	5876.0	13495.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	101.0	206.0
100131616	0.0	0.0
10512	15536.0	5173.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	9926.0	19470.0
58503	19.0	0.0
10524	2405.0	3095.0
58505	3532.0	7431.0
10527	12167.0	14020.0
58504	462.0	208.0
10526	5916.0	6197.0
10529	5730.0	2703.0
10528	4201.0	6235.0
58500	959.0	566.0
100873688	0.0	1.0
100873687	0.0	0.0
100131623	0.0	4.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	23431.0	17095.0
10520	801.0	639.0
58506	5004.0	9617.0
10523	3184.0	4824.0
58509	1306.0	1318.0
58508	8954.0	6189.0
10522	2279.0	4873.0
100033398	1.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	1.0	0.0
58513	2473.0	2811.0
58516	4542.0	3486.0
58510	0.0	0.0
58512	42.0	27.0
58511	191.0	2423.0
58517	5958.0	4764.0
105371564	2.0	1.0
100131638	1.0	1.0
58525	3830.0	4332.0
58524	0.0	3.0
10505	594.0	518.0
58527	855.0	2231.0
58526	2832.0	6098.0
10507	3607.0	4630.0
100131641	0.0	0.0
10509	6079.0	8669.0
58529	299.0	156.0
58528	1940.0	4305.0
10501	950.0	836.0
10500	623.0	387.0
58530	42.0	0.0
442384	0.0	1.0
58538	2.0	4.0
58531	2.0	0.0
58533	4427.0	4467.0
100131656	0.0	4.0
100287404	0.0	0.0
100131661	3.0	1.0
503694	0.0	0.0
503693	116.0	253.0
493913	0.0	0.0
493911	305.0	432.0
751599	0.0	1.0
285033	298.0	181.0
100128017	0.0	0.0
442320	0.0	1.0
116412	219.0	397.0
442317	0.0	0.0
442318	0.0	0.0
442319	105.0	38.0
493901	2.0	0.0
100128015	1.0	0.0
100128010	11.0	30.0
493900	78.0	54.0
100128012	6.0	16.0
100128011	0.0	0.0
285045	1.0	0.0
442304	4.0	1.0
442308	0.0	0.0
285051	3.0	3.0
10590	173.0	389.0
10592	1927.0	1842.0
10591	1111.0	2872.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	1.0	0.0
10594	27970.0	20585.0
100873611	0.0	0.0
10595	841.0	143.0
10598	4530.0	7285.0
100873615	0.0	0.0
100873614	1.0	0.0
100873613	0.0	0.0
10599	0.0	6.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	0.0
100873606	0.0	0.0
100873605	0.0	1.0
442325	7.0	5.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	876.0	38136.0
10570	838.0	2326.0
116447	1140.0	976.0
116449	135.0	89.0
116448	1.0	196.0
10579	6756.0	7065.0
100873639	0.0	0.0
100873638	2.0	2.0
10572	2633.0	3339.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	12026.0	21529.0
100873631	1.0	0.0
10573	1929.0	3588.0
100873630	0.0	1.0
10576	5758.0	9366.0
100873637	2.0	0.0
10575	8362.0	11093.0
100873636	0.0	0.0
10578	173.0	121.0
100873635	0.0	0.0
10577	12755.0	11988.0
100873634	0.0	0.0
10581	6017.0	4096.0
10580	27020.0	10701.0
116437	2.0	0.0
100873629	0.0	0.0
116441	1164.0	473.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	77.0	1157.0
116442	337.0	271.0
116444	5.0	67.0
128414	18.0	25.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1779.0	3474.0
100873620	0.0	0.0
10584	76.0	1.0
10587	2129.0	4343.0
100873626	0.0	0.0
10586	15.0	13.0
100873625	0.0	0.0
10589	2912.0	4854.0
100873624	0.0	0.0
10588	459.0	562.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	64.0	42.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	3965.0	5270.0
10557	547.0	997.0
10559	1122.0	2286.0
10550	14863.0	24128.0
100873655	0.0	1.0
100873654	0.0	0.0
10552	4715.0	7792.0
100873653	0.0	0.0
10551	8509.0	41797.0
100873652	0.0	0.0
10554	4457.0	5354.0
100873659	0.0	0.0
10553	1252.0	2185.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1288.0	913.0
100873657	0.0	0.0
10555	1594.0	3941.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	81.0	37.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	1.0
102466725	0.0	0.0
102466724	1.0	2.0
10569	4254.0	4603.0
100287482	45.0	184.0
100287483	2.0	1.0
10568	1471.0	241.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	885.0	660.0
100873644	0.0	0.0
10560	841.0	772.0
100873643	0.0	0.0
10563	4078.0	2936.0
100873642	0.0	0.0
10562	6662.0	852.0
100873641	0.0	0.0
10565	6436.0	7028.0
100873648	0.0	0.0
10564	8313.0	4314.0
100873647	0.0	0.0
10567	3749.0	11891.0
100873646	0.0	0.0
10566	174.0	150.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	1.0	0.0
116369	17.0	26.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	27.0	420.0
574036	132.0	138.0
574038	0.0	0.0
83479	1284.0	1237.0
116379	85.0	14.0
100128092	1.0	1.0
83478	795.0	672.0
83473	126.0	258.0
83475	509.0	1072.0
100128098	128.0	3211.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	1598.0	2627.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	771.0	362.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	362.0	345.0
100128083	1.0	7.0
83468	1428.0	879.0
100128081	101.0	16.0
83461	113.0	323.0
128338	2461.0	4095.0
83464	2315.0	3155.0
83463	88.0	231.0
83460	122.0	113.0
100189028	7.0	2.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	5193.0	8381.0
116349	255.0	868.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	56.0	50.0
346562	3.0	0.0
647415	0.0	0.0
128322	1.0	2.0
1809	35252.0	21412.0
116337	0.0	0.0
153328	35.0	9.0
1800	26.0	86.0
100128061	0.0	0.0
100128060	19.0	97.0
100128062	0.0	0.0
1808	7257.0	3903.0
83483	6702.0	9472.0
1807	740.0	6.0
1806	3457.0	1060.0
1805	3408.0	212.0
83480	571.0	1156.0
1804	5.0	37.0
1803	13231.0	29328.0
1802	959.0	2362.0
83482	0.0	4.0
1801	1349.0	1370.0
83481	251.0	146.0
131965	814.0	831.0
1811	34.0	4.0
1810	5457.0	5799.0
143941	19.0	2.0
1819	1742.0	3243.0
1818	0.0	0.0
