id	526b6171-5947-439d-b61f-4604309532e9	02599613-1566-40af-8606-a438c2b17061
1475	1190.0	469.0
100118954	1.0	7.0
1474	2.0	9.0
285103	1.0	4.0
1495	25930.0	25977.0
1493	122.0	41.0
1491	585.0	546.0
1490	25746.0	17913.0
100885789	3.0	0.0
100885780	0.0	0.0
1489	1032.0	560.0
100131980	1.0	0.0
1488	7411.0	7885.0
100131981	0.0	0.0
1487	9669.0	10723.0
1486	4411.0	3654.0
100885781	1.0	0.0
100131983	0.0	2.0
1485	0.0	0.0
100885782	1.0	2.0
100287798	0.0	0.0
442485	0.0	0.0
1499	39557.0	25441.0
442479	4.0	6.0
1497	1143.0	875.0
1496	7.0	31.0
100131995	0.0	0.0
100131997	23.0	18.0
100131998	189.0	159.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	0.0
100287768	0.0	0.0
100287765	157.0	98.0
442486	0.0	0.0
285154	102.0	60.0
101059920	2.0	1.0
10251	220.0	100.0
10250	7311.0	8802.0
118945	0.0	0.0
106660612	541.0	335.0
106660611	3.0	4.0
101059926	0.0	0.0
131920	0.0	0.0
106660610	0.0	2.0
645161	4.0	7.0
645160	32.0	54.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	0.0
100873716	3.0	1.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	2.0	6.0
100033449	0.0	0.0
100873719	0.0	0.0
10253	2969.0	1140.0
100033443	0.0	0.0
100873710	0.0	0.0
10252	4192.0	3230.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	11.0	7.0
10254	4568.0	3517.0
100033446	0.0	0.0
10257	16408.0	52823.0
100873714	0.0	0.0
10256	1305.0	1988.0
100033440	0.0	0.0
100128372	3.0	9.0
100873713	0.0	0.0
100033441	0.0	0.0
100873712	0.0	0.0
143903	1940.0	576.0
100033442	0.0	0.0
100873711	0.0	0.0
10260	1616.0	2134.0
10262	4012.0	4718.0
10261	337.0	230.0
118932	483.0	406.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	6.0	1.0
100873707	0.0	0.0
100873706	2.0	2.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	1.0	22.0
106660616	0.0	2.0
100873709	0.0	3.0
100873708	0.0	0.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	3667.0	2789.0
100033455	0.0	0.0
442429	0.0	0.0
10266	1544.0	629.0
100033456	0.0	0.0
100128368	1.0	0.0
10265	450.0	427.0
10268	1456.0	839.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	16934.0	5599.0
285172	1115.0	1366.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	5936.0	10404.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	672.0	790.0
118924	1767.0	1599.0
101059905	0.0	0.0
10239	2693.0	2185.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	7349.0	11429.0
442454	4.0	8.0
106481089	2.0	4.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	1.0	1.0
100873737	0.0	0.0
106481087	3.0	1.0
100033425	0.0	1.0
100033426	0.0	2.0
100033427	0.0	0.0
442459	1.0	0.0
100033428	0.0	0.0
10231	4599.0	904.0
100033421	0.0	1.0
100873732	7.0	2.0
106481080	1.0	0.0
10230	353.0	332.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	759.0	345.0
285180	33.0	30.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	129.0	178.0
100033424	0.0	0.0
10235	1232.0	444.0
100873736	2.0	5.0
106481084	0.0	0.0
10234	858.0	104.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	3492.0	2649.0
100873734	0.0	1.0
106481082	0.0	0.0
10236	10703.0	12040.0
100873733	1.0	1.0
100033420	2.0	0.0
106481083	0.0	0.0
285189	0.0	0.0
10240	1384.0	843.0
645191	38.0	27.0
101059914	0.0	0.0
101059918	25.0	13.0
100873729	0.0	0.0
442442	3.0	1.0
106481099	0.0	0.0
10249	0.0	0.0
100873728	0.0	0.0
442444	0.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	1.0
100033437	0.0	0.0
442447	0.0	0.0
100033438	0.0	2.0
100033439	1.0	0.0
10242	95.0	15.0
100873721	1.0	0.0
106481091	0.0	1.0
100033432	0.0	0.0
10241	10028.0	5321.0
285190	4.0	3.0
100873720	0.0	0.0
106481092	1.0	0.0
100033433	0.0	0.0
10244	2017.0	1038.0
100033434	0.0	0.0
10243	1755.0	1500.0
100033435	18.0	14.0
106481090	0.0	0.0
10246	0.0	0.0
285193	483.0	293.0
100873725	0.0	0.0
106481095	0.0	0.0
10245	4459.0	2804.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	1.0	0.0
10248	2186.0	1552.0
285195	2320.0	1575.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	1638.0	895.0
100128341	0.0	2.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	0.0	2.0
128312	41.0	78.0
100128339	0.0	0.0
100128338	1082.0	2048.0
116328	506.0	324.0
118987	3345.0	3241.0
10217	6629.0	3847.0
106481066	0.0	0.0
10216	1.0	20.0
106481067	0.0	0.0
10219	103.0	81.0
106481064	0.0	0.0
10218	51.0	15.0
100873759	0.0	0.0
106481065	2.0	0.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	2.0
100873753	0.0	0.0
10211	14200.0	10830.0
100873752	0.0	0.0
10210	2042.0	1968.0
100873751	0.0	0.0
10213	5171.0	3097.0
128308	2811.0	1500.0
100873758	0.0	0.0
106481062	1.0	1.0
10212	1875.0	1736.0
100873757	1.0	0.0
100131913	1.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	14.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	1.0
285126	10.0	6.0
100128327	4.0	4.0
10228	2175.0	2662.0
106481077	0.0	1.0
10227	4186.0	4288.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1726.0	2692.0
10229	3076.0	2238.0
100873748	0.0	1.0
106481076	0.0	0.0
106481079	17.0	12.0
10220	1437.0	2686.0
100873743	0.0	0.0
100873742	0.0	1.0
106481070	0.0	0.0
100873741	3.0	3.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	2996.0	13208.0
100873740	0.0	0.0
10224	260.0	286.0
100873747	6.0	8.0
106481073	0.0	1.0
10223	3.0	14.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	2.0	0.0
10226	6587.0	4650.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	281.0	176.0
106481072	0.0	0.0
100873744	1.0	1.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	1.0
131909	1.0	0.0
106481044	0.0	0.0
106481045	0.0	1.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	1.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	2.0	2.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	99.0	46.0
100873777	0.0	0.0
100128307	2.0	0.0
101059953	1.0	0.0
100873760	1.0	1.0
285148	3655.0	1486.0
10206	3978.0	3136.0
106481055	0.0	1.0
10205	11483.0	5385.0
106481056	0.0	0.0
10208	1448.0	1110.0
106481053	0.0	1.0
10207	4349.0	5045.0
106481054	4.0	7.0
106481059	0.0	0.0
10209	42022.0	24967.0
106481057	1.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	1.0	1.0
100873765	0.0	0.0
442406	0.0	1.0
100873764	0.0	0.0
10200	1278.0	703.0
100128302	1.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	96.0	19.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	1236.0	1005.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	5945.0	4319.0
100873767	0.0	0.0
100131947	4.0	0.0
10203	1160.0	1242.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	309.0	73.0
319099	5.0	8.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1864.0	1184.0
728957	0.0	2.0
106481018	0.0	0.0
728953	4.0	4.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	6446.0	4104.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	1.0	1.0
106481026	0.0	1.0
116255	1.0	3.0
58157	1.0	0.0
106481027	1.0	1.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	15.0	36.0
167838	42.0	127.0
319093	25.0	18.0
131890	1.0	4.0
116238	487.0	1165.0
728945	0.0	1.0
728947	3.0	1.0
106481028	2.0	0.0
106481029	0.0	0.0
58160	4.0	1.0
106481033	0.0	0.0
143872	632.0	307.0
106481034	4.0	6.0
106481031	0.0	0.0
106481032	1.0	0.0
728938	0.0	3.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	1.0
143879	608.0	366.0
167826	0.0	2.0
128218	2826.0	3292.0
106481030	0.0	0.0
10190	2044.0	1634.0
728970	0.0	0.0
10194	2129.0	3121.0
10193	10488.0	8061.0
645104	0.0	2.0
10196	1186.0	1087.0
101059988	0.0	0.0
10195	1902.0	2714.0
728978	53.0	5.0
153218	1.0	10.0
116228	992.0	468.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	1.0	0.0
106481005	0.0	0.0
143884	1996.0	1132.0
116236	766.0	686.0
106481002	0.0	1.0
106481003	1.0	0.0
10198	880.0	767.0
10197	5974.0	7604.0
143888	7822.0	3731.0
10199	4032.0	3640.0
128209	15.0	2.0
346689	65.0	66.0
319087	0.0	0.0
344022	2.0	2.0
319089	1349.0	1805.0
153201	2.0	2.0
319085	0.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	8669.0	2300.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	4.0	11.0
728962	0.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	499.0	203.0
106481010	1.0	1.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	1083.0	1143.0
106481013	0.0	0.0
116224	2618.0	1617.0
106481014	1.0	7.0
344018	2.0	2.0
645108	0.0	1.0
58190	14700.0	14122.0
346673	0.0	1.0
10170	158.0	33.0
645121	15.0	20.0
58191	2510.0	1912.0
645120	1.0	0.0
10172	552.0	430.0
10171	702.0	757.0
645126	4.0	8.0
10174	10990.0	6596.0
728911	0.0	0.0
728913	442.0	467.0
128272	2173.0	1071.0
100033407	8.0	1.0
100033409	0.0	0.0
10175	7809.0	4341.0
10178	362.0	190.0
10179	1660.0	1619.0
10181	6315.0	6582.0
10180	4187.0	4886.0
645136	0.0	0.0
10184	1945.0	887.0
116285	1029.0	4132.0
100033418	0.0	1.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	2.0	0.0
100033415	0.0	0.0
100033416	17.0	10.0
100033417	0.0	0.0
10187	0.0	0.0
10186	1852.0	1287.0
10189	3211.0	2650.0
645129	8.0	7.0
10188	2878.0	4946.0
100033413	0.0	3.0
645145	0.0	0.0
346653	64.0	116.0
645142	0.0	0.0
10150	5947.0	3098.0
10152	6133.0	5772.0
10151	0.0	3.0
200205	479.0	584.0
728933	0.0	0.0
202865	0.0	0.0
728931	11.0	3.0
100873817	1.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	944.0	1321.0
728929	0.0	0.0
100873818	0.0	0.0
10154	511.0	476.0
10153	4813.0	3487.0
10156	95.0	44.0
10155	12715.0	17363.0
10158	660.0	1358.0
100873813	0.0	0.0
10157	805.0	906.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	14042.0	9552.0
131870	5176.0	4510.0
10161	6100.0	3107.0
10160	5175.0	11745.0
10163	11516.0	14752.0
131873	9.0	6.0
645158	106.0	74.0
10162	2043.0	3409.0
728921	0.0	1.0
128240	9232.0	5405.0
728920	0.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	3.0	1.0
100873807	0.0	0.0
10165	1773.0	2423.0
10164	16.0	7.0
128239	45.0	105.0
10166	393.0	470.0
10169	50866.0	37418.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1221.0	1288.0
100873801	0.0	0.0
100128385	23.0	23.0
100287755	4.0	2.0
165257	1.0	0.0
200232	3.0	5.0
100287745	1.0	5.0
1503	2617.0	2224.0
1501	413.0	731.0
1500	18025.0	25941.0
1509	22671.0	24406.0
1508	61775.0	29405.0
1506	2.0	0.0
1504	1.0	0.0
1514	9176.0	4640.0
1513	3361.0	811.0
1512	16886.0	8996.0
1511	226.0	168.0
1510	20.0	24.0
346606	0.0	0.0
1519	6410.0	6260.0
1518	0.0	0.0
1517	1.0	0.0
1515	129.0	103.0
100287725	0.0	2.0
100287722	10.0	18.0
1525	4455.0	6653.0
1524	399.0	134.0
1523	10141.0	10629.0
1522	10254.0	6188.0
1521	172.0	86.0
1520	2589.0	1897.0
200261	1.0	0.0
1528	7046.0	5737.0
1527	0.0	0.0
100287718	0.0	9.0
728992	17.0	21.0
100287715	0.0	0.0
728990	0.0	1.0
165215	654.0	693.0
728996	3.0	3.0
1536	1753.0	844.0
1535	2886.0	1156.0
1534	22053.0	22315.0
1539	0.0	1.0
1538	0.0	0.0
1537	9582.0	6044.0
100287708	0.0	0.0
153222	3507.0	2394.0
1550	0.0	0.0
1545	2568.0	3426.0
1544	1.0	0.0
1543	12.0	50.0
1540	4172.0	3033.0
1549	0.0	8.0
1548	24.0	23.0
1558	21.0	30.0
1557	0.0	0.0
1556	85.0	83.0
200298	13.0	11.0
1555	0.0	0.0
1553	0.0	1.0
1551	250.0	34.0
1559	0.0	0.0
153241	2506.0	1259.0
1572	0.0	0.0
1571	181.0	159.0
1568	6.0	10.0
1565	57.0	88.0
1564	27.0	44.0
1562	2.0	0.0
100131828	0.0	0.0
1583	274.0	35.0
1582	1.0	5.0
1581	7.0	0.0
1580	1671.0	954.0
1579	4.0	4.0
1577	4739.0	737.0
1576	1.0	5.0
1573	456.0	191.0
285203	3239.0	1885.0
1594	33.0	104.0
285205	2.0	2.0
1593	7728.0	2982.0
1592	4.0	1.0
1591	16.0	49.0
1590	14.0	61.0
10307	852.0	539.0
1589	6.0	40.0
1588	8.0	2.0
10309	294.0	204.0
1587	0.0	0.0
1586	25.0	15.0
10308	467.0	449.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	0.0
10301	553.0	299.0
100131846	1.0	3.0
10300	1890.0	1733.0
10302	2211.0	1127.0
100287692	0.0	0.0
1596	0.0	0.0
1595	765.0	378.0
100131855	0.0	0.0
285220	208.0	259.0
285224	0.0	0.0
101180898	1.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	17.0	10.0
100131874	1.0	0.0
100131879	0.0	0.0
442590	20.0	18.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	156.0	9.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	3916.0	3442.0
10371	236.0	75.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	4.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	11589.0	5927.0
100128252	4243.0	2121.0
100873835	0.0	0.0
285282	3025.0	2100.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	2.0
100873832	0.0	0.0
10379	200.0	274.0
285286	81.0	16.0
10381	32.0	11.0
10380	2682.0	1767.0
10383	30043.0	24358.0
10382	7.0	1079.0
118813	2203.0	1808.0
102466906	0.0	1.0
118812	1417.0	889.0
100885800	0.0	3.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	1.0	1.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	1125.0	681.0
100873820	0.0	0.0
10384	1740.0	1151.0
10389	219.0	127.0
100873824	1.0	8.0
10388	340.0	264.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	6.0	2.0
645065	0.0	0.0
100128237	1.0	0.0
10350	61.0	45.0
102466918	0.0	0.0
442582	309.0	282.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	158.0	116.0
10352	1303.0	1150.0
100873853	0.0	0.0
10351	691.0	359.0
100873852	0.0	0.0
10354	1021.0	627.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	0.0
790952	0.0	0.0
100873857	0.0	0.0
10355	3.0	3.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	100.0	16.0
790955	2804.0	1781.0
100873854	0.0	0.0
131831	14.0	29.0
100128227	4.0	1.0
10361	591.0	150.0
10360	1375.0	1282.0
645073	0.0	0.0
442572	14.0	11.0
100873849	1.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1891.0	944.0
100873842	0.0	0.0
10362	12751.0	11632.0
100873841	0.0	0.0
10365	1631.0	920.0
100873840	0.0	0.0
10367	5011.0	3401.0
100873846	0.0	0.0
100873845	1.0	1.0
10369	2.0	0.0
10368	1.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	7.0	6.0
100873871	0.0	0.0
100873870	0.0	1.0
285237	1743.0	1063.0
100128217	0.0	0.0
503838	18.0	6.0
503837	0.0	0.0
503834	1.0	0.0
645084	2.0	9.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	10.0	13.0
503840	0.0	0.0
100885850	28.0	9.0
116211	1.0	5.0
100873875	0.0	0.0
10330	2552.0	2089.0
100873874	0.0	0.0
10332	3.0	1.0
100873873	0.0	0.0
10331	111.0	289.0
100873872	0.0	0.0
100873879	0.0	2.0
10333	109.0	58.0
100873878	0.0	0.0
10336	3045.0	4258.0
100873877	0.0	0.0
10335	12664.0	4023.0
285242	1.0	3.0
100885848	245.0	87.0
100873860	1.0	3.0
118856	20.0	2.0
645094	3.0	6.0
10349	48.0	59.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	1.0
10340	0.0	1.0
10343	52.0	92.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	6051.0	5971.0
100873861	0.0	0.0
100131801	2077.0	1294.0
10345	2.0	2.0
10344	27.0	1.0
100873867	0.0	0.0
10347	686.0	578.0
100873866	0.0	0.0
10346	6185.0	2110.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	1.0	2.0
10316	308.0	172.0
10318	6534.0	6299.0
10317	50.0	159.0
10319	329.0	338.0
100873897	1.0	0.0
100131810	2.0	0.0
100873896	4.0	6.0
100873895	0.0	0.0
100873894	25.0	23.0
10312	2896.0	1807.0
10311	3956.0	2391.0
100131814	111.0	96.0
10314	9468.0	5367.0
100873899	1.0	3.0
10313	7595.0	8451.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	475.0	191.0
285267	322.0	359.0
100873882	1.0	2.0
285268	1723.0	1602.0
100873881	20.0	23.0
100873880	1.0	0.0
202915	692.0	3147.0
100885864	0.0	0.0
100885866	142.0	100.0
102466967	0.0	0.0
10327	10949.0	9143.0
10326	50.0	70.0
10329	1866.0	1378.0
10328	1830.0	1160.0
442523	128.0	36.0
442524	108.0	75.0
442525	1.0	5.0
100873886	2.0	1.0
100873885	0.0	0.0
10321	40.0	966.0
100873884	0.0	0.0
10320	618.0	2479.0
100873883	0.0	0.0
100131823	0.0	1.0
10322	2103.0	1928.0
100873889	0.0	0.0
100131825	43.0	97.0
10325	2485.0	926.0
100873888	0.0	0.0
100131827	646.0	565.0
100873887	0.0	0.0
10324	250.0	57.0
344178	0.0	1.0
102466972	0.0	0.0
116135	52.0	0.0
102466985	0.0	0.0
344167	0.0	0.0
102466984	0.0	0.0
128102	0.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1161.0	1720.0
116123	0.0	2.0
102466995	0.0	0.0
116113	4184.0	7662.0
83259	5.0	3.0
116115	736.0	932.0
344148	208.0	347.0
128153	359.0	188.0
645001	2.0	2.0
10291	8594.0	11709.0
645000	3.0	3.0
10290	4556.0	1652.0
10293	258.0	176.0
10295	3683.0	3911.0
10294	7433.0	5460.0
100128292	85.0	30.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	10.0	5.0
100873919	2.0	0.0
100873918	8.0	13.0
100873917	1.0	0.0
10297	289.0	243.0
10296	5114.0	4139.0
100128299	0.0	4.0
10299	6983.0	10050.0
10298	7873.0	9067.0
100873912	14.0	14.0
100873911	0.0	0.0
116173	140.0	22.0
100873910	0.0	0.0
645015	8.0	4.0
200315	19.0	6.0
200316	910.0	455.0
200312	1616.0	1161.0
100873904	0.0	1.0
100873902	2.0	4.0
100873909	1.0	4.0
100873907	4.0	11.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	52.0	15.0
100873900	0.0	0.0
645024	2.0	0.0
100775107	9.0	20.0
10270	2376.0	2312.0
645027	17.0	13.0
10273	4894.0	2516.0
100775104	134.0	115.0
10272	2300.0	747.0
100008586	0.0	0.0
116149	22.0	39.0
100873938	0.0	0.0
100873937	2.0	0.0
116154	13.0	28.0
100873935	0.0	0.0
116159	1547.0	815.0
100873939	0.0	0.0
100873930	11.0	25.0
10274	2477.0	2041.0
10277	3751.0	5436.0
10276	11472.0	16435.0
10279	906.0	410.0
100873934	4.0	1.0
10278	5757.0	1873.0
100873933	0.0	0.0
116151	19698.0	12146.0
100873932	2.0	2.0
116150	2701.0	2358.0
100128275	0.0	0.0
10280	4872.0	4059.0
10282	2280.0	1753.0
10281	0.0	0.0
10284	12364.0	8229.0
647696	0.0	0.0
10283	2500.0	1585.0
116138	9024.0	5748.0
645030	0.0	2.0
1602	1900.0	2376.0
1601	1668.0	1843.0
100873926	0.0	0.0
1600	1190.0	138.0
100128260	4.0	1.0
116143	82.0	114.0
100873924	29.0	7.0
100873929	0.0	0.0
100873928	1.0	1.0
10286	4210.0	2468.0
10285	2214.0	1698.0
1609	1027.0	1914.0
100128266	2.0	2.0
1608	426.0	48.0
10288	198.0	122.0
1607	4.0	2.0
10287	592.0	329.0
1606	1602.0	1456.0
100873923	5.0	14.0
10289	3549.0	1792.0
1605	9362.0	17820.0
100128262	85.0	135.0
100873922	2.0	0.0
1604	1437.0	902.0
100873921	0.0	2.0
1603	10659.0	6524.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	9.0	0.0
319133	25.0	18.0
319134	5.0	6.0
100287635	0.0	1.0
319130	4.0	4.0
319139	0.0	0.0
319135	2.0	2.0
100287630	0.0	1.0
319136	0.0	0.0
552891	1.0	0.0
319138	16.0	9.0
1613	4187.0	2564.0
200350	8.0	5.0
1612	1286.0	4046.0
1611	16554.0	15488.0
165140	244.0	120.0
1610	5.0	0.0
552889	12135.0	13152.0
1618	3.0	1.0
1617	0.0	0.0
1616	4243.0	3635.0
1615	7708.0	6107.0
319142	0.0	0.0
319143	6.0	9.0
319144	0.0	0.0
319145	1.0	1.0
100287625	0.0	0.0
1624	1.0	0.0
1623	1.0	1.0
1622	33922.0	10629.0
1621	19.0	12.0
1620	1019.0	486.0
1629	4995.0	3587.0
552879	0.0	1.0
1628	1208.0	774.0
1627	5264.0	3627.0
319111	2.0	2.0
128178	459.0	689.0
319112	2.0	2.0
100287616	801.0	605.0
393046	0.0	0.0
319117	3.0	1.0
319118	1.0	0.0
319114	2.0	1.0
1635	5916.0	5311.0
200373	159.0	27.0
1634	76487.0	5271.0
1633	2136.0	1235.0
1632	5082.0	2563.0
552860	13.0	5.0
1630	123.0	6.0
1639	9127.0	9557.0
1638	38.0	4.0
1636	2358.0	1529.0
319122	1.0	2.0
319123	0.0	0.0
100287603	0.0	1.0
319128	7.0	2.0
319129	7.0	5.0
1646	211.0	64.0
1645	517.0	218.0
1644	39.0	11.0
1643	2556.0	1137.0
85824	15.0	19.0
1642	20463.0	22363.0
1641	7.0	10.0
552859	0.0	1.0
1649	3095.0	868.0
1647	2481.0	1113.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	11.0	10.0
1660	11859.0	12386.0
1657	9641.0	11127.0
1656	9257.0	10988.0
1655	55818.0	41346.0
1654	15696.0	16729.0
1653	10033.0	6315.0
1652	3143.0	2498.0
346708	0.0	0.0
1650	18357.0	23888.0
346702	11.0	10.0
1659	2949.0	3211.0
319100	0.0	0.0
319101	0.0	1.0
1671	0.0	0.0
1670	2.0	0.0
319103	0.0	0.0
1668	1.0	1.0
1667	0.0	0.0
1666	4476.0	3003.0
1665	8452.0	9182.0
1663	871.0	1059.0
1662	2519.0	2223.0
1661	0.0	1.0
1669	0.0	2.0
1678	480.0	406.0
1677	406.0	372.0
1676	4817.0	3647.0
1675	11192.0	355.0
1674	313920.0	78894.0
1673	0.0	0.0
1672	436.0	289.0
153129	553.0	433.0
1690	2567.0	1617.0
165100	0.0	0.0
1687	847.0	342.0
85865	1503.0	1443.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	2.0	1.0
100287596	0.0	1.0
100861563	1.0	4.0
10415	6.0	5.0
10417	24638.0	9657.0
493861	487.0	166.0
493860	13.0	11.0
100287591	0.0	0.0
10419	4581.0	4012.0
10418	6320.0	1104.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2644.0	535.0
100873554	0.0	0.0
100873553	1.0	0.0
100131713	21.0	18.0
10411	1522.0	1667.0
10410	19708.0	19551.0
100873559	0.0	0.0
10413	15576.0	6768.0
100873558	0.0	1.0
10412	7148.0	5595.0
100873557	0.0	0.0
100873541	1.0	1.0
100873540	0.0	0.0
442271	0.0	1.0
100861574	0.0	0.0
10426	1852.0	1409.0
442266	3.0	1.0
10425	5943.0	4513.0
442267	2.0	0.0
10428	5168.0	3135.0
10427	4180.0	3720.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	3639.0	2523.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	3996.0	2044.0
493856	2157.0	1696.0
100873549	0.0	0.0
10421	7044.0	4406.0
100873548	0.0	0.0
100131726	0.0	1.0
10424	7150.0	5450.0
100873547	0.0	0.0
10423	7631.0	6072.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	1.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	16.0	20.0
100873576	51.0	24.0
100873575	0.0	0.0
100873579	0.0	1.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	14.0	17.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	6923.0	2373.0
10403	1335.0	226.0
10406	5915.0	5200.0
10408	0.0	0.0
10407	0.0	0.0
100131740	0.0	0.0
10409	7969.0	4528.0
100873567	0.0	0.0
100131743	5.0	5.0
100873566	3.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2298.0	1007.0
10402	899.0	435.0
100873569	0.0	0.0
10401	2868.0	3283.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
