id	ecbe1717-b6b7-4359-b723-3bfc81c82f2d	86b85802-2fb0-4628-a79f-04bdb80b7461
389970	1.0	3.0
390940	165.0	66.0
133418	3012.0	1366.0
390948	0.0	0.0
121441	1842.0	3568.0
390949	1.0	0.0
652411	1.0	1.0
145370	1.0	1.0
102724954	0.0	1.0
54596	5.0	7.0
375484	758.0	1396.0
91526	1188.0	729.0
133396	8.0	10.0
196951	177.0	758.0
91523	547.0	382.0
91522	69.0	49.0
121391	1.0	0.0
145376	371.0	127.0
400986	530.0	350.0
400984	6.0	27.0
196968	17.0	4.0
157378	1626.0	2119.0
723961	0.0	0.0
145389	1164.0	900.0
157381	6.0	7.0
91543	1472.0	4091.0
91544	972.0	1781.0
102724923	1.0	1.0
652423	1.0	3.0
169355	1.0	3.0
400966	2.0	2.0
121364	0.0	0.0
400961	1210.0	1113.0
157376	0.0	0.0
91574	1230.0	1851.0
157313	53.0	474.0
157317	0.0	2.0
147991	2805.0	5593.0
399495	0.0	3.0
159963	4.0	3.0
100506965	520.0	809.0
100506963	94.0	89.0
387495	0.0	0.0
387496	866.0	446.0
387494	1.0	1.0
387491	2.0	2.0
387492	83.0	105.0
387486	0.0	1.0
157310	41.0	222.0
100506994	49.0	241.0
338470	17.0	1.0
170302	14.0	4.0
204010	7.0	9.0
399473	77.0	298.0
399474	1758.0	433.0
91584	18577.0	255.0
159989	6.0	35.0
91582	2422.0	1148.0
107126360	5.0	6.0
133383	729.0	1439.0
100506930	1199.0	5050.0
100820741	0.0	0.0
338448	0.0	0.0
8808	103.0	55.0
8809	444.0	198.0
54512	383.0	765.0
54511	170.0	2.0
54510	12840.0	1416.0
54516	915.0	634.0
8802	10667.0	5770.0
8803	6212.0	2689.0
54514	3.0	4.0
8800	4508.0	6737.0
8801	6938.0	8953.0
8807	82.0	8.0
400916	1740.0	716.0
54518	4800.0	1040.0
8804	16441.0	12621.0
100506939	1.0	2.0
54517	1153.0	2174.0
8805	2857.0	4599.0
8820	56.0	97.0
8821	2372.0	4271.0
338440	176.0	1070.0
338442	2853.0	24.0
8819	371.0	632.0
100820732	0.0	0.0
255620	0.0	2.0
54522	384.0	715.0
54521	2016.0	2075.0
54520	4546.0	3665.0
100820735	0.0	2.0
8813	2003.0	2761.0
170393	1.0	2.0
8814	185.0	129.0
170392	5.0	2.0
100506925	0.0	0.0
8811	1.0	2.0
8812	680.0	1126.0
8817	143.0	179.0
8818	1603.0	5942.0
54529	4033.0	3729.0
255626	0.0	0.0
8815	4209.0	6359.0
8816	7421.0	8450.0
170394	879.0	997.0
8831	1233.0	2042.0
8832	2250.0	1100.0
100506953	0.0	0.0
338433	0.0	0.0
338436	1.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1759.0	2695.0
54532	7131.0	4681.0
54531	991.0	1321.0
54538	7472.0	1651.0
8824	4828.0	3455.0
8825	838.0	591.0
54537	3136.0	4514.0
54536	1523.0	5822.0
8822	13.0	3.0
8823	123.0	11.0
54535	882.0	1254.0
8828	10298.0	4654.0
8829	29976.0	9729.0
8826	35093.0	37366.0
54539	2796.0	7298.0
8842	3644.0	202.0
8843	148.0	17.0
8840	130.0	2422.0
8841	3126.0	6036.0
100158257	0.0	0.0
54541	4397.0	1690.0
54540	2401.0	3361.0
54545	8768.0	7907.0
54544	0.0	0.0
54543	11200.0	6827.0
54542	5719.0	5386.0
54549	441.0	209.0
8835	2597.0	508.0
8836	684.0	604.0
8833	4159.0	8693.0
8834	1825.0	1389.0
54546	55.0	3.0
8839	15843.0	1695.0
8837	19761.0	9482.0
8838	100.0	22.0
101928483	36.0	25.0
8850	5401.0	1830.0
101928484	2.0	1.0
8853	3176.0	1519.0
8854	2917.0	40.0
8851	152.0	347.0
8852	0.0	0.0
400960	1373.0	2428.0
338412	7.0	8.0
338413	0.0	3.0
54552	732.0	1745.0
400957	2.0	5.0
54551	79.0	66.0
54550	26.0	13.0
196996	746.0	313.0
400955	24.0	8.0
400954	147.0	270.0
54556	1372.0	833.0
54555	1582.0	2783.0
400952	35.0	11.0
54554	1088.0	2056.0
400950	3.0	10.0
8846	770.0	1783.0
100820709	0.0	4.0
8847	141.0	259.0
54558	1327.0	3103.0
8844	1951.0	1021.0
54557	1264.0	597.0
8848	16706.0	14560.0
196993	100.0	1248.0
8861	3282.0	5621.0
101928492	161.0	144.0
8864	2364.0	3561.0
6201	26589.0	22304.0
6203	37883.0	28917.0
8862	140.0	354.0
101928496	1.0	1.0
8863	4168.0	4222.0
6202	61414.0	50760.0
723972	2.0	7.0
400946	30.0	47.0
400945	90.0	89.0
54567	2966.0	1480.0
54566	6246.0	3941.0
400941	7.0	30.0
8857	6337.0	5140.0
8858	4.0	20.0
54569	0.0	0.0
8856	8.0	10.0
54568	0.0	0.0
8859	622.0	777.0
8871	2459.0	5021.0
8872	3599.0	4923.0
6210	30448.0	30310.0
8870	952.0	9646.0
100421500	0.0	0.0
8875	98.0	84.0
8876	417.0	86.0
8874	8728.0	4647.0
100421506	0.0	2.0
100421509	0.0	0.0
54570	0.0	1.0
400935	1.0	18.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	1.0	3.0
54578	0.0	0.0
255631	110.0	325.0
400931	428.0	182.0
54577	7.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	65726.0	62246.0
100506915	6.0	1.0
8869	2909.0	2583.0
6204	7736.0	7188.0
6207	26114.0	21433.0
6206	49254.0	42244.0
8867	1952.0	2802.0
54579	0.0	0.0
6209	8683.0	12955.0
6208	36899.0	41161.0
170384	2256.0	2177.0
100506916	0.0	0.0
8882	2817.0	3005.0
8883	2869.0	3970.0
8880	4806.0	9671.0
8881	6470.0	5554.0
8886	6255.0	6978.0
6223	27031.0	25738.0
100421512	0.0	5.0
8887	11933.0	17130.0
6222	73068.0	70458.0
8884	5070.0	4570.0
6224	69508.0	31457.0
100421515	7.0	5.0
54581	533.0	404.0
54580	0.0	0.0
54585	2047.0	3783.0
54584	156.0	124.0
54583	6481.0	5385.0
54587	14673.0	5873.0
54586	10.0	2.0
8879	5506.0	10622.0
170371	3179.0	297.0
170370	0.0	0.0
8877	853.0	645.0
6218	39044.0	33137.0
6217	28860.0	29693.0
8878	24390.0	18658.0
6219	1.0	0.0
100506907	0.0	0.0
100506906	104.0	442.0
255649	1.0	1.0
6230	34303.0	26301.0
8893	3384.0	5839.0
8894	5212.0	5669.0
101928440	1.0	0.0
8891	3550.0	2761.0
6232	35882.0	42831.0
8892	1683.0	2728.0
6231	13420.0	16512.0
8897	1164.0	689.0
6234	6664.0	9278.0
8898	3710.0	2639.0
6233	35372.0	28882.0
8895	13694.0	24024.0
6236	152.0	16.0
8896	2287.0	2987.0
6235	14049.0	15242.0
101928442	0.0	0.0
101928448	5.0	16.0
8890	2849.0	4247.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	4.0	2.0
253039	3018.0	3506.0
6227	12492.0	12506.0
6226	2.0	7.0
6229	57349.0	61653.0
8888	6608.0	10299.0
6228	43578.0	40232.0
6241	243.0	4977.0
6240	5505.0	10584.0
100421411	0.0	0.0
6242	947.0	3444.0
100421413	2.0	2.0
101928455	11.0	1.0
6244	0.0	4.0
6247	8.0	1.0
100421415	16.0	39.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	4.0
6238	14473.0	13757.0
6237	7590.0	2622.0
8899	6576.0	8626.0
6239	5799.0	9243.0
6252	1415.0	4134.0
100421420	6.0	6.0
6251	9278.0	4413.0
100421422	0.0	0.0
6253	571.0	1404.0
6256	13774.0	6887.0
100421424	0.0	1.0
6258	399.0	9.0
6257	3762.0	3289.0
100421428	2.0	0.0
101928469	9.0	8.0
100421429	2.0	5.0
280637	0.0	0.0
280636	1758.0	3100.0
253018	90.0	92.0
253017	1.0	0.0
253012	140.0	519.0
6249	12028.0	9920.0
6248	0.0	0.0
6263	672.0	121.0
100421431	2.0	4.0
6262	107.0	152.0
100421432	1.0	2.0
101928470	4.0	0.0
100421433	0.0	1.0
100421436	15.0	49.0
100421439	1.0	0.0
6261	527.0	271.0
6260	4.0	5.0
6259	6534.0	5490.0
100421430	0.0	0.0
6274	113.0	30.0
6273	374.0	109.0
6276	10.0	6.0
6275	30268.0	4788.0
6278	20.0	21.0
6277	55594.0	7910.0
6279	296.0	9.0
6272	28153.0	18405.0
6271	3068.0	1556.0
6285	4989.0	13.0
6284	6544.0	5474.0
100421455	0.0	0.0
6286	46.0	379.0
6289	5647.0	16.0
6288	66320.0	81.0
6281	29119.0	6692.0
6280	1338.0	91.0
6283	10.0	0.0
6282	17701.0	37799.0
123920	4023.0	3890.0
100421451	0.0	2.0
6296	282.0	166.0
6295	8.0	19.0
6297	912.0	4826.0
6299	177.0	169.0
101928420	0.0	0.0
6290	1.0	0.0
6291	68.0	4.0
6294	5018.0	6710.0
6293	3942.0	6683.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	0.0	11.0
54505	4422.0	12139.0
280660	0.0	0.0
54504	3579.0	817.0
280661	10.0	20.0
54503	859.0	1367.0
54502	3064.0	13314.0
54509	35.0	32.0
123904	0.0	2.0
54508	78.0	92.0
100421473	0.0	0.0
54507	4814.0	389.0
100421487	0.0	1.0
133308	1094.0	218.0
147945	0.0	0.0
123970	0.0	0.0
100421480	1.0	1.0
147947	1070.0	2240.0
147948	343.0	931.0
147949	426.0	1096.0
100421484	0.0	1.0
100421485	0.0	1.0
100421498	1.0	1.0
100421499	0.0	2.0
101060006	0.0	6.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	1.0	0.0
107126294	11.0	9.0
147965	698.0	1392.0
147968	44.0	83.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	252.0	8092.0
121360	0.0	0.0
101060032	11.0	24.0
135924	1.0	5.0
135927	6.0	61.0
121355	19.0	30.0
147906	230.0	385.0
135932	455.0	110.0
101060045	1.0	13.0
135935	0.0	0.0
101060040	1.0	2.0
147912	365.0	979.0
135942	0.0	0.0
135941	0.0	1.0
121340	10.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	10.0	9.0
147923	990.0	2212.0
147920	24.0	44.0
147929	288.0	496.0
104326192	0.0	3.0
104326193	0.0	0.0
375444	163.0	422.0
104326189	8.0	1.0
101060020	0.0	4.0
375449	8725.0	13186.0
104326188	0.0	0.0
121328	12.0	19.0
91653	4213.0	439.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	79.0	10.0
27085	249.0	557.0
27086	7875.0	17107.0
389756	179.0	0.0
147429	3.0	87.0
27089	4651.0	10895.0
91646	8.0	47.0
91647	732.0	1600.0
642968	0.0	1.0
135458	1.0	1.0
390766	0.0	0.0
27098	68.0	1049.0
27099	0.0	14.0
27097	2009.0	3353.0
389741	113.0	121.0
27090	1016.0	1115.0
27091	0.0	0.0
27094	205.0	509.0
27095	4299.0	4911.0
27092	434.0	11940.0
642976	25.0	13.0
400629	0.0	2.0
27093	6.0	6.0
160428	1529.0	1952.0
375133	218.0	134.0
387122	0.0	16.0
390730	1.0	2.0
390732	2.0	0.0
390735	0.0	0.0
387119	822.0	246.0
27063	18.0	5.0
387117	0.0	0.0
27069	16075.0	19847.0
400612	16.0	6.0
27067	3587.0	4542.0
27068	3181.0	9624.0
221908	309.0	578.0
341799	0.0	0.0
400619	12.0	57.0
642987	82.0	157.0
400618	343.0	21.0
400617	99.0	36.0
64065	12472.0	15069.0
91662	31.0	56.0
91663	18517.0	10021.0
64064	4.0	5.0
64067	342.0	501.0
64066	206.0	19.0
91661	759.0	1652.0
91664	924.0	1506.0
147463	2493.0	359.0
387111	14.0	3.0
27076	486.0	5614.0
390748	0.0	0.0
27077	323.0	1054.0
400604	71.0	72.0
27074	153.0	239.0
27075	5000.0	25586.0
389766	5.0	6.0
387103	158.0	268.0
387104	18.0	10.0
27079	477.0	794.0
389763	0.0	0.0
341784	2.0	3.0
642996	0.0	4.0
27072	6551.0	5853.0
160419	2.0	8.0
64061	2211.0	2185.0
400609	0.0	0.0
160418	2743.0	4149.0
64063	207.0	822.0
27071	448.0	1793.0
64062	4852.0	4716.0
91695	237.0	602.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1548.0	6005.0
100313770	0.0	0.0
64077	2240.0	2811.0
91694	2078.0	1656.0
100313771	0.0	1.0
390790	5.0	0.0
221927	2009.0	2453.0
390792	2.0	5.0
400680	8.0	73.0
27043	3163.0	6032.0
27044	14188.0	15745.0
27042	2151.0	3462.0
389799	5.0	10.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	4264.0	173.0
100313777	0.0	0.0
27040	34.0	35.0
100313774	0.0	0.0
64073	23.0	7.0
64087	7934.0	122784.0
221914	31.0	32.0
64089	1471.0	1520.0
100313781	0.0	0.0
91683	1226.0	2653.0
91689	2245.0	2247.0
100313780	0.0	0.0
245908	0.0	0.0
91687	358.0	889.0
245909	0.0	0.0
400673	412.0	889.0
389792	316.0	488.0
389791	8.0	10.0
387129	0.0	0.0
400668	0.0	1.0
389787	19.0	12.0
64081	1037.0	1264.0
64080	309.0	1025.0
64083	8413.0	19262.0
64084	30689.0	7019.0
64098	714.0	816.0
64097	1481.0	2918.0
400660	9.0	5.0
8909	67.0	16.0
27022	2.0	4.0
8907	4445.0	3180.0
341757	1.0	0.0
400658	12.0	94.0
8908	38524.0	90.0
147407	1.0	2.0
27020	7503.0	14200.0
400657	757.0	1075.0
27023	1.0	0.0
400654	0.0	0.0
64090	0.0	17.0
64092	427.0	541.0
64091	257.0	270.0
8900	25.0	12.0
64094	15203.0	7853.0
8905	3146.0	2168.0
147409	24.0	0.0
64093	746.0	60.0
8906	1262.0	4814.0
64096	0.0	0.0
8904	5823.0	7925.0
221935	1422.0	1377.0
221937	3308.0	2916.0
221938	0.0	0.0
400652	9.0	5.0
400650	3.0	14.0
27039	21.0	21.0
27032	10644.0	13127.0
27033	12.0	12.0
27030	2179.0	2820.0
27031	1198.0	880.0
27036	95.0	115.0
400645	0.0	0.0
27037	1466.0	935.0
400644	18.0	36.0
27034	2415.0	2448.0
400643	8.0	3.0
27035	47.0	111.0
8912	468.0	789.0
100313769	2.0	5.0
8913	83.0	123.0
8910	5382.0	840.0
8911	24.0	14.0
8916	2361.0	3420.0
8914	1410.0	3696.0
8915	1370.0	2280.0
245935	0.0	0.0
245936	0.0	0.0
245937	15.0	2.0
245938	0.0	0.0
8930	2900.0	4943.0
245939	0.0	0.0
221960	346.0	426.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	1.0	1.0
8924	7096.0	5778.0
8927	110.0	252.0
8928	3.0	6.0
8925	11024.0	10102.0
8926	17.0	79.0
221955	1184.0	2360.0
8941	0.0	1.0
8942	604.0	254.0
375189	37.0	83.0
8940	32.0	25.0
245940	0.0	0.0
206338	3862.0	14.0
375190	939.0	878.0
196446	16.0	45.0
8934	4038.0	1827.0
8935	7769.0	1711.0
196441	3919.0	4477.0
8932	12994.0	11311.0
8933	6423.0	2895.0
8938	520.0	683.0
8939	4273.0	4343.0
8936	852.0	348.0
326105	1.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	1638.0	667.0
245910	0.0	0.0
206358	1380.0	906.0
245911	0.0	1.0
245912	1.0	1.0
196415	0.0	1.0
642909	2.0	5.0
642907	0.0	0.0
8945	2527.0	15488.0
54659	0.0	0.0
54658	0.0	0.0
8943	8049.0	12422.0
54657	1.0	0.0
8944	0.0	0.0
196410	128.0	17.0
245927	0.0	0.0
245928	0.0	0.0
6300	524.0	234.0
245929	0.0	0.0
6302	3887.0	4710.0
6301	9043.0	11498.0
160492	1.0	0.0
54662	4634.0	4489.0
54661	14.0	2.0
54660	73.0	34.0
54665	2361.0	2765.0
54664	5584.0	7052.0
54663	966.0	1039.0
8970	37.0	295.0
8971	2754.0	4563.0
101928363	27.0	5.0
8974	2834.0	4259.0
6311	3394.0	4918.0
8975	3124.0	2818.0
6310	4079.0	6116.0
91612	6958.0	5144.0
100421601	0.0	0.0
8972	37.0	569.0
8973	4.0	185.0
245972	49.0	42.0
245973	234.0	149.0
54677	1389.0	2894.0
54676	3334.0	3552.0
54675	4264.0	3565.0
147468	0.0	0.0
54674	1310.0	118.0
6304	3431.0	1101.0
6303	17127.0	18941.0
8968	0.0	4.0
6305	5166.0	2040.0
91603	1093.0	1188.0
91608	1735.0	167.0
6307	1651.0	4619.0
642924	15.0	2.0
8969	34.0	346.0
6309	2710.0	4305.0
91607	4642.0	1279.0
6320	234.0	424.0
6322	1124.0	1197.0
8985	4217.0	3774.0
8986	1720.0	1303.0
64002	0.0	1.0
101928378	108.0	199.0
6324	926.0	1478.0
64005	278.0	283.0
6323	4.0	0.0
101928376	4.0	7.0
54680	2098.0	2460.0
642938	175.0	11087.0
54682	2940.0	5357.0
54681	1479.0	3284.0
196403	1101.0	3562.0
6315	0.0	16.0
6314	2663.0	3117.0
6317	9.0	0.0
8976	5721.0	8733.0
6319	68221.0	15888.0
6318	6.0	0.0
642935	10.0	10.0
8992	12490.0	16538.0
8993	2.0	3.0
6331	138.0	19.0
8991	18094.0	26037.0
6330	4419.0	598.0
100421621	23.0	12.0
8996	2183.0	2159.0
101928388	3.0	8.0
6332	504.0	310.0
8997	3124.0	781.0
8994	2479.0	6695.0
6335	721.0	23.0
8995	14.0	6.0
6334	153.0	198.0
147495	6672.0	1928.0
100421629	0.0	1.0
8989	29.0	22.0
6326	307.0	67.0
8987	1154.0	83.0
6328	568.0	76.0
91624	3610.0	766.0
6327	273.0	20.0
8988	0.0	0.0
6329	2788.0	97.0
642946	37.0	85.0
6340	204.0	124.0
6342	13812.0	16806.0
6341	3430.0	3954.0
6344	138.0	5.0
100421633	0.0	0.0
6343	1.0	17.0
100421634	0.0	0.0
6346	0.0	0.0
6345	175.0	60.0
100421638	1.0	0.0
642958	2.0	1.0
642959	0.0	2.0
6337	2402.0	16300.0
642952	0.0	0.0
6336	0.0	1.0
6339	114.0	364.0
91614	88.0	161.0
8999	49.0	4.0
6338	1248.0	406.0
642954	23.0	49.0
6351	292.0	313.0
6352	1769.0	917.0
6355	315.0	113.0
6354	7.0	1.0
6357	773.0	4.0
6356	3.0	76.0
100421528	1.0	0.0
6348	259.0	210.0
6347	1142.0	386.0
196394	305.0	614.0
6362	1449.0	25.0
6361	36.0	6.0
6364	7.0	9.0
6363	415.0	12.0
100421533	14.0	14.0
6366	3793.0	3.0
100421535	0.0	0.0
6368	62.0	6.0
6367	258.0	128.0
101928337	0.0	0.0
6360	39.0	2.0
255349	1.0	3.0
6359	1.0	0.0
6358	2229.0	38.0
6373	76.0	431.0
101928340	6.0	6.0
6372	10.0	0.0
100421542	0.0	0.0
6375	26.0	9.0
6374	24.0	2.0
100421545	19.0	27.0
6376	8550.0	1032.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	7.0
255313	0.0	0.0
196374	2.0	0.0
6369	59.0	0.0
6383	16195.0	8103.0
6386	26656.0	11054.0
6385	7601.0	23992.0
6388	2281.0	4056.0
6387	42769.0	8643.0
6389	8321.0	7768.0
255330	0.0	0.0
6382	3401.0	33471.0
102724246	14.0	40.0
255324	2.0	7.0
196385	71.0	136.0
196383	2338.0	1780.0
100421550	0.0	0.0
6397	9766.0	4711.0
100421565	0.0	0.0
6396	5014.0	7050.0
100421566	1.0	0.0
6399	984.0	2041.0
6398	1012.0	3821.0
6391	10060.0	15399.0
6390	4754.0	6394.0
6392	5893.0	5190.0
282997	69.0	220.0
282996	181.0	93.0
100134229	531.0	563.0
282991	2424.0	3299.0
100421560	0.0	0.0
100421577	41.0	48.0
100421579	8.0	4.0
255394	1275.0	946.0
102724224	25.0	237.0
54600	0.0	0.0
54602	2122.0	2122.0
282980	0.0	0.0
54606	3114.0	5345.0
100421572	0.0	0.0
100421588	4.0	1.0
100421589	41.0	38.0
282974	621.0	364.0
282973	144.0	408.0
54619	611.0	982.0
100421581	1.0	0.0
196335	2.0	2.0
100421582	17.0	55.0
54617	3659.0	3858.0
100421598	1.0	1.0
100421599	0.0	0.0
255374	62.0	86.0
282969	339.0	67.0
102724201	21.0	5.0
282966	0.0	0.0
54622	2849.0	3645.0
100134259	101.0	30.0
54621	3612.0	1963.0
54620	532.0	1055.0
54626	19.0	18.0
54625	7960.0	18126.0
54623	4175.0	6850.0
54629	3868.0	3430.0
54627	303.0	1251.0
27005	1875.0	4421.0
27006	4.0	6.0
27000	1687.0	2847.0
27004	4.0	7.0
27018	4362.0	6774.0
27019	23.0	112.0
400591	0.0	0.0
27010	551.0	291.0
27012	2.0	0.0
27013	6766.0	5731.0
400581	3.0	2.0
400578	1.0	0.0
400569	949.0	1162.0
400566	283.0	956.0
389715	1.0	0.0
100313829	0.0	1.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	20.0	13.0
389730	0.0	0.0
100038246	0.0	7.0
389727	0.0	0.0
91775	2477.0	10043.0
390872	0.0	0.0
390874	3.0	4.0
654835	0.0	0.0
400759	275.0	175.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	4.0	2.0
400752	48.0	208.0
137994	168.0	327.0
642843	5.0	8.0
91768	4411.0	6406.0
64151	127.0	790.0
64150	586.0	38.0
64168	314.0	46.0
64167	11287.0	11787.0
390883	0.0	0.0
390882	1.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1748.0	1848.0
400746	333.0	75.0
400745	0.0	4.0
389866	5.0	10.0
150962	694.0	1148.0
64175	2194.0	3509.0
162968	93.0	438.0
64174	380.0	117.0
162966	739.0	1217.0
162967	1303.0	3476.0
162962	714.0	2154.0
162963	323.0	1455.0
125981	1.0	3.0
149992	0.0	1.0
390856	0.0	0.0
390858	6.0	30.0
27187	9.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	602.0	458.0
149986	2055.0	3269.0
147323	4.0	0.0
326293	3.0	2.0
100313839	0.0	0.0
389898	0.0	2.0
100313837	0.0	0.0
326295	1.0	0.0
27189	1.0	1.0
100313838	0.0	0.0
326294	1.0	0.0
125972	1.0	6.0
642864	1.0	16.0
100313835	0.0	0.0
326296	0.0	1.0
326298	0.0	0.0
375260	139.0	90.0
27183	4662.0	3476.0
64170	147.0	102.0
642869	1.0	1.0
27180	229.0	234.0
27181	192.0	397.0
64172	766.0	1490.0
100313830	0.0	0.0
375248	429.0	510.0
91782	3546.0	4985.0
27197	22.0	103.0
147339	2209.0	4649.0
27198	4757.0	2958.0
27195	0.0	0.0
125965	25.0	15.0
27196	0.0	0.0
125963	1.0	0.0
125962	0.0	0.0
27199	34.0	2.0
400720	879.0	2848.0
149998	8.0	8.0
389884	0.0	1.0
326286	0.0	2.0
27190	61.0	14.0
64180	6.0	2.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	116.0	25.0
64184	1.0	22.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	41.0	1.0
387264	5.0	30.0
387263	2773.0	3463.0
206412	72.0	84.0
27164	3.0	3.0
27165	8.0	73.0
27163	2016.0	3133.0
400799	9.0	134.0
400798	33.0	260.0
27166	1782.0	3223.0
400797	0.0	0.0
326272	0.0	0.0
326275	4.0	1.0
326277	0.0	0.0
326279	9.0	6.0
27160	5.0	0.0
27161	4998.0	3480.0
326278	3.0	2.0
100313895	0.0	0.0
642888	1.0	0.0
100313896	0.0	1.0
387254	0.0	0.0
400793	1016.0	4369.0
150928	66.0	64.0
27175	1572.0	2244.0
149934	0.0	0.0
27173	7824.0	10980.0
150921	85.0	1.0
27179	1.0	0.0
27177	1.0	0.0
27178	1.0	1.0
341883	9.0	42.0
341880	3.0	3.0
27170	0.0	0.0
326269	1.0	3.0
137964	5450.0	8054.0
390892	0.0	0.0
375298	323.0	688.0
149951	3432.0	4419.0
27148	1407.0	4022.0
390895	0.0	0.0
206426	0.0	1.0
27143	1136.0	1205.0
27141	56.0	33.0
27146	51.0	101.0
106029310	0.0	0.0
27147	2435.0	255.0
27145	1414.0	722.0
123355	1325.0	600.0
137970	4.0	4.0
375287	2014.0	2222.0
387276	0.0	0.0
27159	1.0	0.0
387273	6.0	43.0
150947	0.0	1.0
150946	680.0	533.0
27153	1039.0	1272.0
27154	3597.0	8678.0
400769	0.0	0.0
27151	1782.0	338.0
27152	1784.0	2179.0
123346	0.0	2.0
27158	413.0	1096.0
400765	0.0	1.0
100293516	688.0	4235.0
387266	0.0	0.0
27156	3.0	8.0
149954	2.0	0.0
387267	1.0	1.0
375295	537.0	2002.0
100313886	1.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	17.0	12.0
160365	55.0	41.0
160364	64.0	18.0
102724316	2058.0	1226.0
54754	0.0	1.0
54753	841.0	479.0
54752	2.0	4.0
54751	2223.0	2400.0
54758	1509.0	1014.0
54757	1697.0	372.0
54756	3408.0	1748.0
101928290	152.0	27.0
6401	326.0	254.0
6400	16558.0	20339.0
102724307	6.0	6.0
54760	69.0	436.0
54765	11852.0	12137.0
54764	2594.0	2656.0
54763	121.0	4.0
54762	624.0	1003.0
54769	29.0	0.0
54768	42.0	252.0
54766	4.0	0.0
159371	511.0	86.0
100421700	0.0	4.0
100421701	1.0	12.0
100421702	0.0	7.0
100421704	8.0	58.0
100421705	0.0	0.0
100421706	10.0	10.0
100421707	1.0	2.0
100421708	6.0	30.0
100421709	0.0	0.0
54776	4725.0	1975.0
91703	17.0	5.0
6403	4009.0	138.0
6402	350.0	430.0
6405	3245.0	8798.0
54778	2940.0	3528.0
6404	1632.0	2321.0
54777	45.0	358.0
6407	0.0	1.0
6406	0.0	0.0
64100	0.0	0.0
64102	1883.0	5.0
6421	14598.0	29530.0
100421710	0.0	1.0
64101	413.0	457.0
6423	20768.0	35300.0
6422	39548.0	886.0
64106	11.0	4.0
64105	73.0	405.0
64108	402.0	2274.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	12.0	3.0
54780	3530.0	2756.0
54785	477.0	566.0
54784	581.0	730.0
6414	32835.0	9070.0
6416	3297.0	10976.0
54788	4195.0	4606.0
6415	9560.0	13102.0
6418	16987.0	31865.0
6419	2226.0	2766.0
6430	13944.0	15806.0
64111	0.0	0.0
162989	1026.0	2371.0
64110	1602.0	4517.0
6432	6858.0	9316.0
6431	10604.0	22861.0
64112	3067.0	4056.0
64115	7446.0	1388.0
6434	7448.0	10030.0
101928243	43.0	103.0
6433	2679.0	3755.0
64114	42446.0	6223.0
101928244	1.0	0.0
100421724	11.0	13.0
64116	2186.0	1745.0
64118	3114.0	3986.0
101928248	23.0	2.0
100421728	0.0	0.0
54790	2604.0	3868.0
100421729	0.0	0.0
104548973	3.0	2.0
104548972	1.0	1.0
54793	3496.0	2735.0
400713	832.0	3061.0
104548971	26.0	6.0
104548970	0.0	0.0
54798	129.0	30.0
255411	1.0	1.0
54797	1056.0	1746.0
54796	2112.0	1238.0
54795	2090.0	5051.0
6425	1.0	1.0
6424	14877.0	3189.0
150992	0.0	0.0
6427	6670.0	10314.0
54799	2374.0	2396.0
6426	9276.0	17682.0
6429	7550.0	6223.0
6428	14970.0	21721.0
162979	62.0	534.0
6441	57.0	72.0
64122	1096.0	1991.0
64121	5177.0	2152.0
6440	0.0	0.0
100421731	0.0	1.0
6443	10967.0	1419.0
101928256	1.0	1.0
6442	30.0	19.0
64123	12705.0	3278.0
100421733	0.0	0.0
6445	1439.0	7.0
100421734	0.0	0.0
6444	2744.0	1843.0
160313	0.0	1.0
100421736	0.0	0.0
64127	170.0	1363.0
162972	850.0	1365.0
64129	11029.0	560.0
