id	70029e42-3b29-48f5-908e-7cd203103277	9f90bbb9-173f-4dad-a5d2-0e07a7481099
375350	1.0	1.0
723809	6.0	1.0
338391	12.0	3.0
91433	477.0	334.0
338396	0.0	3.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	3.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	11269.0	3530.0
54491	1042.0	2318.0
54490	192.0	1734.0
54497	4047.0	5089.0
54496	2623.0	1825.0
448835	0.0	0.0
54495	5275.0	2523.0
448834	0.0	0.0
387359	0.0	0.0
387357	154.0	25.0
54499	6470.0	15081.0
121498	0.0	0.0
54498	479.0	467.0
170463	1480.0	906.0
157489	242.0	93.0
338382	1095.0	178.0
390980	234.0	331.0
338388	0.0	0.0
448831	0.0	0.0
400841	4.0	0.0
91419	734.0	387.0
91452	3210.0	4406.0
338376	6.0	0.0
145447	142.0	56.0
100313532	4.0	1.0
91442	176.0	164.0
375387	1078.0	209.0
91445	3833.0	6596.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	196.0	43.0
100506872	4.0	1.0
169436	88.0	24.0
170425	1.0	0.0
133491	3.0	2.0
91464	3.0	0.0
100506866	359.0	241.0
400892	7.0	3.0
400891	4.0	1.0
91461	4640.0	172.0
145483	1122.0	586.0
145482	888.0	1200.0
338339	12.0	1.0
100506810	48.0	99.0
338328	8040.0	161.0
100506815	2.0	1.0
326337	0.0	0.0
326339	0.0	0.0
338321	2.0	1.0
338322	3.0	1.0
338323	6.0	0.0
338324	2.0	0.0
341965	1.0	1.0
326341	0.0	0.0
326340	0.0	0.0
326343	6.0	1.0
326342	17.0	3.0
54407	18092.0	14176.0
8710	94.0	3.0
100506834	143.0	30.0
8711	1097.0	2234.0
54413	179.0	83.0
8703	2254.0	5446.0
101410540	1.0	0.0
8704	3577.0	3656.0
101410541	0.0	1.0
8701	37.0	100.0
101410542	1.0	0.0
54414	3590.0	5330.0
8702	1399.0	2613.0
100506835	154.0	20.0
101410543	26.0	0.0
8707	50.0	3.0
101410544	1.0	1.0
8708	136.0	1.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	770.0	1160.0
8706	1431.0	1080.0
326315	5.0	2.0
326317	0.0	0.0
8721	10793.0	12857.0
8722	11808.0	163219.0
8720	14278.0	9113.0
101410537	1.0	1.0
101410538	3615.0	1752.0
341947	3.0	0.0
8714	1427.0	2252.0
8715	30.0	0.0
100506826	41.0	22.0
8712	0.0	0.0
8718	480.0	11.0
101410533	33.0	25.0
101410534	0.0	0.0
326325	1.0	1.0
101410535	97.0	33.0
8717	912.0	423.0
54429	42.0	6.0
101410536	0.0	1.0
326307	423.0	533.0
8732	1509.0	1157.0
8733	6686.0	18849.0
8731	3751.0	2835.0
54431	10282.0	42907.0
400836	0.0	0.0
170487	66.0	182.0
54435	48.0	5.0
54434	4670.0	2828.0
400831	47.0	18.0
54433	1197.0	1354.0
400830	658.0	0.0
54432	2500.0	6540.0
54439	2132.0	2021.0
8725	5957.0	9861.0
8726	1195.0	600.0
54438	4695.0	555.0
54437	128.0	95.0
8723	2715.0	2015.0
326310	119.0	85.0
8724	13770.0	6795.0
54436	1006.0	810.0
8729	7935.0	17014.0
100337589	0.0	0.0
170485	2.0	2.0
8727	4866.0	342.0
8728	837.0	615.0
170482	1.0	0.0
8740	295.0	27.0
8743	16171.0	9167.0
8744	54.0	123.0
8741	723.0	3814.0
8742	3488.0	742.0
102724868	0.0	0.0
102724866	1.0	8.0
54442	1500.0	2143.0
54441	14.0	7.0
54440	1149.0	537.0
400823	126.0	9047.0
102724862	1.0	0.0
54443	232.0	4358.0
8736	2995.0	112.0
8737	5163.0	4212.0
8735	24.0	2.0
326300	9.0	9.0
8738	645.0	487.0
8739	31.0	15.0
8751	18634.0	58956.0
8754	8365.0	51030.0
8755	0.0	0.0
102724853	2.0	0.0
54453	7499.0	8677.0
255512	113.0	33.0
54457	11.0	7.0
54456	196.0	14.0
554049	2.0	2.0
54455	2583.0	1528.0
54454	1360.0	1701.0
8747	17.0	5.0
8748	4.0	7.0
8745	482.0	74.0
54458	4494.0	4401.0
400818	651.0	188.0
8749	0.0	1.0
8761	10317.0	8871.0
6100	536.0	606.0
8760	9547.0	4718.0
6102	1501.0	1764.0
8766	14020.0	14382.0
6101	4.0	65.0
8763	40527.0	65191.0
6103	1414.0	443.0
8764	3205.0	757.0
54460	3580.0	4650.0
54464	4422.0	2442.0
54463	2952.0	157.0
54462	5708.0	8424.0
54461	5857.0	8050.0
54468	2350.0	7193.0
54467	5183.0	6818.0
54466	23.0	7.0
54465	1301.0	1301.0
255520	2780.0	4576.0
8759	0.0	0.0
8756	0.0	0.0
54469	6263.0	3730.0
8772	658.0	386.0
8773	4538.0	4986.0
8771	0.0	0.0
8776	2391.0	2437.0
8777	9837.0	837.0
8774	2215.0	2900.0
8775	5872.0	8577.0
101928566	0.0	0.0
8767	1131.0	1413.0
6120	2437.0	3912.0
101928571	3.0	4.0
8784	85.0	4.0
6122	175851.0	178096.0
8781	0.0	0.0
6121	6.0	2.0
8787	176.0	13.0
6124	119444.0	84500.0
6123	13.0	3.0
8788	113.0	0.0
8785	111.0	3.0
6126	29.0	17.0
8786	1090.0	24.0
6125	80161.0	43783.0
101928578	249.0	180.0
8780	5429.0	4995.0
6117	8152.0	6360.0
8778	22.0	28.0
6119	863.0	1415.0
6118	3384.0	1589.0
8794	228.0	647.0
8795	3793.0	14604.0
6130	80599.0	47578.0
8792	964.0	139.0
6133	38257.0	18334.0
6132	80873.0	82603.0
8793	1145.0	173.0
8798	971.0	405.0
6135	73938.0	29400.0
8799	2449.0	5138.0
6134	96549.0	101676.0
8796	167.0	1616.0
6137	59576.0	26651.0
8797	968.0	2990.0
6136	37079.0	19474.0
100421307	1.0	0.0
101735302	354.0	46.0
8790	1190.0	679.0
100134444	1.0	0.0
6128	51897.0	43540.0
8789	2.0	0.0
6129	56874.0	58697.0
6142	17506.0	16154.0
6141	37556.0	43088.0
100421311	10.0	12.0
6144	21957.0	14821.0
6143	89680.0	675431.0
100421313	4.0	2.0
6146	28562.0	16054.0
6145	1.0	0.0
6148	0.0	0.0
6147	30479.0	10346.0
100421318	0.0	0.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	2.0	1.0
6139	3147.0	2162.0
6138	68271.0	45443.0
6152	37399.0	26817.0
6155	35555.0	19595.0
6154	26611.0	16422.0
100421324	2.0	0.0
6157	44117.0	24897.0
6156	45017.0	33393.0
6159	37880.0	26481.0
6158	26849.0	28466.0
100421328	0.0	3.0
6150	604.0	874.0
101928527	573.0	329.0
6164	39100.0	21332.0
6163	8.0	1.0
6166	12537.0	14092.0
6165	34595.0	22866.0
6168	50298.0	48818.0
6167	43052.0	35704.0
100421338	1.0	0.0
6169	19930.0	9683.0
101928536	0.0	0.0
6160	48950.0	44080.0
101928537	0.0	0.0
6161	63871.0	37567.0
100421331	0.0	0.0
6175	81442.0	97784.0
6174	104.0	118.0
6176	60341.0	66968.0
101928545	123.0	9.0
6171	12207.0	12339.0
6170	8643.0	6736.0
6173	5241.0	5102.0
6172	663.0	456.0
100421340	0.0	0.0
100421341	0.0	1.0
100421354	0.0	0.0
6185	18084.0	63109.0
101928550	4.0	0.0
6188	75385.0	34048.0
6187	42644.0	37885.0
100421357	2.0	0.0
6189	37840.0	25420.0
101928555	368.0	9.0
6182	437.0	578.0
6181	59881.0	21932.0
6184	17762.0	28133.0
101928559	0.0	0.0
6183	859.0	2372.0
100421350	14.0	15.0
100421351	12.0	7.0
100421353	3.0	0.0
6197	6611.0	6040.0
6196	10495.0	6729.0
6199	1728.0	5941.0
6198	3574.0	2619.0
6191	122488.0	124185.0
6193	31305.0	35749.0
6192	5.0	0.0
91373	968.0	251.0
6195	1965.0	2416.0
6194	127100.0	87799.0
390916	1208.0	2215.0
145407	561.0	324.0
100421363	5.0	0.0
100421376	0.0	0.0
100421379	1.0	0.0
91369	8528.0	2256.0
91368	1149.0	2037.0
652489	3.0	0.0
390924	38.0	24.0
389901	13.0	10.0
390928	4.0	127.0
390927	525.0	42.0
100421371	22.0	6.0
100421374	35.0	9.0
389903	0.0	0.0
100421389	0.0	1.0
91392	634.0	60.0
389935	0.0	0.0
389932	6.0	0.0
100421384	22.0	11.0
100421398	2.0	1.0
100421399	0.0	0.0
101928513	9.0	4.0
91380	0.0	0.0
390904	0.0	1.0
145438	26.0	14.0
100421390	2.0	2.0
100421391	0.0	0.0
100421395	4.0	12.0
100421397	0.0	1.0
375316	46.0	17.0
375318	0.0	0.0
390963	124.0	32.0
375307	12.0	0.0
389941	4.0	1.0
389948	0.0	0.0
375337	1.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	75.0	25.0
387317	0.0	0.0
121457	1364.0	746.0
389976	1.0	1.0
375341	868.0	499.0
387319	0.0	0.0
375323	6.0	0.0
389970	1.0	1.0
390940	217.0	22.0
133418	2027.0	377.0
390948	0.0	0.0
121441	1890.0	967.0
390949	3.0	0.0
652411	0.0	1.0
145370	4.0	2.0
102724954	1.0	0.0
54596	9.0	1.0
375484	725.0	482.0
91526	1319.0	650.0
133396	2.0	0.0
196951	204.0	229.0
91523	610.0	143.0
91522	217.0	14.0
121391	2.0	0.0
145376	156.0	102.0
400986	264.0	69.0
400984	1.0	11.0
196968	32.0	1.0
157378	1962.0	7857.0
723961	0.0	0.0
145389	531.0	340.0
157381	6.0	0.0
91543	1126.0	529.0
91544	1063.0	557.0
102724923	0.0	0.0
652423	2.0	1.0
169355	8.0	1.0
400966	1.0	3.0
121364	0.0	0.0
400961	1422.0	7063.0
157376	0.0	0.0
91574	1810.0	698.0
157313	26.0	385.0
157317	1.0	1.0
147991	2770.0	8836.0
399495	1.0	1.0
159963	9.0	3.0
100506965	673.0	35.0
100506963	63.0	26.0
387495	0.0	0.0
387496	1355.0	154.0
387494	1.0	1.0
387491	0.0	0.0
387492	70.0	21.0
387486	0.0	0.0
157310	100.0	20.0
100506994	74.0	200.0
338470	9.0	1.0
170302	32.0	12.0
204010	11.0	1.0
399473	120.0	341.0
399474	1331.0	111.0
91584	8721.0	1664.0
159989	14.0	4.0
91582	2586.0	3131.0
107126360	10.0	5.0
133383	423.0	449.0
100506930	1074.0	847.0
100820741	0.0	0.0
338448	0.0	0.0
8808	142.0	39.0
8809	529.0	50.0
54512	623.0	1687.0
54511	161.0	0.0
54510	11927.0	1005.0
54516	992.0	512.0
8802	9135.0	10194.0
8803	5411.0	2978.0
54514	0.0	0.0
8800	4064.0	1822.0
8801	7552.0	8260.0
8807	160.0	5.0
400916	2004.0	2372.0
54518	3206.0	406.0
8804	12330.0	10869.0
100506939	2.0	1.0
54517	1396.0	1644.0
8805	3082.0	5267.0
8820	64.0	13.0
8821	4665.0	2099.0
338440	253.0	15.0
338442	2732.0	7.0
8819	389.0	852.0
100820732	0.0	0.0
255620	0.0	0.0
54522	488.0	758.0
54521	2091.0	1576.0
54520	4434.0	3063.0
100820735	0.0	0.0
8813	2382.0	2795.0
170393	2.0	15.0
8814	195.0	45.0
170392	3.0	15.0
100506925	2.0	0.0
8811	2.0	4.0
8812	665.0	1159.0
8817	240.0	28.0
8818	1890.0	2895.0
54529	4109.0	4066.0
255626	0.0	0.0
8815	5034.0	3599.0
8816	7450.0	4158.0
170394	870.0	3079.0
8831	1307.0	1039.0
8832	818.0	1241.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1975.0	1182.0
54532	10126.0	2921.0
54531	1777.0	829.0
54538	13959.0	1109.0
8824	4660.0	2129.0
8825	1467.0	74.0
54537	2628.0	5295.0
54536	2085.0	1974.0
8822	17.0	2.0
8823	107.0	16.0
54535	1238.0	568.0
8828	6032.0	2803.0
8829	30963.0	6056.0
8826	33628.0	33791.0
54539	3360.0	8504.0
8842	3575.0	397.0
8843	135.0	4.0
8840	201.0	661.0
8841	3601.0	3664.0
100158257	0.0	0.0
54541	6030.0	9834.0
54540	2412.0	959.0
54545	5997.0	6245.0
54544	0.0	0.0
54543	15851.0	11034.0
54542	5420.0	3194.0
54549	822.0	6.0
8835	3009.0	280.0
8836	464.0	50.0
8833	4962.0	6364.0
8834	1848.0	2199.0
54546	49.0	0.0
8839	14283.0	5987.0
8837	16545.0	8090.0
8838	109.0	4.0
101928483	23.0	1.0
8850	3767.0	953.0
101928484	0.0	0.0
8853	2152.0	3445.0
8854	2450.0	82.0
8851	132.0	146.0
8852	0.0	0.0
400960	1337.0	655.0
338412	7.0	3.0
338413	0.0	1.0
54552	705.0	1660.0
400957	0.0	0.0
54551	131.0	40.0
54550	200.0	42.0
196996	1099.0	102.0
400955	15.0	0.0
400954	83.0	28.0
54556	1241.0	1076.0
54555	2245.0	3432.0
400952	12.0	22.0
54554	934.0	664.0
400950	4.0	1.0
8846	841.0	814.0
100820709	2.0	0.0
8847	142.0	139.0
54558	1361.0	977.0
8844	2463.0	235.0
54557	1213.0	586.0
8848	18266.0	14476.0
196993	116.0	0.0
8861	4394.0	6540.0
101928492	412.0	124.0
8864	3718.0	4091.0
6201	31594.0	35327.0
6203	47251.0	31103.0
8862	957.0	59.0
101928496	0.0	1.0
8863	6556.0	557.0
6202	79865.0	39459.0
723972	8.0	3.0
400946	23.0	8.0
400945	73.0	17.0
54567	2772.0	712.0
54566	7460.0	2826.0
400941	13.0	1.0
8857	1152.0	469.0
8858	4.0	11.0
54569	0.0	5.0
8856	9.0	0.0
54568	0.0	1.0
8859	801.0	483.0
8871	3032.0	2670.0
8872	3684.0	5084.0
6210	39871.0	18360.0
8870	1537.0	10276.0
100421500	0.0	0.0
8875	142.0	144.0
8876	121.0	103.0
8874	8631.0	2506.0
100421506	0.0	1.0
100421509	0.0	0.0
54570	0.0	2.0
400935	4.0	20.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	5.0
400932	1.0	0.0
54571	1.0	11.0
54578	1.0	0.0
255631	41.0	49.0
400931	494.0	42.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	82717.0	63618.0
100506915	19.0	0.0
8869	2107.0	10737.0
6204	11051.0	11156.0
6207	31189.0	13521.0
6206	56353.0	36609.0
8867	1747.0	1457.0
54579	0.0	0.0
6209	11070.0	9386.0
6208	49777.0	46350.0
170384	2641.0	1197.0
100506916	0.0	0.0
8882	3001.0	2445.0
8883	2909.0	1450.0
8880	6284.0	5156.0
8881	5551.0	2996.0
8886	6976.0	6617.0
6223	38663.0	43682.0
100421512	0.0	0.0
8887	11575.0	20614.0
6222	103871.0	82899.0
8884	5754.0	6146.0
6224	79900.0	38654.0
100421515	25.0	16.0
54581	459.0	119.0
54580	0.0	0.0
54585	2114.0	2594.0
54584	203.0	312.0
54583	6204.0	9804.0
54587	12237.0	4391.0
54586	4.0	1.0
8879	4853.0	12388.0
170371	3092.0	230.0
170370	1.0	0.0
8877	1348.0	788.0
6218	48405.0	35589.0
6217	38904.0	39056.0
8878	20717.0	16935.0
6219	4.0	1.0
100506907	0.0	0.0
100506906	128.0	65.0
255649	0.0	0.0
6230	45055.0	15497.0
8893	4122.0	3856.0
8894	5175.0	8175.0
101928440	0.0	0.0
8891	2599.0	1353.0
6232	47324.0	28924.0
8892	1973.0	2944.0
6231	8600.0	10199.0
8897	1201.0	1059.0
6234	9295.0	7674.0
8898	3706.0	1777.0
6233	45863.0	42481.0
8895	12357.0	25184.0
6236	278.0	4.0
8896	2559.0	4385.0
6235	19681.0	13985.0
101928442	0.0	0.0
101928448	14.0	4.0
8890	2945.0	4807.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	7.0	4.0
253039	1847.0	1360.0
6227	16065.0	15932.0
6226	4.0	1.0
6229	68562.0	59539.0
8888	6986.0	7900.0
6228	45264.0	38554.0
6241	340.0	13341.0
6240	4813.0	4284.0
100421411	0.0	0.0
6242	1312.0	3495.0
100421413	4.0	4.0
101928455	3.0	1.0
6244	2.0	0.0
6247	7.0	5.0
100421415	2.0	22.0
6246	0.0	0.0
280644	0.0	13.0
253044	2.0	0.0
6238	17942.0	35054.0
6237	6519.0	1749.0
8899	6754.0	5370.0
6239	5711.0	6072.0
6252	2691.0	93.0
100421420	5.0	5.0
6251	9125.0	5267.0
100421422	0.0	0.0
6253	755.0	1665.0
6256	13718.0	2834.0
100421424	0.0	0.0
6258	263.0	20.0
6257	4151.0	3442.0
100421428	2.0	0.0
101928469	3.0	0.0
100421429	5.0	1.0
280637	0.0	0.0
280636	2403.0	2182.0
253018	102.0	6.0
253017	0.0	0.0
253012	108.0	1051.0
6249	10889.0	6633.0
6248	0.0	0.0
6263	602.0	44.0
100421431	1.0	2.0
6262	285.0	12.0
100421432	3.0	0.0
101928470	1.0	0.0
100421433	2.0	0.0
100421436	17.0	15.0
100421439	2.0	0.0
6261	611.0	24.0
6260	3.0	0.0
6259	6356.0	2413.0
100421430	0.0	0.0
6274	112.0	27.0
6273	292.0	189.0
6276	11.0	23.0
6275	13360.0	2733.0
6278	22.0	0.0
6277	44918.0	247070.0
6279	225.0	16.0
6272	17043.0	23209.0
6271	2995.0	17.0
6285	13021.0	24.0
6284	6977.0	3342.0
100421455	0.0	0.0
6286	1913.0	178021.0
6289	4531.0	52.0
6288	64950.0	189.0
6281	17923.0	19031.0
6280	1306.0	119.0
6283	2.0	0.0
6282	16462.0	26292.0
123920	4465.0	2829.0
100421451	0.0	0.0
6296	492.0	24.0
6295	5.0	4.0
6297	1572.0	300.0
6299	183.0	70.0
101928420	0.0	0.0
6290	1.0	0.0
6291	96.0	0.0
6294	6301.0	3584.0
6293	4035.0	5722.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	1.0	0.0
54505	3986.0	5707.0
280660	0.0	0.0
54504	3456.0	1084.0
280661	6.0	20.0
54503	1004.0	1405.0
54502	3518.0	9222.0
54509	49.0	22.0
123904	0.0	0.0
54508	98.0	97.0
100421473	0.0	0.0
54507	3551.0	105.0
100421487	0.0	0.0
133308	1142.0	204.0
147945	5.0	0.0
123970	2.0	0.0
100421480	0.0	2.0
147947	1199.0	107.0
147948	312.0	34.0
147949	428.0	219.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	2.0	0.0
100421499	0.0	1.0
101060006	2.0	0.0
101060005	4.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	12.0	2.0
147965	690.0	992.0
147968	62.0	69.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	2.0	0.0
121360	0.0	0.0
101060032	21.0	8.0
135924	0.0	0.0
135927	6.0	0.0
121355	9.0	1.0
147906	514.0	139.0
135932	507.0	2049.0
101060045	3.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	649.0	428.0
135942	1.0	0.0
135941	0.0	0.0
121340	5.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	17.0	1.0
147923	945.0	650.0
147920	3.0	16.0
147929	303.0	516.0
104326192	2.0	0.0
104326193	0.0	0.0
375444	151.0	188.0
104326189	6.0	0.0
101060020	1.0	0.0
375449	6394.0	4612.0
104326188	0.0	0.0
121328	3.0	8.0
91653	7367.0	604.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	190.0	10.0
27085	220.0	767.0
27086	8032.0	7401.0
389756	161.0	0.0
147429	10.0	3.0
27089	4398.0	18909.0
91646	124.0	14.0
91647	748.0	876.0
642968	0.0	0.0
135458	3.0	0.0
390766	0.0	1.0
27098	72.0	56.0
27099	2.0	0.0
27097	2304.0	3226.0
389741	106.0	83.0
27090	1229.0	3368.0
27091	0.0	0.0
27094	236.0	87.0
27095	3819.0	3208.0
27092	1063.0	315.0
642976	23.0	0.0
400629	0.0	11.0
27093	1.0	4.0
160428	1491.0	913.0
375133	185.0	230.0
387122	2.0	1.0
390730	4.0	0.0
390732	1.0	0.0
390735	0.0	0.0
387119	848.0	382.0
27063	72.0	9.0
387117	0.0	0.0
27069	14825.0	26977.0
400612	11.0	1.0
27067	3764.0	3582.0
27068	3210.0	5992.0
221908	488.0	854.0
341799	0.0	0.0
400619	23.0	227.0
642987	69.0	47.0
400618	513.0	168.0
400617	102.0	5.0
64065	14886.0	27497.0
91662	46.0	29.0
91663	20580.0	8884.0
64064	7.0	0.0
64067	345.0	45.0
64066	102.0	1.0
91661	886.0	808.0
91664	978.0	825.0
147463	2793.0	432.0
387111	7.0	4.0
27076	1423.0	24274.0
390748	4.0	0.0
27077	481.0	816.0
400604	67.0	33.0
27074	254.0	22.0
27075	8078.0	74944.0
389766	4.0	0.0
387103	311.0	303.0
387104	15.0	2.0
27079	727.0	666.0
389763	0.0	0.0
341784	1.0	4.0
642996	1.0	0.0
27072	4946.0	5895.0
160419	1.0	1.0
64061	3740.0	735.0
400609	0.0	0.0
160418	2700.0	2380.0
64063	214.0	1584.0
27071	413.0	1313.0
64062	4895.0	2142.0
91695	377.0	405.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1444.0	14.0
100313770	0.0	0.0
64077	1251.0	941.0
91694	2113.0	962.0
100313771	0.0	0.0
390790	7.0	1.0
221927	2531.0	3981.0
390792	4.0	0.0
400680	16.0	0.0
27043	4355.0	4171.0
27044	13148.0	30534.0
27042	2382.0	3270.0
389799	3.0	5.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	3560.0	48.0
100313777	0.0	0.0
27040	42.0	5.0
100313774	0.0	0.0
64073	231.0	5732.0
64087	7830.0	6960.0
221914	31.0	20.0
64089	1155.0	420.0
100313781	0.0	0.0
91683	1319.0	12.0
91689	3335.0	4411.0
100313780	0.0	0.0
245908	0.0	0.0
91687	334.0	655.0
245909	0.0	0.0
400673	372.0	374.0
389792	508.0	804.0
389791	10.0	0.0
387129	0.0	0.0
400668	10.0	0.0
389787	37.0	3.0
64081	782.0	375.0
64080	302.0	585.0
64083	7949.0	16543.0
64084	15666.0	268.0
64098	575.0	323.0
64097	1660.0	1938.0
400660	30.0	1.0
8909	76.0	10.0
27022	7.0	12.0
8907	5127.0	3010.0
341757	0.0	0.0
400658	13.0	0.0
8908	34672.0	4225.0
147407	0.0	0.0
27020	9452.0	10284.0
400657	906.0	222.0
27023	0.0	1.0
400654	0.0	0.0
64090	3.0	12.0
64092	380.0	290.0
64091	469.0	78.0
8900	48.0	4.0
64094	18229.0	12431.0
8905	2857.0	1144.0
147409	31.0	0.0
64093	1438.0	10858.0
8906	1325.0	896.0
64096	0.0	0.0
8904	6420.0	5057.0
221935	2314.0	212.0
221937	5169.0	3536.0
221938	0.0	0.0
400652	18.0	2.0
400650	0.0	14.0
27039	9.0	2.0
27032	9053.0	10406.0
27033	10.0	8.0
27030	1994.0	1025.0
27031	1051.0	126.0
27036	94.0	103.0
400645	0.0	0.0
27037	1680.0	1843.0
400644	9.0	0.0
27034	2883.0	1893.0
400643	0.0	0.0
27035	43.0	54.0
8912	940.0	1007.0
100313769	3.0	2.0
8913	161.0	24.0
8910	5009.0	625.0
8911	60.0	162.0
8916	2649.0	825.0
8914	1178.0	2211.0
8915	1426.0	1269.0
245935	0.0	0.0
245936	0.0	0.0
245937	21.0	2.0
245938	0.0	0.0
8930	2632.0	1890.0
245939	0.0	0.0
221960	489.0	766.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	7608.0	4054.0
8927	183.0	54.0
8928	1.0	0.0
8925	10528.0	4658.0
8926	14.0	7.0
221955	1285.0	1823.0
8941	1.0	1.0
8942	758.0	289.0
375189	38.0	6.0
8940	40.0	62.0
245940	0.0	0.0
206338	2433.0	7.0
375190	763.0	214.0
196446	17.0	62.0
8934	2707.0	769.0
8935	6618.0	7521.0
196441	3064.0	1305.0
8932	8540.0	4256.0
8933	6291.0	4520.0
8938	356.0	179.0
8939	5066.0	2691.0
8936	984.0	219.0
326105	4.0	5.0
245913	0.0	0.0
245915	0.0	0.0
221981	2188.0	506.0
245910	0.0	0.0
206358	1117.0	1496.0
245911	0.0	0.0
245912	3.0	1.0
196415	0.0	1.0
642909	1.0	4.0
642907	0.0	0.0
8945	2412.0	3286.0
54659	0.0	0.0
54658	0.0	0.0
8943	10000.0	14227.0
54657	0.0	0.0
8944	0.0	0.0
196410	64.0	19.0
245927	0.0	0.0
245928	0.0	0.0
6300	812.0	295.0
245929	0.0	0.0
6302	3671.0	1578.0
6301	10537.0	7489.0
160492	2.0	0.0
54662	5019.0	2994.0
54661	13.0	13.0
54660	83.0	35.0
54665	2604.0	965.0
54664	6159.0	10250.0
54663	1341.0	927.0
8970	25.0	67.0
8971	3970.0	1869.0
101928363	20.0	0.0
8974	2982.0	10925.0
6311	3318.0	2012.0
8975	2812.0	771.0
6310	4349.0	2656.0
91612	5537.0	4624.0
100421601	0.0	0.0
8972	35.0	3.0
8973	1.0	7.0
245972	5.0	39.0
245973	307.0	96.0
54677	1590.0	2694.0
54676	3384.0	1936.0
54675	5158.0	4896.0
147468	0.0	0.0
54674	464.0	9.0
6304	3202.0	3134.0
6303	12645.0	42684.0
8968	0.0	0.0
6305	6428.0	10461.0
91603	1294.0	371.0
91608	2841.0	43.0
6307	2305.0	10628.0
642924	12.0	4.0
8969	24.0	35.0
6309	4186.0	2049.0
91607	5484.0	956.0
6320	390.0	416.0
6322	1232.0	354.0
8985	4449.0	6134.0
8986	2416.0	1692.0
64002	0.0	0.0
101928378	94.0	9.0
6324	1194.0	262.0
64005	536.0	83.0
6323	3.0	0.0
101928376	3.0	8.0
54680	2352.0	1522.0
642938	32.0	8.0
54682	3738.0	15554.0
54681	1792.0	3498.0
196403	1544.0	691.0
6315	0.0	0.0
6314	2800.0	1791.0
6317	0.0	0.0
8976	6208.0	9241.0
6319	152774.0	324352.0
6318	0.0	0.0
642935	18.0	5.0
8992	10446.0	15717.0
8993	2.0	0.0
6331	155.0	3.0
8991	14671.0	33967.0
6330	4666.0	426.0
100421621	32.0	7.0
8996	1691.0	1320.0
101928388	2.0	1.0
6332	630.0	152.0
8997	3570.0	537.0
8994	2589.0	6341.0
6335	490.0	19.0
8995	32.0	12.0
6334	174.0	904.0
147495	13432.0	312.0
100421629	0.0	0.0
8989	6.0	5.0
6326	394.0	1.0
8987	1589.0	92.0
6328	1018.0	4.0
91624	3384.0	551.0
6327	387.0	1.0
8988	1.0	0.0
6329	3534.0	324.0
642946	98.0	70.0
6340	278.0	78.0
6342	14026.0	8047.0
6341	3478.0	3016.0
6344	134.0	7.0
100421633	1.0	0.0
6343	0.0	3.0
100421634	5.0	1.0
6346	0.0	0.0
6345	446.0	38.0
100421638	0.0	0.0
642958	2.0	0.0
642959	5.0	0.0
6337	4877.0	32361.0
642952	0.0	1.0
6336	0.0	1.0
6339	131.0	16.0
91614	68.0	535.0
8999	66.0	5.0
6338	1860.0	2139.0
642954	34.0	16.0
6351	355.0	164.0
6352	2883.0	426.0
6355	485.0	24.0
6354	6.0	0.0
6357	974.0	2.0
6356	3.0	41.0
100421528	2.0	0.0
6348	209.0	176.0
6347	2532.0	235.0
196394	300.0	259.0
6362	221.0	94.0
6361	32.0	17.0
6364	5.0	4.0
6363	1135.0	15.0
100421533	21.0	34.0
6366	10001.0	6.0
100421535	0.0	0.0
6368	69.0	6.0
6367	118.0	149.0
101928337	0.0	0.0
6360	53.0	1.0
255349	4.0	1.0
6359	1.0	0.0
6358	2515.0	82.0
6373	177.0	58.0
101928340	17.0	2.0
6372	22.0	0.0
100421542	0.0	0.0
6375	27.0	11.0
6374	41.0	0.0
100421545	15.0	16.0
6376	13171.0	393.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	1.0
255313	0.0	0.0
196374	0.0	0.0
6369	19.0	0.0
