id	15b1a310-59b4-41e8-bbc3-19131f12ee09	5627702f-b816-439c-8ae2-43b51d455432
100419947	0.0	2.0
22808	5302.0	1622.0
22809	1387.0	2854.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	47.0	55.0
22822	11152.0	1843.0
22823	1579.0	1647.0
22824	1694.0	3271.0
101929086	0.0	0.0
22826	7043.0	7944.0
22827	4614.0	15665.0
643653	0.0	0.0
22828	4196.0	5546.0
22829	0.0	0.0
112574	3679.0	2341.0
100419955	0.0	0.0
56241	4550.0	284206.0
100420946	0.0	1.0
56242	1168.0	1560.0
22820	10743.0	32384.0
22821	2181.0	2125.0
100419950	1.0	0.0
10844	3476.0	4168.0
83844	2.0	3.0
10846	318.0	360.0
10845	3642.0	3397.0
10848	2518.0	2392.0
56243	15415.0	17457.0
10847	10194.0	15016.0
56244	18.0	1.0
56245	26.0	4.0
10849	272.0	534.0
56246	91.0	3.0
643646	55.0	13.0
10840	1487.0	22.0
10842	3.0	0.0
101929093	0.0	0.0
10841	2.0	2.0
643648	0.0	0.0
101929010	4.0	2.0
100420950	6.0	1.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	1.0	0.0
100271605	0.0	0.0
100419963	1.0	0.0
100271613	1.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	1.0
101929025	0.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	1.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	0.0	2.0
100420972	0.0	0.0
100420975	3.0	7.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	4.0	7.0
391436	0.0	0.0
161582	75.0	83.0
124599	44.0	12.0
101929052	0.0	0.0
391485	0.0	2.0
222611	1.0	3.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	6.0
22899	2110.0	517.0
391462	0.0	0.0
22891	166.0	635.0
22893	1524.0	3288.0
22894	4389.0	5818.0
22895	15.0	423.0
148581	1.0	0.0
22897	1532.0	953.0
22898	1189.0	1251.0
22890	3061.0	3270.0
391470	0.0	0.0
391472	0.0	0.0
391475	0.0	1.0
101929008	44.0	31.0
222659	0.0	3.0
440894	51.0	120.0
222658	7792.0	7190.0
102724035	0.0	0.0
100271575	6.0	0.0
100271577	1.0	1.0
100271571	1.0	0.0
81175	11.0	11.0
81176	5.0	26.0
100271570	0.0	2.0
93145	1424.0	576.0
440888	0.0	0.0
222642	8.0	1.0
222643	92.0	38.0
401289	10.0	5.0
401288	64.0	50.0
401285	0.0	0.0
81166	0.0	0.0
100271564	8.0	8.0
81168	0.0	0.0
100271566	10.0	1.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	2.0
100271551	4.0	0.0
81198	0.0	0.0
81191	0.0	5.0
81192	0.0	1.0
81193	0.0	18.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	2.0
220001	208.0	39.0
222662	5.0	35.0
401265	294.0	32.0
222663	181.0	4077.0
220002	2505.0	2991.0
93166	995.0	457.0
401264	734.0	301.0
220004	106.0	96.0
100271539	0.0	0.0
401262	23.0	0.0
93164	539.0	127.0
100271547	0.0	0.0
100271549	0.0	3.0
81188	0.0	0.0
100271543	0.0	5.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	48.0	4.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1163.0	2358.0
440854	18.0	94.0
222698	105.0	11.0
222696	109.0	13.0
161497	12.0	4.0
100271529	9.0	2.0
222699	26.0	50.0
100271536	0.0	0.0
100271538	9.0	8.0
100271537	0.0	0.0
93190	0.0	5.0
283601	0.0	1.0
100271531	1.0	0.0
283600	1.0	2.0
220042	139.0	639.0
93183	1661.0	2754.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	1633.0	8417.0
100271525	0.0	0.0
100271526	14.0	24.0
100271521	1.0	0.0
100271520	0.0	0.0
220032	16.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	4.0	3.0
220064	620.0	3079.0
220047	6.0	39.0
100271503	0.0	0.0
10808	5852.0	19649.0
56130	277.0	28.0
10807	1236.0	1936.0
56131	816.0	192.0
56132	541.0	254.0
10809	1912.0	23918.0
220081	21.0	12.0
83756	20.0	1059.0
10811	108.0	259.0
56137	42.0	171.0
10810	2434.0	954.0
83755	0.0	0.0
56138	65.0	464.0
83758	286.0	34.0
10813	1563.0	1534.0
56139	220.0	716.0
401207	417.0	345.0
220082	0.0	2.0
83757	1.0	0.0
83752	8796.0	13684.0
56133	290.0	983.0
10815	182.0	255.0
10814	0.0	2.0
56134	29.0	151.0
10817	227.0	120.0
56135	34.0	219.0
10816	0.0	0.0
283643	69.0	437.0
56136	14.0	10.0
643535	1.0	3.0
643536	0.0	0.0
22800	1953.0	1571.0
22801	3727.0	9880.0
643550	4.0	2.0
22802	913.0	1.0
22803	7953.0	17051.0
440804	2.0	23.0
22806	459.0	302.0
22807	1087.0	1298.0
10819	146.0	268.0
56140	3.0	14.0
10818	4634.0	4548.0
56141	7.0	18.0
56142	46.0	31.0
56143	15.0	57.0
83737	5494.0	6509.0
220070	0.0	2.0
10822	0.0	0.0
283638	1821.0	4073.0
83744	435.0	716.0
10821	23.0	12.0
10824	8.0	3.0
83746	2049.0	5802.0
10823	0.0	0.0
83741	0.0	0.0
283635	2276.0	4885.0
10826	9014.0	598.0
220074	956.0	1592.0
56144	38.0	361.0
10825	1187.0	1153.0
56145	80.0	41.0
83740	0.0	0.0
83743	1793.0	2608.0
56146	31.0	27.0
10828	2.0	2.0
10827	1781.0	2031.0
83742	7905.0	4110.0
56147	8.0	5.0
283631	2.0	2.0
10820	6.0	2.0
440836	279.0	527.0
643563	3.0	0.0
56154	2.0	0.0
81109	0.0	0.0
283629	148.0	50.0
56159	8.0	4.0
81115	0.0	0.0
81116	0.0	0.0
56155	47.0	177.0
283624	1280.0	261.0
102724097	34.0	46.0
256006	35.0	65.0
56156	0.0	8.0
81113	0.0	0.0
56157	0.0	0.0
56158	1.0	0.0
81114	0.0	0.0
81110	0.0	0.0
440829	2.0	24.0
440823	103.0	138.0
440822	0.0	0.0
56163	1.0	0.0
56164	24.0	11.0
256021	40.0	14.0
56165	49.0	8.0
83759	1524.0	2983.0
56160	1227.0	933.0
10800	490.0	62.0
283617	1.0	0.0
81104	0.0	0.0
10802	2658.0	3549.0
10801	11282.0	37788.0
10804	6.0	0.0
10803	8.0	5.0
56167	1.0	0.0
10806	1695.0	2432.0
56168	0.0	0.0
56169	69.0	110.0
643582	0.0	0.0
643586	3.0	15.0
256076	0.0	0.0
401253	1.0	1.0
56171	272.0	185.0
401251	1.0	1.0
56172	8293.0	9021.0
401250	1.0	0.0
81137	0.0	0.0
81138	8.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	15.0	35.0
283688	0.0	0.0
401247	5.0	31.0
81136	1.0	0.0
283687	133.0	104.0
283685	0.0	0.0
93109	590.0	544.0
283682	33.0	0.0
100126825	0.0	0.0
93107	0.0	0.0
643596	7.0	43.0
56180	761.0	1095.0
93100	746.0	2930.0
401242	3.0	184.0
256085	2.0	0.0
56181	4485.0	2959.0
81126	0.0	0.0
81127	0.0	0.0
83787	2866.0	3068.0
283677	4.0	0.0
401237	574.0	316.0
83786	2203.0	11172.0
401236	50.0	11.0
283673	170.0	207.0
93134	4286.0	3354.0
401233	0.0	0.0
401232	287.0	133.0
256051	926.0	128.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	1.0	0.0
283663	98.0	61.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	2.0	1.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1194.0	649.0
283659	537.0	431.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	1.0
283651	50.0	112.0
100271585	0.0	1.0
100271584	9.0	0.0
100271581	2.0	2.0
22998	11511.0	15384.0
22999	128.0	161.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	1.0
22990	8591.0	3231.0
100151671	0.0	0.0
100151672	0.0	3.0
22992	9878.0	29085.0
22993	3074.0	3885.0
100151674	0.0	1.0
22994	194.0	473.0
83903	39.0	287.0
22995	495.0	435.0
83902	0.0	0.0
22996	1105.0	3205.0
22997	194.0	381.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	4.0
100151684	1.0	3.0
100151685	0.0	0.0
100151681	9.0	1.0
56302	3.0	3.0
83901	0.0	0.0
342538	6.0	5.0
83900	0.0	0.0
56300	0.0	3.0
56301	284.0	2.0
124411	1033.0	1550.0
22976	1159.0	1840.0
22977	60.0	178.0
22978	2495.0	1767.0
22979	221.0	2326.0
22970	106.0	51.0
22971	1232.0	882.0
22974	338.0	10378.0
83932	710.0	1192.0
10998	322.0	32.0
83931	3904.0	2937.0
342527	108.0	3.0
148418	146.0	8.0
83933	92.0	312.0
124404	2.0	30.0
10999	1010.0	4112.0
124401	454.0	473.0
124402	498.0	1299.0
83930	1941.0	1752.0
56311	8.0	0.0
10990	998.0	139.0
100126693	3.0	3.0
10992	11261.0	25649.0
606500	0.0	0.0
10991	616.0	4781.0
10994	1539.0	5110.0
10993	42.0	811.0
22987	108.0	8.0
22989	13.0	6.0
22980	5350.0	11888.0
22981	537.0	116.0
22982	3847.0	2644.0
22983	39.0	145.0
22984	3053.0	2244.0
22985	8296.0	9427.0
22986	9.0	2.0
58986	1173.0	7961.0
148423	974.0	757.0
58985	168.0	7.0
342510	69.0	29.0
283694	0.0	0.0
283693	20.0	25.0
283692	14.0	2.0
22954	1803.0	3409.0
22955	4148.0	2466.0
112487	1209.0	935.0
22950	1694.0	2337.0
391524	0.0	3.0
22952	16.0	0.0
22953	12.0	0.0
391526	0.0	0.0
10975	2289.0	4238.0
83953	0.0	0.0
10978	832.0	1003.0
83955	11.0	13.0
10979	8626.0	4259.0
112495	1886.0	3839.0
10970	5540.0	15195.0
56339	1951.0	1244.0
10972	33911.0	29721.0
10971	27316.0	25152.0
10974	0.0	0.0
10973	4373.0	6296.0
401409	31.0	298.0
112479	1106.0	1473.0
112476	207.0	50.0
391530	0.0	0.0
83939	12723.0	5601.0
56341	3.0	3.0
391533	2.0	0.0
124460	201.0	146.0
83935	422.0	83.0
83938	251.0	83.0
391538	0.0	3.0
83937	1349.0	575.0
10987	3206.0	5434.0
83943	836.0	481.0
83942	0.0	0.0
10989	4925.0	11781.0
10988	6516.0	7743.0
56342	62.0	140.0
124454	2070.0	2298.0
56344	0.0	0.0
83941	1590.0	1216.0
83940	2135.0	1702.0
643503	0.0	0.0
10981	1636.0	694.0
112483	2538.0	1585.0
10980	4527.0	7413.0
10983	55914.0	29192.0
10982	5203.0	4314.0
643507	13.0	6.0
10985	6958.0	10817.0
10984	596.0	309.0
22932	582.0	474.0
22933	4019.0	2940.0
22934	1086.0	1671.0
22936	4649.0	8928.0
22937	4691.0	8860.0
22938	4667.0	6586.0
112464	1354.0	793.0
22930	7945.0	8136.0
22931	7130.0	8821.0
81309	0.0	0.0
391504	1.0	0.0
10954	1359.0	1691.0
10953	2277.0	4447.0
10956	14335.0	26812.0
81315	0.0	0.0
10955	17097.0	17717.0
391508	1.0	3.0
81316	0.0	0.0
10957	10075.0	2970.0
124446	6167.0	3723.0
81310	0.0	0.0
10959	24071.0	34585.0
22929	4181.0	4638.0
10950	1130.0	475.0
10952	3818.0	5609.0
10951	5321.0	28880.0
22943	112.0	34.0
22944	863.0	883.0
22945	1.0	0.0
22947	0.0	0.0
22948	8048.0	19682.0
22949	2806.0	2158.0
83957	0.0	4.0
22941	3895.0	10135.0
83959	467.0	234.0
10965	854.0	1387.0
391518	0.0	0.0
10964	1743.0	880.0
81304	0.0	0.0
10966	1794.0	562.0
10969	2154.0	3751.0
81300	0.0	0.0
10961	5276.0	16659.0
10960	5163.0	14466.0
643529	138.0	15.0
10963	5474.0	26531.0
10962	348.0	890.0
148479	2291.0	3070.0
197407	469.0	766.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1909.0	1560.0
391548	0.0	3.0
767588	1.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	1.0
391552	12.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	7.0	14.0
767577	1.0	0.0
767579	5.0	0.0
767578	2.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	0.0	2.0
207107	25.0	31.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	1.0	0.0
767564	0.0	0.0
767563	1.0	0.0
474345	3.0	1.0
474344	4009.0	663.0
474343	111.0	189.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	1.0	30.0
161406	33.0	12.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	7.0	25.0
100151641	0.0	0.0
246715	1.0	1.0
767557	25.0	28.0
606553	0.0	0.0
606551	25.0	37.0
474354	22.0	1.0
100151657	0.0	0.0
100151658	1.0	0.0
100151654	1.0	2.0
161436	140.0	124.0
100151655	0.0	0.0
391584	1.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	27.0	20.0
100151652	0.0	0.0
100151668	1.0	1.0
391592	1.0	5.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2918.0	4229.0
100151667	0.0	0.0
391598	7.0	3.0
100151661	1.0	3.0
100151663	0.0	0.0
474338	15.0	33.0
474337	0.0	1.0
197370	3365.0	3453.0
220112	12.0	9.0
246744	3.0	5.0
220115	30.0	12.0
93273	38.0	1.0
100271459	2.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	1.0
100271456	0.0	0.0
100271451	2.0	1.0
81295	0.0	0.0
100271452	0.0	0.0
220108	640.0	50.0
220107	63.0	60.0
100271448	1.0	0.0
100271447	1.0	0.0
100271449	0.0	0.0
100271444	6.0	0.0
100271445	0.0	1.0
81285	20.0	38.0
81282	0.0	0.0
197350	12.0	28.0
246720	6.0	2.0
401399	118.0	81.0
401398	31.0	20.0
246721	0.0	0.0
220134	47.0	530.0
401397	2134.0	1424.0
246723	22.0	30.0
220136	86.0	93.0
401393	6.0	11.0
100271437	0.0	0.0
100271439	0.0	0.0
100271438	1.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	150.0	352.0
246731	2.0	0.0
401387	14.0	0.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	73.0	151.0
100271420	0.0	0.0
197358	397.0	169.0
199990	931.0	2108.0
246785	52.0	94.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	126.0	100.0
100271414	0.0	0.0
100887075	1.0	0.0
439990	190.0	25.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	220.0	122.0
100271413	0.0	0.0
197320	993.0	541.0
439996	1.0	0.0
100887074	0.0	0.0
439992	96.0	33.0
100887073	0.0	0.0
197322	954.0	1308.0
439994	157.0	97.0
102724105	384.0	170.0
220147	1.0	0.0
100271404	0.0	0.0
100887067	0.0	39.0
102724101	0.0	0.0
100271406	1.0	0.0
100271405	9.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	13.0	40.0
197335	558.0	972.0
440993	1478.0	824.0
440992	88.0	15.0
161394	112.0	210.0
199964	71.0	10.0
8000	40.0	1090.0
8001	16.0	1.0
246777	73.0	14.0
246778	6.0	8.0
606495	377.0	455.0
199974	1371.0	1410.0
8013	115.0	87.0
22911	1454.0	1528.0
439949	162.0	6.0
22913	5480.0	14333.0
643421	0.0	1.0
22914	20.0	0.0
22915	11129.0	38.0
439945	0.0	0.0
22916	5174.0	7088.0
731605	6.0	12.0
22917	18.0	452.0
10929	6211.0	3241.0
10928	6298.0	5417.0
56252	7567.0	4311.0
56253	32.0	21.0
401331	164.0	121.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	3638.0	1611.0
56259	3039.0	4633.0
83876	80.0	114.0
81215	0.0	0.0
83879	249.0	30.0
10934	3.0	2.0
83878	257.0	74.0
283768	5.0	0.0
10933	20023.0	19051.0
10936	224.0	154.0
56254	5141.0	9089.0
83873	12.0	5.0
256148	0.0	0.0
81210	1.0	3.0
283767	0.0	0.0
56255	12656.0	10504.0
83872	5117.0	6656.0
10935	10761.0	11563.0
81211	1.0	0.0
56256	4417.0	8695.0
10938	2844.0	5887.0
83875	181.0	8.0
83874	633.0	2717.0
56257	3330.0	5084.0
22907	3164.0	8535.0
643414	46.0	2.0
439953	10.0	16.0
22908	4353.0	4876.0
83871	4343.0	1449.0
22909	1604.0	1396.0
283761	2.0	0.0
439954	0.0	0.0
643418	1.0	2.0
10930	18.0	6.0
439950	4.0	0.0
22921	1540.0	1396.0
8022	0.0	0.0
440926	405.0	770.0
22924	1141.0	979.0
440925	66.0	36.0
8028	2711.0	2448.0
22925	4337.0	1080.0
8029	614.0	74.0
22926	7583.0	7427.0
439934	0.0	0.0
22927	1178.0	967.0
8027	1626.0	1805.0
22928	3948.0	8031.0
439936	14.0	0.0
56261	4639.0	11414.0
56262	4378.0	4400.0
10939	3451.0	4119.0
401321	394.0	137.0
8021	6124.0	6156.0
83858	101.0	212.0
22920	3554.0	5924.0
56260	346.0	180.0
10943	2512.0	2193.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	68.0	113.0
81204	0.0	0.0
10945	13187.0	14438.0
83868	0.0	0.0
81205	0.0	0.0
10944	9515.0	17177.0
83867	0.0	0.0
10947	1795.0	1230.0
56265	800.0	475.0
83862	2633.0	2195.0
401316	40.0	71.0
83861	1274.0	2375.0
283755	577.0	57.0
10946	6834.0	6591.0
56267	2578.0	2324.0
10949	9048.0	8623.0
81201	0.0	0.0
10948	1697.0	17398.0
256158	716.0	51.0
83863	0.0	0.0
81202	0.0	0.0
22918	9672.0	5146.0
22919	9363.0	16026.0
439941	0.0	0.0
83860	1319.0	1069.0
8019	2336.0	6451.0
10941	0.0	0.0
643427	57.0	18.0
10940	445.0	906.0
8036	4364.0	3616.0
8034	1520.0	1234.0
440957	412.0	1390.0
440956	1.0	1.0
440955	0.0	0.0
8038	398.0	12513.0
10907	2203.0	2879.0
10906	2766.0	4208.0
440952	135.0	17.0
10908	1480.0	2198.0
93210	1879.0	12397.0
8031	23432.0	11931.0
256130	63.0	0.0
56270	5163.0	8047.0
56271	3112.0	471.0
8030	12709.0	13567.0
10910	4937.0	3508.0
83899	0.0	0.0
81236	0.0	0.0
283748	2.0	11.0
10912	59.0	646.0
283747	0.0	2.0
10911	6.0	4.0
10914	14234.0	22215.0
256126	24.0	146.0
83895	0.0	2.0
10913	48.0	0.0
83894	7.0	38.0
10916	14644.0	63171.0
83897	0.0	2.0
401303	62.0	36.0
10915	3631.0	2802.0
283742	3305.0	3672.0
83896	1.0	2.0
83891	877.0	1449.0
83890	41.0	7.0
83893	1.0	0.0
81230	0.0	0.0
83892	7524.0	5504.0
22900	2906.0	1694.0
93202	0.0	2.0
22901	916.0	3348.0
22902	3164.0	2194.0
8045	232.0	1639.0
22903	3560.0	2749.0
22904	1630.0	6398.0
22905	1907.0	3828.0
8048	0.0	0.0
440944	852.0	2275.0
22906	5752.0	5931.0
256144	0.0	0.0
10917	3.0	12.0
10919	2710.0	3738.0
83888	513.0	8.0
10921	4966.0	9705.0
283738	2.0	0.0
83887	6.0	0.0
10920	4141.0	5998.0
81226	0.0	0.0
10923	8057.0	8263.0
10922	1659.0	3540.0
83889	2.0	4.0
81228	0.0	0.0
83884	2.0	1.0
56287	2.0	2.0
81221	0.0	0.0
56288	6747.0	4414.0
10924	1330.0	1579.0
10927	12745.0	11535.0
83886	58.0	270.0
81223	0.0	0.0
10926	433.0	1583.0
81224	0.0	0.0
643447	0.0	2.0
643445	0.0	0.0
83882	71.0	11.0
83881	30.0	2.0
439965	27.0	11.0
643446	14.0	36.0
93233	20.0	111.0
256190	0.0	0.0
112401	0.0	0.0
106481976	2.0	0.0
8050	1644.0	3037.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	27.0	11.0
106481975	0.0	0.0
106481978	1.0	1.0
106481979	0.0	0.0
106481980	0.0	0.0
100271499	0.0	0.0
100271498	1.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	0.0
81251	6.0	3.0
100271491	2.0	6.0
100271493	1.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	50.0	75.0
8065	3573.0	3696.0
81248	0.0	11.0
10901	416.0	543.0
10900	14.0	31.0
10903	1497.0	710.0
81243	2.0	2.0
10902	3572.0	3473.0
81244	1.0	1.0
100271487	5.0	4.0
10905	6106.0	4793.0
10904	8046.0	7049.0
81246	0.0	7.0
283796	1.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	3.0	0.0
100271486	0.0	0.0
100271485	3.0	0.0
81242	1.0	13.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	7284.0	9943.0
440917	1.0	20.0
439927	1.0	31.0
440915	39.0	172.0
8078	3279.0	8017.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	2.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	20395.0	6058.0
106481959	0.0	0.0
8073	16758.0	28459.0
106481956	1.0	0.0
8074	2.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	8.0	1.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	156.0	249.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	1.0	1.0
100271470	0.0	0.0
440905	261.0	14.0
439916	0.0	0.0
8089	968.0	1533.0
440902	2.0	6.0
643499	0.0	0.0
439915	0.0	0.0
440900	10.0	1.0
8082	11709.0	1470.0
106481965	0.0	0.0
106481966	5.0	0.0
106481963	1.0	0.0
106481964	0.0	0.0
8086	1716.0	2575.0
106481969	0.0	0.0
8087	9924.0	13232.0
106481967	11.0	1.0
8085	6086.0	9121.0
106481968	0.0	0.0
102724167	0.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	1.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	2.0	0.0
100271467	3.0	0.0
106481971	0.0	1.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	13305.0	3543.0
81264	0.0	1.0
100271460	4.0	3.0
731688	10.0	7.0
728034	0.0	0.0
8099	6546.0	6777.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	1.0	0.0
106481933	0.0	0.0
8091	16.0	33.0
106481930	0.0	0.0
8092	63.0	12.0
106481931	2.0	0.0
106481936	0.0	0.0
728039	150.0	52.0
106481937	0.0	0.0
106481934	2.0	0.0
106481935	2.0	0.0
56413	82.0	62.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	0.0	12.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	2.0	1.0
106481947	0.0	0.0
106481948	1.0	2.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	1.0
106481951	0.0	0.0
283358	255.0	393.0
344838	1.0	0.0
106481918	0.0	0.0
106481919	13.0	7.0
106481916	0.0	2.0
106481917	0.0	0.0
572558	126.0	0.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	1.0	0.0
106481912	0.0	1.0
106481913	0.0	0.0
283349	5046.0	6981.0
100126572	0.0	0.0
106481929	4.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	7.0	0.0
728042	0.0	0.0
106481921	4.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	1.0	1.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	73.0	3.0
101234262	13.0	9.0
767612	0.0	0.0
767611	0.0	0.0
283337	2770.0	3274.0
344813	1.0	1.0
114548	296.0	89.0
81406	0.0	43.0
81407	0.0	0.0
344807	0.0	0.0
126526	702.0	1110.0
767600	0.0	0.0
344805	0.0	48.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	12.0	262.0
102800446	101.0	1.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	0.0	7.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	10.0	21.0
728013	222.0	97.0
283392	1060.0	2.0
728012	0.0	0.0
728015	0.0	0.0
728010	0.0	2.0
81428	1.0	6.0
728019	2.0	2.0
56478	2915.0	4060.0
56479	59.0	42.0
126506	1.0	0.0
56474	2394.0	2301.0
81430	2.0	0.0
56475	8.0	3.0
81431	0.0	0.0
56476	1.0	2.0
56477	22644.0	60.0
93408	1.0	5.0
283385	66.0	125.0
283383	2003.0	238.0
728005	9.0	1.0
81419	1.0	0.0
81421	0.0	0.0
283377	1104.0	2286.0
643401	8.0	6.0
283375	0.0	4.0
283373	3105.0	6924.0
151525	942.0	1155.0
126567	23.0	61.0
391211	0.0	0.0
151534	268.0	980.0
151531	27.0	6.0
114569	6073.0	39160.0
126549	28.0	13.0
114571	0.0	0.0
100527978	80.0	48.0
126541	0.0	0.0
126536	0.0	0.0
151556	935.0	540.0
391242	0.0	0.0
728075	0.0	0.0
440699	7.0	1.0
440695	32.0	0.0
728072	0.0	0.0
100527960	7.0	1.0
391253	1.0	0.0
728064	1.0	0.0
100527963	10.0	43.0
728066	2.0	5.0
440689	41.0	1059.0
391257	0.0	0.0
391256	5.0	6.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	12.0	46.0
728090	0.0	0.0
728088	7.0	1.0
100527943	7.0	4.0
114599	3.0	4.0
126581	0.0	0.0
151516	141.0	66.0
728082	0.0	0.0
100527945	1.0	0.0
728081	1.0	0.0
100527946	1.0	3.0
100527947	0.0	0.0
100527948	5.0	0.0
100527949	0.0	0.0
643384	1.0	2.0
391160	3.0	0.0
643382	21.0	2.0
391162	0.0	0.0
692312	0.0	2.0
163479	2.0	0.0
391169	0.0	0.0
100271332	2.0	2.0
391171	0.0	0.0
391174	44.0	4.0
643394	8.0	1.0
391175	3.0	0.0
391179	0.0	1.0
93380	4711.0	2925.0
100271323	2.0	0.0
100271322	0.0	0.0
100271325	10.0	5.0
100271321	0.0	0.0
401036	1.0	1.0
440672	0.0	1.0
100271316	0.0	0.0
100271317	0.0	0.0
