id	44355367-8f17-4d9b-94de-993036a280f3	49e76e89-2cca-45da-91ac-e4c8c9c4d35e
100873351	0.0	1.0
285512	153.0	11.0
1022	1105.0	1141.0
285513	608.0	549.0
1021	2319.0	995.0
1020	343.0	783.0
440299	2.0	0.0
1019	2731.0	3222.0
128709	1.0	0.0
1018	31.0	15.0
1017	1378.0	1628.0
1016	1.0	12.0
1015	10.0	3.0
1014	13.0	0.0
1013	6.0	26.0
1012	3631.0	1560.0
116730	76.0	46.0
3674	56.0	65.0
100873358	0.0	0.0
3675	6727.0	1608.0
100873357	0.0	0.0
3676	379.0	351.0
100128731	4376.0	8229.0
100873356	0.0	0.0
3678	6929.0	8655.0
3679	8002.0	1227.0
100873359	0.0	0.0
728464	39.0	21.0
728463	20.0	13.0
100128725	0.0	1.0
3690	299.0	111.0
3691	10952.0	2926.0
100873343	0.0	0.0
3692	3520.0	6785.0
3693	11645.0	15001.0
285521	996.0	1178.0
100873342	0.0	0.0
3694	2892.0	1517.0
100873341	0.0	0.0
3695	170.0	80.0
100873340	0.0	0.0
100128723	0.0	0.0
1033	61.0	604.0
1032	268.0	427.0
285525	4.0	0.0
1031	3312.0	1227.0
285527	3953.0	2697.0
1030	1941.0	1473.0
728468	0.0	0.0
440288	97.0	61.0
1029	234.0	385.0
440295	164.0	29.0
1028	2855.0	772.0
1027	5651.0	2863.0
1026	6491.0	11400.0
1025	3080.0	3536.0
1024	565.0	1608.0
3685	7773.0	7706.0
100873347	0.0	1.0
100873346	0.0	0.0
3687	262.0	1101.0
100873345	1.0	4.0
3688	28355.0	27509.0
100873344	0.0	0.0
3689	2193.0	5701.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	2.0	0.0
100873370	0.0	0.0
728498	34.0	1.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	22.0	30.0
100873375	0.0	0.0
100128710	0.0	3.0
285533	83.0	40.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	7.0	35.0
1043	540.0	1946.0
1041	12.0	0.0
1040	1617.0	3129.0
1039	1954.0	3187.0
1038	11.0	2.0
1036	1783.0	227.0
3696	2116.0	194.0
3697	3.0	0.0
100873379	0.0	0.0
3698	863.0	2.0
100873378	0.0	0.0
3699	217.0	73.0
100873377	0.0	0.0
728486	0.0	17.0
100873361	0.0	0.0
105373869	2.0	811.0
100873360	4.0	0.0
285540	122.0	97.0
100128705	1.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	2.0
100873362	0.0	0.0
100128701	1.0	5.0
1054	2529.0	1988.0
285547	0.0	0.0
1053	0.0	16.0
285548	0.0	0.0
1052	3526.0	2191.0
1051	2630.0	1992.0
728489	3.0	13.0
1050	3805.0	1658.0
100128707	0.0	2.0
1048	133.0	61.0
1047	58.0	298.0
1046	0.0	0.0
1045	0.0	0.0
100873369	9.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	3.0
1066	17483.0	991.0
1063	429.0	3338.0
1062	106.0	639.0
1061	4.0	1.0
1060	1742.0	741.0
440253	240.0	30.0
1059	4189.0	5965.0
1058	114.0	307.0
1057	1.0	0.0
85379	8107.0	2841.0
114112	660.0	669.0
1056	29.0	52.0
85377	1859.0	1235.0
85378	2495.0	1056.0
128745	0.0	0.0
85376	16.0	7.0
440248	810.0	157.0
1075	4271.0	6639.0
1074	12.0	94.0
1073	2972.0	711.0
1072	23710.0	61394.0
1071	192.0	208.0
440243	0.0	0.0
1070	893.0	790.0
1069	3214.0	4130.0
1068	0.0	0.0
85369	1753.0	1468.0
85366	1.0	6.0
85364	1202.0	1187.0
85365	2199.0	1617.0
85363	1510.0	405.0
85360	1276.0	881.0
1080	410.0	3.0
85391	1.0	26.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	3.0	0.0
153733	617.0	684.0
1087	11.0	18.0
1086	0.0	0.0
440279	36.0	6.0
1085	7.0	1.0
1084	3.0	0.0
440278	123.0	139.0
1082	0.0	2.0
403294	0.0	0.0
440275	4201.0	4944.0
1081	0.0	45.0
85397	7.0	24.0
85395	354.0	580.0
403285	0.0	0.0
1091	0.0	0.0
1090	5.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	3.0	6.0
440270	895.0	52.0
1089	6.0	0.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	13.0	7.0
285598	646.0	368.0
126133	1222.0	1571.0
128790	0.0	0.0
126129	275.0	240.0
126123	2.0	0.0
442862	0.0	0.0
126119	403.0	671.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	1.0	0.0
442896	0.0	0.0
114132	24.0	1.0
442897	0.0	0.0
442898	0.0	0.0
114134	450.0	484.0
442899	0.0	0.0
100128790	1.0	0.0
128760	10.0	6.0
100128788	59.0	89.0
100128787	0.0	0.0
440225	0.0	0.0
440224	8.0	0.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	135.0	95.0
100128781	3.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	0.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	96.0	485.0
102466616	0.0	0.0
126052	0.0	1.0
151009	56.0	13.0
403227	39.0	0.0
403228	0.0	0.0
138046	6.0	7.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	5.0
645572	0.0	0.0
645571	0.0	4.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	819.0	419.0
107131122	0.0	0.0
138050	6372.0	8948.0
403219	0.0	0.0
151011	5373.0	1953.0
645587	0.0	0.0
165679	362.0	575.0
126037	66.0	133.0
114049	2753.0	6662.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	587.0	461.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2230.0	2166.0
106481486	3.0	0.0
106481487	0.0	0.0
645579	190.0	144.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	75.0	207.0
645598	0.0	1.0
163007	5.0	14.0
114038	0.0	2.0
645591	0.0	0.0
106481495	0.0	0.0
114041	109.0	4.0
106481496	0.0	0.0
114042	7.0	4.0
106481493	0.0	0.0
114043	8.0	0.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	178.0	258.0
126017	431.0	338.0
106481497	2.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	4.0	1.0
85301	2273.0	463.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	2.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1427.0	2017.0
106481459	0.0	0.0
26994	8261.0	4532.0
106481457	10.0	7.0
26995	1778.0	3447.0
106481458	0.0	0.0
403271	0.0	0.0
26998	9.0	1.0
403272	0.0	0.0
102466659	0.0	0.0
26999	902.0	2467.0
403273	0.0	0.0
102466658	12.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	6.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1994.0	2213.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	3.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	1855.0	157.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	184.0	883.0
106481470	3.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	759.0	506.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	6.0	4.0
106481437	0.0	0.0
26974	269.0	149.0
153657	46.0	88.0
106481438	11.0	0.0
106481435	0.0	0.0
26973	1233.0	1599.0
165631	92.0	33.0
106481436	1.0	0.0
26978	21.0	32.0
126075	626.0	609.0
106481439	0.0	0.0
403250	0.0	0.0
126074	114.0	131.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1110.0	1631.0
106481444	2.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	4088.0	1648.0
85354	0.0	0.0
85352	46.0	66.0
403241	0.0	0.0
344462	1.0	5.0
403244	0.0	0.0
403245	0.0	0.0
153642	467.0	230.0
153643	9.0	10.0
403247	0.0	0.0
403248	0.0	0.0
26985	3211.0	3720.0
106481448	0.0	0.0
26986	51322.0	132054.0
126069	86.0	58.0
106481449	0.0	0.0
126068	558.0	174.0
106481446	0.0	0.0
26983	0.0	0.0
26984	789.0	801.0
106481447	0.0	0.0
106481451	1.0	3.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	373.0	55.0
106481455	0.0	0.0
85349	69.0	16.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	12.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	4.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	4.0	11.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	5.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1917.0	2408.0
100873390	0.0	0.0
728556	31.0	91.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	76.0	32.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	543.0	313.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	2.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	9.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	182.0	145.0
100873384	0.0	0.0
285601	15.0	30.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	1.0	2.0
63910	120.0	132.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	505.0	522.0
222008	0.0	185.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2745.0	2779.0
63904	0.0	0.0
106481430	0.0	3.0
163071	54.0	143.0
63906	785.0	608.0
106481433	0.0	0.0
63908	975.0	325.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	42.0	30.0
63920	370.0	252.0
63923	780.0	230.0
63922	301.0	1415.0
728577	417.0	72.0
63925	1445.0	988.0
63924	8544.0	869.0
63916	2820.0	2745.0
63917	3367.0	1970.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	6.0	2.0
728564	3.0	8.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1454.0	1163.0
106481402	0.0	0.0
63931	1664.0	1902.0
106481403	0.0	0.0
63934	564.0	139.0
728567	1.0	4.0
106481408	0.0	0.0
163088	15.0	4.0
63933	2032.0	1888.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2661.0	1739.0
163087	615.0	305.0
728568	295.0	437.0
106481407	14.0	9.0
3704	1325.0	2620.0
3705	5378.0	13111.0
63926	520.0	660.0
3706	26.0	15.0
63929	1141.0	1067.0
3707	4787.0	4095.0
63928	12.0	0.0
3708	9467.0	1346.0
106481411	0.0	0.0
3709	6750.0	2962.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	22.0	4.0
3702	251.0	242.0
3703	9004.0	10204.0
645506	0.0	1.0
151050	1064.0	538.0
645520	0.0	0.0
63941	1034.0	2294.0
63940	749.0	916.0
63943	242.0	854.0
728517	0.0	0.0
163033	266.0	529.0
258010	1987.0	1129.0
63947	0.0	0.0
63946	0.0	59.0
728513	1.0	0.0
100033803	0.0	0.0
3716	16870.0	10548.0
100033804	0.0	0.0
3717	1550.0	707.0
100033805	0.0	0.0
3718	392.0	829.0
63939	742.0	462.0
100033806	0.0	0.0
100190799	3.0	2.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	112.0	45.0
3710	2492.0	2084.0
3712	4276.0	4745.0
3713	7.0	8.0
3714	3019.0	1528.0
63950	5.0	10.0
728505	1.0	1.0
63951	114.0	2.0
100033807	0.0	0.0
728501	17.0	43.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	4305.0	7684.0
100033814	0.0	0.0
3727	11861.0	11688.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	15021.0	18885.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1475.0	1665.0
151056	168.0	162.0
3725	37421.0	14503.0
645528	2.0	0.0
728532	28.0	26.0
163059	401.0	205.0
728538	2.0	0.0
728537	213.0	73.0
63967	47.0	318.0
3737	20.0	0.0
3738	48.0	25.0
3739	18.0	0.0
645538	0.0	0.0
3730	1244.0	635.0
3732	3307.0	7547.0
3734	1.0	0.0
3735	6614.0	6706.0
3736	74.0	56.0
63970	315.0	6.0
3750	230.0	130.0
63971	5875.0	2921.0
63974	0.0	0.0
163049	2182.0	958.0
63973	33.0	0.0
63976	303.0	46.0
222068	4524.0	8804.0
63978	0.0	0.0
63977	607.0	724.0
63979	766.0	953.0
728524	0.0	0.0
3748	570.0	37.0
163051	33.0	36.0
3749	1221.0	283.0
163050	50.0	21.0
3741	104.0	27.0
645548	6.0	10.0
3743	0.0	0.0
3744	0.0	4.0
3745	1383.0	187.0
3746	14.0	15.0
3747	375.0	0.0
285671	745.0	116.0
285672	1539.0	1188.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	45.0	1.0
285676	86.0	33.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1007.0	340.0
283008	3.0	2.0
3751	376.0	300.0
100873435	0.0	0.0
3752	2160.0	164.0
100873434	0.0	0.0
3753	19.0	1.0
100873433	0.0	0.0
3754	46.0	248.0
100873432	0.0	0.0
3755	34.0	8.0
100873439	0.0	0.0
3756	15.0	271.0
100873438	0.0	0.0
3757	53.0	36.0
100873437	0.0	0.0
3758	13.0	6.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	78.0	38.0
3772	129.0	108.0
100861458	0.0	0.0
100861453	11.0	0.0
100861455	0.0	0.0
1107	9298.0	9022.0
1106	6825.0	3641.0
1105	3379.0	1696.0
1104	1255.0	4078.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1641.0	632.0
1101	3136.0	65.0
3762	235.0	542.0
100873424	0.0	0.0
3763	11.0	9.0
100128640	163.0	63.0
100873423	0.0	0.0
3764	1447.0	962.0
100873422	0.0	0.0
3765	1.0	1.0
100873421	0.0	0.0
3766	6.0	10.0
100873428	0.0	0.0
3767	255.0	972.0
100873427	0.0	0.0
3768	185.0	70.0
1109	5.0	0.0
100873426	4.0	0.0
1108	13143.0	17102.0
3769	10.0	0.0
100873425	4.0	0.0
100128637	2.0	2.0
100128639	0.0	0.0
3780	23.0	8.0
100873453	0.0	0.0
3781	35.0	129.0
100873452	0.0	0.0
3782	482.0	344.0
100873451	0.0	0.0
3783	1413.0	281.0
100873450	0.0	0.0
1121	1635.0	870.0
100861468	0.0	0.0
1120	175.0	83.0
100861469	0.0	0.0
1118	178.0	167.0
1117	799.0	26.0
1116	1626.0	3090.0
1114	65.0	0.0
1113	37.0	30.0
1112	5986.0	2786.0
1111	363.0	1207.0
3773	200.0	2.0
100873457	1.0	0.0
100873456	0.0	0.0
3775	337.0	1586.0
100873455	0.0	0.0
3776	509.0	124.0
100873454	0.0	0.0
3777	226.0	94.0
3778	1716.0	1678.0
3779	1913.0	179.0
100873459	0.0	0.0
1119	1749.0	1236.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	932.0	852.0
100128628	10.0	1.0
3791	6206.0	3722.0
100873442	0.0	0.0
3792	83.0	19.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	15.0	17.0
1131	226.0	58.0
1130	3095.0	1248.0
100861476	0.0	0.0
1129	1.0	0.0
1128	225.0	97.0
1124	283.0	212.0
1123	920.0	942.0
1122	1125.0	872.0
100861470	0.0	0.0
3784	725.0	445.0
100873446	0.0	0.0
3785	2.0	5.0
100873445	0.0	0.0
3786	203.0	174.0
100873444	0.0	0.0
3787	74.0	3.0
100873443	0.0	0.0
3788	21.0	14.0
100873449	0.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	153.0	68.0
100128618	0.0	0.0
728597	8.0	0.0
100128617	1.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	49.0	1.0
100873473	0.0	0.0
100873472	0.0	1.0
1143	16.0	4.0
285634	13.0	1.0
1142	0.0	0.0
1141	91.0	2.0
285636	2183.0	1408.0
1140	599.0	393.0
728599	2.0	1.0
1139	23.0	17.0
1138	65.0	56.0
1137	12.0	0.0
100861485	0.0	0.0
1136	22.0	3.0
1135	5.0	3.0
1134	11.0	199.0
1133	13.0	5.0
3795	233.0	253.0
100873479	0.0	3.0
3796	1392.0	1228.0
100873478	0.0	0.0
3797	1179.0	841.0
100873477	0.0	0.0
3798	160.0	9.0
100873476	0.0	0.0
3799	12621.0	10732.0
100873460	0.0	0.0
728586	12.0	10.0
285641	0.0	0.0
100873464	2.0	0.0
100873463	0.0	3.0
100873462	7.0	0.0
285643	0.0	3.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1200.0	5746.0
1153	18949.0	7438.0
1152	1775.0	1949.0
285647	21.0	4.0
728589	15.0	25.0
728588	0.0	2.0
1149	674.0	112.0
1147	1576.0	1046.0
1146	0.0	0.0
1145	42.0	30.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	170.0	1415.0
1163	787.0	1776.0
285659	0.0	0.0
1161	434.0	371.0
1160	396.0	81.0
1159	33.0	6.0
1158	2.0	0.0
1157	0.0	0.0
1155	1855.0	3005.0
550643	973.0	1562.0
283025	5.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2674.0	6107.0
1175	2434.0	6379.0
285668	44.0	1.0
1174	1322.0	2898.0
1173	13226.0	18848.0
550631	143.0	215.0
100873489	0.0	0.0
283014	18.0	3.0
100873488	0.0	0.0
100873487	2.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	60.0	12.0
1186	2266.0	4065.0
1185	1439.0	632.0
1184	326.0	621.0
1183	459.0	200.0
1182	5329.0	4139.0
1181	313.0	303.0
440375	44.0	27.0
1180	30.0	1.0
1179	0.0	0.0
1178	0.0	0.0
283089	9.0	3.0
85495	0.0	0.0
85480	197.0	6.0
283080	0.0	0.0
1198	2732.0	1741.0
1197	1.0	0.0
1196	2068.0	1827.0
1195	5627.0	1907.0
440366	8.0	2.0
1193	1999.0	1062.0
1192	11953.0	16165.0
1191	71028.0	33570.0
1188	27.0	13.0
283078	249.0	2550.0
85486	18.0	13.0
128615	0.0	0.0
85481	0.0	0.0
128611	98.0	36.0
440396	23.0	41.0
128609	2.0	0.0
128602	0.0	39.0
440387	0.0	0.0
128674	1.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	0.0	2.0
126014	81.0	311.0
440335	536.0	4485.0
100128690	0.0	0.0
114034	733.0	645.0
126006	73.0	67.0
114036	49.0	47.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	30.0	40.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	187.0	108.0
440356	1.0	7.0
440354	79.0	35.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	3.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	16.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	1.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	179.0	106.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	147.0	61.0
200734	3950.0	1764.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	5.0
100873408	0.0	1.0
100873407	0.0	0.0
100861430	4.0	6.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3233.0	3474.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	7.0	7.0
165530	220.0	103.0
85409	169.0	412.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	2.0	4.0
106481383	3.0	0.0
85417	46.0	42.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	265.0	351.0
106481389	0.0	0.0
85415	1932.0	1371.0
106481387	0.0	0.0
85413	3.0	2.0
106481388	4.0	3.0
645436	2.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	21.0	26.0
106481380	0.0	0.0
11	1.0	0.0
403341	729.0	544.0
12	364.0	16.0
13	84.0	28.0
14	5629.0	4728.0
15	0.0	0.0
16	7529.0	5916.0
645455	14.0	22.0
18	2011.0	1783.0
19	3342.0	2070.0
128580	18.0	9.0
85407	92.0	46.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1181.0	1232.0
106481395	0.0	0.0
85403	1439.0	1869.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	4.0
106481393	0.0	0.0
20	2850.0	4684.0
106481390	0.0	0.0
21	2632.0	18109.0
106481391	0.0	0.0
22	1445.0	1003.0
153571	345.0	469.0
153572	3014.0	1308.0
23	3792.0	5159.0
24	279.0	83.0
25	6923.0	7123.0
26	10.0	71.0
27	2601.0	2963.0
28	725.0	96.0
29	5216.0	3134.0
153579	4348.0	675.0
728615	0.0	0.0
728614	0.0	0.0
200765	223.0	304.0
106481358	0.0	2.0
106481359	0.0	0.0
728611	47.0	32.0
102466518	0.0	0.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	753.0	167.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2390.0	2765.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	151.0	60.0
106481366	0.0	0.0
30	2750.0	2655.0
106481360	0.0	0.0
31	5097.0	3689.0
32	11454.0	1105.0
33	370.0	25.0
34	3554.0	2075.0
35	2024.0	611.0
153562	952.0	1578.0
36	7430.0	3446.0
37	16490.0	7914.0
38	4537.0	2716.0
440307	8.0	0.0
39	845.0	1097.0
165545	12.0	30.0
106481369	0.0	0.0
728606	435.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	36.0	12.0
106481370	0.0	0.0
41	319.0	84.0
106481371	0.0	0.0
43	60.0	33.0
645486	2.0	0.0
47	9300.0	9287.0
48	7802.0	3296.0
49	16.0	22.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	4.0	0.0
106481340	0.0	0.0
85458	5020.0	1510.0
106481345	0.0	0.0
85459	785.0	511.0
106481346	0.0	0.0
85456	13715.0	21829.0
