id	f4a128be-6910-49c3-9f0c-b6bd702ab7ce	62299b4e-203a-4f74-a2d9-94e0617acfb8
4752	859.0	611.0
4753	471.0	210.0
100506428	370.0	92.0
4756	7289.0	3937.0
4758	3980.0	6142.0
4759	0.0	0.0
4771	3268.0	3431.0
4772	1701.0	711.0
4773	2320.0	756.0
348174	10.0	7.0
2110	2129.0	954.0
2108	4493.0	2783.0
2107	8836.0	6541.0
2104	735.0	40.0
2103	32.0	7.0
2101	1362.0	1505.0
4763	8861.0	3718.0
4764	0.0	0.0
4768	1.0	0.0
2109	2497.0	698.0
4780	10220.0	6722.0
4781	25512.0	9025.0
4782	12940.0	8235.0
4783	1780.0	3961.0
4784	15248.0	13996.0
2122	1427.0	393.0
2121	2945.0	1993.0
2120	8649.0	6983.0
143282	239.0	80.0
2119	2034.0	1209.0
2118	268.0	321.0
100303743	2.0	0.0
2117	4816.0	5163.0
2116	33.0	55.0
100303745	0.0	1.0
2115	1608.0	440.0
2114	5518.0	4731.0
167227	4963.0	1680.0
2113	10392.0	9387.0
143279	1692.0	381.0
4774	8416.0	1914.0
4775	2444.0	2228.0
4776	2085.0	1734.0
4778	13.0	42.0
4779	23573.0	18120.0
4790	5299.0	3962.0
348158	21.0	0.0
4791	2831.0	3708.0
4792	9036.0	5002.0
4793	854.0	2486.0
348156	40.0	42.0
4794	962.0	1972.0
4795	1228.0	1719.0
407052	0.0	0.0
2132	6083.0	9551.0
407053	0.0	0.0
2131	3516.0	7676.0
407050	10.0	0.0
2130	15358.0	13502.0
407051	0.0	0.0
407056	0.0	1.0
407054	0.0	0.0
407055	0.0	0.0
2128	3.0	1.0
2125	1702.0	3896.0
2124	1047.0	1216.0
2123	517.0	441.0
255919	1063.0	540.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	0.0	0.0
407040	4.0	1.0
2140	3277.0	1635.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	1726.0	965.0
2138	52.0	78.0
2137	3516.0	4808.0
2135	1241.0	563.0
2134	150.0	76.0
4796	346.0	1898.0
100303728	143.0	52.0
4798	3038.0	2143.0
4799	5057.0	2746.0
255928	85.0	13.0
255926	0.0	0.0
2155	103.0	10.0
2153	57.0	122.0
2152	3761.0	1327.0
2151	629.0	1010.0
2150	890.0	450.0
253314	0.0	1.0
2149	2582.0	3146.0
100288042	0.0	0.0
2147	4.0	2.0
2146	312.0	2740.0
2145	6356.0	1349.0
348120	0.0	0.0
2166	1561.0	875.0
2165	0.0	0.0
100288038	8.0	1.0
2162	3015.0	1894.0
2161	66.0	728.0
2160	0.0	1.0
100288035	0.0	0.0
2159	445.0	41.0
2158	0.0	0.0
2157	3265.0	873.0
652959	5.0	0.0
348110	3765.0	2727.0
2177	738.0	1469.0
2176	840.0	1278.0
2175	234.0	1593.0
2173	1253.0	259.0
2172	4.0	14.0
2171	986.0	1638.0
2170	337.0	579.0
338799	1088.0	280.0
100288022	0.0	0.0
100303755	210.0	281.0
2169	1.0	0.0
2168	4.0	0.0
2167	34413.0	933.0
2180	19562.0	5085.0
2188	1642.0	1135.0
2187	56.0	206.0
2186	9571.0	4091.0
2185	2996.0	3010.0
2184	3700.0	1890.0
338785	9.0	6.0
2182	3772.0	4435.0
2181	9130.0	6775.0
100288013	1.0	0.0
2178	549.0	775.0
255967	5516.0	1501.0
2191	598.0	2615.0
649324	0.0	0.0
2199	7113.0	13794.0
652972	8.0	1.0
100288008	1.0	0.0
2197	15677.0	12827.0
2196	3596.0	761.0
338773	1544.0	1386.0
652974	0.0	0.0
2195	20353.0	17667.0
652975	0.0	0.0
2194	20921.0	38317.0
2193	2271.0	3509.0
2192	22023.0	9414.0
104355140	1.0	0.0
652978	6.0	0.0
104355141	2.0	6.0
104355143	1.0	1.0
104355145	1.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	980.0	1325.0
104355148	10.0	7.0
104355149	0.0	0.0
121916	0.0	0.0
652968	137.0	66.0
652969	0.0	2.0
652960	4.0	1.0
649330	0.0	0.0
652961	1.0	0.0
338761	10.0	245.0
652963	1.0	0.0
652965	0.0	0.0
652966	0.0	0.0
338758	196.0	49.0
104355133	0.0	0.0
104355135	0.0	1.0
104355136	1.0	1.0
104355137	0.0	0.0
104355138	0.0	0.0
104355139	7.0	2.0
121906	1.0	1.0
192286	1672.0	1782.0
652995	127.0	1363.0
338751	0.0	0.0
338755	2.0	1.0
101290508	0.0	0.0
652985	1.0	0.0
101290506	107.0	123.0
101290504	4.0	2.0
101290503	0.0	0.0
104355150	0.0	0.0
101290502	0.0	0.0
104355151	0.0	0.0
104355152	0.0	0.0
338739	8.0	7.0
652991	0.0	0.0
101290501	0.0	0.0
101290500	0.0	1.0
100132247	267.0	273.0
121838	168.0	11.0
100132251	0.0	0.0
145814	3.0	13.0
100132264	2.0	0.0
100132268	3.0	0.0
145820	288.0	15.0
157807	26.0	1.0
338821	1.0	0.0
100132273	210.0	43.0
338811	110.0	45.0
338817	87.0	17.0
145837	290.0	2.0
375719	97.0	0.0
100132288	194.0	210.0
100132289	0.0	0.0
338809	12.0	2.0
101060321	1.0	0.0
100132291	5.0	2.0
375704	247.0	159.0
100132295	0.0	0.0
50484	2699.0	1850.0
50486	11128.0	743.0
50485	1870.0	1482.0
50488	7528.0	5482.0
50487	10.0	8.0
50489	103.0	81.0
387712	51.0	20.0
387718	0.0	0.0
387715	0.0	0.0
652904	1.0	4.0
101060301	1.0	0.0
387700	226.0	1.0
387707	13.0	1.0
387703	8.0	1.0
107063611	0.0	0.0
100506377	0.0	4.0
100506376	13.0	4.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	14.0	10.0
399726	129.0	698.0
101928969	270.0	9.0
375757	939.0	822.0
387733	5.0	1.0
100533990	2.0	6.0
375743	5163.0	1634.0
100506365	2216.0	1509.0
101928971	0.0	0.0
157869	1381.0	1672.0
143241	1.0	0.0
375748	1585.0	667.0
169841	318.0	97.0
387723	189.0	20.0
375775	2113.0	176.0
100506392	154.0	82.0
399708	0.0	0.0
100506390	0.0	0.0
399706	0.0	0.0
101928989	3.0	3.0
100506394	135.0	206.0
143244	32.0	32.0
387755	7.0	7.0
387751	693.0	196.0
100533970	58.0	33.0
387758	1421.0	587.0
101928991	1.0	0.0
100506380	362.0	796.0
100506385	10.0	57.0
101928999	0.0	0.0
399717	369.0	212.0
387745	51.0	8.0
170850	2.0	4.0
387742	0.0	0.0
387747	1.0	0.0
387748	6.0	0.0
100506334	213.0	83.0
100533955	5.0	1.0
100533952	3.0	1.0
100506330	36.0	24.0
101928922	0.0	0.0
4804	3244.0	167.0
387778	1.0	86.0
4807	17.0	39.0
4808	4.0	2.0
100132201	2.0	2.0
4809	6353.0	5332.0
387775	11.0	0.0
100134869	112.0	66.0
4800	2822.0	3437.0
4801	3176.0	3092.0
4802	3634.0	4072.0
4803	38.0	75.0
133874	21.0	8.0
399774	5.0	0.0
100506328	21.0	28.0
100506325	150.0	77.0
101928931	31.0	2.0
4815	200.0	467.0
4817	1970.0	2597.0
4818	326.0	465.0
387763	776.0	424.0
145853	496.0	294.0
375791	50.0	32.0
145858	2.0	0.0
375790	14552.0	14507.0
4810	905.0	418.0
4811	7871.0	7415.0
4814	3676.0	2819.0
373159	2.0	0.0
100506356	0.0	0.0
101060376	35.0	27.0
399746	0.0	1.0
373156	8699.0	5061.0
157855	20.0	0.0
170825	1.0	0.0
101928941	1.0	0.0
399748	18.0	20.0
4826	312.0	13.0
4828	671.0	660.0
4829	14.0	0.0
169834	306.0	376.0
145864	1585.0	3902.0
4820	10362.0	2932.0
4821	0.0	0.0
4824	749.0	419.0
4825	23.0	131.0
100506343	7.0	5.0
157848	0.0	1.0
4837	3915.0	8399.0
4838	8.0	4.0
145873	42.0	82.0
4839	1844.0	3982.0
387787	128.0	65.0
100132234	1.0	17.0
4830	1079.0	3602.0
4831	1490.0	4792.0
4832	1478.0	1734.0
4833	3376.0	6418.0
4835	1910.0	1800.0
4836	7940.0	7076.0
650236	0.0	0.0
102467146	37.0	15.0
4850	2159.0	1254.0
4848	5237.0	5024.0
4849	2752.0	5174.0
143187	1454.0	1172.0
4841	19645.0	30783.0
4842	14.0	2.0
4843	44.0	25.0
155185	23.0	96.0
155184	0.0	0.0
4846	608.0	580.0
192111	1816.0	4849.0
4860	1067.0	3517.0
4861	85.0	29.0
167153	5122.0	1413.0
192127	1.0	0.0
100421090	0.0	0.0
192128	2.0	0.0
4851	4390.0	6048.0
4852	4.0	26.0
4853	21366.0	24744.0
4854	10812.0	13629.0
100506527	5.0	0.0
100421096	0.0	0.0
4855	2857.0	620.0
100421097	14.0	10.0
4856	1388.0	1338.0
4857	6981.0	55.0
4858	664.0	148.0
100506555	15.0	2.0
4871	0.0	0.0
2210	23.0	99.0
649264	9.0	6.0
2207	1824.0	4376.0
2206	206.0	13.0
2205	808.0	23.0
101928904	2.0	1.0
2204	1.0	17.0
2203	5618.0	1370.0
2202	15551.0	14549.0
2201	66.0	300.0
2200	9233.0	10573.0
4862	1045.0	342.0
4863	2251.0	1374.0
4864	3857.0	4306.0
4867	553.0	191.0
2209	182.0	656.0
4868	2.0	5.0
2208	26.0	13.0
4869	27293.0	32530.0
100506542	5.0	0.0
4880	40.0	16.0
4881	4213.0	252.0
4882	1146.0	353.0
4883	2337.0	3135.0
2220	51.0	5.0
101928913	263.0	97.0
100506540	80.0	15.0
2218	1890.0	1193.0
2217	10452.0	5496.0
2216	0.0	0.0
2215	22.0	18.0
2214	2913.0	10293.0
2213	402.0	1112.0
2212	1398.0	3248.0
4874	2.0	5.0
4875	17.0	20.0
4878	9.0	1.0
4879	0.0	3.0
2219	238.0	116.0
4891	8225.0	2549.0
4892	21.0	4.0
4893	4031.0	6101.0
2232	573.0	519.0
2231	2.0	2.0
2230	1182.0	1267.0
649288	0.0	0.0
2229	0.0	0.0
2228	1.0	0.0
2227	0.0	0.0
204474	0.0	0.0
2224	3463.0	10689.0
2222	7320.0	9602.0
4884	108.0	16.0
4885	21.0	120.0
4886	3565.0	1214.0
4887	361.0	0.0
4888	25.0	1.0
4889	106.0	55.0
131177	323.0	101.0
2243	3.0	4.0
2242	1249.0	684.0
2241	2454.0	726.0
649299	1.0	0.0
143162	87.0	2.0
2239	1258.0	4671.0
2237	899.0	5110.0
2236	0.0	0.0
2235	2195.0	2313.0
4897	157.0	77.0
4898	8298.0	14238.0
4899	1695.0	1280.0
131185	7.0	2.0
2254	61.0	136.0
2253	1.0	2.0
2252	1723.0	142.0
2251	0.0	0.0
2250	0.0	53.0
2249	0.0	0.0
2248	0.0	0.0
2247	2547.0	294.0
2246	3364.0	698.0
2245	1114.0	2768.0
2244	35.0	2.0
100506516	198.0	57.0
2264	1122.0	279.0
348262	3132.0	6029.0
2263	4431.0	1142.0
2262	16.0	30.0
2261	266.0	1225.0
2260	12492.0	2664.0
169792	746.0	752.0
613227	5.0	0.0
2259	169.0	21.0
2258	1284.0	34.0
167127	9.0	16.0
2257	237.0	221.0
2256	49.0	53.0
2255	1196.0	17.0
100506506	0.0	0.0
348254	23.0	10.0
2275	1444.0	1956.0
2274	4276.0	11474.0
2273	18414.0	642.0
2272	564.0	197.0
2271	3441.0	9144.0
100132086	0.0	0.0
253430	1149.0	800.0
2268	573.0	807.0
2267	219.0	3.0
2266	6.0	21.0
348249	0.0	2.0
2287	2298.0	2386.0
2286	1970.0	3974.0
2284	0.0	0.0
2283	0.0	0.0
2281	160.0	66.0
2280	8808.0	13620.0
2277	1274.0	17.0
2290	0.0	112.0
348235	1477.0	2963.0
2298	3.0	3.0
2297	11.0	124.0
2296	2227.0	6798.0
2295	141.0	310.0
2294	11.0	19.0
2289	4709.0	5340.0
2288	9477.0	10699.0
2299	555.0	1701.0
338879	0.0	5.0
338870	2.0	0.0
652873	1.0	0.0
253461	10073.0	5500.0
338872	141.0	0.0
192134	0.0	2.0
104054213	14.0	1.0
338862	0.0	0.0
338864	1.0	1.0
192146	24.0	24.0
100132121	1.0	0.0
100846978	65.0	23.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	1.0	3.0
100846996	0.0	0.0
100132142	1.0	0.0
100846999	0.0	1.0
338949	0.0	0.0
100132153	6.0	0.0
100132159	161.0	19.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	0.0	3.0
399804	171.0	112.0
399806	2.0	109.0
100132163	23.0	13.0
100132166	0.0	0.0
100132169	69.0	37.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	1.0	0.0
399818	1359.0	565.0
399814	0.0	0.0
100132173	1.0	0.0
338917	1.0	1.0
387804	72.0	244.0
375850	0.0	0.0
387837	7.0	4.0
387836	0.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	12.0	79.0
133789	1.0	2.0
101928840	0.0	0.0
100421008	0.0	0.0
100506492	0.0	0.0
613210	0.0	0.0
613211	1.0	0.0
613212	0.0	0.0
100506495	446.0	21.0
101928846	19.0	10.0
387856	69.0	51.0
387853	0.0	0.0
613209	0.0	0.0
121793	13.0	28.0
145767	160.0	34.0
100073347	6.0	0.0
399857	0.0	0.0
100421018	1.0	1.0
145781	71.0	79.0
613204	0.0	0.0
387845	37.0	7.0
145773	86.0	51.0
170712	0.0	77.0
387841	94.0	52.0
100134713	27.0	48.0
387849	17.0	6.0
157773	100.0	22.0
399823	89.0	2.0
131149	0.0	0.0
157777	137.0	99.0
399829	2.0	0.0
101928869	0.0	0.0
399827	0.0	0.0
4904	16516.0	35325.0
4905	2173.0	3821.0
4907	2968.0	1170.0
4908	95.0	10.0
4909	296.0	77.0
145788	125.0	103.0
4900	209.0	103.0
4901	120.0	92.0
4902	60.0	120.0
155100	4.0	1.0
157769	4290.0	4815.0
399839	0.0	0.0
4914	45.0	7.0
4915	18099.0	520.0
387867	39.0	6.0
4916	2482.0	51.0
4917	13.0	9.0
4919	661.0	1274.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	506.0	811.0
50507	117.0	415.0
399888	74.0	0.0
100421046	1.0	0.0
50506	121.0	159.0
100421047	1.0	0.0
50509	1321.0	2035.0
50508	0.0	0.0
157713	1.0	3.0
100506457	2.0	2.0
133746	3504.0	907.0
100506451	351.0	129.0
4925	8717.0	5166.0
4926	29020.0	10359.0
4927	2240.0	2935.0
4928	9550.0	7712.0
4929	1257.0	207.0
387895	29.0	44.0
387893	1729.0	2536.0
50512	907.0	2752.0
50511	76.0	2.0
4920	1327.0	1666.0
4921	9075.0	2915.0
50514	5.0	8.0
4922	356.0	116.0
4923	6.0	5.0
4924	15707.0	24132.0
50515	872.0	3335.0
100421045	5.0	1.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	6.0	0.0
387890	21.0	34.0
157708	3.0	0.0
4938	4929.0	4777.0
4939	10035.0	12619.0
387885	25.0	14.0
387882	1241.0	1774.0
4931	1464.0	2459.0
100421055	3.0	0.0
4935	162.0	98.0
100506475	0.0	0.0
157739	3.0	1.0
4947	6503.0	4822.0
4948	57.0	14.0
145741	109.0	130.0
100132100	0.0	0.0
101928827	0.0	0.0
100132101	1.0	0.0
100132103	3.0	4.0
100132104	0.0	1.0
169714	1116.0	1417.0
4940	12173.0	15887.0
145748	856.0	404.0
4942	13152.0	9882.0
4943	1507.0	809.0
4946	19937.0	24978.0
399876	0.0	0.0
100506465	1.0	6.0
157724	12.0	0.0
100506469	778.0	222.0
131118	1786.0	1506.0
100506462	47.0	58.0
4958	1257.0	52.0
100132116	845.0	175.0
4951	0.0	0.0
100421072	0.0	0.0
4952	3462.0	3679.0
4953	2714.0	5362.0
399881	0.0	2.0
100421075	0.0	0.0
4954	13.0	12.0
4956	1.0	0.0
4957	2996.0	4374.0
100847022	1.0	0.0
100847023	1.0	0.0
100847020	4.0	0.0
286887	29.0	273.0
100847021	0.0	0.0
100847026	1.0	3.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	159.0	3284.0
100847025	0.0	0.0
100847028	2.0	2.0
100847029	0.0	0.0
4969	7405.0	41.0
2306	36.0	192.0
2305	227.0	7048.0
2304	26.0	74.0
2303	259.0	15.0
2302	6.0	17.0
284217	990.0	392.0
2301	1.0	5.0
2300	123.0	115.0
284215	47.0	27.0
2309	7780.0	5287.0
4967	6666.0	5422.0
2308	4449.0	1128.0
4968	1545.0	775.0
2307	115.0	67.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	209.0	82.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	5.0	0.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	3.0	1.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	47355.0	59022.0
2316	71531.0	174494.0
2315	31.0	14.0
2314	11299.0	19338.0
100862662	62.0	1.0
2313	2856.0	828.0
284207	1177.0	3134.0
2312	89.0	11.0
2311	1.0	0.0
2310	93.0	78.0
284203	0.0	0.0
4973	315.0	1111.0
4974	84.0	4.0
4975	0.0	0.0
4976	5634.0	6299.0
2319	7749.0	7499.0
4978	137.0	20.0
2318	2508.0	968.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	0.0	0.0
4991	0.0	0.0
4992	0.0	72.0
100847042	0.0	0.0
4993	7.0	0.0
100847043	0.0	0.0
2331	11836.0	2263.0
100862678	2.0	0.0
100847048	0.0	0.0
2330	4533.0	264.0
100862679	0.0	1.0
100847049	0.0	0.0
100847046	7.0	2.0
100847047	0.0	0.0
100862675	1.0	1.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	212.0	209.0
100862670	0.0	0.0
2327	9195.0	409.0
2326	738.0	717.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	2600.0	421.0
2323	145.0	194.0
259239	0.0	0.0
2322	139.0	50.0
2321	4235.0	3083.0
4983	1748.0	841.0
4985	37.0	108.0
4986	4.0	38.0
4987	266.0	161.0
4988	0.0	0.0
2329	533.0	265.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	3.0	1.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	763.0	565.0
100847059	0.0	1.0
2341	1.0	0.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	4259.0	3730.0
2335	16549.0	949783.0
2334	61.0	25.0
104502416	7.0	0.0
259249	0.0	0.0
2332	4737.0	3364.0
100862680	0.0	0.0
4994	1.0	0.0
4995	2.0	1.0
104502417	2.0	1.0
4998	117.0	1012.0
4999	2239.0	1817.0
260294	77.0	35.0
100847062	0.0	6.0
260293	5862.0	34.0
100847063	0.0	0.0
284260	15.0	2.0
100847060	0.0	0.0
730792	3.0	0.0
100847066	1.0	0.0
100847067	2.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	69792.0	2591.0
2352	1.0	6.0
100847068	1.0	0.0
2350	1205.0	238.0
100847069	0.0	0.0
100862692	4.0	2.0
2348	1283.0	39.0
2346	410.0	195.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	2279.0	1958.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	2.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	5.0	1.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	64.0	26.0
729798	4.0	1.0
2359	953.0	3041.0
2358	4.0	61.0
2357	69.0	297.0
2356	2490.0	3007.0
2355	10119.0	23806.0
2354	13740.0	643.0
100847080	1.0	0.0
100847081	0.0	0.0
259283	2.0	11.0
100847084	0.0	0.0
259282	7503.0	2770.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	1.0	0.0
259289	3.0	0.0
259287	0.0	0.0
259286	0.0	1.0
259285	0.0	0.0
646909	2.0	0.0
284233	80.0	3.0
284232	33.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	17.0	5.0
259293	0.0	1.0
259292	0.0	0.0
100847093	0.0	0.0
259290	5.0	8.0
259296	1.0	1.0
259295	42.0	16.0
646913	0.0	0.0
646912	3.0	2.0
646910	0.0	0.0
50700	2.0	2.0
646915	1.0	0.0
59082	1.0	0.0
2395	518.0	545.0
59084	2504.0	730.0
441584	0.0	0.0
11108	3078.0	2549.0
11107	591.0	202.0
11100	16831.0	32353.0
11102	1645.0	856.0
11101	3010.0	1104.0
139411	966.0	1648.0
11104	1609.0	1698.0
11103	4010.0	2525.0
284297	527.0	789.0
11105	3.0	0.0
693231	2.0	0.0
25759	1708.0	214.0
693232	38.0	11.0
284293	7.0	3.0
693233	1.0	0.0
693234	0.0	0.0
693235	1.0	1.0
115426	3317.0	1967.0
25758	1332.0	2793.0
100379174	0.0	0.0
11119	4191.0	3344.0
11118	5759.0	6630.0
441581	0.0	0.0
127406	1.0	3.0
84034	1668.0	1786.0
84033	5074.0	2110.0
11113	324.0	2927.0
11112	4542.0	2761.0
139422	0.0	0.0
284288	0.0	0.0
139420	0.0	1.0
11117	2741.0	5026.0
11116	1381.0	694.0
693220	70.0	22.0
693221	0.0	0.0
84061	8616.0	6355.0
693222	0.0	0.0
84060	1199.0	580.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	1.0	0.0
139425	0.0	5.0
693227	5.0	0.0
693228	4.0	0.0
693229	0.0	0.0
115416	832.0	1128.0
84067	2599.0	1433.0
84066	2.0	0.0
84069	252.0	544.0
84068	877.0	376.0
84063	7.0	71.0
284276	60.0	5.0
84062	1153.0	1953.0
139431	5.0	0.0
84065	2665.0	1956.0
284274	3.0	0.0
84064	2106.0	1410.0
284273	4931.0	986.0
693230	4.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	1.0	0.0
693213	1.0	1.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	20.0	10.0
84059	1889.0	102.0
84056	1707.0	1235.0
84055	14.0	7.0
84058	550.0	490.0
84057	30.0	437.0
284266	445.0	16.0
84054	25.0	2.0
84081	3113.0	2383.0
84080	911.0	597.0
84083	385.0	236.0
441549	282.0	59.0
441548	4.0	0.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	31.0	3.0
84089	0.0	0.0
84088	2.0	5.0
84085	2436.0	1446.0
84084	388.0	6.0
84087	0.0	0.0
84086	0.0	1.0
84070	70.0	19.0
84072	3.0	241.0
84071	280.0	148.0
392100	0.0	0.0
100379132	0.0	0.0
392106	1.0	2.0
441533	1.0	4.0
441531	2.0	7.0
84078	1810.0	638.0
84077	23.0	4.0
84079	3105.0	3733.0
84074	341.0	97.0
84073	83.0	35.0
84076	2.0	4.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	5.0
201931	3086.0	1033.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	1.0
100847008	2.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	2.0
106480195	0.0	3.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	2.0	0.0
127435	4375.0	2738.0
106480190	3.0	0.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	2.0	0.0
343099	219.0	477.0
103695431	2.0	4.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	0.0
103695433	0.0	1.0
100847010	19.0	0.0
103695436	8.0	10.0
100847015	0.0	0.0
103695435	2.0	23.0
100847016	1.0	1.0
100847013	1.0	0.0
100847014	0.0	0.0
441554	44.0	11.0
100847019	1.0	0.0
100847017	0.0	0.0
100847018	1.0	0.0
127428	1165.0	657.0
84096	0.0	0.0
84097	0.0	0.0
11061	4.0	0.0
646892	7.0	15.0
441509	27.0	2.0
646891	0.0	0.0
11060	5239.0	4099.0
11063	13.0	33.0
619279	9972.0	4086.0
646898	0.0	0.0
11062	650.0	449.0
11065	122.0	7067.0
441505	3.0	1.0
11064	3059.0	1335.0
23046	872.0	463.0
441502	2.0	0.0
23047	4940.0	2487.0
441501	8.0	4.0
23048	5236.0	2870.0
106479179	0.0	0.0
23049	13243.0	7917.0
106479178	1.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	1.0	0.0
106479172	0.0	0.0
23040	0.0	4.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	5470.0	2949.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	10170.0	13648.0
106480177	0.0	0.0
23043	1691.0	542.0
106480179	1.0	0.0
104384744	3.0	1.0
11067	14738.0	6311.0
50674	0.0	0.0
11066	1262.0	1082.0
11069	1033.0	174.0
11068	873.0	1034.0
139378	6.0	3.0
106480170	0.0	0.0
152330	794.0	178.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	2864.0	2428.0
404550	151.0	127.0
644242	23.0	20.0
404552	0.0	0.0
11072	1221.0	1049.0
11074	34.0	6.0
644246	412.0	305.0
11073	3204.0	3582.0
166979	3.0	0.0
11076	857.0	236.0
11075	83.0	5.0
201965	923.0	840.0
379027	0.0	0.0
23057	918.0	77.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1767.0	1233.0
164312	30.0	42.0
106479168	0.0	0.0
106479167	2.0	0.0
106479166	2.0	2.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	1.0
379030	0.0	0.0
106479162	3.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	3792.0	1573.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	6149.0	6665.0
379034	0.0	1.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	3.0	0.0
23053	4457.0	2130.0
115399	370.0	233.0
23054	5127.0	5916.0
11078	2550.0	989.0
11077	31.0	44.0
644237	2.0	2.0
11079	5674.0	6027.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	1865.0	757.0
11040	1283.0	4428.0
11043	907.0	800.0
23023	2985.0	2815.0
441525	0.0	0.0
106480149	0.0	0.0
23024	4147.0	1459.0
106480148	0.0	0.0
23025	6.0	18.0
23026	190.0	11.0
441521	0.0	0.0
23028	5760.0	6589.0
106479199	0.0	0.0
23029	96.0	129.0
106479198	0.0	0.0
201973	844.0	461.0
106479197	0.0	1.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	5.0	2.0
106480156	0.0	2.0
106479192	0.0	0.0
23020	23404.0	22651.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	23170.0	6123.0
106480157	0.0	0.0
11045	23.0	7.0
11044	2442.0	6445.0
11047	2500.0	7118.0
644248	0.0	0.0
11046	1449.0	984.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	1.0	2.0
343171	26.0	1.0
343170	0.0	0.0
441519	0.0	0.0
11052	6583.0	5763.0
441518	1325.0	1944.0
11051	10271.0	5906.0
11054	2626.0	5380.0
