id	f40edd33-8549-48a2-9fc7-a9313468b155	97745843-751b-4437-82e0-31ed8c323e91
100419717	0.0	0.0
56001	0.0	0.0
10605	3540.0	5341.0
10608	6187.0	3434.0
10607	2414.0	3202.0
10600	4287.0	3619.0
101929254	0.0	1.0
102464831	0.0	0.0
391681	0.0	2.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	7.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3715.0	5727.0
102464832	0.0	0.0
100271849	37.0	36.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	843.0	481.0
112398	1437.0	643.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	1.0
100419733	0.0	0.0
388021	6.0	0.0
100419734	0.0	0.0
391698	1.0	1.0
100419731	0.0	0.0
100271836	210.0	94.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	28.0
388015	10.0	0.0
101954204	0.0	0.0
199953	1196.0	1970.0
161357	25.0	54.0
100420734	5.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	0.0
731275	53.0	59.0
199920	106.0	12.0
222826	4.0	0.0
101929286	1.0	1.0
391670	1.0	0.0
391672	1.0	0.0
161342	39.0	8.0
148398	138.0	78.0
100419758	58.0	19.0
100419751	1.0	1.0
124359	895.0	349.0
101929293	16.0	3.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	1897.0	1676.0
10690	115.0	177.0
101929212	31.0	128.0
101929218	0.0	0.0
388076	1.0	1.0
388077	1.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	891.0	700.0
10693	316.0	169.0
10692	15.0	5.0
10695	3473.0	5706.0
10694	9300.0	11523.0
10699	85.0	241.0
101929221	1.0	3.0
100420763	0.0	0.0
101929225	0.0	1.0
101929222	3.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1914.0	1542.0
101929239	1.0	0.0
100419788	0.0	0.0
148345	11.0	25.0
101929238	0.0	0.0
220213	2220.0	1546.0
10678	5122.0	4014.0
151987	5265.0	3467.0
10671	2079.0	1395.0
10670	6747.0	6686.0
10673	736.0	1425.0
10672	6554.0	5960.0
10675	52.0	200.0
10677	452.0	556.0
100419793	0.0	1.0
100420784	2.0	1.0
100420786	0.0	0.0
101929247	4.0	21.0
100420787	1.0	0.0
101929244	0.0	0.0
220202	4.0	12.0
222865	132.0	139.0
10682	1227.0	2340.0
10681	2534.0	1847.0
10683	18.0	35.0
10686	97.0	67.0
136371	0.0	0.0
643803	0.0	0.0
10687	696.0	711.0
100419682	0.0	0.0
100420678	55.0	37.0
222894	0.0	1.0
100419687	1.0	2.0
283807	137.0	96.0
653194	0.0	0.0
83598	3.0	5.0
83597	1.0	32.0
653199	76.0	76.0
83594	1376.0	825.0
83593	1749.0	1388.0
83596	637.0	1303.0
83595	3114.0	66.0
83590	1402.0	2258.0
653190	21.0	1.0
653192	0.0	0.0
83592	274.0	689.0
83591	635.0	628.0
1909	1589.0	647.0
100420689	11.0	6.0
1908	690.0	293.0
161291	3047.0	1993.0
653188	0.0	0.0
653189	85.0	132.0
1907	81.0	532.0
1906	2070.0	471.0
197258	1280.0	1506.0
1903	1893.0	1439.0
197259	1104.0	1094.0
1902	3902.0	1174.0
1901	5532.0	513.0
100420681	0.0	0.0
197257	343.0	141.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	4241.0	441.0
1917	508.0	3011.0
1915	434817.0	300039.0
1912	7289.0	6361.0
1911	878.0	1095.0
101929202	0.0	1.0
101929203	10.0	10.0
199899	1.0	10.0
148281	39.0	20.0
219287	1.0	0.0
161253	46.0	44.0
219285	3049.0	2834.0
283849	288.0	196.0
283848	353.0	270.0
1932	5.0	4.0
283847	6.0	3.0
256227	13.0	40.0
256223	0.0	0.0
1939	4871.0	3602.0
1938	178483.0	168731.0
1937	24.0	22.0
1936	8351.0	9853.0
1934	6.0	3.0
1933	22816.0	15391.0
161247	35.0	9.0
219293	287.0	39.0
1943	0.0	0.0
1942	3086.0	8120.0
256236	625.0	280.0
1949	1011.0	1206.0
199870	1586.0	1633.0
1948	6375.0	3612.0
1947	2745.0	2069.0
1946	2215.0	4533.0
1945	660.0	1276.0
1944	300.0	584.0
161271	0.0	0.0
1954	5443.0	3849.0
1953	4809.0	1089.0
1952	6433.0	4581.0
1951	232.0	507.0
1950	3784.0	2753.0
283820	622.0	902.0
1959	21151.0	391.0
1958	352856.0	7421.0
1956	12617.0	3505.0
1955	3822.0	2079.0
1965	5340.0	3688.0
1964	6601.0	5137.0
199857	584.0	702.0
1962	993.0	1065.0
1961	41.0	9.0
1960	31968.0	301.0
220296	115.0	4.0
1969	4847.0	1942.0
1968	13170.0	10205.0
1967	3395.0	2379.0
114904	823.0	1792.0
114905	512.0	395.0
114907	13191.0	14399.0
114908	21378.0	41338.0
340094	0.0	0.0
643783	170.0	155.0
114900	21.0	20.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	41739.0	16500.0
1974	29466.0	34078.0
1973	1372.0	246.0
283888	8.0	2.0
401447	0.0	0.0
653113	128.0	208.0
1979	15426.0	8284.0
1978	1111.0	3321.0
1977	2287.0	2252.0
643790	1.0	5.0
1990	1.0	0.0
256281	799.0	890.0
1987	2.0	3.0
1986	1.0	2.0
1984	17160.0	24889.0
1983	10193.0	12387.0
1982	63506.0	45110.0
283876	129.0	27.0
1981	24431.0	39355.0
1980	29.0	9.0
283871	479.0	673.0
283870	107.0	84.0
105375616	0.0	0.0
340075	139.0	351.0
340073	0.0	0.0
653125	7.0	8.0
401431	109.0	211.0
83528	0.0	1.0
1998	3342.0	1862.0
1997	8337.0	6527.0
283869	3.0	33.0
1996	27.0	82.0
401428	2.0	0.0
83538	210.0	106.0
1995	0.0	3.0
401427	89.0	53.0
283867	2.0	29.0
1994	4593.0	7050.0
1993	18.0	374.0
1992	5845.0	1752.0
1991	90.0	0.0
283860	16.0	0.0
83530	9.0	5.0
340069	1.0	0.0
1999	12528.0	5160.0
105375606	2.0	12.0
340061	5669.0	2436.0
653115	65.0	98.0
653121	961.0	800.0
653122	111.0	156.0
283854	0.0	0.0
653123	0.0	0.0
401491	58.0	155.0
100124412	0.0	0.0
653147	13.0	196.0
401498	0.0	24.0
653149	2.0	12.0
401497	0.0	0.0
401494	1134.0	432.0
401492	1464.0	343.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4594.0	3617.0
83539	1991.0	2034.0
83547	678.0	156.0
83546	0.0	8.0
653140	32.0	6.0
83549	1842.0	1246.0
83548	2941.0	3250.0
83543	8897.0	10790.0
653145	676.0	1993.0
83544	1926.0	990.0
83541	809.0	623.0
83540	79.0	1386.0
126917	10696.0	2701.0
340037	44.0	48.0
114926	1939.0	2622.0
114928	1882.0	725.0
339044	5.0	2.0
256297	0.0	0.0
401474	1081.0	2401.0
653174	0.0	0.0
653175	0.0	4.0
340024	0.0	18.0
114915	1632.0	627.0
401466	1699.0	2257.0
653162	23.0	35.0
653163	0.0	0.0
283899	2620.0	1589.0
653166	0.0	1.0
283897	483.0	43.0
339145	7.0	0.0
391723	0.0	1.0
391722	3.0	4.0
10778	2156.0	2361.0
10777	4.0	4.0
10772	8746.0	7432.0
340120	15.0	9.0
10771	9942.0	17975.0
10773	736.0	1054.0
10776	12489.0	10825.0
10775	1302.0	1694.0
10788	5964.0	544.0
391739	2.0	2.0
10781	2561.0	1627.0
10780	742.0	752.0
10783	2522.0	2325.0
10782	2519.0	1362.0
10785	568.0	917.0
10787	15059.0	28794.0
10786	5.0	8.0
102606463	671.0	1211.0
731308	0.0	2.0
339122	185.0	151.0
339123	2150.0	2021.0
102606462	1.0	5.0
391701	2.0	0.0
391703	0.0	0.0
151827	148.0	146.0
126826	1.0	3.0
643719	22.0	12.0
10755	4392.0	14846.0
151825	0.0	0.0
10758	3009.0	3445.0
126823	236.0	78.0
126820	57.0	52.0
10750	106.0	25.0
10752	5841.0	74.0
10751	0.0	0.0
10753	151.0	59.0
643714	2.0	0.0
138864	1.0	1.0
391712	10.0	7.0
391714	0.0	1.0
114836	179.0	56.0
10767	3379.0	5591.0
10766	9657.0	7316.0
151835	10.0	7.0
10769	5737.0	1761.0
391718	0.0	0.0
10768	11883.0	12788.0
126811	0.0	0.0
643723	22.0	44.0
10761	1.0	40.0
10763	11422.0	2312.0
10762	3391.0	5909.0
10765	6329.0	6776.0
101929179	0.0	0.0
388112	2.0	0.0
339105	138.0	99.0
83707	1030.0	1258.0
83706	1316.0	1328.0
10734	367.0	188.0
10733	188.0	746.0
83714	722.0	159.0
10736	110.0	142.0
401648	0.0	0.0
643739	0.0	0.0
10735	10677.0	7399.0
401647	383.0	236.0
10738	5.0	1.0
401646	0.0	0.0
10737	42.0	44.0
10739	8.0	10.0
376132	0.0	3.0
10730	11052.0	19960.0
101929184	2.0	1.0
10732	1026.0	1180.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	21.0	17.0
124221	20.0	17.0
124222	454.0	2270.0
114897	5898.0	2814.0
114898	460.0	112.0
124220	992.0	2135.0
114899	987.0	430.0
391777	16.0	6.0
10745	843.0	1870.0
56104	73.0	674.0
83700	4886.0	679.0
401638	0.0	1.0
10744	4.0	7.0
56105	181.0	53.0
10747	144.0	33.0
401637	1.0	7.0
56106	235.0	113.0
10746	5808.0	5755.0
56107	189.0	117.0
10749	12470.0	12326.0
56100	317.0	92.0
401634	0.0	0.0
10748	306.0	395.0
56101	497.0	763.0
56102	62.0	80.0
56103	215.0	96.0
643744	3.0	5.0
10741	2099.0	2624.0
56108	113.0	57.0
10740	48.0	38.0
643749	279.0	187.0
56109	329.0	185.0
10743	3463.0	3658.0
342732	1.0	2.0
10742	2922.0	244.0
101929198	0.0	0.0
101929196	1.0	0.0
100420811	0.0	0.0
114884	2694.0	3730.0
317774	4.0	2.0
114885	2099.0	1358.0
401630	0.0	0.0
317772	4.0	0.0
100419821	3.0	0.0
56110	274.0	86.0
317778	0.0	0.0
83729	19.0	86.0
317775	0.0	1.0
83734	510.0	355.0
10712	1637.0	3034.0
83733	113.0	62.0
10714	1864.0	1709.0
126868	4.0	8.0
317769	0.0	0.0
100419829	0.0	4.0
10713	2923.0	3698.0
317768	0.0	2.0
10716	0.0	71.0
100419827	0.0	0.0
56111	129.0	134.0
10715	18.0	31.0
56112	72.0	18.0
56113	403.0	81.0
83732	2163.0	1207.0
10718	82.0	16.0
10717	1107.0	1482.0
56114	57.0	126.0
388125	2397.0	8.0
401629	1.0	0.0
317781	1959.0	1277.0
388122	0.0	0.0
83719	3598.0	1833.0
56120	12.0	27.0
56121	321.0	205.0
114876	7165.0	12206.0
388121	594.0	976.0
83716	6527.0	2323.0
83715	760.0	937.0
114879	2609.0	1459.0
100420829	1.0	0.0
10723	5805.0	13194.0
56126	265.0	708.0
83723	5.0	12.0
126859	5.0	8.0
56127	159.0	520.0
10725	6765.0	4347.0
56128	53.0	98.0
56129	225.0	270.0
10724	11860.0	7318.0
114880	668.0	941.0
56122	648.0	1789.0
388115	3837.0	819.0
401613	6.0	3.0
114881	820.0	439.0
10726	6398.0	7771.0
56123	250.0	54.0
401612	203.0	167.0
114882	7846.0	6387.0
56124	273.0	67.0
10728	17765.0	30950.0
114883	7856.0	5036.0
56125	402.0	61.0
643766	0.0	0.0
10721	80.0	384.0
10720	91.0	0.0
100420830	0.0	0.0
136259	34.0	7.0
100420834	0.0	0.0
317751	56.0	3.0
124274	0.0	0.0
388152	49.0	126.0
317754	0.0	0.0
317753	1.0	0.0
317749	705.0	470.0
342705	0.0	3.0
151888	66.0	30.0
151887	67150.0	3065.0
136263	2.0	1.0
100420841	0.0	0.0
101929145	520.0	296.0
100420843	0.0	5.0
100293090	1995.0	4433.0
148254	430.0	504.0
317762	1890.0	1315.0
317761	4.0	0.0
100419854	0.0	0.0
317760	24.0	8.0
317767	4.0	2.0
100271715	77.0	159.0
148252	463.0	3063.0
100271722	335.0	425.0
199834	0.0	0.0
388135	213.0	24.0
101929152	14.0	13.0
100420854	0.0	2.0
222950	233.0	59.0
100419867	0.0	0.0
148266	588.0	586.0
100419868	9.0	5.0
148268	667.0	932.0
100419866	3.0	0.0
100420859	0.0	0.0
124245	3198.0	4733.0
317729	25.0	0.0
136288	2.0	3.0
199800	448.0	33.0
101930150	0.0	0.0
163882	2682.0	3193.0
388165	234.0	80.0
100419873	0.0	0.0
100271700	63.0	41.0
100271703	0.0	0.0
100271702	3.0	0.0
100420875	1.0	0.0
100420877	0.0	2.0
388199	0.0	6.0
22794	9341.0	7079.0
22795	1366.0	1268.0
22796	2178.0	2730.0
22797	380.0	682.0
22798	26.0	11.0
317705	1.0	2.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	1.0
138881	10.0	3.0
100420881	1.0	0.0
388181	2.0	0.0
100419893	3.0	0.0
222967	7.0	10.0
219333	3820.0	3573.0
136227	31.0	19.0
222962	494.0	604.0
148213	305.0	414.0
388182	43.0	9.0
100419895	0.0	0.0
317716	0.0	0.0
148203	556.0	652.0
317719	13.0	2.0
148206	472.0	399.0
163859	3470.0	2252.0
101929110	9.0	29.0
101929111	1.0	0.0
219348	3729.0	54.0
219347	120.0	33.0
100420898	3.0	0.0
148223	900.0	1310.0
10799	332.0	369.0
136242	3.0	2.0
10791	2069.0	533.0
10794	235.0	204.0
10793	508.0	638.0
10795	1996.0	1401.0
10798	0.0	0.0
10797	2371.0	14383.0
101929121	0.0	0.0
101929120	1.0	17.0
101929127	31.0	0.0
317701	0.0	0.0
220323	4704.0	1855.0
148231	0.0	0.0
148229	163.0	148.0
151877	31.0	3.0
151871	0.0	7.0
93035	1500.0	105.0
161176	4776.0	635.0
56097	27.0	41.0
56098	17.0	27.0
56099	897.0	181.0
93034	23.0	10.0
283927	282.0	285.0
220359	23.0	21.0
653073	0.0	0.0
653075	7.0	3.0
256302	1890.0	459.0
105373144	0.0	0.0
81050	0.0	0.0
199786	17.0	13.0
256309	357.0	147.0
100420792	6.0	0.0
95681	1207.0	856.0
283914	0.0	0.0
81047	0.0	0.0
197131	2994.0	1055.0
197135	51.0	57.0
653061	7.0	4.0
93058	559.0	480.0
161198	4039.0	431.0
283902	0.0	1.0
220382	64.0	265.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	7.0
199777	730.0	122.0
81061	0.0	0.0
653082	458.0	59.0
81090	0.0	0.0
100271649	0.0	0.0
199746	540.0	441.0
100271655	7.0	14.0
81099	0.0	0.0
100271650	5.0	6.0
199745	244.0	614.0
148170	806.0	724.0
256364	3696.0	2325.0
163786	431.0	932.0
220388	127.0	32.0
100271639	0.0	0.0
163782	844.0	4972.0
100271646	13.0	12.0
283953	0.0	2.0
256355	29.0	26.0
100271644	0.0	0.0
283951	659.0	754.0
256356	3174.0	2300.0
100271643	0.0	5.0
100271640	0.0	1.0
81081	0.0	0.0
161159	16.0	6.0
148189	587.0	1052.0
93099	2051.0	2717.0
100271627	5.0	9.0
283948	190.0	26.0
256329	147.0	48.0
100271634	0.0	0.0
100271636	0.0	1.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	8.0	1.0
199720	63.0	30.0
93082	299.0	369.0
161145	694.0	256.0
100271617	0.0	0.0
100271616	0.0	2.0
161142	6.0	0.0
100271619	0.0	0.0
148198	26.0	6.0
100271618	0.0	1.0
100271624	2.0	0.0
100271623	1.0	2.0
283933	150.0	80.0
100271625	0.0	0.0
93081	510.0	1021.0
100271620	0.0	12.0
283932	163.0	150.0
100271622	1.0	1.0
100271621	0.0	0.0
199731	2253.0	3396.0
100124332	1.0	11.0
643664	1.0	0.0
256394	39.0	15.0
83637	6296.0	9141.0
83636	2829.0	1432.0
401565	12.0	2.0
401563	19.0	21.0
401562	14.0	0.0
401561	25.0	7.0
283999	0.0	0.0
283994	0.0	0.0
643668	13.0	7.0
283991	1778.0	3340.0
340198	6.0	0.0
643669	39.0	11.0
340192	1.0	1.0
643680	97.0	15.0
197196	3.0	5.0
56033	30.0	424.0
401551	7.0	11.0
83657	90.0	8.0
83656	0.0	0.0
83659	20.0	0.0
283989	1443.0	1782.0
83658	5049.0	7079.0
401548	2216.0	1379.0
56034	3618.0	4143.0
283987	4544.0	2855.0
256369	0.0	0.0
401546	507.0	166.0
83655	0.0	0.0
283985	3.0	460.0
283982	0.0	0.0
283981	26.0	27.0
643677	9.0	22.0
83650	2.0	2.0
197187	145.0	80.0
449520	5.0	6.0
401541	303.0	381.0
401540	0.0	0.0
83639	4.0	2.0
83638	2095.0	2307.0
256380	85.0	18.0
449518	0.0	0.0
83648	262.0	210.0
401537	7.0	3.0
83647	0.0	0.0
83641	7788.0	7050.0
401535	21.0	89.0
83643	5594.0	2644.0
401533	1.0	3.0
643689	6.0	10.0
283971	0.0	1.0
83640	470.0	639.0
283970	7.0	12.0
114826	1353.0	629.0
114827	131.0	353.0
378706	1.0	8.0
378707	0.0	0.0
378708	112.0	216.0
339184	0.0	0.0
339186	0.0	0.0
56052	821.0	1347.0
114821	191.0	104.0
114822	1299.0	2536.0
114823	13388.0	5376.0
114824	4.0	8.0
114825	1447.0	802.0
643699	203.0	32.0
340168	0.0	0.0
114815	276.0	1150.0
114817	0.0	1.0
114818	2588.0	504.0
114819	366.0	273.0
339175	987.0	1276.0
56063	566.0	544.0
653017	0.0	0.0
56061	3818.0	3120.0
56062	503.0	17.0
114814	82.0	107.0
83667	1477.0	1580.0
83666	4048.0	5197.0
83660	4881.0	1599.0
340156	226.0	87.0
83661	9.0	0.0
114804	352.0	121.0
114805	141.0	1622.0
340152	103.0	90.0
339168	3.0	1.0
114800	320.0	14.0
114801	1194.0	1149.0
93010	503.0	1318.0
114803	3396.0	2155.0
83697	3.0	21.0
81034	2689.0	4433.0
81035	5853.0	5587.0
83696	1881.0	3940.0
83699	5895.0	1332.0
81037	5829.0	10861.0
83698	92.0	107.0
401588	307.0	151.0
83693	2223.0	3215.0
81030	110.0	180.0
83692	5167.0	1597.0
81031	2630.0	6297.0
83695	1158.0	4184.0
81033	2.0	5.0
83694	561.0	318.0
340146	5.0	1.0
83690	3985.0	11045.0
81027	31.0	9.0
81029	627.0	852.0
653042	0.0	0.0
653045	4.0	20.0
81025	3.0	7.0
401577	311.0	345.0
22877	9234.0	5973.0
22878	4233.0	4055.0
22879	3806.0	4234.0
22870	4445.0	4734.0
22871	202.0	54.0
22872	14795.0	22660.0
22873	1719.0	2150.0
22874	5513.0	1234.0
22875	2302.0	1753.0
22876	2248.0	1626.0
10899	5413.0	10746.0
10898	1749.0	1039.0
10891	265.0	863.0
136540	0.0	0.0
10890	10040.0	14203.0
10893	295.0	83.0
10892	2860.0	1618.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	12272.0	170.0
10897	2331.0	6500.0
10896	37.0	14.0
22888	1095.0	538.0
22889	2644.0	4561.0
22880	3800.0	8310.0
124540	4921.0	6465.0
22881	1095.0	771.0
22882	3512.0	4424.0
22883	18463.0	39716.0
22884	2196.0	2407.0
22885	5620.0	527.0
22887	5875.0	5185.0
342419	2.0	0.0
124538	0.0	0.0
124535	10.0	1.0
148523	328.0	906.0
283598	0.0	0.0
283596	187.0	160.0
283592	8.0	0.0
22856	9708.0	3583.0
161514	1.0	0.0
731424	10.0	13.0
22858	3303.0	3015.0
22859	3457.0	2840.0
22850	2397.0	1720.0
22852	1227.0	672.0
22853	2663.0	2108.0
22854	32.0	28.0
10877	0.0	0.0
10876	0.0	5.0
100419909	0.0	0.0
10879	0.0	4.0
10878	64.0	7.0
148534	863.0	1734.0
104169670	10.0	2.0
104169671	0.0	0.0
100419903	6.0	3.0
283587	16.0	13.0
10871	82.0	91.0
10870	159.0	155.0
10873	1200.0	396.0
10875	9176.0	2679.0
10874	6.0	395.0
22866	600.0	548.0
22868	2817.0	1912.0
22869	950.0	814.0
100309464	4.0	0.0
161502	21.0	4.0
100420901	0.0	0.0
22861	3457.0	657.0
22862	7490.0	6636.0
22863	2614.0	1134.0
22864	3078.0	3543.0
22865	10.0	29.0
10888	33.0	571.0
56203	20.0	5.0
643609	0.0	0.0
56204	3963.0	1214.0
10887	27.0	1.0
124512	1117.0	1805.0
148545	0.0	80.0
283579	2.0	0.0
283578	2359.0	1828.0
10880	2.0	0.0
283576	0.0	1.0
10882	17.0	410.0
10881	3.0	0.0
10884	2244.0	2342.0
283571	50.0	16.0
10886	21.0	4.0
10885	3351.0	5586.0
22834	3945.0	4712.0
22835	705.0	644.0
22836	3047.0	5141.0
22837	4890.0	5538.0
101929059	33.0	103.0
22838	3567.0	3450.0
22839	6398.0	10022.0
100420910	4.0	4.0
100420916	0.0	1.0
22832	1222.0	572.0
124590	5.0	5.0
10855	354.0	1025.0
10857	9192.0	11750.0
10856	3444.0	4927.0
10859	395.0	592.0
10858	121.0	70.0
100126793	50.0	24.0
10850	0.0	0.0
643617	4.0	2.0
643615	8.0	0.0
100126791	99.0	96.0
22844	172.0	78.0
22845	948.0	780.0
22846	3520.0	746.0
22847	2958.0	1945.0
22848	3845.0	3535.0
22849	1398.0	567.0
112597	619.0	367.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	1.0
124583	4073.0	6264.0
100420926	0.0	0.0
22841	2508.0	1127.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	20.0	643.0
10866	2368.0	3821.0
100420919	0.0	0.0
10865	13144.0	1297.0
10868	2351.0	1185.0
10867	5869.0	6376.0
10869	5393.0	3326.0
10861	258.0	156.0
101929074	99.0	401.0
10864	0.0	6.0
101929071	2.0	3.0
10863	715.0	535.0
22813	6.0	2.0
22814	2.0	3.0
643641	1915.0	1571.0
22815	0.0	0.0
22816	0.0	0.0
22818	8585.0	7352.0
10829	5.0	2.0
100419945	0.0	0.0
83849	134.0	39.0
83855	2382.0	1832.0
10833	0.0	0.0
83854	16.0	20.0
83857	8871.0	534.0
10835	1.0	2.0
83856	337.0	467.0
10834	1.0	2.0
83851	8.0	7.0
10837	0.0	0.0
100419948	0.0	0.0
83850	334.0	910.0
10836	0.0	0.0
100419949	0.0	0.0
83853	32.0	5.0
10838	1856.0	2240.0
83852	1663.0	1305.0
124565	7728.0	8902.0
100419947	8.0	0.0
22808	6712.0	7623.0
22809	1171.0	1539.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	10.0	15.0
22822	8486.0	22567.0
22823	2182.0	1557.0
22824	2044.0	2310.0
101929086	1.0	0.0
22826	6396.0	5709.0
22827	8464.0	16857.0
643653	0.0	0.0
22828	4449.0	2352.0
22829	3.0	3.0
112574	4240.0	4746.0
100419955	1.0	0.0
56241	1169.0	467.0
100420946	0.0	0.0
56242	580.0	646.0
22820	10053.0	22399.0
22821	4528.0	3781.0
100419950	2.0	0.0
10844	4746.0	2358.0
83844	0.0	0.0
10846	716.0	410.0
10845	3601.0	3265.0
10848	4272.0	3010.0
56243	12679.0	9688.0
10847	11302.0	6448.0
56244	11.0	0.0
56245	39.0	22.0
10849	279.0	545.0
56246	131.0	0.0
643646	138.0	80.0
10840	742.0	214.0
10842	9.0	0.0
101929093	0.0	0.0
10841	19.0	332.0
643648	0.0	0.0
101929010	3.0	0.0
100420950	4.0	2.0
100420952	0.0	0.0
100419964	0.0	1.0
100419962	0.0	1.0
100271605	0.0	0.0
100419963	1.0	0.0
100271613	1.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	1.0	0.0
101929026	0.0	0.0
101929025	1.0	4.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	1.0
100271601	1.0	0.0
100419979	1.0	2.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	4.0	1.0
391436	0.0	0.0
161582	54.0	48.0
124599	104.0	44.0
101929052	0.0	0.0
391485	1.0	0.0
222611	2.0	6.0
100187716	0.0	0.0
391490	2.0	1.0
391496	0.0	0.0
22899	4677.0	201.0
391462	0.0	0.0
22891	241.0	564.0
22893	2982.0	930.0
22894	4430.0	4113.0
22895	8.0	3.0
148581	1.0	2.0
22897	2699.0	2981.0
22898	2057.0	1970.0
22890	3214.0	1975.0
391470	0.0	0.0
391472	0.0	0.0
391475	0.0	0.0
101929008	14.0	18.0
222659	3.0	12.0
440894	85.0	44.0
222658	7465.0	6288.0
102724035	0.0	0.0
100271575	5.0	2.0
100271577	0.0	1.0
100271571	0.0	0.0
81175	8.0	15.0
81176	11.0	19.0
100271570	0.0	0.0
93145	801.0	2318.0
440888	0.0	0.0
222642	5.0	0.0
222643	170.0	180.0
401289	13.0	1.0
401288	34.0	19.0
401285	0.0	0.0
81166	0.0	0.0
100271564	11.0	15.0
81168	0.0	0.0
100271566	60.0	61.0
81169	0.0	0.0
81162	2.0	0.0
81163	0.0	0.0
100271563	5.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	1.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	3.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	13.0
81192	0.0	0.0
81193	1.0	12.0
81194	0.0	0.0
450232	1.0	0.0
401260	0.0	0.0
220001	155.0	24.0
222662	3.0	20.0
401265	509.0	119.0
222663	135.0	5087.0
220002	2112.0	2221.0
93166	669.0	180.0
401264	335.0	254.0
220004	206.0	103.0
100271539	0.0	0.0
401262	23.0	39.0
93164	651.0	200.0
100271547	0.0	0.0
100271549	3.0	4.0
81188	0.0	0.0
100271543	0.0	2.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	25.0	11.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	916.0	1102.0
440854	27.0	95.0
222698	138.0	19.0
222696	45.0	38.0
161497	36.0	14.0
100271529	6.0	1.0
222699	9.0	20.0
100271536	0.0	0.0
100271538	6.0	4.0
100271537	0.0	0.0
93190	5.0	1.0
283601	0.0	0.0
100271531	6.0	6.0
283600	69.0	11.0
220042	188.0	688.0
93183	1593.0	1584.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	3562.0	4832.0
100271525	1.0	0.0
100271526	13.0	11.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	8.0	6.0
100271523	0.0	0.0
100271522	1.0	4.0
100271507	0.0	0.0
100271506	0.0	2.0
100271516	0.0	0.0
100271510	2.0	0.0
220064	905.0	952.0
220047	2.0	0.0
100271503	0.0	0.0
10808	9561.0	18289.0
56130	247.0	109.0
10807	2000.0	1586.0
56131	857.0	320.0
56132	267.0	94.0
10809	2760.0	3649.0
220081	18.0	19.0
83756	53.0	26.0
10811	836.0	612.0
56137	26.0	20.0
10810	2570.0	1255.0
83755	0.0	0.0
56138	42.0	61.0
83758	399.0	487.0
10813	1791.0	1853.0
56139	203.0	14.0
401207	299.0	231.0
220082	1.0	0.0
83757	0.0	0.0
83752	6652.0	7357.0
56133	398.0	1947.0
10815	323.0	148.0
10814	1.0	2.0
56134	53.0	16.0
10817	397.0	364.0
56135	28.0	16.0
10816	0.0	0.0
283643	1072.0	567.0
56136	5.0	2.0
643535	3.0	6.0
643536	0.0	0.0
22800	1935.0	1299.0
22801	4190.0	4706.0
643550	0.0	1.0
22802	720.0	5.0
22803	7283.0	5891.0
440804	0.0	0.0
22806	582.0	189.0
22807	934.0	261.0
10819	165.0	213.0
56140	3.0	4.0
10818	3546.0	3069.0
56141	8.0	20.0
56142	14.0	41.0
