id	071c5b23-9ae3-4bc7-8a07-ce39445c8429	33fa1673-1d0d-4838-a313-1929c5af60d1
100130311	187.0	214.0
100130310	0.0	0.0
130733	246.0	405.0
359844	2.0	0.0
359845	2109.0	5094.0
727914	0.0	1.0
727915	0.0	0.0
100129325	0.0	4.0
100129320	49.0	3.0
646168	14.0	12.0
100129319	0.0	0.0
100130307	2.0	2.0
100129315	0.0	0.0
100130302	0.0	8.0
727910	4025.0	998.0
100130301	8.0	14.0
345193	13.0	13.0
130749	19.0	5.0
646164	0.0	0.0
727909	2.0	3.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	2.0
646171	11.0	4.0
646175	0.0	1.0
646174	1.0	0.0
115123	429.0	457.0
286333	54.0	80.0
286336	320.0	806.0
115106	687.0	1650.0
100306975	0.0	0.0
115111	104.0	26.0
286343	910.0	3037.0
286348	2.0	4.0
646193	3.0	8.0
100886964	0.0	0.0
646192	14.0	21.0
646196	1.0	3.0
646195	2892.0	2884.0
100534599	1.0	2.0
130700	0.0	0.0
100306951	120.0	124.0
100534595	50.0	66.0
100132911	0.0	0.0
100534592	0.0	2.0
100534593	38.0	42.0
286362	0.0	0.0
100132916	0.0	1.0
100240709	4.0	17.0
129684	0.0	1.0
57180	277.0	280.0
129685	1769.0	2146.0
100240707	0.0	1.0
727982	4.0	0.0
57185	1450.0	2085.0
727987	0.0	0.0
57186	3921.0	3882.0
57187	3374.0	5485.0
57188	1649.0	1526.0
57181	1841.0	3495.0
94122	136.0	1518.0
57182	2511.0	6292.0
727984	2.0	4.0
94121	4312.0	3155.0
94120	521.0	408.0
57184	1078.0	788.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	1.0	12.0
57189	2423.0	3547.0
359792	15.0	30.0
127018	982.0	1040.0
359793	0.0	0.0
100240711	1.0	2.0
100240712	2.0	5.0
100240710	1.0	0.0
345258	1.0	2.0
100240713	0.0	0.0
94115	0.0	9.0
57190	8249.0	14621.0
727970	8.0	1.0
57191	20.0	72.0
166614	351.0	983.0
57198	2975.0	3141.0
57192	1645.0	1490.0
359799	0.0	0.0
57194	1273.0	2753.0
727969	0.0	0.0
84798	721.0	2183.0
140004	0.0	0.0
84793	78.0	138.0
84792	915.0	1802.0
84795	742.0	258.0
84791	342.0	611.0
84790	1934.0	5633.0
154661	211.0	99.0
154664	8.0	43.0
166647	2379.0	2188.0
127003	6.0	2.0
127002	173.0	164.0
115019	3.0	11.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	5.0	2.0
100130391	1.0	0.0
115024	1354.0	1956.0
142679	142.0	243.0
648729	5.0	7.0
142678	822.0	1057.0
347894	0.0	0.0
102465436	0.0	0.0
94137	24.0	19.0
727991	3.0	3.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	2.0	4.0
100130386	2.0	1.0
94134	3408.0	5019.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	26.0	46.0
100129394	4.0	10.0
142683	0.0	0.0
142686	76.0	48.0
142685	1.0	1.0
152007	3228.0	2504.0
152006	3715.0	2921.0
142689	8.0	8.0
140028	0.0	1.0
152002	804.0	2108.0
100129396	0.0	1.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	7.0	0.0
345222	10.0	11.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	3.0	3.0
100130376	1.0	1.0
94160	1.0	1.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	4.0	341.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	682.0	4066.0
100129385	3.0	2.0
100129387	279.0	283.0
102465458	0.0	0.0
102465457	0.0	1.0
94158	7.0	25.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	17.0	3.0
102465451	3.0	4.0
127059	0.0	0.0
94151	2.0	2.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	3.0	0.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	1.0
347862	2115.0	2603.0
102465466	1.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	2.0	2.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	132.0	148.0
727964	0.0	0.0
100129361	1355.0	1989.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	6.0	10.0
100129368	1.0	2.0
347853	1.0	1.0
102465479	0.0	0.0
102465478	1.0	3.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	36.0	52.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	1373.0	2042.0
100009667	0.0	1.0
100130342	0.0	0.0
100009668	0.0	1.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	1.0
100129357	8.0	10.0
100129351	0.0	0.0
100129354	3.0	7.0
102465489	0.0	0.0
102465488	1.0	0.0
100288726	0.0	0.0
102465487	0.0	1.0
102465486	0.0	0.0
102465485	1.0	1.0
102465484	0.0	0.0
164045	41.0	11.0
57105	287.0	152.0
57106	179.0	1423.0
84726	10193.0	9047.0
57107	938.0	1839.0
84725	740.0	971.0
57108	5.0	5.0
57101	215.0	35.0
84720	1271.0	1739.0
57102	1026.0	1995.0
57103	604.0	989.0
84722	46.0	350.0
57104	36301.0	5258.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	953.0	1979.0
102465499	0.0	0.0
100288713	1.0	3.0
102465496	1.0	0.0
102465495	0.0	0.0
100288711	0.0	1.0
84709	82.0	81.0
57110	51.0	39.0
57111	648.0	4966.0
84706	2913.0	639.0
84705	389.0	944.0
84708	1053.0	1779.0
84707	202.0	221.0
57116	5.0	44.0
57117	1118.0	1714.0
57118	2457.0	2123.0
57119	0.0	0.0
57113	0.0	0.0
57115	0.0	10.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	1.0	0.0
102465490	0.0	0.0
152065	0.0	1.0
100288702	0.0	0.0
57120	3110.0	6346.0
57121	253.0	1093.0
57122	2043.0	3305.0
201456	41.0	211.0
127086	0.0	1.0
57127	2.0	10.0
57128	1069.0	1410.0
57129	1192.0	2487.0
84747	1637.0	1030.0
57124	17155.0	3677.0
57125	1967.0	5240.0
57126	16.0	8414.0
84740	11.0	34.0
152078	582.0	79.0
127074	0.0	0.0
57130	1926.0	4610.0
57132	2928.0	2937.0
84727	238.0	605.0
127077	0.0	0.0
84735	4.0	2.0
84734	232.0	411.0
57139	276.0	184.0
115098	1772.0	2813.0
201475	2986.0	3577.0
57134	1696.0	1650.0
57135	0.0	0.0
57136	9210.0	14991.0
84733	138.0	440.0
57142	42166.0	36172.0
57143	479.0	648.0
57144	26.0	0.0
201477	1.0	2.0
57140	4438.0	4103.0
57149	2182.0	1675.0
84767	0.0	2.0
140032	1.0	0.0
84769	452.0	782.0
57146	2853.0	4182.0
57147	1084.0	1767.0
84766	324.0	443.0
84765	472.0	843.0
57148	5011.0	7463.0
152015	88.0	0.0
57152	2.0	0.0
57153	11093.0	13253.0
166655	0.0	0.0
57154	2530.0	4133.0
84749	1151.0	1308.0
57150	401.0	439.0
57151	0.0	0.0
84759	436.0	956.0
140043	0.0	0.0
57156	101.0	2738.0
57157	1398.0	4809.0
139060	0.0	1.0
84752	478.0	1808.0
57158	1183.0	1700.0
57159	6.0	6.0
84750	494.0	437.0
152024	0.0	0.0
139067	0.0	0.0
139065	572.0	1656.0
94104	1565.0	1559.0
94103	9945.0	4855.0
96764	1346.0	2032.0
94107	1441.0	2811.0
57165	184.0	113.0
94101	1421.0	1955.0
57161	1266.0	1547.0
57162	2957.0	1834.0
57167	6.0	375.0
57168	88.0	504.0
57169	6218.0	7302.0
84787	234.0	696.0
57175	2870.0	7092.0
57176	1099.0	2176.0
57171	596.0	1509.0
57172	4.0	46.0
84779	4.0	0.0
57178	9962.0	10482.0
139081	0.0	1.0
84775	267.0	583.0
57179	4556.0	7753.0
84777	41.0	62.0
84771	33.0	30.0
113655	246.0	543.0
732538	2.0	0.0
353323	0.0	0.0
353322	245.0	487.0
353324	3.0	22.0
100996279	1.0	0.0
149603	4464.0	9203.0
341333	1.0	2.0
343990	694.0	2467.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	24.0	238.0
84900	35.0	256.0
84902	1345.0	2599.0
149628	92.0	72.0
84901	1786.0	2848.0
341315	124.0	179.0
113622	167.0	355.0
353355	40.0	107.0
149643	2.0	2.0
150622	3.0	0.0
100852408	1.0	0.0
100852409	2.0	0.0
100852406	0.0	0.0
100852407	1.0	1.0
642513	0.0	1.0
100852405	0.0	0.0
642517	75.0	74.0
100852410	35.0	22.0
84919	9375.0	5026.0
84918	2978.0	5457.0
389322	29.0	63.0
390311	0.0	2.0
389320	1.0	0.0
390313	0.0	0.0
84915	118.0	322.0
84914	728.0	2664.0
497190	0.0	7.0
84916	2378.0	2045.0
84922	604.0	1227.0
390318	0.0	0.0
84924	381.0	631.0
84923	1036.0	1568.0
84920	159.0	311.0
123016	911.0	2202.0
497189	20.0	27.0
642521	0.0	0.0
390320	0.0	0.0
84908	1022.0	2268.0
390321	0.0	0.0
353376	16.0	46.0
390322	0.0	0.0
390323	0.0	0.0
654502	2.0	20.0
84909	1086.0	2619.0
390324	0.0	0.0
654503	2.0	2.0
84904	81.0	154.0
654504	0.0	0.0
390326	0.0	0.0
654505	1.0	1.0
390327	0.0	0.0
654506	3.0	9.0
84905	271.0	452.0
84911	152.0	237.0
390329	0.0	0.0
84910	2304.0	5097.0
84913	1435.0	107.0
84912	1404.0	1461.0
113691	5.0	10.0
642538	0.0	0.0
113675	289.0	843.0
84937	978.0	1302.0
84936	782.0	1892.0
84939	2721.0	2458.0
84938	825.0	1269.0
84944	2.0	19.0
57325	1026.0	1620.0
57326	11791.0	12568.0
84946	1374.0	1771.0
84945	1367.0	2098.0
84940	186.0	253.0
389336	26.0	1283.0
389337	1317.0	1039.0
84942	279.0	417.0
84941	103.0	303.0
642546	11.0	5.0
343930	1.0	0.0
84929	0.0	60.0
389333	137.0	286.0
84926	4037.0	5927.0
84925	985.0	1248.0
84928	1324.0	2056.0
57336	316.0	720.0
84933	259.0	403.0
84932	1570.0	2205.0
57337	1281.0	1641.0
84935	6230.0	1164.0
57338	7.0	269.0
84934	551.0	1431.0
57332	141.0	380.0
57333	1695.0	7087.0
84931	2.0	0.0
84930	610.0	1024.0
57335	190.0	594.0
103752554	0.0	2.0
103752555	0.0	1.0
642559	7.0	12.0
390352	14.0	6.0
390354	226.0	372.0
389362	419.0	376.0
150677	0.0	1.0
150678	1121.0	2076.0
377381	93.0	180.0
162655	233.0	167.0
390363	3.0	5.0
147040	1186.0	3337.0
343901	1.0	1.0
149699	0.0	1.0
150684	1116.0	1730.0
150681	0.0	0.0
159013	1388.0	1704.0
221504	1.0	0.0
103752581	5.0	3.0
389386	1.0	0.0
389383	0.0	9.0
389384	0.0	5.0
123041	114.0	27.0
162681	195.0	406.0
123036	4035.0	16261.0
103752587	2.0	0.0
150696	1333.0	5395.0
103752588	1.0	1.0
103752589	3.0	28.0
103752583	0.0	0.0
103752584	22.0	25.0
103752585	0.0	7.0
103752586	1.0	1.0
390340	0.0	0.0
389376	3.0	1.0
221527	142.0	636.0
390394	1.0	5.0
149647	0.0	0.0
389396	0.0	0.0
123099	278.0	3382.0
389395	2.0	0.0
123096	893.0	1738.0
137682	434.0	1005.0
390378	0.0	0.0
221545	352.0	700.0
221547	8.0	10.0
147011	70.0	86.0
147007	565.0	1224.0
100996295	3.0	4.0
137695	774.0	1097.0
162632	82.0	91.0
149685	0.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	65.0	190.0
100996280	0.0	0.0
94240	767.0	1520.0
94241	1825.0	4778.0
94236	0.0	0.0
94235	2.0	5.0
94234	5.0	108.0
94239	6303.0	9302.0
94233	8.0	3.0
390294	2.0	3.0
390297	1.0	0.0
390298	0.0	0.0
221584	27.0	37.0
150590	65.0	425.0
94274	1094.0	121.0
94298	1.0	0.0
94297	1.0	1.0
414768	0.0	2.0
642451	0.0	3.0
414766	12.0	8.0
414767	0.0	0.0
654434	101.0	136.0
400123	9.0	2.0
400121	0.0	0.0
57221	2607.0	6133.0
84838	1382.0	2766.0
400120	27.0	1.0
84837	160.0	124.0
84839	0.0	0.0
57226	1598.0	3167.0
84844	909.0	1119.0
84847	2.0	4.0
57228	411.0	515.0
57222	9413.0	25528.0
402779	0.0	0.0
402778	242.0	516.0
57223	6762.0	8060.0
57224	1436.0	974.0
84842	19.0	10.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	0.0
642448	2.0	4.0
642461	0.0	0.0
642460	2.0	12.0
414777	1279.0	2222.0
414778	8.0	11.0
57231	3127.0	6188.0
400110	0.0	0.0
57232	104.0	324.0
654427	11.0	17.0
84826	0.0	0.0
654429	0.0	1.0
84833	2447.0	3560.0
84836	5424.0	3086.0
84830	121.0	128.0
57234	171.0	165.0
84832	0.0	0.0
654433	890.0	1113.0
9001	35.0	9.0
9002	170.0	403.0
642475	84.0	1182.0
84859	2188.0	2832.0
84867	60.0	8.0
84866	810.0	2104.0
84869	1027.0	1892.0
84868	1207.0	2586.0
654463	4.0	9.0
84865	214.0	342.0
84864	1624.0	805.0
84861	1218.0	1165.0
9014	814.0	1095.0
9015	241.0	451.0
9013	1379.0	1246.0
9019	7977.0	16202.0
9016	278.0	568.0
341392	24.0	30.0
84848	20.0	22.0
84856	59.0	63.0
84858	723.0	1889.0
84852	119.0	153.0
102725176	0.0	0.0
84851	491.0	562.0
642477	18.0	23.0
84850	0.0	3.0
105376946	0.0	0.0
9025	777.0	1427.0
9026	1788.0	3231.0
9023	415.0	79.0
113612	1590.0	1979.0
9024	18.0	4.0
642493	1.0	5.0
9027	0.0	3.0
9028	24.0	142.0
400165	1.0	0.0
9021	34980.0	6971.0
9022	42.0	413.0
9020	1523.0	1379.0
84889	12.0	1.0
84888	4336.0	7010.0
654483	10.0	11.0
84885	716.0	1890.0
654486	0.0	0.0
84886	11282.0	10768.0
84881	1170.0	1241.0
642489	40.0	70.0
84883	7019.0	831.0
654480	4.0	7.0
9037	2731.0	14958.0
9034	515.0	311.0
9038	0.0	0.0
9039	2662.0	5318.0
400156	1.0	3.0
9032	0.0	0.0
9033	4.0	13.0
9031	7384.0	11342.0
84878	521.0	1407.0
84879	86.0	202.0
84874	671.0	788.0
84873	1.0	0.0
84876	906.0	1366.0
84875	2006.0	3225.0
84870	466.0	444.0
84872	584.0	832.0
84871	22.0	84.0
9047	75.0	155.0
9048	10.0	96.0
9045	20393.0	29422.0
9046	1082.0	1179.0
9049	1689.0	2909.0
106480985	1.0	1.0
9040	1766.0	4414.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	1.0	1.0
9043	8688.0	12492.0
400141	1.0	4.0
106480989	0.0	0.0
9044	2730.0	2465.0
106480988	0.0	0.0
57282	17.0	8.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	4.0	1.0
414753	0.0	0.0
414754	0.0	6.0
414751	0.0	0.0
414752	0.0	0.0
341359	1.0	0.0
341356	0.0	1.0
9058	206.0	10.0
9056	831.0	2325.0
9057	1174.0	784.0
341350	5.0	2.0
9050	484.0	1095.0
106480996	0.0	0.0
9051	301.0	484.0
106480995	0.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	628.0	1059.0
9054	870.0	1862.0
9055	371.0	1441.0
106480999	0.0	0.0
9052	5154.0	15331.0
9053	1326.0	4786.0
84899	754.0	1667.0
282569	0.0	0.0
400129	9.0	15.0
84896	3092.0	5480.0
84895	816.0	701.0
400128	71.0	45.0
84898	9418.0	38764.0
84897	1608.0	1419.0
400126	33.0	45.0
654499	0.0	0.0
84892	1005.0	1364.0
414764	21.0	6.0
84891	0.0	0.0
414765	11.0	18.0
84894	109.0	446.0
84893	3745.0	5626.0
414760	15.0	1.0
414761	22.0	27.0
84890	1512.0	2515.0
341346	2.0	105.0
9069	1411.0	2802.0
414926	2.0	19.0
9068	1437.0	170.0
106479979	0.0	0.0
729004	0.0	5.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	3.0	0.0
9061	3511.0	7781.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	4993.0	3061.0
106480964	0.0	1.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	1.0	1.0
9066	1015.0	907.0
106480966	0.0	0.0
9063	1335.0	1806.0
729009	191.0	276.0
106480969	0.0	0.0
9064	2670.0	2644.0
106480968	0.0	0.0
106480970	1.0	1.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	32.0	116.0
106479969	0.0	0.0
9079	4165.0	1748.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	1.0	0.0
106480974	3.0	0.0
9073	778.0	3.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3048.0	4289.0
106479961	1.0	0.0
106480976	0.0	0.0
9071	20.0	11.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	521.0	4679.0
390402	0.0	1.0
106480978	0.0	1.0
9077	197.0	47.0
390403	1.0	1.0
106480977	0.0	0.0
9074	3.0	2.0
9075	54.0	3.0
106480979	0.0	0.0
100996387	0.0	0.0
390407	1.0	2.0
106480981	1.0	1.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	4.0	5.0
729025	32.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	8.0	14.0
137529	3.0	1.0
730010	8.0	14.0
106479999	0.0	0.0
729020	0.0	3.0
113510	836.0	1033.0
106479998	0.0	0.0
729023	6.0	5.0
106479997	1.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	1.0
106480942	0.0	0.0
9087	2.0	2.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	21.0	490.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	764.0	19732.0
57403	3095.0	5577.0
57404	1886.0	2252.0
57405	34.0	269.0
389416	4.0	13.0
149501	25.0	343.0
9080	1.0	46.0
106480950	0.0	0.0
57406	1364.0	672.0
57407	886.0	2797.0
57408	0.0	0.0
730005	32.0	34.0
57409	971.0	1616.0
106480959	0.0	0.0
729013	476.0	749.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	1.0	7.0
106479986	0.0	0.0
9094	959.0	1545.0
106479985	0.0	0.0
106480952	1.0	3.0
9095	143.0	232.0
106479984	0.0	2.0
106480951	4.0	3.0
9092	2808.0	4489.0
106479983	1.0	1.0
106480954	0.0	0.0
9093	1889.0	4817.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	59.0	29.0
106479981	0.0	0.0
106480956	2.0	3.0
9099	310.0	110.0
106479980	0.0	0.0
106480955	3.0	2.0
9096	796.0	1136.0
106480958	0.0	0.0
9097	4952.0	6148.0
106480957	1.0	0.0
57413	354.0	2428.0
57414	2422.0	6464.0
57415	548.0	1595.0
389404	11.0	16.0
9091	1372.0	4353.0
57410	3437.0	6162.0
389400	6.0	1.0
106480961	0.0	0.0
57412	6.0	2.0
106480960	0.0	0.0
57418	711.0	1279.0
57419	2473.0	2548.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	1.0	2.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	1.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1472.0	587.0
390433	0.0	0.0
106480921	5.0	7.0
106480920	1.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	1.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	3.0	0.0
389434	5.0	16.0
642402	0.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	0.0	1.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	1.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	1.0	2.0
353497	317.0	158.0
390442	0.0	0.0
106480930	0.0	1.0
390443	0.0	0.0
389432	833.0	161.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	49.0	13.0
106480935	2.0	4.0
389428	6.0	8.0
341405	1.0	4.0
389422	23.0	24.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	1.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	1.0
106480904	0.0	0.0
106480907	2.0	3.0
106479958	0.0	1.0
106479957	1.0	1.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	1.0
106479953	0.0	1.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	3.0	1.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	2.0	3.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	2.0	7.0
106480902	0.0	0.0
57446	2208.0	3888.0
57447	15169.0	2284.0
390418	0.0	3.0
100996331	1.0	0.0
57448	6540.0	9052.0
390419	0.0	2.0
57449	2307.0	1026.0
389458	1.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	87.0	178.0
106479949	0.0	0.0
106480916	1.0	1.0
106479948	0.0	0.0
106480915	2.0	5.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	2.0	2.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	1.0	0.0
642443	19.0	10.0
106479942	0.0	3.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	0.0	0.0
57451	782.0	297.0
106480910	0.0	2.0
57452	2396.0	149.0
390423	0.0	0.0
414919	601.0	992.0
390424	0.0	1.0
106480912	0.0	1.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	329.0	740.0
106480913	0.0	0.0
57458	1501.0	1177.0
390429	0.0	0.0
57459	2381.0	3524.0
57453	42.0	22.0
57455	1210.0	1207.0
57456	2238.0	2800.0
106479939	2.0	0.0
390472	0.0	7.0
162540	0.0	1.0
150554	27.0	30.0
729082	7287.0	10101.0
729085	385.0	114.0
729079	0.0	4.0
390483	0.0	0.0
730061	3.0	3.0
150568	1.0	0.0
729073	15.0	13.0
497258	179.0	142.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1061.0	1278.0
730092	214.0	120.0
730091	227.0	103.0
150577	1.0	0.0
150572	950.0	1.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	4.0
102546227	5.0	1.0
106479902	1.0	0.0
730087	45.0	102.0
106479901	1.0	2.0
106479900	0.0	0.0
730086	0.0	4.0
729097	11.0	18.0
389493	20.0	7.0
221613	0.0	0.0
729096	18.0	31.0
729092	7.0	16.0
729046	18.0	96.0
729042	0.0	1.0
729041	13.0	22.0
730029	99.0	167.0
730023	4.0	18.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	8.0	13.0
730051	363.0	837.0
221662	159.0	32.0
150538	7.0	8.0
162515	53.0	21.0
162517	6.0	11.0
729059	0.0	2.0
162514	88.0	98.0
730041	66.0	25.0
149563	101.0	1168.0
221656	1388.0	2487.0
729050	0.0	6.0
221687	105.0	170.0
221692	457.0	482.0
162494	107.0	55.0
654391	0.0	1.0
198437	1.0	2.0
257629	2.0	1.0
267004	3.0	5.0
149499	1.0	0.0
162466	38.0	18.0
255022	2.0	10.0
162461	3.0	111.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	7.0
150472	477.0	891.0
255031	179.0	317.0
255025	0.0	0.0
101101692	42.0	29.0
255027	579.0	890.0
267002	252.0	660.0
150483	4.0	2.0
282617	0.0	0.0
282618	0.0	0.0
282616	0.0	1.0
644990	17.0	3.0
9103	268.0	452.0
9100	3053.0	4734.0
9101	3821.0	6431.0
644994	0.0	0.0
9107	2442.0	3922.0
9104	403.0	128.0
400242	75.0	125.0
84959	376.0	473.0
255061	4.0	7.0
84958	346.0	1573.0
654319	3.0	0.0
100996315	1.0	0.0
84966	187.0	1923.0
57348	638.0	18.0
282679	81.0	62.0
84968	147.0	60.0
84967	998.0	1471.0
84962	732.0	2336.0
57343	804.0	1690.0
654320	0.0	0.0
255057	34.0	54.0
84961	1787.0	2037.0
654321	5.0	3.0
400238	1.0	3.0
654322	3.0	3.0
84964	57.0	106.0
400236	153.0	47.0
644988	2.0	1.0
84960	35.0	46.0
642326	0.0	0.0
9113	3069.0	3777.0
9114	3999.0	5820.0
9111	1098.0	1482.0
9112	2031.0	2268.0
9117	3361.0	3550.0
9118	3.0	10.0
414899	0.0	0.0
100996307	347.0	68.0
100996306	0.0	0.0
84948	279.0	502.0
9110	1558.0	2944.0
84947	770.0	1067.0
84955	1316.0	1664.0
84954	554.0	825.0
84957	218.0	680.0
100996301	3.0	56.0
84951	2891.0	699.0
84950	2446.0	3774.0
84953	82.0	284.0
400224	19.0	62.0
84952	1501.0	2125.0
644998	1.0	2.0
9108	91.0	240.0
642337	1.0	0.0
644997	2.0	6.0
9124	11736.0	6818.0
9125	1801.0	3381.0
9122	616.0	933.0
9123	602.0	7448.0
9128	1643.0	3157.0
9129	1832.0	2744.0
9126	4290.0	7130.0
9127	45.0	5.0
94304	0.0	0.0
255043	36.0	49.0
9120	190.0	478.0
9121	427.0	926.0
57369	0.0	0.0
84988	543.0	649.0
84987	1853.0	1750.0
84989	11.0	19.0
84984	220.0	413.0
84983	19.0	8.0
84986	945.0	783.0
84985	13.0	202.0
642345	2.0	0.0
9119	4.0	548.0
84981	3423.0	1702.0
9135	7563.0	13973.0
9136	688.0	1001.0
9133	92.0	654.0
9134	55.0	314.0
9139	1254.0	1443.0
267014	0.0	0.0
267015	1.0	3.0
9138	3314.0	6057.0
267017	0.0	0.0
9131	1735.0	3363.0
9132	220.0	18.0
84969	312.0	325.0
9130	2836.0	4704.0
400208	18.0	17.0
84976	610.0	726.0
400209	65.0	96.0
400206	0.0	0.0
84978	63.0	128.0
84973	646.0	586.0
84975	1441.0	2388.0
57379	6.0	14.0
642357	11.0	21.0
