id	db630aab-54b5-4729-852a-aec20152be99	bcf137e8-156d-4609-8b1b-9a9b379aa2ce
151011	3980.0	2780.0
645587	3.0	2.0
165679	591.0	616.0
126037	22.0	22.0
114049	2178.0	2321.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	2.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	501.0	598.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1407.0	1757.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	90.0	113.0
100033820	0.0	0.0
106481480	1.0	0.0
106481481	0.0	0.0
138065	147.0	27.0
645598	0.0	0.0
163007	0.0	1.0
114038	1.0	0.0
645591	0.0	0.0
106481495	1.0	1.0
114041	125.0	30.0
106481496	0.0	0.0
114042	1.0	0.0
106481493	0.0	0.0
114043	4.0	4.0
106481494	0.0	0.0
106481499	0.0	1.0
114044	253.0	213.0
126017	530.0	599.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	4.0
85301	2186.0	776.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	877.0	822.0
106481459	0.0	0.0
26994	5179.0	6972.0
106481457	7.0	3.0
26995	1557.0	2054.0
106481458	0.0	0.0
403271	0.0	0.0
26998	5.0	0.0
403272	1.0	0.0
102466659	0.0	0.0
26999	890.0	1265.0
403273	0.0	0.0
102466658	1.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	3.0	3.0
106481461	1.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1532.0	1250.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	2.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	1543.0	1217.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	280.0	6507.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	675.0	974.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	0.0	2.0
106481437	0.0	0.0
26974	321.0	280.0
153657	77.0	15.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	1295.0	1603.0
165631	123.0	169.0
106481436	0.0	0.0
26978	4.0	21.0
126075	547.0	262.0
106481439	0.0	0.0
403250	0.0	0.0
126074	178.0	114.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1000.0	1475.0
106481444	1.0	0.0
106481445	0.0	1.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	3793.0	2344.0
85354	0.0	0.0
85352	84.0	355.0
403241	0.0	1.0
344462	2.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	371.0	340.0
153643	7.0	3.0
403247	0.0	0.0
403248	0.0	0.0
26985	2950.0	4157.0
106481448	0.0	0.0
26986	39350.0	138302.0
126069	131.0	92.0
106481449	0.0	0.0
126068	797.0	370.0
106481446	0.0	0.0
26983	0.0	0.0
26984	634.0	615.0
106481447	0.0	0.0
106481451	2.0	2.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	438.0	78.0
106481455	0.0	0.0
85349	77.0	1031.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	1.0	8.0
106481454	0.0	0.0
403238	0.0	0.0
85344	11.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	10.0	2.0
85340	0.0	1.0
100873394	1.0	0.0
100873393	3.0	0.0
100873392	1.0	0.0
100873391	0.0	0.0
100873398	0.0	1.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	1.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2040.0	1470.0
100873390	0.0	0.0
728556	26.0	116.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	96.0	134.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	447.0	454.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	4.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	2.0
285600	192.0	152.0
100873384	0.0	0.0
285601	6.0	4.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	0.0	3.0
63910	162.0	159.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	549.0	584.0
222008	3.0	1.0
106481428	0.0	0.0
106481429	2.0	1.0
63905	1795.0	1725.0
63904	0.0	0.0
106481430	0.0	0.0
163071	35.0	50.0
63906	592.0	743.0
106481433	0.0	0.0
63908	668.0	378.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	0.0
285613	44.0	55.0
63920	301.0	274.0
63923	2690.0	2578.0
63922	409.0	683.0
728577	285.0	57.0
63925	1683.0	1250.0
63924	5624.0	11.0
63916	2077.0	2504.0
63917	2514.0	2537.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	1.0
728564	0.0	3.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	986.0	1480.0
106481402	0.0	0.0
63931	1280.0	1480.0
106481403	0.0	3.0
63934	765.0	372.0
728567	1.0	1.0
106481408	0.0	0.0
163088	4.0	1.0
63933	1829.0	3122.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2607.0	1748.0
163087	721.0	453.0
728568	293.0	231.0
106481407	6.0	12.0
3704	1013.0	2793.0
3705	3424.0	4362.0
63926	673.0	862.0
3706	3.0	12.0
63929	892.0	1851.0
3707	3659.0	4382.0
63928	1.0	1.0
3708	9588.0	2568.0
106481411	0.0	0.0
3709	8011.0	3679.0
106481412	0.0	0.0
106481410	2.0	0.0
3700	26.0	9.0
3702	206.0	528.0
3703	7011.0	17040.0
645506	0.0	0.0
151050	1033.0	922.0
645520	0.0	0.0
63941	707.0	461.0
63940	557.0	1026.0
63943	209.0	697.0
728517	0.0	0.0
163033	302.0	359.0
258010	1320.0	928.0
63947	1.0	0.0
63946	3.0	23.0
728513	2.0	3.0
100033803	0.0	0.0
3716	13856.0	15642.0
100033804	0.0	0.0
3717	1254.0	1191.0
100033805	0.0	0.0
3718	722.0	1324.0
63939	939.0	1435.0
100033806	0.0	0.0
100190799	4.0	6.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	100.0	28.0
3710	3647.0	6876.0
3712	3949.0	1989.0
3713	1.0	9.0
3714	3639.0	2142.0
63950	0.0	3.0
728505	1.0	0.0
63951	117.0	36.0
100033807	0.0	0.0
728501	15.0	19.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	8279.0	5633.0
100033814	0.0	0.0
3727	8484.0	3686.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	14715.0	12719.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1408.0	3468.0
151056	233.0	75.0
3725	28123.0	9986.0
645528	7.0	2.0
728532	16.0	25.0
163059	340.0	178.0
728538	0.0	2.0
728537	307.0	78.0
63967	43.0	852.0
3737	26.0	8.0
3738	116.0	110.0
3739	6.0	1.0
645538	0.0	0.0
3730	1193.0	905.0
3732	3239.0	5771.0
3734	0.0	0.0
3735	4933.0	8925.0
3736	264.0	67.0
63970	220.0	17.0
3750	223.0	197.0
63971	5878.0	5202.0
63974	1.0	0.0
163049	2035.0	1605.0
63973	89.0	16.0
63976	292.0	148.0
222068	3650.0	4243.0
63978	0.0	0.0
63977	690.0	1111.0
63979	935.0	1387.0
728524	0.0	0.0
3748	565.0	207.0
163051	26.0	20.0
3749	2555.0	746.0
163050	64.0	36.0
3741	23.0	38.0
645548	12.0	23.0
3743	3.0	2.0
3744	0.0	0.0
3745	1185.0	140.0
3746	12.0	5.0
3747	235.0	24.0
285671	636.0	398.0
285672	1198.0	756.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	368.0	63.0
285676	70.0	40.0
3761	1.0	2.0
100128657	0.0	0.0
285679	3.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	504.0	910.0
283008	6.0	9.0
3751	176.0	442.0
100873435	0.0	0.0
3752	1093.0	473.0
100873434	0.0	0.0
3753	131.0	17.0
100873433	0.0	0.0
3754	16.0	23.0
100873432	0.0	0.0
3755	63.0	54.0
100873439	0.0	0.0
3756	21.0	15.0
100873438	0.0	0.0
3757	41.0	27.0
100873437	0.0	0.0
3758	2.0	1.0
100873436	0.0	0.0
100873420	0.0	1.0
3770	100.0	36.0
3772	66.0	213.0
100861458	0.0	0.0
100861453	17.0	3.0
100861455	0.0	1.0
1107	11953.0	10302.0
1106	6975.0	6088.0
1105	3175.0	2991.0
1104	1369.0	4850.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1341.0	957.0
1101	894.0	222.0
3762	278.0	353.0
100873424	0.0	0.0
3763	13.0	38.0
100128640	142.0	46.0
100873423	0.0	0.0
3764	1671.0	755.0
100873422	0.0	0.0
3765	3.0	3.0
100873421	1.0	0.0
3766	14.0	23.0
100873428	0.0	0.0
3767	497.0	88.0
100873427	0.0	0.0
3768	184.0	92.0
1109	0.0	1.0
100873426	0.0	1.0
1108	11195.0	17164.0
3769	22.0	4.0
100873425	0.0	1.0
100128637	0.0	6.0
100128639	0.0	0.0
3780	41.0	22.0
100873453	0.0	0.0
3781	17.0	107.0
100873452	0.0	0.0
3782	365.0	635.0
100873451	0.0	0.0
3783	1307.0	601.0
100873450	0.0	0.0
1121	1452.0	1532.0
100861468	0.0	0.0
1120	202.0	76.0
100861469	0.0	0.0
1118	241.0	130.0
1117	467.0	249.0
1116	2483.0	3922.0
1114	12.0	17.0
1113	15.0	8.0
1112	5275.0	5369.0
1111	220.0	1586.0
3773	255.0	25.0
100873457	3.0	1.0
100873456	0.0	0.0
3775	304.0	1506.0
100873455	0.0	0.0
3776	340.0	521.0
100873454	0.0	0.0
3777	176.0	43.0
3778	2895.0	1044.0
3779	1551.0	875.0
100873459	0.0	0.0
1119	1272.0	2735.0
100128627	4.0	1.0
100128626	2.0	1.0
3790	614.0	1244.0
100128628	7.0	3.0
3791	3664.0	4758.0
100873442	0.0	0.0
3792	28.0	20.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	8.0	9.0
1131	138.0	380.0
1130	3229.0	4584.0
100861476	2.0	0.0
1129	0.0	0.0
1128	237.0	417.0
1124	181.0	232.0
1123	547.0	1503.0
1122	1332.0	2532.0
100861470	0.0	0.0
3784	517.0	539.0
100873446	0.0	0.0
3785	9.0	1.0
100873445	0.0	0.0
3786	185.0	355.0
100873444	0.0	0.0
3787	55.0	111.0
100873443	0.0	0.0
3788	14.0	21.0
100873449	12.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	76.0	15.0
100128618	1.0	1.0
728597	2.0	0.0
100128617	1.0	2.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	43.0	73.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	11.0	15.0
285634	4.0	2.0
1142	0.0	0.0
1141	193.0	23.0
285636	2120.0	5704.0
1140	529.0	385.0
728599	3.0	1.0
1139	25.0	24.0
1138	41.0	468.0
1137	3.0	2.0
100861485	0.0	0.0
1136	11.0	21.0
1135	1.0	1.0
1134	22.0	65.0
1133	23.0	7.0
3795	167.0	135.0
100873479	1.0	3.0
3796	1389.0	1500.0
100873478	0.0	0.0
3797	1059.0	1386.0
100873477	2.0	2.0
3798	364.0	110.0
100873476	0.0	0.0
3799	10042.0	16333.0
100873460	0.0	0.0
728586	12.0	18.0
285641	1.0	0.0
100873464	4.0	0.0
100873463	0.0	0.0
100873462	5.0	1.0
285643	0.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1224.0	1335.0
1153	16542.0	8595.0
1152	1736.0	3586.0
285647	25.0	13.0
728589	35.0	19.0
728588	1.0	0.0
1149	855.0	7.0
1147	1326.0	2060.0
1146	4.0	4.0
1145	63.0	23.0
1144	1.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	1.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	215.0	946.0
1163	559.0	1630.0
285659	0.0	0.0
1161	386.0	321.0
1160	348.0	69.0
1159	66.0	212.0
1158	4.0	4.0
1157	0.0	0.0
1155	1346.0	1757.0
550643	677.0	1434.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1478.0	2660.0
1175	1298.0	4403.0
285668	15.0	2.0
1174	884.0	2814.0
1173	8975.0	13719.0
550631	104.0	161.0
100873489	0.0	0.0
283014	11.0	3.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	59.0	12.0
1186	2403.0	2973.0
1185	1803.0	1027.0
1184	346.0	1179.0
1183	452.0	445.0
1182	5138.0	7167.0
1181	234.0	211.0
440375	38.0	45.0
1180	32.0	6.0
1179	0.0	0.0
1178	0.0	0.0
283089	8.0	0.0
85495	0.0	0.0
85480	186.0	60.0
283080	0.0	0.0
1198	2428.0	2001.0
1197	0.0	2.0
1196	1702.0	1914.0
1195	5556.0	2811.0
440366	0.0	2.0
1193	1158.0	1041.0
1192	6623.0	13302.0
1191	32719.0	12965.0
1188	17.0	5.0
283078	110.0	31.0
85486	7.0	14.0
128615	0.0	0.0
85481	1.0	0.0
128611	122.0	221.0
440396	61.0	80.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	0.0
128674	2.0	0.0
128676	0.0	1.0
114026	0.0	0.0
100861402	2.0	4.0
126014	62.0	155.0
440335	447.0	386.0
100128690	0.0	0.0
114034	634.0	677.0
126006	86.0	5.0
114036	18.0	32.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	48.0	42.0
100861412	0.0	0.0
105180390	1.0	0.0
100128685	0.0	4.0
100128681	0.0	4.0
105180391	0.0	0.0
100128682	1.0	2.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	1.0	2.0
200728	100.0	118.0
440356	4.0	2.0
440354	68.0	64.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	3.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	3.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	104.0	46.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	215.0	91.0
200734	3393.0	5461.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	6.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	2.0	3.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3153.0	3341.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	0.0	7.0
165530	133.0	45.0
85409	314.0	453.0
106481385	0.0	1.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	1.0	2.0
85417	38.0	21.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	306.0	341.0
106481389	0.0	0.0
85415	1507.0	3434.0
106481387	0.0	0.0
85413	10.0	5.0
106481388	10.0	9.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	10.0	17.0
106481380	0.0	0.0
11	0.0	0.0
403341	854.0	893.0
12	126.0	36.0
13	2.0	116.0
14	4316.0	4903.0
15	6.0	2.0
16	6001.0	10217.0
645455	15.0	38.0
18	1954.0	538.0
19	3491.0	2092.0
128580	2.0	3.0
85407	158.0	485.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1274.0	1036.0
106481395	1.0	0.0
85403	1281.0	1484.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	4181.0	3134.0
106481390	0.0	0.0
21	1862.0	1307.0
106481391	0.0	0.0
22	978.0	1242.0
153571	268.0	216.0
153572	2437.0	1848.0
23	3020.0	7950.0
24	357.0	383.0
25	5962.0	8336.0
26	22.0	94.0
27	2010.0	4164.0
28	280.0	129.0
29	5601.0	4109.0
153579	2957.0	202.0
728615	0.0	0.0
728614	0.0	0.0
200765	231.0	385.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	17.0	20.0
102466518	0.0	0.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	853.0	360.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1249.0	1413.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	234.0	106.0
106481366	0.0	0.0
30	1686.0	1964.0
106481360	0.0	0.0
31	7132.0	13510.0
32	10275.0	819.0
33	188.0	24.0
34	2433.0	2692.0
35	1310.0	301.0
153562	1037.0	919.0
36	5916.0	917.0
37	12224.0	6831.0
38	2268.0	2593.0
440307	6.0	3.0
39	838.0	3221.0
165545	7.0	60.0
106481369	0.0	0.0
728606	65.0	3.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	2.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	8.0	3.0
106481370	0.0	0.0
41	252.0	346.0
106481371	0.0	0.0
43	70.0	49.0
645486	0.0	1.0
47	14184.0	10636.0
48	3967.0	2270.0
49	16.0	13.0
106481338	0.0	0.0
106481339	1.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	7.0	6.0
106481340	1.0	0.0
85458	3512.0	2090.0
106481345	0.0	0.0
85459	934.0	906.0
106481346	0.0	0.0
