id	4fd01cd7-7ff5-4570-891e-747a0c640ddc	483b7d6e-7853-4fd7-9efe-de5574af9045
104310350	0.0	0.0
106481466	0.0	0.0
26993	1609.0	1540.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	4.0	0.0
106481471	0.0	0.0
85329	9.0	18.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	111.0	415.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	629.0	1037.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	1.0
344471	4.0	1.0
106481437	0.0	0.0
26974	298.0	89.0
153657	36.0	18.0
106481438	0.0	2.0
106481435	0.0	0.0
26973	824.0	1135.0
165631	30.0	12.0
106481436	0.0	0.0
26978	12.0	11.0
126075	459.0	559.0
106481439	0.0	0.0
403250	0.0	0.0
126074	185.0	184.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1531.0	1878.0
106481444	1.0	3.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1383.0	1503.0
85354	0.0	0.0
85352	41.0	195.0
403241	1.0	0.0
344462	2.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	468.0	193.0
153643	10.0	13.0
403247	0.0	0.0
403248	0.0	0.0
26985	2694.0	3646.0
106481448	0.0	0.0
26986	113743.0	86007.0
126069	110.0	149.0
106481449	0.0	0.0
126068	380.0	285.0
106481446	0.0	0.0
26983	0.0	0.0
26984	779.0	777.0
106481447	0.0	0.0
106481451	0.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	398.0	76.0
106481455	0.0	0.0
85349	105.0	24.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	9.0	5.0
106481454	0.0	1.0
403238	0.0	0.0
85344	1.0	7.0
403239	0.0	1.0
85345	0.0	0.0
85343	0.0	0.0
344454	2.0	7.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	1.0
100873392	4.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1335.0	3241.0
100873390	0.0	0.0
728556	30.0	95.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	88.0	66.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	2.0
163081	495.0	345.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	4.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	141.0	165.0
100873384	0.0	0.0
285601	8.0	0.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	2.0
63910	84.0	431.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	434.0	445.0
222008	0.0	7.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2881.0	2397.0
63904	0.0	0.0
106481430	0.0	1.0
163071	24.0	26.0
63906	1016.0	660.0
106481433	0.0	0.0
63908	808.0	264.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	3.0
285613	39.0	76.0
63920	258.0	230.0
63923	1388.0	336.0
63922	410.0	758.0
728577	97.0	18.0
63925	1458.0	1065.0
63924	43.0	0.0
63916	2021.0	3329.0
63917	2994.0	2966.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	4.0	2.0
728564	2.0	7.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1286.0	822.0
106481402	0.0	0.0
63931	1400.0	2650.0
106481403	0.0	0.0
63934	771.0	92.0
728567	14.0	3.0
106481408	0.0	0.0
163088	21.0	5.0
63933	1678.0	3161.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3315.0	2718.0
163087	569.0	306.0
728568	384.0	455.0
106481407	3.0	13.0
3704	1722.0	1069.0
3705	2198.0	9251.0
63926	644.0	822.0
3706	2.0	181.0
63929	536.0	859.0
3707	3192.0	3915.0
63928	1.0	48.0
3708	7565.0	2511.0
106481411	0.0	0.0
3709	11261.0	1684.0
106481412	0.0	0.0
106481410	4.0	0.0
3700	9.0	3.0
3702	198.0	27.0
3703	9146.0	15289.0
645506	1.0	0.0
151050	773.0	306.0
645520	0.0	0.0
63941	1154.0	3775.0
63940	494.0	468.0
63943	335.0	499.0
728517	0.0	0.0
163033	471.0	584.0
258010	1625.0	1970.0
63947	0.0	0.0
63946	0.0	2.0
728513	3.0	0.0
100033803	0.0	0.0
3716	11300.0	11346.0
100033804	0.0	0.0
3717	935.0	1522.0
100033805	0.0	0.0
3718	288.0	213.0
63939	682.0	640.0
100033806	0.0	0.0
100190799	9.0	7.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	91.0	34.0
3710	2838.0	7283.0
3712	5344.0	5359.0
3713	4.0	6.0
3714	3385.0	1649.0
63950	2.0	0.0
728505	1.0	1.0
63951	51.0	6.0
100033807	0.0	0.0
728501	51.0	16.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	3264.0	5354.0
100033814	0.0	0.0
3727	15069.0	9791.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	18605.0	18793.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1695.0	1868.0
151056	441.0	129.0
3725	36686.0	11657.0
645528	3.0	0.0
728532	18.0	43.0
163059	282.0	308.0
728538	0.0	0.0
728537	111.0	69.0
63967	17.0	529.0
3737	2.0	0.0
3738	25.0	7.0
3739	0.0	0.0
645538	0.0	0.0
3730	804.0	1243.0
3732	7647.0	2403.0
3734	1.0	0.0
3735	9416.0	5397.0
3736	74.0	18.0
63970	343.0	34.0
3750	135.0	65.0
63971	4379.0	4770.0
63974	0.0	0.0
163049	2260.0	1750.0
63973	106.0	11.0
63976	66.0	35.0
222068	4987.0	7503.0
63978	0.0	0.0
63977	530.0	513.0
63979	608.0	569.0
728524	0.0	0.0
3748	237.0	82.0
163051	28.0	16.0
3749	1904.0	270.0
163050	46.0	41.0
3741	46.0	13.0
645548	8.0	27.0
3743	3.0	2.0
3744	0.0	0.0
3745	375.0	75.0
3746	59.0	10.0
3747	393.0	1325.0
285671	613.0	239.0
285672	1235.0	1534.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	75.0	6370.0
285676	107.0	26.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	5.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	673.0	124.0
283008	3.0	5.0
3751	62.0	141.0
100873435	0.0	0.0
3752	1143.0	3710.0
100873434	0.0	0.0
3753	55.0	30.0
100873433	0.0	0.0
3754	101.0	534.0
100873432	0.0	0.0
3755	114.0	65.0
100873439	0.0	0.0
3756	3.0	151.0
100873438	0.0	0.0
3757	75.0	524.0
100873437	0.0	0.0
3758	3.0	0.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	146.0	64.0
3772	31.0	51.0
100861458	0.0	0.0
100861453	15.0	2.0
100861455	0.0	0.0
1107	8891.0	12652.0
1106	6424.0	4727.0
1105	2918.0	3056.0
1104	1903.0	3236.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1075.0	688.0
1101	642.0	47212.0
3762	185.0	49.0
100873424	0.0	0.0
3763	8.0	81.0
100128640	310.0	68.0
100873423	0.0	0.0
3764	669.0	873.0
100873422	0.0	0.0
3765	1.0	2.0
100873421	0.0	0.0
3766	7.0	11.0
100873428	0.0	0.0
3767	518.0	1195.0
100873427	0.0	0.0
3768	29.0	17.0
1109	0.0	0.0
100873426	0.0	0.0
1108	11523.0	22234.0
3769	15.0	1.0
100873425	0.0	0.0
100128637	1.0	1.0
100128639	0.0	0.0
3780	14.0	12.0
100873453	0.0	0.0
3781	69.0	22.0
100873452	0.0	0.0
3782	150.0	429.0
100873451	0.0	0.0
3783	4746.0	963.0
100873450	0.0	0.0
1121	1172.0	1031.0
100861468	0.0	0.0
1120	75.0	79.0
100861469	0.0	0.0
1118	13.0	53.0
1117	2285.0	375.0
1116	3173.0	542.0
1114	10.0	10.0
1113	89.0	6.0
1112	3777.0	1524.0
1111	388.0	1084.0
3773	127.0	6.0
100873457	0.0	0.0
100873456	1.0	0.0
3775	248.0	354.0
100873455	0.0	0.0
3776	534.0	197.0
100873454	0.0	0.0
3777	667.0	77.0
3778	2511.0	601.0
3779	2454.0	367.0
100873459	0.0	0.0
1119	4232.0	917.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	773.0	1684.0
100128628	8.0	3.0
3791	4127.0	3894.0
100873442	0.0	0.0
3792	22.0	48.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	13.0	14.0
1131	638.0	138.0
1130	1463.0	1945.0
100861476	0.0	0.0
1129	0.0	0.0
1128	1183.0	49.0
1124	117.0	762.0
1123	303.0	1138.0
1122	1101.0	1040.0
100861470	0.0	0.0
3784	335.0	496.0
100873446	0.0	0.0
3785	5.0	2.0
100873445	0.0	0.0
3786	101.0	256.0
100873444	0.0	0.0
3787	284.0	25.0
100873443	0.0	0.0
3788	9.0	15.0
100873449	1.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	141.0	36.0
100128618	1.0	0.0
728597	1.0	0.0
100128617	1.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	125.0	154.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	0.0
285634	1.0	5.0
1142	0.0	0.0
1141	219.0	38.0
285636	2092.0	2409.0
1140	359.0	433.0
728599	5.0	6.0
1139	12.0	14.0
1138	50.0	263.0
1137	0.0	0.0
100861485	0.0	0.0
1136	8.0	7.0
1135	0.0	1.0
1134	1.0	28.0
1133	12.0	10.0
3795	393.0	382.0
100873479	3.0	3.0
3796	1007.0	1468.0
100873478	0.0	0.0
3797	807.0	914.0
100873477	1.0	0.0
3798	166.0	103.0
100873476	0.0	0.0
3799	7861.0	14590.0
100873460	0.0	0.0
728586	20.0	6.0
285641	2.0	0.0
100873464	1.0	0.0
100873463	0.0	1.0
100873462	2.0	2.0
285643	0.0	4.0
100128603	0.0	1.0
100873461	0.0	0.0
1154	3370.0	4704.0
1153	24660.0	14688.0
1152	818.0	5053.0
285647	16.0	21.0
728589	11.0	2.0
728588	0.0	2.0
1149	29.0	1.0
1147	1013.0	1341.0
1146	2.0	0.0
1145	61.0	53.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	316.0	2271.0
1163	972.0	1974.0
285659	0.0	0.0
1161	379.0	250.0
1160	177.0	30.0
1159	175.0	225.0
1158	3.0	32.0
1157	0.0	0.0
1155	1984.0	2771.0
550643	1096.0	1427.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1432.0	1258.0
1175	2225.0	4514.0
285668	11.0	29.0
1174	1791.0	2239.0
1173	11718.0	16703.0
550631	155.0	316.0
100873489	0.0	0.0
283014	2.0	5.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	17.0	7.0
1186	2272.0	2284.0
1185	1168.0	550.0
1184	290.0	412.0
1183	194.0	78.0
1182	5800.0	6212.0
1181	242.0	605.0
440375	23.0	12.0
1180	27.0	9.0
1179	0.0	0.0
1178	0.0	0.0
283089	2.0	3.0
85495	0.0	0.0
85480	121.0	11.0
283080	0.0	0.0
1198	2180.0	2030.0
1197	0.0	1.0
1196	1775.0	2000.0
1195	4032.0	3492.0
440366	1.0	0.0
1193	583.0	439.0
1192	9948.0	18934.0
1191	39171.0	11402.0
1188	27.0	8.0
283078	10.0	2258.0
85486	16.0	1.0
128615	0.0	0.0
85481	0.0	1.0
128611	46.0	13.0
440396	42.0	39.0
128609	0.0	0.0
128602	0.0	14.0
440387	0.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	3.0
126014	51.0	218.0
440335	1031.0	3965.0
100128690	0.0	0.0
114034	960.0	770.0
126006	59.0	199.0
114036	5.0	16.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	30.0	83.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	2.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	1.0
200728	171.0	208.0
440356	2.0	4.0
440354	108.0	41.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	2.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	13.0	14.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	7.0	2.0
100861435	1.0	1.0
100861436	0.0	0.0
440345	89.0	29.0
200734	3145.0	4918.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	12.0	23.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2756.0	2359.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	5.0	3.0
165530	38.0	8.0
85409	307.0	292.0
106481385	0.0	0.0
106481386	1.0	0.0
85416	1.0	1.0
106481383	2.0	1.0
85417	43.0	59.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	270.0	652.0
106481389	0.0	0.0
85415	3146.0	1664.0
106481387	0.0	0.0
85413	8.0	6.0
106481388	0.0	0.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	3.0	21.0
106481380	0.0	0.0
11	0.0	0.0
403341	557.0	672.0
12	188.0	163.0
13	3.0	1.0
14	6495.0	7030.0
15	6.0	0.0
16	6519.0	5665.0
645455	6.0	15.0
18	989.0	4016.0
19	714.0	775.0
128580	15.0	3.0
85407	45.0	103.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1459.0	1672.0
106481395	0.0	0.0
85403	1234.0	2316.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3161.0	4527.0
106481390	0.0	0.0
21	2783.0	11175.0
106481391	0.0	0.0
22	1542.0	1495.0
153571	545.0	143.0
153572	4167.0	588.0
23	4301.0	5208.0
24	77.0	18.0
25	4373.0	4723.0
26	14.0	7.0
27	1833.0	3930.0
28	422.0	207.0
29	3860.0	6386.0
153579	1378.0	285.0
728615	0.0	0.0
728614	0.0	0.0
200765	303.0	92.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	11.0	20.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	921.0	809.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2385.0	2866.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	169.0	116.0
106481366	0.0	0.0
30	2372.0	3300.0
106481360	0.0	0.0
31	3430.0	5945.0
32	1991.0	644.0
33	52.0	4.0
34	2582.0	3164.0
35	1546.0	1193.0
153562	1293.0	1713.0
36	4220.0	6398.0
37	13872.0	22116.0
38	2776.0	5403.0
440307	9.0	6.0
39	981.0	1467.0
165545	3.0	14.0
106481369	0.0	0.0
728606	24.0	1120.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	9.0	8.0
106481370	0.0	0.0
41	955.0	373.0
106481371	0.0	0.0
43	78.0	10.0
645486	0.0	0.0
47	6513.0	13053.0
48	2194.0	4800.0
49	31.0	11.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	4.0	2.0
106481340	0.0	0.0
85458	2649.0	2299.0
106481345	0.0	0.0
85459	623.0	1042.0
106481346	0.0	0.0
85456	11281.0	12854.0
