id	8659f2c4-7492-46b3-9bbe-ea8ae7bbdd53	892b14a6-b2b6-4860-a7fc-f65beac8530e
317760	16.0	21.0
317767	4.0	2.0
100271715	110.0	46.0
148252	458.0	220.0
100271722	438.0	421.0
199834	0.0	0.0
388135	125.0	67.0
101929152	7.0	0.0
100420854	0.0	0.0
222950	139.0	21.0
100419867	0.0	0.0
148266	525.0	329.0
100419868	11.0	9.0
148268	799.0	489.0
100419866	1.0	1.0
100420859	0.0	0.0
124245	2687.0	1942.0
317729	1.0	0.0
136288	10.0	1.0
199800	80.0	16.0
101930150	0.0	4.0
163882	2741.0	2847.0
388165	302.0	104.0
100419873	2.0	0.0
100271700	88.0	151.0
100271703	0.0	0.0
100271702	72.0	338.0
100420875	0.0	3.0
100420877	0.0	0.0
388199	1.0	6.0
22794	10633.0	13295.0
22795	1578.0	2964.0
22796	2580.0	2466.0
22797	310.0	296.0
22798	48.0	16.0
317705	0.0	4.0
317703	0.0	0.0
317702	0.0	0.0
138882	1.0	0.0
138883	2.0	0.0
138881	7.0	2.0
100420881	0.0	0.0
388181	2.0	0.0
100419893	1.0	25.0
222967	3.0	5.0
219333	3339.0	4863.0
136227	42.0	7.0
222962	2993.0	15.0
148213	327.0	732.0
388182	86.0	184.0
100419895	0.0	0.0
317716	0.0	0.0
148203	371.0	561.0
317719	26.0	17.0
148206	794.0	670.0
163859	2734.0	1347.0
101929110	7.0	4.0
101929111	0.0	0.0
219348	1950.0	113.0
219347	253.0	161.0
100420898	1.0	2.0
148223	1140.0	2155.0
10799	265.0	206.0
136242	5.0	15.0
10791	1512.0	515.0
10794	172.0	70.0
10793	682.0	379.0
10795	2382.0	2431.0
10798	0.0	0.0
10797	3055.0	2055.0
101929121	0.0	0.0
101929120	1.0	0.0
101929127	32.0	0.0
317701	0.0	0.0
220323	2802.0	1716.0
148231	0.0	0.0
148229	103.0	721.0
151877	11.0	22.0
151871	0.0	0.0
93035	752.0	6.0
161176	7114.0	1047.0
56097	36.0	9.0
56098	25.0	13.0
56099	1099.0	468.0
93034	10.0	15.0
283927	267.0	74.0
220359	13.0	47.0
653073	1.0	1.0
653075	3.0	1.0
256302	3914.0	1020.0
105373144	0.0	0.0
81050	0.0	0.0
199786	29.0	23.0
256309	216.0	116.0
100420792	0.0	0.0
95681	1077.0	1049.0
283914	0.0	0.0
81047	0.0	0.0
197131	4024.0	3507.0
197135	79.0	20.0
653061	9.0	1.0
93058	509.0	438.0
161198	3359.0	1219.0
283902	1.0	0.0
220382	66.0	0.0
81078	1.0	55.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	2.0
199777	860.0	1171.0
81061	0.0	0.0
653082	183.0	213.0
81090	0.0	0.0
100271649	0.0	0.0
199746	508.0	554.0
100271655	6.0	2.0
81099	0.0	0.0
100271650	16.0	16.0
199745	390.0	316.0
148170	331.0	108.0
256364	3605.0	2277.0
163786	450.0	416.0
220388	93.0	11.0
100271639	0.0	0.0
163782	1512.0	100.0
100271646	43.0	60.0
283953	0.0	0.0
256355	37.0	5.0
100271644	0.0	0.0
283951	430.0	1424.0
256356	3263.0	1476.0
100271643	1.0	0.0
100271640	0.0	1.0
81081	0.0	0.0
161159	19.0	1.0
148189	625.0	972.0
93099	1951.0	1581.0
100271627	7.0	2.0
283948	214.0	1416.0
256329	147.0	408.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	7.0
100271633	0.0	0.0
100271632	7.0	2.0
199720	39.0	31.0
93082	211.0	18.0
161145	1175.0	2168.0
100271617	0.0	0.0
100271616	1.0	1.0
161142	5.0	2.0
100271619	0.0	0.0
148198	76.0	78.0
100271618	0.0	2.0
100271624	0.0	1.0
100271623	0.0	0.0
283933	177.0	50.0
100271625	0.0	0.0
93081	385.0	283.0
100271620	1.0	5.0
283932	186.0	1148.0
100271622	1.0	0.0
100271621	0.0	0.0
199731	2086.0	1609.0
100124332	0.0	0.0
643664	8.0	8.0
256394	393.0	189.0
83637	5927.0	4736.0
83636	3187.0	1007.0
401565	3.0	0.0
401563	31.0	27.0
401562	9.0	2.0
401561	13.0	4.0
283999	0.0	0.0
283994	4.0	1.0
643668	10.0	1.0
283991	1551.0	1801.0
340198	3.0	1.0
643669	27.0	27.0
340192	0.0	0.0
643680	84.0	7.0
197196	5.0	0.0
56033	74.0	3.0
401551	5.0	1.0
83657	145.0	172.0
83656	1.0	0.0
83659	9.0	0.0
283989	1256.0	2560.0
83658	4284.0	5516.0
401548	2967.0	2708.0
56034	3185.0	2760.0
283987	5242.0	13902.0
256369	2.0	0.0
401546	1017.0	930.0
83655	0.0	0.0
283985	1.0	0.0
283982	2.0	0.0
283981	57.0	16.0
643677	9.0	12.0
83650	6.0	1.0
197187	138.0	39.0
449520	4.0	8.0
401541	299.0	516.0
401540	0.0	0.0
83639	4.0	5.0
83638	2382.0	2229.0
256380	56.0	3.0
449518	0.0	0.0
83648	237.0	75.0
401537	3.0	3.0
83647	0.0	0.0
83641	6172.0	8634.0
401535	13.0	1.0
83643	11704.0	715.0
401533	0.0	1.0
643689	1.0	10.0
283971	1.0	0.0
83640	531.0	885.0
283970	4.0	8.0
114826	1573.0	1173.0
114827	156.0	299.0
378706	0.0	0.0
378707	0.0	0.0
378708	135.0	192.0
339184	4.0	0.0
339186	0.0	0.0
56052	949.0	2710.0
114821	305.0	385.0
114822	840.0	3436.0
114823	12974.0	11551.0
114824	5.0	2.0
114825	1399.0	1918.0
643699	181.0	62.0
340168	0.0	0.0
114815	583.0	1699.0
114817	0.0	0.0
114818	1884.0	77.0
114819	373.0	333.0
339175	1008.0	1137.0
56063	650.0	844.0
653017	0.0	0.0
56061	3872.0	11266.0
56062	135.0	60.0
114814	108.0	120.0
83667	1530.0	1641.0
83666	4376.0	7278.0
83660	8761.0	1487.0
340156	225.0	77.0
83661	8.0	928.0
114804	1227.0	83.0
114805	159.0	314.0
340152	54.0	59.0
339168	2.0	0.0
114800	306.0	394.0
114801	602.0	281.0
93010	274.0	58.0
114803	4012.0	2381.0
83697	0.0	1.0
81034	1864.0	2467.0
81035	4315.0	8468.0
83696	2259.0	4402.0
83699	4946.0	1343.0
81037	6189.0	10485.0
83698	61.0	3.0
401588	233.0	306.0
83693	2577.0	2620.0
81030	82.0	30.0
83692	5669.0	1283.0
81031	2708.0	4382.0
83695	1313.0	1942.0
81033	0.0	1.0
83694	417.0	325.0
340146	1.0	2.0
83690	3892.0	162260.0
81027	16.0	4.0
81029	422.0	421.0
653042	0.0	0.0
653045	9.0	13.0
81025	3.0	2.0
401577	282.0	128.0
22877	8293.0	1533.0
22878	4417.0	5180.0
22879	4300.0	2513.0
22870	3913.0	6067.0
22871	287.0	0.0
22872	13946.0	14667.0
22873	1047.0	229.0
22874	7410.0	8428.0
22875	2579.0	2766.0
22876	2054.0	3100.0
10899	4812.0	6184.0
10898	1516.0	1021.0
10891	396.0	10.0
136540	0.0	0.0
10890	8859.0	8636.0
10893	303.0	124.0
10892	2821.0	2452.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	8681.0	134.0
10897	2072.0	2396.0
10896	32.0	6.0
22888	1389.0	1019.0
22889	2885.0	2566.0
22880	3489.0	3512.0
124540	6014.0	16918.0
22881	960.0	477.0
22882	4157.0	5703.0
22883	14792.0	16951.0
22884	2225.0	1053.0
22885	6157.0	5874.0
22887	6131.0	3489.0
342419	0.0	0.0
124538	0.0	0.0
124535	7.0	1.0
148523	295.0	832.0
283598	0.0	0.0
283596	202.0	439.0
283592	4.0	0.0
22856	6633.0	7319.0
161514	0.0	0.0
731424	12.0	0.0
22858	3759.0	3538.0
22859	4226.0	5262.0
22850	2295.0	2858.0
22852	1467.0	1378.0
22853	2830.0	2705.0
22854	47.0	57.0
10877	1.0	0.0
10876	6.0	4.0
100419909	0.0	0.0
10879	43.0	0.0
10878	17.0	6.0
148534	1047.0	2263.0
104169670	17.0	11.0
104169671	0.0	0.0
100419903	10.0	8.0
283587	16.0	9.0
10871	67.0	88.0
10870	139.0	70.0
10873	1740.0	3115.0
10875	3767.0	1286.0
10874	0.0	10.0
22866	456.0	12.0
22868	2397.0	1440.0
22869	1446.0	1200.0
100309464	0.0	0.0
161502	7.0	4.0
100420901	0.0	0.0
22861	2696.0	668.0
22862	7419.0	5730.0
22863	2864.0	2021.0
22864	2819.0	3831.0
22865	58.0	3.0
10888	79.0	18.0
56203	13.0	18.0
643609	0.0	0.0
56204	6514.0	10407.0
10887	173.0	5.0
124512	995.0	1121.0
148545	50.0	307.0
283579	1.0	0.0
283578	3500.0	5932.0
10880	1.0	1.0
283576	1.0	95.0
10882	18.0	4.0
10881	0.0	1.0
10884	2993.0	30064.0
283571	43.0	41.0
10886	22.0	1.0
10885	2789.0	2136.0
22834	4294.0	2840.0
22835	788.0	1455.0
22836	7547.0	476.0
22837	6266.0	2377.0
101929059	10.0	2.0
22838	3238.0	4106.0
22839	5948.0	4872.0
100420910	2.0	4.0
100420916	1.0	0.0
22832	1282.0	966.0
124590	0.0	0.0
10855	189.0	79.0
10857	8985.0	7574.0
10856	3120.0	5809.0
10859	449.0	333.0
10858	235.0	26.0
100126793	42.0	27.0
10850	0.0	0.0
643617	2.0	0.0
643615	1.0	9.0
100126791	218.0	146.0
22844	229.0	79.0
22845	1066.0	1261.0
22846	1982.0	2213.0
22847	2613.0	1844.0
22848	4429.0	3837.0
22849	971.0	512.0
112597	402.0	388.0
100420920	1.0	1.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	4708.0	14634.0
100420926	2.0	1.0
22841	2048.0	1606.0
100420927	0.0	0.0
100419930	7.0	0.0
22843	78.0	532.0
10866	1716.0	1781.0
100420919	0.0	0.0
10865	8878.0	2636.0
10868	2713.0	1972.0
10867	6245.0	4910.0
10869	5759.0	6296.0
10861	303.0	433.0
101929074	72.0	19.0
10864	1.0	1.0
101929071	2.0	1.0
10863	1119.0	269.0
22813	2.0	0.0
22814	2.0	6.0
643641	1802.0	1263.0
22815	0.0	0.0
22816	0.0	0.0
22818	8585.0	16421.0
10829	1.0	2.0
100419945	0.0	0.0
83849	95.0	12.0
83855	802.0	1282.0
10833	0.0	0.0
83854	12.0	6.0
83857	9180.0	10274.0
10835	0.0	2.0
83856	422.0	372.0
10834	3.0	0.0
83851	35.0	6.0
10837	0.0	0.0
100419948	0.0	0.0
83850	248.0	19.0
10836	0.0	0.0
100419949	0.0	0.0
83853	39.0	38.0
10838	2116.0	1644.0
83852	2171.0	2648.0
124565	8946.0	9666.0
100419947	2.0	0.0
22808	9160.0	1205.0
22809	1809.0	2412.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	9.0	6.0
22822	3909.0	2767.0
22823	1733.0	1253.0
22824	1711.0	1376.0
101929086	0.0	1.0
22826	5696.0	4614.0
22827	6455.0	13200.0
643653	0.0	0.0
22828	4608.0	4036.0
22829	4.0	0.0
112574	3840.0	3264.0
100419955	0.0	0.0
56241	1270.0	333.0
100420946	0.0	0.0
56242	831.0	984.0
22820	11445.0	15105.0
22821	4674.0	1462.0
100419950	1.0	0.0
10844	4649.0	4320.0
83844	4.0	0.0
10846	699.0	224.0
10845	3490.0	3925.0
10848	3741.0	2370.0
56243	17254.0	7766.0
10847	14051.0	25003.0
56244	5.0	1.0
56245	33.0	6.0
10849	283.0	352.0
56246	563.0	1.0
643646	129.0	30.0
10840	2358.0	34.0
10842	4.0	0.0
101929093	0.0	0.0
10841	32.0	7.0
643648	0.0	0.0
101929010	3.0	1.0
100420950	0.0	1.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	1.0	0.0
100419963	1.0	0.0
100271613	1.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	1.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	2.0
100271601	1.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	5.0	15.0
161582	88.0	93.0
124599	41.0	34.0
101929052	0.0	0.0
391485	0.0	3.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	1.0
391496	0.0	1.0
22899	3589.0	1256.0
391462	0.0	0.0
22891	201.0	289.0
22893	3023.0	3280.0
22894	4187.0	3858.0
22895	22.0	7.0
148581	0.0	0.0
22897	2450.0	1909.0
22898	2170.0	1094.0
22890	3050.0	2968.0
391470	0.0	0.0
391472	0.0	0.0
391475	0.0	0.0
101929008	41.0	115.0
222659	3.0	3.0
440894	39.0	82.0
222658	7811.0	3894.0
102724035	0.0	1.0
100271575	7.0	1.0
100271577	4.0	1.0
100271571	0.0	0.0
81175	14.0	11.0
81176	8.0	2.0
100271570	0.0	1.0
93145	827.0	249.0
440888	0.0	0.0
222642	10.0	5.0
222643	131.0	334.0
401289	12.0	0.0
401288	48.0	50.0
401285	0.0	0.0
81166	0.0	0.0
100271564	20.0	11.0
81168	0.0	0.0
100271566	1.0	0.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	1.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	0.0
100271551	1.0	0.0
81198	0.0	0.0
81191	5.0	0.0
81192	0.0	0.0
81193	1.0	0.0
81194	0.0	0.0
450232	1.0	0.0
401260	0.0	0.0
220001	281.0	20.0
222662	4.0	12.0
401265	414.0	72.0
222663	179.0	166.0
220002	2373.0	1756.0
93166	209.0	91.0
401264	576.0	652.0
220004	162.0	145.0
100271539	0.0	0.0
401262	24.0	40.0
93164	501.0	5798.0
100271547	0.0	0.0
100271549	3.0	3.0
81188	0.0	0.0
100271543	0.0	3.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	67.0	10.0
81185	2.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1083.0	1151.0
440854	14.0	6.0
222698	151.0	6.0
222696	148.0	44.0
161497	15.0	50.0
100271529	2.0	3.0
222699	44.0	63.0
100271536	0.0	0.0
100271538	3.0	2.0
100271537	0.0	0.0
93190	2.0	0.0
283601	1.0	0.0
100271531	1.0	1.0
283600	1.0	0.0
220042	128.0	479.0
93183	1361.0	1480.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	3903.0	3941.0
100271525	0.0	0.0
100271526	16.0	19.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	8.0	0.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	1138.0	1063.0
220047	3.0	5.0
100271503	0.0	0.0
10808	6306.0	25321.0
56130	288.0	56.0
10807	1630.0	1738.0
56131	887.0	120.0
56132	500.0	39.0
10809	5413.0	17541.0
220081	27.0	11.0
83756	67.0	20.0
10811	806.0	990.0
56137	80.0	5.0
10810	3234.0	859.0
83755	1.0	0.0
56138	115.0	7.0
83758	308.0	70.0
10813	1530.0	1916.0
56139	315.0	694.0
401207	424.0	1121.0
220082	5.0	0.0
83757	18.0	0.0
83752	10281.0	30976.0
56133	469.0	222.0
10815	496.0	2551.0
10814	2.0	1.0
56134	43.0	56.0
10817	367.0	372.0
56135	66.0	18.0
10816	2.0	0.0
283643	349.0	410.0
56136	26.0	50.0
643535	1.0	0.0
643536	0.0	0.0
22800	1514.0	1060.0
22801	1855.0	2982.0
643550	2.0	0.0
22802	347.0	0.0
22803	7745.0	10462.0
440804	0.0	5.0
22806	474.0	45.0
22807	1081.0	136.0
10819	134.0	234.0
56140	10.0	8.0
10818	4744.0	8365.0
56141	24.0	8.0
56142	126.0	13.0
56143	41.0	10.0
83737	5284.0	4680.0
220070	0.0	0.0
10822	0.0	0.0
283638	4704.0	3131.0
83744	473.0	420.0
10821	26.0	1.0
10824	3.0	2.0
83746	2712.0	2697.0
10823	1.0	0.0
83741	0.0	0.0
283635	2919.0	2125.0
10826	5887.0	186.0
220074	907.0	1337.0
56144	175.0	156.0
10825	1358.0	1962.0
56145	265.0	37.0
83740	0.0	0.0
83743	2346.0	3249.0
56146	76.0	116.0
10828	1.0	1.0
10827	1859.0	3152.0
83742	3398.0	4805.0
56147	37.0	21.0
283631	1.0	0.0
10820	23.0	4.0
440836	761.0	775.0
643563	1.0	0.0
56154	1.0	0.0
81109	0.0	0.0
283629	139.0	99.0
56159	4.0	1.0
81115	2.0	0.0
81116	0.0	0.0
56155	125.0	173.0
283624	1482.0	493.0
102724097	183.0	127.0
256006	68.0	149.0
56156	0.0	5.0
81113	0.0	0.0
56157	0.0	0.0
56158	3.0	3.0
81114	1.0	0.0
81110	0.0	0.0
440829	0.0	2.0
440823	140.0	137.0
440822	0.0	1.0
56163	0.0	0.0
56164	32.0	27.0
256021	114.0	11.0
56165	62.0	5.0
83759	1284.0	965.0
56160	1174.0	1479.0
10800	649.0	152.0
283617	0.0	0.0
81104	0.0	0.0
10802	3080.0	2708.0
10801	17728.0	20897.0
10804	6.0	0.0
10803	6.0	0.0
56167	0.0	0.0
10806	1984.0	1518.0
56168	0.0	0.0
56169	53.0	31.0
643582	0.0	0.0
643586	9.0	4.0
256076	0.0	0.0
401253	2.0	0.0
56171	335.0	265.0
401251	11.0	7.0
56172	8098.0	2137.0
401250	70.0	16.0
81137	0.0	0.0
81138	4.0	0.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	16.0	10.0
283688	0.0	2.0
401247	16.0	35.0
81136	0.0	0.0
283687	204.0	172.0
283685	0.0	0.0
93109	882.0	545.0
283682	14.0	1.0
100126825	2.0	1.0
93107	0.0	31.0
643596	17.0	48.0
56180	720.0	728.0
93100	1550.0	2057.0
401242	0.0	1.0
256085	1.0	5.0
56181	3922.0	2905.0
81126	0.0	0.0
81127	0.0	0.0
83787	2159.0	1872.0
283677	0.0	1.0
401237	769.0	181.0
83786	2883.0	2602.0
401236	232.0	56.0
283673	1261.0	1577.0
93134	3304.0	2563.0
401233	0.0	0.0
401232	166.0	178.0
256051	901.0	331.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	1.0	0.0
283663	113.0	128.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	806.0	2126.0
283659	495.0	1111.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	4.0
283651	89.0	102.0
100271585	0.0	0.0
100271584	4.0	22.0
100271581	0.0	0.0
22998	10912.0	3028.0
22999	91.0	36.0
100151676	0.0	0.0
100151677	0.0	1.0
100151678	0.0	0.0
22990	8137.0	3102.0
100151671	0.0	0.0
100151672	3.0	3.0
22992	12544.0	10908.0
22993	5163.0	5069.0
100151674	0.0	0.0
22994	739.0	832.0
83903	29.0	81.0
22995	430.0	287.0
83902	1.0	6.0
22996	5647.0	6488.0
22997	203.0	334.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	1.0	0.0
100151683	1.0	1.0
100151684	0.0	1.0
100151685	0.0	0.0
100151681	2.0	2.0
56302	45.0	2.0
83901	0.0	0.0
342538	4.0	5.0
83900	0.0	0.0
56300	0.0	0.0
56301	897.0	3.0
124411	1225.0	2225.0
22976	1524.0	1529.0
22977	495.0	1710.0
22978	2453.0	1311.0
22979	319.0	789.0
22970	26.0	25.0
22971	895.0	683.0
22974	171.0	2073.0
83932	964.0	524.0
10998	323.0	527.0
83931	5858.0	2242.0
342527	77.0	7.0
148418	94.0	5.0
83933	273.0	379.0
124404	2.0	1.0
10999	1941.0	3516.0
124401	986.0	1596.0
124402	998.0	2017.0
83930	1883.0	1391.0
56311	7.0	0.0
10990	1924.0	27.0
100126693	1.0	2.0
10992	14218.0	13841.0
606500	0.0	0.0
10991	190.0	22.0
10994	2912.0	2930.0
10993	49.0	310.0
22987	80.0	2.0
22989	13.0	5.0
22980	7679.0	5144.0
22981	1347.0	1718.0
22982	4777.0	2100.0
22983	28.0	21.0
22984	3566.0	3264.0
22985	12384.0	9950.0
22986	4.0	0.0
58986	2298.0	5385.0
148423	1101.0	915.0
58985	92.0	20.0
342510	111.0	97.0
283694	0.0	0.0
283693	38.0	24.0
283692	13.0	2.0
22954	1665.0	1376.0
22955	4116.0	3504.0
112487	1236.0	650.0
22950	2088.0	1978.0
391524	1.0	1.0
22952	30.0	2.0
22953	27.0	0.0
391526	1.0	0.0
10975	2355.0	4185.0
83953	0.0	1.0
10978	588.0	484.0
83955	13.0	5.0
10979	10511.0	1505.0
112495	1742.0	1598.0
10970	4627.0	8512.0
56339	2873.0	3215.0
10972	24485.0	31187.0
10971	15641.0	8978.0
10974	0.0	0.0
10973	3899.0	3965.0
401409	49.0	42.0
112479	1302.0	3255.0
112476	188.0	485.0
391530	0.0	0.0
83939	7153.0	6790.0
56341	8.0	0.0
391533	0.0	0.0
124460	252.0	134.0
83935	392.0	129.0
83938	424.0	92.0
391538	2.0	2.0
83937	2273.0	846.0
10987	3102.0	6371.0
83943	742.0	1194.0
83942	0.0	0.0
10989	5699.0	6085.0
10988	5220.0	4973.0
56342	203.0	301.0
124454	1943.0	6797.0
56344	0.0	0.0
83941	1885.0	1832.0
83940	1204.0	1439.0
643503	0.0	0.0
10981	1956.0	969.0
112483	2484.0	2618.0
10980	4092.0	5138.0
10983	32478.0	26530.0
10982	3313.0	1513.0
643507	9.0	12.0
10985	9386.0	9834.0
10984	457.0	221.0
22932	752.0	416.0
22933	3973.0	2426.0
22934	1177.0	851.0
22936	4797.0	3822.0
22937	6071.0	7689.0
22938	4413.0	4087.0
112464	1283.0	512.0
22930	6180.0	4234.0
22931	6528.0	6525.0
81309	0.0	0.0
391504	0.0	1.0
10954	1414.0	823.0
10953	1981.0	2860.0
10956	17756.0	16704.0
81315	0.0	0.0
10955	17447.0	15118.0
391508	1.0	0.0
81316	0.0	0.0
10957	6468.0	3145.0
124446	5234.0	11696.0
81310	0.0	0.0
10959	16841.0	22840.0
22929	3602.0	3595.0
10950	1423.0	552.0
10952	3167.0	3670.0
10951	4568.0	5849.0
22943	81.0	10.0
22944	1101.0	840.0
22945	0.0	0.0
22947	0.0	0.0
22948	7793.0	14849.0
22949	2688.0	4095.0
83957	0.0	0.0
22941	3698.0	1096.0
83959	295.0	487.0
10965	2194.0	2024.0
391518	0.0	0.0
10964	2058.0	742.0
81304	0.0	0.0
10966	1458.0	546.0
10969	2731.0	4157.0
81300	0.0	0.0
10961	7167.0	10146.0
10960	6892.0	10860.0
643529	176.0	901.0
10963	6444.0	12621.0
10962	374.0	488.0
148479	2897.0	4017.0
197407	677.0	2678.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2190.0	3310.0
391548	1.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	0.0
391552	11.0	0.0
474383	0.0	0.0
474382	1.0	0.0
222701	0.0	4.0
767569	0.0	0.0
391559	14.0	8.0
767577	0.0	0.0
767579	1.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	7.0	0.0
207107	28.0	39.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	6.0	1.0
474344	4082.0	1109.0
474343	110.0	127.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	6.0	13.0
161406	41.0	25.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	1.0	0.0
100151640	11.0	6.0
100151641	0.0	0.0
246715	0.0	0.0
767557	21.0	23.0
606553	0.0	0.0
606551	28.0	35.0
474354	6.0	0.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	1.0	0.0
161436	110.0	25.0
100151655	0.0	0.0
391584	1.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	25.0	20.0
100151652	0.0	0.0
100151668	3.0	0.0
391592	0.0	2.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	3514.0	3709.0
100151667	0.0	0.0
391598	2.0	0.0
100151661	1.0	5.0
100151663	0.0	0.0
474338	7.0	13.0
474337	0.0	0.0
197370	2368.0	6194.0
220112	9.0	4.0
246744	8.0	5.0
220115	16.0	3.0
93273	24.0	3.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	0.0	1.0
220108	880.0	143.0
220107	37.0	72.0
100271448	3.0	0.0
100271447	1.0	0.0
100271449	0.0	0.0
100271444	2.0	4.0
100271445	0.0	2.0
81285	20.0	75.0
81282	0.0	0.0
197350	61.0	178.0
246720	4.0	7.0
401399	569.0	19.0
401398	60.0	88.0
246721	0.0	0.0
220134	21.0	197.0
401397	1633.0	1457.0
246723	18.0	6.0
220136	155.0	416.0
401393	9.0	25.0
100271437	0.0	0.0
100271439	1.0	0.0
100271438	1.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	609.0	2399.0
246731	3.0	4.0
401387	5.0	14.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	69.0	121.0
100271420	0.0	0.0
197358	313.0	501.0
199990	1598.0	1628.0
246785	46.0	49.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	149.0	260.0
100271414	0.0	0.0
100887075	1.0	0.0
439990	79.0	7.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	277.0	121.0
100271413	0.0	3.0
197320	1105.0	448.0
439996	2.0	1.0
100887074	0.0	0.0
439992	40.0	28.0
100887073	0.0	0.0
197322	1733.0	1143.0
439994	189.0	121.0
102724105	422.0	197.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	3.0	1.0
102724101	0.0	0.0
100271406	0.0	1.0
100271405	19.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	19.0	34.0
197335	1570.0	4979.0
440993	2266.0	1616.0
440992	32.0	13.0
161394	165.0	619.0
199964	150.0	203.0
8000	75.0	126.0
8001	7276.0	18.0
246777	162.0	561.0
246778	4.0	4.0
606495	386.0	201.0
199974	2207.0	2.0
8013	4281.0	95.0
22911	1951.0	1413.0
439949	99.0	2.0
22913	6334.0	7999.0
643421	0.0	1.0
22914	27.0	53.0
22915	6659.0	69.0
439945	0.0	0.0
22916	5033.0	6177.0
731605	8.0	2.0
22917	18.0	10.0
10929	4470.0	3422.0
10928	7418.0	13865.0
56252	8194.0	6426.0
56253	18.0	10.0
401331	314.0	725.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2448.0	1035.0
56259	2547.0	2516.0
83876	313.0	81.0
81215	0.0	0.0
83879	238.0	48.0
10934	2.0	1.0
83878	695.0	209.0
283768	7.0	0.0
10933	14555.0	12736.0
10936	232.0	117.0
56254	4858.0	4712.0
83873	15.0	21.0
256148	0.0	0.0
81210	5.0	19.0
283767	0.0	0.0
56255	8063.0	4475.0
83872	3510.0	850.0
10935	9566.0	10876.0
81211	0.0	0.0
