id	b1e5ed14-a40e-41a1-b424-a6765ed70286	39b74af5-8b63-4788-b05f-d1696605afdc
83873	15.0	9.0
256148	0.0	0.0
81210	5.0	4.0
283767	0.0	0.0
56255	16162.0	6251.0
83872	6948.0	895.0
10935	16666.0	20253.0
81211	0.0	0.0
56256	4209.0	479.0
10938	2741.0	3864.0
83875	321.0	16.0
83874	755.0	1368.0
56257	3990.0	6442.0
22907	3098.0	7636.0
643414	93.0	0.0
439953	11.0	25.0
22908	7584.0	4822.0
83871	3378.0	4490.0
22909	1792.0	1733.0
283761	0.0	2.0
439954	3.0	0.0
643418	11.0	0.0
10930	18.0	5.0
439950	5.0	0.0
22921	1689.0	1259.0
8022	0.0	0.0
440926	295.0	349.0
22924	1427.0	888.0
440925	24.0	142.0
8028	4457.0	2870.0
22925	9421.0	2237.0
8029	601.0	76.0
22926	13638.0	20261.0
439934	0.0	1.0
22927	906.0	425.0
8027	3021.0	3011.0
22928	5415.0	8829.0
439936	12.0	0.0
56261	6825.0	2890.0
56262	5429.0	4789.0
10939	5029.0	4909.0
401321	492.0	271.0
8021	7036.0	7793.0
83858	344.0	749.0
22920	6542.0	11412.0
56260	246.0	227.0
10943	3276.0	1958.0
56269	0.0	2.0
83866	0.0	0.0
81203	0.0	0.0
10942	71.0	6.0
81204	0.0	0.0
10945	12975.0	18231.0
83868	0.0	0.0
81205	0.0	0.0
10944	15442.0	15319.0
83867	0.0	0.0
10947	2736.0	1915.0
56265	1145.0	463.0
83862	1794.0	2450.0
401316	33.0	45.0
83861	2758.0	5356.0
283755	1516.0	77.0
10946	6644.0	5460.0
56267	4977.0	3304.0
10949	12736.0	10439.0
81201	0.0	0.0
10948	2125.0	3505.0
256158	394.0	16.0
83863	0.0	0.0
81202	0.0	0.0
22918	21187.0	5935.0
22919	16025.0	10547.0
439941	0.0	0.0
83860	1824.0	5801.0
8019	2301.0	4013.0
10941	0.0	0.0
643427	88.0	30.0
10940	618.0	693.0
8036	11446.0	6154.0
8034	5344.0	2261.0
440957	568.0	563.0
440956	1.0	0.0
440955	1.0	1.0
8038	1767.0	2357.0
10907	2514.0	3502.0
10906	3082.0	5134.0
440952	125.0	142.0
10908	1285.0	2595.0
93210	2314.0	3626.0
8031	35765.0	20567.0
256130	2.0	0.0
56270	8576.0	6583.0
56271	4973.0	1671.0
8030	20865.0	16298.0
10910	6324.0	2475.0
83899	0.0	0.0
81236	0.0	0.0
283748	0.0	115.0
10912	71.0	813.0
283747	1.0	1.0
10911	4.0	0.0
10914	25778.0	13580.0
256126	53.0	158.0
83895	0.0	0.0
10913	56.0	1.0
83894	12.0	2.0
10916	17814.0	94345.0
83897	0.0	0.0
401303	92.0	251.0
10915	5849.0	3526.0
283742	5886.0	4413.0
83896	1.0	4.0
83891	1758.0	330.0
83890	101.0	32.0
83893	0.0	2.0
81230	0.0	0.0
83892	12536.0	4583.0
22900	5221.0	3047.0
93202	2.0	3.0
22901	1244.0	2499.0
22902	3950.0	4391.0
8045	178.0	1173.0
22903	5850.0	4344.0
22904	2162.0	4418.0
22905	1862.0	6421.0
8048	0.0	0.0
440944	1432.0	969.0
22906	7218.0	6629.0
256144	0.0	0.0
10917	4.0	0.0
10919	2050.0	7118.0
83888	275.0	6.0
10921	6196.0	6881.0
283738	0.0	0.0
83887	11.0	6.0
10920	6268.0	4893.0
81226	1.0	0.0
10923	26474.0	24509.0
10922	1696.0	4920.0
83889	11.0	40.0
81228	0.0	0.0
83884	5.0	3.0
56287	6.0	0.0
81221	0.0	0.0
56288	5106.0	4699.0
10924	1973.0	1003.0
10927	18226.0	13214.0
83886	52.0	155.0
81223	0.0	0.0
10926	812.0	1852.0
81224	0.0	0.0
643447	2.0	3.0
643445	0.0	0.0
83882	100.0	336.0
83881	32.0	4.0
439965	40.0	18.0
643446	28.0	23.0
93233	57.0	135.0
256190	0.0	0.0
112401	0.0	0.0
106481976	1.0	0.0
8050	3120.0	3278.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	25.0	43.0
106481975	2.0	1.0
106481978	1.0	0.0
106481979	0.0	0.0
106481980	3.0	0.0
100271499	3.0	0.0
100271498	2.0	2.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	1.0
81251	26.0	0.0
100271491	3.0	1.0
100271493	1.0	1.0
643470	0.0	0.0
643471	0.0	0.0
8061	1647.0	215.0
8065	7059.0	5901.0
81248	0.0	0.0
10901	465.0	608.0
10900	33.0	11.0
10903	1464.0	4506.0
81243	0.0	0.0
10902	3651.0	8158.0
81244	0.0	0.0
100271487	8.0	7.0
10905	12005.0	3942.0
10904	8330.0	4002.0
81246	0.0	0.0
283796	3.0	3.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	0.0
100271486	0.0	1.0
100271485	0.0	0.0
81242	1.0	4.0
100271480	0.0	0.0
100271481	1.0	0.0
8079	8996.0	11558.0
440917	10.0	16.0
439927	1.0	7.0
440915	178.0	259.0
8078	2592.0	8748.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	5.0	0.0
8076	43045.0	2124.0
106481959	0.0	0.0
8073	33823.0	27235.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	2.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	8.0	4.0
106481962	0.0	2.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	108.0	398.0
100271472	0.0	0.0
81274	1.0	0.0
100271474	0.0	0.0
643479	0.0	1.0
81270	1.0	1.0
100271470	0.0	0.0
440905	197.0	1016.0
439916	0.0	0.0
8089	1930.0	2269.0
440902	4.0	0.0
643499	0.0	0.0
439915	0.0	1.0
440900	4.0	0.0
8082	12650.0	532.0
106481965	0.0	2.0
106481966	5.0	0.0
106481963	0.0	0.0
106481964	1.0	0.0
8086	1858.0	4247.0
106481969	0.0	0.0
8087	10942.0	10073.0
106481967	21.0	25.0
8085	4938.0	5689.0
106481968	0.0	0.0
102724167	0.0	3.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	1.0	1.0
106481970	0.0	0.0
401335	2.0	9.0
100271467	5.0	3.0
106481971	0.0	0.0
100271462	0.0	1.0
81261	0.0	0.0
100271461	0.0	1.0
100271464	0.0	0.0
439921	11046.0	1277.0
81264	0.0	0.0
100271460	5.0	4.0
731688	11.0	7.0
728034	0.0	0.0
8099	7384.0	6911.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	6.0	6.0
106481930	0.0	0.0
8092	5.0	0.0
106481931	6.0	0.0
106481936	0.0	0.0
728039	123.0	168.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	7.0	1.0
56413	78.0	132.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	10.0	24.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	3.0	1.0
106481945	0.0	0.0
106481946	0.0	1.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	386.0	1830.0
344838	13.0	0.0
106481918	0.0	0.0
106481919	10.0	11.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	45.0	0.0
106481910	0.0	0.0
106481911	4.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	1.0	0.0
106481913	0.0	0.0
283349	6878.0	4209.0
100126572	0.0	0.0
106481929	9.0	1.0
728045	0.0	0.0
106481927	2.0	0.0
106481928	0.0	0.0
728047	4.0	4.0
728042	0.0	0.0
106481921	6.0	7.0
106481922	0.0	0.0
767606	0.0	0.0
767609	1.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	1.0	0.0
106481923	0.0	2.0
767604	0.0	0.0
106481924	0.0	1.0
767610	0.0	0.0
101234261	34.0	2.0
101234262	8.0	6.0
767612	0.0	0.0
767611	0.0	0.0
283337	2167.0	3335.0
344813	0.0	0.0
114548	592.0	89.0
81406	1.0	12.0
81407	0.0	0.0
344807	1.0	0.0
126526	730.0	949.0
767600	0.0	0.0
344805	2.0	13.0
106481907	0.0	2.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	57.0	67.0
102800446	63.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	6.0	35.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	1.0	0.0
283398	19.0	27.0
728013	334.0	119.0
283392	675.0	0.0
728012	0.0	0.0
728015	3.0	2.0
728010	2.0	0.0
81428	2.0	2.0
728019	2.0	6.0
56478	3135.0	2865.0
56479	268.0	320.0
126506	1.0	4.0
56474	3303.0	3435.0
81430	1.0	0.0
56475	12.0	1.0
81431	0.0	0.0
56476	1.0	3.0
56477	21341.0	518.0
93408	0.0	0.0
283385	128.0	289.0
283383	3351.0	31.0
728005	8.0	2.0
81419	0.0	0.0
81421	0.0	0.0
283377	1448.0	759.0
643401	30.0	0.0
283375	0.0	5.0
283373	3092.0	3694.0
151525	1689.0	2018.0
126567	39.0	20.0
391211	0.0	0.0
151534	263.0	707.0
151531	29.0	1.0
114569	13576.0	33115.0
126549	20.0	13.0
114571	2.0	1.0
100527978	69.0	45.0
126541	0.0	0.0
126536	0.0	3.0
151556	1593.0	819.0
391242	0.0	0.0
728075	0.0	0.0
440699	5.0	11.0
440695	9.0	1.0
728072	0.0	0.0
100527960	4.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	3.0	47.0
728066	4.0	2.0
440689	73.0	1015.0
391257	1.0	1.0
391256	7.0	4.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	30.0	1.0
728090	0.0	0.0
728088	12.0	9.0
100527943	6.0	2.0
114599	7.0	1.0
126581	0.0	0.0
151516	127.0	168.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	0.0
100527947	0.0	0.0
100527948	9.0	2.0
100527949	1.0	1.0
643384	0.0	0.0
391160	1.0	2.0
643382	17.0	9.0
391162	0.0	0.0
692312	0.0	13.0
163479	0.0	3.0
391169	1.0	0.0
100271332	1.0	2.0
391171	0.0	1.0
391174	7.0	17.0
643394	2.0	3.0
391175	0.0	1.0
391179	0.0	1.0
93380	7231.0	3253.0
100271323	1.0	2.0
100271322	0.0	1.0
100271325	11.0	1.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	1.0	0.0
401027	20.0	1.0
391155	0.0	3.0
401024	370.0	6336.0
163486	3753.0	331.0
401022	881.0	423.0
425054	1.0	0.0
425057	0.0	0.0
100271305	1.0	0.0
100271304	0.0	0.0
100271300	5.0	2.0
401018	0.0	1.0
100271303	0.0	1.0
100271302	0.0	0.0
401093	1037.0	181.0
401097	108.0	214.0
151449	50.0	7.0
401082	0.0	0.0
8100	2228.0	1233.0
440606	2.0	0.0
8106	3767.0	4426.0
440603	38.0	19.0
401089	0.0	0.0
391183	0.0	1.0
8110	87.0	4.0
8111	423.0	1108.0
391189	0.0	1.0
8115	30.0	0.0
401074	364.0	24.0
222484	2634.0	2344.0
391190	0.0	0.0
391192	7.0	0.0
391191	0.0	1.0
391194	0.0	0.0
8123	337.0	123.0
391196	0.0	0.0
391195	0.0	1.0
8128	143.0	6.0
8125	8422.0	15916.0
401067	0.0	0.0
8120	319.0	11.0
151477	10.0	50.0
151473	1377.0	1269.0
643300	38.0	68.0
645962	0.0	0.0
8139	2360.0	731.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2232.0	3386.0
81329	0.0	0.0
83998	1.0	5.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	9.0	3.0
283403	2.0	3.0
83990	284.0	2066.0
83992	1195.0	56.0
645954	145.0	60.0
81330	0.0	0.0
645958	110.0	58.0
645957	1.0	2.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	2.0	5.0
8148	4728.0	11709.0
222487	303.0	23.0
81318	0.0	0.0
8140	2669.0	3538.0
83987	1294.0	162.0
81324	0.0	9.0
83986	1676.0	3539.0
81325	0.0	4.0
83989	5481.0	2446.0
83988	15829.0	573.0
81327	0.0	0.0
83983	29.0	140.0
81320	0.0	0.0
83982	562.0	213.0
83985	41.0	110.0
81322	0.0	0.0
643308	2.0	1.0
643309	6.0	4.0
645968	21.0	6.0
645980	4.0	0.0
100271390	2.0	3.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	1.0
106481876	1.0	0.0
8153	416.0	367.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	4.0	1.0
81358	0.0	0.0
81353	4.0	0.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	2.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	5.0	3.0
100271392	8.0	12.0
100271391	0.0	1.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	2.0
93323	269.0	788.0
8165	7786.0	4322.0
645996	7.0	0.0
645993	0.0	0.0
106481888	0.0	1.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	2547.0	3568.0
106481891	3.0	3.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	2.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	0.0
106481893	0.0	1.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	1.0
100271387	0.0	0.0
81340	3.0	0.0
81341	0.0	0.0
100271386	1.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	2.0	3.0
8178	1190.0	998.0
344892	1.0	0.0
643343	54.0	13.0
8170	313.0	26.0
106481855	0.0	0.0
401014	106.0	10.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	2.0	18.0
106481859	0.0	1.0
8175	2138.0	4052.0
106481857	0.0	0.0
106481858	0.0	3.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	1.0
283446	52.0	10.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	1.0
643338	99.0	150.0
645998	0.0	0.0
643336	0.0	1.0
100271371	1.0	0.0
8189	3029.0	7020.0
8187	435.0	1870.0
93343	1056.0	3120.0
93349	1324.0	553.0
643353	0.0	1.0
106481866	14.0	4.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	2.0	2.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	1.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	525.0	1291.0
100271364	2.0	1.0
81363	0.0	0.0
344875	6.0	3.0
100271360	2.0	1.0
93377	0.0	2.0
106481839	0.0	0.0
643365	4.0	0.0
8192	813.0	2981.0
106481833	0.0	0.0
8193	12.0	39.0
106481834	1.0	0.0
106481831	0.0	0.0
8190	242.0	4.0
106481832	1.0	1.0
106481837	1.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	4224.0	3164.0
106481836	49.0	270.0
106481840	1.0	2.0
106481841	0.0	0.0
100271358	6.0	6.0
81399	0.0	0.0
283422	1.0	1.0
344866	4.0	10.0
100271351	0.0	0.0
283420	119.0	2.0
100271354	1.0	0.0
81390	0.0	0.0
81392	0.0	1.0
643376	20.0	3.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	1.0	1.0
106481846	0.0	0.0
100307126	7.0	14.0
106481847	0.0	0.0
100271349	0.0	3.0
283417	393.0	11.0
283416	163.0	56.0
106481851	1.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	7.0	11.0
106481850	3.0	8.0
81382	0.0	0.0
81383	0.0	0.0
100271343	8.0	11.0
106481819	2.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	1.0	1.0
106481816	0.0	0.0
106481813	1.0	0.0
106481814	0.0	0.0
283489	4386.0	2329.0
283487	589.0	372.0
283486	6.0	1.0
283483	2.0	0.0
283481	294.0	154.0
283480	4.0	1.0
106481828	0.0	0.0
106481829	1.0	0.0
728143	0.0	1.0
106481822	0.0	0.0
106481823	3.0	1.0
106481820	0.0	0.0
106481821	4.0	0.0
106481826	5.0	4.0
106481827	1.0	0.0
106481824	1.0	1.0
106481825	1.0	1.0
56547	0.0	0.0
106481830	0.0	0.0
56548	426.0	80.0
283471	12.0	0.0
731789	0.0	0.0
728170	7.0	4.0
283464	3119.0	3384.0
283463	19.0	79.0
283461	4.0	0.0
283460	1.0	2.0
106481808	0.0	0.0
728167	1.0	8.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	2.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	50.0	13.0
81502	7256.0	7605.0
283459	2634.0	2399.0
283458	13.0	105.0
283455	156.0	237.0
645900	0.0	0.0
283450	5033.0	4176.0
780776	126.0	28.0
728113	514.0	11.0
126410	711.0	5422.0
728116	11.0	2.0
728115	2.0	0.0
728118	30.0	24.0
81533	9514.0	8850.0
126402	0.0	0.0
81532	915.0	1102.0
645930	1.0	2.0
731779	1.0	0.0
728106	6.0	1.0
645922	0.0	0.0
645927	8.0	1.0
728134	31.0	16.0
474170	295.0	374.0
728130	115.0	69.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	7337.0	7007.0
81556	4790.0	4895.0
81557	1.0	0.0
81558	2045.0	559.0
645939	2.0	3.0
81551	7.0	6.0
101055625	7.0	1.0
81552	2486.0	2253.0
81553	4442.0	518.0
344905	244.0	1.0
81554	1573.0	2523.0
474167	1.0	12.0
81550	3006.0	1390.0
344901	52.0	0.0
645931	0.0	1.0
645950	0.0	1.0
728121	22.0	4.0
81537	4219.0	322.0
81539	28461.0	33193.0
728128	1.0	8.0
81544	1926.0	551.0
81545	4788.0	6544.0
81542	7068.0	4769.0
81543	256.0	347.0
93517	2123.0	368.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	476.0	191.0
126432	422.0	801.0
163404	27.0	12.0
138474	2.0	3.0
391365	0.0	2.0
391367	0.0	3.0
728192	3.0	23.0
728194	2.0	0.0
728190	1098.0	814.0
391378	12.0	0.0
138412	3.0	2.0
138428	21.0	12.0
138429	98.0	432.0
391356	1103.0	1686.0
391358	7.0	19.0
56521	1202.0	3524.0
391282	3.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	43.0	6.0
222537	6.0	76.0
163351	38.0	21.0
100271217	0.0	0.0
100271216	3.0	0.0
100271218	2.0	0.0
401164	102.0	4.0
100271206	0.0	2.0
100271207	3.0	2.0
100271201	0.0	0.0
100271204	5.0	1.0
391266	1.0	0.0
440799	27.0	0.0
391267	64.0	11.0
222553	98.0	30.0
391269	0.0	1.0
440795	0.0	0.0
401152	23320.0	9269.0
126393	12059.0	305.0
8200	72.0	2.0
8204	12884.0	29019.0
8202	7859.0	5788.0
391276	0.0	1.0
391279	0.0	0.0
401145	953.0	557.0
222545	0.0	1.0
126382	686.0	2760.0
222546	44.0	5.0
606293	1.0	3.0
401138	11.0	19.0
401137	0.0	0.0
151393	884.0	284.0
692231	1.0	0.0
440738	381.0	6.0
692233	11.0	5.0
440737	86.0	83.0
8216	1549.0	3744.0
8214	96.0	454.0
440732	12.0	14.0
440730	28.0	15.0
222584	337.0	575.0
151325	2.0	0.0
8208	744.0	2503.0
8209	31.0	50.0
8220	491.0	1232.0
8226	1471.0	1437.0
692223	0.0	0.0
8227	2072.0	2059.0
8224	55.0	8.0
692225	7.0	17.0
8225	839.0	2206.0
692226	0.0	0.0
100381178	9.0	7.0
692227	1.0	23.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	275.0	97.0
8233	862.0	1233.0
692210	5.0	0.0
8237	5409.0	3352.0
401190	194.0	7.0
692212	3.0	12.0
692213	0.0	0.0
692214	3.0	1.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2876.0	3959.0
8242	6087.0	9589.0
8243	7092.0	13228.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	5.0	3.0
692206	0.0	0.0
692207	3.0	1.0
692208	0.0	0.0
692209	1.0	0.0
8241	1855.0	4865.0
100310812	0.0	1.0
8239	21871.0	13298.0
151354	738.0	991.0
100271291	0.0	0.0
93432	1581.0	29.0
100271290	0.0	1.0
645841	0.0	0.0
93436	741.0	2384.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	2.0
106481781	1.0	0.0
106481782	3.0	0.0
81458	0.0	0.0
106481780	1.0	4.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	3.0	0.0
283523	2.0	4.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	1.0	0.0
283521	5.0	8.0
100271296	0.0	0.0
645834	1.0	2.0
645832	0.0	2.0
100271293	0.0	0.0
100271292	0.0	1.0
100271295	0.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1575.0	3495.0
93426	4.0	2.0
8269	570.0	1460.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	4.0
8263	723.0	778.0
8260	507.0	1613.0
283518	46.0	12.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	26.0	0.0
106481796	36.0	46.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	2.0	1.0
100271286	5.0	5.0
645846	0.0	0.0
100271288	1.0	0.0
645843	5.0	0.0
81440	2.0	2.0
100271284	0.0	2.0
8277	45.0	3.0
645864	9.0	3.0
342374	2.0	1.0
440714	0.0	1.0
342372	24.0	6.0
342371	7126.0	3781.0
440712	134.0	9.0
106481756	0.0	0.0
8270	418.0	857.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1817.0	2312.0
728215	232.0	154.0
106481758	1.0	0.0
106481759	0.0	0.0
283507	92.0	24.0
81479	0.0	0.0
100310849	3.0	0.0
106481760	0.0	0.0
100310846	35.0	33.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	3.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	2.0	0.0
81470	0.0	0.0
100271274	1.0	1.0
100310841	0.0	2.0
81472	0.0	0.0
81473	0.0	0.0
100310840	319.0	46.0
100271273	0.0	0.0
645859	2.0	0.0
8288	26.0	5.0
8289	9907.0	17826.0
8287	1.0	0.0
643210	7.0	4.0
106481767	0.0	0.0
728207	2.0	2.0
106481768	1.0	0.0
106481765	0.0	0.0
106481766	1.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	1.0	2.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	1.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	2.0	0.0
100310853	0.0	1.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	20.0	1.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	1.0	2.0
342357	932.0	1067.0
100310850	0.0	0.0
100271261	0.0	0.0
643220	17.0	6.0
643224	111.0	508.0
645884	1.0	0.0
8291	1671.0	1319.0
401136	0.0	0.0
106481734	16.0	32.0
8292	197.0	128.0
401135	1.0	0.0
106481735	42.0	33.0
106481732	0.0	3.0
8290	0.0	8.0
106481733	0.0	0.0
8295	6063.0	7498.0
106481738	0.0	0.0
93474	600.0	465.0
106481739	0.0	0.0
8293	28.0	13.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	375.0	2069.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	1.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	0.0
100271253	4.0	0.0
645879	0.0	0.0
81493	202.0	780.0
81494	0.0	0.0
100271254	1.0	0.0
283562	0.0	0.0
81490	948.0	1091.0
81491	163.0	48.0
342346	28.0	15.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	1.0	1.0
100873065	23.0	0.0
106481745	0.0	0.0
401124	30.0	3.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	33.0	30.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	3.0
100271245	3.0	0.0
106481753	4.0	5.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	3.0	2.0
106481751	1.0	2.0
401115	30.0	112.0
81488	4650.0	2538.0
283554	171.0	402.0
283553	69.0	1.0
100271244	0.0	0.0
643226	2.0	5.0
283551	150.0	229.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	177.0	97.0
93492	17.0	1.0
106481712	0.0	1.0
106481713	0.0	0.0
106481710	2.0	0.0
106481711	1.0	2.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	1.0	0.0
401109	147.0	111.0
100271235	0.0	1.0
283547	310.0	18.0
401106	67.0	548.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	1.0	0.0
100271232	11.0	1.0
643253	491.0	423.0
93487	20543.0	7106.0
106481729	25.0	2.0
643255	5.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	5.0	0.0
106481727	2.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	1.0
283537	4222.0	799.0
100271229	1.0	0.0
100271224	1.0	0.0
106481730	0.0	0.0
100271223	0.0	0.0
106481731	0.0	0.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	2.0	1.0
344978	5.0	6.0
100271221	0.0	0.0
138716	704.0	1779.0
780852	1.0	2.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	12.0	6.0
780851	0.0	1.0
100126356	0.0	0.0
285796	12.0	0.0
81607	2317.0	14273.0
81608	3014.0	3688.0
81609	5024.0	12046.0
81603	8759.0	11572.0
81605	2531.0	3599.0
81606	5931.0	2736.0
81610	149.0	1582.0
56654	2260.0	7600.0
56655	2108.0	2544.0
81611	6593.0	11087.0
56650	8231.0	5035.0
29028	2400.0	12921.0
283129	25.0	236.0
56651	19.0	1041.0
56652	732.0	1041.0
100126354	0.0	0.0
100126355	1.0	0.0
56658	1235.0	969.0
283120	1970.0	835.0
56659	113.0	30.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	0.0	0.0
138724	9.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	1978.0	47.0
100126348	0.0	0.0
728263	7.0	1.0
106481701	2.0	0.0
106481702	0.0	0.0
56660	9.0	8.0
106481700	0.0	0.0
106865372	0.0	0.0
