id	ab574ed8-1dcc-437e-9471-7caa4b7fc4a6	e9cbd268-573f-41fc-9f17-d25e1d1c9759
101928715	3.0	0.0
100506581	76.0	46.0
100856881	0.0	0.0
100506775	13.0	3.0
100506779	26.0	30.0
160762	0.0	0.0
93953	81.0	52.0
104326057	0.0	0.0
399687	4244.0	1755.0
104326058	1.0	0.0
100506776	40.0	44.0
348094	1633.0	152.0
160760	3355.0	1406.0
348093	1201.0	167.0
387695	0.0	0.0
104326055	4.0	0.0
93948	5.0	0.0
399693	0.0	30.0
104326053	0.0	0.0
399694	27.0	33.0
104326054	1.0	0.0
104326051	0.0	0.0
104326052	18.0	14.0
133150	0.0	2.0
399697	4.0	1.0
100506765	0.0	0.0
387694	10.0	17.0
102724706	0.0	0.0
54361	243.0	43.0
54360	81.0	58.0
54363	0.0	1.0
387684	0.0	0.0
147798	58.0	3342.0
159770	0.0	1.0
100506769	0.0	0.0
93973	1082.0	761.0
399668	136.0	52.0
100506795	217.0	12.0
399669	48.0	43.0
399664	526.0	1087.0
399666	0.0	0.0
93974	1267.0	3360.0
399665	1479.0	6904.0
100506791	1.0	13.0
81993	3.0	7.0
399671	75.0	53.0
399670	0.0	3.0
160777	1.0	75.0
91300	1655.0	2860.0
100506783	88.0	34.0
91304	4446.0	2991.0
100506787	0.0	0.0
100293948	0.0	0.0
204219	3.0	3.0
121130	0.0	0.0
145165	20.0	11.0
54386	3615.0	2507.0
123787	0.0	30.0
652670	0.0	0.0
121129	0.0	0.0
100506733	1.0	0.0
147746	13.0	9.0
255812	500.0	335.0
147741	1.0	10.0
147744	0.0	2.0
100506737	43.0	3.0
100506736	107.0	23.0
160728	0.0	0.0
100506724	0.0	0.0
100506723	2.0	19.0
93986	722.0	142.0
100506721	0.0	0.0
100913183	3.0	1.0
100913182	0.0	1.0
91319	20.0	758.0
93979	7.0	29.0
91316	56.0	26.0
133121	18.0	41.0
93978	0.0	0.0
100506753	91.0	150.0
91355	121.0	102.0
91353	0.0	1.0
100506757	1.0	4.0
100506755	322.0	54.0
91351	1659.0	1389.0
100506759	0.0	0.0
107080641	1.0	1.0
100506742	35.0	5.0
348021	0.0	0.0
107080653	0.0	0.0
255809	62.0	68.0
100506749	1.0	3.0
107080654	0.0	1.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	594.0	390.0
338692	1118.0	1187.0
338699	496.0	473.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	543.0	625.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	12608.0	6179.0
196792	25.0	27.0
107080620	1.0	3.0
56938	470.0	405.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	2.0	0.0
56935	359.0	1143.0
56936	1.0	14.0
56940	4092.0	1031.0
107080639	2.0	1.0
56941	2834.0	1968.0
56942	534.0	639.0
56943	2144.0	2488.0
107080636	21.0	0.0
107080637	0.0	0.0
56948	348.0	186.0
56949	2208.0	3047.0
107080632	0.0	0.0
56944	4602.0	7372.0
56945	1346.0	1436.0
56946	1332.0	804.0
56947	2727.0	3565.0
107080630	2.0	1.0
100506713	206.0	94.0
100506712	1.0	1.0
100506710	3019.0	2015.0
338674	0.0	0.0
338675	0.0	0.0
56951	2829.0	3319.0
56952	355.0	312.0
56953	78.0	198.0
102724774	1.0	4.0
56954	1555.0	2905.0
56950	1613.0	1072.0
100506715	0.0	0.0
100506714	331.0	298.0
56955	0.0	3.0
56956	3.0	1.0
56957	3206.0	1602.0
8600	5.0	33.0
8601	14.0	14.0
723790	0.0	1.0
338661	0.0	0.0
338662	0.0	0.0
338657	495.0	300.0
56963	2624.0	403.0
56964	56.0	1520.0
56965	2570.0	2241.0
56961	2.0	1.0
56967	1854.0	218.0
56969	2.0	1.0
8611	6435.0	1512.0
8612	54.0	2596.0
81926	1476.0	1086.0
145173	754.0	678.0
81928	202.0	449.0
338651	11.0	94.0
81929	1374.0	2017.0
338653	8.0	2.0
81930	35.0	128.0
56975	3728.0	1708.0
81931	95.0	582.0
81932	683.0	959.0
56970	2514.0	2117.0
56971	175.0	135.0
8604	1243.0	1141.0
8605	574.0	297.0
8602	1945.0	1533.0
8603	2004.0	1326.0
8608	10.0	77.0
56977	470.0	203.0
8609	4395.0	1523.0
56978	320.0	113.0
56979	0.0	0.0
8607	1122.0	2234.0
8622	2107.0	174.0
8623	1623.0	1766.0
8620	0.0	0.0
8621	2809.0	2821.0
338645	59.0	82.0
56984	2248.0	3674.0
56985	316.0	240.0
56986	1581.0	1319.0
338637	0.0	0.0
56987	4771.0	3380.0
102724742	0.0	0.0
56980	627.0	426.0
56981	910.0	186.0
56983	863.0	862.0
8615	6372.0	5197.0
54329	95.0	80.0
54328	141.0	117.0
8613	12238.0	5234.0
8614	306.0	6590.0
8618	2.0	49.0
8630	32.0	925.0
8633	168.0	344.0
8634	1288.0	1808.0
8631	95.0	314.0
8632	120.0	49.0
56990	2333.0	1695.0
169166	1.0	0.0
554175	3.0	0.0
54332	295.0	243.0
56995	2446.0	2701.0
255877	1934.0	953.0
664616	0.0	0.0
56996	1388.0	1080.0
54331	9591.0	1329.0
56997	6514.0	1559.0
664614	0.0	0.0
56998	2115.0	1940.0
664613	0.0	0.0
664612	0.0	0.0
56992	98.0	251.0
56993	2083.0	2170.0
56994	3784.0	3859.0
8626	22.0	19.0
8624	629.0	1551.0
8625	923.0	1787.0
56999	3497.0	992.0
664617	0.0	0.0
8629	1055.0	343.0
8641	137.0	51.0
8644	8786.0	433.0
8645	291.0	68.0
8642	5681.0	2377.0
8643	221.0	115.0
652624	3.0	4.0
196743	207.0	268.0
54346	0.0	14.0
54345	1117.0	434.0
54344	475.0	638.0
8637	223.0	158.0
8638	273.0	840.0
8635	1617.0	6126.0
8636	1384.0	2564.0
8639	70176.0	1380.0
196740	3009.0	1427.0
8651	121.0	79.0
8650	4939.0	3361.0
8655	5617.0	6193.0
101928685	2.0	1.0
8653	0.0	0.0
8654	2711.0	808.0
101928684	0.0	2.0
101928689	4.0	2.0
101928687	1.0	13.0
8648	5985.0	2714.0
8649	1714.0	1568.0
8646	931.0	794.0
8647	54.0	0.0
8662	7454.0	4056.0
8663	331.0	359.0
6001	808.0	1508.0
8660	7737.0	1067.0
8661	17164.0	6870.0
6000	1.0	6.0
6003	68.0	13.0
8666	4778.0	3972.0
8667	7224.0	15254.0
6002	1584.0	1033.0
8664	8287.0	9133.0
6005	10.0	1.0
6004	690.0	2851.0
8665	6132.0	4293.0
101928698	78.0	0.0
8659	3497.0	835.0
8658	3220.0	2231.0
8673	2103.0	4142.0
6010	0.0	3.0
8674	1646.0	927.0
8671	1499.0	45.0
8672	6252.0	4150.0
6011	0.0	13.0
8677	1265.0	1704.0
6014	0.0	0.0
6013	5.0	6.0
8678	3183.0	1597.0
8675	2642.0	1806.0
6016	1374.0	1085.0
8676	1814.0	85.0
6015	1789.0	1295.0
253260	2441.0	1045.0
338707	8.0	368.0
6007	29.0	4.0
6006	12.0	176.0
8668	6167.0	8005.0
6009	2906.0	3063.0
8669	2560.0	2932.0
6008	2.0	2.0
8685	12048.0	129.0
8682	26514.0	16552.0
6023	0.0	0.0
8683	1985.0	2519.0
8688	0.0	9.0
8689	0.0	4.0
8686	0.0	4.0
8687	0.0	0.0
253272	10.0	4.0
8681	286.0	115.0
253264	5.0	13.0
6018	1623.0	1048.0
6017	1.0	23.0
6019	7.0	7.0
6031	0.0	2.0
6034	0.0	0.0
8693	37.0	15.0
8694	3928.0	2275.0
6033	0.0	0.0
6036	14.0	12.0
6035	59064.0	11036.0
8697	1585.0	1631.0
6038	341.0	65.0
8698	82.0	24.0
6037	0.0	1.0
101928646	1.0	0.0
554234	0.0	0.0
8692	3627.0	2251.0
6030	0.0	3.0
8690	948.0	677.0
554225	3.0	26.0
554226	0.0	1.0
6029	0.0	0.0
170082	229.0	327.0
6043	0.0	0.0
6045	964.0	997.0
6044	0.0	0.0
6047	2846.0	2902.0
6046	10836.0	7308.0
6049	2486.0	1681.0
100421217	0.0	0.0
6048	1322.0	945.0
100421219	0.0	0.0
101928656	2.0	0.0
6041	1260.0	985.0
554213	0.0	0.0
554214	0.0	0.0
56904	2416.0	3396.0
56905	2301.0	2774.0
6039	1283.0	664.0
56906	105.0	116.0
56907	1894.0	1215.0
56900	3512.0	2630.0
56901	1279.0	6492.0
56902	904.0	1069.0
56903	4.0	1.0
100421222	0.0	0.0
375612	0.0	1.0
375611	18.0	40.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3008.0	3007.0
554210	0.0	17.0
100528062	134.0	151.0
554212	0.0	0.0
6050	12606.0	4905.0
100528064	1.0	0.0
375616	168.0	86.0
6051	3256.0	5213.0
56910	6613.0	3419.0
554202	0.0	0.0
554203	834.0	657.0
56915	397.0	496.0
56916	1819.0	1186.0
56917	362.0	1354.0
56918	2.0	0.0
56911	203.0	312.0
56912	954.0	1361.0
56913	1827.0	666.0
100421220	0.0	0.0
56914	0.0	25.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1053.0	784.0
6069	0.0	0.0
375607	0.0	6.0
554201	0.0	1.0
6060	0.0	0.0
56920	31051.0	443.0
56926	2775.0	3400.0
56927	2399.0	2271.0
56928	1345.0	2024.0
56929	3159.0	1569.0
56922	2038.0	1068.0
56923	3.0	12.0
56924	3.0	7.0
56925	691.0	769.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	3.0
6075	0.0	0.0
6078	1.0	1.0
6079	0.0	0.0
101928601	11.0	4.0
6070	2.0	1.0
91252	2385.0	2822.0
6071	2.0	1.0
6074	0.0	0.0
101928603	2.0	0.0
101928604	0.0	0.0
101928607	5.0	220.0
387612	0.0	0.0
147700	2.0	27.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	2.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	0.0
123722	4.0	19.0
387601	7.0	3.0
123720	950.0	650.0
147710	0.0	0.0
147711	11.0	10.0
147719	2.0	10.0
6098	35.0	11.0
6097	45.0	796.0
6092	177.0	72.0
6091	4385.0	2458.0
6094	239.0	178.0
100528020	0.0	0.0
6093	7329.0	2422.0
100528021	0.0	4.0
6096	361.0	182.0
6095	2207.0	1217.0
91272	1773.0	1684.0
147727	818.0	535.0
387638	0.0	0.0
100528030	12.0	6.0
101928638	2.0	0.0
100528032	6.0	9.0
100421271	1.0	0.0
100506697	5.0	18.0
100506696	59.0	216.0
91298	646.0	647.0
100528007	0.0	0.0
123775	39.0	54.0
91289	3744.0	2357.0
399656	5.0	1.0
100506686	370.0	322.0
100506685	2.0	0.0
100528016	3.0	0.0
100528017	973.0	1.0
100528018	3.0	1.0
100528019	13.0	0.0
100506681	3.0	1.0
91283	649.0	819.0
100506680	6.0	1.0
387646	50.0	47.0
387647	0.0	0.0
387644	20.0	2.0
387640	62.0	25.0
100421295	30.0	24.0
387680	1999.0	958.0
375686	6.0	5.0
123745	0.0	2.0
100506898	28.0	6.0
100506897	0.0	0.0
390992	0.0	0.0
54471	2843.0	1117.0
54470	409.0	540.0
390996	1.0	0.0
390999	0.0	0.0
54475	756.0	477.0
387338	1150.0	924.0
54474	1.0	0.0
54472	3012.0	1790.0
389997	0.0	0.0
54478	31.0	152.0
54477	2099.0	1314.0
387332	0.0	1.0
54476	3226.0	1277.0
91404	12620.0	3233.0
91405	13.0	1.0
91408	2156.0	2294.0
91409	29.0	53.0
375346	199.0	72.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	84.0	99.0
389990	1.0	0.0
102724827	85.0	58.0
54482	577.0	420.0
102724820	16.0	4.0
100506881	96.0	97.0
54480	2345.0	4585.0
387328	2.0	1.0
387325	3.0	26.0
145497	4.0	4.0
400866	0.0	0.0
387323	0.0	0.0
387321	0.0	1.0
54487	1428.0	1379.0
387322	0.0	0.0
375350	1.0	1.0
723809	1.0	23.0
338391	5.0	4.0
91433	393.0	483.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3925.0	1158.0
54491	1414.0	695.0
54490	0.0	1411.0
54497	2584.0	1617.0
54496	1223.0	1292.0
448835	0.0	0.0
54495	3782.0	2008.0
448834	0.0	0.0
387359	0.0	0.0
387357	40.0	41.0
54499	3366.0	4077.0
121498	0.0	0.0
54498	164.0	349.0
170463	1536.0	1630.0
157489	155.0	80.0
338382	1800.0	390.0
390980	229.0	145.0
338388	0.0	0.0
448831	0.0	0.0
400841	2.0	2.0
91419	450.0	270.0
91452	2640.0	1264.0
338376	0.0	0.0
145447	104.0	30.0
100313532	0.0	0.0
91442	117.0	157.0
375387	1396.0	296.0
91445	2508.0	1317.0
107080554	0.0	0.0
133482	3.0	0.0
100506874	102.0	25.0
100506872	3.0	0.0
169436	36.0	57.0
170425	1.0	0.0
133491	1.0	2.0
91464	0.0	1.0
100506866	240.0	270.0
400892	0.0	48.0
400891	0.0	0.0
91461	4449.0	173.0
145483	431.0	437.0
145482	540.0	928.0
338339	11.0	2.0
100506810	5.0	40.0
338328	3973.0	131.0
100506815	1.0	2.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	1.0
338322	1.0	1.0
338323	1.0	0.0
338324	0.0	139.0
341965	0.0	3.0
326341	0.0	0.0
326340	2.0	0.0
326343	15.0	3.0
326342	25.0	9.0
54407	11459.0	10395.0
8710	1.0	225.0
100506834	111.0	89.0
8711	132.0	817.0
54413	71.0	59.0
8703	1029.0	2664.0
101410540	0.0	0.0
8704	2945.0	2149.0
101410541	0.0	0.0
8701	6.0	300.0
101410542	1.0	1.0
54414	2552.0	1415.0
8702	912.0	1692.0
100506835	54.0	8.0
101410543	7.0	3.0
8707	16.0	44.0
101410544	4.0	1.0
8708	24.0	1.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	731.0	374.0
8706	432.0	1027.0
326315	2.0	4.0
326317	0.0	0.0
8721	5332.0	9868.0
8722	6429.0	3092.0
8720	9075.0	5811.0
101410537	0.0	5.0
101410538	2469.0	1425.0
341947	1.0	1.0
8714	979.0	599.0
8715	3.0	1.0
100506826	21.0	29.0
8712	0.0	0.0
8718	401.0	166.0
101410533	27.0	24.0
101410534	0.0	0.0
326325	0.0	0.0
101410535	34.0	74.0
8717	913.0	609.0
54429	27.0	10.0
101410536	0.0	0.0
326307	210.0	390.0
8732	1060.0	726.0
8733	3826.0	3803.0
8731	2450.0	2650.0
54431	5503.0	8151.0
400836	0.0	1.0
170487	36.0	77.0
54435	39.0	42.0
54434	4195.0	2490.0
400831	16.0	17.0
54433	492.0	602.0
400830	478.0	9.0
54432	1179.0	1523.0
54439	1081.0	1075.0
8725	3228.0	2143.0
8726	698.0	796.0
54438	2764.0	197.0
54437	113.0	394.0
8723	1567.0	1656.0
326310	112.0	167.0
8724	9787.0	5695.0
54436	1067.0	770.0
8729	5835.0	4132.0
100337589	0.0	0.0
170485	1.0	1.0
8727	2074.0	615.0
8728	321.0	1272.0
170482	0.0	1.0
8740	105.0	57.0
8743	4873.0	14654.0
8744	191.0	42.0
8741	550.0	551.0
8742	2749.0	1347.0
102724868	0.0	0.0
102724866	5.0	5.0
54442	1006.0	2256.0
54441	9.0	9.0
54440	995.0	566.0
400823	12.0	36.0
102724862	0.0	0.0
54443	244.0	1470.0
8736	2729.0	284.0
8737	3110.0	1813.0
8735	5.0	70.0
326300	3.0	9.0
8738	414.0	225.0
8739	14.0	38.0
8751	9232.0	9342.0
8754	9678.0	3345.0
8755	0.0	0.0
102724853	0.0	1.0
54453	4933.0	6945.0
255512	39.0	34.0
54457	2.0	7.0
54456	53.0	52.0
554049	1.0	4.0
54455	1745.0	1375.0
54454	851.0	643.0
8747	16.0	10.0
8748	4.0	6.0
8745	276.0	176.0
54458	2584.0	3936.0
400818	491.0	271.0
8749	0.0	0.0
8761	6557.0	6173.0
6100	250.0	402.0
8760	5208.0	1984.0
6102	1418.0	889.0
8766	7857.0	9065.0
6101	1.0	4.0
8763	28247.0	15029.0
6103	979.0	327.0
8764	1843.0	1388.0
54460	1567.0	2181.0
54464	3249.0	1700.0
54463	1935.0	432.0
54462	4862.0	2518.0
54461	4716.0	2582.0
54468	1258.0	927.0
54467	4312.0	2682.0
54466	28.0	19.0
54465	693.0	742.0
255520	1546.0	1628.0
8759	0.0	0.0
8756	0.0	2.0
54469	3740.0	3591.0
8772	386.0	424.0
8773	3012.0	2525.0
8771	0.0	0.0
8776	1064.0	853.0
8777	4878.0	1142.0
8774	1650.0	1941.0
8775	3288.0	3161.0
101928566	0.0	0.0
8767	854.0	921.0
6120	1623.0	1680.0
101928571	4.0	0.0
8784	31.0	297.0
6122	48716.0	78510.0
8781	1.0	0.0
6121	1.0	12.0
8787	26.0	28.0
6124	40438.0	69273.0
6123	4.0	34.0
8788	1.0	0.0
8785	44.0	19.0
6126	13.0	13.0
8786	926.0	672.0
6125	24498.0	38005.0
101928578	291.0	124.0
8780	3584.0	1930.0
6117	4777.0	2677.0
8778	18.0	14.0
6119	496.0	725.0
6118	1721.0	1832.0
8794	110.0	57.0
8795	1971.0	989.0
6130	26698.0	58439.0
8792	804.0	217.0
6133	13355.0	16629.0
6132	28033.0	66568.0
8793	346.0	92.0
8798	436.0	878.0
6135	24894.0	31343.0
8799	1145.0	1514.0
6134	36842.0	50178.0
8796	27.0	2.0
6137	20638.0	34836.0
8797	485.0	248.0
6136	15776.0	39869.0
100421307	2.0	0.0
101735302	213.0	163.0
8790	985.0	735.0
100134444	1.0	0.0
6128	16119.0	33213.0
8789	4.0	7.0
6129	16741.0	25699.0
6142	6750.0	15144.0
6141	11760.0	19817.0
100421311	9.0	3.0
6144	7454.0	8171.0
6143	26717.0	33370.0
100421313	6.0	1.0
6146	9354.0	12747.0
6145	0.0	0.0
6148	0.0	0.0
6147	11466.0	15200.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	4.0	2.0
6139	788.0	1046.0
6138	27310.0	26965.0
6152	10466.0	30413.0
6155	14214.0	15338.0
6154	8587.0	8516.0
100421324	0.0	0.0
6157	14788.0	21473.0
6156	16911.0	30499.0
6159	12348.0	18196.0
6158	11084.0	17715.0
100421328	2.0	3.0
6150	427.0	616.0
101928527	304.0	329.0
6164	12100.0	15539.0
6163	15.0	1.0
6166	5439.0	9563.0
6165	11599.0	27931.0
6168	18541.0	46626.0
6167	14234.0	20002.0
100421338	2.0	0.0
6169	8343.0	18472.0
101928536	0.0	0.0
6160	16353.0	19245.0
101928537	0.0	0.0
6161	20787.0	25562.0
100421331	0.0	0.0
6175	31913.0	76908.0
6174	52.0	71.0
6176	24448.0	71803.0
101928545	95.0	132.0
6171	4878.0	7004.0
6170	2626.0	6804.0
6173	1356.0	3996.0
6172	151.0	245.0
100421340	0.0	0.0
100421341	3.0	0.0
100421354	0.0	0.0
6185	11044.0	19847.0
101928550	15.0	4.0
6188	20643.0	45075.0
6187	14030.0	62829.0
100421357	0.0	2.0
6189	9581.0	13970.0
101928555	237.0	10.0
6182	333.0	679.0
6181	28554.0	19298.0
6184	10837.0	18614.0
101928559	0.0	0.0
6183	578.0	687.0
100421350	5.0	2.0
100421351	2.0	5.0
100421353	1.0	0.0
6197	5992.0	1735.0
6196	5834.0	2586.0
6199	1026.0	1361.0
6198	2351.0	1802.0
6191	37814.0	59265.0
6193	12031.0	20820.0
6192	0.0	0.0
91373	1050.0	924.0
6195	1131.0	2080.0
6194	36625.0	48968.0
390916	641.0	607.0
145407	347.0	842.0
100421363	12.0	0.0
100421376	0.0	0.0
100421379	1.0	3.0
91369	9722.0	2133.0
91368	659.0	913.0
652489	1.0	1.0
390924	24.0	19.0
389901	13.0	8.0
390928	4.0	2.0
390927	133.0	103.0
100421371	12.0	2.0
100421374	30.0	13.0
389903	0.0	0.0
100421389	1.0	1.0
91392	348.0	152.0
389935	0.0	1.0
389932	2.0	0.0
100421384	13.0	10.0
100421398	3.0	2.0
100421399	0.0	0.0
101928513	3.0	9.0
91380	0.0	0.0
390904	0.0	2.0
145438	10.0	34.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	13.0	6.0
100421397	4.0	0.0
375316	33.0	25.0
375318	0.0	2.0
390963	85.0	79.0
375307	4.0	2.0
389941	109.0	39.0
389948	0.0	1.0
375337	0.0	1.0
377997	0.0	0.0
387316	0.0	0.0
121456	35.0	39.0
387317	0.0	1.0
121457	1036.0	1395.0
389976	0.0	0.0
375341	516.0	287.0
387319	0.0	0.0
375323	1.0	3.0
389970	1.0	2.0
390940	91.0	77.0
133418	4874.0	1481.0
390948	0.0	0.0
121441	1123.0	968.0
390949	1.0	0.0
652411	1.0	0.0
145370	2.0	0.0
102724954	0.0	2.0
54596	3.0	2.0
375484	450.0	380.0
91526	1142.0	432.0
133396	5.0	9.0
196951	71.0	265.0
91523	452.0	519.0
91522	35.0	130.0
121391	0.0	0.0
145376	161.0	167.0
400986	304.0	251.0
400984	1.0	46.0
196968	43.0	4.0
157378	1184.0	1259.0
723961	0.0	0.0
145389	723.0	678.0
157381	2.0	33.0
91543	606.0	3346.0
91544	954.0	527.0
102724923	2.0	1.0
652423	0.0	0.0
169355	1.0	0.0
400966	0.0	1.0
121364	0.0	0.0
400961	450.0	362.0
157376	0.0	0.0
91574	594.0	926.0
157313	38.0	156.0
157317	0.0	1.0
147991	1582.0	1382.0
399495	1.0	1.0
159963	12.0	4.0
100506965	162.0	26.0
100506963	51.0	59.0
387495	0.0	0.0
387496	609.0	224.0
387494	0.0	6.0
387491	1.0	1.0
387492	53.0	29.0
387486	0.0	0.0
157310	17.0	30.0
100506994	15.0	50.0
338470	13.0	1.0
170302	0.0	7.0
204010	5.0	14.0
399473	47.0	61.0
399474	998.0	408.0
91584	15680.0	299.0
159989	0.0	42.0
91582	1867.0	1603.0
107126360	7.0	1.0
133383	357.0	407.0
100506930	382.0	1007.0
100820741	0.0	0.0
338448	0.0	0.0
8808	40.0	46.0
8809	270.0	90.0
54512	300.0	610.0
54511	63.0	1.0
54510	5559.0	3815.0
54516	517.0	401.0
8802	4362.0	2432.0
8803	3764.0	1092.0
54514	2.0	2.0
8800	2255.0	11125.0
8801	4121.0	1809.0
8807	39.0	17.0
400916	1108.0	1133.0
54518	4096.0	626.0
8804	10650.0	4354.0
100506939	4.0	2.0
54517	735.0	961.0
8805	1187.0	991.0
8820	18.0	35.0
8821	973.0	1816.0
338440	51.0	223.0
338442	2140.0	23.0
8819	211.0	439.0
100820732	0.0	0.0
255620	1.0	3.0
54522	277.0	301.0
54521	1371.0	831.0
54520	2836.0	557.0
100820735	0.0	1.0
8813	1052.0	1041.0
170393	2.0	24.0
8814	201.0	96.0
170392	0.0	45.0
100506925	0.0	0.0
8811	0.0	1.0
8812	497.0	633.0
8817	182.0	109.0
8818	1020.0	2565.0
54529	2412.0	2285.0
255626	0.0	0.0
8815	2635.0	6411.0
8816	4883.0	2979.0
170394	810.0	990.0
8831	1120.0	536.0
8832	4587.0	812.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	991.0	866.0
54532	4835.0	985.0
54531	976.0	809.0
54538	7687.0	1881.0
8824	2827.0	1009.0
8825	565.0	278.0
54537	2016.0	1436.0
54536	1068.0	516.0
8822	8.0	2.0
8823	184.0	81.0
54535	528.0	396.0
8828	7464.0	8871.0
8829	30595.0	7169.0
8826	32024.0	15744.0
54539	1887.0	2706.0
8842	2.0	22.0
8843	120.0	10.0
8840	125.0	4641.0
8841	1980.0	1713.0
100158257	0.0	0.0
54541	2210.0	1321.0
54540	1454.0	881.0
54545	5462.0	1094.0
54544	0.0	0.0
54543	5101.0	7833.0
54542	3803.0	2511.0
54549	34.0	49.0
8835	1617.0	204.0
8836	450.0	624.0
8833	2530.0	3892.0
8834	1325.0	1185.0
54546	2.0	0.0
8839	12831.0	6215.0
8837	14570.0	4289.0
8838	21.0	38.0
101928483	35.0	96.0
8850	3965.0	650.0
101928484	0.0	0.0
8853	3323.0	489.0
8854	1806.0	128.0
8851	61.0	290.0
8852	0.0	0.0
400960	837.0	806.0
338412	0.0	2.0
338413	0.0	0.0
54552	646.0	414.0
400957	2.0	8.0
54551	62.0	112.0
54550	21.0	26.0
196996	10.0	669.0
400955	0.0	3.0
400954	64.0	45.0
54556	783.0	386.0
54555	1183.0	2696.0
400952	32.0	12.0
54554	515.0	860.0
400950	7.0	5.0
8846	385.0	859.0
100820709	1.0	6.0
8847	63.0	91.0
54558	683.0	446.0
8844	2423.0	332.0
54557	971.0	442.0
8848	8857.0	11107.0
196993	3.0	670.0
8861	1797.0	2584.0
101928492	193.0	277.0
8864	2610.0	975.0
6201	11091.0	15335.0
6203	18818.0	29382.0
8862	145.0	2388.0
101928496	0.0	0.0
8863	3777.0	1780.0
6202	23109.0	40586.0
723972	2.0	2.0
400946	17.0	8.0
400945	51.0	11.0
54567	3098.0	947.0
54566	4869.0	398.0
400941	10.0	8.0
8857	3059.0	1453.0
8858	0.0	14.0
54569	0.0	10.0
8856	7.0	4.0
54568	0.0	0.0
8859	425.0	329.0
8871	1356.0	1892.0
8872	2020.0	1989.0
6210	11903.0	22671.0
8870	680.0	1898.0
100421500	0.0	0.0
8875	174.0	43.0
8876	564.0	77.0
8874	6925.0	2877.0
100421506	0.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	4.0	13.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	29.0
400932	0.0	1.0
54571	0.0	5.0
54578	0.0	0.0
255631	100.0	490.0
400931	132.0	186.0
54577	2.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	30857.0	54638.0
100506915	1.0	0.0
8869	1679.0	1019.0
6204	3312.0	3530.0
6207	11415.0	10626.0
6206	21990.0	34857.0
8867	1566.0	524.0
54579	0.0	0.0
6209	6085.0	10469.0
6208	19491.0	36614.0
170384	1584.0	1436.0
100506916	0.0	0.0
8882	2073.0	1630.0
8883	1499.0	1624.0
8880	3231.0	2798.0
8881	3898.0	3431.0
8886	4481.0	2382.0
6223	10802.0	24027.0
100421512	0.0	0.0
8887	6136.0	9380.0
6222	24706.0	43450.0
8884	2236.0	1797.0
6224	28804.0	43179.0
100421515	17.0	5.0
54581	280.0	173.0
54580	2.0	0.0
54585	1109.0	800.0
54584	141.0	196.0
54583	4180.0	1609.0
54587	10431.0	16896.0
54586	2.0	0.0
8879	2886.0	2923.0
170371	2053.0	156.0
170370	1.0	0.0
8877	338.0	1260.0
6218	17426.0	34777.0
6217	16153.0	17541.0
8878	20695.0	13201.0
6219	0.0	2.0
100506907	0.0	3.0
100506906	115.0	49.0
255649	0.0	1.0
6230	15559.0	17908.0
8893	2417.0	2507.0
8894	2934.0	2266.0
101928440	0.0	1.0
8891	2290.0	901.0
6232	15103.0	17235.0
8892	1104.0	1258.0
6231	1820.0	3975.0
8897	846.0	125.0
6234	4259.0	8848.0
8898	2539.0	1959.0
6233	13172.0	17640.0
8895	7517.0	4988.0
6236	177.0	44.0
8896	1246.0	1943.0
6235	6446.0	12239.0
101928442	0.0	0.0
101928448	3.0	85.0
8890	1826.0	1238.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	0.0	3.0
253039	488.0	652.0
6227	5790.0	11821.0
6226	3.0	2.0
6229	19780.0	40900.0
8888	4604.0	2140.0
6228	16825.0	22272.0
6241	198.0	702.0
6240	2697.0	2059.0
100421411	0.0	0.0
6242	405.0	1332.0
100421413	6.0	6.0
101928455	7.0	0.0
6244	0.0	1.0
6247	2.0	1.0
