id	60cc2580-b21c-4526-ab37-e5dadb4fa9b7	8fd4ceba-6ad2-4726-bf8b-f0316640305c
128770	0.0	0.0
128774	0.0	0.0
442893	1.0	0.0
442894	1.0	0.0
442895	0.0	3.0
114131	0.0	0.0
442896	0.0	0.0
114132	73.0	4.0
442897	0.0	0.0
442898	7.0	1.0
114134	1211.0	1469.0
442899	0.0	0.0
100128790	0.0	0.0
128760	9.0	3.0
100128788	129.0	246.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	333.0
442890	0.0	0.0
442891	0.0	0.0
442892	2.0	1.0
128756	1.0	0.0
100128782	197.0	201.0
100128781	5.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	4.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	262.0	1707.0
102466616	0.0	0.0
126052	0.0	0.0
151009	130.0	48.0
403227	0.0	2.0
403228	0.0	0.0
138046	14.0	0.0
645558	0.0	0.0
403229	0.0	1.0
645573	3.0	19.0
645572	0.0	0.0
645571	7.0	3.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	766.0	1092.0
107131122	1.0	0.0
138050	12830.0	15144.0
403219	0.0	0.0
151011	11403.0	9553.0
645587	3.0	4.0
165679	430.0	3118.0
126037	30.0	95.0
114049	3954.0	5624.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1325.0	1621.0
100033821	1.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3486.0	4461.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	418.0	325.0
100033820	0.0	0.0
106481480	5.0	0.0
106481481	0.0	1.0
138065	100.0	228.0
645598	1.0	1.0
163007	6.0	44.0
114038	3.0	1.0
645591	1.0	3.0
106481495	1.0	0.0
114041	177.0	29.0
106481496	1.0	0.0
114042	1.0	2.0
106481493	0.0	0.0
114043	63.0	14.0
106481494	0.0	0.0
106481499	0.0	1.0
114044	618.0	357.0
126017	1149.0	1274.0
106481497	1.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	3.0	0.0
85301	2468.0	576.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	3.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2888.0	14629.0
106481459	0.0	0.0
26994	13095.0	16934.0
106481457	30.0	26.0
26995	2910.0	5836.0
106481458	0.0	0.0
403271	0.0	0.0
26998	10.0	1.0
403272	0.0	1.0
102466659	0.0	0.0
26999	1402.0	2934.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	13.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	3800.0	3029.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	1.0	0.0
104310351	0.0	2.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	4.0
403266	2.0	3.0
138009	0.0	1.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	0.0
106481471	0.0	0.0
85329	1148.0	48.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	2.0
106481475	1.0	0.0
106481476	0.0	0.0
85320	267.0	1418.0
106481470	1.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1599.0	2954.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	4.0
106481437	0.0	0.0
26974	723.0	524.0
153657	158.0	158.0
106481438	4.0	25.0
106481435	0.0	0.0
26973	3065.0	3380.0
165631	323.0	205.0
106481436	0.0	3.0
26978	12.0	16.0
126075	1036.0	1561.0
106481439	0.0	0.0
403250	0.0	0.0
126074	290.0	648.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1526.0	1200.0
106481444	22.0	22.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	11400.0	1789.0
85354	0.0	0.0
85352	99.0	180.0
403241	2.0	2.0
344462	2.0	3.0
403244	0.0	0.0
403245	0.0	0.0
153642	933.0	788.0
153643	10.0	117.0
403247	0.0	0.0
403248	0.0	0.0
26985	6123.0	10525.0
106481448	0.0	0.0
26986	85917.0	86727.0
126069	289.0	690.0
106481449	0.0	0.0
126068	1716.0	2255.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1345.0	2034.0
106481447	0.0	0.0
106481451	7.0	3.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	446.0	95.0
106481455	0.0	0.0
85349	276.0	13.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	6.0	6.0
85347	0.0	0.0
26980	1.0	10.0
106481454	4.0	2.0
403238	0.0	0.0
85344	6.0	2.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	12.0	73.0
85340	0.0	0.0
100873394	0.0	3.0
100873393	4.0	5.0
100873392	2.0	9.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	4.0	3.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	5125.0	7652.0
100873390	0.0	0.0
728556	76.0	152.0
106481419	3.0	0.0
100128817	0.0	0.0
728558	178.0	214.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	1.0
163081	1049.0	1299.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	1.0
100873399	1.0	8.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	4.0	7.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	439.0	1079.0
100873384	0.0	0.0
285601	26.0	12.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	0.0
63910	234.0	105.0
106481424	0.0	2.0
106481425	0.0	0.0
285605	1182.0	2813.0
222008	1.0	3.0
106481428	0.0	2.0
106481429	0.0	3.0
63905	3663.0	3665.0
63904	0.0	0.0
106481430	5.0	0.0
163071	99.0	67.0
63906	1077.0	728.0
106481433	0.0	0.0
63908	1911.0	1349.0
106481434	0.0	0.0
106481431	0.0	1.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	3.0
285613	58.0	53.0
63920	843.0	1031.0
63923	986.0	984.0
63922	500.0	395.0
728577	968.0	58.0
63925	2631.0	2142.0
63924	8220.0	171.0
63916	4888.0	6450.0
63917	4955.0	2606.0
106481400	0.0	0.0
106481401	1.0	0.0
728562	2.0	3.0
728564	7.0	7.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2594.0	2409.0
106481402	1.0	0.0
63931	2717.0	3964.0
106481403	0.0	1.0
63934	1362.0	237.0
728567	6.0	2.0
106481408	0.0	0.0
163088	10.0	9.0
63933	3709.0	3844.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4625.0	3585.0
163087	1868.0	1736.0
728568	679.0	623.0
106481407	12.0	15.0
3704	1778.0	1907.0
3705	6202.0	8497.0
63926	1191.0	2474.0
3706	10.0	165.0
63929	1898.0	2529.0
3707	9212.0	3845.0
63928	1.0	1.0
3708	21441.0	7401.0
106481411	1.0	0.0
3709	18513.0	15502.0
106481412	0.0	0.0
106481410	3.0	2.0
3700	95.0	47.0
3702	376.0	463.0
3703	12187.0	24708.0
645506	0.0	0.0
151050	2454.0	961.0
645520	0.0	0.0
63941	1203.0	5405.0
63940	1166.0	2858.0
63943	493.0	934.0
728517	0.0	0.0
163033	441.0	402.0
258010	3807.0	6514.0
63947	0.0	0.0
63946	1.0	1.0
728513	0.0	0.0
100033803	0.0	0.0
3716	28493.0	26047.0
100033804	0.0	0.0
3717	3491.0	3767.0
100033805	0.0	0.0
3718	898.0	674.0
63939	2630.0	2345.0
100033806	0.0	0.0
100190799	15.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	195.0	127.0
3710	5949.0	6420.0
3712	5901.0	16444.0
3713	0.0	2.0
3714	4913.0	1761.0
63950	2.0	1.0
728505	2.0	2.0
63951	286.0	39.0
100033807	0.0	0.0
728501	67.0	22.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	31106.0	9881.0
100033814	0.0	0.0
3727	21945.0	10925.0
63948	0.0	0.0
100033815	0.0	0.0
222052	3.0	3.0
3728	20567.0	29981.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	1.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	3165.0	5051.0
151056	404.0	244.0
3725	87996.0	19231.0
645528	14.0	0.0
728532	53.0	40.0
163059	614.0	1088.0
728538	0.0	0.0
728537	1270.0	633.0
63967	48.0	311.0
3737	77.0	8.0
3738	139.0	125.0
3739	31.0	0.0
645538	0.0	0.0
3730	2408.0	17229.0
3732	4288.0	1621.0
3734	0.0	0.0
3735	9751.0	7279.0
3736	257.0	85.0
63970	274.0	49.0
3750	508.0	203.0
63971	11720.0	10727.0
63974	0.0	0.0
163049	5261.0	4840.0
63973	63.0	5.0
63976	442.0	75.0
222068	7615.0	14334.0
63978	0.0	0.0
63977	1150.0	1192.0
63979	1680.0	1274.0
728524	0.0	0.0
3748	754.0	256.0
163051	61.0	98.0
3749	4745.0	513.0
163050	99.0	122.0
3741	115.0	38.0
645548	18.0	48.0
3743	2.0	0.0
3744	0.0	0.0
3745	1812.0	102.0
3746	35.0	10.0
3747	681.0	6363.0
285671	1580.0	1011.0
285672	3666.0	3061.0
100873431	0.0	0.0
100873430	1.0	0.0
3760	45.0	5169.0
285676	201.0	78.0
3761	0.0	0.0
100128657	0.0	0.0
285679	6.0	4.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	2382.0	692.0
283008	0.0	0.0
3751	548.0	428.0
100873435	0.0	0.0
3752	3437.0	16802.0
100873434	0.0	0.0
3753	272.0	17.0
100873433	0.0	0.0
3754	32.0	234.0
100873432	0.0	0.0
3755	71.0	4.0
100873439	0.0	0.0
3756	31.0	38.0
100873438	0.0	0.0
3757	81.0	68.0
100873437	0.0	0.0
3758	28.0	7.0
100873436	0.0	0.0
100873420	3.0	2.0
3770	245.0	105.0
3772	232.0	79.0
100861458	0.0	1.0
100861453	32.0	11.0
100861455	0.0	1.0
1107	16998.0	17190.0
1106	16044.0	12831.0
1105	7611.0	15169.0
1104	1842.0	3345.0
100873429	0.0	0.0
1103	0.0	0.0
1102	3083.0	2084.0
1101	976.0	14790.0
3762	507.0	302.0
100873424	0.0	0.0
3763	20.0	4.0
100128640	383.0	328.0
100873423	0.0	0.0
3764	2029.0	543.0
100873422	1.0	0.0
3765	9.0	7.0
100873421	2.0	1.0
3766	17.0	41.0
100873428	1.0	0.0
3767	606.0	2370.0
100873427	0.0	0.0
3768	398.0	80.0
1109	3.0	0.0
100873426	1.0	3.0
1108	24150.0	36068.0
3769	27.0	20.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	31.0	11.0
100873453	0.0	0.0
3781	59.0	121.0
100873452	4.0	0.0
3782	1322.0	968.0
100873451	0.0	0.0
3783	2011.0	245.0
100873450	0.0	0.0
1121	4027.0	4557.0
100861468	0.0	0.0
1120	404.0	104.0
100861469	0.0	0.0
1118	58.0	18.0
1117	1765.0	2157.0
1116	4868.0	887.0
1114	18.0	5.0
1113	9.0	2.0
1112	15536.0	4877.0
1111	382.0	731.0
3773	954.0	22.0
100873457	3.0	2.0
100873456	0.0	1.0
3775	498.0	202.0
100873455	0.0	0.0
3776	809.0	299.0
100873454	0.0	0.0
3777	273.0	64.0
3778	5108.0	9657.0
3779	1732.0	278.0
100873459	0.0	0.0
1119	3388.0	2256.0
100128627	5.0	1.0
100128626	0.0	0.0
3790	1108.0	2435.0
100128628	9.0	15.0
3791	15882.0	9464.0
100873442	0.0	0.0
3792	59.0	8.0
100873441	0.0	2.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	7.0	29.0
1131	234.0	285.0
1130	11005.0	6890.0
100861476	3.0	0.0
1129	0.0	0.0
1128	501.0	1142.0
1124	691.0	792.0
1123	1053.0	936.0
1122	2359.0	1604.0
100861470	0.0	0.0
3784	867.0	413.0
100873446	0.0	0.0
3785	3.0	1.0
100873445	0.0	0.0
3786	519.0	1819.0
100873444	0.0	0.0
3787	154.0	6.0
100873443	0.0	0.0
3788	13.0	24.0
100873449	41.0	15.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	243.0	71.0
100128618	1.0	1.0
728597	17.0	7.0
100128617	0.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	84.0	113.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	4.0	6.0
285634	5.0	3.0
1142	0.0	1.0
1141	182.0	33.0
285636	4832.0	6979.0
1140	905.0	1044.0
728599	6.0	6.0
1139	54.0	14.0
1138	56.0	35.0
1137	1.0	0.0
100861485	0.0	0.0
1136	17.0	5.0
1135	15.0	1.0
1134	9.0	17.0
1133	37.0	27.0
3795	360.0	157.0
100873479	13.0	3.0
3796	3043.0	3158.0
100873478	0.0	0.0
3797	1915.0	710.0
100873477	6.0	0.0
3798	374.0	51.0
100873476	0.0	0.0
3799	25429.0	29978.0
100873460	0.0	0.0
728586	27.0	62.0
285641	2.0	0.0
100873464	6.0	4.0
100873463	0.0	0.0
100873462	10.0	4.0
285643	0.0	0.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	1545.0	11211.0
1153	28363.0	25473.0
1152	1548.0	394.0
285647	43.0	32.0
728589	85.0	23.0
728588	0.0	29.0
1149	1696.0	46.0
1147	3059.0	4328.0
1146	6.0	2.0
1145	84.0	47.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	437.0	1645.0
1163	1059.0	1304.0
285659	1.0	0.0
1161	716.0	795.0
1160	321.0	76.0
1159	109.0	947.0
1158	3.0	3.0
1157	0.0	0.0
1155	2660.0	2614.0
550643	1558.0	8285.0
283025	1.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	4485.0	6903.0
1175	2012.0	5964.0
285668	32.0	4.0
1174	1802.0	3551.0
1173	19258.0	26142.0
550631	155.0	372.0
100873489	0.0	0.0
283014	20.0	20.0
100873488	0.0	0.0
100873487	1.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	89.0	13.0
1186	3960.0	6502.0
1185	3796.0	2067.0
1184	824.0	799.0
1183	977.0	379.0
1182	11599.0	16927.0
1181	388.0	917.0
440375	43.0	37.0
1180	48.0	9.0
1179	0.0	2.0
1178	0.0	0.0
283089	17.0	15.0
85495	0.0	0.0
85480	371.0	25.0
283080	0.0	0.0
1198	5045.0	3901.0
1197	0.0	1.0
1196	3759.0	3693.0
1195	19386.0	14210.0
440366	10.0	29.0
1193	3519.0	1414.0
1192	15664.0	24933.0
1191	62955.0	20016.0
1188	51.0	3.0
283078	157.0	54.0
85486	9.0	11.0
128615	0.0	0.0
85481	0.0	2.0
128611	345.0	162.0
440396	128.0	151.0
128609	0.0	1.0
128602	0.0	0.0
440387	0.0	0.0
128674	1.0	0.0
128676	1.0	1.0
114026	0.0	0.0
100861402	2.0	13.0
126014	124.0	327.0
440335	623.0	8256.0
100128690	0.0	0.0
114034	997.0	1187.0
126006	84.0	279.0
114036	57.0	61.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	67.0	106.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	2.0	1.0
100128678	5.0	1.0
100861429	0.0	0.0
128653	1.0	0.0
200728	332.0	239.0
440356	1.0	19.0
440354	228.0	335.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	1.0	3.0
100873413	0.0	0.0
128646	0.0	5.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	7.0	18.0
100873410	0.0	0.0
100873417	6.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	249.0	228.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	177.0	92.0
200734	7776.0	8920.0
100861431	0.0	1.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	13.0
100873408	1.0	0.0
100873407	0.0	0.0
100861430	3.0	1.0
100873402	0.0	0.0
100873401	4.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	6785.0	7869.0
100873406	1.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	15.0	2.0
165530	327.0	76.0
85409	227.0	221.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	21.0	3.0
106481383	9.0	7.0
85417	68.0	107.0
106481384	0.0	0.0
103106903	4.0	1.0
85414	721.0	695.0
106481389	0.0	0.0
85415	3604.0	1546.0
106481387	0.0	0.0
85413	6.0	0.0
106481388	16.0	17.0
645436	0.0	0.0
106481381	2.0	3.0
106481382	0.0	5.0
10	7.0	76.0
106481380	0.0	0.0
11	0.0	32.0
403341	2647.0	2572.0
12	203.0	867.0
13	197.0	0.0
14	7427.0	10082.0
15	7.0	2.0
16	9343.0	7854.0
645455	19.0	16.0
18	1830.0	45748.0
19	8397.0	4151.0
128580	9.0	7.0
85407	445.0	660.0
106481396	0.0	0.0
106481397	1.0	3.0
106481394	0.0	0.0
85406	2370.0	2954.0
106481395	0.0	2.0
85403	2745.0	4442.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	2.0
106481393	0.0	0.0
20	4613.0	3458.0
106481390	0.0	0.0
21	3846.0	24911.0
106481391	0.0	0.0
22	2172.0	3682.0
153571	408.0	321.0
153572	5348.0	1297.0
23	6054.0	8118.0
24	812.0	603.0
25	10119.0	10128.0
26	19.0	9.0
27	4910.0	5622.0
28	1454.0	238.0
29	10662.0	9814.0
153579	22588.0	1061.0
728615	1.0	0.0
728614	0.0	0.0
200765	510.0	491.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	143.0	83.0
102466518	0.0	0.0
102466516	6.0	0.0
102466515	0.0	0.0
106481363	0.0	2.0
106481364	0.0	1.0
85438	0.0	0.0
106481361	1.0	0.0
85439	2413.0	2228.0
106481362	0.0	0.0
106481367	3.0	0.0
85437	3732.0	4991.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	367.0	255.0
106481366	0.0	0.0
30	2857.0	4381.0
106481360	0.0	0.0
31	7692.0	20591.0
32	24616.0	2621.0
33	329.0	21.0
34	5349.0	11563.0
35	2755.0	495.0
153562	2104.0	5775.0
36	12966.0	19324.0
37	24100.0	14299.0
38	5512.0	6984.0
440307	12.0	19.0
39	1188.0	1644.0
165545	5.0	22.0
106481369	0.0	0.0
728606	216.0	2883.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	3.0
106481378	6.0	2.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	5.0	158.0
106481370	0.0	0.0
41	423.0	441.0
106481371	0.0	0.0
43	76.0	12.0
645486	0.0	0.0
47	12250.0	29384.0
48	7661.0	5478.0
49	94.0	12.0
106481338	0.0	0.0
106481339	0.0	0.0
