id	7e450615-1252-4b4c-bebb-0f292dec3ceb	3c49cb1a-c0f5-4b74-81f9-aa18d3da1e43
652423	0.0	0.0
169355	17.0	2.0
400966	1.0	0.0
121364	0.0	0.0
400961	794.0	424.0
157376	0.0	1.0
91574	1810.0	1353.0
157313	39.0	396.0
157317	0.0	0.0
147991	1377.0	2058.0
399495	1.0	3.0
159963	0.0	5.0
100506965	312.0	280.0
100506963	48.0	45.0
387495	0.0	0.0
387496	1014.0	438.0
387494	0.0	1.0
387491	0.0	0.0
387492	51.0	19.0
387486	0.0	0.0
157310	454.0	8.0
100506994	66.0	77.0
338470	8.0	0.0
170302	14.0	1.0
204010	3.0	5.0
399473	141.0	161.0
399474	741.0	212.0
91584	3647.0	600.0
159989	8.0	8.0
91582	3200.0	2385.0
107126360	3.0	4.0
133383	486.0	1073.0
100506930	1241.0	1743.0
100820741	0.0	0.0
338448	0.0	0.0
8808	197.0	13.0
8809	169.0	63.0
54512	709.0	1957.0
54511	171.0	231.0
54510	1634.0	461.0
54516	409.0	229.0
8802	6945.0	3568.0
8803	2124.0	1477.0
54514	2.0	1.0
8800	2318.0	1981.0
8801	3812.0	5662.0
8807	40.0	9.0
400916	2260.0	503.0
54518	2176.0	834.0
8804	8897.0	5743.0
100506939	7.0	2.0
54517	684.0	837.0
8805	1484.0	3607.0
8820	58.0	48.0
8821	2245.0	4327.0
338440	337.0	775.0
338442	1047.0	136.0
8819	371.0	1341.0
100820732	0.0	0.0
255620	0.0	2.0
54522	485.0	503.0
54521	1091.0	1194.0
54520	2410.0	2551.0
100820735	0.0	0.0
8813	1663.0	1491.0
170393	15.0	22.0
8814	54.0	40.0
170392	4.0	5.0
100506925	0.0	0.0
8811	10.0	2.0
8812	379.0	475.0
8817	39.0	51.0
8818	2141.0	3375.0
54529	2504.0	3151.0
255626	0.0	0.0
8815	5488.0	5697.0
8816	5464.0	4829.0
170394	1018.0	1863.0
8831	1004.0	1652.0
8832	252.0	693.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1384.0	872.0
54532	2848.0	3657.0
54531	1356.0	1019.0
54538	4591.0	802.0
8824	4005.0	1429.0
8825	647.0	6929.0
54537	1874.0	2706.0
54536	839.0	3642.0
8822	19.0	4.0
8823	15.0	3.0
54535	1474.0	1906.0
8828	2938.0	1668.0
8829	9172.0	3575.0
8826	13977.0	29054.0
54539	4729.0	6662.0
8842	2232.0	208.0
8843	57.0	16.0
8840	66.0	430.0
8841	3581.0	3032.0
100158257	0.0	0.0
54541	3868.0	4492.0
54540	2225.0	719.0
54545	2480.0	3901.0
54544	0.0	0.0
54543	20012.0	7993.0
54542	2335.0	3607.0
54549	1300.0	93.0
8835	2132.0	986.0
8836	475.0	473.0
8833	3581.0	6080.0
8834	1907.0	2407.0
54546	53.0	2.0
8839	3952.0	471.0
8837	6434.0	4618.0
8838	185.0	8.0
101928483	45.0	7.0
8850	1092.0	1155.0
101928484	0.0	0.0
8853	504.0	1058.0
8854	822.0	68.0
8851	68.0	89.0
8852	0.0	0.0
400960	1427.0	2823.0
338412	3.0	0.0
338413	0.0	0.0
54552	197.0	605.0
400957	1.0	0.0
54551	53.0	30.0
54550	93.0	7.0
196996	1208.0	1920.0
400955	32.0	1.0
400954	61.0	75.0
54556	687.0	778.0
54555	2041.0	2063.0
400952	18.0	9.0
54554	550.0	778.0
400950	4.0	7.0
8846	579.0	1387.0
100820709	2.0	1.0
8847	74.0	259.0
54558	910.0	777.0
8844	1024.0	371.0
54557	259.0	272.0
8848	10494.0	7765.0
196993	316.0	817.0
8861	4244.0	4080.0
101928492	174.0	76.0
8864	3476.0	934.0
6201	46232.0	10803.0
6203	58081.0	23319.0
8862	647.0	344.0
101928496	0.0	0.0
8863	2968.0	1354.0
6202	106442.0	37182.0
723972	1.0	3.0
400946	2.0	15.0
400945	40.0	33.0
54567	1460.0	585.0
54566	1980.0	289.0
400941	4.0	4.0
8857	3004.0	4141.0
8858	13.0	3.0
54569	0.0	0.0
8856	9.0	4.0
54568	0.0	0.0
8859	878.0	923.0
8871	1513.0	1365.0
8872	3227.0	3323.0
6210	55490.0	18282.0
8870	3364.0	13590.0
100421500	0.0	0.0
8875	30.0	46.0
8876	28.0	44.0
8874	3529.0	1654.0
100421506	0.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	2.0	21.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	7.0	0.0
54571	0.0	0.0
54578	77.0	0.0
255631	34.0	108.0
400931	930.0	207.0
54577	142.0	0.0
54576	7.0	0.0
54575	2.0	0.0
6205	120491.0	52143.0
100506915	6.0	1.0
8869	708.0	635.0
6204	19552.0	6388.0
6207	38277.0	18445.0
6206	57520.0	18537.0
8867	544.0	881.0
54579	0.0	0.0
6209	26267.0	11364.0
6208	67392.0	25678.0
170384	1026.0	1587.0
100506916	0.0	0.0
8882	2566.0	1612.0
8883	2355.0	1179.0
8880	3410.0	5562.0
8881	4973.0	2177.0
8886	3941.0	4620.0
6223	54306.0	21838.0
100421512	0.0	0.0
8887	7314.0	9251.0
6222	157310.0	63928.0
8884	3280.0	4563.0
6224	104224.0	28843.0
100421515	9.0	17.0
54581	264.0	215.0
54580	0.0	0.0
54585	1415.0	1247.0
54584	284.0	245.0
54583	2139.0	2241.0
54587	13364.0	4893.0
54586	2.0	2.0
8879	3525.0	12979.0
170371	1348.0	260.0
170370	2.0	0.0
8877	1570.0	887.0
6218	83191.0	16541.0
6217	49559.0	23130.0
8878	17618.0	20142.0
6219	4.0	0.0
100506907	0.0	0.0
100506906	67.0	124.0
255649	0.0	0.0
6230	80766.0	13682.0
8893	3755.0	3812.0
8894	4376.0	4056.0
101928440	3.0	0.0
8891	1912.0	1849.0
6232	77420.0	26845.0
8892	1876.0	1914.0
6231	13719.0	6789.0
8897	941.0	362.0
6234	13535.0	8961.0
8898	1531.0	1522.0
6233	57755.0	21574.0
8895	5677.0	12430.0
6236	262.0	31.0
8896	3091.0	2120.0
6235	33207.0	10242.0
101928442	0.0	0.0
101928448	0.0	8.0
8890	2892.0	3140.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	2.0	0.0
253039	1346.0	1772.0
6227	23683.0	10673.0
6226	0.0	1.0
6229	121330.0	39665.0
8888	3830.0	5840.0
6228	54592.0	27904.0
6241	243.0	2011.0
6240	4216.0	6980.0
100421411	0.0	1.0
6242	1438.0	2421.0
100421413	1.0	3.0
101928455	0.0	0.0
6244	0.0	0.0
6247	16.0	2.0
100421415	3.0	6.0
6246	0.0	0.0
280644	5.0	2.0
253044	0.0	2.0
6238	17297.0	15138.0
6237	4616.0	3193.0
8899	2706.0	4852.0
6239	2730.0	3916.0
6252	1971.0	3234.0
100421420	17.0	8.0
6251	7532.0	2517.0
100421422	0.0	1.0
6253	1698.0	1265.0
6256	9056.0	6597.0
100421424	0.0	0.0
6258	151.0	11.0
6257	3181.0	3688.0
100421428	3.0	0.0
101928469	0.0	2.0
100421429	4.0	1.0
280637	0.0	0.0
280636	3090.0	4155.0
253018	69.0	34.0
253017	0.0	0.0
253012	244.0	13.0
6249	4553.0	6751.0
6248	0.0	0.0
6263	404.0	11.0
100421431	0.0	2.0
6262	32.0	16.0
100421432	2.0	3.0
101928470	0.0	0.0
100421433	4.0	1.0
100421436	22.0	34.0
100421439	0.0	0.0
6261	1627.0	63.0
6260	11.0	0.0
6259	4184.0	3190.0
100421430	1.0	0.0
6274	52.0	16.0
6273	1964.0	173.0
6276	11.0	2.0
6275	11870.0	3255.0
6278	41.0	7.0
6277	38030.0	16490.0
6279	783.0	52.0
6272	7552.0	12396.0
6271	6925.0	19696.0
6285	5784.0	149.0
6284	6139.0	11307.0
100421455	0.0	0.0
6286	383.0	1020.0
6289	6174.0	830.0
6288	81744.0	3943.0
6281	14554.0	5413.0
6280	3336.0	201.0
6283	37.0	1.0
6282	19219.0	21574.0
123920	3670.0	2632.0
100421451	0.0	0.0
6296	883.0	476.0
6295	14.0	8.0
6297	2060.0	6685.0
6299	137.0	52.0
101928420	0.0	0.0
6290	0.0	0.0
6291	27.0	4.0
6294	6995.0	5409.0
6293	3873.0	7995.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	0.0	0.0
54505	2118.0	3644.0
280660	0.0	0.0
54504	2224.0	642.0
280661	5.0	21.0
54503	711.0	1496.0
54502	2562.0	7330.0
54509	32.0	82.0
123904	0.0	1.0
54508	67.0	88.0
100421473	0.0	0.0
54507	811.0	1710.0
100421487	0.0	0.0
133308	474.0	621.0
147945	0.0	0.0
123970	0.0	0.0
100421480	1.0	1.0
147947	694.0	659.0
147948	297.0	293.0
147949	238.0	489.0
100421484	0.0	0.0
100421485	6.0	0.0
100421498	0.0	0.0
100421499	0.0	0.0
101060006	0.0	2.0
101060005	0.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	3.0	0.0
147965	958.0	1427.0
147968	135.0	108.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	4.0	1.0
121360	0.0	0.0
101060032	11.0	10.0
135924	0.0	0.0
135927	11.0	1.0
121355	5.0	24.0
147906	298.0	270.0
135932	1599.0	2666.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	0.0	1.0
147912	765.0	784.0
135942	0.0	0.0
135941	0.0	0.0
121340	3.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	6.0	12.0
147923	558.0	994.0
147920	35.0	12.0
147929	161.0	205.0
104326192	0.0	0.0
104326193	3.0	6.0
375444	96.0	312.0
104326189	8.0	0.0
101060020	0.0	2.0
375449	3016.0	5914.0
104326188	0.0	0.0
121328	2.0	3.0
91653	4410.0	299.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	85.0	6.0
27085	183.0	367.0
27086	7041.0	6687.0
389756	11.0	0.0
147429	41.0	4.0
27089	5678.0	8992.0
91646	55.0	2.0
91647	954.0	1742.0
642968	0.0	2.0
135458	1.0	33.0
390766	0.0	1.0
27098	200.0	122.0
27099	5.0	0.0
27097	1411.0	935.0
389741	145.0	172.0
27090	1271.0	1239.0
27091	0.0	0.0
27094	81.0	55.0
27095	4798.0	5179.0
27092	929.0	9173.0
642976	130.0	3.0
400629	2.0	41.0
27093	2.0	0.0
160428	518.0	386.0
375133	148.0	42.0
387122	8.0	0.0
390730	1.0	0.0
390732	5.0	0.0
390735	0.0	0.0
387119	106.0	87.0
27063	58.0	5.0
387117	0.0	0.0
27069	11725.0	13507.0
400612	0.0	1.0
27067	1769.0	2577.0
27068	2510.0	2545.0
221908	653.0	976.0
341799	0.0	0.0
400619	158.0	40.0
642987	86.0	67.0
400618	554.0	46.0
400617	77.0	8.0
64065	21897.0	10427.0
91662	11.0	32.0
91663	18964.0	5920.0
64064	25.0	5.0
64067	403.0	43.0
64066	14.0	1.0
91661	525.0	627.0
91664	500.0	580.0
147463	1183.0	263.0
387111	6.0	0.0
27076	2036.0	6859.0
390748	1.0	0.0
27077	658.0	678.0
400604	102.0	49.0
27074	148.0	211.0
27075	7499.0	58041.0
389766	5.0	0.0
387103	292.0	245.0
387104	2.0	2.0
27079	712.0	866.0
389763	0.0	0.0
341784	1.0	3.0
642996	0.0	0.0
27072	2340.0	4596.0
160419	0.0	0.0
64061	4702.0	1816.0
400609	0.0	0.0
160418	1119.0	2972.0
64063	422.0	2031.0
27071	260.0	202.0
64062	2728.0	1994.0
91695	243.0	87.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	128.0	202.0
100313770	0.0	0.0
64077	1752.0	1761.0
91694	989.0	542.0
100313771	0.0	0.0
390790	0.0	0.0
221927	2979.0	3299.0
390792	2.0	4.0
400680	9.0	79.0
27043	4571.0	5983.0
27044	12311.0	12474.0
27042	1333.0	1522.0
389799	6.0	55.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1098.0	121.0
100313777	0.0	0.0
27040	26.0	17.0
100313774	0.0	0.0
64073	611.0	1718.0
64087	4085.0	6991.0
221914	53.0	32.0
64089	455.0	967.0
100313781	0.0	0.0
91683	1056.0	3110.0
91689	2160.0	1359.0
100313780	0.0	0.0
245908	0.0	0.0
91687	200.0	450.0
245909	0.0	0.0
400673	401.0	304.0
389792	399.0	1127.0
389791	13.0	1.0
387129	0.0	0.0
400668	5.0	34.0
389787	32.0	8.0
64081	659.0	417.0
64080	354.0	560.0
64083	4832.0	8425.0
64084	3205.0	12253.0
64098	456.0	519.0
64097	511.0	1753.0
400660	46.0	56.0
8909	45.0	20.0
27022	2.0	56.0
8907	3383.0	5723.0
341757	0.0	2.0
400658	11.0	52.0
8908	13623.0	1108.0
147407	2.0	2.0
27020	6154.0	4086.0
400657	577.0	320.0
27023	0.0	1.0
400654	0.0	0.0
64090	0.0	4.0
64092	156.0	286.0
64091	923.0	156.0
8900	99.0	14.0
64094	8586.0	1629.0
8905	923.0	827.0
147409	1.0	3.0
64093	1005.0	59.0
8906	1502.0	3934.0
64096	0.0	0.0
8904	6350.0	3730.0
221935	859.0	87.0
221937	3275.0	1319.0
221938	0.0	0.0
400652	17.0	3.0
400650	0.0	6.0
27039	16.0	15.0
27032	5520.0	7052.0
27033	36.0	82.0
27030	1181.0	1485.0
27031	353.0	199.0
27036	67.0	88.0
400645	0.0	0.0
27037	1334.0	662.0
400644	5.0	0.0
27034	1812.0	1107.0
400643	4.0	5.0
27035	24.0	63.0
8912	247.0	275.0
100313769	2.0	2.0
8913	190.0	30.0
8910	5081.0	392.0
8911	126.0	32.0
8916	1026.0	1811.0
8914	1029.0	3747.0
8915	1124.0	1493.0
245935	0.0	0.0
245936	0.0	0.0
245937	6.0	0.0
245938	0.0	0.0
8930	1961.0	3183.0
245939	0.0	0.0
221960	237.0	157.0
245930	0.0	0.0
245931	0.0	0.0
245932	5.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	3723.0	3278.0
8927	137.0	65.0
8928	3.0	6.0
8925	4409.0	5479.0
8926	16.0	73.0
221955	1228.0	1476.0
8941	3.0	2.0
8942	153.0	204.0
375189	25.0	56.0
8940	28.0	13.0
245940	0.0	0.0
206338	487.0	21.0
375190	618.0	329.0
196446	14.0	19.0
8934	2046.0	1047.0
8935	2334.0	1194.0
196441	1280.0	1074.0
8932	5515.0	3375.0
8933	5582.0	3947.0
8938	874.0	318.0
8939	2717.0	3289.0
8936	330.0	71.0
326105	0.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	359.0	226.0
245910	0.0	0.0
206358	460.0	267.0
245911	0.0	0.0
245912	0.0	0.0
196415	0.0	0.0
642909	1.0	1.0
642907	0.0	0.0
8945	2091.0	2145.0
54659	0.0	0.0
54658	0.0	0.0
8943	7224.0	10455.0
54657	0.0	0.0
8944	0.0	0.0
196410	68.0	21.0
245927	0.0	0.0
245928	0.0	0.0
6300	498.0	250.0
245929	0.0	0.0
6302	3446.0	3564.0
6301	11616.0	12584.0
160492	1.0	0.0
54662	3826.0	2695.0
54661	10.0	2.0
54660	28.0	19.0
54665	1136.0	1926.0
54664	1574.0	4052.0
54663	1590.0	1357.0
8970	15.0	64.0
8971	5932.0	7106.0
101928363	6.0	3.0
8974	2602.0	1875.0
6311	2006.0	1540.0
8975	1319.0	1401.0
6310	2428.0	3593.0
91612	3902.0	3978.0
100421601	0.0	0.0
8972	25.0	27.0
8973	0.0	133.0
245972	25.0	111.0
245973	146.0	50.0
54677	1274.0	2453.0
54676	1984.0	2661.0
54675	2305.0	1298.0
147468	0.0	0.0
54674	438.0	39.0
6304	1563.0	258.0
6303	10674.0	16792.0
8968	2.0	2.0
6305	3356.0	1403.0
91603	1244.0	1056.0
91608	340.0	19.0
6307	1650.0	2692.0
642924	13.0	1.0
8969	27.0	6.0
6309	2293.0	5599.0
91607	1393.0	787.0
6320	966.0	838.0
6322	445.0	166.0
8985	3781.0	2791.0
8986	1773.0	1912.0
64002	0.0	0.0
101928378	104.0	43.0
6324	571.0	1942.0
64005	263.0	332.0
6323	0.0	0.0
101928376	9.0	1.0
54680	1560.0	2647.0
642938	48.0	1120.0
54682	2251.0	2379.0
54681	1821.0	3503.0
196403	2675.0	1378.0
6315	0.0	0.0
6314	1439.0	1227.0
6317	56.0	0.0
8976	2677.0	5262.0
6319	166215.0	60143.0
6318	13.0	0.0
642935	31.0	7.0
8992	12669.0	15939.0
8993	6.0	1.0
6331	137.0	25.0
8991	8793.0	7677.0
6330	4450.0	407.0
100421621	5.0	4.0
8996	2128.0	1611.0
101928388	4.0	9.0
6332	143.0	62.0
8997	985.0	944.0
8994	1261.0	1413.0
6335	132.0	58.0
8995	12.0	7.0
6334	155.0	27.0
147495	3369.0	315.0
100421629	0.0	0.0
8989	8.0	10.0
6326	463.0	26.0
8987	428.0	256.0
6328	195.0	12.0
91624	3513.0	360.0
6327	565.0	23.0
8988	0.0	0.0
6329	931.0	136.0
642946	92.0	145.0
6340	364.0	35.0
6342	7888.0	7714.0
6341	1784.0	2603.0
6344	21.0	11.0
100421633	0.0	0.0
6343	5.0	34.0
100421634	8.0	0.0
6346	3.0	2.0
6345	206.0	39.0
100421638	1.0	0.0
642958	1.0	0.0
642959	8.0	2.0
6337	8123.0	8192.0
642952	0.0	0.0
6336	0.0	0.0
6339	156.0	145.0
91614	47.0	27.0
8999	117.0	6.0
6338	898.0	540.0
642954	19.0	27.0
6351	338.0	105.0
6352	2856.0	1328.0
6355	139.0	59.0
6354	0.0	2.0
6357	169.0	4.0
6356	19.0	30.0
100421528	1.0	0.0
6348	239.0	101.0
6347	1265.0	680.0
196394	252.0	338.0
6362	181.0	12.0
6361	12.0	16.0
6364	39.0	8.0
6363	756.0	119.0
100421533	6.0	20.0
6366	1263.0	41.0
100421535	0.0	0.0
6368	48.0	1.0
6367	114.0	429.0
101928337	0.0	0.0
6360	43.0	2.0
255349	11.0	1.0
6359	0.0	1.0
6358	2239.0	51.0
6373	22.0	418.0
101928340	16.0	12.0
6372	25.0	0.0
100421542	0.0	0.0
6375	59.0	21.0
6374	18.0	0.0
100421545	13.0	20.0
6376	11536.0	1337.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	0.0
255313	0.0	0.0
196374	35.0	0.0
6369	11.0	0.0
6383	6538.0	1659.0
6386	7335.0	6955.0
6385	19506.0	15741.0
6388	2978.0	5142.0
6387	28134.0	9912.0
6389	7585.0	6339.0
255330	0.0	0.0
6382	11489.0	27187.0
102724246	6.0	5.0
255324	0.0	4.0
196385	33.0	41.0
196383	2572.0	2135.0
100421550	0.0	0.0
6397	6498.0	2941.0
100421565	0.0	0.0
6396	5138.0	7038.0
100421566	5.0	0.0
6399	1148.0	800.0
6398	1010.0	3125.0
6391	4622.0	6709.0
6390	4134.0	3229.0
6392	3145.0	2166.0
282997	145.0	351.0
282996	136.0	451.0
100134229	512.0	1334.0
282991	1130.0	2138.0
100421560	0.0	0.0
100421577	23.0	27.0
100421579	7.0	2.0
255394	301.0	296.0
102724224	31.0	275.0
54600	2.0	0.0
54602	1081.0	1124.0
282980	0.0	0.0
54606	3616.0	3375.0
100421572	0.0	0.0
100421588	0.0	0.0
100421589	43.0	13.0
282974	520.0	328.0
282973	111.0	34.0
54619	335.0	399.0
100421581	0.0	0.0
196335	0.0	0.0
100421582	24.0	6.0
54617	2381.0	2246.0
100421598	0.0	0.0
100421599	0.0	5.0
255374	105.0	117.0
282969	453.0	119.0
102724201	5.0	0.0
282966	0.0	0.0
54622	1673.0	2154.0
100134259	90.0	11.0
54621	1972.0	3193.0
54620	1021.0	1741.0
54626	174.0	429.0
54625	3133.0	7346.0
54623	6902.0	7623.0
54629	1108.0	2361.0
54627	169.0	66.0
27005	1675.0	1558.0
27006	17.0	9.0
27000	1397.0	1105.0
27004	9.0	3.0
27018	6753.0	6961.0
27019	117.0	46.0
400591	3.0	0.0
27010	200.0	361.0
27012	2.0	0.0
27013	4745.0	5322.0
400581	1.0	0.0
400578	12.0	0.0
400569	1083.0	1092.0
400566	286.0	428.0
389715	2.0	0.0
100313829	0.0	0.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	7.0	2.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	2129.0	6014.0
390872	0.0	0.0
390874	0.0	0.0
654835	0.0	0.0
400759	207.0	63.0
400757	1.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	1.0	1.0
400752	115.0	141.0
137994	147.0	427.0
642843	21.0	13.0
91768	3693.0	1604.0
64151	71.0	557.0
64150	274.0	18.0
64168	291.0	38.0
64167	5669.0	11485.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	2723.0	2801.0
400746	756.0	102.0
400745	7.0	8.0
389866	4.0	7.0
150962	334.0	514.0
64175	1583.0	1921.0
162968	175.0	283.0
64174	118.0	83.0
162966	673.0	589.0
162967	914.0	1376.0
162962	655.0	1007.0
162963	331.0	681.0
125981	4.0	1.0
149992	0.0	0.0
390856	0.0	0.0
390858	1.0	15.0
27187	4.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	310.0	164.0
149986	2371.0	2438.0
147323	0.0	3.0
326293	0.0	0.0
100313839	0.0	0.0
389898	0.0	0.0
100313837	0.0	0.0
326295	0.0	3.0
27189	8.0	0.0
100313838	0.0	0.0
326294	0.0	0.0
125972	1.0	10.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	361.0	86.0
27183	4137.0	2157.0
64170	212.0	186.0
642869	0.0	0.0
27180	100.0	138.0
27181	196.0	299.0
64172	486.0	901.0
100313830	0.0	0.0
375248	67.0	90.0
91782	3098.0	7903.0
27197	19.0	26.0
147339	1517.0	1065.0
27198	3064.0	4055.0
27195	0.0	0.0
125965	83.0	31.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	34.0	1.0
400720	405.0	1346.0
149998	0.0	1.0
389884	0.0	3.0
326286	0.0	1.0
27190	618.0	29.0
64180	9.0	4.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	22.0	4.0
64184	13.0	10.0
100313840	0.0	1.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	121.0	1.0
387264	9.0	18.0
387263	908.0	1392.0
206412	64.0	10.0
27164	1.0	2.0
27165	37.0	113.0
27163	2225.0	3398.0
400799	0.0	16.0
400798	26.0	70.0
27166	2350.0	3051.0
400797	0.0	0.0
326272	0.0	0.0
326275	0.0	1.0
326277	0.0	0.0
326279	5.0	2.0
27160	0.0	1.0
27161	1714.0	1711.0
326278	3.0	0.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	0.0
387254	0.0	0.0
400793	2260.0	1583.0
150928	64.0	41.0
27175	2108.0	963.0
149934	0.0	0.0
27173	8692.0	11662.0
150921	47.0	4.0
27179	13.0	0.0
27177	0.0	0.0
27178	0.0	0.0
341883	3.0	36.0
341880	0.0	3.0
27170	0.0	0.0
326269	0.0	2.0
137964	4562.0	8695.0
390892	0.0	0.0
375298	301.0	882.0
149951	3895.0	3462.0
27148	1064.0	2250.0
390895	0.0	0.0
206426	0.0	0.0
27143	1185.0	1190.0
27141	42.0	68.0
27146	118.0	57.0
106029310	0.0	0.0
27147	919.0	69.0
27145	430.0	277.0
123355	845.0	731.0
137970	11.0	2.0
375287	725.0	990.0
387276	0.0	0.0
27159	0.0	0.0
387273	1.0	2.0
150947	0.0	0.0
150946	487.0	152.0
27153	1503.0	1459.0
27154	1717.0	7345.0
400769	1.0	0.0
27151	1121.0	389.0
27152	997.0	690.0
123346	0.0	1.0
27158	512.0	846.0
400765	2.0	0.0
100293516	561.0	1907.0
387266	2.0	0.0
27156	21.0	3.0
149954	0.0	0.0
387267	0.0	0.0
375295	351.0	1442.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	20.0	2.0
160365	19.0	19.0
160364	47.0	67.0
102724316	791.0	1290.0
54754	0.0	0.0
54753	1074.0	193.0
54752	0.0	10.0
54751	4692.0	1481.0
54758	1647.0	945.0
54757	937.0	250.0
54756	4926.0	679.0
101928290	38.0	93.0
6401	88.0	77.0
6400	5088.0	32724.0
102724307	2.0	0.0
54760	153.0	398.0
54765	4582.0	7313.0
54764	1554.0	1341.0
54763	147.0	8.0
54762	762.0	1064.0
54769	29.0	17.0
54768	59.0	6.0
54766	2.0	1.0
159371	157.0	171.0
100421700	8.0	1.0
100421701	2.0	1.0
100421702	0.0	1.0
100421704	4.0	33.0
100421705	3.0	0.0
100421706	0.0	1.0
100421707	0.0	0.0
100421708	10.0	6.0
100421709	0.0	0.0
54776	4786.0	2211.0
91703	83.0	113.0
6403	1848.0	43.0
6402	299.0	173.0
6405	3019.0	6462.0
54778	1181.0	2385.0
6404	1395.0	1458.0
54777	57.0	2.0
6407	3.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	694.0	22.0
6421	12962.0	14578.0
100421710	0.0	0.0
64101	201.0	76.0
6423	24748.0	15730.0
6422	38383.0	1682.0
64106	17.0	13.0
64105	44.0	231.0
64108	504.0	201.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	1.0	0.0
54780	2161.0	1701.0
54785	755.0	1331.0
54784	873.0	812.0
6414	8600.0	8909.0
6416	2090.0	6459.0
54788	4661.0	7949.0
6415	14516.0	7173.0
6418	17578.0	21567.0
6419	2783.0	1624.0
6430	15490.0	7871.0
64111	0.0	0.0
162989	1573.0	2013.0
64110	2555.0	4631.0
6432	5448.0	4014.0
6431	7990.0	4718.0
64112	2234.0	4872.0
64115	6941.0	1312.0
6434	6419.0	5560.0
101928243	60.0	43.0
6433	2293.0	1678.0
64114	18352.0	15426.0
101928244	2.0	0.0
100421724	2.0	4.0
64116	2124.0	4111.0
64118	3656.0	3502.0
101928248	1.0	1.0
100421728	0.0	0.0
54790	682.0	1382.0
100421729	1.0	0.0
104548973	6.0	0.0
104548972	0.0	0.0
54793	1961.0	1341.0
400713	549.0	1525.0
104548971	4.0	13.0
104548970	0.0	1.0
54798	237.0	16.0
255411	0.0	1.0
54797	606.0	567.0
54796	601.0	314.0
54795	1784.0	3416.0
6425	27.0	1.0
6424	5022.0	2767.0
150992	0.0	0.0
6427	4814.0	4985.0
54799	1107.0	1011.0
6426	6588.0	9168.0
6429	7031.0	5041.0
6428	14567.0	12674.0
162979	175.0	226.0
6441	124.0	15.0
64122	1448.0	1806.0
64121	2484.0	1808.0
6440	56.0	1.0
100421731	0.0	0.0
6443	4003.0	911.0
101928256	0.0	0.0
6442	51.0	24.0
64123	3033.0	1085.0
100421733	0.0	0.0
6445	572.0	205.0
100421734	0.0	1.0
6444	685.0	553.0
160313	2.0	0.0
100421736	0.0	0.0
64127	255.0	741.0
162972	344.0	446.0
64129	8172.0	5049.0
255426	7.0	1.0
642818	0.0	0.0
642819	272.0	185.0
400709	44.0	17.0
6439	916.0	8.0
642812	4.0	1.0
64131	980.0	739.0
654817	31.0	68.0
6450	1346.0	722.0
91750	968.0	1144.0
64130	167.0	154.0
654816	52.0	69.0
6452	2421.0	1853.0
100421741	0.0	0.0
64132	2678.0	3829.0
6451	6654.0	4288.0
64135	1123.0	2471.0
91754	6970.0	8039.0
6453	4949.0	1806.0
6456	20.0	30.0
91752	0.0	29.0
64137	16.0	3.0
6455	4133.0	4253.0
147372	153.0	12.0
6447	763.0	103.0
6446	4402.0	1545.0
91748	2443.0	3363.0
6449	5506.0	5081.0
135398	376.0	1376.0
91746	5255.0	5172.0
6448	2429.0	2601.0
91749	162.0	157.0
6461	636.0	1249.0
