id	7133f91c-4128-4578-a1cd-2c1ee81b3f16	b8dffd2d-f096-48d2-bf27-1e8c0ae526de
401397	2061.0	2434.0
246723	7.0	10.0
220136	93.0	59.0
401393	12.0	1.0
100271437	0.0	0.0
100271439	1.0	2.0
100271438	1.0	3.0
100271433	0.0	1.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	412.0	795.0
246731	7.0	3.0
401387	8.0	13.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	54.0	138.0
100271420	0.0	0.0
197358	464.0	1518.0
199990	1605.0	1394.0
246785	61.0	92.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	1.0	0.0
220158	0.0	5.0
283726	151.0	25.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	97.0	289.0
100271411	0.0	0.0
100271410	1.0	0.0
220164	164.0	189.0
100271413	0.0	0.0
197320	1107.0	1130.0
439996	2.0	20.0
100887074	0.0	0.0
439992	63.0	47.0
100887073	0.0	0.0
197322	1404.0	1407.0
439994	209.0	169.0
102724105	450.0	456.0
220147	1.0	0.0
100271404	1.0	0.0
100887067	2.0	2.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	5.0	16.0
100271400	0.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	23.0	10.0
197335	1111.0	926.0
440993	1429.0	1535.0
440992	56.0	113.0
161394	101.0	75.0
199964	100.0	487.0
8000	81.0	403.0
8001	55.0	5.0
246777	191.0	60.0
246778	3.0	90.0
606495	322.0	550.0
199974	2283.0	405.0
8013	4048.0	3970.0
22911	1651.0	2441.0
439949	127.0	194.0
22913	6789.0	11966.0
643421	4.0	0.0
22914	19.0	89.0
22915	10729.0	10837.0
439945	0.0	0.0
22916	6867.0	13718.0
731605	6.0	12.0
22917	37.0	4.0
10929	6302.0	6857.0
10928	7876.0	18739.0
56252	7969.0	8831.0
56253	85.0	466.0
401331	228.0	192.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2688.0	5402.0
56259	3608.0	5123.0
83876	128.0	338.0
81215	0.0	0.0
83879	225.0	2497.0
10934	3.0	5.0
83878	969.0	348.0
283768	2.0	4.0
10933	20843.0	24893.0
10936	203.0	168.0
56254	5418.0	6522.0
83873	11.0	11.0
256148	0.0	0.0
81210	3.0	9.0
283767	0.0	0.0
56255	9251.0	6826.0
83872	2890.0	4455.0
10935	11710.0	12588.0
81211	0.0	0.0
56256	2771.0	6174.0
10938	4349.0	7518.0
83875	118.0	67.0
83874	1248.0	1183.0
56257	5567.0	4941.0
22907	4737.0	5815.0
643414	13.0	11.0
439953	10.0	37.0
22908	4583.0	6215.0
83871	3612.0	5647.0
22909	1626.0	1307.0
283761	0.0	0.0
439954	1.0	5.0
643418	1.0	13.0
10930	17.0	8.0
439950	0.0	0.0
22921	1811.0	2237.0
8022	0.0	0.0
440926	222.0	641.0
22924	1746.0	749.0
440925	23.0	21.0
8028	3048.0	4850.0
22925	4372.0	2452.0
8029	449.0	471.0
22926	6544.0	11492.0
439934	0.0	0.0
22927	2484.0	961.0
8027	1818.0	3701.0
22928	4805.0	11304.0
439936	5.0	5.0
56261	3793.0	3871.0
56262	6224.0	6561.0
10939	4109.0	9175.0
401321	307.0	152.0
8021	5403.0	7784.0
83858	770.0	1137.0
22920	3266.0	7321.0
56260	231.0	341.0
10943	2145.0	7737.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	26.0	3177.0
81204	0.0	0.0
10945	10475.0	22176.0
83868	0.0	0.0
81205	0.0	0.0
10944	11900.0	14022.0
83867	0.0	0.0
10947	1693.0	2553.0
56265	4679.0	6397.0
83862	3024.0	3618.0
401316	34.0	75.0
83861	1778.0	1596.0
283755	1057.0	466.0
10946	6696.0	10489.0
56267	2305.0	2200.0
10949	12308.0	10279.0
81201	0.0	0.0
10948	2832.0	3988.0
256158	1092.0	624.0
83863	0.0	0.0
81202	0.0	0.0
22918	14656.0	23259.0
22919	9432.0	20622.0
439941	0.0	0.0
83860	1621.0	2794.0
8019	3119.0	4509.0
10941	0.0	2.0
643427	35.0	69.0
10940	465.0	2426.0
8036	5509.0	7795.0
8034	3966.0	1750.0
440957	544.0	454.0
440956	0.0	0.0
440955	1.0	0.0
8038	900.0	9312.0
10907	2337.0	3150.0
10906	3646.0	5332.0
440952	166.0	62.0
10908	2651.0	4277.0
93210	2335.0	2399.0
8031	20620.0	27934.0
256130	20.0	15.0
56270	7453.0	21654.0
56271	3289.0	1773.0
8030	9621.0	14097.0
10910	4176.0	6249.0
83899	0.0	0.0
81236	0.0	0.0
283748	1.0	9.0
10912	133.0	163.0
283747	9.0	7.0
10911	2.0	13.0
10914	13694.0	20053.0
256126	48.0	49.0
83895	0.0	12.0
10913	37.0	84.0
83894	7.0	0.0
10916	20981.0	27084.0
83897	0.0	2.0
401303	87.0	209.0
10915	3547.0	7556.0
283742	3366.0	4429.0
83896	1.0	7.0
83891	1558.0	1352.0
83890	52.0	33.0
83893	1.0	0.0
81230	0.0	0.0
83892	8857.0	8161.0
22900	4036.0	6810.0
93202	0.0	0.0
22901	1416.0	851.0
22902	2399.0	6211.0
8045	601.0	1517.0
22903	3431.0	5512.0
22904	3715.0	6174.0
22905	2427.0	5306.0
8048	0.0	1.0
440944	817.0	1128.0
22906	7116.0	10736.0
256144	0.0	0.0
10917	9.0	2.0
10919	3921.0	6012.0
83888	1372.0	110.0
10921	6811.0	13019.0
283738	0.0	0.0
83887	8.0	72.0
10920	3918.0	4762.0
81226	0.0	0.0
10923	12946.0	26811.0
10922	2530.0	4528.0
83889	21.0	14.0
81228	0.0	0.0
83884	1.0	1.0
56287	0.0	1.0
81221	0.0	0.0
56288	5300.0	5665.0
10924	939.0	1943.0
10927	9477.0	12001.0
83886	76.0	1148.0
81223	0.0	0.0
10926	570.0	3248.0
81224	0.0	0.0
643447	0.0	1.0
643445	0.0	0.0
83882	166.0	151.0
83881	23.0	181.0
439965	30.0	21.0
643446	12.0	34.0
93233	45.0	56.0
256190	0.0	0.0
112401	0.0	0.0
106481976	1.0	0.0
8050	2259.0	7122.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	33.0	41.0
106481975	1.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	3.0	3.0
100271499	0.0	1.0
100271498	0.0	1.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	6.0
81251	1.0	2.0
100271491	1.0	2.0
100271493	0.0	1.0
643470	0.0	0.0
643471	1.0	0.0
8061	317.0	404.0
8065	4563.0	6111.0
81248	0.0	3.0
10901	901.0	665.0
10900	32.0	27.0
10903	1202.0	1327.0
81243	0.0	3.0
10902	4527.0	3794.0
81244	1.0	2.0
100271487	2.0	5.0
10905	6341.0	8968.0
10904	8914.0	7607.0
81246	0.0	3.0
283796	9.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	5.0	3.0
100271486	0.0	0.0
100271485	0.0	1.0
81242	1.0	3.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	9131.0	11950.0
440917	10.0	21.0
439927	0.0	1.0
440915	60.0	9.0
8078	4666.0	6210.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	7342.0	3908.0
106481959	0.0	0.0
8073	20715.0	32946.0
106481956	0.0	1.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	0.0	4.0
106481962	0.0	0.0
81278	2.0	1.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	272.0	161.0
100271472	1.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	1.0	1.0
81270	0.0	0.0
100271470	0.0	0.0
440905	64.0	560.0
439916	0.0	0.0
8089	1381.0	1714.0
440902	0.0	4.0
643499	0.0	0.0
439915	0.0	0.0
440900	2.0	4.0
8082	8421.0	2480.0
106481965	0.0	0.0
106481966	12.0	4.0
106481963	0.0	0.0
106481964	0.0	1.0
8086	2037.0	2300.0
106481969	0.0	0.0
8087	9692.0	15923.0
106481967	22.0	38.0
8085	6276.0	10544.0
106481968	0.0	0.0
102724167	6.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	5.0	8.0
401337	3.0	98.0
106481973	0.0	0.0
100271465	0.0	2.0
106481970	0.0	0.0
401335	6.0	3.0
100271467	3.0	2.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	13380.0	8585.0
81264	0.0	0.0
100271460	3.0	12.0
731688	9.0	14.0
728034	3.0	0.0
8099	4323.0	10419.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	6.0	39.0
106481930	0.0	0.0
8092	3.0	2.0
106481931	3.0	3.0
106481936	0.0	0.0
728039	223.0	178.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	1.0	1.0
56413	122.0	129.0
106481940	0.0	0.0
283365	1.0	0.0
100126596	0.0	0.0
728023	1.0	23.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	2.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	1.0	1.0
106481947	0.0	0.0
106481948	0.0	1.0
106481945	0.0	0.0
106481946	1.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	511.0	258.0
344838	1.0	0.0
106481918	0.0	0.0
106481919	3.0	16.0
106481916	1.0	3.0
106481917	0.0	0.0
572558	72.0	15.0
106481910	0.0	0.0
106481911	0.0	1.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	5540.0	8667.0
100126572	0.0	0.0
106481929	4.0	3.0
728045	0.0	0.0
106481927	1.0	0.0
106481928	0.0	0.0
728047	4.0	3.0
728042	0.0	0.0
106481921	2.0	3.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	1.0	0.0
106481923	1.0	1.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	35.0	1.0
101234262	10.0	12.0
767612	0.0	0.0
767611	0.0	0.0
283337	3392.0	4269.0
344813	0.0	0.0
114548	422.0	1817.0
81406	0.0	3.0
81407	0.0	0.0
344807	0.0	3.0
126526	1082.0	1932.0
767600	0.0	0.0
344805	5.0	3.0
106481907	0.0	1.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	23.0	46.0
102800446	146.0	12.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	4.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	28.0	13.0
728013	264.0	302.0
283392	2423.0	112.0
728012	0.0	0.0
728015	1.0	5.0
728010	0.0	2.0
81428	0.0	0.0
728019	2.0	5.0
56478	2797.0	3186.0
56479	44.0	122.0
126506	0.0	2.0
56474	1864.0	4431.0
81430	0.0	2.0
56475	12.0	4.0
81431	0.0	0.0
56476	1.0	0.0
56477	14959.0	15213.0
93408	0.0	0.0
283385	133.0	2562.0
283383	1180.0	1156.0
728005	8.0	6.0
81419	0.0	30.0
81421	0.0	0.0
283377	1403.0	1798.0
643401	46.0	9.0
283375	7.0	7.0
283373	3802.0	6423.0
151525	833.0	2241.0
126567	191.0	51.0
391211	0.0	1.0
151534	382.0	675.0
151531	17.0	10.0
114569	9329.0	5881.0
126549	55.0	507.0
114571	2.0	0.0
100527978	42.0	74.0
126541	0.0	0.0
126536	1.0	1.0
151556	1045.0	2414.0
391242	0.0	0.0
728075	0.0	0.0
440699	4.0	2.0
440695	8.0	71.0
728072	0.0	0.0
100527960	4.0	1.0
391253	0.0	0.0
728064	0.0	0.0
100527963	18.0	7.0
728066	1.0	2.0
440689	10.0	163.0
391257	0.0	8.0
391256	7.0	9.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	1.0
728096	0.0	0.0
151507	25.0	48.0
728090	0.0	0.0
728088	4.0	5.0
100527943	6.0	15.0
114599	2.0	8.0
126581	0.0	0.0
151516	212.0	153.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	6.0
100527947	0.0	2.0
100527948	3.0	5.0
100527949	1.0	0.0
643384	0.0	2.0
391160	3.0	5.0
643382	14.0	7.0
391162	1.0	0.0
692312	0.0	0.0
163479	0.0	2.0
391169	0.0	0.0
100271332	3.0	5.0
391171	0.0	0.0
391174	14.0	17.0
643394	3.0	2.0
391175	0.0	0.0
391179	0.0	0.0
93380	4288.0	5794.0
100271323	2.0	4.0
100271322	0.0	1.0
100271325	2.0	5.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	7.0	22.0
391155	1.0	0.0
401024	41.0	151.0
163486	2152.0	4150.0
401022	629.0	574.0
425054	1.0	58.0
425057	0.0	0.0
100271305	0.0	1.0
100271304	0.0	0.0
100271300	1.0	8.0
401018	0.0	0.0
100271303	3.0	0.0
100271302	1.0	0.0
401093	920.0	418.0
401097	109.0	406.0
151449	91.0	144.0
401082	0.0	8.0
8100	1065.0	852.0
440606	2.0	0.0
8106	4489.0	5657.0
440603	26.0	31.0
401089	2.0	17.0
391183	0.0	0.0
8110	89.0	99.0
8111	239.0	794.0
391189	1.0	0.0
8115	9.0	1068.0
401074	218.0	167.0
222484	2180.0	1850.0
391190	0.0	0.0
391192	0.0	1.0
391191	0.0	0.0
391194	0.0	0.0
8123	97.0	108.0
391196	0.0	0.0
391195	1.0	0.0
8128	177.0	35.0
8125	8423.0	12005.0
401067	0.0	0.0
8120	456.0	157.0
151477	43.0	63.0
151473	947.0	1127.0
643300	35.0	104.0
645962	0.0	3.0
8139	1334.0	1591.0
645961	1.0	2.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2692.0	2522.0
81329	1.0	0.0
83998	2.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	11.0	17.0
283403	0.0	2.0
83990	130.0	686.0
83992	746.0	352.0
645954	114.0	144.0
81330	0.0	0.0
645958	163.0	133.0
645957	2.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	7.0	11.0
8148	8305.0	16488.0
222487	320.0	171.0
81318	0.0	0.0
8140	918.0	13124.0
83987	4086.0	867.0
81324	0.0	0.0
83986	3004.0	2635.0
81325	0.0	0.0
83989	3336.0	2291.0
83988	7677.0	7607.0
81327	0.0	1.0
83983	73.0	48.0
81320	0.0	0.0
83982	1166.0	1087.0
83985	70.0	110.0
81322	0.0	0.0
643308	2.0	4.0
643309	5.0	7.0
645968	16.0	14.0
645980	0.0	5.0
100271390	0.0	7.0
106481877	0.0	0.0
106481878	0.0	1.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	496.0	347.0
106481879	0.0	0.0
106481880	0.0	1.0
106481881	2.0	1.0
81358	0.0	2.0
81353	1.0	18.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	1.0	20.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	7.0	4.0
100271392	11.0	19.0
100271391	1.0	1.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	0.0	2.0
93323	399.0	884.0
8165	10450.0	8631.0
645996	46.0	13.0
645993	0.0	0.0
106481888	0.0	4.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1868.0	2410.0
106481891	1.0	6.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	2.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	4.0	0.0
106481893	1.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	0.0	0.0
81340	1.0	1.0
81341	0.0	1.0
100271386	4.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	0.0
8178	1353.0	1790.0
344892	1.0	0.0
643343	40.0	46.0
8170	761.0	34.0
106481855	0.0	0.0
401014	46.0	203.0
106481856	0.0	0.0
106481853	0.0	1.0
106481854	0.0	0.0
8174	17.0	18.0
106481859	0.0	1.0
8175	3566.0	3147.0
106481857	0.0	0.0
106481858	1.0	0.0
100271378	1.0	0.0
106481862	0.0	0.0
401007	0.0	1.0
106481863	0.0	0.0
283446	55.0	41.0
106481860	0.0	0.0
81377	0.0	1.0
106481861	0.0	0.0
643338	134.0	98.0
645998	0.0	0.0
643336	0.0	2.0
100271371	0.0	1.0
8189	4616.0	9924.0
8187	347.0	821.0
93343	1631.0	1592.0
93349	1158.0	2221.0
643353	0.0	1.0
106481866	9.0	9.0
106481867	0.0	0.0
106481864	0.0	1.0
106481865	2.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	1.0	0.0
106481873	0.0	0.0
100271367	10.0	6.0
106481874	0.0	0.0
106481871	0.0	4.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	2.0
283432	0.0	5.0
283431	203.0	1672.0
100271364	4.0	2.0
81363	0.0	4.0
344875	3.0	12.0
100271360	1.0	1.0
93377	0.0	0.0
106481839	0.0	1.0
643365	0.0	6.0
8192	1587.0	2042.0
106481833	0.0	0.0
8193	25.0	19.0
106481834	0.0	1.0
106481831	0.0	1.0
8190	340.0	233.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3259.0	3212.0
106481836	19.0	0.0
106481840	1.0	0.0
106481841	0.0	0.0
100271358	6.0	6.0
81399	0.0	0.0
283422	1.0	1.0
344866	2.0	2.0
100271351	0.0	0.0
283420	39.0	112.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	9.0	8.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	1.0
106481843	0.0	1.0
106481848	0.0	0.0
106481849	0.0	3.0
106481846	0.0	0.0
100307126	9.0	51.0
106481847	0.0	0.0
100271349	0.0	0.0
283417	257.0	162.0
283416	71.0	28.0
106481851	0.0	1.0
106481852	0.0	1.0
100271344	0.0	0.0
283412	6.0	11.0
106481850	5.0	5.0
81382	0.0	0.0
81383	0.0	1.0
100271343	4.0	7.0
106481819	0.0	0.0
283491	0.0	4.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	1.0
106481814	0.0	0.0
283489	2686.0	2826.0
283487	404.0	286.0
283486	1.0	7.0
283483	2.0	2.0
283481	520.0	75.0
283480	5.0	0.0
106481828	0.0	0.0
106481829	1.0	1.0
728143	0.0	2.0
106481822	0.0	0.0
106481823	0.0	3.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	1.0	2.0
106481827	2.0	1.0
106481824	1.0	2.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	404.0	479.0
283471	10.0	7.0
731789	0.0	1.0
728170	4.0	9.0
283464	2089.0	3209.0
283463	10.0	2.0
283461	5.0	0.0
283460	0.0	1.0
106481808	0.0	0.0
728167	0.0	1.0
106481809	0.0	2.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	1.0
106481800	0.0	0.0
106481801	0.0	1.0
106481804	1.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	2.0	283.0
81502	6242.0	16041.0
283459	1740.0	2348.0
283458	14.0	38.0
283455	142.0	15.0
645900	0.0	3.0
283450	4094.0	5502.0
780776	93.0	257.0
728113	390.0	284.0
126410	2269.0	12.0
728116	36.0	16.0
728115	3.0	7.0
728118	31.0	34.0
81533	5772.0	5822.0
126402	0.0	0.0
81532	2164.0	2138.0
645930	2.0	2.0
731779	4.0	3.0
728106	0.0	0.0
645922	0.0	0.0
645927	6.0	1.0
728134	6.0	26.0
474170	277.0	276.0
728130	111.0	65.0
645940	2.0	6.0
728132	0.0	0.0
728137	0.0	0.0
81555	4939.0	5780.0
81556	2911.0	4460.0
81557	1.0	0.0
81558	2078.0	2274.0
645939	0.0	1.0
81551	20.0	3.0
101055625	4.0	3.0
81552	2056.0	7022.0
81553	2807.0	5978.0
344905	262.0	375.0
81554	2934.0	4252.0
474167	17.0	34.0
81550	2125.0	2366.0
344901	13.0	0.0
645931	0.0	2.0
645950	0.0	3.0
728121	31.0	55.0
81537	1904.0	3660.0
81539	16928.0	26713.0
728128	2.0	6.0
81544	2691.0	1730.0
81545	3197.0	2832.0
81542	4262.0	7136.0
81543	459.0	1436.0
93517	1502.0	3605.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	1115.0	560.0
126432	592.0	1933.0
163404	1.0	3.0
138474	4.0	6.0
391365	0.0	0.0
391367	0.0	3.0
728192	2.0	18.0
728194	2.0	4.0
728190	723.0	939.0
391378	11.0	2.0
138412	3.0	5.0
138428	18.0	10.0
138429	168.0	111.0
391356	722.0	1410.0
391358	2.0	17.0
56521	1318.0	120.0
391282	2.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	10.0	4.0
222537	4.0	89.0
163351	26.0	255.0
100271217	0.0	1.0
100271216	0.0	0.0
100271218	1.0	5.0
401164	77.0	66.0
100271206	0.0	3.0
100271207	0.0	4.0
100271201	0.0	0.0
100271204	2.0	2.0
391266	0.0	0.0
440799	5.0	0.0
391267	82.0	10.0
222553	169.0	180.0
391269	0.0	0.0
440795	0.0	0.0
401152	15897.0	11411.0
126393	16306.0	2309.0
8200	116.0	285.0
8204	7328.0	6175.0
8202	4965.0	13128.0
391276	1.0	0.0
391279	0.0	1.0
401145	630.0	662.0
222545	0.0	0.0
126382	1103.0	1235.0
222546	86.0	1.0
606293	4.0	5.0
401138	0.0	223.0
401137	3.0	5.0
151393	594.0	488.0
692231	0.0	0.0
440738	944.0	122.0
692233	6.0	7.0
440737	56.0	49.0
8216	3279.0	4176.0
8214	216.0	176.0
440732	8.0	25.0
440730	16.0	26.0
222584	155.0	946.0
151325	0.0	0.0
8208	700.0	5942.0
8209	4.0	4.0
8220	1172.0	1389.0
8226	1202.0	2362.0
692223	0.0	0.0
8227	2715.0	2987.0
8224	70.0	62.0
692225	10.0	12.0
8225	2650.0	2612.0
692226	0.0	0.0
100381178	0.0	7.0
692227	21.0	5.0
692229	0.0	1.0
100310839	0.0	1.0
100310838	0.0	0.0
8218	406.0	493.0
8233	1368.0	1876.0
692210	2.0	9.0
8237	5807.0	7604.0
401190	88.0	175.0
692212	6.0	26.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2398.0	727.0
8242	7718.0	17464.0
8243	7300.0	22237.0
692201	0.0	0.0
692202	0.0	3.0
692203	0.0	0.0
692204	0.0	0.0
692205	13.0	7.0
692206	0.0	0.0
692207	0.0	1.0
692208	1.0	3.0
692209	0.0	0.0
8241	3397.0	4557.0
100310812	0.0	2.0
8239	12295.0	26202.0
151354	802.0	367.0
100271291	0.0	0.0
93432	1070.0	6660.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1231.0	1900.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	7.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	2.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	2.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	0.0	4.0
100271297	1.0	0.0
283521	5.0	12.0
100271296	0.0	0.0
645834	0.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	1.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2426.0	3970.0
93426	12.0	3.0
8269	658.0	613.0
106481789	1.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	1.0
8263	723.0	961.0
8260	1406.0	1699.0
283518	28.0	34.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	33.0	42.0
106481796	17.0	75.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	1.0	4.0
645846	0.0	0.0
100271288	0.0	0.0
645843	0.0	0.0
81440	0.0	1.0
100271284	0.0	2.0
8277	21.0	22.0
645864	17.0	20.0
342374	1.0	1.0
440714	0.0	5.0
342372	4.0	15.0
342371	6666.0	7707.0
440712	123.0	3523.0
106481756	1.0	0.0
8270	448.0	1124.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1890.0	2409.0
728215	204.0	94.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	48.0	51.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	23.0	52.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	1.0
106481762	1.0	0.0
81470	0.0	1.0
100271274	0.0	0.0
100310841	1.0	2.0
81472	0.0	0.0
81473	0.0	0.0
100310840	171.0	242.0
100271273	0.0	0.0
645859	0.0	1.0
8288	29.0	14.0
8289	7931.0	11212.0
8287	0.0	3.0
643210	4.0	14.0
106481767	0.0	0.0
728207	3.0	7.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	0.0	1.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	4.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	1.0
81465	0.0	0.0
81466	2.0	0.0
106481773	0.0	1.0
100310853	4.0	3.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	12.0	5.0
100271262	0.0	1.0
100310851	0.0	0.0
342358	2.0	4.0
342357	784.0	893.0
100310850	0.0	0.0
100271261	0.0	0.0
643220	8.0	12.0
643224	16.0	185.0
645884	0.0	1.0
8291	3371.0	5353.0
401136	0.0	0.0
106481734	13.0	17.0
8292	188.0	188.0
401135	0.0	0.0
106481735	24.0	31.0
106481732	0.0	6.0
8290	0.0	7.0
106481733	0.0	0.0
8295	5276.0	11663.0
106481738	0.0	0.0
93474	493.0	875.0
106481739	0.0	0.0
8293	5.0	2.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	206.0	1818.0
106481741	0.0	0.0
106481742	2.0	1.0
100271259	1.0	0.0
100271258	0.0	2.0
106481740	0.0	0.0
81492	1.0	4.0
100271253	1.0	1.0
645879	0.0	0.0
81493	443.0	426.0
81494	0.0	0.0
100271254	1.0	0.0
283562	0.0	1.0
81490	1528.0	1737.0
81491	168.0	371.0
342346	35.0	18.0
100271250	1.0	6.0
100873064	0.0	0.0
643232	2.0	2.0
100873065	9.0	2.0
106481745	0.0	0.0
401124	31.0	211.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	41.0	25.0
106481749	0.0	3.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	1.0
106481753	8.0	8.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	1.0
106481751	0.0	0.0
401115	67.0	71.0
81488	2787.0	3578.0
283554	90.0	107.0
283553	45.0	20.0
100271244	0.0	0.0
643226	4.0	0.0
283551	80.0	376.0
