id	7403bf3f-1678-4b86-b094-c87c993e583f	0d6f8d7e-2709-41be-a986-163c3763724d
644914	14.0	23.0
57519	2458.0	1081.0
729146	8.0	2.0
106480828	0.0	0.0
113878	414.0	1310.0
135228	2998.0	4650.0
106480827	0.0	0.0
729148	85.0	98.0
106480829	0.0	0.0
137886	4346.0	8268.0
106479879	0.0	0.0
730130	0.0	2.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	6.0	4.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	40.0
106480822	1.0	2.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	3.0	3.0
106479870	9.0	2.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2911.0	1632.0
57524	67.0	32.0
57526	967.0	403.0
644928	14.0	8.0
57520	1126.0	1259.0
57521	1742.0	2987.0
57522	1887.0	2762.0
57528	20.0	31.0
57529	20.0	33.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	0.0	10.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	5.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	3.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	339.0	308.0
106479860	0.0	0.0
106480835	0.0	1.0
106480834	0.0	0.0
106480837	12.0	12.0
106480836	0.0	0.0
57534	12052.0	13785.0
57535	44915.0	23312.0
343727	0.0	0.0
57536	1328.0	935.0
57537	363.0	1291.0
150864	1865.0	3195.0
57530	2654.0	4823.0
57531	2378.0	1361.0
57532	14348.0	21577.0
106480840	0.0	1.0
57533	3520.0	3709.0
57538	436.0	424.0
57539	5304.0	5132.0
106479817	5.0	3.0
106480806	7.0	1.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	1.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	1.0	0.0
106479811	0.0	0.0
106479810	1.0	7.0
123263	928.0	797.0
106480800	0.0	0.0
123264	59.0	47.0
57540	23.0	92.0
106480802	3.0	0.0
106480801	3.0	0.0
106480804	11.0	5.0
106480803	0.0	0.0
57545	2447.0	1237.0
57546	2051.0	1262.0
57547	608.0	632.0
57541	2289.0	2664.0
57542	6076.0	4789.0
353132	0.0	0.0
57544	2825.0	8180.0
353131	0.0	0.0
644943	456.0	67.0
57549	750.0	3961.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	2.0	1.0
100101490	112.0	161.0
106479807	0.0	0.0
137835	1481.0	225.0
106479806	2.0	1.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	1.0
644961	30.0	24.0
106479802	33.0	31.0
106479801	0.0	0.0
644962	133.0	543.0
106479800	0.0	0.0
353134	0.0	0.0
353133	1.0	4.0
106480811	0.0	0.0
57551	12493.0	17950.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	2.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	4860.0	1337.0
57558	277.0	720.0
57559	628.0	734.0
57552	1371.0	2553.0
353141	0.0	0.0
353140	0.0	0.0
57553	3107.0	2742.0
57554	76.0	83.0
353143	0.0	0.0
57555	1932.0	2903.0
353142	0.0	0.0
343702	1.0	7.0
729102	4.0	1.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	3.0	4.0
106479837	0.0	0.0
106479836	12.0	2.0
106479835	10.0	3.0
644972	309.0	121.0
106479834	2.0	1.0
106479833	3.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	9.0	7.0
102465906	0.0	0.0
57560	1652.0	1281.0
106479830	0.0	0.0
353144	0.0	0.0
57561	53324.0	16433.0
57562	1744.0	741.0
149830	0.0	0.0
57567	713.0	653.0
57568	2517.0	2800.0
57569	1571.0	670.0
57563	2824.0	2942.0
57565	146.0	220.0
106479829	14.0	5.0
106479828	5.0	2.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	2.0	0.0
106479824	2.0	4.0
106479823	0.0	0.0
106479822	0.0	4.0
106479821	0.0	0.0
57570	3348.0	2259.0
125893	854.0	1288.0
106479820	9.0	2.0
57571	85.0	64.0
57572	1489.0	2453.0
149840	201.0	185.0
57573	1798.0	895.0
102465910	0.0	0.0
57578	99.0	60.0
57579	2387.0	1110.0
149837	375.0	449.0
123228	364.0	458.0
57574	0.0	6.0
353163	2.0	2.0
57575	15.0	28.0
102465909	0.0	0.0
57576	75.0	93.0
102465908	0.0	0.0
57577	954.0	1035.0
353164	1.0	0.0
102465907	0.0	0.0
644974	34.0	49.0
642317	3.0	2.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	1.0
730196	0.0	0.0
390110	3.0	1.0
389123	0.0	0.0
389124	0.0	0.0
730190	4.0	0.0
390116	0.0	0.0
389120	5.0	1.0
390117	0.0	0.0
147276	3.0	4.0
389118	2.0	2.0
389119	60.0	57.0
353174	18.0	22.0
389114	1848.0	295.0
135293	5193.0	730.0
135295	172.0	51.0
729196	0.0	2.0
729198	2.0	0.0
730180	0.0	0.0
353189	170.0	32.0
392752	87.0	52.0
389144	3.0	0.0
389141	14.0	6.0
123283	1878.0	981.0
102465944	0.0	0.0
353194	11.0	5.0
353196	0.0	1.0
389136	4001.0	4911.0
389137	8.0	15.0
390102	0.0	0.0
100526416	0.0	0.0
389125	3.0	3.0
389160	679.0	53.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	2.0
730152	1.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	27.0	29.0
390158	20.0	8.0
389161	8.0	3.0
147226	2.0	0.0
389158	0.0	0.0
147228	3.0	4.0
135250	33.0	53.0
102465975	1.0	0.0
729156	2.0	8.0
102465974	3.0	1.0
730144	12.0	1.0
390162	0.0	0.0
390166	0.0	0.0
389156	14.0	9.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	4.0	0.0
730138	6.0	8.0
102465985	0.0	0.0
730174	4.0	4.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	1.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	109.0	82.0
390138	0.0	0.0
221302	723.0	830.0
390139	0.0	0.0
729182	9.0	20.0
135270	0.0	0.0
389170	196.0	138.0
729178	124.0	83.0
102465995	0.0	0.0
102465993	1.0	1.0
390142	0.0	0.0
729177	45.0	55.0
390144	0.0	0.0
729176	4.0	3.0
389179	62.0	38.0
389177	1.0	0.0
390148	0.0	0.0
729171	1.0	12.0
390072	20.0	8.0
390073	1.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	1.0	0.0
390079	1.0	0.0
221322	942.0	730.0
642290	4.0	2.0
389084	249.0	49.0
390081	0.0	0.0
390082	0.0	0.0
389072	646.0	414.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	5.0	3.0
105616982	0.0	0.0
390053	0.0	0.0
390054	1.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	2.0	0.0
390064	0.0	1.0
389090	0.0	1.0
390066	0.0	0.0
390067	3.0	0.0
221336	110.0	631.0
147199	0.0	0.0
257313	43.0	18.0
221357	1.0	0.0
196120	0.0	0.0
9201	4161.0	2817.0
9202	9092.0	11512.0
9200	341.0	143.0
9205	2246.0	1366.0
9206	4.0	1.0
9203	4229.0	5306.0
9204	1576.0	1156.0
221391	1.0	0.0
221393	0.0	25.0
221395	5369.0	4408.0
9212	90.0	709.0
9213	4941.0	7112.0
9210	3.0	0.0
9211	24.0	9.0
9217	7018.0	8917.0
9214	568.0	2270.0
9215	1616.0	7078.0
284904	7.0	11.0
284900	1043.0	923.0
9209	3314.0	3110.0
159195	3680.0	3915.0
9207	15.0	100.0
9208	7004.0	16389.0
9223	7149.0	3360.0
9221	8740.0	14495.0
9227	670.0	16.0
644873	2696.0	1502.0
9228	40.0	4.0
644871	2.0	0.0
57460	2447.0	2771.0
57461	962.0	1470.0
57462	1629.0	7061.0
257364	3617.0	4219.0
57463	1563.0	1117.0
9220	279.0	147.0
57468	9.0	27.0
57469	174.0	101.0
57464	46.0	216.0
257358	11.0	7.0
57465	2293.0	2359.0
57466	4076.0	3807.0
57467	34.0	3.0
9218	18935.0	18995.0
9219	3533.0	8308.0
113802	907.0	1786.0
9235	787.0	2691.0
644881	3.0	0.0
9232	231.0	1081.0
9238	2358.0	3777.0
9236	1686.0	1804.0
57471	40.0	67.0
101101773	0.0	0.0
57472	5382.0	6698.0
101101772	8.0	10.0
57473	1723.0	4954.0
57474	175.0	905.0
9230	3282.0	3954.0
9231	2703.0	7288.0
101101776	0.0	1.0
101101775	203.0	40.0
57470	2965.0	3393.0
57479	1815.0	3057.0
791114	0.0	0.0
791115	0.0	0.0
57475	2036.0	1493.0
105616916	0.0	0.0
57476	379.0	394.0
57477	1359.0	1741.0
57478	5021.0	2348.0
644877	13.0	14.0
9229	205.0	43.0
9245	6.0	14.0
9246	3166.0	12846.0
9244	110.0	214.0
644890	73.0	3.0
9249	2857.0	2392.0
644896	1.0	2.0
9247	0.0	0.0
9248	0.0	0.0
57482	82.0	560.0
106480787	0.0	0.0
106480786	1.0	0.0
57484	4556.0	1133.0
106480789	6.0	0.0
106480788	0.0	0.0
9241	20.0	20.0
9242	53.0	530.0
57480	2582.0	3517.0
9240	1778.0	3779.0
57481	257.0	165.0
106480790	0.0	0.0
284958	1.0	9.0
106480792	0.0	0.0
106480791	6.0	0.0
57486	3545.0	4373.0
106480794	4.0	0.0
106480793	0.0	0.0
57488	15866.0	17260.0
106480796	22443.0	18509.0
57489	3946.0	3275.0
106480795	9.0	7.0
9256	1973.0	740.0
9254	399.0	360.0
9255	4938.0	5029.0
137814	0.0	0.0
341152	0.0	0.0
9258	1568.0	2652.0
57493	6764.0	14498.0
106480798	0.0	0.0
57494	4431.0	2671.0
106480797	0.0	0.0
57495	109.0	11.0
57496	10472.0	11994.0
106480799	1.0	0.0
9252	5065.0	1240.0
9253	738.0	1007.0
57491	254.0	303.0
57492	9908.0	9822.0
284948	3.0	11.0
57497	2.0	25.0
57498	12966.0	13626.0
284942	422.0	543.0
642236	260.0	45.0
402509	0.0	0.0
341148	0.0	0.0
9267	2444.0	3836.0
9265	3081.0	3125.0
9266	2238.0	3018.0
106479779	8.0	4.0
106479778	0.0	0.0
106479777	7.0	6.0
106480765	1.0	0.0
106479776	0.0	0.0
9260	1871.0	2743.0
106480764	1.0	0.0
106479775	0.0	0.0
106480767	1.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	3707.0	3632.0
106480769	1.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	5721.0	13747.0
106479770	0.0	0.0
9262	7557.0	7394.0
106480770	1.0	5.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	4.0	0.0
9278	1088.0	1221.0
9276	11204.0	20316.0
9277	1445.0	2498.0
106479769	3.0	1.0
106479768	0.0	0.0
106479767	1.0	0.0
106479766	0.0	0.0
9270	2854.0	3042.0
106479765	0.0	0.0
106480776	1.0	0.0
9271	7.0	7.0
106480775	4.0	1.0
106479764	0.0	0.0
106480778	3.0	0.0
106479763	0.0	0.0
106479762	1.0	2.0
106480777	0.0	0.0
9274	1169.0	1692.0
402573	13.0	11.0
106479761	1.0	0.0
9275	1938.0	2435.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	1.0	0.0
654231	16.0	6.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	4.0	2.0
106480782	0.0	2.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	4.0	2.0
341128	0.0	0.0
113835	255.0	438.0
9289	7141.0	13436.0
9287	0.0	0.0
9288	2.0	0.0
642273	1464.0	1792.0
106479799	0.0	0.0
106480743	4.0	4.0
106479798	0.0	0.0
9282	5674.0	9769.0
106479797	1.0	0.0
106480742	1.0	0.0
106479796	2.0	1.0
106480745	0.0	0.0
106479795	0.0	1.0
106480744	0.0	0.0
106479794	16.0	27.0
106480747	0.0	0.0
402562	5.0	16.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	22.0	38.0
106479792	0.0	2.0
106480749	0.0	0.0
9284	601.0	337.0
106479791	0.0	0.0
106480748	0.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	10.0	0.0
106480752	2.0	0.0
284996	3514.0	4286.0
106480751	0.0	0.0
341112	0.0	2.0
284992	112.0	183.0
341116	1.0	2.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	1.0	0.0
9293	4.0	4.0
106480753	0.0	0.0
9290	70.0	89.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	4702.0	4803.0
113829	5765.0	7675.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	2383.0	5105.0
113828	3956.0	3041.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	7.0	0.0
9294	1756.0	1592.0
9295	17034.0	11941.0
642280	200.0	197.0
106479780	3.0	0.0
106480759	1.0	4.0
654254	111.0	179.0
106480761	0.0	2.0
284988	7.0	1.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	1.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	1.0	2.0
106479738	1.0	0.0
729246	0.0	0.0
106479737	2.0	0.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	3.0
106479733	5.0	3.0
106479732	0.0	1.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	1.0	1.0
729249	8.0	23.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	386.0	88.0
57622	153.0	165.0
57623	687.0	1414.0
57624	2.0	0.0
57620	3433.0	3028.0
106480730	0.0	0.0
57621	2496.0	2927.0
57626	0.0	3.0
100125387	0.0	3.0
730227	5.0	29.0
57628	5.0	0.0
353219	4.0	5.0
729234	395.0	255.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	11.0	11.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	146.0	67.0
106479726	0.0	0.0
729230	587.0	1182.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	361.0	558.0
106479723	7.0	0.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	0.0	96.0
106480736	35.0	13.0
106480735	1.0	1.0
100113391	3.0	0.0
106480738	1.0	5.0
100113392	1.0	0.0
100113393	38.0	57.0
106480737	0.0	0.0
57633	5410.0	4055.0
341208	16.0	7.0
150726	498.0	1361.0
57634	6605.0	7830.0
57636	1857.0	1993.0
57630	2860.0	6773.0
57631	530.0	536.0
106480741	36.0	19.0
106480740	6.0	1.0
57639	518.0	635.0
106479719	2.0	3.0
730213	8.0	3.0
106480707	0.0	1.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	1.0	0.0
106479759	1.0	0.0
106479758	0.0	0.0
729262	4.0	11.0
106479757	1.0	0.0
106479756	0.0	2.0
729264	17.0	16.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	4.0	1.0
106479753	0.0	0.0
100113384	1.0	2.0
106480701	0.0	0.0
106479752	1.0	0.0
106479751	1.0	0.0
106480700	0.0	0.0
100113386	29.0	101.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	1.0
100113381	0.0	0.0
106480704	0.0	0.0
100113382	0.0	0.0
57644	145.0	31.0
57645	6464.0	8838.0
644809	22.0	18.0
150737	1198.0	1367.0
57646	3205.0	3409.0
57647	775.0	1946.0
100188945	9.0	9.0
57642	3.0	2.0
100113389	1.0	0.0
57643	614.0	376.0
100188949	95.0	203.0
135112	15905.0	7950.0
730249	0.0	5.0
57648	11008.0	15174.0
57649	4215.0	5686.0
730246	25.0	11.0
106480718	0.0	1.0
113746	6.0	0.0
106480717	0.0	0.0
106479749	1.0	0.0
729258	7.0	8.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	2.0	0.0
729252	2.0	0.0
135114	5709.0	5328.0
106479746	0.0	0.0
106479745	6.0	0.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	1.0	0.0
106479742	0.0	0.0
100113373	99.0	137.0
106480712	1.0	0.0
106479741	0.0	0.0
57650	439.0	1117.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	2.0	4.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	0.0	4.0
57655	2204.0	4120.0
100418708	0.0	0.0
100188954	66.0	18.0
57657	337.0	277.0
57658	7965.0	3874.0
100418709	0.0	2.0
100418706	3.0	4.0
57654	1113.0	1241.0
100113379	2.0	2.0
729250	0.0	0.0
730239	11.0	14.0
57659	13055.0	8175.0
644815	806.0	708.0
100188953	74.0	3.0
729201	0.0	1.0
729209	0.0	0.0
100418711	0.0	0.0
57661	1348.0	2326.0
55003	1703.0	2843.0
57666	1959.0	2267.0
55002	2972.0	4869.0
100418718	1.0	0.0
55001	893.0	193.0
57669	3246.0	6630.0
55000	23196.0	29740.0
57662	1166.0	1822.0
55007	1549.0	1695.0
100418715	0.0	0.0
57663	0.0	0.0
55006	1145.0	1169.0
57664	1460.0	1742.0
55005	2009.0	3239.0
55004	3064.0	6897.0
57665	1303.0	1581.0
55009	345.0	1215.0
644820	197.0	85.0
55008	2140.0	5084.0
57670	1848.0	3217.0
390201	1.0	1.0
392862	76.0	42.0
100418724	2.0	1.0
390203	0.0	0.0
55010	362.0	828.0
390205	42.0	200.0
100418720	4.0	3.0
55014	2656.0	1982.0
57677	1833.0	1940.0
55013	961.0	3019.0
57678	8769.0	2946.0
57679	3246.0	4554.0
55012	1539.0	1810.0
55011	1408.0	2470.0
55018	2.0	0.0
57673	510.0	2316.0
57674	13003.0	41768.0
55017	3032.0	4394.0
55016	903.0	1684.0
100418728	1.0	2.0
55015	4283.0	2768.0
106479718	1.0	4.0
106479717	0.0	0.0
730211	20.0	9.0
100127989	0.0	3.0
106479716	0.0	0.0
106479715	2.0	1.0
106479714	0.0	0.0
106479713	0.0	0.0
106479712	0.0	0.0
106479711	0.0	0.0
644850	14.0	12.0
57680	8664.0	13481.0
106479710	0.0	0.0
100418733	0.0	0.0
100418735	0.0	1.0
57683	2088.0	689.0
353267	5.0	1.0
55020	1707.0	1578.0
100418731	0.0	0.0
57688	1574.0	1767.0
57689	443.0	1274.0
55024	174.0	694.0
55023	16598.0	9011.0
389217	13.0	10.0
55022	997.0	283.0
57684	1890.0	2160.0
100418737	16.0	44.0
55028	2432.0	3105.0
57685	5123.0	2214.0
343819	0.0	0.0
100418736	1.0	0.0
55027	1594.0	2945.0
100418739	0.0	0.0
55026	1239.0	303.0
57687	616.0	58.0
353274	2969.0	3121.0
644844	23.0	4.0
100127983	420.0	127.0
149708	6.0	0.0
106479709	0.0	0.0
106479708	0.0	0.0
106479707	5.0	2.0
137735	4.0	2.0
106479706	11.0	5.0
729211	10.0	3.0
100127979	6.0	1.0
106479705	0.0	0.0
106479704	0.0	0.0
106479703	1.0	1.0
106479702	0.0	0.0
106479701	0.0	0.0
644861	17.0	22.0
106479700	0.0	0.0
100127976	0.0	0.0
57691	1021.0	1036.0
100418744	8.0	18.0
57692	585.0	696.0
100418743	1.0	0.0
57693	3065.0	3246.0
150709	573.0	176.0
392843	2.0	0.0
100418745	0.0	0.0
55032	3468.0	3523.0
100418740	2.0	0.0
55031	11542.0	11614.0
573971	26.0	46.0
729215	0.0	0.0
55030	3974.0	3696.0
57690	2348.0	3572.0
57699	231.0	461.0
55036	249.0	469.0
389208	0.0	2.0
55035	4105.0	4093.0
55034	1232.0	1097.0
389206	12.0	37.0
55033	1876.0	3816.0
389207	0.0	0.0
57695	2354.0	3062.0
100418748	4.0	8.0
57696	1658.0	2006.0
55039	1082.0	5041.0
100418747	0.0	5.0
55038	663.0	901.0
57697	1462.0	1052.0
55037	6219.0	7677.0
123103	10.0	14.0
57698	3568.0	12029.0
389203	1366.0	1116.0
113791	2463.0	3562.0
390231	0.0	0.0
353288	0.0	0.0
390233	0.0	3.0
100418754	0.0	0.0
147150	5.0	5.0
100418756	0.0	0.0
389240	131.0	67.0
100418751	0.0	0.0
102465803	0.0	0.0
100418750	5.0	15.0
102465802	0.0	0.0
390239	0.0	0.0
102465801	0.0	0.0
102465800	0.0	0.0
390243	2.0	2.0
353299	2.0	2.0
390245	21.0	4.0
147166	425.0	331.0
100418763	0.0	0.0
100233209	390.0	776.0
100418769	4.0	2.0
123169	1402.0	3688.0
104266962	1.0	0.0
104266963	0.0	7.0
100418770	1.0	1.0
392872	14.0	2.0
390211	12.0	2.0
390212	0.0	0.0
390213	26.0	4.0
100418779	0.0	0.0
147172	727.0	762.0
147179	5893.0	8889.0
104266960	0.0	0.0
390215	3.0	0.0
104266961	0.0	0.0
160140	70.0	57.0
390218	6.0	6.0
100418774	0.0	1.0
389257	6.0	27.0
159162	0.0	0.0
104266959	0.0	0.0
159163	0.0	0.0
102465832	1.0	0.0
100418781	14.0	13.0
104266957	14.0	0.0
104266958	1.0	1.0
104266956	0.0	0.0
102465839	0.0	0.0
147184	1280.0	1879.0
390224	0.0	0.0
102465838	0.0	2.0
147183	1.0	1.0
390225	1.0	0.0
102465837	0.0	0.0
390226	1.0	0.0
102465836	0.0	0.0
102465835	0.0	0.0
102465834	0.0	0.0
102465833	0.0	0.0
389246	5.0	0.0
729288	245.0	139.0
102465842	15.0	6.0
390271	0.0	0.0
102465841	0.0	0.0
100418792	0.0	0.0
102465840	1.0	1.0
390273	0.0	0.0
221409	0.0	0.0
390274	0.0	0.0
390275	0.0	0.0
100418799	0.0	3.0
389289	163.0	231.0
149773	2056.0	15.0
221400	309.0	128.0
149775	77.0	17.0
102524628	17.0	8.0
147111	15.0	62.0
150759	1020.0	439.0
729277	1.0	0.0
137797	4.0	0.0
730262	0.0	1.0
135138	142.0	34.0
102465857	2.0	1.0
102465856	1.0	1.0
150763	160.0	1296.0
102465865	0.0	0.0
102465864	0.0	0.0
102465863	0.0	0.0
102465862	0.0	0.0
102465861	6.0	2.0
102465860	0.0	0.0
159119	0.0	0.0
730291	0.0	0.0
221421	60.0	44.0
390259	0.0	0.0
221424	40.0	52.0
102465869	0.0	0.0
102465868	0.0	0.0
102465867	0.0	0.0
102465866	2.0	0.0
57600	4101.0	3233.0
57602	4980.0	4663.0
57608	2561.0	6021.0
57609	7689.0	10512.0
135154	833.0	523.0
150771	1114.0	215.0
57604	2250.0	569.0
57605	744.0	818.0
159125	0.0	0.0
57606	7264.0	7661.0
135152	96.0	87.0
102465876	0.0	0.0
221416	6.0	17.0
102465875	0.0	0.0
390260	0.0	0.0
102465874	0.0	0.0
390261	0.0	0.0
102465873	0.0	0.0
102465872	1.0	0.0
102465871	0.0	13.0
729298	2.0	1.0
390264	0.0	1.0
102465870	0.0	0.0
390265	0.0	0.0
390266	0.0	0.0
390267	0.0	0.0
390269	0.0	0.0
102465879	0.0	0.0
389293	6.0	2.0
102465878	0.0	0.0
102465877	0.0	0.0
57611	173.0	100.0
147138	722.0	1698.0
57613	2133.0	5652.0
57614	5115.0	4305.0
57610	2511.0	2197.0
57619	13068.0	18528.0
57615	74.0	186.0
57616	2012.0	2474.0
57617	968.0	2342.0
390195	0.0	0.0
390197	0.0	0.0
102465882	1.0	0.0
102465881	1.0	0.0
390199	0.0	0.0
102465880	0.0	0.0
221442	815.0	580.0
221443	2329.0	2075.0
400084	77.0	41.0
221438	0.0	0.0
196051	15.0	1200.0
389197	3.0	10.0
400073	952.0	1047.0
159090	3405.0	3217.0
159091	256.0	198.0
257407	915.0	1010.0
196047	267.0	266.0
390174	0.0	0.0
221468	93.0	82.0
400064	29.0	11.0
221472	261.0	728.0
100233198	271.0	323.0
390181	0.0	0.0
390183	15.0	11.0
390186	0.0	0.0
400058	1.0	1.0
221458	136.0	152.0
654170	0.0	0.0
390190	2.0	0.0
390191	2.0	0.0
9300	0.0	0.0
9301	0.0	0.0
9304	0.0	0.0
9302	0.0	0.0
9303	0.0	0.0
221491	443.0	1299.0
9311	54.0	28.0
9312	16.0	22.0
9310	446.0	321.0
9315	4789.0	10466.0
162699	0.0	0.0
9313	44.0	1.0
147081	2317.0	1567.0
9314	7204.0	1582.0
221477	10685.0	12755.0
221476	314.0	1550.0
221481	20.0	18.0
9308	1501.0	2261.0
9306	5766.0	4383.0
9322	1542.0	1825.0
9320	18509.0	31092.0
9321	7783.0	6115.0
9326	1959.0	2233.0
147093	1.0	3.0
9324	4704.0	3348.0
9325	1904.0	2662.0
160065	0.0	0.0
257415	1184.0	1344.0
9319	539.0	1546.0
9317	2764.0	2417.0
9318	11966.0	7659.0
9333	284.0	164.0
9334	8049.0	12701.0
400094	5.0	9.0
9331	725.0	370.0
9332	609.0	1668.0
9337	6030.0	6050.0
9338	1426.0	2004.0
100233146	0.0	0.0
221496	1380.0	2152.0
9330	4426.0	4074.0
9328	2138.0	3997.0
9329	7191.0	11038.0
9344	1923.0	3894.0
9342	3382.0	5521.0
9343	4960.0	11549.0
9348	22.0	29.0
9349	57034.0	42343.0
402665	3.0	3.0
106479699	0.0	0.0
106480688	0.0	0.0
57582	15.0	11.0
106479698	0.0	0.0
106480687	2.0	0.0
57583	7880.0	7037.0
106479697	0.0	0.0
57584	9108.0	7355.0
106479696	1.0	1.0
106480689	1.0	0.0
9340	44.0	9.0
106479695	0.0	0.0
9341	9642.0	7581.0
106479694	5.0	1.0
106479693	0.0	0.0
57580	2649.0	17614.0
106479692	0.0	0.0
57589	4609.0	5500.0
106479691	6.0	2.0
106480691	0.0	0.0
106479690	0.0	0.0
106480690	12.0	0.0
106480693	0.0	0.0
106480692	0.0	0.0
57585	1541.0	1891.0
106480695	2.0	9.0
57586	241.0	749.0
106480694	0.0	1.0
57587	8571.0	8462.0
106480697	0.0	0.0
106480696	0.0	0.0
644743	0.0	0.0
9355	1.0	15.0
100101467	2355.0	2603.0
9356	0.0	0.0
9353	2275.0	3494.0
9354	6819.0	6475.0
644761	13.0	14.0
9358	784.0	1330.0
106479689	0.0	0.0
57592	1824.0	3097.0
106480699	1.0	0.0
106479688	0.0	0.0
57593	499.0	1303.0
106480698	0.0	0.0
106479687	0.0	0.0
106479686	0.0	0.0
57594	1308.0	1846.0
57595	261.0	88.0
106479685	2.0	0.0
9351	1136.0	1858.0
106479684	0.0	0.0
9352	6201.0	7180.0
106479683	0.0	0.0
57590	4983.0	9270.0
106479682	0.0	1.0
9350	1.0	5.0
57591	3096.0	4287.0
106479681	0.0	0.0
106479680	0.0	0.0
57596	99.0	36.0
57597	1028.0	1039.0
57599	7117.0	5526.0
644754	0.0	0.0
644758	0.0	0.0
644759	0.0	0.0
9366	0.0	0.0
9367	2342.0	2200.0
9364	1722.0	1347.0
9365	599.0	361.0
9368	3784.0	20906.0
9369	352.0	548.0
644773	0.0	0.0
402643	0.0	2.0
106480666	0.0	0.0
106480665	0.0	0.0
106480668	0.0	0.0
106480667	0.0	0.0
