id	ed666213-31b2-47c1-b33f-f4ad44b05ded	04268bf5-f4de-4c02-bd76-a64ac21b6136
3675	7394.0	7995.0
100873357	0.0	0.0
3676	3035.0	1273.0
100128731	3265.0	4800.0
100873356	0.0	0.0
3678	4540.0	6518.0
3679	1720.0	115.0
100873359	0.0	0.0
728464	52.0	57.0
728463	35.0	89.0
100128725	1.0	0.0
3690	393.0	102.0
3691	15320.0	41250.0
100873343	1.0	0.0
3692	3534.0	3998.0
3693	4882.0	6165.0
285521	1254.0	2350.0
100873342	0.0	0.0
3694	6762.0	9831.0
100873341	1.0	1.0
3695	871.0	429.0
100873340	0.0	0.0
100128723	3.0	1.0
1033	211.0	317.0
1032	343.0	496.0
285525	7.0	1.0
1031	776.0	3282.0
285527	5815.0	7870.0
1030	480.0	297.0
728468	0.0	0.0
440288	165.0	88.0
1029	179.0	163.0
440295	121.0	242.0
1028	1118.0	770.0
1027	4627.0	2733.0
1026	4499.0	6745.0
1025	2865.0	3029.0
1024	818.0	1157.0
3685	10069.0	38989.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	3827.0	1750.0
100873345	13.0	5.0
3688	21286.0	47355.0
100873344	1.0	0.0
3689	9423.0	8324.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	5.0	10.0
100873370	0.0	0.0
728498	24.0	5.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	43.0	22.0
100873375	0.0	0.0
100128710	3.0	0.0
285533	163.0	93.0
100873374	2.0	4.0
728495	1.0	0.0
100873373	0.0	0.0
100128712	3.0	0.0
1044	49.0	4.0
1043	4746.0	746.0
1041	5.0	8.0
1040	1700.0	6061.0
1039	1567.0	2446.0
1038	4.0	1.0
1036	602.0	26.0
3696	5793.0	6777.0
3697	28.0	9.0
100873379	0.0	0.0
3698	86.0	3.0
100873378	3.0	5.0
3699	98.0	59.0
100873377	0.0	0.0
728486	10.0	27.0
100873361	0.0	1.0
105373869	4.0	408.0
100873360	0.0	2.0
285540	92.0	149.0
100128705	2.0	2.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	1.0
100873362	0.0	0.0
100128701	1.0	0.0
1054	2553.0	5313.0
285547	0.0	0.0
1053	5.0	9.0
285548	1.0	115.0
1052	3159.0	1473.0
1051	3108.0	4139.0
728489	12.0	6.0
1050	942.0	294.0
100128707	1.0	0.0
1048	6.0	1.0
1047	70.0	851.0
1046	0.0	0.0
1045	3.0	0.0
100873369	19.0	12.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	0.0
1066	1347.0	74.0
1063	3302.0	10005.0
1062	951.0	4662.0
1061	5.0	7.0
1060	2070.0	1660.0
440253	224.0	101.0
1059	3316.0	5295.0
1058	166.0	754.0
1057	3.0	0.0
85379	6766.0	13163.0
114112	671.0	1287.0
1056	29.0	28.0
85377	3213.0	4085.0
85378	3898.0	2260.0
128745	0.0	0.0
85376	21.0	23.0
440248	846.0	211.0
1075	10185.0	38581.0
1074	12.0	11.0
1073	1639.0	827.0
1072	26402.0	39418.0
1071	447.0	143.0
440243	0.0	0.0
1070	733.0	847.0
1069	1783.0	3254.0
1068	0.0	1.0
85369	2206.0	1788.0
85366	8.0	19.0
85364	1403.0	1342.0
85365	2160.0	2661.0
85363	1738.0	3443.0
85360	737.0	301.0
1080	358.0	19.0
85391	13.0	8.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	0.0
153733	522.0	564.0
1087	6.0	2.0
1086	0.0	0.0
440279	23.0	1.0
1085	7.0	0.0
1084	23.0	5.0
440278	88.0	92.0
1082	0.0	0.0
403294	1.0	0.0
440275	3931.0	5844.0
1081	5.0	1.0
85397	3.0	16.0
85395	419.0	317.0
403285	0.0	0.0
1091	0.0	1.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	1.0	1.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	1.0	0.0
440270	2958.0	338.0
1089	12.0	16.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	68.0	4.0
285598	1239.0	168.0
126133	1732.0	1540.0
128790	0.0	1.0
126129	208.0	51.0
126123	0.0	1.0
442862	0.0	0.0
126119	401.0	712.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	0.0
442895	1.0	3.0
114131	1.0	0.0
442896	0.0	2.0
114132	12.0	32.0
442897	0.0	0.0
442898	1.0	0.0
114134	529.0	831.0
442899	0.0	0.0
100128790	0.0	0.0
128760	6.0	3.0
100128788	66.0	55.0
100128787	0.0	0.0
440225	0.0	0.0
440224	5.0	6.0
442890	0.0	0.0
442891	1.0	6.0
442892	2.0	0.0
128756	0.0	0.0
100128782	260.0	282.0
100128781	2.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	2.0	0.0
645560	1.0	3.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	72.0	69.0
102466616	0.0	0.0
126052	0.0	1.0
151009	53.0	48.0
403227	0.0	0.0
403228	0.0	0.0
138046	1.0	1.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	9.0	3.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	752.0	2431.0
107131122	0.0	2.0
138050	6561.0	5635.0
403219	3.0	0.0
151011	3812.0	4292.0
645587	4.0	2.0
165679	229.0	51.0
126037	49.0	35.0
114049	2798.0	3673.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	1.0	50.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1318.0	817.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1712.0	1324.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	173.0	48.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	253.0	5.0
645598	0.0	7.0
163007	1.0	1.0
114038	1.0	2.0
645591	3.0	0.0
106481495	2.0	0.0
114041	223.0	165.0
106481496	0.0	0.0
114042	4.0	1.0
106481493	0.0	0.0
114043	9.0	5.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	343.0	113.0
126017	619.0	581.0
106481497	0.0	2.0
106481498	1.0	0.0
85303	0.0	0.0
85300	5.0	1.0
85301	3600.0	4534.0
106481491	1.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	2.0	0.0
102466656	2.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	997.0	551.0
106481459	0.0	0.0
26994	4808.0	6632.0
106481457	9.0	7.0
26995	1653.0	1505.0
106481458	0.0	0.0
403271	0.0	0.0
26998	5.0	3.0
403272	1.0	0.0
102466659	0.0	0.0
26999	5549.0	1335.0
403273	0.0	0.0
102466658	5.0	3.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	2.0	0.0
106481460	4.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	1.0
26993	2051.0	1187.0
106481467	0.0	0.0
106481464	3.0	0.0
106481465	1.0	0.0
104310351	1.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	2.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	2.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	199.0	20.0
106481472	0.0	0.0
106481477	3.0	0.0
106481478	0.0	0.0
106481475	1.0	0.0
106481476	0.0	0.0
85320	151.0	117.0
106481470	2.0	2.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	861.0	385.0
403255	0.0	0.0
403256	2.0	0.0
403257	0.0	0.0
344471	3.0	1.0
106481437	0.0	0.0
26974	387.0	294.0
153657	43.0	51.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	1943.0	2337.0
165631	2408.0	268.0
106481436	2.0	0.0
26978	11.0	5.0
126075	854.0	497.0
106481439	0.0	0.0
403250	0.0	0.0
126074	186.0	61.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	973.0	1035.0
106481444	4.0	3.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2567.0	2831.0
85354	0.0	0.0
85352	646.0	84.0
403241	0.0	0.0
344462	2.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	406.0	336.0
153643	13.0	5.0
403247	0.0	0.0
403248	0.0	0.0
26985	3403.0	3422.0
106481448	0.0	0.0
26986	79797.0	29845.0
126069	161.0	31.0
106481449	0.0	0.0
126068	767.0	196.0
106481446	0.0	0.0
26983	0.0	0.0
26984	863.0	1230.0
106481447	0.0	0.0
106481451	6.0	3.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	174.0	600.0
106481455	0.0	0.0
85349	80.0	57.0
106481456	1.0	0.0
26982	0.0	0.0
106481453	2.0	1.0
85347	0.0	0.0
26980	4.0	4.0
106481454	0.0	4.0
403238	0.0	0.0
85344	2.0	7.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	10.0	0.0
85340	0.0	0.0
100873394	2.0	0.0
100873393	1.0	3.0
100873392	5.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	3.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3774.0	6217.0
100873390	0.0	0.0
728556	72.0	103.0
106481419	0.0	2.0
100128817	0.0	0.0
728558	123.0	77.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	563.0	559.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	5.0	1.0
100873380	0.0	0.0
100128804	1.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	226.0	117.0
100873384	0.0	0.0
285601	24.0	23.0
106481426	0.0	0.0
106481427	3.0	0.0
222005	2.0	1.0
63910	969.0	173.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	555.0	740.0
222008	3.0	0.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	1848.0	2093.0
63904	0.0	0.0
106481430	2.0	0.0
163071	56.0	17.0
63906	660.0	647.0
106481433	0.0	1.0
63908	849.0	573.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	4.0	10.0
285613	93.0	94.0
63920	383.0	766.0
63923	598.0	50.0
63922	700.0	440.0
728577	104.0	125.0
63925	1908.0	1665.0
63924	907.0	28.0
63916	3183.0	5492.0
63917	2940.0	1999.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	2.0	2.0
728564	1.0	5.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1441.0	2171.0
106481402	0.0	0.0
63931	1414.0	1043.0
106481403	0.0	2.0
63934	855.0	656.0
728567	10.0	2.0
106481408	1.0	0.0
163088	8.0	6.0
63933	2065.0	7246.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2580.0	2455.0
163087	854.0	550.0
728568	369.0	328.0
106481407	16.0	8.0
3704	1759.0	1929.0
3705	2518.0	1784.0
63926	717.0	2410.0
3706	3.0	7.0
63929	1172.0	2076.0
3707	5535.0	1765.0
63928	3.0	1.0
3708	5601.0	3199.0
106481411	0.0	0.0
3709	11973.0	10756.0
106481412	0.0	0.0
106481410	5.0	0.0
3700	38.0	13.0
3702	2315.0	649.0
3703	8739.0	19433.0
645506	1.0	0.0
151050	1108.0	1381.0
645520	0.0	0.0
63941	619.0	1224.0
63940	3382.0	1459.0
63943	294.0	403.0
728517	0.0	0.0
163033	270.0	331.0
258010	1768.0	4659.0
63947	0.0	0.0
63946	1.0	1.0
728513	0.0	0.0
100033803	0.0	0.0
3716	17402.0	19915.0
100033804	0.0	0.0
3717	2329.0	2931.0
100033805	0.0	0.0
3718	4745.0	1835.0
63939	1439.0	2288.0
100033806	0.0	0.0
100190799	3.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	112.0	158.0
3710	5054.0	8907.0
3712	3747.0	501.0
3713	7.0	2.0
3714	3387.0	1385.0
63950	2.0	7.0
728505	0.0	5.0
63951	73.0	615.0
100033807	0.0	0.0
728501	41.0	11.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	17009.0	4121.0
100033814	0.0	0.0
3727	6976.0	1486.0
63948	0.0	0.0
100033815	0.0	0.0
222052	12.0	4.0
3728	14960.0	23592.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	3240.0	3393.0
151056	295.0	236.0
3725	45224.0	7342.0
645528	10.0	0.0
728532	30.0	42.0
163059	239.0	130.0
728538	0.0	0.0
728537	284.0	212.0
63967	357.0	1297.0
3737	82.0	6.0
3738	408.0	143.0
3739	3.0	0.0
645538	0.0	0.0
3730	894.0	695.0
3732	5066.0	10561.0
3734	0.0	0.0
3735	7341.0	13568.0
3736	107.0	5.0
63970	233.0	7.0
3750	364.0	221.0
63971	3931.0	8558.0
63974	0.0	0.0
163049	2730.0	1410.0
63973	16.0	0.0
63976	174.0	12.0
222068	4427.0	8899.0
63978	1.0	0.0
63977	1302.0	836.0
63979	1131.0	1535.0
728524	0.0	0.0
3748	867.0	242.0
163051	22.0	9.0
3749	1869.0	1062.0
163050	53.0	25.0
3741	69.0	10.0
645548	8.0	6.0
3743	9.0	5.0
3744	0.0	0.0
3745	362.0	289.0
3746	16.0	0.0
3747	15.0	0.0
285671	578.0	93.0
285672	1723.0	1055.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	23.0	1.0
285676	130.0	109.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1153.0	589.0
283008	12.0	3.0
3751	222.0	82.0
100873435	0.0	0.0
3752	591.0	40.0
100873434	1.0	0.0
3753	67.0	36.0
100873433	0.0	0.0
3754	17.0	9.0
100873432	0.0	0.0
3755	105.0	10.0
100873439	0.0	0.0
3756	14.0	49.0
100873438	0.0	0.0
3757	71.0	103.0
100873437	0.0	0.0
3758	15.0	12.0
100873436	0.0	0.0
100873420	5.0	0.0
3770	117.0	27.0
3772	192.0	71.0
100861458	1.0	0.0
100861453	22.0	8.0
100861455	0.0	0.0
1107	14782.0	6282.0
1106	8845.0	6920.0
1105	4835.0	3377.0
1104	2085.0	4026.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1617.0	1851.0
1101	145.0	15.0
3762	631.0	639.0
100873424	0.0	0.0
3763	135.0	215.0
100128640	160.0	32.0
100873423	0.0	0.0
3764	438.0	162.0
100873422	0.0	0.0
3765	4.0	1.0
100873421	2.0	0.0
3766	164.0	268.0
100873428	0.0	0.0
3767	132.0	13.0
100873427	0.0	0.0
3768	109.0	25.0
1109	6.0	12.0
100873426	0.0	4.0
1108	18344.0	28910.0
3769	15.0	25.0
100873425	0.0	1.0
100128637	3.0	0.0
100128639	0.0	0.0
3780	29.0	16.0
100873453	1.0	0.0
3781	51.0	19.0
100873452	0.0	0.0
3782	683.0	293.0
100873451	0.0	0.0
3783	3319.0	5594.0
100873450	1.0	0.0
1121	1638.0	3298.0
100861468	1.0	0.0
1120	315.0	333.0
100861469	0.0	0.0
1118	6749.0	58.0
1117	3469.0	14109.0
1116	7373.0	42679.0
1114	139.0	24.0
1113	9.0	0.0
1112	5898.0	1969.0
1111	763.0	1607.0
3773	884.0	62.0
100873457	1.0	2.0
100873456	0.0	0.0
3775	750.0	7420.0
100873455	0.0	0.0
3776	671.0	103.0
100873454	0.0	0.0
3777	270.0	25.0
3778	1335.0	508.0
3779	877.0	315.0
100873459	0.0	1.0
1119	1940.0	1001.0
100128627	1.0	8.0
100128626	0.0	0.0
3790	690.0	2333.0
100128628	7.0	5.0
3791	3197.0	2961.0
100873442	0.0	0.0
3792	81.0	45.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	4.0
1132	6.0	7.0
1131	569.0	502.0
1130	4658.0	3998.0
100861476	0.0	1.0
1129	3.0	0.0
1128	278.0	995.0
1124	229.0	244.0
1123	1463.0	1044.0
1122	2251.0	5126.0
100861470	1.0	0.0
3784	772.0	3341.0
100873446	0.0	0.0
3785	2.0	2.0
100873445	0.0	0.0
3786	245.0	325.0
100873444	0.0	0.0
3787	287.0	938.0
100873443	0.0	0.0
3788	27.0	4.0
100873449	9.0	5.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	192.0	110.0
100128618	2.0	3.0
728597	0.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	116.0	40.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	5.0	1.0
285634	1.0	7.0
1142	3.0	0.0
1141	110.0	65.0
285636	2168.0	3289.0
1140	448.0	509.0
728599	5.0	8.0
1139	41.0	118.0
1138	48.0	35.0
1137	2.0	1.0
100861485	0.0	0.0
1136	13.0	4.0
1135	7.0	2.0
1134	182.0	53.0
1133	40.0	7.0
3795	222.0	326.0
100873479	0.0	4.0
3796	2529.0	2129.0
100873478	0.0	0.0
3797	1406.0	4057.0
100873477	6.0	6.0
3798	220.0	40.0
100873476	0.0	0.0
3799	12831.0	23601.0
100873460	0.0	0.0
728586	31.0	28.0
285641	5.0	2.0
100873464	5.0	4.0
100873463	0.0	0.0
100873462	3.0	2.0
285643	1.0	5.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	936.0	711.0
1153	15726.0	4444.0
1152	575.0	253.0
285647	21.0	28.0
728589	18.0	46.0
728588	0.0	0.0
1149	244.0	4.0
1147	1759.0	1935.0
1146	4.0	0.0
1145	35.0	28.0
1144	3.0	1.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	2.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	1.0	0.0
100873496	0.0	0.0
100873495	0.0	2.0
100873494	0.0	0.0
1164	688.0	1258.0
1163	785.0	2033.0
285659	0.0	0.0
1161	405.0	275.0
1160	146.0	27.0
1159	102.0	63.0
1158	10.0	11.0
1157	1.0	0.0
1155	1662.0	2776.0
550643	1062.0	1619.0
283025	0.0	0.0
100873499	1.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	2.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2229.0	1935.0
1175	1823.0	2513.0
285668	9.0	9.0
1174	1338.0	2831.0
1173	11694.0	19795.0
550631	146.0	199.0
100873489	0.0	0.0
283014	20.0	5.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	23.0	19.0
1186	2967.0	3601.0
1185	1344.0	1101.0
1184	749.0	1265.0
1183	534.0	3741.0
1182	7190.0	13250.0
1181	214.0	429.0
440375	46.0	63.0
1180	38.0	45.0
1179	2.0	0.0
1178	0.0	0.0
283089	10.0	5.0
85495	0.0	0.0
85480	161.0	1.0
283080	1.0	8.0
1198	3277.0	2720.0
1197	5.0	1.0
1196	2695.0	1987.0
1195	10029.0	2889.0
440366	2.0	16.0
1193	1767.0	2780.0
1192	11446.0	18000.0
1191	88581.0	31897.0
1188	9.0	9.0
283078	57.0	5.0
85486	8.0	2.0
128615	0.0	0.0
85481	1.0	1.0
128611	1021.0	133.0
440396	87.0	131.0
128609	0.0	0.0
128602	0.0	0.0
440387	1.0	0.0
128674	10.0	2.0
128676	0.0	0.0
114026	3.0	0.0
100861402	0.0	0.0
126014	251.0	647.0
440335	230.0	937.0
100128690	0.0	0.0
114034	680.0	631.0
126006	29.0	7.0
114036	13.0	47.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	54.0	14.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	38.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	2.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	193.0	1202.0
440356	3.0	2.0
440354	104.0	58.0
440352	2.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	5.0	4.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	9.0	12.0
100873410	0.0	0.0
100873417	3.0	5.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	171.0	354.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	239.0	221.0
200734	2540.0	2254.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	2.0	1.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	0.0
100128665	1.0	0.0
128637	3206.0	3103.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	5.0	0.0
165530	207.0	44.0
85409	259.0	68.0
106481385	0.0	0.0
106481386	1.0	0.0
85416	5.0	1.0
106481383	8.0	6.0
85417	49.0	102.0
106481384	2.0	0.0
103106903	0.0	1.0
85414	463.0	602.0
106481389	0.0	0.0
85415	2004.0	6194.0
106481387	1.0	0.0
85413	30.0	26.0
106481388	7.0	4.0
645436	2.0	0.0
106481381	2.0	2.0
106481382	0.0	0.0
10	2.0	19.0
106481380	0.0	0.0
11	0.0	0.0
403341	1234.0	1349.0
12	730.0	304.0
13	54.0	6.0
14	4343.0	6166.0
15	13.0	12.0
16	6430.0	32980.0
645455	14.0	13.0
18	1264.0	497.0
19	5027.0	7948.0
128580	26.0	4.0
85407	183.0	106.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	0.0
85406	1441.0	1289.0
106481395	0.0	0.0
85403	1680.0	1999.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	3.0	0.0
106481393	0.0	0.0
20	4467.0	5272.0
106481390	0.0	0.0
21	2343.0	3125.0
106481391	0.0	0.0
22	1239.0	1118.0
153571	197.0	11.0
153572	2997.0	47.0
23	5059.0	7898.0
24	128.0	105.0
25	6670.0	6694.0
26	151.0	57.0
27	3412.0	4720.0
28	478.0	3861.0
29	6565.0	3533.0
153579	2033.0	39.0
728615	0.0	0.0
728614	0.0	0.0
200765	410.0	500.0
106481358	2.0	0.0
106481359	0.0	0.0
728611	33.0	20.0
102466518	1.0	0.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	2.0	0.0
106481361	0.0	0.0
85439	804.0	47.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2259.0	2498.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	355.0	161.0
106481366	0.0	0.0
30	1830.0	1147.0
106481360	0.0	1.0
31	4480.0	12349.0
32	3092.0	1524.0
33	58.0	9.0
34	2732.0	4739.0
35	871.0	624.0
153562	957.0	2301.0
36	2961.0	942.0
37	12274.0	7853.0
38	1899.0	1963.0
440307	10.0	6.0
39	890.0	1824.0
165545	21.0	5.0
106481369	0.0	0.0
728606	6.0	5.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	32.0	4.0
106481370	0.0	0.0
41	198.0	28.0
106481371	0.0	0.0
43	327.0	217.0
645486	1.0	0.0
47	8200.0	17433.0
48	2416.0	1845.0
49	43.0	36.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	1.0
106481341	0.0	0.0
106481342	10.0	3.0
106481340	0.0	0.0
85458	2363.0	1006.0
