id	e91a54c8-5b35-47e6-a65d-0e3b07b31d40	999edb9e-8a45-4115-84d5-fca75dcfa639
106479132	0.0	0.0
23008	3463.0	4832.0
106479131	0.0	0.0
106479130	15.0	6.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	1.0
106480134	0.0	0.0
106480133	0.0	1.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	0.0
84000	684.0	723.0
11022	412.0	1295.0
11025	64.0	64.0
11024	44.0	39.0
84002	1077.0	198.0
139334	1.0	0.0
11027	79.0	139.0
11029	0.0	0.0
11030	5722.0	3272.0
106479129	0.0	0.0
11031	2237.0	33063.0
106479128	0.0	0.0
106479127	2.0	2.0
106480138	0.0	0.0
23012	2901.0	3696.0
23013	7083.0	4990.0
106479126	1.0	0.0
106480137	0.0	0.0
23014	2364.0	4047.0
106479125	0.0	0.0
23015	1044.0	377.0
106480139	0.0	1.0
106479124	0.0	0.0
23016	880.0	1695.0
106479123	0.0	0.0
23017	129.0	83.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	8134.0	5757.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	3723.0	4024.0
106480146	0.0	0.0
11034	17047.0	21042.0
152302	343.0	497.0
11033	95.0	88.0
11036	2.0	0.0
11035	271.0	227.0
11037	1349.0	699.0
139341	429.0	702.0
644297	10.0	12.0
166968	1239.0	2079.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	0.0	3.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	36.0	147.0
106479152	1.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	111.0	1709.0
11000	1517.0	1615.0
11005	69.0	0.0
11004	122.0	888.0
11007	450.0	578.0
11006	466.0	907.0
127391	0.0	0.0
11010	1323.0	1698.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	8.0	4.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	116.0	157.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	372.0	404.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	458.0	584.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	1.0
106480125	0.0	1.0
106480124	1.0	4.0
11012	938.0	7.0
11011	1205.0	3269.0
11014	8654.0	15046.0
11013	40.0	39.0
11016	3678.0	3124.0
11015	650.0	3406.0
11018	448.0	816.0
11017	1094.0	1429.0
139363	0.0	0.0
106144608	0.0	0.0
646808	2.0	7.0
106144606	2.0	0.0
106144607	0.0	0.0
345778	1111.0	1486.0
646802	2.0	0.0
730861	2.0	1.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	28.0	36.0
729877	1.0	0.0
259308	8.0	0.0
259307	80.0	304.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	2.0	0.0
646817	3.0	4.0
50604	7.0	168.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	1.0	0.0
106479113	1.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	768.0	1431.0
50613	0.0	0.0
50612	0.0	0.0
50615	16.0	113.0
50614	1.0	1.0
50617	133.0	227.0
729894	0.0	0.0
50616	0.0	0.0
50619	431.0	1134.0
50618	2808.0	2811.0
106479109	0.0	0.0
106479108	1.0	0.0
106479107	0.0	0.0
106479106	0.0	0.0
106479105	19.0	13.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	8.0	7.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	24.0	36.0
646839	1.0	6.0
50626	1645.0	3076.0
646837	130.0	89.0
50628	1603.0	1056.0
646851	139.0	325.0
260332	0.0	0.0
23089	5308.0	671.0
260334	6.0	28.0
260337	1.0	0.0
260338	0.0	0.0
23081	633.0	950.0
23082	2838.0	4006.0
100272228	69.0	219.0
23085	4293.0	3536.0
23086	559.0	348.0
23087	1472.0	804.0
50631	19.0	35.0
50632	0.0	15.0
646849	0.0	0.0
23080	2138.0	7799.0
50636	59.0	308.0
50639	1.0	1.0
729830	432.0	145.0
644202	7.0	12.0
646864	1.0	0.0
646862	9.0	21.0
729838	5.0	7.0
23092	2283.0	419.0
23093	1193.0	1800.0
23094	2195.0	5354.0
23095	4902.0	4235.0
23096	972.0	2043.0
23097	1229.0	1800.0
729828	1.0	0.0
23098	408.0	408.0
50640	2446.0	2209.0
23099	1129.0	1137.0
730811	0.0	0.0
23090	1155.0	422.0
23091	5288.0	4144.0
11081	35.0	25.0
50649	664.0	150.0
11080	2468.0	1478.0
11083	4065.0	4597.0
729862	0.0	0.0
11082	11.0	1160.0
11085	0.0	0.0
644213	3.0	2.0
100286844	46.0	82.0
646875	2.0	3.0
644214	0.0	0.0
11086	1.0	158.0
646873	0.0	0.0
23067	1938.0	3065.0
23060	3033.0	4627.0
23061	11420.0	9289.0
23062	4386.0	6382.0
23063	3541.0	3956.0
23064	5758.0	5491.0
23065	3469.0	4992.0
50651	158.0	390.0
100272205	84.0	67.0
23066	255.0	719.0
50650	1310.0	2300.0
50652	0.0	3.0
11092	306.0	687.0
644220	5.0	7.0
11091	1455.0	2215.0
11094	765.0	3258.0
729852	607.0	1022.0
11093	189.0	339.0
11096	5464.0	958.0
11095	255.0	21.0
11098	3948.0	27382.0
11097	702.0	964.0
646884	0.0	0.0
23078	2640.0	1045.0
729857	5.0	36.0
23070	2320.0	3745.0
23071	2729.0	3152.0
23072	24.0	42.0
164380	0.0	0.0
23074	1364.0	1330.0
23075	6713.0	3936.0
23076	1903.0	2596.0
23077	9018.0	2815.0
11099	2361.0	719.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	0.0	1.0
100379220	0.0	0.0
100130970	0.0	1.0
284339	5.0	215.0
284338	19.0	147.0
100129983	0.0	0.0
100129982	1.0	2.0
548313	0.0	0.0
693198	1.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	11.0	65.0
100129976	0.0	2.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	538.0	1153.0
100129972	2.0	0.0
284323	458.0	809.0
100129969	6.0	0.0
100130958	49.0	12.0
693187	0.0	0.0
693188	0.0	0.0
693189	1.0	1.0
100130954	0.0	5.0
2444	654.0	13974.0
100379249	25.0	1.0
693190	0.0	0.0
100129961	28.0	52.0
284312	24.0	45.0
693191	0.0	0.0
100129960	2.0	0.0
693192	0.0	0.0
693193	0.0	2.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	2.0
693177	0.0	0.0
693178	2.0	3.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	832.0	1601.0
284307	257.0	142.0
284306	86.0	90.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	1.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	23.0	1.0
100130933	1.0	5.0
100130932	18.0	4.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	2.0	0.0
284371	447.0	407.0
284370	486.0	344.0
100130923	1.0	1.0
100130922	1.0	0.0
100129937	0.0	0.0
100129933	4.0	0.0
2483	887.0	1213.0
284369	0.0	0.0
2475	4600.0	6200.0
284367	77.0	16.0
284366	0.0	0.0
284361	3656.0	7363.0
50801	1.0	2.0
50804	766.0	2029.0
50805	100.0	115.0
100129926	3.0	4.0
50808	4957.0	3136.0
100129921	0.0	0.0
50807	2768.0	2227.0
100129920	4.0	0.0
50809	8846.0	8099.0
2496	6.0	0.0
2495	25123.0	17660.0
2494	611.0	313.0
2492	0.0	0.0
100129929	0.0	0.0
2491	70.0	169.0
2488	0.0	0.0
2487	640.0	517.0
284359	6.0	4.0
284358	50.0	49.0
284355	0.0	0.0
284353	52.0	32.0
284352	1225.0	5023.0
50813	3064.0	7059.0
50814	989.0	1594.0
100129919	0.0	0.0
284349	277.0	331.0
2499	2.0	3.0
284348	146.0	192.0
2498	18.0	21.0
2497	9.0	9.0
284346	101.0	118.0
284340	59.0	14.0
23207	3412.0	3906.0
693121	0.0	0.0
100093625	0.0	0.0
23208	896.0	1010.0
693122	11.0	0.0
100093626	0.0	0.0
23209	10.0	46.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	70.0	308.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	339.0	451.0
693129	0.0	0.0
23200	3270.0	3194.0
25861	644.0	1737.0
644191	5.0	7.0
23201	4779.0	3690.0
25864	541.0	635.0
23203	1844.0	3195.0
25865	1985.0	3169.0
23204	7114.0	16116.0
23205	3.0	7.0
644192	88.0	26.0
11228	1465.0	1197.0
84166	1427.0	1273.0
11221	850.0	1426.0
84168	7020.0	29092.0
11223	19.0	30.0
100093630	1438.0	1871.0
84167	322.0	572.0
11222	2578.0	3929.0
100093631	470.0	923.0
84162	7343.0	5592.0
11224	10724.0	15033.0
84164	3195.0	4403.0
11227	227.0	894.0
11226	1637.0	6744.0
84163	180.0	190.0
23218	3315.0	5831.0
23219	2411.0	3321.0
402093	0.0	0.0
100862704	8.0	5.0
11230	577.0	2512.0
23210	1026.0	2449.0
25873	10848.0	17502.0
100379298	0.0	0.0
23211	2014.0	3867.0
25875	2702.0	2614.0
23212	806.0	1307.0
23213	3476.0	52211.0
25874	2279.0	1829.0
23214	3281.0	4934.0
25876	19.0	118.0
23215	9811.0	16026.0
23216	2642.0	2054.0
25879	1148.0	2190.0
100379296	0.0	0.0
25878	7530.0	34093.0
23217	2.0	4.0
84159	17245.0	1744.0
25871	1810.0	2544.0
25870	4858.0	6902.0
142940	852.0	1352.0
11232	217.0	946.0
11231	6012.0	7424.0
84154	970.0	1366.0
11234	2547.0	1169.0
11236	2226.0	8248.0
11235	1106.0	2117.0
11238	714.0	728.0
84153	798.0	1096.0
11237	1286.0	1151.0
84152	5377.0	189.0
693120	0.0	0.0
100093624	0.0	0.0
166929	1597.0	1244.0
25847	2190.0	2681.0
84182	73.0	34.0
84181	4391.0	6468.0
25849	4397.0	6443.0
25840	15961.0	2251.0
25842	638.0	942.0
25841	257.0	216.0
25844	4184.0	11853.0
25843	1245.0	1313.0
11209	77.0	191.0
84188	2661.0	4121.0
84187	3671.0	2295.0
11201	1665.0	1995.0
11200	232.0	491.0
84189	193.0	1725.0
11202	136.0	25.0
84186	791.0	1432.0
25859	137.0	5.0
25858	0.0	1.0
84171	1252.0	337.0
284391	782.0	1901.0
284390	76.0	143.0
100862726	0.0	0.0
100862727	0.0	0.0
100862728	0.0	4.0
25851	1381.0	1715.0
25850	212.0	173.0
25853	2475.0	5219.0
25852	1929.0	2344.0
100862725	0.0	0.0
25855	1060.0	2921.0
25854	770.0	83.0
402077	0.0	0.0
11218	919.0	1048.0
11217	104.0	17.0
11219	11.0	33.0
139324	185.0	274.0
84176	6.0	18.0
11212	2324.0	10400.0
139322	1704.0	2362.0
84179	427.0	420.0
11211	46.0	30.0
84173	3554.0	1196.0
11214	8586.0	6219.0
11213	2387.0	275.0
84172	993.0	1741.0
284385	216.0	353.0
11216	1450.0	1185.0
11215	4575.0	2266.0
84174	43.0	42.0
284383	0.0	0.0
25826	1.0	0.0
693165	0.0	0.0
25825	2482.0	2179.0
693166	0.0	0.0
25828	2966.0	4104.0
693167	0.0	0.0
25827	320.0	1011.0
693168	0.0	0.0
693169	0.0	0.0
25829	5012.0	7091.0
441669	0.0	1.0
392214	0.0	4.0
25820	4178.0	4963.0
127343	0.0	129.0
25822	731.0	811.0
25821	734.0	1084.0
25824	4611.0	8170.0
441662	0.0	0.0
106479099	0.0	0.0
25823	9.0	53.0
106479098	0.0	0.0
106480097	1.0	0.0
106479097	0.0	0.0
115361	1850.0	1677.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1235.0	1509.0
115362	97.0	286.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	1.0
414059	1.0	16.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	2.0	1.0
693174	3.0	1.0
693175	13.0	0.0
106480094	0.0	0.0
84191	620.0	1452.0
25837	27.0	201.0
693154	0.0	0.0
84190	252.0	239.0
25836	4650.0	5012.0
693155	27.0	11.0
25839	2506.0	5911.0
84193	3431.0	3039.0
693156	1.0	0.0
693157	0.0	0.0
693158	12.0	7.0
693159	1.0	2.0
392225	0.0	0.0
25831	9084.0	8648.0
25830	19.0	367.0
441654	0.0	0.0
25833	211.0	173.0
100379250	0.0	0.0
106479089	0.0	1.0
25832	517.0	595.0
106479088	0.0	0.0
25834	6.0	1.0
106479087	0.0	0.0
100379251	17.0	44.0
106479086	0.0	0.0
115350	3.0	0.0
106479085	4.0	0.0
414061	0.0	0.0
106479084	0.0	0.0
115352	6.0	9.0
106479083	0.0	0.0
414062	11.0	44.0
115353	870.0	1150.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	96.0	260.0
693163	0.0	0.0
84196	2679.0	3309.0
693164	1.0	2.0
25804	1603.0	4101.0
693143	0.0	0.0
25803	2232.0	13760.0
693144	0.0	4.0
25806	45.0	146.0
25805	649.0	342.0
693146	0.0	0.0
693147	0.0	0.0
25807	523.0	1250.0
693148	1.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	343.0	1165.0
100130995	0.0	3.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	10.0	28.0
25800	9505.0	249125.0
25802	7469.0	3149.0
25801	711.0	1080.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	0.0
106480077	1.0	0.0
106480076	0.0	0.0
106480079	2.0	3.0
106480078	0.0	0.0
142910	6.0	5.0
106480071	0.0	0.0
100380272	0.0	0.0
693151	0.0	0.0
142913	22.0	46.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	0.0	2.0
693153	102.0	56.0
106480072	0.0	0.0
693132	0.0	0.0
25814	3648.0	6784.0
693133	0.0	0.0
693134	0.0	0.0
25817	92.0	605.0
25816	2664.0	388.0
100130988	0.0	0.0
693135	0.0	0.0
25819	498.0	400.0
693136	0.0	0.0
100129998	0.0	0.0
130940	46.0	82.0
25818	2189.0	656.0
693137	0.0	0.0
693138	1.0	2.0
693139	0.0	0.0
100130980	2.0	2.0
25813	3048.0	2632.0
392209	2.0	3.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	530.0	32.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	1.0	1.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	6722.0	9827.0
154881	732.0	1272.0
11182	146.0	200.0
11181	26.0	7.0
646770	0.0	0.0
11184	116.0	130.0
392133	0.0	6.0
11183	2458.0	3265.0
392132	1.0	0.0
11186	1730.0	1173.0
139249	1.0	0.0
11185	1465.0	105.0
23166	5723.0	3466.0
23167	3546.0	6093.0
106480049	0.0	0.0
23168	3214.0	7474.0
106479059	0.0	0.0
23169	1118.0	2062.0
166863	7.0	2.0
392138	0.0	1.0
106479058	0.0	0.0
729920	186.0	79.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	3761.0	4253.0
106479054	0.0	0.0
142891	3109.0	1454.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	1.0
23160	2408.0	2213.0
106480055	0.0	0.0
106479051	0.0	1.0
23161	2522.0	2349.0
115286	1051.0	1153.0
106480054	0.0	0.0
106479050	1.0	0.0
23162	1377.0	1870.0
106480057	0.0	0.0
23163	1657.0	3962.0
106480056	0.0	0.0
152217	418.0	697.0
23164	13372.0	6927.0
106480059	0.0	0.0
23165	2536.0	3001.0
106480058	0.0	0.0
11188	6358.0	5822.0
11187	1215.0	3696.0
11189	1.0	10.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	2.0	0.0
11191	123.0	63.0
392140	9.0	13.0
11190	1511.0	2771.0
404672	1374.0	1827.0
11193	1040.0	625.0
154872	0.0	2.0
11194	1073.0	2349.0
11197	130.0	0.0
11196	2473.0	4549.0
23177	3538.0	1764.0
402016	1.0	5.0
23178	355.0	1197.0
106479049	0.0	0.0
23179	2681.0	639.0
106479048	0.0	0.0
127255	96.0	137.0
106479047	0.0	0.0
127254	66.0	2575.0
106479046	0.0	0.0
646780	8.0	4.0
127253	1303.0	1427.0
106479045	1.0	4.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	3.0	7.0
23170	1966.0	4907.0
115273	163.0	172.0
106480063	0.0	0.0
729909	3.0	4.0
106479041	0.0	0.0
23171	4602.0	1370.0
106479040	0.0	0.0
106480066	0.0	2.0
23172	993.0	1493.0
106480065	0.0	0.0
23173	2003.0	2579.0
106480068	0.0	2.0
23174	2213.0	2803.0
106480067	0.0	0.0
23175	3222.0	1123.0
23176	2551.0	5180.0
106480069	0.0	0.0
11199	0.0	0.0
11198	5628.0	9683.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	4107.0	23059.0
644131	45.0	28.0
404663	0.0	0.0
11162	128.0	123.0
646799	0.0	0.0
11161	1089.0	3136.0
404665	13.0	13.0
11164	1852.0	3873.0
11163	2680.0	1874.0
23144	891.0	1956.0
127247	0.0	0.0
106480028	0.0	0.0
23145	116.0	150.0
106480027	2.0	2.0
106480029	0.0	0.0
23148	579.0	368.0
106479079	0.0	0.0
646791	3.0	1.0
23149	106.0	301.0
441641	0.0	1.0
106479078	0.0	0.0
106479077	1.0	1.0
106479076	0.0	0.0
84108	424.0	384.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	10.0	3.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	2.0	20.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	4256.0	1808.0
115265	53.0	610.0
106480035	0.0	0.0
106479071	0.0	1.0
84103	0.0	0.0
23141	3811.0	5373.0
106480034	2.0	0.0
106479070	0.0	0.0
23142	1954.0	2123.0
84106	86.0	127.0
106480037	0.0	0.0
84105	368.0	445.0
23143	2104.0	1292.0
106480036	0.0	0.0
84100	162.0	173.0
11166	2.0	13.0
140258	0.0	0.0
644129	0.0	0.0
11165	1074.0	1357.0
84102	810.0	550.0
11168	2558.0	2230.0
84101	72.0	11.0
11167	39227.0	25846.0
644128	64.0	82.0
11169	301.0	816.0
11171	5281.0	6057.0
11170	4805.0	130.0
11173	309.0	1368.0
441639	0.0	0.0
11172	0.0	0.0
343296	0.0	0.0
11174	49.0	538.0
644146	9.0	14.0
23155	1205.0	1171.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1253.0	977.0
23158	7203.0	42279.0
106479069	0.0	0.0
441631	433.0	115.0
106479068	1.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	1256.0	1020.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1983.0	2362.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	4953.0	6007.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1150.0	3715.0
106480047	0.0	0.0
11177	1968.0	3354.0
11176	6000.0	7958.0
11179	771.0	1349.0
644138	6.0	2.0
11178	643.0	1812.0
644139	2.0	0.0
139285	460.0	494.0
106480040	2.0	0.0
103695364	1.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	6006.0	7422.0
644159	0.0	0.0
103695365	0.0	0.0
11142	1519.0	1742.0
166824	761.0	170.0
106479019	0.0	0.0
11141	7.0	4.0
130872	1327.0	1612.0
106479018	0.0	0.0
644157	44.0	74.0
23122	2735.0	3450.0
106480006	0.0	0.0
106479017	0.0	1.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	9.0	2.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	3.0	12.0
23125	3337.0	1800.0
106480007	0.0	0.0
25786	61.0	60.0
106479014	0.0	0.0
25789	21.0	147.0
644150	427.0	172.0
23126	4238.0	8070.0
106479013	1.0	0.0
25788	49.0	79.0
23127	167.0	28.0
106479012	0.0	0.0
106480009	1.0	0.0
106479011	0.0	0.0
23129	11081.0	9248.0
106479010	0.0	0.0
84129	101.0	27.0
106480011	0.0	2.0
106480010	0.0	0.0
84126	7.0	17.0
106480013	0.0	0.0
84125	58.0	227.0
25780	676.0	831.0
106480012	0.0	0.0
84128	1400.0	2150.0
23120	10.0	1.0
106480015	0.0	0.0
25782	2744.0	3857.0
106480014	0.0	0.0
11144	24.0	125.0
11143	2305.0	5354.0
139212	0.0	5.0
84124	875.0	1074.0
11146	237.0	239.0
11145	13278.0	1849.0
11148	0.0	0.0
86781	13.0	33.0
11147	230.0	499.0
11149	409.0	366.0
392181	2.0	0.0
127294	149.0	230.0
644165	4.0	34.0
11151	927.0	1639.0
166815	538.0	304.0
392188	0.0	0.0
106479009	0.0	0.0
11153	432.0	898.0
106479008	0.0	0.0
644168	0.0	1.0
11152	1634.0	2542.0
106479007	0.0	0.0
25796	1579.0	3248.0
130888	314.0	1160.0
23133	1847.0	2698.0
106479006	8.0	3.0
106480017	0.0	0.0
106480016	0.0	1.0
106479005	0.0	0.0
23135	3488.0	1882.0
25798	2520.0	3444.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	2819.0	1636.0
25797	131.0	568.0
106479003	0.0	0.0
106480018	1.0	0.0
23137	2308.0	1540.0
106479002	0.0	0.0
25799	504.0	554.0
402055	656.0	1095.0
23138	303.0	2447.0
106479001	0.0	0.0
23139	2164.0	5176.0
106479000	0.0	0.0
644160	0.0	2.0
106480020	0.0	0.0
25790	34.0	314.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4362.0	5860.0
106480024	0.0	1.0
25791	105.0	255.0
23130	1954.0	2283.0
106480023	0.0	0.0
23131	3222.0	6203.0
25794	26.0	47.0
106480026	0.0	0.0
25793	4529.0	6010.0
23132	1956.0	1950.0
106480025	0.0	0.0
11155	215.0	70.0
11154	387.0	415.0
11157	469.0	313.0
11156	741.0	2132.0
11159	277.0	544.0
139221	163.0	212.0
11158	622.0	1351.0
392193	0.0	0.0
23108	1019.0	608.0
23109	1.0	11.0
127281	919.0	2699.0
441608	0.0	0.0
154860	0.0	2.0
11120	1113.0	1297.0
343263	0.0	3.0
154865	35.0	10.0
25763	0.0	9.0
106479039	0.0	1.0
23101	34.0	23.0
106479038	20.0	18.0
23102	4402.0	1873.0
106479037	0.0	3.0
25764	59.0	189.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	21.0	78.0
25766	403.0	793.0
106479034	0.0	0.0
25769	1.0	727.0
106479033	0.0	0.0
23107	2818.0	5090.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1065.0	1728.0
106479030	0.0	0.0
84148	1443.0	1763.0
84144	304.0	1056.0
11122	1411.0	4463.0
84146	2597.0	3317.0
11124	2297.0	2547.0
11123	1071.0	2226.0
11126	41.0	21.0
84140	145.0	100.0
11128	1373.0	2439.0
84142	464.0	454.0
84141	124.0	523.0
139231	3882.0	4651.0
11127	668.0	1506.0
23119	339.0	259.0
644186	7.0	66.0
11131	267.0	45.0
11130	232.0	1468.0
106479029	0.0	0.0
23111	4081.0	1665.0
106479028	0.0	0.0
25774	1.0	2.0
23112	2290.0	2191.0
106479027	0.0	0.0
25776	920.0	1470.0
23113	1761.0	2306.0
106479026	0.0	0.0
25775	7.0	7.0
23114	2197.0	685.0
106479025	0.0	0.0
25778	1611.0	3195.0
106479024	0.0	1.0
25777	17711.0	11023.0
23116	1302.0	1363.0
106479023	4.0	0.0
23117	85.0	57.0
106479022	0.0	0.0
23118	4937.0	6261.0
106479021	0.0	0.0
115294	4513.0	3526.0
106479020	5.0	5.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	30.0	33.0
106480004	0.0	0.0
25771	1795.0	1786.0
84138	283.0	448.0
106480003	0.0	0.0
11133	291.0	460.0
84133	17.0	14.0
84132	941.0	1022.0
11132	559.0	1077.0
11135	4199.0	3322.0
84135	693.0	935.0
84134	642.0	870.0
11137	2179.0	2824.0
115290	883.0	258.0
11136	12.0	10.0
84131	703.0	1276.0
11138	1885.0	1529.0
730993	1.0	1.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	47.0	74.0
729993	59.0	13.0
50717	3089.0	5311.0
102465257	0.0	0.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	486.0	590.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	1584.0	868.0
100884155	3.0	1.0
102465252	0.0	0.0
730978	2.0	1.0
102465251	0.0	0.0
102465250	2.0	2.0
730974	0.0	0.0
392194	0.0	0.0
392197	0.0	0.0
646702	0.0	0.0
646701	1.0	0.0
646721	1.0	0.0
729962	0.0	0.0
729967	280.0	764.0
2504	8.0	8.0
2503	25.0	16.0
284418	0.0	1.0
2502	3.0	9.0
284417	48.0	48.0
2501	33.0	22.0
2500	82.0	57.0
284415	0.0	3.0
404635	8.0	0.0
619190	0.0	0.0
404636	538.0	816.0
2509	16.0	6.0
646723	1.0	8.0
2508	101.0	32.0
2507	4.0	0.0
619189	0.0	0.0
164237	0.0	0.0
729956	0.0	1.0
140290	16.0	22.0
729952	1.0	1.0
2515	1.0	0.0
284408	51.0	66.0
2512	114115.0	82048.0
284406	229.0	399.0
2510	1.0	2.0
284403	72.0	518.0
284402	29.0	35.0
2519	1931.0	1623.0
2518	4.0	3.0
2517	1497.0	2010.0
2516	1.0	1.0
646755	4.0	1.0
646754	0.0	0.0
646753	0.0	1.0
260434	5.0	1.0
23189	8759.0	1055.0
260436	218.0	10.0
23180	4849.0	1796.0
2526	579.0	293.0
23181	1964.0	2359.0
2525	40.0	22.0
2524	51.0	179.0
2523	478.0	395.0
23184	2303.0	3656.0
2521	8160.0	7961.0
23185	2772.0	5558.0
23186	2228.0	2505.0
2520	0.0	0.0
23187	13445.0	6830.0
2529	7.0	10.0
2528	120.0	148.0
2527	0.0	0.0
152273	3682.0	1441.0
644100	1.0	0.0
646766	5.0	11.0
644101	2.0	8.0
23199	8601.0	11545.0
260425	1144.0	6564.0
729974	0.0	0.0
260429	5.0	0.0
2537	1809.0	13765.0
23191	8406.0	9587.0
23192	1574.0	2904.0
23193	17559.0	20107.0
2535	62.0	1679.0
2534	2298.0	1765.0
23194	1613.0	2126.0
