id	40633fb7-6665-4897-ba2d-76502e35dcd7	432d86b3-b5d0-46c0-96d8-d7d5f4e6c3b6
6272	9766.0	4541.0
6271	2898.0	111.0
6285	1667.0	68.0
6284	2636.0	1184.0
100421455	0.0	0.0
6286	70.0	617.0
6289	432.0	38.0
6288	6128.0	96.0
6281	6241.0	6015.0
6280	711.0	18737.0
6283	14.0	42.0
6282	11508.0	16858.0
123920	2934.0	2053.0
100421451	0.0	0.0
6296	1145.0	52.0
6295	8.0	13.0
6297	3536.0	1291.0
6299	130.0	15.0
101928420	0.0	0.0
6290	0.0	0.0
6291	27.0	1.0
6294	7341.0	5135.0
6293	4196.0	2112.0
100421478	0.0	0.0
100421479	4.0	0.0
280664	1.0	0.0
54505	4298.0	2170.0
280660	0.0	0.0
54504	1159.0	2095.0
280661	18.0	7.0
54503	1314.0	1121.0
54502	9397.0	8337.0
54509	67.0	201.0
123904	2.0	3.0
54508	114.0	22.0
100421473	0.0	0.0
54507	1075.0	626.0
100421487	1.0	0.0
133308	739.0	103.0
147945	4.0	1.0
123970	2.0	1.0
100421480	2.0	0.0
147947	1374.0	132.0
147948	425.0	47.0
147949	408.0	60.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	0.0
100421499	0.0	0.0
101060006	2.0	0.0
101060005	2.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	31.0	3.0
147965	1254.0	535.0
147968	194.0	53.0
107126289	0.0	0.0
107126287	5.0	0.0
101060039	0.0	63.0
121360	0.0	0.0
101060032	26.0	2.0
135924	1.0	0.0
135927	16.0	3.0
121355	6.0	41.0
147906	360.0	35.0
135932	1589.0	146.0
101060045	1.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	1268.0	506.0
135942	0.0	0.0
135941	0.0	0.0
121340	1.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	41.0	1.0
147923	1380.0	303.0
147920	0.0	53.0
147929	300.0	88.0
104326192	0.0	0.0
104326193	0.0	1.0
375444	265.0	203.0
104326189	19.0	0.0
101060020	4.0	1.0
375449	6138.0	996.0
104326188	0.0	0.0
121328	6.0	1.0
91653	8143.0	226.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	749.0	47.0
27085	425.0	1063.0
27086	9884.0	2925.0
389756	3.0	0.0
147429	68.0	33.0
27089	3282.0	4565.0
91646	45.0	10.0
91647	942.0	759.0
642968	2.0	1.0
135458	3.0	7.0
390766	3.0	1.0
27098	731.0	84.0
27099	7.0	2.0
27097	2405.0	1710.0
389741	114.0	40.0
27090	871.0	2026.0
27091	0.0	2.0
27094	169.0	77.0
27095	3639.0	3772.0
27092	2248.0	956.0
642976	356.0	1.0
400629	0.0	3.0
27093	3.0	0.0
160428	892.0	297.0
375133	320.0	261.0
387122	2.0	0.0
390730	4.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	766.0	240.0
27063	12.0	0.0
387117	0.0	0.0
27069	11641.0	9864.0
400612	8.0	3.0
27067	2741.0	3650.0
27068	4084.0	1432.0
221908	607.0	730.0
341799	0.0	0.0
400619	72.0	206.0
642987	134.0	0.0
400618	2043.0	221.0
400617	170.0	78.0
64065	30152.0	11572.0
91662	28.0	8.0
91663	14926.0	7220.0
64064	7.0	5.0
64067	558.0	26.0
64066	24.0	1.0
91661	1159.0	536.0
91664	1219.0	140.0
147463	1932.0	80.0
387111	11.0	2.0
27076	2349.0	1067.0
390748	7.0	0.0
27077	660.0	350.0
400604	74.0	56.0
27074	442.0	2230.0
27075	9106.0	12255.0
389766	2.0	0.0
387103	277.0	630.0
387104	8.0	1.0
27079	926.0	640.0
389763	0.0	0.0
341784	1.0	5.0
642996	1.0	1.0
27072	5317.0	2553.0
160419	2.0	0.0
64061	4155.0	833.0
400609	1.0	9.0
160418	2956.0	1273.0
64063	557.0	507.0
27071	662.0	862.0
64062	6194.0	2464.0
91695	643.0	165.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1190.0	62.0
100313770	0.0	0.0
64077	1453.0	1536.0
91694	2097.0	434.0
100313771	0.0	0.0
390790	2.0	4.0
221927	3294.0	2975.0
390792	12.0	1.0
400680	31.0	19.0
27043	5244.0	3457.0
27044	18020.0	13300.0
27042	3446.0	1870.0
389799	6.0	22.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	817.0	176.0
100313777	0.0	0.0
27040	40.0	40.0
100313774	0.0	1.0
64073	243.0	1189.0
64087	10217.0	7736.0
221914	66.0	157.0
64089	1176.0	1217.0
100313781	0.0	0.0
91683	1723.0	567.0
91689	3763.0	1637.0
100313780	0.0	0.0
245908	0.0	0.0
91687	305.0	680.0
245909	0.0	0.0
400673	609.0	420.0
389792	556.0	1222.0
389791	13.0	6.0
387129	0.0	2.0
400668	3.0	4.0
389787	29.0	10.0
64081	633.0	174.0
64080	339.0	527.0
64083	8096.0	11535.0
64084	4331.0	3082.0
64098	412.0	1307.0
64097	1860.0	285.0
400660	51.0	1.0
8909	74.0	15.0
27022	24.0	11.0
8907	2525.0	3767.0
341757	0.0	0.0
400658	26.0	7.0
8908	2637.0	266.0
147407	2.0	1.0
27020	10696.0	4458.0
400657	1004.0	343.0
27023	4.0	2.0
400654	0.0	0.0
64090	5.0	12.0
64092	178.0	1246.0
64091	545.0	154.0
8900	61.0	11.0
64094	7094.0	1291.0
8905	1561.0	2155.0
147409	0.0	0.0
64093	1116.0	17.0
8906	2966.0	1659.0
64096	0.0	2.0
8904	5953.0	5420.0
221935	1887.0	650.0
221937	6536.0	1915.0
221938	0.0	0.0
400652	9.0	5.0
400650	0.0	2.0
27039	8.0	16.0
27032	11006.0	13469.0
27033	33.0	97.0
27030	2313.0	781.0
27031	1224.0	377.0
27036	44.0	239.0
400645	0.0	0.0
27037	2227.0	1738.0
400644	1.0	4.0
27034	3837.0	830.0
400643	2.0	2.0
27035	47.0	85.0
8912	379.0	125.0
100313769	1.0	2.0
8913	137.0	4.0
8910	4856.0	1186.0
8911	68.0	334.0
8916	3296.0	878.0
8914	1330.0	3339.0
8915	1633.0	1049.0
245935	0.0	0.0
245936	0.0	0.0
245937	9.0	2.0
245938	0.0	0.0
8930	2795.0	2505.0
245939	0.0	0.0
221960	355.0	380.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	1.0
245934	0.0	0.0
8929	1.0	0.0
8924	9325.0	2351.0
8927	346.0	111.0
8928	3.0	13.0
8925	12756.0	3340.0
8926	41.0	13.0
221955	1664.0	1406.0
8941	2.0	4.0
8942	276.0	1021.0
375189	38.0	44.0
8940	51.0	35.0
245940	0.0	0.0
206338	170.0	10.0
375190	789.0	218.0
196446	118.0	41.0
8934	2822.0	2819.0
8935	5409.0	1322.0
196441	4287.0	1396.0
8932	5345.0	4865.0
8933	3529.0	3807.0
8938	798.0	1726.0
8939	4990.0	4802.0
8936	903.0	508.0
326105	2.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	710.0	104.0
245910	0.0	0.0
206358	851.0	1059.0
245911	0.0	0.0
245912	10.0	0.0
196415	0.0	0.0
642909	3.0	2.0
642907	2.0	1.0
8945	3540.0	1700.0
54659	0.0	0.0
54658	0.0	0.0
8943	10346.0	12852.0
54657	0.0	0.0
8944	0.0	0.0
196410	19.0	42.0
245927	0.0	0.0
245928	0.0	0.0
6300	305.0	132.0
245929	0.0	0.0
6302	3318.0	1606.0
6301	11282.0	4482.0
160492	2.0	0.0
54662	4695.0	2302.0
54661	47.0	4.0
54660	61.0	3.0
54665	3870.0	913.0
54664	6850.0	3114.0
54663	1600.0	2264.0
8970	59.0	69.0
8971	6011.0	9083.0
101928363	17.0	2.0
8974	2393.0	1506.0
6311	2961.0	1670.0
8975	2359.0	1451.0
6310	4714.0	2180.0
91612	5826.0	2126.0
100421601	0.0	0.0
8972	23.0	3.0
8973	2.0	23.0
245972	18.0	51.0
245973	179.0	140.0
54677	4150.0	1567.0
54676	2859.0	1753.0
54675	2468.0	1148.0
147468	0.0	0.0
54674	243.0	23.0
6304	4371.0	567.0
6303	7014.0	17963.0
8968	2.0	6.0
6305	6329.0	3548.0
91603	1621.0	1107.0
91608	200.0	124.0
6307	3652.0	2325.0
642924	9.0	5.0
8969	36.0	205.0
6309	4885.0	1270.0
91607	1751.0	1427.0
6320	519.0	534.0
6322	944.0	200.0
8985	3083.0	3379.0
8986	1815.0	2289.0
64002	1.0	0.0
101928378	195.0	68.0
6324	353.0	132.0
64005	378.0	1300.0
6323	3.0	38.0
101928376	2.0	25.0
54680	2233.0	1232.0
642938	22.0	26.0
54682	4042.0	1002.0
54681	2480.0	1535.0
196403	2921.0	860.0
6315	0.0	0.0
6314	4367.0	1872.0
6317	21.0	91.0
8976	7033.0	3632.0
6319	11983.0	49160.0
6318	1.0	20.0
642935	11.0	16.0
8992	7011.0	7430.0
8993	7.0	1.0
6331	194.0	4.0
8991	9483.0	2799.0
6330	4672.0	66.0
100421621	16.0	10.0
8996	1909.0	1205.0
101928388	4.0	13.0
6332	543.0	0.0
8997	1899.0	359.0
8994	3169.0	1381.0
6335	144.0	60.0
8995	13.0	45.0
6334	695.0	69.0
147495	8389.0	151.0
100421629	1.0	0.0
8989	2.0	88.0
6326	1157.0	12.0
8987	364.0	162.0
6328	853.0	9.0
91624	1993.0	193.0
6327	994.0	5.0
8988	0.0	0.0
6329	285.0	76.0
642946	92.0	188.0
6340	713.0	13.0
6342	11624.0	4611.0
6341	3260.0	1570.0
6344	27.0	15.0
100421633	1.0	0.0
6343	2.0	11.0
100421634	0.0	0.0
6346	0.0	2.0
6345	176.0	17.0
100421638	0.0	0.0
642958	1.0	0.0
642959	1.0	0.0
6337	9561.0	5045.0
642952	0.0	0.0
6336	0.0	1.0
6339	315.0	250.0
91614	69.0	39.0
8999	270.0	28.0
6338	804.0	198.0
642954	49.0	9.0
6351	163.0	1172.0
6352	1346.0	7256.0
6355	142.0	1097.0
6354	0.0	66.0
6357	94.0	315.0
6356	2.0	104.0
100421528	1.0	2.0
6348	105.0	639.0
6347	750.0	1994.0
196394	418.0	207.0
6362	55.0	1511.0
6361	13.0	60.0
6364	23.0	89.0
6363	250.0	902.0
100421533	24.0	23.0
6366	3668.0	514.0
100421535	0.0	0.0
6368	23.0	20.0
6367	437.0	474.0
101928337	0.0	3.0
6360	17.0	5.0
255349	41.0	6.0
6359	0.0	0.0
6358	774.0	14.0
6373	71.0	4281.0
101928340	7.0	24.0
6372	28.0	23.0
100421542	0.0	0.0
6375	71.0	92.0
6374	337.0	15.0
100421545	14.0	22.0
6376	21445.0	1761.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	5.0	13.0
255313	0.0	0.0
196374	5.0	28.0
6369	1.0	4.0
6383	6916.0	961.0
6386	8843.0	10444.0
6385	23816.0	16528.0
6388	2482.0	2934.0
6387	19501.0	3570.0
6389	7239.0	5406.0
255330	0.0	1.0
6382	9322.0	7148.0
102724246	18.0	15.0
255324	5.0	0.0
196385	126.0	28.0
196383	2587.0	1344.0
100421550	0.0	0.0
6397	6393.0	5725.0
100421565	0.0	0.0
6396	4713.0	5524.0
100421566	1.0	0.0
6399	1519.0	552.0
6398	621.0	1729.0
6391	6894.0	8463.0
6390	3251.0	2994.0
6392	4785.0	2998.0
282997	120.0	86.0
282996	273.0	44.0
100134229	453.0	819.0
282991	1866.0	2648.0
100421560	0.0	0.0
100421577	64.0	41.0
100421579	7.0	9.0
255394	1212.0	288.0
102724224	23.0	12.0
54600	0.0	2.0
54602	2552.0	1252.0
282980	0.0	0.0
54606	3827.0	2571.0
100421572	0.0	1.0
100421588	2.0	0.0
100421589	148.0	18.0
282974	502.0	1221.0
282973	466.0	83.0
54619	911.0	532.0
100421581	0.0	0.0
196335	5.0	0.0
100421582	34.0	13.0
54617	4126.0	2001.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	77.0	61.0
282969	221.0	269.0
102724201	12.0	0.0
282966	0.0	2.0
54622	2609.0	656.0
100134259	58.0	9.0
54621	2022.0	859.0
54620	1395.0	2435.0
54626	61.0	91.0
54625	8739.0	10959.0
54623	4750.0	2467.0
54629	5239.0	862.0
54627	318.0	222.0
27005	2811.0	1836.0
27006	16.0	23.0
27000	1819.0	1482.0
27004	10.0	16.0
27018	4661.0	497.0
27019	112.0	110.0
400591	0.0	0.0
27010	432.0	274.0
27012	4.0	0.0
27013	4681.0	3182.0
400581	0.0	0.0
400578	15.0	2.0
400569	881.0	514.0
400566	323.0	280.0
389715	1.0	0.0
100313829	0.0	0.0
390729	0.0	2.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	84.0	10.0
389730	0.0	1.0
100038246	0.0	0.0
389727	2.0	0.0
91775	3132.0	2813.0
390872	0.0	0.0
390874	0.0	2.0
654835	0.0	0.0
400759	364.0	333.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	1.0
389873	1.0	0.0
400752	149.0	230.0
137994	213.0	69.0
642843	28.0	24.0
91768	3348.0	2820.0
64151	94.0	841.0
64150	200.0	23.0
64168	454.0	35.0
64167	558.0	382.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1683.0	2698.0
400746	1116.0	37.0
400745	9.0	13.0
389866	5.0	2.0
150962	764.0	572.0
64175	1553.0	1386.0
162968	451.0	256.0
64174	101.0	262.0
162966	1033.0	357.0
162967	2363.0	481.0
162962	1108.0	224.0
162963	503.0	49.0
125981	28.0	16.0
149992	0.0	0.0
390856	0.0	0.0
390858	10.0	3.0
27187	2.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	584.0	263.0
149986	3305.0	2077.0
147323	5.0	11.0
326293	0.0	5.0
100313839	0.0	0.0
389898	0.0	0.0
100313837	0.0	0.0
326295	2.0	0.0
27189	1.0	12.0
100313838	0.0	0.0
326294	0.0	1.0
125972	1.0	5.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	265.0	65.0
27183	4315.0	1947.0
64170	285.0	1050.0
642869	0.0	1.0
27180	67.0	343.0
27181	116.0	249.0
64172	933.0	463.0
100313830	0.0	0.0
375248	489.0	109.0
91782	3542.0	2868.0
27197	13.0	24.0
147339	2645.0	2244.0
27198	4905.0	1732.0
27195	0.0	0.0
125965	82.0	4.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	276.0	6.0
400720	1172.0	308.0
149998	18.0	6.0
389884	1.0	0.0
326286	1.0	0.0
27190	355.0	4.0
64180	9.0	5.0
27193	0.0	0.0
100313842	0.0	1.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	11.0	8.0
64184	6.0	3.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	79.0	2.0
387264	11.0	12.0
387263	2596.0	1050.0
206412	109.0	34.0
27164	4.0	9.0
27165	56.0	16.0
27163	2544.0	1815.0
400799	4.0	49.0
400798	82.0	29.0
27166	2137.0	1789.0
400797	0.0	0.0
326272	0.0	0.0
326275	8.0	0.0
326277	0.0	1.0
326279	7.0	7.0
27160	0.0	0.0
27161	5266.0	6179.0
326278	3.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	6.0	0.0
387254	0.0	0.0
400793	4407.0	723.0
150928	95.0	74.0
27175	2276.0	706.0
149934	0.0	0.0
27173	7824.0	5679.0
150921	16.0	5.0
27179	4.0	19.0
27177	1.0	0.0
27178	0.0	0.0
341883	1.0	2.0
341880	5.0	0.0
27170	0.0	0.0
326269	1.0	0.0
137964	4798.0	3617.0
390892	0.0	0.0
375298	383.0	787.0
149951	3476.0	3492.0
27148	1991.0	997.0
390895	0.0	0.0
206426	2.0	1.0
27143	1228.0	498.0
27141	103.0	30.0
27146	173.0	156.0
106029310	0.0	0.0
27147	660.0	86.0
27145	430.0	144.0
123355	1239.0	762.0
137970	22.0	7.0
375287	2345.0	527.0
387276	0.0	0.0
27159	0.0	0.0
387273	8.0	1.0
150947	1.0	0.0
150946	277.0	166.0
27153	1624.0	819.0
27154	6485.0	1711.0
400769	2.0	4.0
27151	2070.0	736.0
27152	3064.0	528.0
123346	3.0	3.0
27158	801.0	1654.0
400765	9.0	0.0
100293516	1055.0	988.0
387266	0.0	0.0
27156	19.0	26.0
149954	0.0	4.0
387267	0.0	0.0
375295	217.0	181.0
100313886	2.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	9.0	2.0
160365	27.0	61.0
160364	49.0	353.0
102724316	1442.0	909.0
54754	0.0	0.0
54753	1898.0	121.0
54752	5.0	10.0
54751	4789.0	903.0
54758	1990.0	1417.0
54757	901.0	625.0
54756	11893.0	1390.0
101928290	130.0	35.0
6401	417.0	483.0
6400	15589.0	8977.0
102724307	7.0	4.0
54760	226.0	419.0
54765	11237.0	5733.0
54764	2513.0	874.0
54763	901.0	0.0
54762	2435.0	127.0
54769	299.0	42.0
54768	142.0	5.0
54766	0.0	1.0
159371	304.0	146.0
100421700	4.0	0.0
100421701	2.0	10.0
100421702	1.0	2.0
100421704	16.0	9.0
100421705	0.0	0.0
100421706	0.0	0.0
100421707	0.0	0.0
100421708	3.0	2.0
100421709	2.0	0.0
54776	3942.0	2802.0
91703	260.0	21.0
6403	1303.0	311.0
6402	393.0	2390.0
6405	3994.0	4157.0
54778	4012.0	1403.0
6404	892.0	2517.0
54777	100.0	54.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	209.0	4.0
6421	19400.0	14797.0
100421710	0.0	0.0
64101	144.0	319.0
6423	11023.0	2903.0
6422	135479.0	125.0
64106	93.0	86.0
64105	65.0	396.0
64108	548.0	394.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	0.0	8.0
54780	2516.0	1043.0
54785	601.0	402.0
54784	845.0	561.0
6414	18666.0	6892.0
6416	3173.0	1418.0
54788	4511.0	3612.0
6415	9318.0	4465.0
6418	21628.0	27498.0
6419	3140.0	1569.0
6430	20266.0	4603.0
64111	0.0	0.0
162989	1859.0	1287.0
64110	3400.0	5234.0
6432	7903.0	6049.0
6431	14728.0	9611.0
64112	3257.0	1641.0
64115	3758.0	2072.0
6434	9197.0	7466.0
101928243	110.0	95.0
6433	3474.0	1683.0
64114	12433.0	6234.0
101928244	3.0	0.0
100421724	3.0	8.0
64116	3438.0	6488.0
64118	4394.0	14280.0
101928248	12.0	4.0
100421728	0.0	0.0
54790	4353.0	1180.0
100421729	0.0	0.0
104548973	1.0	0.0
104548972	0.0	0.0
54793	3485.0	663.0
400713	1299.0	214.0
104548971	7.0	52.0
104548970	0.0	0.0
54798	693.0	3.0
255411	0.0	1.0
54797	1040.0	625.0
54796	649.0	212.0
54795	3623.0	1793.0
6425	11.0	14.0
6424	2151.0	952.0
150992	0.0	0.0
6427	7503.0	8349.0
54799	3528.0	2235.0
6426	10372.0	10127.0
6429	6080.0	3667.0
6428	16168.0	10930.0
162979	465.0	344.0
6441	107.0	30.0
64122	1246.0	2097.0
64121	1873.0	1948.0
6440	7.0	39.0
100421731	0.0	0.0
6443	4717.0	2380.0
101928256	0.0	0.0
6442	61.0	8.0
64123	3124.0	1214.0
100421733	0.0	0.0
6445	38.0	21.0
100421734	0.0	1.0
6444	1483.0	113.0
160313	3.0	1.0
100421736	0.0	0.0
64127	418.0	724.0
162972	1253.0	421.0
64129	8559.0	1175.0
255426	133.0	1.0
642818	0.0	0.0
642819	322.0	267.0
400709	26.0	9.0
6439	170.0	1297.0
642812	6.0	2.0
64131	1963.0	307.0
654817	60.0	395.0
6450	1171.0	119.0
91750	956.0	820.0
64130	251.0	115.0
654816	31.0	128.0
6452	5072.0	1714.0
100421741	0.0	0.0
64132	3275.0	5483.0
6451	18816.0	32507.0
64135	3223.0	4854.0
91754	9915.0	3695.0
6453	4169.0	1254.0
6456	22.0	3.0
91752	24.0	65.0
64137	16.0	14.0
6455	3726.0	6779.0
147372	198.0	14.0
6447	490.0	97.0
6446	3829.0	3352.0
91748	5748.0	2198.0
6449	4775.0	7690.0
135398	477.0	1174.0
91746	8317.0	4207.0
6448	3152.0	2115.0
91749	464.0	112.0
6461	619.0	629.0
6462	12.0	16.0
6465	1.0	0.0
100421754	0.0	0.0
64146	66.0	77.0
64145	4954.0	2551.0
6464	8340.0	4584.0
162998	9.0	6.0
100421756	4.0	7.0
101928276	0.0	0.0
64147	540.0	294.0
160335	1957.0	490.0
6466	1.0	0.0
162993	716.0	240.0
64149	1665.0	675.0
147381	5.0	8.0
255403	894.0	213.0
6458	95.0	37.0
6457	10.0	3.0
91734	0.0	0.0
6459	23.0	2.0
6472	3930.0	5246.0
6471	1.0	0.0
6474	324.0	121.0
6473	15.0	0.0
6476	0.0	0.0
6478	2721.0	8161.0
6477	1038.0	403.0
101928200	27.0	0.0
100421648	0.0	0.0
6470	3279.0	1641.0
6469	3.0	9.0
6468	5350.0	2082.0
6483	1518.0	999.0
6482	3560.0	14418.0
100421652	1.0	0.0
6484	862.0	824.0
6487	1055.0	327.0
196294	680.0	511.0
6489	1357.0	216.0
497661	981.0	607.0
100421657	3.0	0.0
6480	6792.0	9330.0
102724386	4.0	1.0
6494	2050.0	3749.0
6493	153.0	222.0
6496	38.0	9.0
6495	1012.0	3123.0
6498	2786.0	3859.0
101928223	1.0	0.0
6497	12432.0	4873.0
6499	3054.0	2105.0
6490	718.0	190.0
6492	125.0	42.0
6491	357.0	902.0
101928232	0.0	1.0
100124700	562.0	6.0
102724368	11.0	6.0
196264	1595.0	630.0
54700	4218.0	2906.0
54707	2417.0	1094.0
497634	0.0	0.0
54704	3290.0	4364.0
54708	4561.0	2721.0
160287	29.0	4.0
54714	9.0	5.0
54718	348.0	112.0
100421681	0.0	0.0
54716	21.0	21.0
54715	2.0	6.0
100421695	2.0	4.0
100421697	0.0	0.0
100421698	2.0	1.0
100421699	14.0	0.0
102724349	23.0	0.0
102724341	0.0	0.0
159296	1.0	7.0
54729	0.0	0.0
54726	5437.0	2054.0
100421694	0.0	0.0
255480	220.0	53.0
54732	7541.0	7662.0
54734	25.0	45.0
54733	877.0	1231.0
54739	1974.0	1004.0
54738	1.0	0.0
54737	7306.0	1791.0
160298	42.0	2.0
102724321	0.0	0.0
255488	6662.0	6856.0
54742	351.0	845.0
54741	12345.0	2900.0
54749	1169.0	187.0
137902	16.0	94.0
27128	782.0	1720.0
27129	546.0	22.0
29789	6571.0	4153.0
27127	54.0	83.0
27120	36.0	9.0
27121	34.0	1.0
29781	2518.0	1916.0
29780	948.0	1816.0
27124	2747.0	4797.0
27125	14544.0	4357.0
27122	14764.0	720.0
29785	266.0	786.0
27123	199.0	165.0
125919	804.0	389.0
29799	387.0	329.0
390800	1.0	0.0
27131	6382.0	6202.0
654790	196.0	1383.0
27132	144.0	520.0
27130	1105.0	535.0
29798	398.0	188.0
27136	3.0	4.0
29797	0.0	0.0
27133	53.0	0.0
29796	2489.0	4971.0
27134	2001.0	6714.0
27106	2057.0	1720.0
27107	3111.0	1412.0
29768	56.0	1.0
29767	3039.0	201.0
29766	5352.0	4428.0
27109	2252.0	794.0
29761	5126.0	2139.0
29760	978.0	888.0
389813	146.0	423.0
389812	4.0	1.0
27102	10933.0	12896.0
29765	0.0	0.0
29763	2425.0	779.0
27101	3879.0	5131.0
389816	388.0	198.0
27115	480.0	62.0
29778	1.0	0.0
29777	1947.0	1556.0
27113	535.0	392.0
29775	2511.0	581.0
27111	154.0	181.0
29774	80.0	74.0
27112	127.0	10.0
390831	0.0	0.0
390834	18.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1538.0	2162.0
125958	0.0	0.0
377841	28.0	73.0
390843	0.0	0.0
390844	10.0	2.0
389827	0.0	3.0
652170	0.0	0.0
389860	0.0	2.0
390811	0.0	0.0
389857	0.0	0.0
390816	4.0	4.0
389856	645.0	201.0
125931	1.0	0.0
389852	0.0	0.0
100313914	0.0	0.0
389844	1.0	0.0
389840	23.0	4.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	7.0	20.0
91893	257.0	228.0
91894	10.0	5.0
147670	19.0	10.0
147664	5.0	0.0
642721	0.0	0.0
64285	2811.0	1517.0
64284	1511.0	742.0
64288	1202.0	158.0
147685	78.0	56.0
121026	0.0	0.0
123688	521.0	224.0
341568	2.0	2.0
341567	1.0	0.0
642737	2.0	0.0
64283	3707.0	650.0
64282	1483.0	629.0
389541	2579.0	2816.0
147694	1526.0	634.0
389537	84.0	208.0
147686	736.0	298.0
147687	1086.0	367.0
121014	0.0	0.0
642741	67.0	15.0
159686	68.0	126.0
642746	2.0	2.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	0.0	0.0
121006	20.0	12.0
389524	823.0	108.0
147699	182.0	36.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	78.0	128.0
27286	672.0	575.0
27283	0.0	0.0
27284	19.0	8.0
389558	512.0	20.0
27289	269.0	1115.0
27287	127.0	19.0
27288	0.0	0.0
135656	3.0	7.0
390561	30.0	5.0
27296	103.0	48.0
389549	1.0	6.0
27297	3039.0	3265.0
27294	37.0	40.0
27295	9476.0	240.0
27299	9.0	3212.0
642776	10.0	3.0
27292	2923.0	1193.0
27293	529.0	740.0
27290	3.0	71.0
642778	40.0	5.0
27291	1604.0	1009.0
160622	671.0	154.0
390531	31.0	13.0
147650	406.0	262.0
390530	29.0	4.0
390535	0.0	1.0
390539	2.0	0.0
147646	5.0	8.0
390538	0.0	0.0
654783	0.0	0.0
147645	457.0	380.0
341511	2.0	2.0
6500	20943.0	8861.0
133015	1063.0	308.0
400410	211.0	144.0
147660	47.0	7.0
121054	0.0	1.0
121053	461.0	310.0
147657	1633.0	762.0
147658	16.0	3.0
400406	3.0	8.0
642799	0.0	0.0
642796	0.0	0.0
133022	457.0	74.0
642797	204.0	32.0
101928165	0.0	0.0
6511	19.0	6.0
390595	832.0	86.0
6510	9702.0	8731.0
390594	2.0	0.0
100421803	0.0	0.0
100421804	13.0	3.0
390598	43.0	2.0
100421805	16.0	4.0
100421806	8.0	0.0
100421807	0.0	0.0
6509	9869.0	9023.0
54870	6348.0	2976.0
54875	671.0	228.0
54874	10788.0	3911.0
54873	5812.0	1033.0
389599	3.0	0.0
54872	3993.0	1043.0
102724430	0.0	0.0
54879	894.0	227.0
6502	1230.0	2761.0
54878	4831.0	1643.0
6504	161.0	561.0
54877	2787.0	1950.0
91801	1148.0	638.0
6503	459.0	2213.0
54876	4888.0	1090.0
6506	577.0	454.0
6505	536.0	264.0
91807	34.0	4.0
6508	1642.0	78.0
6507	657.0	1761.0
101928176	28.0	23.0
6520	7609.0	13084.0
6522	4501.0	4532.0
221717	0.0	0.0
6521	11.0	1.0
221718	2.0	3.0
100421813	13.0	0.0
64207	6601.0	2797.0
100421816	38.0	5.0
221711	54.0	4.0
64208	19.0	5.0
221710	1168.0	715.0
54882	520.0	148.0
54881	2257.0	1127.0
54880	4770.0	2370.0
54886	449.0	0.0
54885	1093.0	668.0
54884	8514.0	5377.0
54883	2017.0	1549.0
6513	3862.0	13018.0
6512	92.0	10.0
54888	4759.0	3694.0
6515	729.0	1135.0
54887	2642.0	2051.0
6514	1.0	0.0
6517	406.0	69.0
6519	44.0	6.0
6518	123.0	450.0
221749	2179.0	593.0
64210	5191.0	3730.0
6531	9.0	0.0
100421820	0.0	0.0
64211	2.0	0.0
6530	96.0	3.0
6533	3343.0	2577.0
6532	41.0	140.0
100421823	1.0	0.0
390572	6.0	2.0
64216	1158.0	1161.0
64215	2577.0	2475.0
100421825	0.0	0.0
64218	3651.0	2628.0
100421827	1.0	0.0
100421828	5.0	2.0
64219	3005.0	1568.0
100421829	48.0	12.0
54893	3311.0	780.0
