id	0ecc60d5-6273-41f8-9fbc-70fb6373e47d	3ab0577a-0d95-4f3b-9ec8-850820c5ecb3
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	2862.0	3089.0
100126572	1.0	0.0
106481929	2.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	1.0	1.0
728042	0.0	0.0
106481921	1.0	5.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	1.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	24.0	2.0
101234262	3.0	2.0
767612	0.0	0.0
767611	0.0	0.0
283337	3337.0	2122.0
344813	0.0	0.0
114548	134.0	129.0
81406	0.0	1.0
81407	0.0	0.0
344807	0.0	0.0
126526	676.0	952.0
767600	0.0	0.0
344805	3.0	6.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	2.0	0.0
731656	40.0	80.0
102800446	162.0	20.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	43.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	12.0	9.0
728013	185.0	483.0
283392	1081.0	41.0
728012	0.0	0.0
728015	2.0	3.0
728010	3.0	0.0
81428	0.0	4.0
728019	4.0	3.0
56478	2181.0	1575.0
56479	20.0	119.0
126506	4.0	4.0
56474	1577.0	5586.0
81430	1.0	0.0
56475	9.0	8.0
81431	0.0	0.0
56476	0.0	0.0
56477	6488.0	2483.0
93408	1.0	0.0
283385	64.0	220.0
283383	232.0	69.0
728005	12.0	11.0
81419	1.0	0.0
81421	0.0	0.0
283377	1188.0	1732.0
643401	1.0	8.0
283375	17.0	14.0
283373	4175.0	5143.0
151525	680.0	883.0
126567	49.0	21.0
391211	0.0	0.0
151534	126.0	347.0
151531	29.0	11.0
114569	5333.0	17316.0
126549	37.0	8.0
114571	0.0	1.0
100527978	52.0	26.0
126541	0.0	0.0
126536	0.0	0.0
151556	574.0	389.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	12.0
440695	38.0	1.0
728072	0.0	0.0
100527960	4.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	35.0	47.0
728066	0.0	5.0
440689	81.0	185.0
391257	0.0	0.0
391256	9.0	7.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	13.0	38.0
728090	0.0	0.0
728088	0.0	2.0
100527943	4.0	1.0
114599	2.0	9.0
126581	0.0	0.0
151516	115.0	40.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	4.0
100527947	0.0	0.0
100527948	5.0	3.0
100527949	0.0	0.0
643384	0.0	2.0
391160	0.0	4.0
643382	13.0	15.0
391162	0.0	0.0
692312	1.0	1.0
163479	1.0	0.0
391169	1.0	1.0
100271332	1.0	1.0
391171	0.0	0.0
391174	32.0	5.0
643394	4.0	6.0
391175	0.0	0.0
391179	0.0	0.0
93380	2092.0	1707.0
100271323	0.0	0.0
100271322	0.0	0.0
100271325	11.0	2.0
100271321	0.0	0.0
401036	0.0	0.0
440672	2.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	9.0	3.0
391155	5.0	0.0
401024	857.0	246.0
163486	1078.0	1353.0
401022	184.0	888.0
425054	3.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	1.0	3.0
401018	0.0	1.0
100271303	0.0	2.0
100271302	0.0	0.0
401093	304.0	112.0
401097	47.0	440.0
151449	81.0	10.0
401082	0.0	1.0
8100	799.0	2261.0
440606	134.0	1.0
8106	3338.0	6438.0
440603	8.0	89.0
401089	129.0	2.0
391183	0.0	0.0
8110	66.0	94.0
8111	103.0	789.0
391189	0.0	0.0
8115	1.0	14.0
401074	194.0	116.0
222484	1564.0	2118.0
391190	0.0	0.0
391192	2.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	409.0	36.0
391196	0.0	0.0
391195	0.0	3.0
8128	908.0	62.0
8125	5424.0	7194.0
401067	1.0	0.0
8120	381.0	32.0
151477	26.0	12.0
151473	380.0	1314.0
643300	37.0	48.0
645962	0.0	0.0
8139	1232.0	834.0
645961	0.0	1.0
106481899	1.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2201.0	4662.0
81329	0.0	0.0
83998	1.0	57.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	2.0	2.0
283403	0.0	1.0
83990	109.0	310.0
83992	1153.0	205.0
645954	63.0	29.0
81330	0.0	0.0
645958	112.0	77.0
645957	1.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	5.0	4.0
8148	6006.0	7520.0
222487	38.0	19.0
81318	0.0	0.0
8140	434.0	8612.0
83987	4711.0	1083.0
81324	0.0	0.0
83986	2847.0	6927.0
81325	0.0	3.0
83989	2398.0	1923.0
83988	2991.0	988.0
81327	0.0	0.0
83983	63.0	60.0
81320	0.0	0.0
83982	433.0	880.0
83985	121.0	97.0
81322	0.0	0.0
643308	0.0	2.0
643309	0.0	0.0
645968	3.0	9.0
645980	0.0	1.0
100271390	1.0	2.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	298.0	468.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	1.0
81358	0.0	0.0
81353	2.0	0.0
106481884	0.0	0.0
100271399	1.0	3.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	2.0	0.0
81352	2.0	0.0
100271392	1.0	3.0
100271391	1.0	3.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	1.0	3.0
93323	258.0	392.0
8165	9825.0	3762.0
645996	9.0	60.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1158.0	2102.0
106481891	1.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	2.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	0.0	0.0
81340	1.0	0.0
81341	0.0	0.0
100271386	1.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	1.0
8178	902.0	1121.0
344892	3.0	0.0
643343	28.0	22.0
8170	157.0	8.0
106481855	0.0	0.0
401014	24.0	40.0
106481856	0.0	0.0
106481853	1.0	1.0
106481854	0.0	0.0
8174	28.0	11.0
106481859	0.0	1.0
8175	2264.0	3154.0
106481857	0.0	0.0
106481858	2.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	2.0	0.0
283446	134.0	15.0
106481860	0.0	0.0
81377	1.0	0.0
106481861	0.0	0.0
643338	187.0	71.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	1.0
8189	4724.0	4192.0
8187	281.0	1479.0
93343	1122.0	2023.0
93349	558.0	1807.0
643353	0.0	1.0
106481866	11.0	15.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	1.0
106481873	0.0	0.0
100271367	1.0	6.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	146.0	527.0
100271364	6.0	0.0
81363	0.0	0.0
344875	0.0	14.0
100271360	1.0	1.0
93377	1.0	0.0
106481839	0.0	0.0
643365	1.0	1.0
8192	1133.0	1986.0
106481833	0.0	0.0
8193	18.0	37.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	440.0	16.0
106481832	1.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1839.0	3275.0
106481836	185.0	40.0
106481840	0.0	1.0
106481841	0.0	0.0
100271358	7.0	5.0
81399	0.0	0.0
283422	1.0	6.0
344866	3.0	10.0
100271351	0.0	0.0
283420	29.0	4.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	7.0	4.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	2.0	1.0
106481843	1.0	1.0
106481848	0.0	0.0
106481849	6.0	1.0
106481846	0.0	0.0
100307126	2.0	22.0
106481847	0.0	0.0
100271349	3.0	3.0
283417	216.0	96.0
283416	20.0	32.0
106481851	2.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	10.0	4.0
106481850	2.0	8.0
81382	0.0	0.0
81383	1.0	0.0
100271343	15.0	6.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1693.0	1447.0
283487	185.0	172.0
283486	4.0	2.0
283483	1.0	0.0
283481	125.0	47.0
283480	2.0	2.0
106481828	0.0	0.0
106481829	1.0	0.0
728143	1.0	0.0
106481822	0.0	0.0
106481823	3.0	0.0
106481820	0.0	0.0
106481821	2.0	0.0
106481826	0.0	3.0
106481827	1.0	4.0
106481824	3.0	1.0
106481825	1.0	1.0
56547	0.0	0.0
106481830	0.0	0.0
56548	140.0	187.0
283471	10.0	2.0
731789	0.0	0.0
728170	1.0	2.0
283464	1402.0	1824.0
283463	17.0	169.0
283461	2.0	0.0
283460	0.0	2.0
106481808	0.0	0.0
728167	0.0	4.0
106481809	1.0	0.0
106481806	0.0	0.0
728169	0.0	1.0
106481807	0.0	0.0
728162	0.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	3.0
106481802	2.0	0.0
106481803	0.0	0.0
81501	3.0	60.0
81502	3637.0	12372.0
283459	1353.0	2203.0
283458	9.0	6.0
283455	262.0	246.0
645900	0.0	0.0
283450	5882.0	4664.0
780776	66.0	26.0
728113	403.0	94.0
126410	4815.0	1499.0
728116	45.0	2.0
728115	3.0	1.0
728118	37.0	20.0
81533	3745.0	4346.0
126402	0.0	0.0
81532	1488.0	1466.0
645930	1.0	1.0
731779	1.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	3.0	0.0
728134	1.0	0.0
474170	428.0	404.0
728130	102.0	72.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	2500.0	4813.0
81556	1903.0	2805.0
81557	1.0	1.0
81558	1361.0	803.0
645939	0.0	1.0
81551	13.0	3.0
101055625	3.0	4.0
81552	694.0	3991.0
81553	1720.0	410.0
344905	499.0	41.0
81554	2516.0	4120.0
474167	1.0	3.0
81550	1335.0	1447.0
344901	1.0	0.0
645931	0.0	1.0
645950	0.0	0.0
728121	18.0	11.0
81537	897.0	988.0
81539	25476.0	23784.0
728128	9.0	17.0
81544	1397.0	1350.0
81545	2439.0	3207.0
81542	1999.0	3308.0
81543	503.0	274.0
93517	1845.0	413.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	517.0	256.0
126432	345.0	269.0
163404	0.0	58.0
138474	1.0	0.0
391365	0.0	0.0
391367	0.0	0.0
728192	3.0	17.0
728194	2.0	1.0
728190	619.0	826.0
391378	5.0	2.0
138412	2.0	2.0
138428	10.0	6.0
138429	158.0	282.0
391356	389.0	841.0
391358	6.0	5.0
56521	1400.0	1262.0
391282	1.0	0.0
643263	0.0	0.0
643264	0.0	1.0
100271209	52.0	24.0
222537	1.0	0.0
163351	57.0	19.0
100271217	3.0	1.0
100271216	0.0	0.0
100271218	0.0	1.0
401164	99.0	22.0
100271206	0.0	0.0
100271207	1.0	0.0
100271201	0.0	0.0
100271204	4.0	0.0
391266	0.0	0.0
440799	2.0	0.0
391267	73.0	173.0
222553	95.0	66.0
391269	3.0	0.0
440795	0.0	0.0
401152	6594.0	6128.0
126393	4028.0	425.0
8200	45.0	10.0
8204	6143.0	3583.0
8202	4205.0	4061.0
391276	0.0	1.0
391279	0.0	0.0
401145	456.0	312.0
222545	0.0	0.0
126382	765.0	1630.0
222546	32.0	3.0
606293	1.0	69.0
401138	0.0	2.0
401137	1.0	0.0
151393	392.0	316.0
692231	0.0	0.0
440738	292.0	26.0
692233	6.0	5.0
440737	26.0	67.0
8216	2949.0	4403.0
8214	218.0	436.0
440732	1.0	3.0
440730	10.0	11.0
222584	372.0	325.0
151325	0.0	1.0
8208	293.0	1080.0
8209	4.0	5.0
8220	872.0	1703.0
8226	637.0	2666.0
692223	0.0	0.0
8227	2071.0	2680.0
8224	31.0	13.0
692225	20.0	20.0
8225	2172.0	3617.0
692226	0.0	0.0
100381178	3.0	4.0
692227	19.0	27.0
692229	0.0	2.0
100310839	0.0	0.0
100310838	0.0	1.0
8218	284.0	227.0
8233	701.0	1179.0
692210	4.0	1.0
8237	4238.0	3102.0
401190	140.0	18.0
692212	8.0	21.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1508.0	2435.0
8242	7480.0	8780.0
8243	5991.0	6996.0
692201	0.0	0.0
692202	5.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	11.0	5.0
692206	0.0	0.0
692207	1.0	4.0
692208	1.0	2.0
692209	0.0	0.0
8241	3174.0	4170.0
100310812	0.0	5.0
8239	10878.0	11679.0
151354	544.0	311.0
100271291	0.0	0.0
93432	964.0	14.0
100271290	0.0	2.0
645841	0.0	0.0
93436	1120.0	2471.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	2.0
106481785	0.0	0.0
106481786	2.0	0.0
106481783	5.0	0.0
283523	2.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	11.0	2.0
100271296	0.0	0.0
645834	1.0	0.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2018.0	3390.0
93426	37.0	1.0
8269	375.0	707.0
106481789	1.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	1.0
8263	338.0	893.0
8260	894.0	2524.0
283518	6.0	21.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	11.0	5.0
106481796	13.0	28.0
81442	0.0	0.0
106481797	1.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	2.0	3.0
645846	1.0	0.0
100271288	0.0	0.0
645843	2.0	1.0
81440	0.0	1.0
100271284	0.0	0.0
8277	3.0	1.0
645864	4.0	7.0
342374	0.0	2.0
440714	0.0	5.0
342372	12.0	7.0
342371	5249.0	2112.0
440712	65.0	17.0
106481756	0.0	0.0
8270	366.0	2869.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1161.0	2437.0
728215	106.0	497.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	39.0	13.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	38.0	44.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	3.0
81470	0.0	0.0
100271274	0.0	0.0
100310841	0.0	4.0
81472	2.0	4.0
81473	0.0	0.0
100310840	116.0	126.0
100271273	0.0	0.0
645859	0.0	1.0
8288	30.0	5.0
8289	8607.0	6635.0
8287	0.0	0.0
643210	3.0	1.0
106481767	0.0	0.0
728207	1.0	2.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	2.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	4.0	0.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	13.0	1.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	1.0	0.0
342357	484.0	301.0
100310850	4.0	0.0
100271261	0.0	0.0
643220	5.0	3.0
643224	151.0	169.0
645884	1.0	0.0
8291	1426.0	1557.0
401136	0.0	0.0
106481734	12.0	12.0
8292	156.0	153.0
401135	2.0	0.0
106481735	51.0	28.0
106481732	0.0	1.0
8290	5.0	1.0
106481733	0.0	0.0
8295	7016.0	5201.0
106481738	0.0	0.0
93474	243.0	288.0
106481739	0.0	0.0
8293	1.0	2.0
106481736	0.0	0.0
106481737	0.0	1.0
8294	263.0	1591.0
106481741	0.0	0.0
106481742	0.0	2.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	2.0	1.0
100271253	0.0	0.0
645879	0.0	0.0
81493	282.0	245.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	1115.0	1661.0
81491	97.0	62.0
342346	16.0	7.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	2.0	1.0
100873065	1.0	0.0
106481745	0.0	0.0
401124	9.0	10.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	18.0	10.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	1.0	0.0
106481752	1.0	0.0
100271245	0.0	2.0
106481753	4.0	5.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	2.0	2.0
401115	17.0	114.0
81488	1760.0	1627.0
283554	109.0	708.0
283553	79.0	6.0
100271244	0.0	0.0
643226	1.0	0.0
283551	45.0	140.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	88.0	40.0
93492	8.0	6.0
106481712	0.0	0.0
106481713	0.0	2.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	1.0	0.0
401109	135.0	27.0
100271235	0.0	0.0
283547	71.0	50.0
401106	21.0	109.0
100271234	0.0	0.0
106481720	1.0	1.0
100271230	0.0	0.0
643236	2.0	1.0
100271233	0.0	0.0
100271232	1.0	3.0
643253	214.0	255.0
93487	3355.0	6588.0
106481729	7.0	3.0
643255	12.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	1.0	3.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1077.0	1861.0
100271229	1.0	0.0
100271224	1.0	1.0
106481730	0.0	0.0
100271223	0.0	4.0
106481731	2.0	0.0
100271226	0.0	1.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	0.0	4.0
100271221	1.0	0.0
138716	858.0	1333.0
780852	0.0	1.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	30.0	5.0
780851	0.0	0.0
100126356	0.0	0.0
285796	7.0	0.0
81607	2600.0	8287.0
81608	1787.0	2488.0
81609	2923.0	6015.0
81603	4299.0	9264.0
81605	2080.0	4353.0
81606	6759.0	4045.0
81610	23.0	1019.0
56654	2751.0	3418.0
56655	865.0	1793.0
81611	1912.0	3839.0
56650	3229.0	3322.0
29028	1429.0	4006.0
283129	8.0	22.0
56651	1.0	6.0
56652	877.0	1054.0
100126354	0.0	0.0
100126355	3.0	0.0
56658	816.0	1155.0
283120	1267.0	2480.0
56659	44.0	115.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	1.0
100126345	0.0	0.0
728262	14.0	1.0
138724	5.0	2.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	2465.0	147.0
100126348	0.0	0.0
728263	10.0	15.0
106481701	0.0	0.0
106481702	1.0	0.0
56660	18.0	13.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2982.0	4734.0
100190924	0.0	0.0
56666	124.0	24.0
30012	0.0	0.0
29034	0.0	0.0
56667	2.0	14.0
106865375	3.0	0.0
81602	663.0	451.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	0.0
30011	2268.0	2124.0
283116	0.0	0.0
56663	2.0	3.0
30010	16.0	29.0
56664	2.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1820.0	1364.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1375.0	960.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	73.0	9.0
100381202	1.0	1.0
56670	100.0	131.0
81626	4.0	0.0
81627	1530.0	2873.0
81628	2793.0	2585.0
56676	2.0	2.0
30001	1765.0	6219.0
54012	0.0	0.0
56677	0.0	0.0
246175	4856.0	2680.0
56672	495.0	1021.0
246176	127.0	44.0
56673	5.0	52.0
54016	0.0	0.0
283106	9.0	13.0
30000	5147.0	4978.0
56674	2140.0	6349.0
54015	0.0	0.0
81631	4784.0	4714.0
56675	447.0	161.0
54014	7748.0	7378.0
283104	213.0	177.0
100126330	0.0	0.0
30009	37.0	22.0
283102	6.0	7.0
100126331	2.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	1.0	0.0
30008	2601.0	4645.0
100128991	0.0	0.0
100128990	0.0	1.0
66002	221.0	59.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	192.0	100.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	1.0	2.0
66004	1305.0	182.0
100126325	0.0	0.0
66005	2802.0	4569.0
100126326	3.0	0.0
81618	3288.0	2108.0
81619	7274.0	7317.0
56681	6425.0	9932.0
66008	5619.0	3544.0
29018	0.0	0.0
81614	1307.0	1841.0
54020	787.0	3332.0
81615	137.0	135.0
81616	35.0	9.0
81617	4191.0	1800.0
767846	42.0	9.0
81621	177.0	1199.0
81622	825.0	2666.0
246184	271.0	348.0
767851	2.0	0.0
81623	0.0	0.0
54022	2.0	0.0
81624	54.0	393.0
767853	1.0	0.0
54021	6.0	49.0
56683	693.0	1893.0
54028	50.0	12.0
54027	0.0	0.0
29015	1494.0	1671.0
54026	0.0	0.0
767850	0.0	0.0
81620	122.0	567.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	1.0
246181	31.0	115.0
246182	4.0	1.0
100126316	0.0	0.0
728233	362.0	215.0
283171	1.0	4.0
100126317	17.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	3.0	1.0
100126313	1.0	0.0
285753	499.0	639.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	1.0	113.0
114785	3841.0	5691.0
285755	250.0	271.0
114786	17.0	3.0
114787	50.0	334.0
114788	4.0	2.0
285758	14.0	21.0
114789	885.0	660.0
54031	7.0	13.0
728239	2.0	3.0
54035	0.0	0.0
54034	0.0	0.0
114790	1120.0	1011.0
54033	74.0	229.0
54032	1.0	2.0
114791	1087.0	952.0
54039	179.0	49.0
114792	45.0	25.0
126767	5.0	0.0
114793	3379.0	1985.0
54038	0.0	2.0
100190954	2.0	0.0
114794	15.0	15.0
114795	102.0	64.0
54036	0.0	0.0
93627	2260.0	2818.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	12318.0	20507.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	459.0	1204.0
100126308	1.0	0.0
100126301	0.0	0.0
93624	2618.0	3136.0
100126302	0.0	0.0
100128963	2.0	1.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	20.0	16.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	4.0	5.0
54045	0.0	0.0
645809	0.0	0.0
54044	1.0	2.0
645808	0.0	0.0
114780	216.0	80.0
54043	0.0	0.0
645807	0.0	0.0
114781	1503.0	1590.0
126755	43.0	4.0
54049	2.0	3.0
114783	298.0	424.0
54048	2.0	1.0
114784	27.0	229.0
283159	0.0	0.0
54047	0.0	1.0
100128961	1.0	4.0
645805	47.0	42.0
283152	45.0	140.0
66035	890.0	899.0
283150	4.0	0.0
728255	0.0	0.0
93654	2.0	0.0
66036	1250.0	686.0
93653	103.0	72.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	1.0	0.0
93650	7.0	1.0
81669	7178.0	3752.0
54053	1.0	2.0
54052	0.0	0.0
114769	138.0	249.0
54051	0.0	0.0
54050	0.0	0.0
54055	241.0	624.0
100190938	327.0	68.0
54054	10.0	8.0
114770	143.0	223.0
114771	0.0	0.0
54059	246.0	247.0
283149	4855.0	2726.0
54058	301.0	675.0
93649	241.0	76.0
645811	80.0	182.0
81671	4056.0	16430.0
100271199	1.0	2.0
100190939	1442.0	319.0
283143	108.0	91.0
100271196	0.0	0.0
93643	1779.0	1929.0
100128946	1.0	1.0
285780	9.0	1.0
285782	2.0	7.0
100271180	0.0	2.0
285785	78.0	155.0
100190952	0.0	2.0
54064	14.0	181.0
728248	0.0	0.0
114757	1807.0	1125.0
114758	0.0	0.0
54067	60.0	19.0
100190947	0.0	1.0
100190949	1.0	0.0
54065	3.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	959.0	1438.0
54069	381.0	1332.0
283131	47681.0	42739.0
283130	715.0	643.0
692157	5.0	4.0
692158	0.0	0.0
138799	0.0	0.0
440498	738.0	1178.0
124152	514.0	682.0
199704	724.0	390.0
124149	1.0	1.0
163747	13.0	2.0
692146	1.0	0.0
692147	7.0	10.0
692148	2.0	13.0
692149	1.0	0.0
163742	0.0	0.0
199713	1.0	13.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	879.0	1842.0
378008	0.0	0.0
378009	0.0	0.0
29089	52.0	1980.0
29088	1111.0	3697.0
29087	1638.0	2025.0
378010	0.0	0.0
148137	751.0	946.0
126789	242.0	727.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	177.0	299.0
29081	921.0	1897.0
29080	921.0	1831.0
283189	0.0	0.0
29086	1463.0	2116.0
29085	1589.0	4223.0
29083	485.0	445.0
100381270	1261.0	458.0
200810	22.0	137.0
114796	749.0	538.0
148156	1477.0	1052.0
114798	2.0	0.0
114799	1428.0	1457.0
29099	1461.0	2765.0
29098	441.0	936.0
378001	0.0	0.0
29093	675.0	2518.0
29092	967.0	942.0
29091	233.0	50.0
29090	925.0	1155.0
56603	702.0	131.0
29097	1480.0	5115.0
56604	0.0	0.0
56605	1243.0	1267.0
29095	606.0	3790.0
151790	11.0	10.0
283174	649.0	166.0
56606	584.0	214.0
29094	1112.0	1146.0
692199	0.0	0.0
391002	0.0	0.0
440459	7.0	4.0
391004	0.0	0.0
780816	0.0	1.0
124199	4.0	4.0
391003	0.0	0.0
30062	0.0	1.0
440456	1048.0	512.0
780814	19.0	20.0
30061	14671.0	18120.0
780815	0.0	0.0
780812	0.0	0.0
780813	3.0	2.0
440452	0.0	0.0
