id	c3ed7c7a-b80a-4de2-8dfb-b60bcf336375	1324ee08-213e-44c7-b28a-849d091ce308
6289	369.0	29.0
6288	6745.0	119.0
6281	7280.0	10183.0
6280	2243.0	496.0
6283	18.0	2.0
6282	12945.0	26190.0
123920	2425.0	5741.0
100421451	0.0	0.0
6296	831.0	128.0
6295	7.0	5.0
6297	3078.0	2737.0
6299	120.0	224.0
101928420	0.0	0.0
6290	0.0	0.0
6291	38.0	2.0
6294	5757.0	4539.0
6293	3732.0	6167.0
100421478	0.0	0.0
100421479	1.0	3.0
280664	2.0	0.0
54505	2924.0	4210.0
280660	0.0	0.0
54504	1541.0	1011.0
280661	6.0	9.0
54503	1664.0	2466.0
54502	6824.0	11715.0
54509	60.0	43.0
123904	0.0	1.0
54508	85.0	80.0
100421473	0.0	0.0
54507	644.0	329.0
100421487	0.0	0.0
133308	396.0	360.0
147945	2.0	0.0
123970	0.0	0.0
100421480	1.0	0.0
147947	620.0	367.0
147948	192.0	85.0
147949	194.0	218.0
100421484	0.0	0.0
100421485	9.0	0.0
100421498	1.0	0.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	11.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	8.0	0.0
147965	960.0	1417.0
147968	75.0	39.0
107126289	2.0	0.0
107126287	0.0	0.0
101060039	2.0	12.0
121360	0.0	0.0
101060032	16.0	11.0
135924	2.0	0.0
135927	1.0	1.0
121355	10.0	12.0
147906	197.0	823.0
135932	811.0	50.0
101060045	0.0	3.0
135935	0.0	0.0
101060040	6.0	0.0
147912	630.0	372.0
135942	0.0	0.0
135941	0.0	0.0
121340	1.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	12.0	3.0
147923	614.0	827.0
147920	8.0	501.0
147929	162.0	175.0
104326192	0.0	2.0
104326193	0.0	0.0
375444	204.0	217.0
104326189	5.0	0.0
101060020	1.0	1.0
375449	2488.0	2072.0
104326188	0.0	17.0
121328	1.0	1.0
91653	3887.0	723.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	257.0	11.0
27085	389.0	857.0
27086	6127.0	6108.0
389756	3.0	0.0
147429	15.0	1.0
27089	4439.0	7602.0
91646	349.0	33.0
91647	962.0	1616.0
642968	0.0	0.0
135458	5.0	14.0
390766	0.0	0.0
27098	356.0	290.0
27099	2.0	6.0
27097	2102.0	2548.0
389741	111.0	87.0
27090	667.0	448.0
27091	0.0	2.0
27094	130.0	127.0
27095	4151.0	5199.0
27092	1779.0	5434.0
642976	38.0	2.0
400629	14.0	10.0
27093	2.0	0.0
160428	428.0	2223.0
375133	130.0	89.0
387122	0.0	0.0
390730	1.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	213.0	257.0
27063	21.0	16.0
387117	0.0	0.0
27069	11082.0	13874.0
400612	3.0	0.0
27067	3533.0	13601.0
27068	3568.0	4554.0
221908	513.0	525.0
341799	0.0	0.0
400619	143.0	520.0
642987	59.0	13.0
400618	1037.0	37.0
400617	152.0	25.0
64065	22037.0	16539.0
91662	24.0	42.0
91663	11834.0	24227.0
64064	14.0	6.0
64067	385.0	275.0
64066	16.0	31.0
91661	623.0	1295.0
91664	790.0	1226.0
147463	770.0	107.0
387111	2.0	1.0
27076	2861.0	1097.0
390748	10.0	10.0
27077	584.0	873.0
400604	71.0	29.0
27074	266.0	264.0
27075	11161.0	30147.0
389766	10.0	8.0
387103	266.0	465.0
387104	5.0	8.0
27079	845.0	695.0
389763	0.0	0.0
341784	4.0	0.0
642996	0.0	1.0
27072	3338.0	5357.0
160419	0.0	2.0
64061	3519.0	2522.0
400609	0.0	0.0
160418	1475.0	4336.0
64063	862.0	1124.0
27071	401.0	163.0
64062	2818.0	2384.0
91695	373.0	136.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	966.0	572.0
100313770	0.0	0.0
64077	1383.0	1520.0
91694	749.0	321.0
100313771	0.0	0.0
390790	6.0	0.0
221927	2527.0	3513.0
390792	2.0	2.0
400680	19.0	30.0
27043	3858.0	4970.0
27044	13561.0	13379.0
27042	2334.0	2938.0
389799	10.0	0.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	510.0	1362.0
100313777	0.0	0.0
27040	9.0	4.0
100313774	0.0	0.0
64073	228.0	1030.0
64087	9759.0	17953.0
221914	44.0	46.0
64089	677.0	1573.0
100313781	0.0	0.0
91683	2268.0	2442.0
91689	1648.0	1620.0
100313780	0.0	0.0
245908	0.0	0.0
91687	327.0	783.0
245909	0.0	0.0
400673	325.0	275.0
389792	336.0	594.0
389791	4.0	5.0
387129	0.0	0.0
400668	0.0	0.0
389787	38.0	6.0
64081	598.0	923.0
64080	314.0	516.0
64083	7512.0	10378.0
64084	5626.0	15009.0
64098	229.0	292.0
64097	557.0	554.0
400660	51.0	2.0
8909	38.0	12.0
27022	18.0	53.0
8907	2464.0	3227.0
341757	0.0	0.0
400658	23.0	25.0
8908	3629.0	858.0
147407	5.0	0.0
27020	7907.0	9198.0
400657	742.0	440.0
27023	0.0	2.0
400654	0.0	0.0
64090	9.0	13.0
64092	176.0	319.0
64091	342.0	158.0
8900	52.0	23.0
64094	7058.0	2715.0
8905	829.0	1556.0
147409	2.0	17.0
64093	610.0	13.0
8906	1518.0	1868.0
64096	1.0	0.0
8904	3380.0	5287.0
221935	1276.0	1168.0
221937	3103.0	3843.0
221938	0.0	0.0
400652	7.0	6.0
400650	5.0	5.0
27039	18.0	8.0
27032	6757.0	10505.0
27033	32.0	18.0
27030	1151.0	879.0
27031	413.0	190.0
27036	24.0	60.0
400645	0.0	0.0
27037	1415.0	842.0
400644	18.0	10.0
27034	2156.0	1698.0
400643	6.0	6.0
27035	35.0	40.0
8912	288.0	804.0
100313769	1.0	0.0
8913	123.0	238.0
8910	3767.0	2336.0
8911	35.0	16.0
8916	1899.0	2803.0
8914	2044.0	3861.0
8915	1132.0	1179.0
245935	0.0	0.0
245936	0.0	0.0
245937	1.0	1.0
245938	0.0	0.0
8930	2410.0	3567.0
245939	0.0	0.0
221960	704.0	1022.0
245930	0.0	0.0
245931	0.0	2.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	3952.0	3211.0
8927	187.0	125.0
8928	5.0	17.0
8925	4516.0	2975.0
8926	6.0	12.0
221955	1228.0	1481.0
8941	17.0	58.0
8942	720.0	4133.0
375189	36.0	74.0
8940	31.0	22.0
245940	0.0	0.0
206338	157.0	8.0
375190	393.0	351.0
196446	42.0	51.0
8934	3379.0	5342.0
8935	2187.0	2216.0
196441	1308.0	1371.0
8932	4234.0	3850.0
8933	2928.0	4304.0
8938	1765.0	2917.0
8939	4117.0	4471.0
8936	384.0	264.0
326105	1.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	332.0	218.0
245910	0.0	0.0
206358	608.0	2568.0
245911	2.0	0.0
245912	0.0	0.0
196415	0.0	1.0
642909	3.0	1.0
642907	0.0	0.0
8945	2405.0	2902.0
54659	0.0	0.0
54658	0.0	0.0
8943	7602.0	8523.0
54657	0.0	0.0
8944	0.0	0.0
196410	21.0	6.0
245927	0.0	0.0
245928	0.0	0.0
6300	555.0	1380.0
245929	0.0	0.0
6302	3324.0	6048.0
6301	9970.0	11064.0
160492	0.0	0.0
54662	3327.0	2925.0
54661	12.0	3.0
54660	27.0	19.0
54665	1759.0	1735.0
54664	4190.0	11449.0
54663	1664.0	1099.0
8970	69.0	269.0
8971	6219.0	5759.0
101928363	9.0	3.0
8974	2168.0	7235.0
6311	2391.0	3307.0
8975	1722.0	1706.0
6310	2300.0	5010.0
91612	3465.0	3097.0
100421601	0.0	0.0
8972	45.0	62.0
8973	0.0	14.0
245972	81.0	170.0
245973	200.0	319.0
54677	1373.0	796.0
54676	1909.0	2352.0
54675	2554.0	3783.0
147468	0.0	0.0
54674	169.0	200.0
6304	1644.0	660.0
6303	5057.0	6230.0
8968	3.0	4.0
6305	3581.0	3570.0
91603	1345.0	994.0
91608	211.0	198.0
6307	3186.0	6194.0
642924	11.0	8.0
8969	245.0	729.0
6309	2726.0	3020.0
91607	949.0	1688.0
6320	483.0	2783.0
6322	298.0	66.0
8985	2372.0	4222.0
8986	1658.0	2392.0
64002	0.0	0.0
101928378	62.0	34.0
6324	584.0	557.0
64005	292.0	401.0
6323	7.0	5.0
101928376	7.0	26.0
54680	2009.0	1781.0
642938	142.0	27.0
54682	2793.0	1362.0
54681	2554.0	5193.0
196403	1484.0	1099.0
6315	0.0	0.0
6314	1476.0	2125.0
6317	25.0	4.0
8976	3951.0	5209.0
6319	53786.0	172246.0
6318	8.0	1.0
642935	13.0	7.0
8992	10540.0	21692.0
8993	0.0	1.0
6331	218.0	24.0
8991	10739.0	14304.0
6330	2617.0	522.0
100421621	4.0	10.0
8996	2146.0	4163.0
101928388	0.0	2.0
6332	442.0	54.0
8997	1110.0	891.0
8994	1607.0	1449.0
6335	88.0	40.0
8995	9.0	9.0
6334	538.0	634.0
147495	7052.0	4029.0
100421629	0.0	0.0
8989	3.0	4314.0
6326	289.0	89.0
8987	258.0	221.0
6328	182.0	74.0
91624	1232.0	560.0
6327	549.0	122.0
8988	2.0	0.0
6329	217.0	38.0
642946	115.0	103.0
6340	979.0	683.0
6342	8702.0	10129.0
6341	1796.0	1731.0
6344	5.0	3.0
100421633	0.0	0.0
6343	1.0	92.0
100421634	2.0	0.0
6346	0.0	0.0
6345	146.0	29.0
100421638	0.0	0.0
642958	3.0	2.0
642959	3.0	0.0
6337	7073.0	11152.0
642952	0.0	0.0
6336	0.0	0.0
6339	91.0	60.0
91614	29.0	178.0
8999	42.0	4.0
6338	3289.0	3345.0
642954	27.0	43.0
6351	104.0	139.0
6352	1481.0	1419.0
6355	126.0	37.0
6354	1.0	6.0
6357	203.0	18.0
6356	16.0	53.0
100421528	1.0	3.0
6348	66.0	120.0
6347	1008.0	384.0
196394	347.0	518.0
6362	111.0	44.0
6361	28.0	41.0
6364	19.0	7.0
6363	702.0	920.0
100421533	20.0	18.0
6366	1801.0	133.0
100421535	0.0	0.0
6368	12.0	2.0
6367	335.0	243.0
101928337	2.0	0.0
6360	5.0	0.0
255349	69.0	0.0
6359	4.0	0.0
6358	695.0	51.0
6373	38.0	318.0
101928340	11.0	13.0
6372	14.0	0.0
100421542	0.0	0.0
6375	76.0	22.0
6374	68.0	10.0
100421545	4.0	14.0
6376	21524.0	1568.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	2.0	11.0
255313	0.0	0.0
196374	13.0	1.0
6369	4.0	0.0
6383	3290.0	7083.0
6386	7738.0	15443.0
6385	37394.0	40823.0
6388	2765.0	4129.0
6387	24177.0	7625.0
6389	8953.0	7690.0
255330	0.0	0.0
6382	22271.0	80519.0
102724246	7.0	4.0
255324	0.0	10.0
196385	99.0	148.0
196383	2314.0	1837.0
100421550	0.0	1.0
6397	5307.0	3809.0
100421565	0.0	0.0
6396	4553.0	6154.0
100421566	0.0	0.0
6399	894.0	810.0
6398	1024.0	1545.0
6391	6308.0	11880.0
6390	4032.0	5281.0
6392	3499.0	3245.0
282997	103.0	123.0
282996	277.0	96.0
100134229	949.0	1484.0
282991	1725.0	2935.0
100421560	0.0	0.0
100421577	20.0	37.0
100421579	6.0	7.0
255394	546.0	599.0
102724224	29.0	87.0
54600	0.0	0.0
54602	2181.0	3252.0
282980	0.0	0.0
54606	3674.0	4942.0
100421572	0.0	0.0
100421588	2.0	6.0
100421589	53.0	19.0
282974	663.0	716.0
282973	101.0	14.0
54619	405.0	439.0
100421581	0.0	0.0
196335	0.0	2.0
100421582	4.0	14.0
54617	2789.0	2153.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	75.0	71.0
282969	228.0	150.0
102724201	8.0	1.0
282966	0.0	0.0
54622	1761.0	1956.0
100134259	65.0	39.0
54621	2578.0	4219.0
54620	1100.0	1111.0
54626	235.0	731.0
54625	2737.0	5881.0
54623	5155.0	5636.0
54629	1167.0	1334.0
54627	324.0	251.0
27005	1432.0	1441.0
27006	7.0	5.0
27000	1750.0	1223.0
27004	11.0	15.0
27018	4030.0	4859.0
27019	28.0	43.0
400591	0.0	1.0
27010	253.0	219.0
27012	0.0	0.0
27013	4965.0	10113.0
400581	0.0	0.0
400578	10.0	1.0
400569	796.0	619.0
400566	248.0	236.0
389715	0.0	0.0
100313829	0.0	0.0
390729	2.0	1.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	13.0	45.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1034.0	727.0
390872	0.0	0.0
390874	2.0	1.0
654835	0.0	0.0
400759	188.0	44.0
400757	0.0	2.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	3.0
400752	141.0	48.0
137994	100.0	132.0
642843	8.0	7.0
91768	2485.0	2132.0
64151	266.0	842.0
64150	142.0	11.0
64168	238.0	44.0
64167	1939.0	2190.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1976.0	1870.0
400746	361.0	17.0
400745	22.0	28.0
389866	3.0	7.0
150962	337.0	446.0
64175	1495.0	7066.0
162968	180.0	200.0
64174	59.0	52.0
162966	617.0	689.0
162967	1546.0	2014.0
162962	641.0	591.0
162963	305.0	348.0
125981	10.0	6.0
149992	0.0	0.0
390856	0.0	0.0
390858	0.0	14.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	407.0	289.0
149986	4180.0	6058.0
147323	3.0	4.0
326293	2.0	3.0
100313839	0.0	0.0
389898	3.0	1.0
100313837	0.0	0.0
326295	0.0	0.0
27189	5.0	1.0
100313838	0.0	0.0
326294	0.0	0.0
125972	4.0	6.0
642864	2.0	2.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	225.0	180.0
27183	4227.0	5131.0
64170	263.0	201.0
642869	0.0	4.0
27180	22.0	100.0
27181	115.0	230.0
64172	638.0	735.0
100313830	0.0	0.0
375248	192.0	153.0
91782	2962.0	3191.0
27197	5.0	19.0
147339	1303.0	1633.0
27198	3850.0	4964.0
27195	0.0	0.0
125965	31.0	8.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	308.0	11.0
400720	385.0	641.0
149998	5.0	0.0
389884	1.0	1.0
326286	0.0	0.0
27190	307.0	18.0
64180	1.0	0.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	2.0	7.0
64184	10.0	44.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	27.0	1.0
387264	2.0	1.0
387263	1186.0	1537.0
206412	45.0	11.0
27164	0.0	8.0
27165	33.0	58.0
27163	2201.0	2472.0
400799	0.0	12.0
400798	27.0	29.0
27166	2901.0	3606.0
400797	0.0	0.0
326272	0.0	0.0
326275	0.0	0.0
326277	0.0	0.0
326279	0.0	3.0
27160	5.0	0.0
27161	2465.0	4434.0
326278	3.0	5.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	4.0	1.0
387254	0.0	0.0
400793	2810.0	3572.0
150928	65.0	69.0
27175	1390.0	898.0
149934	0.0	0.0
27173	11744.0	24368.0
150921	16.0	5.0
27179	10.0	2.0
27177	0.0	1.0
27178	1.0	0.0
341883	11.0	3.0
341880	5.0	18.0
27170	0.0	0.0
326269	0.0	1.0
137964	6471.0	10595.0
390892	0.0	0.0
375298	197.0	234.0
149951	4445.0	7911.0
27148	1156.0	1566.0
390895	0.0	0.0
206426	1.0	0.0
27143	937.0	601.0
27141	44.0	16.0
27146	104.0	404.0
106029310	0.0	0.0
27147	508.0	294.0
27145	403.0	248.0
123355	786.0	838.0
137970	3.0	0.0
375287	942.0	1077.0
387276	0.0	0.0
27159	3.0	2.0
387273	2.0	1.0
150947	0.0	0.0
150946	196.0	621.0
27153	1523.0	1470.0
27154	3650.0	4574.0
400769	1.0	0.0
27151	1857.0	379.0
27152	801.0	782.0
123346	0.0	3.0
27158	538.0	768.0
400765	0.0	0.0
100293516	724.0	894.0
387266	0.0	0.0
27156	20.0	10.0
149954	0.0	3.0
387267	0.0	1.0
375295	227.0	640.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	4.0	2.0
160365	6.0	22.0
160364	40.0	65.0
102724316	721.0	811.0
54754	0.0	2.0
54753	1614.0	1276.0
54752	10.0	8.0
54751	4015.0	5595.0
54758	1816.0	1798.0
54757	927.0	723.0
54756	4536.0	1219.0
101928290	75.0	80.0
6401	41.0	115.0
6400	8474.0	13523.0
102724307	2.0	9.0
54760	149.0	161.0
54765	7609.0	9672.0
54764	1721.0	1321.0
54763	852.0	6.0
54762	810.0	688.0
54769	194.0	153.0
54768	41.0	7.0
54766	0.0	2.0
159371	240.0	262.0
100421700	0.0	0.0
100421701	2.0	1.0
100421702	3.0	0.0
100421704	4.0	10.0
100421705	1.0	0.0
100421706	0.0	0.0
100421707	0.0	0.0
100421708	3.0	2.0
100421709	0.0	0.0
54776	2494.0	1644.0
91703	87.0	6.0
6403	895.0	133.0
6402	308.0	514.0
6405	2956.0	4224.0
54778	1814.0	1913.0
6404	898.0	1207.0
54777	39.0	5.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	228.0	5.0
6421	13090.0	19275.0
100421710	0.0	1.0
64101	86.0	113.0
6423	10189.0	61885.0
6422	96963.0	1783.0
64106	24.0	17.0
64105	121.0	284.0
64108	630.0	879.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	0.0	1.0
54780	1606.0	1315.0
54785	565.0	523.0
54784	991.0	789.0
6414	20467.0	11558.0
6416	1809.0	661.0
54788	4755.0	7149.0
6415	8535.0	8344.0
6418	22548.0	26505.0
6419	2061.0	828.0
6430	18918.0	10196.0
64111	0.0	0.0
162989	1694.0	1359.0
64110	3428.0	2748.0
6432	6135.0	7834.0
6431	15080.0	19246.0
64112	3222.0	2888.0
64115	4222.0	953.0
6434	8009.0	8801.0
101928243	86.0	48.0
6433	3248.0	3437.0
64114	15424.0	19268.0
101928244	2.0	1.0
100421724	7.0	9.0
64116	3530.0	1999.0
64118	3690.0	3160.0
101928248	5.0	4.0
100421728	0.0	0.0
54790	1362.0	1659.0
100421729	0.0	0.0
104548973	1.0	0.0
104548972	0.0	0.0
54793	2347.0	1987.0
400713	1051.0	1764.0
104548971	30.0	51.0
104548970	0.0	0.0
54798	97.0	54.0
255411	0.0	0.0
54797	561.0	546.0
54796	412.0	2068.0
54795	2894.0	4787.0
6425	10.0	0.0
6424	4313.0	3395.0
150992	0.0	0.0
6427	6326.0	7985.0
54799	1678.0	1351.0
6426	7026.0	10762.0
6429	4580.0	3358.0
6428	14959.0	19206.0
162979	212.0	298.0
6441	82.0	67.0
64122	1186.0	1920.0
64121	1762.0	2943.0
6440	11.0	0.0
100421731	1.0	1.0
6443	2397.0	1489.0
101928256	0.0	0.0
6442	32.0	9.0
64123	2102.0	1471.0
100421733	0.0	0.0
6445	87.0	12.0
100421734	0.0	0.0
6444	1136.0	2912.0
160313	3.0	5.0
100421736	0.0	0.0
64127	261.0	301.0
162972	619.0	582.0
64129	6145.0	553.0
255426	170.0	8.0
642818	0.0	1.0
642819	267.0	247.0
400709	9.0	4.0
6439	417.0	3.0
642812	1.0	1.0
64131	1393.0	2552.0
654817	35.0	34.0
6450	957.0	999.0
91750	899.0	885.0
64130	211.0	279.0
654816	26.0	28.0
6452	2978.0	1627.0
100421741	0.0	0.0
64132	2984.0	3590.0
6451	11787.0	21611.0
64135	1636.0	1815.0
91754	6281.0	6981.0
6453	2796.0	2504.0
6456	20.0	2.0
91752	6.0	22.0
64137	4.0	3.0
6455	3929.0	6666.0
147372	205.0	25.0
6447	473.0	369.0
6446	11627.0	2659.0
91748	2993.0	2811.0
6449	4549.0	4323.0
135398	1283.0	1122.0
91746	6195.0	4965.0
6448	2630.0	3304.0
91749	222.0	237.0
6461	675.0	976.0
6462	10.0	18.0
6465	0.0	1.0
100421754	0.0	0.0
64146	129.0	265.0
64145	2196.0	1702.0
6464	6661.0	11949.0
162998	1.0	3.0
100421756	0.0	1.0
101928276	0.0	0.0
64147	402.0	308.0
160335	876.0	853.0
6466	3.0	2.0
162993	369.0	197.0
64149	879.0	933.0
147381	8.0	43.0
255403	512.0	628.0
6458	11.0	11.0
6457	16.0	9.0
91734	0.0	0.0
6459	3.0	4.0
6472	5271.0	9920.0
6471	1.0	0.0
6474	251.0	466.0
6473	18.0	1.0
6476	0.0	0.0
6478	3660.0	5160.0
6477	776.0	1412.0
101928200	14.0	5.0
100421648	0.0	0.0
6470	5046.0	4223.0
6469	1.0	1.0
6468	4942.0	3882.0
6483	1336.0	2557.0
6482	5514.0	10773.0
100421652	0.0	0.0
6484	1742.0	2457.0
6487	929.0	731.0
196294	523.0	678.0
6489	687.0	175.0
497661	749.0	623.0
100421657	5.0	0.0
6480	2958.0	2652.0
102724386	4.0	16.0
6494	1936.0	2183.0
6493	402.0	301.0
6496	26.0	35.0
6495	1549.0	2914.0
6498	1672.0	4701.0
101928223	5.0	0.0
6497	6160.0	4787.0
6499	2559.0	3431.0
6490	791.0	444.0
6492	5.0	5.0
6491	369.0	777.0
101928232	0.0	0.0
100124700	116.0	126.0
102724368	13.0	16.0
196264	900.0	885.0
54700	3332.0	3497.0
54707	1472.0	1334.0
497634	0.0	0.0
54704	2724.0	5528.0
54708	3220.0	3648.0
160287	14.0	10.0
54714	1.0	5.0
54718	128.0	83.0
100421681	0.0	0.0
54716	45.0	14.0
54715	2.0	4.0
100421695	1.0	3.0
100421697	0.0	0.0
100421698	1.0	1.0
100421699	2.0	3.0
102724349	43.0	30.0
102724341	3.0	0.0
159296	3.0	0.0
54729	0.0	0.0
54726	2320.0	1841.0
100421694	0.0	0.0
255480	175.0	283.0
54732	9960.0	18194.0
54734	5.0	6.0
54733	952.0	1047.0
54739	313.0	289.0
54738	3.0	0.0
54737	4046.0	2041.0
160298	12.0	6.0
102724321	0.0	0.0
255488	3876.0	2230.0
54742	309.0	35.0
54741	9428.0	9304.0
54749	853.0	716.0
137902	17.0	85.0
27128	369.0	500.0
27129	490.0	71.0
29789	7133.0	11600.0
27127	74.0	114.0
27120	21.0	16.0
27121	12.0	1.0
29781	2696.0	3936.0
29780	1103.0	1054.0
27124	2001.0	4467.0
27125	7109.0	13528.0
27122	10760.0	5271.0
29785	224.0	81.0
27123	217.0	109.0
125919	349.0	390.0
29799	170.0	188.0
390800	0.0	0.0
27131	6476.0	8295.0
654790	136.0	19.0
27132	342.0	399.0
27130	491.0	388.0
29798	241.0	339.0
27136	0.0	0.0
29797	0.0	0.0
27133	8.0	3.0
29796	3671.0	6201.0
27134	2616.0	3711.0
27106	2787.0	1287.0
27107	1317.0	1810.0
29768	17.0	7.0
29767	996.0	535.0
29766	2768.0	3640.0
27109	1504.0	1424.0
29761	2720.0	2870.0
29760	875.0	2139.0
389813	193.0	382.0
389812	1.0	0.0
27102	13480.0	19613.0
29765	0.0	0.0
29763	3411.0	3101.0
27101	3327.0	6423.0
389816	223.0	128.0
27115	341.0	173.0
29778	0.0	0.0
29777	2299.0	2633.0
27113	441.0	327.0
29775	1679.0	1509.0
27111	315.0	510.0
29774	61.0	20.0
27112	182.0	335.0
390831	0.0	0.0
390834	2.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1129.0	1309.0
125958	0.0	0.0
377841	232.0	167.0
390843	0.0	0.0
390844	0.0	1.0
389827	0.0	0.0
652170	2.0	0.0
389860	1.0	1.0
390811	0.0	0.0
389857	0.0	0.0
390816	4.0	3.0
389856	517.0	382.0
125931	1.0	0.0
389852	0.0	1.0
100313914	0.0	0.0
389844	0.0	0.0
389840	34.0	4.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	13.0	25.0
91893	158.0	156.0
91894	13.0	15.0
147670	8.0	18.0
147664	0.0	2.0
642721	0.0	2.0
64285	2216.0	2860.0
64284	2558.0	3041.0
64288	1244.0	2103.0
147685	67.0	17.0
121026	0.0	0.0
123688	362.0	265.0
341568	0.0	10.0
341567	5.0	2.0
642737	0.0	4.0
64283	2929.0	2004.0
64282	1314.0	1718.0
389541	3036.0	3989.0
147694	973.0	1262.0
389537	118.0	203.0
147686	284.0	287.0
147687	222.0	222.0
121014	0.0	0.0
642741	52.0	12.0
159686	38.0	20.0
642746	0.0	2.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	1.0
390503	0.0	0.0
121006	11.0	12.0
389524	518.0	405.0
147699	114.0	24.0
133060	0.0	0.0
100313962	0.0	1.0
135644	0.0	0.0
27285	59.0	6.0
27286	504.0	2562.0
27283	0.0	0.0
27284	17.0	6.0
389558	182.0	114.0
27289	671.0	1206.0
27287	83.0	35.0
27288	0.0	0.0
135656	6.0	4.0
390561	2.0	2.0
27296	32.0	49.0
389549	1.0	0.0
27297	2844.0	3077.0
27294	38.0	112.0
27295	5095.0	1747.0
27299	26.0	103.0
642776	13.0	0.0
27292	2279.0	1971.0
27293	1004.0	1202.0
27290	1.0	11.0
642778	0.0	0.0
27291	1040.0	887.0
160622	460.0	265.0
390531	4.0	1.0
147650	159.0	314.0
390530	4.0	0.0
390535	0.0	0.0
390539	0.0	0.0
147646	2.0	1.0
390538	0.0	0.0
654783	0.0	0.0
147645	751.0	119.0
341511	0.0	0.0
6500	21105.0	28528.0
133015	667.0	427.0
400410	75.0	130.0
147660	14.0	23.0
121054	1.0	3.0
121053	576.0	623.0
147657	1253.0	1453.0
147658	5.0	10.0
400406	6.0	14.0
642799	0.0	0.0
642796	0.0	0.0
133022	450.0	248.0
642797	195.0	360.0
101928165	0.0	0.0
6511	5.0	10.0
390595	228.0	70.0
6510	10433.0	9011.0
390594	0.0	0.0
100421803	2.0	0.0
100421804	1.0	0.0
390598	36.0	13.0
100421805	7.0	3.0
100421806	16.0	1.0
100421807	0.0	0.0
6509	2762.0	2614.0
54870	5215.0	5385.0
54875	412.0	262.0
54874	5221.0	5840.0
54873	4542.0	764.0
389599	1.0	0.0
54872	2034.0	1857.0
102724430	0.0	2.0
54879	864.0	576.0
6502	556.0	506.0
54878	2604.0	2759.0
6504	109.0	57.0
54877	1307.0	810.0
91801	676.0	628.0
6503	399.0	491.0
54876	2940.0	2717.0
6506	493.0	888.0
6505	354.0	543.0
91807	30.0	11.0
6508	681.0	633.0
6507	952.0	567.0
101928176	25.0	0.0
6520	8592.0	11182.0
6522	4523.0	8185.0
221717	0.0	0.0
6521	6.0	5.0
221718	0.0	0.0
100421813	1.0	0.0
64207	5007.0	3744.0
100421816	3.0	6.0
221711	18.0	11.0
64208	11.0	27.0
221710	606.0	1046.0
54882	265.0	333.0
54881	1669.0	1434.0
54880	3096.0	4187.0
54886	135.0	5.0
54885	339.0	566.0
54884	7140.0	5442.0
54883	1553.0	1359.0
6513	5397.0	8898.0
6512	65.0	78.0
54888	5258.0	6214.0
6515	686.0	1665.0
54887	1600.0	2989.0
6514	0.0	1.0
6517	906.0	152.0
6519	12.0	2.0
6518	188.0	129.0
221749	2583.0	1926.0
64210	3650.0	3699.0
6531	3.0	1.0
100421820	0.0	4.0
64211	3.0	1.0
6530	80.0	4.0
6533	2315.0	3445.0
6532	22.0	19.0
100421823	0.0	1.0
390572	4.0	7.0
64216	1074.0	2024.0
64215	4833.0	4473.0
100421825	0.0	0.0
64218	2628.0	2817.0
100421827	0.0	0.0
100421828	2.0	2.0
64219	2727.0	2572.0
100421829	31.0	11.0
54893	1879.0	1252.0
54892	1242.0	1745.0
54891	1241.0	1618.0
54890	7165.0	8406.0
54897	1512.0	1561.0
54896	831.0	1568.0
54894	2419.0	2741.0
6524	20.0	13.0
6523	2757.0	125.0
