id	57b2e9d8-ddae-4457-9959-0d911288e8dc	4dddb0ad-1c56-4100-9f5e-a0e9722a12f9
10205	958.0	6675.0
106481056	0.0	0.0
10208	1166.0	956.0
106481053	0.0	0.0
10207	1248.0	4897.0
106481054	2.0	4.0
106481059	0.0	0.0
10209	34706.0	14829.0
106481057	0.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	2.0	5.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	800.0	1899.0
100128302	1.0	1.0
100873763	0.0	0.0
100873762	0.0	1.0
10202	191.0	10.0
100873769	0.0	0.0
106481051	0.0	1.0
10201	527.0	716.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	3977.0	3939.0
100873767	0.0	0.0
100131947	0.0	1.0
10203	902.0	779.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	0.0	0.0
319099	1.0	3.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	811.0	1360.0
728957	0.0	0.0
106481018	0.0	0.0
728953	4.0	16.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	3327.0	1965.0
106481020	0.0	2.0
106481021	0.0	0.0
58158	1.0	0.0
106481026	0.0	0.0
116255	2.0	18.0
58157	1.0	4.0
106481027	0.0	1.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	4.0	30.0
167838	184.0	330.0
319093	12.0	12.0
131890	5.0	4.0
116238	119.0	351.0
728945	0.0	0.0
728947	1.0	0.0
106481028	1.0	0.0
106481029	0.0	0.0
58160	6.0	0.0
106481033	0.0	0.0
143872	229.0	319.0
106481034	2.0	3.0
106481031	2.0	1.0
106481032	0.0	0.0
728938	1.0	2.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	1.0	0.0
106481036	0.0	0.0
143879	229.0	196.0
167826	2.0	4.0
128218	538.0	956.0
106481030	0.0	0.0
10190	1110.0	1651.0
728970	0.0	0.0
10194	1822.0	439.0
10193	2385.0	1815.0
645104	1.0	0.0
10196	522.0	778.0
101059988	0.0	0.0
10195	1860.0	2684.0
728978	5.0	4.0
153218	0.0	0.0
116228	160.0	196.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	1.0	1.0
106481005	0.0	0.0
143884	988.0	652.0
116236	1949.0	748.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	344.0	557.0
10197	3840.0	5307.0
143888	2720.0	3894.0
10199	1586.0	2452.0
128209	3.0	10.0
346689	104.0	69.0
319087	0.0	0.0
344022	0.0	0.0
319089	106.0	3.0
153201	3.0	1.0
319085	0.0	0.0
106481008	0.0	1.0
106481009	0.0	0.0
58189	135.0	50.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	4.0	7.0
728962	0.0	1.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	366.0	605.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	787.0	1631.0
106481013	0.0	0.0
116224	1372.0	1155.0
106481014	2.0	1.0
344018	0.0	0.0
645108	0.0	0.0
58190	11353.0	3753.0
346673	2.0	86.0
10170	2875.0	493.0
645121	10.0	21.0
58191	7046.0	8453.0
645120	0.0	0.0
10172	183.0	406.0
10171	642.0	637.0
645126	2.0	14.0
10174	12035.0	2252.0
728911	0.0	0.0
728913	106.0	41.0
128272	1143.0	841.0
100033407	0.0	6.0
100033409	0.0	0.0
10175	2995.0	2978.0
10178	177.0	3.0
10179	1039.0	1397.0
10181	5703.0	4295.0
10180	4578.0	2703.0
645136	0.0	0.0
10184	5182.0	6465.0
116285	102.0	11.0
100033418	1.0	0.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	1.0	0.0
100033415	0.0	0.0
100033416	0.0	0.0
100033417	0.0	0.0
10187	0.0	0.0
10186	9161.0	950.0
10189	2068.0	3567.0
645129	1.0	1.0
10188	3343.0	2441.0
100033413	0.0	0.0
645145	0.0	0.0
346653	153.0	180.0
645142	0.0	0.0
10150	3972.0	2391.0
10152	2016.0	1430.0
10151	0.0	7.0
200205	516.0	331.0
728933	0.0	0.0
202865	0.0	5.0
728931	4.0	3.0
100873817	0.0	0.0
100873816	0.0	0.0
100128390	0.0	1.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	428.0	928.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1554.0	1835.0
10153	2024.0	2678.0
10156	155.0	27.0
10155	13067.0	10519.0
10158	978.0	25625.0
100873813	0.0	0.0
10157	224.0	273.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	8730.0	11027.0
131870	2926.0	1991.0
10161	2805.0	1966.0
10160	2720.0	3455.0
10163	11715.0	5224.0
131873	979.0	436.0
645158	41.0	22.0
10162	553.0	1001.0
728921	0.0	2.0
128240	3798.0	6088.0
728920	4.0	2.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	2.0	1.0
100873807	0.0	0.0
10165	888.0	2982.0
10164	15.0	58.0
128239	331.0	1815.0
10166	91.0	313.0
10169	23254.0	12945.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	782.0	1012.0
100873801	0.0	0.0
100128385	57.0	37.0
100287755	4.0	11.0
165257	30.0	22.0
200232	7.0	5.0
100287745	2.0	5.0
1503	874.0	2991.0
1501	144.0	4.0
1500	10176.0	10072.0
1509	136583.0	51104.0
1508	196520.0	70116.0
1506	1.0	2.0
1504	0.0	0.0
1514	16557.0	9724.0
1513	15939.0	7296.0
1512	11115.0	5902.0
1511	837.0	3.0
1510	9.0	0.0
346606	0.0	0.0
1519	2734.0	3534.0
1518	0.0	0.0
1517	2.0	0.0
1515	266.0	1403.0
100287725	3.0	6.0
100287722	19.0	25.0
1525	699.0	3833.0
1524	637.0	182.0
1523	4147.0	4830.0
1522	42222.0	18825.0
1521	597.0	847.0
1520	20583.0	12270.0
200261	2.0	1.0
1528	4804.0	2052.0
1527	0.0	0.0
100287718	3.0	0.0
728992	7.0	10.0
100287715	0.0	1.0
728990	2.0	4.0
165215	402.0	441.0
728996	0.0	3.0
1536	6900.0	8006.0
1535	7205.0	4073.0
1534	4049.0	6772.0
1539	0.0	0.0
1538	0.0	0.0
1537	4098.0	3644.0
100287708	0.0	0.0
153222	1136.0	858.0
1550	0.0	0.0
1545	2526.0	87277.0
1544	0.0	1.0
1543	48.0	4.0
1540	1855.0	3844.0
1549	1.0	0.0
1548	85.0	1.0
1558	18.0	0.0
1557	0.0	0.0
1556	75.0	3.0
200298	19.0	18.0
1555	0.0	2.0
1553	0.0	0.0
1551	23.0	4.0
1559	4.0	1.0
153241	903.0	482.0
1572	1.0	2.0
1571	90.0	16.0
1568	12.0	10.0
1565	14.0	15.0
1564	48.0	20.0
1562	2.0	6.0
100131828	0.0	0.0
1583	228.0	8.0
1582	29.0	205.0
1581	9.0	4.0
1580	2412.0	621.0
1579	8.0	2.0
1577	224.0	16.0
1576	6.0	0.0
1573	234.0	1270.0
285203	1561.0	748.0
1594	63.0	351.0
285205	8.0	3.0
1593	11132.0	4508.0
1592	3.0	23.0
1591	13.0	125.0
1590	22.0	62.0
10307	898.0	310.0
1589	28.0	33.0
1588	57.0	37.0
10309	126.0	101.0
1587	2.0	0.0
1586	30.0	2.0
10308	428.0	1002.0
1585	0.0	0.0
1584	0.0	0.0
100131842	2.0	0.0
10301	121.0	91.0
100131846	1.0	3.0
10300	1323.0	1008.0
10302	824.0	551.0
100287692	0.0	0.0
1596	0.0	0.0
1595	57.0	292.0
100131855	0.0	0.0
285220	24.0	2.0
285224	0.0	0.0
101180898	0.0	1.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	35.0	63.0
100131874	2.0	2.0
100131879	0.0	0.0
442590	11.0	18.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	79.0	11.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	6856.0	2974.0
10371	232.0	127.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	3.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	12142.0	12812.0
100128252	613.0	948.0
100873835	0.0	0.0
285282	1208.0	938.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	300.0	559.0
285286	27.0	10.0
10381	15.0	847.0
10380	1363.0	1519.0
10383	13012.0	28595.0
10382	17.0	86.0
118813	1426.0	949.0
102466906	0.0	0.0
118812	310.0	161.0
100885800	0.0	1.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	725.0	1265.0
100873820	0.0	0.0
10384	1716.0	2816.0
10389	88.0	357.0
100873824	1.0	0.0
10388	235.0	210.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	7.0	7.0
645065	0.0	0.0
100128237	0.0	3.0
10350	2749.0	36.0
102466918	0.0	0.0
442582	138.0	259.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	73.0	94.0
10352	711.0	579.0
100873853	0.0	1.0
10351	5047.0	11.0
100873852	0.0	0.0
10354	415.0	461.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	5.0	3.0
790952	34.0	0.0
100873857	0.0	0.0
10355	0.0	0.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	8.0	18.0
790955	907.0	678.0
100873854	0.0	0.0
131831	6.0	1.0
100128227	1.0	3.0
10361	109.0	52.0
10360	836.0	171.0
645073	0.0	0.0
442572	3.0	4.0
100873849	0.0	1.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	722.0	710.0
100873842	0.0	0.0
10362	4087.0	4902.0
100873841	0.0	0.0
10365	3706.0	496.0
100873840	0.0	0.0
10367	3115.0	1515.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	2.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	2.0	1.0
285231	1.0	7.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	807.0	1281.0
100128217	0.0	0.0
503838	3.0	4.0
503837	0.0	0.0
503834	0.0	0.0
645084	4.0	15.0
503835	1.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	8.0
503840	0.0	0.0
100885850	5.0	0.0
116211	1129.0	35.0
100873875	0.0	0.0
10330	1249.0	1168.0
100873874	0.0	2.0
10332	2.0	0.0
100873873	0.0	0.0
10331	510.0	2712.0
100873872	0.0	0.0
100873879	1.0	0.0
10333	240.0	440.0
100873878	0.0	0.0
10336	2283.0	2314.0
100873877	0.0	0.0
10335	1890.0	643.0
285242	1.0	1.0
100885848	46.0	9.0
100873860	1.0	3.0
118856	4.0	0.0
645094	12.0	9.0
10349	1045.0	25.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	2.0	2.0
10343	32.0	37.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	3634.0	9127.0
100873861	0.0	0.0
100131801	803.0	1067.0
10345	345.0	0.0
10344	56.0	18.0
100873867	0.0	0.0
10347	1005.0	523.0
100873866	0.0	0.0
10346	3136.0	5818.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	1.0
100873892	0.0	0.0
100873891	1.0	0.0
100873890	0.0	3.0
10316	843.0	13.0
10318	15016.0	10296.0
10317	638.0	1745.0
10319	575.0	172.0
100873897	0.0	0.0
100131810	2.0	0.0
100873896	4.0	2.0
100873895	0.0	1.0
100873894	10.0	14.0
10312	7881.0	3996.0
10311	2501.0	1726.0
100131814	27.0	18.0
10314	2541.0	1008.0
100873899	0.0	0.0
10313	13388.0	7284.0
100131816	1.0	0.0
100873898	0.0	0.0
285266	236.0	130.0
285267	233.0	292.0
100873882	0.0	0.0
285268	904.0	1003.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	323.0	1806.0
100885864	0.0	0.0
100885866	28.0	9.0
102466967	0.0	0.0
10327	5993.0	6698.0
10326	1073.0	356.0
10329	762.0	742.0
10328	1221.0	2140.0
442523	12.0	0.0
442524	37.0	77.0
442525	2.0	5.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	25.0	409.0
100873884	0.0	0.0
10320	1079.0	2124.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1651.0	1644.0
100873889	0.0	0.0
100131825	188.0	1.0
10325	718.0	424.0
100873888	0.0	0.0
100131827	319.0	310.0
100873887	1.0	1.0
10324	23.0	25.0
344178	0.0	0.0
102466972	0.0	0.0
116135	32.0	0.0
102466985	0.0	0.0
344167	8.0	0.0
102466984	0.0	0.0
128102	1.0	1.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	2161.0	2973.0
116123	1.0	3.0
102466995	0.0	1.0
116113	3102.0	6769.0
83259	0.0	0.0
116115	698.0	807.0
344148	256.0	364.0
128153	52.0	15.0
645001	1.0	4.0
10291	6332.0	4766.0
645000	4.0	12.0
10290	1455.0	694.0
10293	239.0	474.0
10295	3576.0	2275.0
10294	3366.0	3295.0
100128292	22.0	17.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	2.0	2.0
100873919	1.0	0.0
100873918	2.0	9.0
100873917	0.0	0.0
10297	93.0	57.0
10296	2991.0	2338.0
100128299	5.0	5.0
10299	4450.0	3105.0
10298	2175.0	4957.0
100873912	30.0	17.0
100873911	0.0	0.0
116173	34.0	0.0
100873910	0.0	0.0
645015	8.0	25.0
200315	43.0	765.0
200316	308.0	581.0
200312	902.0	401.0
100873904	1.0	1.0
100873902	5.0	9.0
100873909	0.0	0.0
100873907	6.0	1.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	22.0	3.0
100873900	0.0	0.0
645024	0.0	1.0
100775107	1.0	15.0
10270	1437.0	1374.0
645027	4.0	6.0
10273	2610.0	1277.0
100775104	34.0	40.0
10272	3661.0	307.0
100008586	0.0	0.0
116149	15.0	17.0
100873938	1.0	0.0
100873937	1.0	1.0
116154	10.0	21.0
100873935	3.0	2.0
116159	2406.0	468.0
100873939	0.0	0.0
100873930	4.0	2.0
10274	960.0	1537.0
10277	2706.0	1566.0
10276	3870.0	3282.0
10279	404.0	1764.0
100873934	2.0	3.0
10278	2215.0	2244.0
100873933	0.0	0.0
116151	6144.0	4531.0
100873932	0.0	4.0
116150	1170.0	1924.0
100128275	0.0	0.0
10280	2867.0	5068.0
10282	964.0	1264.0
10281	0.0	0.0
10284	5734.0	5367.0
647696	0.0	0.0
10283	1020.0	960.0
116138	6351.0	6890.0
645030	1.0	3.0
1602	334.0	32.0
1601	12667.0	4217.0
100873926	0.0	0.0
1600	30.0	15.0
100128260	1.0	0.0
116143	101.0	89.0
100873924	15.0	0.0
100873929	2.0	4.0
100873928	1.0	1.0
10286	1356.0	1879.0
10285	1227.0	1490.0
1609	1127.0	1182.0
100128266	0.0	4.0
1608	96.0	141.0
10288	1526.0	1279.0
1607	2.0	0.0
10287	1567.0	1414.0
1606	1250.0	866.0
100873923	10.0	2.0
10289	2160.0	1364.0
1605	6425.0	11105.0
100128262	8.0	17.0
100873922	0.0	0.0
1604	5183.0	2409.0
100873921	0.0	0.0
1603	5692.0	4762.0
100128264	0.0	1.0
100873920	0.0	0.0
100287639	4.0	1.0
319133	39.0	24.0
319134	4.0	8.0
100287635	1.0	0.0
319130	3.0	6.0
319139	0.0	0.0
319135	1.0	1.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	2.0	12.0
1613	2502.0	2564.0
200350	2.0	4.0
1612	1777.0	1378.0
1611	6957.0	2538.0
165140	319.0	43.0
1610	3.0	0.0
552889	4326.0	5056.0
1618	1.0	69.0
1617	0.0	0.0
1616	3807.0	5664.0
1615	3068.0	5900.0
319142	1.0	0.0
319143	2.0	5.0
319144	0.0	1.0
319145	0.0	0.0
100287625	0.0	2.0
1624	1.0	1.0
1623	0.0	1.0
1622	10685.0	6978.0
1621	12.0	18.0
1620	344.0	3400.0
1629	1068.0	1345.0
552879	0.0	0.0
1628	1190.0	587.0
1627	7483.0	4276.0
319111	0.0	0.0
128178	248.0	114.0
319112	2.0	0.0
100287616	273.0	69.0
393046	0.0	0.0
319117	1.0	1.0
319118	0.0	0.0
319114	0.0	2.0
1635	3809.0	3861.0
200373	15.0	22.0
1634	178799.0	18487.0
1633	846.0	1120.0
1632	2032.0	1023.0
552860	2.0	12.0
1630	12.0	8.0
1639	9010.0	6192.0
1638	49.0	4.0
1636	4126.0	999.0
319122	5.0	1.0
319123	0.0	0.0
100287603	0.0	0.0
319128	4.0	6.0
319129	7.0	13.0
1646	7736.0	6760.0
1645	6340.0	512.0
1644	24.0	9.0
1643	1833.0	735.0
85824	5.0	9.0
1642	11612.0	10499.0
1641	35.0	0.0
552859	0.0	0.0
1649	800.0	675.0
1647	906.0	703.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	15.0	4.0
1660	6091.0	9435.0
1657	1254.0	1289.0
1656	5441.0	8583.0
1655	26553.0	30026.0
1654	12668.0	21336.0
1653	4695.0	5036.0
1652	1153.0	1073.0
346708	0.0	0.0
1650	10507.0	10294.0
346702	20.0	15.0
1659	2358.0	2910.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	2.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	4363.0	3292.0
1665	3722.0	5395.0
1663	913.0	1300.0
1662	1234.0	1636.0
1661	0.0	3.0
1669	0.0	0.0
1678	206.0	501.0
1677	334.0	287.0
1676	2295.0	2101.0
1675	34312.0	209.0
1674	5308.0	14.0
1673	0.0	434.0
1672	303.0	3088.0
153129	453.0	583.0
1690	75.0	18.0
165100	0.0	0.0
1687	1863.0	514.0
85865	760.0	1113.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	1.0
100287596	0.0	0.0
100861563	0.0	3.0
10415	0.0	0.0
10417	5628.0	1847.0
493861	96.0	54.0
493860	11.0	6.0
100287591	0.0	0.0
10419	1977.0	3177.0
10418	2228.0	485.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1914.0	1966.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	15.0	23.0
10411	4122.0	308.0
10410	24264.0	35600.0
100873559	0.0	0.0
10413	5087.0	6032.0
100873558	1.0	2.0
10412	4018.0	2329.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	1.0
100861574	0.0	0.0
10426	1255.0	2017.0
442266	0.0	2.0
10425	3692.0	4282.0
442267	0.0	2.0
10428	2696.0	2688.0
10427	1790.0	1792.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	475.0	504.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2391.0	2123.0
493856	1179.0	1472.0
100873549	0.0	1.0
10421	4188.0	2628.0
100873548	0.0	0.0
100131726	0.0	230.0
10424	6068.0	5020.0
100873547	0.0	0.0
10423	7047.0	2701.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	1.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	31.0	293.0
100873576	7.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	51.0	22.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	4873.0	1007.0
10403	212.0	834.0
10406	1583.0	2581.0
10408	2.0	3.0
10407	0.0	0.0
100131740	0.0	0.0
10409	1602.0	1083.0
100873567	0.0	0.0
100131743	6.0	22.0
100873566	6.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2482.0	563.0
10402	492.0	446.0
100873569	0.0	0.0
10401	1709.0	2599.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	14.0	11.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	33.0	20.0
442240	3.0	2.0
442242	0.0	0.0
100287551	1.0	3.0
442233	0.0	0.0
442234	1.0	0.0
442236	0.0	0.0
442237	0.0	4.0
442239	0.0	2.0
100131755	721.0	240.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	6.0	4.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	37.0
442232	1.0	0.0
100131760	0.0	1.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	0.0
493812	573.0	347.0
442260	1.0	0.0
442262	1.0	6.0
442255	1.0	0.0
442256	0.0	1.0
442257	4.0	0.0
442258	8.0	52.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	1.0
100287520	1.0	12.0
442253	1.0	0.0
442245	0.0	0.0
442247	20.0	2.0
442249	1.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	2.0
10491	21763.0	6744.0
100128139	0.0	1.0
10490	5624.0	4363.0
10493	25804.0	6642.0
10492	5689.0	9000.0
10495	644.0	1067.0
100128135	22.0	0.0
10494	5058.0	3643.0
10497	2359.0	2643.0
100128136	0.0	0.0
10499	1335.0	3558.0
128506	20.0	0.0
10498	1854.0	1752.0
100128132	1.0	0.0
100128127	0.0	0.0
128500	2.0	5.0
116512	1.0	0.0
116519	0.0	1.0
105419997	4.0	1.0
100128126	8.0	45.0
100861506	0.0	0.0
10471	1067.0	2136.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	6.0	8.0
442221	1.0	2.0
442211	1.0	0.0
442213	53.0	11.0
442215	2.0	0.0
442216	0.0	0.0
116511	13.0	0.0
442217	0.0	0.0
442218	0.0	0.0
10473	2272.0	3264.0
10472	932.0	1262.0
100533177	1.0	7.0
10475	2209.0	4891.0
100533178	0.0	0.0
100128115	0.0	1.0
10474	5493.0	4726.0
100533179	0.0	2.0
10477	2602.0	5100.0
10476	5583.0	5013.0
10479	946.0	1328.0
10478	1027.0	994.0
100128110	0.0	0.0
100128109	0.0	1.0
10480	6456.0	5332.0
100861516	1.0	0.0
100861517	12.0	2.0
10482	4366.0	2515.0
100861518	2.0	2.0
10481	5.0	0.0
100861519	8.0	1.0
100861513	1.0	0.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	39.0	27.0
100861510	3.0	0.0
442210	1.0	0.0
100533181	0.0	0.0
100533182	48.0	25.0
442204	1.0	2.0
442205	1.0	1.0
10484	2430.0	3485.0
100128102	0.0	0.0
10483	2720.0	8214.0
10486	774.0	1324.0
10485	36.0	24.0
100128103	0.0	0.0
10488	2678.0	3092.0
10487	19095.0	20493.0
100533184	0.0	1.0
10489	4649.0	8020.0
128553	1837.0	310.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1341.0	1337.0
10458	2790.0	903.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1253.0	2558.0
100873512	0.0	0.0
10450	2169.0	2595.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2312.0	3945.0
10455	2969.0	1108.0
100873516	0.0	0.0
10454	2099.0	1093.0
100873515	0.0	0.0
10457	50041.0	18655.0
100873514	0.0	0.0
10456	3526.0	3705.0
100873513	0.0	0.0
346389	342.0	1823.0
10460	1647.0	3466.0
100861530	1.0	3.0
100873509	0.0	0.0
10469	1593.0	1923.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	2505.0	240.0
100873501	1.0	0.0
10461	1077.0	788.0
100873500	0.0	0.0
10464	768.0	944.0
10463	2229.0	2720.0
10466	1174.0	3267.0
100873505	0.0	0.0
10465	979.0	1263.0
100873504	0.0	0.0
10468	1212.0	308.0
100873503	1.0	0.0
10467	4160.0	3662.0
100873502	3.0	2.0
100873530	0.0	0.0
100861549	13.0	2.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	322.0	171.0
100861541	58.0	65.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	112.0	106.0
10436	797.0	796.0
10439	1352.0	339.0
10438	446.0	557.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	3083.0	3589.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	2111.0	2437.0
10435	2499.0	380.0
100873536	6.0	2.0
10434	1316.0	2587.0
100873535	0.0	0.0
116535	1950.0	226.0
100861556	0.0	0.0
116534	8.0	40.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	2.0
100861555	22.0	52.0
10447	1078.0	1382.0
100873529	0.0	0.0
116540	131.0	115.0
100861550	0.0	0.0
10449	6873.0	927.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1584.0	1511.0
10440	1966.0	2076.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	1.0
100873520	0.0	0.0
10444	4487.0	2638.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	3237.0	2601.0
10446	522.0	288.0
100873525	0.0	0.0
10445	3067.0	1875.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	7053.0	4231.0
100533111	3.0	19.0
102466866	0.0	0.0
102466865	0.0	1.0
102466864	0.0	0.0
128467	0.0	2.0
647507	4.0	1.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	1.0	0.0
102466878	0.0	1.0
100128191	54.0	126.0
100128190	0.0	0.0
100533107	115.0	84.0
153443	354.0	431.0
100533105	1.0	1.0
647532	0.0	0.0
100533106	28.0	27.0
102466889	5.0	3.0
116461	1242.0	2990.0
100128181	0.0	0.0
100128183	6.0	0.0
102466880	0.0	0.0
128439	514.0	303.0
106182249	1.0	1.0
100128179	0.0	0.0
83394	273.0	552.0
100128177	0.0	0.0
100128176	1.0	0.0
100128162	0.0	0.0
10390	1444.0	1495.0
128497	30.0	19.0
647569	0.0	0.0
10392	952.0	635.0
10391	1059.0	25.0
10394	0.0	0.0
10393	473.0	374.0
10396	596.0	568.0
10395	3826.0	775.0
1719	638.0	790.0
10398	57213.0	3415.0
1718	9867.0	47997.0
100128159	0.0	0.0
10397	14423.0	20451.0
1717	726.0	9158.0
1716	1692.0	1977.0
10399	81622.0	43168.0
128486	1088.0	597.0
128488	2.0	46.0
128481	0.0	2.0
100508120	224.0	122.0
1723	645.0	403.0
100128140	0.0	10.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	0.0	0.0
1729	5429.0	8800.0
1728	3833.0	3770.0
1727	22807.0	7026.0
1725	2150.0	1786.0
100287512	0.0	0.0
100287513	0.0	0.0
1734	302.0	4129.0
1733	12.0	3.0
1731	656.0	617.0
1730	1396.0	1310.0
1739	1875.0	3352.0
1738	3871.0	5859.0
1737	1347.0	2346.0
1736	2328.0	6691.0
1735	177.0	8.0
100287505	0.0	0.0
751580	43.0	54.0
100287502	0.0	0.0
202658	1.0	0.0
1745	14.0	0.0
1743	6705.0	4932.0
1742	1090.0	427.0
1741	1285.0	3571.0
1740	123.0	33.0
1749	26.0	5.0
1748	27.0	53.0
1747	67.0	63.0
1746	2.0	3.0
200008	5.0	0.0
