id	d8a963cd-8c5d-4b31-86bc-ecaf7e74b456	9c67b11d-1bac-446f-8bd7-ca34b7bc2ad6
10403	123.0	927.0
10406	2803.0	204.0
10408	1.0	3.0
10407	0.0	1.0
100131740	0.0	0.0
10409	792.0	3845.0
100873567	0.0	0.0
100131743	1.0	17.0
100873566	3.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	886.0	875.0
10402	469.0	223.0
100873569	0.0	0.0
10401	1728.0	1904.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	1.0	0.0
100873596	0.0	0.0
100873595	0.0	1.0
493829	6.0	11.0
100873594	0.0	1.0
100873593	0.0	0.0
100287559	4.0	9.0
442240	0.0	1.0
442242	0.0	1.0
100287551	5.0	29.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	1.0
442239	0.0	1.0
100131755	734.0	226.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	1.0	4.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	4.0	15.0
442232	0.0	0.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	2.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	880.0	238.0
442260	1.0	0.0
442262	2.0	5.0
442255	0.0	1.0
442256	0.0	1.0
442257	0.0	2.0
442258	14.0	0.0
100131775	0.0	1.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	1.0
100287520	3.0	28.0
442253	0.0	2.0
442245	0.0	0.0
442247	25.0	2.0
442249	0.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	11181.0	11235.0
100128139	1.0	0.0
10490	3405.0	5266.0
10493	10355.0	27712.0
10492	8845.0	31148.0
10495	656.0	2471.0
100128135	1.0	3.0
10494	2409.0	4301.0
10497	1970.0	4331.0
100128136	0.0	1.0
10499	3475.0	12436.0
128506	1.0	4.0
10498	1205.0	2151.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	0.0
116512	1.0	0.0
116519	0.0	0.0
105419997	1.0	3.0
100128126	4.0	1.0
100861506	0.0	0.0
10471	566.0	1700.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	3.0	7.0
442221	0.0	2.0
442211	0.0	0.0
442213	114.0	46.0
442215	1.0	0.0
442216	0.0	1.0
116511	3.0	0.0
442217	0.0	0.0
442218	0.0	0.0
10473	2556.0	6621.0
10472	1791.0	2005.0
100533177	1.0	0.0
10475	1957.0	8136.0
100533178	0.0	0.0
100128115	1.0	0.0
10474	2778.0	2442.0
100533179	2.0	9.0
10477	2364.0	1173.0
10476	3380.0	11752.0
10479	777.0	473.0
10478	892.0	3074.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	5863.0	17597.0
100861516	0.0	0.0
100861517	5.0	10.0
10482	3332.0	3983.0
100861518	1.0	1.0
10481	0.0	1459.0
100861519	1.0	3.0
100861513	2.0	4.0
100861514	1.0	0.0
102466806	0.0	0.0
100861515	24.0	44.0
100861510	1.0	0.0
442210	2.0	0.0
100533181	0.0	0.0
100533182	45.0	87.0
442204	1.0	2.0
442205	0.0	0.0
10484	3364.0	6461.0
100128102	0.0	0.0
10483	2805.0	24923.0
10486	991.0	3701.0
10485	15.0	3.0
100128103	0.0	0.0
10488	1586.0	2526.0
10487	13232.0	30015.0
100533184	0.0	0.0
10489	3459.0	6629.0
128553	3070.0	541.0
100861523	1.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	683.0	1219.0
10458	1422.0	3894.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	2875.0	11806.0
100873512	0.0	0.0
10450	1344.0	1558.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1034.0	2639.0
10455	1981.0	9105.0
100873516	0.0	0.0
10454	1065.0	865.0
100873515	0.0	0.0
10457	13635.0	18019.0
100873514	0.0	0.0
10456	2258.0	5216.0
100873513	0.0	0.0
346389	985.0	365.0
10460	440.0	939.0
100861530	1.0	7.0
100873509	0.0	0.0
10469	659.0	423.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	157.0	28.0
100873501	0.0	1.0
10461	872.0	574.0
100873500	0.0	3.0
10464	1036.0	2413.0
10463	3524.0	9613.0
10466	1739.0	9199.0
100873505	0.0	0.0
10465	689.0	996.0
100873504	0.0	0.0
10468	922.0	744.0
100873503	0.0	0.0
10467	1899.0	4051.0
100873502	0.0	2.0
100873530	0.0	0.0
100861549	13.0	25.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	2.0
100861548	327.0	475.0
100861541	39.0	17.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	21.0	23.0
10436	635.0	1522.0
10439	1533.0	4229.0
10438	668.0	1733.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	1645.0	7226.0
100873531	0.0	1.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	1724.0	3502.0
10435	947.0	349.0
100873536	2.0	0.0
10434	2704.0	22318.0
100873535	0.0	0.0
116535	876.0	156.0
100861556	0.0	0.0
116534	4.0	0.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	1.0
100861555	14.0	8.0
10447	1691.0	5900.0
100873529	0.0	1.0
116540	53.0	204.0
100861550	0.0	0.0
10449	3369.0	4581.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	778.0	360.0
10440	1480.0	9426.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	4.0
100873520	0.0	0.0
10444	3438.0	3500.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	4257.0	4287.0
10446	358.0	2006.0
100873525	0.0	0.0
10445	1527.0	2580.0
100873524	0.0	1.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	11133.0	1033.0
100533111	3.0	6.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	0.0	0.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	49.0	250.0
100128190	0.0	0.0
100533107	52.0	52.0
153443	612.0	2240.0
100533105	9.0	0.0
647532	0.0	0.0
100533106	13.0	64.0
102466889	1.0	0.0
116461	1059.0	3932.0
100128181	0.0	1.0
100128183	1.0	3.0
102466880	0.0	0.0
128439	264.0	852.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	337.0	153.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	1360.0	1843.0
128497	17.0	12.0
647569	0.0	0.0
10392	934.0	418.0
10391	683.0	120.0
10394	0.0	0.0
10393	471.0	887.0
10396	1207.0	359.0
10395	4326.0	3739.0
1719	723.0	4593.0
10398	31881.0	6357.0
1718	15206.0	76096.0
100128159	0.0	0.0
10397	8589.0	3698.0
1717	1224.0	8116.0
1716	1317.0	4072.0
10399	60415.0	50610.0
128486	772.0	7383.0
128488	7.0	0.0
128481	2.0	1.0
100508120	223.0	503.0
1723	527.0	895.0
100128140	2.0	7.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	2.0	0.0
1729	5225.0	14755.0
1728	2362.0	45515.0
1727	12071.0	8387.0
1725	1183.0	1343.0
100287512	1.0	0.0
100287513	0.0	0.0
1734	301.0	1657.0
1733	19.0	246.0
1731	175.0	128.0
1730	1403.0	1027.0
1739	2958.0	9846.0
1738	3351.0	14738.0
1737	1892.0	5569.0
1736	2343.0	7662.0
1735	64.0	17.0
100287505	0.0	0.0
751580	16.0	11.0
100287502	0.0	0.0
202658	3.0	3.0
1745	4.0	4.0
1743	4180.0	5498.0
1742	639.0	333.0
1741	1909.0	12863.0
1740	170.0	135.0
1749	18.0	37.0
1748	7.0	7.0
1747	63.0	135.0
1746	3.0	8.0
200008	5.0	0.0
200010	30.0	15.0
1756	4517.0	257.0
1755	67.0	1.0
1750	11.0	1.0
1759	834.0	435.0
1758	0.0	6.0
1757	147.0	889.0
1770	56.0	97.0
200014	1129.0	1328.0
1767	440.0	1484.0
1763	152.0	936.0
1762	995.0	1571.0
1761	1.0	0.0
1760	886.0	852.0
1769	3.0	13.0
1768	140.0	364.0
153478	579.0	152.0
1781	4384.0	11513.0
1780	160.0	298.0
200025	0.0	0.0
1778	13781.0	25647.0
1777	1786.0	4520.0
1776	148.0	18.0
1775	9.0	17.0
1774	528.0	720.0
1773	412.0	1098.0
200030	355.0	318.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	1.0	0.0
1791	0.0	0.0
442195	2.0	0.0
200035	102.0	33.0
442197	41.0	37.0
1789	127.0	944.0
442189	0.0	0.0
1788	1005.0	1786.0
1787	388.0	789.0
1786	2083.0	3578.0
1785	3000.0	4328.0
1783	4163.0	7199.0
1798	1230.0	4316.0
1797	477.0	835.0
1796	367.0	347.0
1795	73.0	62.0
1794	639.0	635.0
1793	5363.0	4913.0
101180976	0.0	0.0
493753	998.0	3068.0
550112	365.0	804.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	2.0	3.0
503635	0.0	0.0
503638	34.0	17.0
503637	0.0	0.0
10536	841.0	398.0
503643	1.0	75.0
10535	420.0	1188.0
100287472	0.0	2.0
10538	144.0	112.0
503645	7.0	9.0
10537	82.0	299.0
100287470	0.0	0.0
10539	1629.0	4357.0
503641	0.0	2.0
503640	2.0	0.0
100873677	0.0	0.0
100873676	0.0	1.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	2054.0	11763.0
493987	2.0	5.0
10534	596.0	658.0
100873679	0.0	0.0
10533	941.0	1992.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	1.0
100287461	1.0	7.0
10549	2342.0	6590.0
503634	0.0	0.0
10548	216.0	364.0
503633	0.0	1.0
503630	1.0	2.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	3949.0	5815.0
10541	4592.0	4529.0
100873664	0.0	0.0
10540	4415.0	10255.0
100873663	0.0	0.0
10542	1899.0	4076.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	834.0	557.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	0.0	0.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2025.0	3601.0
10513	2721.0	10261.0
10516	7021.0	2341.0
10518	274.0	211.0
10517	5.0	52.0
10519	2092.0	13293.0
100131611	0.0	3.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	107.0	88.0
100131616	0.0	0.0
10512	12570.0	25755.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	5.0
100873683	0.0	0.0
100873682	1.0	0.0
100873681	0.0	0.0
503647	1.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	3925.0	10201.0
58503	590.0	0.0
10524	1190.0	1365.0
58505	3037.0	8258.0
10527	7505.0	35032.0
58504	163.0	57.0
10526	2791.0	9882.0
10529	4848.0	25960.0
10528	2731.0	7114.0
58500	475.0	640.0
100873688	0.0	2.0
100873687	0.0	0.0
100131623	4.0	1.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	23142.0	31441.0
10520	549.0	1235.0
58506	1461.0	3100.0
10523	1485.0	1899.0
58509	480.0	253.0
58508	4301.0	39571.0
10522	1339.0	957.0
100033398	0.0	0.0
100131629	0.0	1.0
100873689	0.0	0.0
442361	0.0	0.0
58513	1258.0	1612.0
58516	2580.0	6596.0
58510	0.0	0.0
58512	23.0	21.0
58511	4.0	12.0
58517	4222.0	8397.0
105371564	0.0	17.0
100131638	3.0	0.0
58525	2255.0	2252.0
58524	102.0	16.0
10505	452.0	2243.0
58527	883.0	6957.0
58526	991.0	2805.0
10507	884.0	3076.0
100131641	0.0	0.0
10509	3139.0	10512.0
58529	38.0	118.0
58528	1081.0	633.0
10501	949.0	412.0
10500	521.0	258.0
58530	0.0	1.0
442384	0.0	1.0
58538	12.0	13.0
58531	0.0	0.0
58533	2862.0	6156.0
100131656	0.0	2.0
100287404	0.0	0.0
100131661	0.0	0.0
503694	0.0	0.0
503693	93.0	76.0
493913	0.0	0.0
493911	184.0	1030.0
751599	2.0	0.0
285033	132.0	289.0
100128017	0.0	0.0
442320	0.0	0.0
116412	79.0	25.0
442317	0.0	0.0
442318	0.0	0.0
442319	59.0	74.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	11.0	44.0
493900	71.0	68.0
100128012	1.0	0.0
100128011	0.0	0.0
285045	3.0	1.0
442304	0.0	0.0
442308	1.0	2.0
285051	6.0	3.0
10590	190.0	22.0
10592	1239.0	4078.0
10591	373.0	387.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	11468.0	41521.0
100873611	0.0	0.0
10595	4.0	0.0
10598	2741.0	7325.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	2.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	7.0	10.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	23.0	58.0
10570	12.0	43.0
116447	797.0	524.0
116449	3.0	7.0
116448	0.0	5.0
10579	1936.0	3224.0
100873639	0.0	0.0
100873638	3.0	2.0
10572	1102.0	780.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	7060.0	24976.0
100873631	0.0	0.0
10573	1065.0	1291.0
100873630	0.0	1.0
10576	5479.0	29459.0
100873637	0.0	0.0
10575	7114.0	28886.0
100873636	0.0	0.0
10578	543.0	143.0
100873635	0.0	1.0
10577	6358.0	9609.0
100873634	1.0	0.0
10581	6026.0	13324.0
10580	10568.0	1104.0
116437	0.0	0.0
100873629	0.0	0.0
116441	2293.0	1564.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	63.0	36.0
116442	44.0	121.0
116444	2.0	1.0
128414	6.0	10.0
100873622	1.0	0.0
100873621	0.0	0.0
10585	1024.0	1002.0
100873620	0.0	0.0
10584	5.0	8.0
10587	484.0	446.0
100873626	0.0	0.0
10586	1.0	0.0
100873625	0.0	0.0
10589	1012.0	1331.0
100873624	0.0	0.0
10588	62.0	192.0
100873623	0.0	2.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	186.0	1.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	2.0	0.0
10558	2700.0	4523.0
10557	480.0	1102.0
10559	716.0	2788.0
10550	10444.0	17178.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	4187.0	9302.0
100873653	0.0	0.0
10551	3332.0	32527.0
100873652	0.0	0.0
10554	2646.0	8800.0
100873659	0.0	0.0
10553	1089.0	8610.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1063.0	3492.0
100873657	0.0	0.0
10555	3184.0	1032.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	67.0	12.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	1.0	2.0
10569	3083.0	6561.0
100287482	43.0	423.0
100287483	5.0	1.0
10568	4211.0	29.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1162.0	17962.0
100873644	0.0	0.0
10560	1491.0	2419.0
100873643	0.0	0.0
10563	6.0	185.0
100873642	0.0	0.0
10562	4072.0	6.0
100873641	0.0	0.0
10565	3265.0	20079.0
100873648	0.0	0.0
10564	4045.0	26552.0
100873647	0.0	0.0
10567	1808.0	4943.0
100873646	0.0	0.0
10566	51.0	26.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	1.0	0.0
116369	24.0	312.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	11.0	10.0
574036	117.0	76.0
574038	0.0	0.0
83479	908.0	1725.0
116379	108.0	3.0
100128092	2.0	2.0
83478	812.0	373.0
83473	152.0	302.0
83475	182.0	120.0
100128098	6.0	637.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	410.0	1425.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	452.0	586.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	2476.0	134.0
100128083	1.0	15.0
83468	1314.0	1667.0
100128081	12.0	9.0
83461	100.0	873.0
128338	2084.0	3719.0
83464	1243.0	3822.0
83463	115.0	154.0
83460	57.0	105.0
100189028	0.0	2.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	3867.0	24114.0
116349	90.0	109.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	67.0	30.0
346562	0.0	0.0
647415	0.0	1.0
128322	0.0	1.0
1809	9812.0	9502.0
116337	0.0	0.0
153328	51.0	81.0
1800	4.0	41.0
100128061	0.0	0.0
100128060	27.0	66.0
100128062	0.0	0.0
1808	8968.0	2569.0
83483	10023.0	2762.0
1807	20.0	4.0
1806	2468.0	946.0
1805	10426.0	1011.0
83480	532.0	907.0
1804	124.0	3.0
1803	2032.0	1267.0
1802	865.0	1184.0
83482	0.0	2.0
1801	755.0	1810.0
83481	849.0	1743.0
131965	513.0	1087.0
1811	55.0	162.0
1810	2978.0	6296.0
143941	35.0	166.0
1819	1010.0	984.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	0.0
1815	7.0	33.0
100128054	3.0	1.0
1814	0.0	0.0
285084	18.0	7.0
1813	242.0	60.0
1812	13.0	10.0
100128055	1.0	0.0
647436	8.0	10.0
128387	691.0	1983.0
131973	0.0	2.0
1822	9735.0	10923.0
1821	5.0	45.0
1820	260.0	387.0
100128041	0.0	0.0
1829	11427.0	19413.0
1828	271.0	4.0
1827	10677.0	3519.0
285093	4.0	0.0
1826	61.0	133.0
100128043	0.0	0.0
1825	2898.0	358.0
100128042	0.0	0.0
1824	5210.0	4760.0
1823	122.0	30.0
100128044	1.0	0.0
407977	0.0	0.0
407975	26.0	17.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	2203.0
1832	19790.0	69653.0
1831	7113.0	16011.0
1830	2628.0	248.0
574016	0.0	0.0
100128036	0.0	0.0
1839	654.0	254.0
1838	1286.0	1754.0
346528	0.0	0.0
1837	948.0	2853.0
1836	2480.0	3742.0
346525	0.0	0.0
1834	0.0	4.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1746.0	135.0
1843	21229.0	8102.0
1842	3541.0	2079.0
1841	551.0	2108.0
1840	686.0	35.0
574028	1.0	1.0
574029	1.0	2.0
100128025	14.0	11.0
1849	1196.0	809.0
346517	0.0	0.0
1848	9064.0	1553.0
1847	1370.0	15091.0
100128020	0.0	0.0
1846	5521.0	630.0
100128023	0.0	1.0
1845	3966.0	8757.0
153396	688.0	2951.0
1855	1135.0	497.0
1854	1908.0	7848.0
100131671	1.0	3.0
1852	18.0	6.0
1850	1089.0	1112.0
100131678	0.0	0.0
1859	3642.0	8933.0
1857	2811.0	10061.0
1856	951.0	545.0
724068	0.0	0.0
724067	0.0	0.0
202781	414.0	549.0
1861	1769.0	3683.0
100131688	0.0	0.0
1869	230.0	930.0
724094	1.0	0.0
1880	230.0	451.0
1877	515.0	483.0
100131691	35.0	39.0
1876	547.0	1995.0
1875	330.0	1073.0
83417	0.0	4.0
100131693	5.0	56.0
100327036	0.0	0.0
83416	56.0	167.0
200132	54.0	41.0
1874	1977.0	2117.0
1872	3.0	2.0
1871	808.0	3264.0
1870	128.0	442.0
1879	2724.0	510.0
724087	8.0	23.0
1891	3981.0	5347.0
1890	790.0	1358.0
83401	71.0	63.0
1889	13977.0	15889.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1608.0	12485.0
58472	1606.0	9375.0
200149	1.0	0.0
58475	1052.0	1349.0
724038	0.0	0.0
83439	2910.0	436.0
1896	281.0	448.0
58477	2216.0	13825.0
58476	1098.0	8088.0
1894	730.0	9855.0
1893	2626.0	16582.0
1892	4451.0	7576.0
58478	1471.0	4464.0
200150	108.0	4.0
724022	0.0	0.0
58484	136.0	161.0
724026	0.0	0.0
58483	1.0	0.0
724025	0.0	0.0
165324	1591.0	2286.0
724024	0.0	0.0
58486	1984.0	4598.0
58485	2457.0	5572.0
724023	0.0	0.0
58480	3358.0	3094.0
724029	3.0	1.0
200159	3.0	6.0
724028	0.0	0.0
724027	0.0	0.0
58488	911.0	3627.0
58487	1896.0	6286.0
200162	71.0	384.0
58489	464.0	10459.0
58495	237.0	1053.0
724059	0.0	0.0
58494	3233.0	683.0
58497	1436.0	5188.0
58496	60.0	63.0
58491	455.0	531.0
58490	1558.0	7589.0
58493	1626.0	2674.0
58492	267.0	176.0
58499	1659.0	1189.0
58498	567.0	18.0
200172	4.0	6.0
83451	873.0	2407.0
83450	270.0	219.0
83452	962.0	1207.0
153364	710.0	785.0
83448	1124.0	4986.0
200186	1621.0	3132.0
83447	0.0	0.0
200185	504.0	1124.0
83449	13.0	12.0
83444	80.0	116.0
83443	2403.0	4936.0
83446	0.0	0.0
83445	4.0	168.0
83440	1628.0	5264.0
83442	4816.0	10439.0
114984	503.0	866.0
114987	389.0	622.0
391603	1.0	0.0
10657	7796.0	13712.0
126969	578.0	1696.0
10656	532.0	304.0
10659	3816.0	1531.0
10658	3904.0	13236.0
114990	1087.0	482.0
114991	1397.0	1716.0
10651	1031.0	4592.0
10650	96.0	104.0
10653	9404.0	41760.0
10652	2346.0	17469.0
342667	11707.0	7.0
10655	138.0	22.0
643812	0.0	0.0
342666	13.0	22.0
10654	893.0	1257.0
136306	85.0	32.0
126961	0.0	0.0
10668	612.0	1085.0
10667	661.0	1442.0
643827	59.0	2.0
10669	366.0	58.0
10660	0.0	14.0
10661	2.0	0.0
731220	81.0	66.0
138971	0.0	0.0
10664	2592.0	5202.0
10663	59.0	147.0
10666	109.0	128.0
731223	6.0	3.0
10665	0.0	1.0
136319	7330.0	33247.0
163933	29.0	41.0
317691	0.0	0.0
339005	232.0	292.0
10635	154.0	2436.0
10634	1413.0	892.0
10637	21.0	12.0
10636	400.0	451.0
10638	0.0	0.0
114971	557.0	1607.0
10631	20488.0	109367.0
643836	1080.0	3426.0
10630	2420.0	1511.0
643837	591.0	561.0
10633	144.0	18.0
643834	1.0	0.0
10632	4914.0	10058.0
100124394	0.0	0.0
10645	3416.0	4999.0
10648	0.0	0.0
10647	1090.0	24278.0
148304	259.0	694.0
114960	2.0	0.0
10640	3060.0	9161.0
136332	18.0	96.0
10642	1.0	19.0
643847	0.0	0.0
10641	652.0	1522.0
10644	514.0	90.0
10643	3.0	11.0
317671	93.0	296.0
643862	0.0	2.0
391642	0.0	2.0
10609	671.0	2979.0
391647	0.0	6.0
10613	2608.0	4222.0
10612	431.0	3557.0
10615	231.0	3566.0
10614	1861.0	4723.0
10617	1655.0	7535.0
401525	0.0	0.0
10616	2658.0	12994.0
10618	12940.0	30857.0
643854	2.0	10.0
643853	60.0	138.0
643859	0.0	0.0
10611	7240.0	4976.0
10610	1482.0	3074.0
643872	0.0	2.0
643873	193.0	143.0
643870	3.0	11.0
317684	1.0	7.0
391655	0.0	0.0
391657	0.0	0.0
391656	0.0	7.0
317687	1.0	0.0
10623	1247.0	1616.0
10626	486.0	1872.0
10625	5423.0	5252.0
10628	74972.0	26154.0
10627	11099.0	17705.0
10629	304.0	301.0
342618	1.0	0.0
643865	0.0	0.0
643866	165.0	437.0
10620	164.0	404.0
10622	178.0	264.0
10621	620.0	2659.0
101954275	0.0	2.0
101954276	3.0	0.0
643880	0.0	0.0
101954273	6.0	0.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	8.0	3.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	69.0	107.0
83606	3138.0	5841.0
101954271	0.0	1.0
83605	1256.0	1242.0
101954272	6.0	5.0
83608	511.0	1022.0
83607	1628.0	4222.0
151903	735.0	544.0
401507	0.0	0.0
317649	2491.0	3067.0
391627	0.0	0.0
401505	553.0	1052.0
388007	0.0	0.0
317648	530.0	416.0
100419709	10.0	38.0
100419705	0.0	0.0
643875	0.0	0.0
401509	49.0	70.0
401508	0.0	0.0
101954264	1.0	0.0
138948	19.0	24.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	0.0
102464827	0.0	0.0
391630	0.0	4.0
102464828	1.0	0.0
317662	1177.0	9489.0
100419711	1.0	15.0
102464825	0.0	0.0
56000	4.0	438.0
391632	1.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	14.0	88.0
102464824	1.0	0.0
56005	1721.0	1865.0
10602	3457.0	1450.0
56006	797.0	2184.0
83604	4054.0	1559.0
10603	96.0	130.0
10606	4263.0	18029.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2540.0	10441.0
10608	3364.0	1536.0
10607	1245.0	1694.0
10600	2451.0	8426.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	1.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	0.0
102464837	0.0	0.0
102464834	0.0	2.0
102464835	0.0	0.0
148362	2626.0	12866.0
102464832	0.0	0.0
100271849	7.0	12.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	968.0	567.0
112398	546.0	706.0
100419735	0.0	0.0
391697	1.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	3.0	145.0
100419734	0.0	0.0
391698	0.0	0.0
100419731	0.0	0.0
100271836	54.0	135.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	8.0
388015	2.0	0.0
101954204	0.0	0.0
199953	620.0	792.0
161357	5.0	0.0
100420734	0.0	0.0
100420737	0.0	1.0
100419742	0.0	0.0
100419743	1.0	1.0
731275	23.0	34.0
199920	81.0	37.0
222826	1.0	9.0
101929286	3.0	1.0
391670	0.0	0.0
391672	1.0	1.0
161342	27.0	11.0
148398	46.0	14.0
100419758	51.0	17.0
100419751	0.0	1.0
124359	778.0	3964.0
101929293	21.0	3.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	925.0	1090.0
10690	231.0	65.0
101929212	7.0	12.0
