id	05eb3daf-d392-4ede-87d6-8f0aef8b6372	8d13e259-238e-4d2f-b9d3-4cffd4302abb
100873379	0.0	0.0
3698	1511.0	6.0
100873378	2.0	1.0
3699	153.0	132.0
100873377	0.0	0.0
728486	1.0	5.0
100873361	0.0	0.0
105373869	6.0	917.0
100873360	0.0	0.0
285540	10.0	5.0
100128705	3.0	1.0
100873365	1.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	5.0	2.0
100873362	0.0	0.0
100128701	2.0	0.0
1054	3303.0	2577.0
285547	0.0	1.0
1053	3.0	2.0
285548	15.0	23.0
1052	2775.0	734.0
1051	3160.0	2272.0
728489	14.0	5.0
1050	2404.0	1158.0
100128707	0.0	0.0
1048	10.0	23057.0
1047	162.0	851.0
1046	0.0	0.0
1045	0.0	0.0
100873369	30.0	3.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	2.0	8.0
1066	465.0	568.0
1063	500.0	1935.0
1062	182.0	483.0
1061	10.0	3.0
1060	3853.0	1696.0
440253	285.0	120.0
1059	5942.0	4770.0
1058	52.0	184.0
1057	5.0	0.0
85379	19738.0	6072.0
114112	1396.0	537.0
1056	41.0	10.0
85377	4394.0	1710.0
85378	4920.0	1136.0
128745	0.0	1.0
85376	3.0	14.0
440248	1042.0	211.0
1075	2884.0	4409.0
1074	8.0	6.0
1073	2850.0	1868.0
1072	22931.0	67977.0
1071	88.0	117.0
440243	0.0	0.0
1070	1300.0	525.0
1069	3015.0	4439.0
1068	0.0	0.0
85369	2842.0	1555.0
85366	4.0	10.0
85364	2064.0	795.0
85365	2677.0	1970.0
85363	2432.0	1464.0
85360	869.0	2043.0
1080	82.0	37.0
85391	1.0	18.0
403296	0.0	0.0
403297	1.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	0.0
153733	958.0	623.0
1087	4.0	136.0
1086	0.0	0.0
440279	33.0	6.0
1085	5.0	0.0
1084	1.0	10.0
440278	149.0	76.0
1082	2.0	2.0
403294	2.0	0.0
440275	7288.0	3298.0
1081	0.0	0.0
85397	3.0	36.0
85395	508.0	115.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	1.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	3.0	0.0
440270	2258.0	157.0
1089	10.0	5.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	4.0	2.0
285598	1456.0	1287.0
126133	1060.0	1134.0
128790	2.0	0.0
126129	220.0	461.0
126123	0.0	0.0
442862	0.0	0.0
126119	303.0	289.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	2.0	0.0
442896	0.0	0.0
114132	14.0	2.0
442897	0.0	0.0
442898	7.0	0.0
114134	567.0	831.0
442899	0.0	0.0
100128790	0.0	0.0
128760	10.0	2.0
100128788	129.0	23.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	0.0
442890	0.0	0.0
442891	1.0	0.0
442892	2.0	0.0
128756	0.0	0.0
100128782	322.0	117.0
100128781	0.0	2.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	0.0
403234	1.0	0.0
403235	2.0	0.0
403236	0.0	0.0
63982	59.0	60.0
102466616	0.0	0.0
126052	0.0	0.0
151009	255.0	18.0
403227	25.0	0.0
403228	0.0	0.0
138046	13.0	1.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	0.0
645572	0.0	0.0
645571	4.0	1.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1559.0	72.0
107131122	0.0	0.0
138050	8703.0	8523.0
403219	3.0	0.0
151011	8692.0	3361.0
645587	1.0	1.0
165679	839.0	1050.0
126037	55.0	35.0
114049	3815.0	4215.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	8.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	676.0	894.0
100033821	1.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3025.0	2472.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	561.0	162.0
100033820	0.0	0.0
106481480	4.0	0.0
106481481	0.0	0.0
138065	240.0	97.0
645598	1.0	1.0
163007	9.0	3.0
114038	1.0	1.0
645591	0.0	1.0
106481495	0.0	0.0
114041	811.0	88.0
106481496	0.0	0.0
114042	3.0	1.0
106481493	0.0	0.0
114043	14.0	6.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	448.0	108.0
126017	694.0	700.0
106481497	1.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	3.0	0.0
85301	4369.0	774.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	1.0	0.0
102466656	2.0	1.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	843.0	1407.0
106481459	0.0	0.0
26994	8391.0	10143.0
106481457	11.0	6.0
26995	2865.0	1701.0
106481458	0.0	0.0
403271	0.0	0.0
26998	17.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1879.0	424.0
403273	0.0	0.0
102466658	2.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	1.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	3498.0	1299.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	2.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	13.0	0.0
106481471	0.0	0.0
85329	1926.0	14.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	421.0	561.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	856.0	991.0
403255	0.0	0.0
403256	1.0	0.0
403257	1.0	0.0
344471	10.0	4.0
106481437	0.0	0.0
26974	489.0	310.0
153657	123.0	12.0
106481438	5.0	0.0
106481435	0.0	0.0
26973	1191.0	1086.0
165631	72.0	81.0
106481436	0.0	0.0
26978	18.0	16.0
126075	911.0	910.0
106481439	0.0	0.0
403250	0.0	0.0
126074	245.0	300.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1463.0	1571.0
106481444	11.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1727.0	1541.0
85354	0.0	0.0
85352	81.0	815.0
403241	1.0	0.0
344462	0.0	1.0
403244	0.0	0.0
403245	1.0	0.0
153642	582.0	424.0
153643	33.0	3.0
403247	0.0	0.0
403248	0.0	0.0
26985	4575.0	2826.0
106481448	0.0	0.0
26986	120229.0	78636.0
126069	180.0	184.0
106481449	0.0	0.0
126068	1396.0	721.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1030.0	885.0
106481447	0.0	0.0
106481451	2.0	2.0
106481452	0.0	0.0
106481450	1.0	0.0
114088	894.0	98.0
106481455	0.0	1.0
85349	364.0	25.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	2.0	0.0
85347	0.0	0.0
26980	6.0	2.0
106481454	1.0	0.0
403238	0.0	0.0
85344	5.0	25.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	5.0	0.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	1.0	0.0
100873392	1.0	5.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	3.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3841.0	1664.0
100873390	0.0	0.0
728556	59.0	122.0
106481419	0.0	0.0
100128817	1.0	0.0
728558	208.0	53.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	762.0	392.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	5.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	400.0	167.0
100873384	0.0	0.0
285601	7.0	6.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	1.0	0.0
63910	262.0	223.0
106481424	0.0	1.0
106481425	0.0	0.0
285605	738.0	296.0
222008	3.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3522.0	2992.0
63904	0.0	0.0
106481430	2.0	2.0
163071	58.0	12.0
63906	995.0	538.0
106481433	0.0	5.0
63908	1407.0	907.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	0.0
285613	50.0	26.0
63920	343.0	334.0
63923	3777.0	1800.0
63922	467.0	294.0
728577	98.0	7.0
63925	2170.0	1074.0
63924	5022.0	0.0
63916	2787.0	4713.0
63917	5240.0	3525.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	7.0	4.0
728564	5.0	2.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2267.0	1320.0
106481402	1.0	0.0
63931	2419.0	1258.0
106481403	1.0	0.0
63934	1423.0	404.0
728567	8.0	3.0
106481408	0.0	0.0
163088	10.0	6.0
63933	3262.0	4772.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3912.0	2356.0
163087	990.0	622.0
728568	404.0	244.0
106481407	9.0	11.0
3704	1688.0	1337.0
3705	3072.0	2711.0
63926	921.0	353.0
3706	6.0	19.0
63929	1357.0	1113.0
3707	4437.0	2876.0
63928	8.0	9.0
3708	19574.0	1928.0
106481411	2.0	0.0
3709	29723.0	2364.0
106481412	0.0	0.0
106481410	9.0	0.0
3700	37.0	9.0
3702	246.0	140.0
3703	12307.0	27513.0
645506	1.0	1.0
151050	1459.0	872.0
645520	0.0	0.0
63941	1192.0	514.0
63940	847.0	976.0
63943	348.0	604.0
728517	0.0	0.0
163033	426.0	245.0
258010	2298.0	911.0
63947	0.0	0.0
63946	2.0	12.0
728513	0.0	0.0
100033803	0.0	0.0
3716	21072.0	17338.0
100033804	0.0	0.0
3717	1861.0	1163.0
100033805	0.0	0.0
3718	450.0	698.0
63939	1529.0	772.0
100033806	0.0	0.0
100190799	11.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	242.0	44.0
3710	5533.0	4559.0
3712	6685.0	1786.0
3713	9.0	1.0
3714	2868.0	1144.0
63950	2.0	2.0
728505	1.0	0.0
63951	43.0	131.0
100033807	0.0	0.0
728501	68.0	27.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	21297.0	7120.0
100033814	0.0	0.0
3727	17562.0	6988.0
63948	0.0	3.0
100033815	0.0	0.0
222052	0.0	0.0
3728	22945.0	21071.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	3301.0	2815.0
151056	483.0	217.0
3725	39406.0	15569.0
645528	1.0	2.0
728532	24.0	31.0
163059	540.0	378.0
728538	0.0	19.0
728537	410.0	35.0
63967	22.0	136.0
3737	30.0	14.0
3738	175.0	65.0
3739	1.0	1.0
645538	0.0	0.0
3730	2241.0	1374.0
3732	8121.0	7005.0
3734	0.0	0.0
3735	12580.0	7611.0
3736	380.0	224.0
63970	247.0	46.0
3750	287.0	364.0
63971	10390.0	5171.0
63974	0.0	0.0
163049	4084.0	2690.0
63973	395.0	2.0
63976	69.0	63.0
222068	6966.0	4836.0
63978	0.0	0.0
63977	962.0	433.0
63979	761.0	423.0
728524	0.0	0.0
3748	630.0	160.0
163051	35.0	44.0
3749	3257.0	541.0
163050	76.0	37.0
3741	5.0	112.0
645548	10.0	32.0
3743	4.0	6.0
3744	0.0	0.0
3745	444.0	353.0
3746	37.0	5.0
3747	745.0	3.0
285671	1150.0	729.0
285672	2331.0	1602.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	171.0	16.0
285676	175.0	149.0
3761	0.0	0.0
100128657	0.0	0.0
285679	8.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	303.0	851.0
283008	1.0	0.0
3751	161.0	1188.0
100873435	0.0	0.0
3752	1721.0	209.0
100873434	0.0	0.0
3753	97.0	3.0
100873433	0.0	0.0
3754	88.0	19.0
100873432	0.0	0.0
3755	141.0	51.0
100873439	0.0	0.0
3756	17.0	6.0
100873438	0.0	0.0
3757	123.0	16.0
100873437	0.0	0.0
3758	10.0	2.0
100873436	0.0	0.0
100873420	4.0	3.0
3770	246.0	231.0
3772	54.0	353.0
100861458	0.0	0.0
100861453	45.0	21.0
100861455	0.0	2.0
1107	16672.0	9786.0
1106	15595.0	3669.0
1105	6794.0	1827.0
1104	2552.0	2145.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2414.0	1703.0
1101	1067.0	2838.0
3762	273.0	476.0
100873424	0.0	0.0
3763	5.0	63.0
100128640	639.0	43.0
100873423	0.0	0.0
3764	1292.0	1518.0
100873422	0.0	0.0
3765	18.0	1.0
100873421	6.0	2.0
3766	24.0	11.0
100873428	0.0	0.0
3767	356.0	43.0
100873427	0.0	0.0
3768	36.0	120.0
1109	0.0	1.0
100873426	1.0	0.0
1108	21637.0	13219.0
3769	49.0	1.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	57.0	43.0
100873453	0.0	0.0
3781	125.0	99.0
100873452	0.0	0.0
3782	382.0	1232.0
100873451	0.0	0.0
3783	6134.0	2967.0
100873450	0.0	0.0
1121	2481.0	1297.0
100861468	0.0	0.0
1120	237.0	109.0
100861469	0.0	0.0
1118	94.0	44.0
1117	2317.0	263.0
1116	2962.0	1045.0
1114	1831.0	13.0
1113	76.0	3.0
1112	9728.0	6252.0
1111	447.0	562.0
3773	66.0	18.0
100873457	1.0	0.0
100873456	2.0	0.0
3775	670.0	724.0
100873455	0.0	0.0
3776	510.0	273.0
100873454	0.0	0.0
3777	674.0	26.0
3778	3267.0	3279.0
3779	3841.0	379.0
100873459	0.0	0.0
1119	4668.0	2555.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	694.0	4067.0
100128628	7.0	1.0
3791	4277.0	6531.0
100873442	0.0	0.0
3792	29.0	9.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	21.0	19.0
1131	750.0	350.0
1130	3554.0	1672.0
100861476	0.0	0.0
1129	0.0	10.0
1128	1414.0	762.0
1124	338.0	197.0
1123	780.0	1762.0
1122	2420.0	1716.0
100861470	0.0	0.0
3784	630.0	518.0
100873446	0.0	0.0
3785	22.0	2.0
100873445	0.0	0.0
3786	339.0	635.0
100873444	0.0	0.0
3787	126.0	72.0
100873443	0.0	0.0
3788	6.0	108.0
100873449	9.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	345.0	42.0
100128618	0.0	0.0
728597	0.0	0.0
100128617	3.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	243.0	21.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	5.0	21.0
285634	4.0	4.0
1142	0.0	0.0
1141	238.0	8.0
285636	3363.0	2829.0
1140	616.0	680.0
728599	13.0	3.0
1139	49.0	21.0
1138	84.0	44.0
1137	0.0	0.0
100861485	0.0	0.0
1136	15.0	46.0
1135	4.0	1.0
1134	13.0	74.0
1133	32.0	12.0
3795	432.0	112.0
100873479	3.0	4.0
3796	2818.0	1181.0
100873478	0.0	0.0
3797	1560.0	1736.0
100873477	0.0	0.0
3798	347.0	38.0
100873476	0.0	0.0
3799	20064.0	9232.0
100873460	0.0	0.0
728586	31.0	14.0
285641	3.0	7.0
100873464	2.0	3.0
100873463	0.0	0.0
100873462	3.0	0.0
285643	2.0	0.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	3298.0	974.0
1153	38810.0	7336.0
1152	834.0	6355.0
285647	38.0	17.0
728589	29.0	7.0
728588	1.0	3.0
1149	2402.0	3.0
1147	2000.0	1239.0
1146	8.0	0.0
1145	149.0	109.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	1.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	244.0	724.0
1163	1284.0	746.0
285659	0.0	0.0
1161	598.0	437.0
1160	545.0	114.0
1159	199.0	250.0
1158	2.0	11.0
1157	0.0	0.0
1155	1902.0	2542.0
550643	1593.0	1770.0
283025	0.0	2.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	1.0	1.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2460.0	5229.0
1175	2304.0	6401.0
285668	48.0	2.0
1174	1953.0	2095.0
1173	15899.0	24958.0
550631	160.0	132.0
100873489	0.0	0.0
283014	12.0	2.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	32.0	0.0
1186	3442.0	2468.0
1185	2292.0	1099.0
1184	444.0	885.0
1183	682.0	789.0
1182	11154.0	4558.0
1181	448.0	159.0
440375	44.0	24.0
1180	68.0	8.0
1179	2.0	0.0
1178	0.0	0.0
283089	11.0	2.0
85495	0.0	0.0
85480	320.0	23.0
283080	1.0	0.0
1198	3936.0	1636.0
1197	0.0	1.0
1196	2674.0	1480.0
1195	7086.0	3614.0
440366	9.0	2.0
1193	1245.0	1168.0
1192	11894.0	26184.0
1191	49118.0	11228.0
1188	26.0	14.0
283078	316.0	41.0
85486	11.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	82.0	31.0
440396	82.0	32.0
128609	0.0	0.0
128602	0.0	1.0
440387	7.0	0.0
128674	1.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	1.0
126014	67.0	147.0
440335	791.0	590.0
100128690	0.0	0.0
114034	1170.0	449.0
126006	134.0	12.0
114036	21.0	66.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	45.0	13.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	26.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	1.0	5.0
200728	239.0	139.0
440356	5.0	21.0
440354	132.0	25.0
440352	2.0	2.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	17.0	1.0
100873410	0.0	0.0
100873417	3.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	140.0	34.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	172.0	69.0
200734	6303.0	4162.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	5.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	5.0	2.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4604.0	4503.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	9.0	4.0
165530	77.0	10.0
85409	251.0	730.0
106481385	1.0	0.0
106481386	0.0	0.0
85416	2.0	0.0
106481383	2.0	0.0
85417	81.0	12.0
106481384	0.0	0.0
103106903	5.0	0.0
85414	514.0	426.0
106481389	0.0	0.0
85415	6067.0	1469.0
106481387	0.0	0.0
85413	21.0	3.0
106481388	8.0	3.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	2.0	10.0
106481380	0.0	0.0
11	0.0	0.0
403341	1060.0	836.0
12	1139.0	30.0
13	30.0	183.0
14	7696.0	4638.0
15	6.0	0.0
16	9039.0	6239.0
645455	24.0	17.0
18	2370.0	676.0
19	4464.0	3651.0
128580	24.0	10.0
85407	213.0	345.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1954.0	982.0
106481395	0.0	0.0
85403	2116.0	1221.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	4370.0	1748.0
106481390	0.0	0.0
21	5186.0	1233.0
106481391	0.0	0.0
22	2341.0	1051.0
153571	509.0	133.0
153572	6222.0	659.0
23	5311.0	4917.0
24	589.0	73.0
25	11108.0	6828.0
26	13.0	15.0
27	3983.0	3812.0
28	622.0	69.0
29	6551.0	3967.0
153579	3091.0	438.0
728615	0.0	0.0
728614	0.0	0.0
200765	949.0	244.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	25.0	26.0
102466518	1.0	0.0
102466516	1.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	2.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	1393.0	623.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	3293.0	2013.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	317.0	43.0
106481366	0.0	0.0
30	2916.0	2186.0
106481360	0.0	0.0
31	7003.0	3180.0
32	10472.0	700.0
33	212.0	65.0
34	4337.0	4650.0
35	1630.0	377.0
153562	1743.0	597.0
36	9193.0	1239.0
37	21025.0	6641.0
38	4315.0	1909.0
440307	17.0	2.0
39	1304.0	1494.0
165545	14.0	200.0
106481369	0.0	0.0
728606	173.0	1.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	2.0	0.0
40	5.0	8.0
106481370	0.0	0.0
41	1762.0	416.0
106481371	0.0	0.0
43	115.0	19.0
645486	0.0	0.0
47	10119.0	9075.0
48	5441.0	3558.0
49	47.0	7.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	6.0	6.0
106481340	0.0	0.0
85458	6100.0	2617.0
