id	b07b373c-29e1-4e88-a3a9-783568cc12eb	f8c2f22d-5254-46c1-9b7d-429e5ac2854e
3669	326.0	232.0
100873327	0.0	0.0
1009	3325.0	15050.0
100873326	0.0	0.0
100873350	0.0	0.0
116729	2.0	31.0
728477	1.0	6.0
3680	4236.0	1125.0
3681	19.0	28.0
100128733	0.0	2.0
100873354	0.0	0.0
3682	1388.0	882.0
100873353	0.0	0.0
3683	908.0	9341.0
100873352	3.0	0.0
128710	511.0	2679.0
3684	1737.0	1508.0
100873351	0.0	0.0
285512	129.0	40.0
1022	903.0	2967.0
285513	886.0	489.0
1021	2742.0	1253.0
1020	406.0	795.0
440299	0.0	0.0
1019	2797.0	7291.0
128709	0.0	0.0
1018	28.0	19.0
1017	750.0	6227.0
1016	3.0	3.0
1015	9.0	13.0
1014	0.0	4.0
1013	6.0	38.0
1012	5998.0	1230.0
116730	31.0	38.0
3674	141.0	139.0
100873358	0.0	0.0
3675	2230.0	2493.0
100873357	1.0	0.0
3676	465.0	456.0
100128731	6863.0	7211.0
100873356	0.0	0.0
3678	7141.0	10866.0
3679	38492.0	466.0
100873359	0.0	0.0
728464	54.0	23.0
728463	15.0	22.0
100128725	0.0	0.0
3690	618.0	342.0
3691	3054.0	4393.0
100873343	1.0	0.0
3692	3769.0	9378.0
3693	29569.0	21500.0
285521	1311.0	1810.0
100873342	0.0	0.0
3694	102.0	4842.0
100873341	0.0	0.0
3695	130.0	133.0
100873340	0.0	0.0
100128723	0.0	8.0
1033	66.0	946.0
1032	411.0	400.0
285525	2.0	0.0
1031	7374.0	1657.0
285527	6786.0	9507.0
1030	7455.0	1176.0
728468	0.0	0.0
440288	141.0	67.0
1029	48.0	971.0
440295	67.0	338.0
1028	8848.0	496.0
1027	4589.0	9180.0
1026	3841.0	16757.0
1025	2704.0	4960.0
1024	1005.0	1118.0
3685	12083.0	13946.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	397.0	1214.0
100873345	1.0	1.0
3688	121514.0	39322.0
100873344	1.0	0.0
3689	4005.0	3142.0
100873349	1.0	1.0
100873348	0.0	0.0
100873372	1.0	2.0
100873371	4.0	2.0
100873370	0.0	0.0
728498	50.0	8.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	36.0	35.0
100873375	0.0	0.0
100128710	0.0	1.0
285533	35.0	20.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	0.0	13.0
1043	668.0	326.0
1041	2.0	6.0
1040	134.0	12554.0
1039	1546.0	5608.0
1038	188.0	10.0
1036	11564.0	92.0
3696	158.0	2947.0
3697	11.0	1.0
100873379	0.0	0.0
3698	17.0	73.0
100873378	5.0	1.0
3699	139.0	14.0
100873377	0.0	0.0
728486	6.0	1.0
100873361	1.0	4.0
105373869	5.0	1904.0
100873360	0.0	0.0
285540	148.0	219.0
100128705	2.0	6.0
100873365	0.0	1.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	1.0
100873362	0.0	0.0
100128701	1.0	3.0
1054	5216.0	3598.0
285547	0.0	0.0
1053	3.0	7.0
285548	2.0	16.0
1052	1818.0	1029.0
1051	5938.0	4385.0
728489	3.0	4.0
1050	20585.0	596.0
100128707	0.0	0.0
1048	3.0	3657.0
1047	86.0	987.0
1046	0.0	0.0
1045	5.0	0.0
100873369	4.0	8.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	4.0	3.0
1066	35513.0	138.0
1063	354.0	12720.0
1062	178.0	2050.0
1061	3.0	7.0
1060	1737.0	3248.0
440253	424.0	63.0
1059	6689.0	9677.0
1058	27.0	326.0
1057	0.0	2.0
85379	5409.0	7179.0
114112	1071.0	1340.0
1056	30.0	125.0
85377	1707.0	2228.0
85378	2497.0	1938.0
128745	0.0	0.0
85376	8.0	21.0
440248	589.0	437.0
1075	7891.0	1134.0
1074	10.0	77.0
1073	7179.0	1501.0
1072	27552.0	43407.0
1071	1652.0	43.0
440243	0.0	0.0
1070	900.0	2840.0
1069	3140.0	13139.0
1068	0.0	0.0
85369	2305.0	2273.0
85366	3.0	23.0
85364	1386.0	2938.0
85365	1616.0	4344.0
85363	1717.0	1009.0
85360	2104.0	1005.0
1080	39.0	35.0
85391	7.0	39.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	6.0	1.0
153733	431.0	448.0
1087	5.0	14.0
1086	2.0	2.0
440279	26.0	0.0
1085	17.0	31.0
1084	20.0	4.0
440278	140.0	172.0
1082	0.0	0.0
403294	0.0	0.0
440275	7073.0	5079.0
1081	0.0	149.0
85397	1.0	23.0
85395	329.0	620.0
403285	0.0	0.0
1091	0.0	0.0
1090	2.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	2.0
1097	0.0	0.0
1096	1.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	1.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	1.0	0.0
440270	353.0	179.0
1089	17.0	2.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	10.0	5.0
285598	747.0	1081.0
126133	1554.0	1170.0
128790	0.0	8.0
126129	181.0	153.0
126123	0.0	0.0
442862	0.0	0.0
126119	773.0	727.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	2.0
442894	0.0	0.0
442895	0.0	1.0
114131	0.0	0.0
442896	2.0	1.0
114132	114.0	12.0
442897	0.0	0.0
442898	4.0	2.0
114134	802.0	742.0
442899	0.0	0.0
100128790	0.0	0.0
128760	2.0	3.0
100128788	37.0	350.0
100128787	1.0	0.0
440225	0.0	0.0
440224	0.0	1.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	1.0
128756	0.0	0.0
100128782	231.0	287.0
100128781	0.0	4.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	3.0
403234	0.0	0.0
403235	1.0	0.0
403236	0.0	0.0
63982	1132.0	17.0
102466616	0.0	0.0
126052	0.0	0.0
151009	50.0	42.0
403227	0.0	0.0
403228	0.0	0.0
138046	2.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	18.0	20.0
403223	1.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	29.0	1642.0
107131122	1.0	3.0
138050	11305.0	21469.0
403219	0.0	0.0
151011	7569.0	3440.0
645587	2.0	2.0
165679	9.0	352.0
126037	12.0	44.0
114049	3111.0	7595.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	717.0	825.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1824.0	3362.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	198.0	268.0
100033820	0.0	0.0
106481480	0.0	1.0
106481481	0.0	0.0
138065	3.0	602.0
645598	1.0	0.0
163007	4.0	107.0
114038	2.0	1.0
645591	3.0	1.0
106481495	2.0	0.0
114041	0.0	12.0
106481496	0.0	0.0
114042	0.0	1.0
106481493	0.0	0.0
114043	47.0	8.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	155.0	379.0
126017	464.0	1355.0
106481497	2.0	4.0
106481498	0.0	1.0
85303	0.0	0.0
85300	1.0	0.0
85301	370.0	2238.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	0.0	0.0
102466656	6.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	667.0	1095.0
106481459	0.0	0.0
26994	14400.0	7463.0
106481457	1.0	15.0
26995	1775.0	4378.0
106481458	0.0	0.0
403271	0.0	1.0
26998	0.0	0.0
403272	2.0	0.0
102466659	0.0	0.0
26999	697.0	7780.0
403273	0.0	0.0
102466658	0.0	2.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	2.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1840.0	2107.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	1.0	0.0
403263	0.0	14.0
403264	0.0	0.0
403265	2.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	10023.0	31.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	85.0	549.0
106481470	4.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	534.0	2080.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	1.0
106481437	0.0	0.0
26974	212.0	423.0
153657	11.0	275.0
106481438	0.0	41.0
106481435	0.0	0.0
26973	844.0	2891.0
165631	133.0	41.0
106481436	0.0	0.0
26978	8.0	8.0
126075	451.0	985.0
106481439	0.0	0.0
403250	0.0	0.0
126074	114.0	260.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1378.0	1470.0
106481444	9.0	17.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	6489.0	990.0
85354	0.0	0.0
85352	45.0	331.0
403241	0.0	0.0
344462	0.0	4.0
403244	0.0	0.0
403245	0.0	0.0
153642	513.0	719.0
153643	2.0	1863.0
403247	0.0	0.0
403248	0.0	0.0
26985	5944.0	6889.0
106481448	0.0	0.0
26986	59619.0	100883.0
126069	165.0	163.0
106481449	0.0	0.0
126068	938.0	901.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1058.0	1736.0
106481447	0.0	0.0
106481451	0.0	4.0
106481452	0.0	0.0
106481450	0.0	1.0
114088	44.0	2694.0
106481455	0.0	0.0
85349	0.0	364.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	3.0
85347	0.0	0.0
26980	2.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	1.0	35.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	27.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	1.0	5.0
100873392	0.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1928.0	4713.0
100873390	0.0	0.0
728556	46.0	111.0
106481419	1.0	2.0
100128817	0.0	0.0
728558	148.0	159.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	383.0	894.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	265.0
100873380	0.0	8.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	1.0
285600	131.0	1041.0
100873384	0.0	0.0
285601	12.0	5.0
106481426	0.0	0.0
106481427	0.0	3.0
222005	0.0	1.0
63910	65.0	211.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	704.0	1343.0
222008	22.0	30.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	4007.0	6827.0
63904	0.0	0.0
106481430	1.0	2.0
163071	48.0	184.0
63906	830.0	725.0
106481433	0.0	0.0
63908	751.0	1111.0
106481434	0.0	0.0
106481431	1.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	5.0
285613	17.0	130.0
63920	350.0	823.0
63923	3379.0	184.0
63922	173.0	1493.0
728577	798.0	49.0
63925	1189.0	2830.0
63924	60045.0	79.0
63916	3008.0	8225.0
63917	4592.0	4056.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	3.0
728564	0.0	4.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1821.0	2983.0
106481402	2.0	0.0
63931	2814.0	4243.0
106481403	0.0	3.0
63934	275.0	1054.0
728567	2.0	1.0
106481408	0.0	0.0
163088	7.0	3.0
63933	4391.0	3931.0
106481409	1.0	0.0
106481406	0.0	0.0
63935	2823.0	4420.0
163087	813.0	712.0
728568	383.0	680.0
106481407	11.0	14.0
3704	1296.0	3308.0
3705	19928.0	12840.0
63926	907.0	3988.0
3706	5.0	89.0
63929	1767.0	3165.0
3707	6296.0	8029.0
63928	3.0	0.0
3708	5897.0	6813.0
106481411	0.0	0.0
3709	6267.0	12453.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	9.0	7.0
3702	168.0	20.0
3703	8516.0	18032.0
645506	2.0	0.0
151050	1565.0	1941.0
645520	0.0	0.0
63941	1065.0	5452.0
63940	926.0	638.0
63943	235.0	755.0
728517	0.0	0.0
163033	212.0	530.0
258010	627.0	4305.0
63947	0.0	0.0
63946	1.0	6.0
728513	6.0	1.0
100033803	0.0	0.0
3716	37814.0	20176.0
100033804	0.0	0.0
3717	3414.0	869.0
100033805	0.0	0.0
3718	246.0	119.0
63939	1607.0	1649.0
100033806	0.0	0.0
100190799	14.0	10.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	181.0	161.0
3710	2187.0	11059.0
3712	4646.0	8747.0
3713	0.0	54.0
3714	2224.0	1926.0
63950	2.0	0.0
728505	2.0	2.0
63951	284.0	8.0
100033807	0.0	0.0
728501	20.0	37.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	4070.0	4594.0
100033814	0.0	0.0
3727	7131.0	7737.0
63948	0.0	0.0
100033815	0.0	0.0
222052	13.0	0.0
3728	7070.0	24922.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1320.0	2414.0
151056	245.0	164.0
3725	10474.0	10592.0
645528	16.0	4.0
728532	29.0	39.0
163059	205.0	499.0
728538	0.0	0.0
728537	153.0	449.0
63967	125.0	619.0
3737	179.0	2.0
3738	25.0	13.0
3739	157.0	0.0
645538	0.0	0.0
3730	2366.0	863.0
3732	2325.0	6115.0
3734	0.0	0.0
3735	8832.0	11298.0
3736	65.0	11.0
63970	0.0	33.0
3750	246.0	202.0
63971	13218.0	8292.0
63974	0.0	0.0
163049	2350.0	2163.0
63973	0.0	5.0
63976	469.0	14.0
222068	4766.0	12374.0
63978	0.0	0.0
63977	517.0	989.0
63979	441.0	2136.0
728524	0.0	0.0
3748	94.0	2359.0
163051	14.0	36.0
3749	935.0	536.0
163050	44.0	57.0
3741	113.0	5.0
645548	25.0	17.0
3743	1.0	3.0
3744	1.0	0.0
3745	4959.0	63.0
3746	3.0	59.0
3747	0.0	2.0
285671	1234.0	421.0
285672	2237.0	2846.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	13.0	2.0
285676	84.0	73.0
3761	0.0	8.0
100128657	0.0	0.0
285679	1.0	7.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	387.0	314.0
283008	0.0	0.0
3751	1299.0	160.0
100873435	0.0	0.0
3752	3365.0	999.0
100873434	0.0	0.0
3753	14.0	73.0
100873433	0.0	0.0
3754	6.0	4442.0
100873432	0.0	0.0
3755	8.0	251.0
100873439	0.0	0.0
3756	6.0	2429.0
100873438	0.0	0.0
3757	22.0	185.0
100873437	0.0	0.0
3758	10.0	3.0
100873436	0.0	0.0
100873420	3.0	0.0
3770	31.0	48.0
3772	276.0	42.0
100861458	0.0	0.0
100861453	14.0	13.0
100861455	0.0	0.0
1107	6424.0	36664.0
1106	6740.0	9677.0
1105	3004.0	14317.0
1104	724.0	4785.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2410.0	562.0
1101	87.0	52.0
3762	509.0	133.0
100873424	0.0	0.0
3763	6.0	18.0
100128640	99.0	324.0
100873423	0.0	0.0
3764	3479.0	321.0
100873422	0.0	0.0
3765	6.0	5.0
100873421	0.0	2.0
3766	10.0	56.0
100873428	0.0	0.0
3767	114.0	1647.0
100873427	0.0	0.0
3768	279.0	54.0
1109	28.0	1.0
100873426	0.0	7.0
1108	12428.0	37246.0
3769	2.0	8.0
100873425	0.0	2.0
100128637	2.0	0.0
100128639	0.0	0.0
3780	2.0	108.0
100873453	0.0	0.0
3781	22.0	82.0
100873452	0.0	0.0
3782	475.0	729.0
100873451	0.0	0.0
3783	73.0	895.0
100873450	0.0	0.0
1121	2503.0	3709.0
100861468	0.0	0.0
1120	211.0	116.0
100861469	0.0	0.0
1118	140.0	122.0
1117	836.0	2581.0
1116	657.0	2273.0
1114	13.0	1.0
1113	2.0	8.0
1112	20518.0	2875.0
1111	296.0	2397.0
3773	41.0	0.0
100873457	0.0	2.0
100873456	0.0	0.0
3775	59.0	3497.0
100873455	0.0	0.0
3776	49.0	764.0
100873454	0.0	0.0
3777	128.0	51.0
3778	1159.0	331.0
3779	206.0	71.0
100873459	2.0	0.0
1119	795.0	3344.0
100128627	0.0	15.0
100128626	0.0	0.0
3790	286.0	5974.0
100128628	0.0	4.0
3791	12455.0	1675.0
100873442	0.0	0.0
3792	8.0	29.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	45.0
1132	10.0	43.0
1131	110.0	32.0
1130	5385.0	4709.0
100861476	0.0	0.0
1129	9.0	0.0
1128	0.0	146.0
1124	445.0	162.0
1123	822.0	943.0
1122	974.0	12330.0
100861470	0.0	0.0
3784	614.0	1446.0
100873446	0.0	0.0
3785	3.0	6.0
100873445	0.0	0.0
3786	170.0	1523.0
100873444	0.0	0.0
3787	4.0	6.0
100873443	0.0	0.0
3788	21.0	13.0
100873449	4.0	17.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	49.0	120.0
100128618	0.0	3.0
728597	2.0	0.0
100128617	2.0	4.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	48.0	8.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	9.0	7.0
285634	17.0	3.0
1142	1.0	0.0
1141	6.0	27.0
285636	2873.0	5709.0
1140	730.0	669.0
728599	0.0	4.0
1139	28.0	22.0
1138	10.0	149.0
1137	3.0	0.0
100861485	0.0	0.0
1136	3.0	81.0
1135	1.0	15.0
1134	29.0	127.0
1133	4.0	10.0
3795	416.0	91.0
100873479	4.0	0.0
3796	1987.0	4647.0
100873478	1.0	0.0
3797	519.0	556.0
100873477	5.0	0.0
3798	11.0	11.0
100873476	0.0	0.0
3799	22906.0	23444.0
100873460	0.0	0.0
728586	36.0	21.0
285641	0.0	1.0
100873464	1.0	6.0
100873463	0.0	0.0
100873462	0.0	2.0
285643	2.0	6.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	310.0	13699.0
1153	15020.0	15811.0
1152	4781.0	1462.0
285647	11.0	87.0
728589	24.0	18.0
728588	1.0	21.0
1149	13579.0	46.0
1147	2586.0	2864.0
1146	0.0	0.0
1145	208.0	184.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	2.0
100873494	0.0	0.0
1164	86.0	1644.0
1163	1676.0	1980.0
285659	0.0	0.0
1161	803.0	923.0
1160	708.0	177.0
1159	32.0	9.0
1158	2.0	1.0
1157	0.0	0.0
1155	2055.0	2858.0
550643	665.0	633.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	4668.0	6794.0
1175	3071.0	5104.0
285668	102.0	1.0
1174	1366.0	5336.0
1173	19468.0	30407.0
550631	30.0	354.0
100873489	0.0	0.0
283014	8.0	3.0
100873488	0.0	2.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	45.0	244.0
1186	3319.0	9430.0
1185	2580.0	1322.0
1184	862.0	754.0
1183	1290.0	115.0
1182	7477.0	13992.0
1181	127.0	1071.0
440375	44.0	47.0
1180	10.0	5.0
1179	1.0	0.0
1178	5.0	0.0
283089	9.0	5.0
85495	0.0	0.0
85480	292.0	1.0
283080	0.0	0.0
1198	2494.0	1419.0
1197	1.0	3.0
1196	1386.0	6076.0
1195	5704.0	7276.0
440366	1.0	2.0
1193	2507.0	236.0
1192	15822.0	18177.0
1191	106151.0	80952.0
1188	26.0	5.0
283078	526.0	23128.0
85486	2.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	66.0	3.0
440396	19.0	315.0
128609	0.0	0.0
128602	1.0	1704.0
440387	1.0	6.0
128674	0.0	0.0
128676	2.0	0.0
114026	0.0	0.0
100861402	1.0	1.0
126014	104.0	245.0
440335	6.0	8899.0
100128690	0.0	0.0
114034	543.0	1101.0
126006	4.0	316.0
114036	612.0	35.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	38.0	35.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	2.0	2.0
100861429	0.0	0.0
128653	1.0	27.0
200728	323.0	306.0
440356	1.0	57.0
440354	65.0	214.0
440352	1.0	2.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	4.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	1.0	41.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	1.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	4.0	1.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	120.0	338.0
200734	3772.0	4647.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	7.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	4.0	2.0
100873402	0.0	0.0
100873401	0.0	3.0
100873400	0.0	0.0
100128665	1.0	0.0
128637	5617.0	10736.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	6.0	5.0
165530	26.0	8.0
85409	22.0	441.0
106481385	0.0	0.0
106481386	0.0	2.0
85416	1.0	79.0
106481383	5.0	6.0
85417	126.0	181.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	95.0	239.0
106481389	0.0	0.0
85415	83.0	16119.0
106481387	0.0	0.0
85413	19.0	5.0
106481388	3.0	6.0
645436	0.0	0.0
106481381	1.0	3.0
106481382	0.0	3.0
10	6.0	380.0
106481380	0.0	0.0
11	0.0	230.0
403341	1640.0	1791.0
12	3.0	2993.0
13	906.0	2.0
14	6988.0	9537.0
15	4.0	2.0
16	11089.0	16400.0
645455	10.0	11.0
18	595.0	11100.0
19	21105.0	5252.0
128580	3.0	7.0
85407	406.0	267.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1662.0	4063.0
106481395	0.0	0.0
85403	1878.0	5189.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	5987.0	7282.0
106481390	0.0	0.0
21	3573.0	38767.0
106481391	0.0	0.0
22	1879.0	2450.0
153571	294.0	1065.0
153572	264.0	7307.0
23	5242.0	7275.0
24	98.0	137.0
25	8807.0	9453.0
26	22.0	2.0
27	2351.0	9907.0
28	425.0	1819.0
29	4923.0	10881.0
153579	17316.0	477.0
728615	2.0	0.0
728614	0.0	0.0
200765	107.0	477.0
106481358	0.0	2.0
106481359	0.0	0.0
728611	49.0	16.0
102466518	1.0	0.0
102466516	6.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	724.0	474.0
106481362	1.0	0.0
106481367	0.0	2.0
85437	3534.0	4874.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	322.0	733.0
106481366	0.0	0.0
30	4664.0	3941.0
106481360	0.0	0.0
31	9271.0	8679.0
32	50961.0	2167.0
33	2182.0	85.0
34	8796.0	4291.0
35	5512.0	1556.0
153562	72.0	5122.0
36	4678.0	9688.0
37	25872.0	20984.0
38	14191.0	11374.0
440307	7.0	16.0
39	862.0	2448.0
165545	0.0	125.0
106481369	0.0	0.0
728606	0.0	44.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	0.0
106481378	3.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	2.0	6.0
106481370	0.0	0.0
41	222.0	467.0
106481371	0.0	0.0
43	25.0	36.0
645486	0.0	0.0
47	9944.0	30742.0
48	41024.0	4861.0
49	31.0	3.0
106481338	0.0	0.0
106481339	2.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	12.0	8.0
106481340	0.0	0.0
85458	8073.0	2920.0
