id	57cbdd69-7be9-4865-86dd-82bfb0ea803d	4791874c-5ef8-4fbf-8085-055a28057529
1003	8088.0	1500.0
1002	163.0	87.0
1001	2184.0	623.0
3663	288.0	109.0
100873325	0.0	0.0
3664	3964.0	5237.0
100873324	0.0	3.0
3665	471.0	653.0
100873323	0.0	0.0
100873322	0.0	1.0
3667	5303.0	16131.0
100873329	0.0	2.0
285590	5232.0	1897.0
100873328	0.0	2.0
3669	368.0	382.0
100873327	0.0	0.0
1009	1779.0	2354.0
100873326	0.0	3.0
100873350	0.0	0.0
116729	1.0	8.0
728477	1.0	23.0
3680	2757.0	1596.0
3681	17.0	16.0
100128733	3.0	1.0
100873354	0.0	1.0
3682	608.0	626.0
100873353	1.0	0.0
3683	722.0	1874.0
100873352	6.0	1.0
128710	767.0	4710.0
3684	870.0	353.0
100873351	0.0	0.0
285512	96.0	82.0
1022	1032.0	3360.0
285513	909.0	920.0
1021	1876.0	512.0
1020	334.0	618.0
440299	0.0	0.0
1019	2130.0	2410.0
128709	0.0	0.0
1018	22.0	4.0
1017	1092.0	1326.0
1016	0.0	13.0
1015	17.0	23.0
1014	4.0	3.0
1013	5.0	4.0
1012	3647.0	1017.0
116730	52.0	6.0
3674	41.0	67.0
100873358	0.0	0.0
3675	4324.0	2187.0
100873357	0.0	0.0
3676	213.0	716.0
100128731	3426.0	2659.0
100873356	0.0	0.0
3678	5692.0	4926.0
3679	14000.0	242.0
100873359	0.0	1.0
728464	57.0	4.0
728463	26.0	29.0
100128725	0.0	3.0
3690	339.0	328.0
3691	8032.0	630.0
100873343	0.0	2.0
3692	3872.0	10071.0
3693	14469.0	6938.0
285521	989.0	1365.0
100873342	0.0	0.0
3694	2988.0	657.0
100873341	0.0	0.0
3695	63.0	58.0
100873340	0.0	22.0
100128723	0.0	4.0
1033	45.0	124.0
1032	235.0	204.0
285525	0.0	0.0
1031	2329.0	214.0
285527	3794.0	10915.0
1030	3142.0	1409.0
728468	0.0	0.0
440288	128.0	193.0
1029	137.0	58.0
440295	86.0	81.0
1028	2741.0	1406.0
1027	3466.0	7184.0
1026	4125.0	1169.0
1025	2144.0	1896.0
1024	471.0	427.0
3685	9951.0	16521.0
100873347	1.0	1.0
100873346	0.0	0.0
3687	332.0	373.0
100873345	0.0	0.0
3688	38429.0	26206.0
100873344	0.0	3.0
3689	1974.0	782.0
100873349	1.0	6.0
100873348	0.0	0.0
100873372	0.0	1.0
100873371	0.0	0.0
100873370	0.0	0.0
728498	13.0	10.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	26.0	119.0
100873375	0.0	0.0
100128710	0.0	4.0
285533	41.0	6.0
100873374	2.0	1.0
728495	1.0	0.0
100873373	0.0	0.0
100128712	0.0	2.0
1044	10.0	9.0
1043	171.0	28.0
1041	3.0	59.0
1040	1629.0	3392.0
1039	1431.0	3191.0
1038	25.0	54.0
1036	2362.0	180.0
3696	3006.0	1178.0
3697	3.0	11.0
100873379	0.0	0.0
3698	21.0	22.0
100873378	3.0	11.0
3699	137.0	29.0
100873377	0.0	0.0
728486	7.0	3.0
100873361	0.0	0.0
105373869	11.0	51.0
100873360	0.0	2.0
285540	40.0	119.0
100128705	3.0	3.0
100873365	2.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	1.0
100873362	0.0	0.0
100128701	2.0	4.0
1054	3192.0	4765.0
285547	0.0	2.0
1053	0.0	5.0
285548	3.0	1.0
1052	4180.0	1168.0
1051	2656.0	1900.0
728489	4.0	9.0
1050	4746.0	266.0
100128707	0.0	0.0
1048	64.0	10.0
1047	221.0	835.0
1046	0.0	3.0
1045	6.0	1.0
100873369	5.0	4.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	1.0
105373877	4.0	4.0
1066	13739.0	22.0
1063	557.0	2943.0
1062	136.0	744.0
1061	2.0	41.0
1060	1368.0	4988.0
440253	197.0	22.0
1059	4914.0	5840.0
1058	20.0	53.0
1057	3.0	1.0
85379	6357.0	7892.0
114112	645.0	1535.0
1056	15.0	3.0
85377	1707.0	1173.0
85378	1985.0	2952.0
128745	0.0	0.0
85376	8.0	13.0
440248	564.0	522.0
1075	4256.0	478.0
1074	11.0	58.0
1073	3499.0	995.0
1072	21632.0	8439.0
1071	399.0	46.0
440243	0.0	0.0
1070	516.0	1416.0
1069	2681.0	2804.0
1068	0.0	0.0
85369	1392.0	1749.0
85366	2.0	17.0
85364	1149.0	1245.0
85365	1753.0	1828.0
85363	1051.0	1387.0
85360	1019.0	153.0
1080	63.0	17.0
85391	3.0	336.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	4.0	9.0
153733	313.0	546.0
1087	5.0	2.0
1086	0.0	4.0
440279	34.0	14.0
1085	10.0	2.0
1084	0.0	0.0
440278	126.0	282.0
1082	0.0	0.0
403294	1.0	1.0
440275	4367.0	6832.0
1081	33.0	128.0
85397	13.0	8.0
85395	305.0	208.0
403285	0.0	0.0
1091	0.0	1.0
1090	0.0	3.0
403288	0.0	0.0
403289	0.0	0.0
1098	1.0	8.0
1097	0.0	1.0
1096	0.0	1.0
1095	0.0	3.0
403281	0.0	0.0
403282	0.0	2.0
1094	0.0	4.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	2.0
440270	521.0	319.0
1089	16.0	7.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	1.0	5.0
285598	518.0	667.0
126133	1262.0	1469.0
128790	0.0	1.0
126129	132.0	49.0
126123	1.0	2.0
442862	0.0	0.0
126119	396.0	178.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	7.0
128774	0.0	1.0
442893	0.0	16.0
442894	0.0	2.0
442895	0.0	1.0
114131	1.0	3.0
442896	0.0	3.0
114132	34.0	4.0
442897	0.0	0.0
442898	3.0	0.0
114134	447.0	773.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	6.0
100128788	88.0	208.0
100128787	0.0	0.0
440225	0.0	1.0
440224	11.0	3.0
442890	0.0	0.0
442891	0.0	0.0
442892	3.0	3.0
128756	1.0	3.0
100128782	88.0	175.0
100128781	0.0	59.0
403230	0.0	1.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	1.0
403234	0.0	0.0
403235	3.0	8.0
403236	0.0	0.0
63982	404.0	11.0
102466616	0.0	0.0
126052	0.0	0.0
151009	43.0	29.0
403227	4.0	0.0
403228	0.0	0.0
138046	0.0	16.0
645558	0.0	0.0
403229	0.0	0.0
645573	4.0	4.0
645572	0.0	0.0
645571	2.0	5.0
403223	0.0	2.0
403224	0.0	3.0
403226	0.0	0.0
200634	571.0	270.0
107131122	0.0	26.0
138050	8266.0	8515.0
403219	0.0	0.0
151011	4672.0	3019.0
645587	5.0	14.0
165679	311.0	2141.0
126037	48.0	36.0
114049	2259.0	1684.0
106481479	0.0	0.0
100033818	0.0	2.0
100033819	0.0	0.0
85319	1.0	4.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	6.0
106481483	0.0	0.0
85315	361.0	407.0
100033821	0.0	34.0
106481488	0.0	0.0
100033822	0.0	1.0
106481489	0.0	0.0
85313	1340.0	2896.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	118.0	262.0
100033820	0.0	0.0
106481480	1.0	4.0
106481481	0.0	47.0
138065	121.0	9.0
645598	0.0	2.0
163007	4.0	58.0
114038	9.0	3.0
645591	0.0	3.0
106481495	0.0	3.0
114041	13.0	4.0
106481496	0.0	1.0
114042	2.0	12.0
106481493	0.0	0.0
114043	15.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	248.0	574.0
126017	618.0	2531.0
106481497	4.0	19.0
106481498	0.0	1.0
85303	0.0	0.0
85300	0.0	6.0
85301	1266.0	1075.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	5.0
403275	1.0	7.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	1.0
403278	0.0	0.0
26996	1373.0	3830.0
106481459	0.0	0.0
26994	8334.0	6115.0
106481457	4.0	8.0
26995	1803.0	5311.0
106481458	0.0	0.0
403271	0.0	0.0
26998	6.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1045.0	3139.0
403273	0.0	0.0
102466658	0.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	2.0	2.0
106481461	0.0	0.0
104310350	0.0	1.0
106481466	0.0	0.0
26993	1502.0	2641.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	1.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	5.0
403266	0.0	5.0
138009	0.0	2.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	4.0
106481473	0.0	4.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	3399.0	7.0
106481472	0.0	0.0
106481477	0.0	15.0
106481478	0.0	16.0
106481475	0.0	2.0
106481476	0.0	0.0
85320	113.0	412.0
106481470	2.0	3.0
403252	0.0	1.0
403253	0.0	0.0
403254	0.0	1.0
126070	719.0	3765.0
403255	0.0	3.0
403256	0.0	0.0
403257	0.0	2.0
344471	5.0	2.0
106481437	0.0	0.0
26974	237.0	1000.0
153657	40.0	146.0
106481438	14.0	51.0
106481435	0.0	1.0
26973	699.0	1162.0
165631	74.0	32.0
106481436	2.0	17.0
26978	11.0	30.0
126075	396.0	409.0
106481439	0.0	1.0
403250	0.0	0.0
126074	125.0	207.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	977.0	1593.0
106481444	1.0	3.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	6.0
85358	3851.0	525.0
85354	0.0	0.0
85352	133.0	52.0
403241	0.0	1.0
344462	0.0	4.0
403244	0.0	0.0
403245	0.0	4.0
153642	280.0	243.0
153643	6.0	6.0
403247	0.0	1.0
403248	0.0	2.0
26985	3399.0	4489.0
106481448	0.0	0.0
26986	62097.0	40627.0
126069	106.0	240.0
106481449	0.0	0.0
126068	618.0	2430.0
106481446	0.0	0.0
26983	0.0	0.0
26984	629.0	1288.0
106481447	0.0	9.0
106481451	9.0	6.0
106481452	0.0	4.0
106481450	1.0	5.0
114088	272.0	1141.0
106481455	0.0	1.0
85349	34.0	5.0
106481456	0.0	18.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	10.0	20.0
106481454	0.0	4.0
403238	0.0	0.0
85344	4.0	27.0
403239	0.0	1.0
85345	0.0	0.0
85343	0.0	2.0
344454	7.0	31.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	32.0
100873392	6.0	7.0
100873391	0.0	1.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	1.0
100873395	0.0	0.0
100128811	0.0	2.0
106481415	0.0	0.0
106481416	0.0	19.0
106481413	0.0	0.0
106481414	0.0	6.0
63901	1443.0	830.0
100873390	0.0	0.0
728556	24.0	56.0
106481419	0.0	2.0
100128817	0.0	0.0
728558	100.0	339.0
106481417	0.0	1.0
106481418	0.0	0.0
106481422	0.0	14.0
163081	399.0	1016.0
106481423	0.0	2.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	4.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	1.0	0.0
100128801	0.0	0.0
285600	166.0	1359.0
100873384	0.0	0.0
285601	28.0	0.0
106481426	0.0	0.0
106481427	0.0	18.0
222005	2.0	0.0
63910	347.0	572.0
106481424	0.0	4.0
106481425	0.0	1.0
285605	615.0	2300.0
222008	1319.0	2670.0
106481428	0.0	0.0
106481429	0.0	11.0
63905	3045.0	2035.0
63904	0.0	1.0
106481430	0.0	3.0
163071	33.0	165.0
63906	706.0	567.0
106481433	0.0	0.0
63908	715.0	2414.0
106481434	0.0	0.0
106481431	0.0	2.0
106481432	0.0	3.0
100873389	0.0	31.0
100873388	0.0	1.0
285613	22.0	40.0
63920	194.0	717.0
63923	977.0	129.0
63922	438.0	696.0
728577	69.0	5.0
63925	1068.0	1170.0
63924	18429.0	2.0
63916	2700.0	5094.0
63917	2768.0	3005.0
106481400	0.0	1.0
106481401	0.0	0.0
728562	1.0	1.0
728564	3.0	1.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1251.0	2237.0
106481402	0.0	3.0
63931	1596.0	2449.0
106481403	0.0	0.0
63934	476.0	1328.0
728567	5.0	5.0
106481408	0.0	0.0
163088	12.0	10.0
63933	2114.0	2192.0
106481409	0.0	11.0
106481406	0.0	0.0
63935	2725.0	2236.0
163087	604.0	1340.0
728568	332.0	693.0
106481407	10.0	5.0
3704	1184.0	1780.0
3705	8363.0	2880.0
63926	765.0	2138.0
3706	15.0	3.0
63929	1174.0	4777.0
3707	4192.0	1599.0
63928	1.0	0.0
3708	7665.0	77226.0
106481411	0.0	3.0
3709	10369.0	59600.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	25.0	13.0
3702	152.0	48.0
3703	6490.0	7753.0
645506	1.0	0.0
151050	650.0	1710.0
645520	0.0	0.0
63941	1991.0	7373.0
63940	684.0	186.0
63943	202.0	311.0
728517	0.0	0.0
163033	226.0	95.0
258010	1537.0	8462.0
63947	0.0	2.0
63946	2.0	3.0
728513	6.0	0.0
100033803	0.0	5.0
3716	15932.0	13638.0
100033804	0.0	1.0
3717	1562.0	3268.0
100033805	0.0	1.0
3718	324.0	191.0
63939	845.0	2131.0
100033806	0.0	18.0
100190799	3.0	37.0
100033800	0.0	1.0
100033801	0.0	1.0
100033802	0.0	0.0
344405	99.0	99.0
3710	2391.0	3029.0
3712	4749.0	4900.0
3713	8.0	2.0
3714	2469.0	1049.0
63950	0.0	1.0
728505	0.0	0.0
63951	172.0	18.0
100033807	0.0	7.0
728501	6.0	15.0
100033808	0.0	7.0
100033809	0.0	1.0
3726	8516.0	1031.0
100033814	0.0	2.0
3727	8577.0	919.0
63948	0.0	0.0
100033815	0.0	4.0
222052	2.0	0.0
3728	12327.0	12606.0
100033816	0.0	25.0
100033817	0.0	2.0
100033810	0.0	3.0
100033811	0.0	0.0
100033812	0.0	4.0
100033813	0.0	0.0
3720	1860.0	5737.0
151056	253.0	40.0
3725	19439.0	1653.0
645528	0.0	3.0
728532	16.0	31.0
163059	232.0	833.0
728538	1.0	49.0
728537	292.0	233.0
63967	44.0	206.0
3737	236.0	9.0
3738	19.0	65.0
3739	15.0	7.0
645538	0.0	0.0
3730	1972.0	3272.0
3732	2208.0	242.0
3734	0.0	1.0
3735	5597.0	3738.0
3736	126.0	6.0
63970	65.0	3.0
3750	162.0	28.0
63971	6197.0	12611.0
63974	1.0	0.0
163049	2084.0	4277.0
63973	7.0	0.0
63976	219.0	13.0
222068	3901.0	5786.0
63978	0.0	4.0
63977	561.0	964.0
63979	417.0	1214.0
728524	0.0	0.0
3748	962.0	342.0
163051	43.0	175.0
3749	1069.0	342.0
163050	40.0	443.0
3741	59.0	32.0
645548	12.0	18.0
3743	0.0	3.0
3744	0.0	3.0
3745	3799.0	187.0
3746	173.0	429.0
3747	11.0	8.0
285671	894.0	1540.0
285672	1501.0	2889.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	565.0	9901.0
285676	40.0	44.0
3761	1.0	3.0
100128657	0.0	0.0
285679	0.0	4.0
100861449	0.0	3.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	502.0	760.0
283008	1.0	0.0
3751	545.0	49.0
100873435	0.0	0.0
3752	3091.0	8103.0
100873434	0.0	0.0
3753	24.0	9.0
100873433	0.0	9.0
3754	270.0	1268.0
100873432	0.0	0.0
3755	36.0	6.0
100873439	0.0	8.0
3756	71.0	814.0
100873438	0.0	0.0
3757	142.0	138.0
100873437	0.0	0.0
3758	8.0	6.0
100873436	0.0	0.0
100873420	2.0	0.0
3770	105.0	62.0
3772	50.0	41.0
100861458	0.0	7.0
100861453	10.0	51.0
100861455	0.0	0.0
1107	10685.0	14517.0
1106	5756.0	11645.0
1105	3218.0	11118.0
1104	1093.0	2479.0
100873429	0.0	0.0
1103	0.0	1.0
1102	1044.0	419.0
1101	1132.0	381.0
3762	240.0	97.0
100873424	0.0	0.0
3763	1.0	39.0
100128640	132.0	252.0
100873423	0.0	0.0
3764	2461.0	10598.0
100873422	0.0	0.0
3765	0.0	15.0
100873421	3.0	2.0
3766	12.0	13.0
100873428	0.0	0.0
3767	483.0	1149.0
100873427	0.0	2.0
3768	192.0	5.0
1109	7.0	12.0
100873426	0.0	33.0
1108	11410.0	21657.0
3769	3.0	353.0
100873425	0.0	3.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	8.0	12.0
100873453	0.0	0.0
3781	10.0	22.0
100873452	0.0	0.0
3782	399.0	469.0
100873451	0.0	0.0
3783	568.0	40.0
100873450	0.0	0.0
1121	1674.0	5645.0
100861468	0.0	0.0
1120	102.0	82.0
100861469	0.0	10.0
1118	282.0	885.0
1117	964.0	481.0
1116	3105.0	436.0
1114	5.0	4.0
1113	9.0	35.0
1112	9328.0	4606.0
1111	224.0	350.0
3773	788.0	1.0
100873457	1.0	0.0
100873456	0.0	11.0
3775	297.0	14.0
100873455	0.0	1.0
3776	505.0	74.0
100873454	0.0	0.0
3777	305.0	36.0
3778	2338.0	2213.0
3779	1092.0	54.0
100873459	0.0	1.0
1119	1816.0	2462.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	844.0	853.0
100128628	0.0	48.0
3791	3672.0	3783.0
100873442	0.0	0.0
3792	22.0	30.0
100873441	0.0	6.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	44.0	14.0
1131	84.0	153.0
1130	2792.0	7729.0
100861476	0.0	16.0
1129	3.0	3.0
1128	48.0	1.0
1124	312.0	438.0
1123	540.0	356.0
1122	911.0	5269.0
100861470	0.0	0.0
3784	644.0	266.0
100873446	0.0	0.0
3785	0.0	11.0
100873445	0.0	0.0
3786	138.0	342.0
100873444	0.0	0.0
3787	89.0	25.0
100873443	0.0	0.0
3788	33.0	58.0
100873449	5.0	50.0
100873448	0.0	0.0
100873447	0.0	1.0
100873471	0.0	0.0
100873470	0.0	7.0
283050	113.0	68.0
100128618	1.0	16.0
728597	8.0	2.0
100128617	1.0	2.0
100873475	0.0	1.0
100873474	0.0	0.0
728591	20.0	38.0
100873473	0.0	0.0
100873472	0.0	2.0
1143	2.0	2.0
285634	2.0	7.0
1142	0.0	2.0
1141	44.0	20.0
285636	2306.0	3799.0
1140	433.0	795.0
728599	1.0	63.0
1139	11.0	3.0
1138	18.0	20.0
1137	0.0	3.0
100861485	0.0	0.0
1136	6.0	7.0
1135	0.0	0.0
1134	4.0	13.0
1133	12.0	76.0
3795	178.0	133.0
100873479	2.0	9.0
3796	1321.0	3647.0
100873478	0.0	0.0
3797	866.0	650.0
100873477	5.0	0.0
3798	191.0	882.0
100873476	0.0	0.0
3799	15518.0	34222.0
100873460	0.0	1.0
728586	16.0	8.0
285641	0.0	7.0
100873464	1.0	10.0
100873463	0.0	5.0
100873462	6.0	7.0
285643	1.0	8.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	612.0	757.0
1153	16699.0	15170.0
1152	2296.0	787.0
285647	13.0	80.0
728589	12.0	19.0
728588	12.0	1.0
1149	2405.0	4.0
1147	1561.0	2979.0
1146	1.0	117.0
1145	41.0	31.0
1144	0.0	7.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	5.0
100873469	0.0	6.0
100873493	0.0	8.0
100873492	0.0	0.0
100873491	0.0	2.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	188.0	591.0
1163	690.0	550.0
285659	0.0	0.0
1161	505.0	1194.0
1160	689.0	202.0
1159	110.0	115.0
1158	5.0	3.0
1157	0.0	2.0
1155	1826.0	2534.0
550643	936.0	728.0
283025	0.0	4.0
100873499	0.0	0.0
100873498	0.0	4.0
100873482	0.0	1.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	2.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2392.0	1684.0
1175	2078.0	1330.0
285668	76.0	4.0
1174	1105.0	1342.0
1173	11990.0	4495.0
550631	127.0	216.0
100873489	0.0	0.0
283014	5.0	9.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	1.0
283092	0.0	1.0
1187	65.0	57.0
1186	3045.0	4223.0
1185	1198.0	566.0
1184	492.0	530.0
1183	630.0	52.0
1182	6332.0	17775.0
1181	191.0	309.0
440375	28.0	51.0
1180	11.0	8.0
1179	0.0	3.0
1178	0.0	3.0
283089	3.0	16.0
85495	0.0	0.0
85480	86.0	6.0
283080	0.0	1.0
1198	1849.0	1303.0
1197	0.0	1.0
1196	1190.0	590.0
1195	4452.0	6170.0
440366	7.0	7.0
1193	1293.0	231.0
1192	10396.0	10380.0
1191	57220.0	17083.0
1188	23.0	3.0
283078	155.0	17.0
85486	6.0	6.0
128615	0.0	2.0
85481	2.0	6.0
128611	47.0	18.0
440396	32.0	59.0
128609	0.0	0.0
128602	0.0	1.0
440387	0.0	0.0
128674	0.0	12.0
128676	0.0	1.0
114026	0.0	3.0
100861402	7.0	14.0
126014	78.0	10.0
440335	402.0	1895.0
100128690	0.0	3.0
114034	552.0	414.0
126006	136.0	190.0
114036	40.0	33.0
100128696	0.0	2.0
100128688	0.0	0.0
126003	41.0	98.0
100861412	0.0	11.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	2.0	0.0
105180391	0.0	0.0
100128682	0.0	3.0
100128678	0.0	9.0
100861429	0.0	1.0
128653	0.0	1.0
200728	166.0	157.0
440356	21.0	73.0
440354	41.0	177.0
440352	1.0	2.0
100873419	0.0	0.0
100873418	0.0	3.0
100873413	0.0	0.0
128646	0.0	5.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	12.0	35.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	1.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	149.0	84.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	150.0	131.0
200734	3051.0	1494.0
100861431	0.0	1.0
100861434	0.0	0.0
100873409	0.0	3.0
440350	3.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	6.0	23.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	8.0
100128665	0.0	2.0
128637	3685.0	3953.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	10.0	2.0
165530	40.0	5.0
85409	130.0	37.0
106481385	0.0	10.0
106481386	0.0	1.0
85416	4.0	1.0
106481383	6.0	11.0
85417	68.0	117.0
106481384	0.0	0.0
103106903	0.0	1.0
85414	208.0	217.0
106481389	0.0	2.0
85415	2620.0	14313.0
106481387	0.0	0.0
85413	2.0	4.0
106481388	12.0	46.0
645436	0.0	2.0
106481381	0.0	2.0
106481382	0.0	1.0
10	1.0	7.0
106481380	0.0	0.0
11	0.0	0.0
403341	1109.0	1587.0
12	806.0	1287.0
13	3.0	11.0
14	4943.0	5956.0
15	9.0	13.0
16	6778.0	7723.0
645455	9.0	21.0
18	1704.0	5260.0
19	7477.0	14469.0
128580	9.0	6.0
85407	178.0	50.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	1.0
85406	1432.0	3818.0
106481395	0.0	26.0
85403	1611.0	3989.0
106481398	0.0	1.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	2.0	9.0
106481393	0.0	0.0
20	4301.0	1123.0
106481390	0.0	16.0
21	3097.0	4103.0
106481391	0.0	0.0
22	1153.0	2205.0
153571	577.0	185.0
153572	2471.0	4480.0
23	3829.0	3757.0
24	161.0	239.0
25	5968.0	3112.0
26	14.0	9.0
27	2502.0	5407.0
28	365.0	19.0
29	4759.0	3205.0
153579	7904.0	167.0
728615	0.0	0.0
728614	0.0	1.0
200765	166.0	480.0
106481358	1.0	1.0
106481359	0.0	0.0
728611	19.0	42.0
102466518	0.0	41.0
102466516	8.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	1.0	8.0
85439	1007.0	6905.0
106481362	0.0	0.0
106481367	0.0	7.0
85437	2338.0	2345.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	297.0	465.0
106481366	0.0	0.0
30	2758.0	1442.0
106481360	0.0	0.0
31	6240.0	6340.0
32	23983.0	2029.0
33	827.0	1.0
34	3988.0	2894.0
35	2707.0	1656.0
153562	970.0	5298.0
36	16328.0	114556.0
37	15054.0	8203.0
38	4787.0	1927.0
440307	2.0	21.0
39	596.0	1094.0
165545	32.0	39.0
106481369	0.0	0.0
728606	37.0	86.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	7.0
106481378	2.0	3.0
106481379	0.0	2.0
106481376	0.0	7.0
106481377	0.0	0.0
403315	0.0	0.0
40	13.0	18.0
106481370	0.0	0.0
41	322.0	219.0
106481371	0.0	1.0
43	59.0	14.0
645486	1.0	1.0
47	7612.0	13331.0
48	14297.0	3303.0
49	37.0	10.0
106481338	0.0	0.0
106481339	1.0	0.0
106481336	0.0	0.0
106481337	0.0	3.0
106481341	0.0	0.0
106481342	1.0	2.0
106481340	2.0	7.0
85458	4291.0	903.0
106481345	0.0	0.0
85459	535.0	1641.0
106481346	0.0	1.0
