id	c18ab48c-9c87-46d5-ae3d-a97f7b3875c8	deaa56c1-8031-4c65-b3bc-1228407e06ea
317754	0.0	0.0
317753	0.0	0.0
317749	1212.0	425.0
342705	1.0	0.0
151888	63.0	14.0
151887	19172.0	12139.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	273.0	141.0
100420843	0.0	0.0
100293090	2461.0	1412.0
148254	470.0	308.0
317762	1637.0	881.0
317761	11.0	0.0
100419854	0.0	0.0
317760	9.0	6.0
317767	1.0	2.0
100271715	46.0	17.0
148252	563.0	797.0
100271722	260.0	157.0
199834	0.0	0.0
388135	67.0	437.0
101929152	9.0	0.0
100420854	0.0	0.0
222950	81.0	11.0
100419867	1.0	0.0
148266	386.0	217.0
100419868	5.0	4.0
148268	578.0	469.0
100419866	0.0	0.0
100420859	0.0	0.0
124245	2470.0	1176.0
317729	1.0	0.0
136288	6.0	11.0
199800	131.0	23.0
101930150	0.0	0.0
163882	1697.0	1896.0
388165	171.0	46.0
100419873	0.0	0.0
100271700	84.0	41.0
100271703	0.0	0.0
100271702	35.0	85.0
100420875	0.0	0.0
100420877	1.0	0.0
388199	1.0	0.0
22794	5922.0	4813.0
22795	697.0	3598.0
22796	1677.0	2506.0
22797	328.0	210.0
22798	21.0	20.0
317705	0.0	1.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	1.0	0.0
138881	9.0	3.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	2.0	1.0
222967	1.0	4.0
219333	2244.0	1469.0
136227	47.0	9.0
222962	172.0	71.0
148213	234.0	285.0
388182	40.0	36.0
100419895	0.0	0.0
317716	1.0	0.0
148203	256.0	146.0
317719	22.0	9.0
148206	487.0	242.0
163859	1602.0	1366.0
101929110	5.0	4.0
101929111	0.0	0.0
219348	886.0	259.0
219347	167.0	94.0
100420898	0.0	3.0
148223	1011.0	962.0
10799	279.0	183.0
136242	3.0	2.0
10791	1131.0	1112.0
10794	167.0	54.0
10793	459.0	202.0
10795	1708.0	1127.0
10798	0.0	0.0
10797	2526.0	2465.0
101929121	0.0	0.0
101929120	22.0	0.0
101929127	8.0	0.0
317701	1.0	0.0
220323	2218.0	1011.0
148231	0.0	0.0
148229	91.0	152.0
151877	6.0	8.0
151871	0.0	0.0
93035	35.0	0.0
161176	1134.0	367.0
56097	28.0	5.0
56098	24.0	6.0
56099	536.0	278.0
93034	34.0	2.0
283927	177.0	69.0
220359	7.0	32.0
653073	1.0	0.0
653075	1.0	1.0
256302	1539.0	539.0
105373144	1.0	0.0
81050	0.0	0.0
199786	33.0	5.0
256309	193.0	58.0
100420792	2.0	0.0
95681	695.0	643.0
283914	0.0	0.0
81047	0.0	0.0
197131	2905.0	1658.0
197135	60.0	20.0
653061	3.0	2.0
93058	306.0	177.0
161198	1789.0	1733.0
283902	0.0	1.0
220382	44.0	12.0
81078	5.0	0.0
81079	1.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	0.0
199777	1372.0	532.0
81061	0.0	0.0
653082	94.0	6.0
81090	0.0	0.0
100271649	0.0	0.0
199746	369.0	208.0
100271655	5.0	8.0
81099	0.0	0.0
100271650	6.0	6.0
199745	236.0	341.0
148170	438.0	244.0
256364	2808.0	1683.0
163786	318.0	271.0
220388	65.0	26.0
100271639	0.0	0.0
163782	416.0	539.0
100271646	21.0	27.0
283953	0.0	1.0
256355	14.0	12.0
100271644	0.0	0.0
283951	322.0	520.0
256356	2412.0	810.0
100271643	0.0	0.0
100271640	1.0	0.0
81081	0.0	0.0
161159	3.0	11.0
148189	371.0	455.0
93099	1455.0	486.0
100271627	14.0	1.0
283948	123.0	66.0
256329	131.0	91.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	0.0
100271633	1.0	0.0
100271632	1.0	1.0
199720	32.0	36.0
93082	207.0	11.0
161145	1006.0	509.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	5.0	2.0
100271619	0.0	0.0
148198	70.0	15.0
100271618	0.0	2.0
100271624	0.0	0.0
100271623	0.0	0.0
283933	109.0	73.0
100271625	0.0	0.0
93081	269.0	200.0
100271620	3.0	0.0
283932	137.0	246.0
100271622	1.0	0.0
100271621	1.0	0.0
199731	1657.0	1564.0
100124332	0.0	0.0
643664	1.0	1.0
256394	254.0	649.0
83637	5571.0	3922.0
83636	1246.0	887.0
401565	8.0	0.0
401563	35.0	41.0
401562	12.0	4.0
401561	10.0	2.0
283999	1.0	0.0
283994	3.0	3.0
643668	4.0	1.0
283991	1300.0	1101.0
340198	5.0	1.0
643669	18.0	7.0
340192	1.0	2.0
643680	44.0	9.0
197196	1.0	1.0
56033	16.0	17.0
401551	2.0	4.0
83657	86.0	106.0
83656	0.0	0.0
83659	5.0	18.0
283989	1268.0	1390.0
83658	2751.0	4440.0
401548	2189.0	1093.0
56034	1416.0	2924.0
283987	5576.0	5570.0
256369	0.0	0.0
401546	1600.0	248.0
83655	0.0	0.0
283985	0.0	7.0
283982	0.0	0.0
283981	22.0	13.0
643677	4.0	6.0
83650	3.0	0.0
197187	110.0	64.0
449520	3.0	3.0
401541	236.0	670.0
401540	0.0	0.0
83639	3.0	1.0
83638	1611.0	1770.0
256380	68.0	5.0
449518	0.0	0.0
83648	156.0	153.0
401537	4.0	2.0
83647	0.0	0.0
83641	4083.0	3823.0
401535	6.0	5.0
83643	1628.0	1414.0
401533	2.0	0.0
643689	3.0	5.0
283971	0.0	0.0
83640	508.0	509.0
283970	9.0	2.0
114826	891.0	338.0
114827	215.0	207.0
378706	0.0	3.0
378707	0.0	0.0
378708	76.0	103.0
339184	2.0	3.0
339186	0.0	0.0
56052	836.0	1176.0
114821	289.0	28.0
114822	1209.0	1386.0
114823	10545.0	3073.0
114824	3.0	2.0
114825	1018.0	769.0
643699	55.0	32.0
340168	0.0	0.0
114815	419.0	829.0
114817	0.0	0.0
114818	1163.0	152.0
114819	255.0	103.0
339175	721.0	595.0
56063	512.0	333.0
653017	0.0	0.0
56061	3064.0	3374.0
56062	104.0	45.0
114814	89.0	49.0
83667	834.0	900.0
83666	2605.0	2942.0
83660	2486.0	2050.0
340156	158.0	26.0
83661	0.0	3.0
114804	1005.0	98.0
114805	59.0	134.0
340152	44.0	42.0
339168	3.0	0.0
114800	109.0	45.0
114801	773.0	785.0
93010	389.0	212.0
114803	3118.0	933.0
83697	4.0	0.0
81034	1214.0	1219.0
81035	1602.0	3113.0
83696	2038.0	2441.0
83699	2474.0	315.0
81037	4381.0	4130.0
83698	55.0	2.0
401588	151.0	55.0
83693	1692.0	1018.0
81030	71.0	50.0
83692	2056.0	2167.0
81031	1916.0	4505.0
83695	1062.0	1200.0
81033	1.0	1.0
83694	363.0	167.0
340146	0.0	14.0
83690	2315.0	1003.0
81027	5.0	3.0
81029	334.0	950.0
653042	0.0	0.0
653045	1.0	1.0
81025	0.0	5.0
401577	268.0	423.0
22877	7401.0	2180.0
22878	3139.0	1821.0
22879	2953.0	1452.0
22870	3748.0	3538.0
22871	97.0	12.0
22872	10857.0	13521.0
22873	632.0	404.0
22874	6018.0	7361.0
22875	907.0	809.0
22876	1429.0	1179.0
10899	3530.0	6208.0
10898	1099.0	656.0
10891	515.0	27.0
136540	1.0	0.0
10890	7090.0	6252.0
10893	383.0	81.0
10892	1795.0	1262.0
136541	0.0	0.0
10895	1.0	0.0
342426	0.0	0.0
10894	1022.0	264.0
10897	1737.0	2617.0
10896	18.0	19.0
22888	1148.0	846.0
22889	2227.0	1552.0
22880	3139.0	2132.0
124540	4239.0	5874.0
22881	678.0	387.0
22882	3158.0	1844.0
22883	15679.0	13856.0
22884	1645.0	723.0
22885	2683.0	964.0
22887	4135.0	2235.0
342419	0.0	2.0
124538	0.0	0.0
124535	2.0	3.0
148523	169.0	341.0
283598	0.0	0.0
283596	131.0	74.0
283592	3.0	0.0
22856	6257.0	4787.0
161514	0.0	0.0
731424	3.0	4.0
22858	2311.0	1274.0
22859	2843.0	2051.0
22850	1581.0	1083.0
22852	768.0	521.0
22853	2012.0	1225.0
22854	23.0	11.0
10877	0.0	0.0
10876	3.0	0.0
100419909	0.0	0.0
10879	356.0	0.0
10878	6.0	3.0
148534	451.0	561.0
104169670	7.0	2.0
104169671	0.0	0.0
100419903	8.0	5.0
283587	3.0	5.0
10871	97.0	144.0
10870	112.0	129.0
10873	891.0	390.0
10875	2101.0	1034.0
10874	4.0	19.0
22866	145.0	24.0
22868	1910.0	1170.0
22869	1036.0	600.0
100309464	1.0	0.0
161502	13.0	2.0
100420901	0.0	0.0
22861	1870.0	843.0
22862	4440.0	3278.0
22863	1708.0	1304.0
22864	2284.0	1886.0
22865	13.0	2.0
10888	9.0	10.0
56203	7.0	8.0
643609	0.0	2.0
56204	4701.0	3410.0
10887	12.0	0.0
124512	741.0	868.0
148545	4.0	3.0
283579	0.0	0.0
283578	1910.0	1606.0
10880	0.0	0.0
283576	0.0	1.0
10882	46.0	23.0
10881	1.0	0.0
10884	2472.0	4078.0
283571	44.0	7.0
10886	7.0	4.0
10885	2367.0	1724.0
22834	7024.0	3530.0
22835	582.0	554.0
22836	2231.0	1514.0
22837	2873.0	2734.0
101929059	20.0	15.0
22838	2852.0	2688.0
22839	5080.0	4973.0
100420910	2.0	1.0
100420916	0.0	0.0
22832	805.0	350.0
124590	3.0	18.0
10855	261.0	187.0
10857	9813.0	5517.0
10856	2721.0	3647.0
10859	244.0	354.0
10858	91.0	82.0
100126793	27.0	6.0
10850	0.0	0.0
643617	0.0	0.0
643615	8.0	1.0
100126791	121.0	94.0
22844	56.0	16.0
22845	833.0	837.0
22846	1011.0	813.0
22847	1827.0	875.0
22848	3817.0	1456.0
22849	845.0	359.0
112597	322.0	737.0
100420920	0.0	0.0
100420921	1.0	0.0
100420924	0.0	0.0
124583	3881.0	4483.0
100420926	0.0	0.0
22841	1265.0	811.0
100420927	0.0	0.0
100419930	3.0	1.0
22843	49.0	17.0
10866	801.0	608.0
100420919	0.0	0.0
10865	6944.0	1518.0
10868	2206.0	1293.0
10867	4714.0	5291.0
10869	4455.0	2654.0
10861	435.0	163.0
101929074	71.0	22.0
10864	1.0	0.0
101929071	2.0	0.0
10863	546.0	269.0
22813	1.0	1.0
22814	0.0	1.0
643641	1326.0	682.0
22815	0.0	0.0
22816	0.0	0.0
22818	6117.0	7078.0
10829	2.0	0.0
100419945	0.0	0.0
83849	89.0	8.0
83855	931.0	846.0
10833	0.0	0.0
83854	19.0	14.0
83857	3776.0	642.0
10835	0.0	0.0
83856	340.0	281.0
10834	0.0	0.0
83851	11.0	1.0
10837	0.0	0.0
100419948	0.0	1.0
83850	214.0	43.0
10836	0.0	0.0
100419949	0.0	1.0
83853	13.0	52.0
10838	941.0	1082.0
83852	1509.0	553.0
124565	6209.0	7499.0
100419947	1.0	0.0
22808	3153.0	985.0
22809	1991.0	2240.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	10574.0	5.0
22822	8155.0	2066.0
22823	1233.0	805.0
22824	1165.0	327.0
101929086	1.0	0.0
22826	3571.0	3329.0
22827	5821.0	5954.0
643653	1.0	0.0
22828	3570.0	1870.0
22829	0.0	0.0
112574	2797.0	1673.0
100419955	0.0	0.0
56241	1320.0	1373.0
100420946	0.0	0.0
56242	635.0	408.0
22820	11781.0	10128.0
22821	1734.0	2069.0
100419950	0.0	0.0
10844	3686.0	2662.0
83844	5.0	0.0
10846	286.0	320.0
10845	2718.0	1718.0
10848	2922.0	4063.0
56243	12713.0	8962.0
10847	10822.0	9650.0
56244	4.0	0.0
56245	13.0	2.0
10849	239.0	325.0
56246	8.0	1.0
643646	87.0	50.0
10840	170.0	28.0
10842	1.0	0.0
101929093	0.0	0.0
10841	20.0	7.0
643648	0.0	0.0
101929010	5.0	0.0
100420950	1.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	2.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	3.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	15.0	0.0
100419989	0.0	1.0
391428	0.0	0.0
100419995	1.0	0.0
100419996	15.0	0.0
391436	0.0	0.0
161582	58.0	74.0
124599	67.0	56.0
101929052	0.0	0.0
391485	0.0	1.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	1456.0	831.0
391462	0.0	0.0
22891	323.0	424.0
22893	2290.0	1367.0
22894	3037.0	1914.0
22895	51.0	3.0
148581	1.0	0.0
22897	1811.0	1274.0
22898	1314.0	895.0
22890	2374.0	1180.0
391470	0.0	0.0
391472	1.0	0.0
391475	0.0	0.0
101929008	56.0	47.0
222659	3.0	5.0
440894	28.0	21.0
222658	4793.0	3637.0
102724035	0.0	0.0
100271575	0.0	1.0
100271577	2.0	1.0
100271571	0.0	0.0
81175	12.0	0.0
81176	7.0	0.0
100271570	1.0	2.0
93145	536.0	922.0
440888	0.0	0.0
222642	8.0	0.0
222643	131.0	81.0
401289	4.0	4.0
401288	28.0	17.0
401285	2.0	0.0
81166	0.0	0.0
100271564	17.0	13.0
81168	0.0	0.0
100271566	2.0	0.0
81169	0.0	0.0
81162	2.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	6.0	0.0
81192	0.0	0.0
81193	4.0	0.0
81194	0.0	0.0
450232	2.0	0.0
401260	16.0	7.0
220001	527.0	32.0
222662	24.0	24.0
401265	940.0	8.0
222663	314.0	1037.0
220002	2408.0	1239.0
93166	238.0	220.0
401264	365.0	261.0
220004	158.0	89.0
100271539	0.0	0.0
401262	22.0	2.0
93164	481.0	386.0
100271547	0.0	0.0
100271549	0.0	1.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	13.0	15.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	835.0	1021.0
440854	15.0	16.0
222698	52.0	25.0
222696	126.0	11.0
161497	21.0	14.0
100271529	0.0	0.0
222699	25.0	24.0
100271536	0.0	0.0
100271538	5.0	2.0
100271537	0.0	0.0
93190	0.0	1.0
283601	0.0	0.0
100271531	2.0	0.0
283600	0.0	0.0
220042	139.0	82.0
93183	1133.0	1497.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	4318.0	3367.0
100271525	0.0	0.0
100271526	12.0	12.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	2.0	0.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	1.0	0.0
220064	833.0	354.0
220047	5.0	0.0
100271503	0.0	0.0
10808	5691.0	3967.0
56130	286.0	59.0
10807	1406.0	1119.0
56131	701.0	208.0
56132	277.0	83.0
10809	3211.0	7792.0
220081	18.0	9.0
83756	25.0	159.0
10811	900.0	486.0
56137	66.0	15.0
10810	1245.0	271.0
83755	0.0	0.0
56138	95.0	85.0
83758	336.0	89.0
10813	1200.0	1297.0
56139	429.0	40.0
401207	178.0	182.0
220082	0.0	1.0
83757	13.0	2.0
83752	30196.0	4510.0
56133	266.0	372.0
10815	209.0	151.0
10814	0.0	0.0
56134	30.0	32.0
10817	239.0	260.0
56135	38.0	32.0
10816	8.0	0.0
283643	322.0	309.0
56136	36.0	45.0
643535	0.0	0.0
643536	0.0	0.0
22800	1064.0	654.0
22801	3007.0	20220.0
643550	0.0	0.0
22802	309.0	0.0
22803	6129.0	5171.0
440804	1.0	0.0
22806	440.0	64.0
22807	817.0	469.0
10819	108.0	74.0
56140	9.0	1.0
10818	3028.0	1745.0
56141	28.0	15.0
56142	151.0	281.0
56143	16.0	5.0
83737	3639.0	2826.0
220070	0.0	0.0
10822	0.0	0.0
283638	4670.0	2040.0
83744	292.0	245.0
10821	22.0	4.0
10824	5.0	2.0
83746	2045.0	1290.0
10823	0.0	0.0
83741	1.0	0.0
283635	2386.0	1872.0
10826	2999.0	432.0
220074	634.0	634.0
56144	63.0	122.0
10825	885.0	472.0
56145	106.0	174.0
83740	0.0	0.0
83743	2072.0	1670.0
56146	25.0	13.0
10828	0.0	2.0
10827	1212.0	1460.0
83742	4136.0	5297.0
56147	11.0	43.0
283631	0.0	0.0
10820	3.0	2.0
440836	688.0	492.0
643563	0.0	0.0
56154	3.0	0.0
81109	0.0	0.0
283629	66.0	20.0
56159	32.0	14.0
81115	0.0	1.0
81116	0.0	0.0
56155	72.0	37.0
283624	579.0	182.0
102724097	68.0	134.0
256006	34.0	26.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	3.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	1.0	1.0
440823	181.0	393.0
440822	0.0	1.0
56163	2.0	3.0
56164	31.0	2.0
256021	25.0	13.0
56165	450.0	16.0
83759	823.0	731.0
56160	731.0	802.0
10800	211.0	177.0
283617	0.0	0.0
81104	0.0	0.0
10802	2975.0	1548.0
10801	14652.0	17404.0
10804	3.0	4.0
10803	6.0	5.0
56167	0.0	0.0
10806	1378.0	1646.0
56168	0.0	0.0
56169	109.0	171.0
643582	0.0	0.0
643586	2.0	5.0
256076	2.0	7.0
401253	10.0	1.0
56171	254.0	141.0
401251	19.0	4.0
56172	5673.0	8987.0
401250	0.0	0.0
81137	0.0	0.0
81138	15.0	0.0
83795	0.0	6.0
102724076	0.0	0.0
102724077	10.0	7.0
283688	1.0	0.0
401247	84.0	39.0
81136	0.0	0.0
283687	133.0	58.0
283685	1.0	0.0
93109	548.0	393.0
283682	3.0	5.0
100126825	1.0	0.0
93107	0.0	0.0
643596	20.0	6.0
56180	580.0	425.0
93100	907.0	1198.0
401242	42.0	0.0
256085	0.0	0.0
56181	2788.0	1667.0
81126	0.0	0.0
81127	0.0	0.0
83787	1511.0	1901.0
283677	4.0	0.0
401237	590.0	284.0
83786	2731.0	2216.0
401236	115.0	178.0
283673	269.0	83.0
93134	3419.0	1576.0
401233	0.0	0.0
401232	141.0	109.0
256051	532.0	252.0
81159	0.0	0.0
81155	0.0	0.0
81156	1.0	0.0
100271597	0.0	0.0
283663	147.0	24.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	501.0	1254.0
283659	236.0	150.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	1.0	0.0
100271583	0.0	0.0
283652	1.0	0.0
283651	57.0	150.0
100271585	0.0	0.0
100271584	0.0	0.0
100271581	2.0	0.0
22998	6191.0	5323.0
22999	660.0	8.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	4783.0	1830.0
100151671	0.0	0.0
100151672	6.0	0.0
22992	8980.0	6019.0
22993	4089.0	2404.0
100151674	0.0	2.0
22994	1193.0	696.0
83903	46.0	26.0
22995	274.0	133.0
83902	1.0	1.0
22996	2428.0	9180.0
22997	194.0	113.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	2.0
100151684	2.0	4.0
100151685	0.0	0.0
100151681	1.0	0.0
56302	18.0	5.0
83901	0.0	0.0
342538	5.0	2.0
83900	0.0	0.0
56300	0.0	0.0
56301	6.0	1.0
124411	902.0	834.0
22976	1358.0	911.0
22977	401.0	974.0
22978	2165.0	747.0
22979	274.0	171.0
22970	13.0	18.0
22971	714.0	998.0
22974	351.0	1213.0
83932	669.0	675.0
10998	235.0	340.0
83931	3750.0	1669.0
342527	15.0	11.0
148418	82.0	10.0
83933	287.0	183.0
124404	6.0	12.0
10999	1586.0	999.0
124401	808.0	732.0
124402	895.0	798.0
83930	1042.0	1042.0
56311	8.0	0.0
10990	312.0	140.0
100126693	1.0	1.0
10992	9848.0	10036.0
606500	0.0	0.0
10991	201.0	294.0
10994	3115.0	4539.0
10993	778.0	373.0
22987	307.0	9.0
22989	14.0	2.0
22980	6838.0	3433.0
22981	904.0	489.0
22982	2075.0	1985.0
22983	21.0	61.0
22984	3049.0	1876.0
22985	9187.0	5766.0
22986	3.0	48.0
58986	2851.0	3034.0
148423	824.0	516.0
58985	156.0	18.0
342510	39.0	118.0
283694	0.0	0.0
283693	19.0	12.0
283692	6.0	7.0
22954	1011.0	1054.0
22955	2409.0	1653.0
112487	724.0	599.0
22950	1534.0	1237.0
391524	2.0	0.0
22952	321.0	57.0
22953	19.0	0.0
391526	0.0	1.0
10975	1521.0	2100.0
83953	3.0	3.0
10978	445.0	396.0
83955	10.0	7.0
10979	3945.0	3189.0
112495	1324.0	1008.0
10970	4491.0	6855.0
56339	2128.0	1122.0
10972	18101.0	19712.0
10971	13001.0	8293.0
10974	1.0	0.0
10973	2903.0	2037.0
401409	35.0	55.0
112479	846.0	950.0
112476	85.0	326.0
391530	0.0	0.0
83939	5107.0	4352.0
56341	3.0	5.0
391533	0.0	0.0
124460	270.0	180.0
83935	286.0	168.0
83938	152.0	145.0
391538	0.0	0.0
83937	2025.0	888.0
10987	2164.0	2563.0
83943	479.0	367.0
83942	0.0	0.0
10989	3833.0	3264.0
10988	3560.0	2868.0
56342	252.0	168.0
124454	1843.0	2441.0
56344	0.0	0.0
83941	1019.0	1012.0
83940	838.0	903.0
643503	0.0	0.0
10981	1293.0	974.0
112483	1262.0	884.0
10980	2581.0	3593.0
10983	19898.0	22619.0
10982	4235.0	1356.0
643507	5.0	5.0
10985	8450.0	4365.0
10984	395.0	283.0
22932	440.0	486.0
22933	2647.0	2249.0
22934	869.0	777.0
22936	2993.0	1955.0
22937	7043.0	2833.0
22938	3280.0	3290.0
112464	609.0	842.0
22930	5151.0	3834.0
22931	5483.0	4795.0
81309	0.0	0.0
391504	0.0	0.0
10954	1803.0	1088.0
10953	1684.0	1898.0
10956	14875.0	11367.0
81315	0.0	0.0
10955	10000.0	10023.0
391508	1.0	0.0
81316	0.0	0.0
10957	5522.0	2988.0
124446	3307.0	6148.0
81310	0.0	0.0
10959	12970.0	14310.0
22929	2616.0	1846.0
10950	1043.0	594.0
10952	2448.0	2719.0
10951	3004.0	3400.0
22943	64.0	128.0
22944	684.0	424.0
22945	0.0	0.0
22947	0.0	0.0
22948	5920.0	5787.0
22949	1906.0	1465.0
83957	0.0	0.0
22941	2727.0	1080.0
83959	1039.0	59.0
10965	792.0	858.0
391518	1.0	0.0
10964	833.0	924.0
81304	0.0	0.0
10966	1330.0	771.0
10969	2028.0	2028.0
81300	0.0	0.0
10961	8061.0	4958.0
10960	7170.0	7012.0
643529	126.0	67.0
10963	5652.0	4707.0
10962	416.0	389.0
148479	1827.0	1680.0
197407	611.0	910.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1320.0	514.0
391548	0.0	0.0
767588	0.0	2.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	1.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	0.0
391552	3.0	0.0
474383	0.0	0.0
474382	1.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	12.0	6.0
767577	0.0	0.0
767579	0.0	0.0
767578	2.0	0.0
246705	1.0	0.0
767558	0.0	0.0
246704	4.0	6.0
207107	8.0	67.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	0.0
767563	1.0	0.0
474345	1.0	0.0
474344	1651.0	641.0
474343	91.0	71.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	12.0	1.0
161406	24.0	8.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	1.0	0.0
100151640	9.0	7.0
100151641	0.0	0.0
246715	0.0	0.0
767557	26.0	12.0
606553	0.0	0.0
606551	19.0	16.0
474354	6.0	6.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	164.0	5.0
100151655	0.0	0.0
391584	0.0	3.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	15.0	6.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	2.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2708.0	1563.0
100151667	0.0	0.0
391598	1.0	0.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	3.0	6.0
474337	0.0	0.0
197370	1821.0	3529.0
220112	5.0	5.0
246744	3.0	7.0
220115	7.0	4.0
93273	68.0	9.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	1.0
81295	0.0	0.0
100271452	0.0	0.0
220108	336.0	105.0
220107	67.0	54.0
100271448	2.0	0.0
100271447	3.0	0.0
100271449	0.0	0.0
100271444	1.0	0.0
100271445	0.0	0.0
81285	30.0	94.0
81282	0.0	0.0
197350	28.0	56.0
246720	1.0	1.0
401399	35.0	4.0
401398	30.0	82.0
246721	1.0	0.0
220134	44.0	60.0
401397	975.0	1291.0
246723	15.0	2.0
220136	116.0	181.0
401393	2.0	14.0
100271437	0.0	0.0
100271439	1.0	0.0
100271438	2.0	2.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	543.0	496.0
246731	1.0	2.0
401387	10.0	2.0
100271419	1.0	0.0
102724127	0.0	0.0
246737	50.0	55.0
100271420	0.0	0.0
197358	249.0	148.0
199990	1258.0	1179.0
246785	24.0	17.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	227.0	111.0
100271414	0.0	0.0
100887075	1.0	0.0
439990	33.0	16.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	91.0	121.0
100271413	0.0	1.0
197320	719.0	232.0
439996	0.0	0.0
100887074	0.0	0.0
439992	16.0	29.0
100887073	0.0	0.0
197322	1704.0	746.0
439994	145.0	129.0
102724105	266.0	267.0
220147	1.0	1.0
100271404	0.0	0.0
100887067	13.0	77.0
102724101	0.0	0.0
100271406	0.0	2.0
100271405	2.0	0.0
100271400	1.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	8.0	6.0
197335	1511.0	1590.0
440993	843.0	254.0
440992	12.0	30.0
161394	120.0	212.0
199964	106.0	29.0
8000	43.0	254.0
8001	282.0	2.0
246777	34.0	194.0
246778	6.0	5.0
606495	179.0	147.0
199974	2004.0	4128.0
8013	509.0	128.0
22911	1178.0	952.0
439949	81.0	7.0
22913	5733.0	6604.0
643421	0.0	0.0
22914	31.0	4.0
22915	1203.0	325.0
439945	0.0	0.0
22916	3291.0	3824.0
731605	5.0	4.0
22917	60.0	6.0
10929	3403.0	2002.0
10928	4305.0	3516.0
56252	6167.0	3023.0
56253	51.0	118.0
401331	181.0	276.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	1.0	0.0
83877	1728.0	1901.0
56259	1712.0	2430.0
83876	29.0	55.0
81215	0.0	0.0
83879	181.0	26.0
10934	1.0	0.0
83878	502.0	117.0
283768	5.0	0.0
10933	8631.0	8748.0
10936	159.0	12.0
56254	3278.0	2887.0
83873	7.0	6.0
256148	0.0	0.0
81210	3.0	0.0
