id	446db9e9-d5aa-48ba-a84d-cf6a7d8f8fc4	d6b9e128-8f20-43a1-9d16-b3e2b3d60e34
100131971	1.0	0.0
100885795	0.0	0.0
1475	1080.0	72.0
100118954	3.0	12.0
1474	183.0	6.0
285103	0.0	417.0
1495	23401.0	28385.0
1493	37.0	28.0
1491	188.0	53.0
1490	21111.0	16786.0
100885789	12.0	4.0
100885780	0.0	0.0
1489	1135.0	47.0
100131980	0.0	0.0
1488	4350.0	7843.0
100131981	0.0	0.0
1487	9098.0	11715.0
1486	865.0	1275.0
100885781	1.0	0.0
100131983	1.0	3.0
1485	0.0	0.0
100885782	0.0	1.0
100287798	0.0	0.0
442485	0.0	0.0
1499	28804.0	24541.0
442479	0.0	0.0
1497	1411.0	1433.0
1496	3.0	15.0
100131995	0.0	0.0
100131997	28.0	17.0
100131998	163.0	181.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	0.0
100287768	1.0	0.0
100287765	63.0	159.0
442486	0.0	0.0
285154	48.0	19.0
101059920	0.0	0.0
10251	66.0	50.0
10250	4226.0	3921.0
118945	0.0	0.0
106660612	223.0	116.0
106660611	3.0	4.0
101059926	0.0	0.0
131920	0.0	0.0
106660610	1.0	8.0
645161	12.0	3.0
645160	25.0	19.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	0.0
100873716	1.0	2.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	1.0	2.0
100033449	0.0	0.0
100873719	1.0	2.0
10253	2953.0	691.0
100033443	0.0	0.0
100873710	0.0	1.0
10252	2803.0	936.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	4.0	4.0
10254	1533.0	2953.0
100033446	0.0	0.0
10257	190.0	98.0
100873714	0.0	0.0
10256	1750.0	1778.0
100033440	0.0	0.0
100128372	6.0	3.0
100873713	0.0	0.0
100033441	0.0	1.0
100873712	0.0	0.0
143903	1182.0	336.0
100033442	0.0	0.0
100873711	0.0	0.0
10260	996.0	2010.0
10262	6271.0	6550.0
10261	640.0	379.0
118932	174.0	24.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	14.0	8.0
100873707	0.0	0.0
100873706	1.0	0.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	0.0	0.0
106660616	0.0	2.0
100873709	1.0	0.0
100873708	0.0	0.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	4127.0	8589.0
100033455	0.0	0.0
442429	0.0	0.0
10266	2818.0	1449.0
100033456	0.0	0.0
100128368	0.0	0.0
10265	2884.0	7692.0
10268	2444.0	1230.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	423.0	4206.0
285172	535.0	1204.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	2683.0	4199.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	4.0	0.0
118924	1642.0	1244.0
101059905	0.0	0.0
10239	2029.0	2161.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	3720.0	10413.0
442454	6.0	12.0
106481089	1.0	2.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	7.0	3.0
100873737	0.0	0.0
106481087	1.0	3.0
100033425	0.0	0.0
100033426	0.0	0.0
100033427	0.0	0.0
442459	0.0	0.0
100033428	0.0	0.0
10231	779.0	559.0
100033421	0.0	0.0
100873732	1.0	1.0
106481080	0.0	0.0
10230	492.0	861.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	733.0	1941.0
285180	8.0	1.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	463.0	145.0
100033424	0.0	0.0
10235	566.0	197.0
100873736	0.0	0.0
106481084	0.0	0.0
10234	634.0	512.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	2728.0	4599.0
100873734	0.0	0.0
106481082	1.0	1.0
10236	6860.0	9150.0
100873733	0.0	0.0
100033420	0.0	2.0
106481083	0.0	0.0
285189	0.0	0.0
10240	1402.0	1538.0
645191	16.0	20.0
101059914	0.0	0.0
101059918	7.0	17.0
100873729	0.0	0.0
442442	1.0	0.0
106481099	0.0	0.0
10249	468.0	35.0
100873728	0.0	0.0
442444	1.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	0.0
100033438	0.0	0.0
100033439	0.0	0.0
10242	17.0	1.0
100873721	0.0	0.0
106481091	3.0	0.0
100033432	0.0	0.0
10241	5699.0	11223.0
285190	0.0	0.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	1607.0	1681.0
100033434	0.0	0.0
10243	803.0	1779.0
100033435	0.0	3.0
106481090	0.0	0.0
10246	0.0	0.0
285193	338.0	406.0
100873725	0.0	0.0
106481095	0.0	0.0
10245	2797.0	4120.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	1894.0	3796.0
285195	639.0	236.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	644.0	965.0
100128341	4.0	0.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	1.0	0.0
100128337	2.0	3.0
128312	24.0	2.0
100128339	0.0	0.0
100128338	844.0	4682.0
116328	70.0	20.0
118987	1069.0	2858.0
10217	4377.0	3972.0
106481066	0.0	0.0
10216	175.0	107.0
106481067	0.0	0.0
10219	65.0	57.0
106481064	0.0	0.0
10218	895.0	23.0
100873759	1.0	2.0
106481065	1.0	0.0
106481068	0.0	0.0
106481069	0.0	2.0
100873754	0.0	1.0
100873753	0.0	0.0
10211	17978.0	12532.0
100873752	0.0	0.0
10210	1210.0	2325.0
100873751	0.0	0.0
10213	2410.0	3093.0
128308	3024.0	2461.0
100873758	0.0	0.0
106481062	0.0	7.0
10212	2244.0	9117.0
100873757	0.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	16.0
106481060	1.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	4.0	2.0
100128327	2.0	2.0
10228	1786.0	3119.0
106481077	0.0	1.0
10227	7363.0	9686.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	976.0	2113.0
10229	1215.0	2333.0
100873748	1.0	0.0
106481076	0.0	0.0
106481079	7.0	11.0
10220	371.0	568.0
100873743	0.0	0.0
100873742	0.0	0.0
106481070	0.0	0.0
100873741	0.0	2.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	9509.0	4133.0
100873740	0.0	0.0
10224	260.0	467.0
100873747	7.0	5.0
106481073	0.0	0.0
10223	13.0	4.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	2.0	2.0
10226	5816.0	4239.0
100873745	1.0	0.0
106481071	0.0	0.0
10225	216.0	147.0
106481072	0.0	0.0
100873744	0.0	4.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	0.0	3.0
106481044	1.0	0.0
106481045	0.0	1.0
106481042	0.0	0.0
106481043	0.0	1.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	1.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	6.0	35.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	69.0	38.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	1.0	0.0
100873760	1.0	0.0
285148	2039.0	1193.0
10206	1572.0	2308.0
106481055	0.0	0.0
10205	3155.0	222.0
106481056	0.0	0.0
10208	884.0	1651.0
106481053	0.0	1.0
10207	4392.0	3119.0
106481054	0.0	5.0
106481059	0.0	0.0
10209	50848.0	48209.0
106481057	0.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	0.0	0.0
100873765	0.0	1.0
442406	1.0	0.0
100873764	0.0	0.0
10200	1361.0	520.0
100128302	1.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	795.0	68232.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	705.0	1385.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	6333.0	3875.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	719.0	3165.0
100873766	0.0	3.0
106481050	0.0	0.0
319098	1.0	2.0
319099	1.0	10.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	742.0	701.0
728957	0.0	0.0
106481018	0.0	0.0
728953	10.0	10.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	4382.0	5003.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	2.0	0.0
106481026	0.0	0.0
116255	2.0	0.0
58157	2.0	1.0
106481027	0.0	1.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	13.0	26.0
167838	158.0	36.0
319093	6.0	31.0
131890	3.0	2.0
116238	251.0	537.0
728945	0.0	0.0
728947	0.0	5.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	9.0	1.0
106481033	0.0	0.0
143872	135.0	181.0
106481034	3.0	4.0
106481031	0.0	3.0
106481032	0.0	0.0
728938	6.0	44.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	1.0	0.0
106481036	0.0	0.0
143879	454.0	326.0
167826	1.0	1.0
128218	1758.0	823.0
106481030	1.0	0.0
10190	1503.0	1333.0
728970	0.0	0.0
10194	1624.0	2567.0
10193	3031.0	4475.0
645104	0.0	0.0
10196	621.0	1665.0
101059988	0.0	0.0
10195	2444.0	2861.0
728978	47.0	6.0
153218	1.0	0.0
116228	405.0	375.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	1.0
106481005	0.0	0.0
143884	890.0	736.0
116236	1147.0	1632.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	187.0	1461.0
10197	4935.0	11542.0
143888	1627.0	1827.0
10199	2249.0	1509.0
128209	0.0	4.0
346689	178.0	478.0
319087	1.0	1.0
344022	0.0	1.0
319089	385.0	4337.0
153201	3.0	1.0
319085	0.0	5.0
106481008	3.0	3.0
106481009	0.0	0.0
58189	58.0	46.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	4.0	6.0
728962	1.0	2.0
106481011	1.0	0.0
106481012	0.0	0.0
118881	754.0	1026.0
106481010	0.0	4.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	1215.0	1782.0
106481013	0.0	0.0
116224	1547.0	1920.0
106481014	0.0	6.0
344018	1.0	2.0
645108	0.0	0.0
58190	12797.0	7967.0
346673	0.0	0.0
10170	141.0	60.0
645121	49.0	23.0
58191	6381.0	1978.0
645120	0.0	0.0
10172	265.0	2479.0
10171	820.0	1422.0
645126	0.0	110.0
10174	12167.0	24730.0
728911	0.0	0.0
728913	418.0	395.0
128272	2046.0	651.0
100033407	11.0	1095.0
100033409	0.0	1.0
10175	4251.0	5085.0
10178	49.0	16.0
10179	1596.0	777.0
10181	5909.0	7703.0
10180	4311.0	6622.0
645136	0.0	0.0
10184	2871.0	1184.0
116285	180.0	40.0
100033418	0.0	0.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	0.0	2.0
100033415	0.0	0.0
100033416	0.0	3.0
100033417	0.0	0.0
10187	0.0	0.0
10186	5153.0	1749.0
10189	4425.0	5270.0
645129	0.0	1.0
10188	7366.0	15235.0
100033413	0.0	0.0
645145	0.0	0.0
346653	67.0	58.0
645142	0.0	0.0
10150	3555.0	1018.0
10152	3005.0	2416.0
10151	1.0	1.0
200205	861.0	753.0
728933	0.0	0.0
202865	0.0	0.0
728931	0.0	3.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	491.0	2136.0
728929	0.0	0.0
100873818	0.0	0.0
10154	705.0	482.0
10153	2818.0	2315.0
10156	58.0	30.0
10155	23766.0	79000.0
10158	3716.0	46.0
100873813	0.0	0.0
10157	213.0	134.0
100873812	0.0	0.0
100873811	0.0	1.0
10159	8323.0	12716.0
131870	3150.0	4230.0
10161	2468.0	1253.0
10160	4953.0	10796.0
10163	9496.0	9238.0
131873	172.0	33.0
645158	33.0	11.0
10162	674.0	3044.0
728921	1.0	0.0
128240	6979.0	6494.0
728920	2.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	3.0
728917	3.0	0.0
100873807	0.0	0.0
10165	1030.0	1348.0
10164	51.0	7.0
128239	46.0	1677.0
10166	230.0	1089.0
10169	31220.0	21328.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	782.0	1487.0
100873801	0.0	0.0
100128385	52.0	58.0
100287755	10.0	6.0
165257	81.0	1.0
200232	3.0	2.0
100287745	0.0	0.0
1503	853.0	683.0
1501	527.0	2030.0
1500	13289.0	14657.0
1509	39895.0	38329.0
1508	39647.0	97792.0
1506	4.0	1.0
1504	0.0	1.0
1514	4102.0	2946.0
1513	8873.0	2374.0
1512	8518.0	3380.0
1511	809.0	164.0
1510	5.0	3.0
346606	0.0	1.0
1519	2957.0	3218.0
1518	0.0	0.0
1517	1.0	1.0
1515	483.0	81.0
100287725	2.0	2.0
100287722	12.0	6.0
1525	1327.0	481.0
1524	2482.0	172.0
1523	5058.0	16246.0
1522	20418.0	5224.0
1521	454.0	92.0
1520	2846.0	1651.0
200261	1.0	0.0
1528	6148.0	1965.0
1527	0.0	0.0
100287718	0.0	0.0
728992	39.0	7.0
100287715	0.0	0.0
728990	1.0	0.0
165215	569.0	505.0
728996	2.0	0.0
1536	1931.0	993.0
1535	6275.0	1078.0
1534	7789.0	16291.0
1539	0.0	0.0
1538	0.0	0.0
1537	6587.0	14499.0
100287708	0.0	0.0
153222	1397.0	2116.0
1550	0.0	0.0
1545	1524.0	2582.0
1544	2.0	1.0
1543	0.0	8.0
1540	1870.0	2783.0
1549	32.0	4.0
1548	395.0	12.0
1558	21.0	28.0
1557	0.0	0.0
1556	223.0	217.0
200298	18.0	10.0
1555	0.0	0.0
1553	3.0	0.0
1551	23.0	37.0
1559	0.0	1.0
153241	868.0	1555.0
1572	0.0	3.0
1571	125.0	163.0
1568	12.0	10.0
1565	49.0	39.0
1564	51.0	13.0
1562	2.0	3.0
100131828	0.0	0.0
1583	215.0	7.0
1582	13.0	7.0
1581	2.0	4.0
1580	965.0	73.0
1579	10.0	12.0
1577	65.0	55.0
1576	7.0	16.0
1573	540.0	363.0
285203	2408.0	587.0
1594	126.0	24.0
285205	15.0	1.0
1593	4230.0	362.0
1592	638.0	23.0
1591	15.0	1.0
1590	180.0	37.0
10307	1010.0	736.0
1589	155.0	28.0
1588	10.0	20.0
10309	317.0	146.0
1587	0.0	0.0
1586	27.0	78.0
10308	584.0	748.0
1585	0.0	0.0
1584	0.0	0.0
100131842	0.0	1.0
10301	154.0	232.0
100131846	1.0	1.0
10300	2498.0	2271.0
10302	1111.0	750.0
100287692	0.0	0.0
1596	0.0	1.0
1595	183.0	535.0
100131855	0.0	0.0
285220	23.0	10.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	2.0
165186	21.0	2.0
100131874	2.0	1.0
100131879	0.0	0.0
442590	12.0	36.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	61.0	1.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	5675.0	1934.0
10371	134.0	162.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	1.0	0.0
100873830	0.0	0.0
10376	12693.0	21285.0
100128252	1286.0	2755.0
100873835	0.0	0.0
285282	1428.0	1856.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	1.0	2.0
100873832	0.0	0.0
10379	164.0	666.0
285286	10.0	9.0
10381	115.0	608.0
10380	2097.0	1446.0
10383	26572.0	27338.0
10382	17.0	26.0
118813	2528.0	4949.0
102466906	0.0	3.0
118812	715.0	817.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	1.0
100873829	0.0	0.0
10385	777.0	473.0
100873820	0.0	0.0
10384	879.0	429.0
10389	71.0	178.0
100873824	0.0	1.0
10388	342.0	793.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	7.0	18.0
645065	0.0	0.0
100128237	0.0	1.0
10350	752.0	112.0
102466918	0.0	0.0
442582	256.0	482.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	79.0	192.0
10352	859.0	454.0
100873853	0.0	0.0
10351	1683.0	401.0
100873852	0.0	0.0
10354	413.0	593.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	0.0
790952	1.0	0.0
100873857	0.0	0.0
10355	1.0	3.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	13.0	13.0
790955	1716.0	880.0
100873854	0.0	0.0
131831	4.0	13.0
100128227	1.0	11.0
10361	357.0	76.0
10360	1708.0	589.0
645073	0.0	0.0
442572	5.0	6.0
100873849	0.0	1.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	535.0	1054.0
100873842	0.0	0.0
10362	8268.0	9446.0
100873841	0.0	0.0
10365	4962.0	1461.0
100873840	0.0	0.0
10367	3077.0	4593.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	1.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	4.0	17.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	981.0	1273.0
100128217	0.0	0.0
503838	24.0	48.0
503837	0.0	0.0
503834	1.0	0.0
645084	2.0	4.0
503835	1.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	3.0	0.0
503840	0.0	0.0
100885850	16.0	14.0
116211	2.0	8.0
100873875	0.0	0.0
10330	2059.0	1857.0
100873874	0.0	0.0
10332	7.0	0.0
100873873	0.0	0.0
10331	463.0	10.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	159.0	45.0
100873878	0.0	0.0
10336	3146.0	10122.0
100873877	0.0	1.0
10335	1123.0	639.0
285242	1.0	0.0
100885848	56.0	139.0
100873860	0.0	0.0
118856	0.0	21.0
645094	13.0	4.0
10349	518.0	140.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	1.0
10340	1.0	0.0
10343	19.0	21.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	4814.0	6487.0
100873861	0.0	0.0
100131801	1481.0	1391.0
10345	187.0	12.0
10344	15.0	10.0
100873867	0.0	0.0
10347	1358.0	1282.0
100873866	0.0	0.0
10346	2945.0	1030.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	1.0	0.0
100873890	0.0	3.0
10316	209.0	25.0
10318	11647.0	6754.0
10317	212.0	147.0
10319	962.0	403.0
100873897	0.0	0.0
100131810	2.0	1.0
100873896	1.0	9.0
100873895	0.0	0.0
100873894	10.0	5.0
10312	3600.0	787.0
10311	2094.0	3102.0
100131814	65.0	64.0
10314	2912.0	4868.0
100873899	0.0	1.0
10313	11429.0	8539.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	272.0	331.0
285267	197.0	445.0
100873882	0.0	1.0
285268	880.0	1811.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	1328.0	2238.0
100885864	0.0	0.0
100885866	36.0	172.0
102466967	0.0	0.0
10327	8751.0	5301.0
10326	103.0	39.0
10329	1182.0	1634.0
10328	1728.0	1391.0
442523	116.0	9.0
442524	50.0	995.0
442525	1.0	2.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	14.0	5.0
100873884	0.0	0.0
10320	450.0	298.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2483.0	1527.0
100873889	0.0	0.0
100131825	84.0	14.0
10325	1005.0	1581.0
100873888	3.0	1.0
100131827	446.0	672.0
100873887	0.0	2.0
10324	32.0	16.0
344178	0.0	0.0
102466972	0.0	0.0
116135	97.0	8.0
102466985	0.0	0.0
344167	16.0	23.0
102466984	1.0	0.0
128102	0.0	3.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	494.0	286.0
116123	5.0	4.0
102466995	0.0	0.0
116113	5751.0	9583.0
83259	0.0	1.0
116115	820.0	822.0
344148	408.0	249.0
128153	130.0	174.0
645001	2.0	2.0
10291	7754.0	6179.0
645000	13.0	3.0
10290	3281.0	779.0
10293	229.0	586.0
10295	4628.0	5795.0
10294	4745.0	4002.0
100128292	106.0	37.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	2.0
116179	1.0	0.0
100873919	1.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	192.0	527.0
10296	4166.0	6960.0
100128299	2.0	13.0
10299	4831.0	14438.0
10298	5961.0	7758.0
100873912	27.0	22.0
100873911	0.0	0.0
116173	196.0	3.0
100873910	0.0	3.0
645015	22.0	77.0
200315	57.0	7.0
200316	577.0	102.0
200312	1587.0	766.0
100873904	0.0	7.0
100873902	0.0	6.0
100873909	0.0	4.0
100873907	0.0	0.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	37.0	12.0
100873900	0.0	0.0
645024	2.0	0.0
100775107	4.0	15.0
10270	1940.0	5530.0
645027	0.0	0.0
10273	4496.0	5074.0
100775104	9.0	12.0
10272	2612.0	1096.0
100008586	0.0	0.0
116149	1346.0	19.0
100873938	1.0	3.0
100873937	1.0	1.0
116154	10.0	7.0
100873935	10.0	1.0
116159	1815.0	979.0
100873939	0.0	0.0
100873930	7.0	19.0
10274	786.0	2125.0
10277	2906.0	2692.0
10276	3976.0	10363.0
10279	1283.0	47.0
100873934	0.0	1.0
10278	5898.0	10684.0
100873933	1.0	1.0
116151	12477.0	6211.0
100873932	4.0	0.0
116150	1225.0	2018.0
100128275	0.0	0.0
10280	3210.0	3557.0
10282	1187.0	1362.0
10281	0.0	1.0
10284	7716.0	12223.0
647696	0.0	0.0
10283	1279.0	1440.0
116138	8748.0	6484.0
645030	0.0	0.0
1602	811.0	6922.0
1601	3923.0	2148.0
100873926	0.0	0.0
1600	24.0	21.0
100128260	1.0	2.0
116143	103.0	68.0
100873924	10.0	8.0
100873929	0.0	0.0
100873928	0.0	4.0
10286	2743.0	1540.0
10285	1433.0	2080.0
1609	1632.0	5223.0
100128266	1.0	5.0
1608	45.0	19.0
10288	257.0	1097.0
1607	5.0	4.0
10287	1219.0	964.0
1606	1712.0	520.0
100873923	10.0	0.0
10289	3676.0	2144.0
1605	9543.0	17122.0
100128262	18.0	119.0
100873922	1.0	5.0
1604	6326.0	613.0
100873921	1.0	1.0
1603	9293.0	10881.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	14.0	0.0
319133	30.0	34.0
319134	3.0	9.0
100287635	2.0	0.0
319130	5.0	7.0
319139	0.0	0.0
319135	2.0	1.0
100287630	0.0	0.0
319136	0.0	3.0
552891	1.0	1.0
319138	3.0	14.0
1613	5754.0	5694.0
200350	6.0	21.0
1612	400.0	367.0
1611	12817.0	8054.0
165140	251.0	26.0
1610	0.0	1.0
552889	6171.0	14819.0
1618	0.0	1.0
1617	0.0	0.0
1616	6660.0	5057.0
1615	4568.0	3514.0
319142	0.0	0.0
319143	1.0	13.0
319144	0.0	3.0
319145	2.0	2.0
100287625	0.0	0.0
1624	0.0	1.0
1623	1.0	0.0
1622	10211.0	3580.0
1621	13.0	10.0
1620	1563.0	411.0
1629	1310.0	2153.0
552879	0.0	0.0
1628	1264.0	1630.0
1627	6386.0	9479.0
319111	0.0	1.0
128178	944.0	2761.0
319112	3.0	1.0
100287616	409.0	388.0
393046	0.0	0.0
319117	0.0	0.0
319118	1.0	0.0
319114	10.0	5.0
1635	4729.0	2505.0
200373	17.0	3.0
1634	121586.0	12550.0
1633	691.0	2596.0
1632	4157.0	3995.0
552860	5.0	17.0
1630	14.0	6.0
1639	9688.0	9951.0
1638	108.0	7.0
1636	912.0	994.0
319122	5.0	0.0
319123	0.0	0.0
100287603	0.0	6.0
319128	6.0	4.0
319129	5.0	5.0
1646	3990.0	281.0
1645	3249.0	243.0
1644	13.0	11.0
1643	2332.0	2216.0
85824	25.0	10.0
1642	13921.0	14776.0
1641	171.0	74.0
552859	0.0	0.0
1649	1666.0	1553.0
1647	2163.0	611.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	4.0	13.0
1660	8005.0	14779.0
1657	1190.0	4662.0
1656	5872.0	6252.0
1655	39810.0	45852.0
1654	18810.0	28376.0
1653	5605.0	4718.0
1652	2286.0	1012.0
346708	0.0	0.0
1650	13282.0	8746.0
346702	22.0	10.0
1659	2876.0	8953.0
319100	0.0	0.0
319101	0.0	1.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	2.0	0.0
1667	0.0	0.0
1666	3655.0	1143.0
1665	5042.0	10094.0
1663	1524.0	2778.0
1662	1359.0	1274.0
1661	0.0	3.0
1669	1.0	0.0
1678	318.0	388.0
1677	295.0	347.0
1676	3435.0	2381.0
1675	24183.0	1426.0
1674	865.0	14.0
1673	0.0	0.0
1672	2239.0	28.0
153129	408.0	590.0
1690	66.0	120.0
165100	0.0	3.0
1687	1018.0	285.0
85865	1087.0	2094.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	1.0
100861569	0.0	0.0
100287596	0.0	1.0
100861563	4.0	1.0
10415	0.0	0.0
10417	3587.0	3166.0
493861	157.0	90.0
493860	8.0	19.0
100287591	0.0	0.0
10419	3449.0	7081.0
10418	2665.0	895.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1101.0	653.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	32.0	18.0
10411	2849.0	1252.0
10410	35016.0	6161.0
100873559	0.0	0.0
10413	5815.0	1194.0
100873558	0.0	1.0
10412	6099.0	4176.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1125.0	3162.0
442266	0.0	4.0
10425	3618.0	7236.0
442267	1.0	1.0
10428	3486.0	2532.0
10427	1756.0	3923.0
100861573	0.0	1.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	942.0	705.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	3870.0	3428.0
493856	1684.0	1915.0
100873549	0.0	0.0
10421	7262.0	9516.0
100873548	0.0	0.0
100131726	4.0	13.0
10424	5614.0	5610.0
100873547	0.0	0.0
10423	9035.0	10749.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	2.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	19.0	3.0
100873576	1.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	1.0	0.0
100873562	0.0	0.0
100287569	106.0	199.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	0.0	1.0
100287567	0.0	0.0
10404	3972.0	1276.0
10403	53.0	346.0
10406	13460.0	158.0
10408	8.0	36.0
10407	0.0	0.0
100131740	0.0	0.0
10409	1136.0	14008.0
100873567	0.0	0.0
100131743	6.0	5.0
100873566	2.0	1.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	3606.0	1932.0
10402	613.0	175.0
100873569	0.0	0.0
10401	2953.0	5536.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
