id	f31566a9-ffde-40fa-b879-71827a3540a9	f95c523a-cfb0-4b7e-9a66-48dcf9d24515
100421384	29.0	16.0
100421398	5.0	1.0
100421399	1.0	0.0
101928513	2.0	1.0
91380	0.0	0.0
390904	0.0	4.0
145438	91.0	12.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	4.0	4.0
100421397	1.0	3.0
375316	51.0	63.0
375318	0.0	0.0
390963	145.0	23.0
375307	13.0	8.0
389941	9.0	4.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	2.0	1.0
121456	84.0	47.0
387317	0.0	0.0
121457	592.0	751.0
389976	2.0	1.0
375341	606.0	317.0
387319	0.0	0.0
375323	7.0	4.0
389970	2.0	0.0
390940	161.0	51.0
133418	1253.0	1555.0
390948	0.0	0.0
121441	1641.0	1972.0
390949	2.0	0.0
652411	1.0	0.0
145370	2.0	0.0
102724954	0.0	0.0
54596	19.0	2.0
375484	542.0	1309.0
91526	725.0	592.0
133396	2.0	3.0
196951	371.0	130.0
91523	870.0	469.0
91522	494.0	37.0
121391	6.0	1.0
145376	84.0	41.0
400986	570.0	91.0
400984	7.0	22.0
196968	19.0	14.0
157378	1798.0	1143.0
723961	0.0	0.0
145389	475.0	408.0
157381	77.0	7.0
91543	280.0	1756.0
91544	1911.0	1237.0
102724923	10.0	2.0
652423	1.0	0.0
169355	2.0	6.0
400966	2.0	2.0
121364	0.0	0.0
400961	1479.0	423.0
157376	0.0	2.0
91574	1368.0	849.0
157313	67.0	678.0
157317	0.0	8.0
147991	2608.0	3201.0
399495	10.0	7.0
159963	0.0	3.0
100506965	749.0	235.0
100506963	99.0	50.0
387495	0.0	0.0
387496	517.0	111.0
387494	1.0	2.0
387491	2.0	2.0
387492	100.0	41.0
387486	0.0	0.0
157310	148.0	10.0
100506994	144.0	321.0
338470	3.0	0.0
170302	18.0	0.0
204010	3.0	3.0
399473	99.0	385.0
399474	258.0	175.0
91584	1179.0	358.0
159989	12.0	11.0
91582	1847.0	4669.0
107126360	3.0	0.0
133383	466.0	212.0
100506930	1783.0	3398.0
100820741	0.0	0.0
338448	0.0	0.0
8808	383.0	32.0
8809	114.0	161.0
54512	563.0	1568.0
54511	154.0	172.0
54510	2880.0	1551.0
54516	511.0	301.0
8802	4337.0	1822.0
8803	2198.0	2336.0
54514	4.0	1.0
8800	1957.0	4300.0
8801	3853.0	6875.0
8807	82.0	16.0
400916	750.0	455.0
54518	758.0	679.0
8804	8783.0	5637.0
100506939	3.0	1.0
54517	1182.0	1621.0
8805	2373.0	2434.0
8820	84.0	30.0
8821	4411.0	5159.0
338440	722.0	537.0
338442	223.0	53.0
8819	305.0	411.0
100820732	0.0	0.0
255620	1.0	4.0
54522	554.0	394.0
54521	1133.0	1212.0
54520	4143.0	1251.0
100820735	1.0	0.0
8813	1387.0	2143.0
170393	4.0	0.0
8814	78.0	95.0
170392	3.0	6.0
100506925	0.0	0.0
8811	0.0	1.0
8812	625.0	548.0
8817	19.0	92.0
8818	1984.0	2323.0
54529	3178.0	1976.0
255626	0.0	0.0
8815	4026.0	6555.0
8816	5043.0	3286.0
170394	1000.0	700.0
8831	1807.0	933.0
8832	394.0	893.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	1.0	0.0
54534	1629.0	793.0
54532	3817.0	1259.0
54531	1126.0	963.0
54538	2119.0	597.0
8824	3228.0	3172.0
8825	1131.0	74.0
54537	1798.0	2548.0
54536	1237.0	1810.0
8822	59.0	1.0
8823	5.0	45.0
54535	1814.0	783.0
8828	2265.0	3047.0
8829	5764.0	3567.0
8826	22810.0	25330.0
54539	2612.0	2337.0
8842	11872.0	134.0
8843	58.0	11.0
8840	27.0	1760.0
8841	3194.0	1781.0
100158257	0.0	0.0
54541	1823.0	11274.0
54540	4192.0	1408.0
54545	6555.0	3599.0
54544	0.0	0.0
54543	11140.0	4047.0
54542	3893.0	2988.0
54549	1742.0	1713.0
8835	866.0	377.0
8836	594.0	1455.0
8833	4332.0	6494.0
8834	1102.0	1301.0
54546	117.0	3.0
8839	455.0	790.0
8837	9377.0	2980.0
8838	144.0	3.0
101928483	44.0	4.0
8850	1418.0	776.0
101928484	0.0	0.0
8853	1039.0	1755.0
8854	643.0	214.0
8851	254.0	289.0
8852	0.0	0.0
400960	1632.0	456.0
338412	10.0	2.0
338413	3.0	1.0
54552	692.0	796.0
400957	1.0	8.0
54551	64.0	128.0
54550	40.0	16.0
196996	1337.0	100.0
400955	66.0	7.0
400954	227.0	54.0
54556	968.0	339.0
54555	2208.0	2756.0
400952	12.0	13.0
54554	1289.0	806.0
400950	3.0	1.0
8846	722.0	446.0
100820709	6.0	1.0
8847	91.0	370.0
54558	1487.0	673.0
8844	1348.0	565.0
54557	427.0	369.0
8848	17064.0	9660.0
196993	704.0	137.0
8861	5784.0	4057.0
101928492	616.0	302.0
8864	3958.0	1473.0
6201	34654.0	6808.0
6203	49436.0	15446.0
8862	528.0	72.0
101928496	1.0	0.0
8863	2994.0	1404.0
6202	89194.0	29630.0
723972	0.0	2.0
400946	74.0	21.0
400945	78.0	134.0
54567	800.0	370.0
54566	2521.0	509.0
400941	1.0	1.0
8857	5113.0	374.0
8858	15.0	14.0
54569	0.0	1.0
8856	18.0	34.0
54568	0.0	0.0
8859	840.0	448.0
8871	3575.0	2221.0
8872	2341.0	1909.0
6210	36134.0	12557.0
8870	2515.0	2114.0
100421500	2.0	1.0
8875	37.0	40.0
8876	21.0	14.0
8874	4615.0	3022.0
100421506	0.0	1.0
100421509	0.0	0.0
54570	0.0	0.0
400935	7.0	13.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	2.0
400932	13.0	3.0
54571	0.0	0.0
54578	0.0	1.0
255631	60.0	90.0
400931	651.0	134.0
54577	0.0	8.0
54576	0.0	0.0
54575	0.0	0.0
6205	75006.0	30268.0
100506915	16.0	3.0
8869	618.0	499.0
6204	11036.0	2932.0
6207	24092.0	10384.0
6206	55746.0	17655.0
8867	1211.0	755.0
54579	0.0	0.0
6209	14638.0	3311.0
6208	49785.0	11606.0
170384	879.0	1063.0
100506916	0.0	0.0
8882	2267.0	1420.0
8883	2380.0	1883.0
8880	6653.0	5198.0
8881	4666.0	4144.0
8886	5715.0	3731.0
6223	61829.0	27562.0
100421512	0.0	0.0
8887	8453.0	10452.0
6222	114808.0	22679.0
8884	6537.0	4826.0
6224	42210.0	16246.0
100421515	24.0	24.0
54581	472.0	264.0
54580	0.0	0.0
54585	2508.0	1537.0
54584	283.0	1046.0
54583	3299.0	3381.0
54587	5437.0	6825.0
54586	10.0	1.0
8879	5811.0	6134.0
170371	883.0	245.0
170370	1.0	1.0
8877	845.0	1084.0
6218	48928.0	20847.0
6217	32833.0	16335.0
8878	11839.0	25299.0
6219	9.0	0.0
100506907	0.0	1.0
100506906	333.0	345.0
255649	2.0	4.0
6230	37854.0	9886.0
8893	4248.0	4031.0
8894	3088.0	2590.0
101928440	0.0	0.0
8891	1410.0	1124.0
6232	42707.0	18694.0
8892	1259.0	956.0
6231	1889.0	2750.0
8897	1083.0	267.0
6234	14021.0	4260.0
8898	1976.0	1817.0
6233	45917.0	15271.0
8895	8672.0	16224.0
6236	131.0	24.0
8896	1712.0	2225.0
6235	19647.0	4016.0
101928442	0.0	0.0
101928448	44.0	2.0
8890	2623.0	2309.0
280659	1.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	2.0	0.0
253039	1418.0	178.0
6227	20932.0	6305.0
6226	5.0	1.0
6229	72866.0	27262.0
8888	7570.0	14741.0
6228	47752.0	14709.0
6241	71.0	2532.0
6240	4185.0	8132.0
100421411	0.0	0.0
6242	2291.0	1586.0
100421413	4.0	6.0
101928455	1.0	0.0
6244	1.0	0.0
6247	10.0	1.0
100421415	9.0	24.0
6246	0.0	0.0
280644	1.0	3.0
253044	6.0	1.0
6238	12793.0	15344.0
6237	1241.0	922.0
8899	6702.0	3910.0
6239	5229.0	2966.0
6252	982.0	672.0
100421420	8.0	8.0
6251	4910.0	3621.0
100421422	0.0	0.0
6253	1014.0	484.0
6256	5095.0	4912.0
100421424	0.0	0.0
6258	33.0	11.0
6257	3806.0	1837.0
100421428	3.0	0.0
101928469	0.0	14.0
100421429	5.0	1.0
280637	0.0	1.0
280636	2108.0	3200.0
253018	134.0	17.0
253017	0.0	0.0
253012	671.0	43.0
6249	5017.0	8017.0
6248	0.0	0.0
6263	835.0	62.0
100421431	2.0	4.0
6262	45.0	38.0
100421432	0.0	2.0
101928470	1.0	0.0
100421433	2.0	1.0
100421436	26.0	8.0
100421439	0.0	1.0
6261	1354.0	284.0
6260	4.0	1.0
6259	5060.0	3264.0
100421430	0.0	0.0
6274	16.0	21.0
6273	118.0	34.0
6276	3.0	6.0
6275	2051.0	1463.0
6278	1.0	2.0
6277	12376.0	5117.0
6279	19.0	38.0
6272	7416.0	7678.0
6271	2097.0	996.0
6285	774.0	49.0
6284	2703.0	3537.0
100421455	0.0	0.0
6286	26.0	102.0
6289	574.0	91.0
6288	9539.0	632.0
6281	2900.0	3730.0
6280	159.0	148.0
6283	0.0	0.0
6282	6887.0	16772.0
123920	2090.0	3145.0
100421451	0.0	0.0
6296	838.0	110.0
6295	7.0	10.0
6297	2071.0	1347.0
6299	41.0	141.0
101928420	0.0	0.0
6290	0.0	0.0
6291	23.0	2.0
6294	5934.0	3228.0
6293	3887.0	2913.0
100421478	0.0	0.0
100421479	2.0	0.0
280664	0.0	4.0
54505	2844.0	2456.0
280660	0.0	0.0
54504	751.0	1047.0
280661	9.0	6.0
54503	1195.0	1584.0
54502	6993.0	9423.0
54509	64.0	79.0
123904	0.0	0.0
54508	45.0	20.0
100421473	0.0	0.0
54507	1088.0	242.0
100421487	0.0	0.0
133308	554.0	496.0
147945	4.0	0.0
123970	2.0	0.0
100421480	4.0	0.0
147947	1022.0	1217.0
147948	329.0	186.0
147949	288.0	331.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	0.0
100421499	3.0	1.0
101060006	3.0	2.0
101060005	2.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	16.0	4.0
147965	1182.0	750.0
147968	182.0	44.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	29.0
121360	0.0	0.0
101060032	9.0	3.0
135924	0.0	0.0
135927	7.0	3.0
121355	15.0	19.0
147906	156.0	299.0
135932	1310.0	39.0
101060045	6.0	0.0
135935	1.0	0.0
101060040	0.0	0.0
147912	802.0	281.0
135942	0.0	0.0
135941	0.0	0.0
121340	1.0	1.0
135946	0.0	0.0
135948	2.0	1.0
104326190	0.0	0.0
104326191	20.0	3.0
147923	1044.0	784.0
147920	5.0	238.0
147929	298.0	260.0
104326192	0.0	0.0
104326193	1.0	0.0
375444	213.0	133.0
104326189	13.0	0.0
101060020	2.0	0.0
375449	6319.0	2115.0
104326188	0.0	0.0
121328	11.0	10.0
91653	3948.0	802.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	302.0	41.0
27085	357.0	373.0
27086	7020.0	8103.0
389756	7.0	0.0
147429	74.0	6.0
27089	2056.0	2321.0
91646	43.0	42.0
91647	817.0	1299.0
642968	1.0	2.0
135458	1.0	2.0
390766	0.0	0.0
27098	433.0	333.0
27099	1.0	2.0
27097	1887.0	2143.0
389741	134.0	11.0
27090	693.0	867.0
27091	0.0	0.0
27094	168.0	200.0
27095	2781.0	3030.0
27092	624.0	7684.0
642976	261.0	4.0
400629	2.0	32.0
27093	3.0	0.0
160428	542.0	1206.0
375133	274.0	268.0
387122	0.0	8.0
390730	1.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	443.0	253.0
27063	29.0	3.0
387117	0.0	0.0
27069	8218.0	17256.0
400612	2.0	5.0
27067	1822.0	3240.0
27068	2890.0	3584.0
221908	487.0	491.0
341799	0.0	0.0
400619	60.0	59.0
642987	100.0	91.0
400618	1765.0	24.0
400617	98.0	20.0
64065	22278.0	4545.0
91662	15.0	29.0
91663	8812.0	10886.0
64064	9.0	1.0
64067	547.0	114.0
64066	18.0	8.0
91661	1023.0	966.0
91664	983.0	605.0
147463	1272.0	422.0
387111	19.0	0.0
27076	1111.0	1086.0
390748	3.0	0.0
27077	544.0	412.0
400604	56.0	31.0
27074	98.0	454.0
27075	6210.0	22619.0
389766	1.0	7.0
387103	145.0	115.0
387104	7.0	0.0
27079	645.0	366.0
389763	0.0	0.0
341784	1.0	2.0
642996	2.0	1.0
27072	3535.0	6814.0
160419	0.0	3.0
64061	3415.0	1479.0
400609	0.0	0.0
160418	1828.0	2966.0
64063	693.0	634.0
27071	463.0	208.0
64062	4861.0	2888.0
91695	722.0	249.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	633.0	20.0
100313770	0.0	0.0
64077	1235.0	1422.0
91694	1534.0	2269.0
100313771	0.0	0.0
390790	1.0	1.0
221927	2798.0	2706.0
390792	17.0	3.0
400680	60.0	12.0
27043	4684.0	3583.0
27044	15313.0	21925.0
27042	3312.0	2550.0
389799	23.0	23.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	790.0	611.0
100313777	0.0	0.0
27040	56.0	16.0
100313774	0.0	0.0
64073	292.0	1292.0
64087	6880.0	10569.0
221914	66.0	42.0
64089	663.0	939.0
100313781	0.0	0.0
91683	1668.0	804.0
91689	2821.0	1146.0
100313780	0.0	0.0
245908	0.0	0.0
91687	282.0	544.0
245909	0.0	0.0
400673	489.0	281.0
389792	275.0	440.0
389791	18.0	0.0
387129	0.0	5.0
400668	0.0	2.0
389787	14.0	11.0
64081	537.0	304.0
64080	262.0	494.0
64083	6362.0	8683.0
64084	4694.0	6006.0
64098	416.0	364.0
64097	840.0	451.0
400660	55.0	18.0
8909	38.0	25.0
27022	2.0	0.0
8907	1854.0	3030.0
341757	2.0	0.0
400658	20.0	39.0
8908	2193.0	1214.0
147407	1.0	3.0
27020	5991.0	8434.0
400657	927.0	460.0
27023	0.0	1.0
400654	0.0	0.0
64090	1.0	8.0
64092	136.0	469.0
64091	479.0	133.0
8900	62.0	45.0
64094	5413.0	2877.0
8905	930.0	1513.0
147409	0.0	6.0
64093	375.0	20.0
8906	3313.0	1832.0
64096	1.0	0.0
8904	5769.0	19458.0
221935	751.0	463.0
221937	4517.0	1817.0
221938	0.0	0.0
400652	13.0	5.0
400650	4.0	3.0
27039	18.0	9.0
27032	7616.0	8376.0
27033	44.0	44.0
27030	2000.0	869.0
27031	1133.0	299.0
27036	32.0	64.0
400645	0.0	0.0
27037	2183.0	3967.0
400644	1.0	1.0
27034	2379.0	1388.0
400643	1.0	1.0
27035	38.0	97.0
8912	162.0	10491.0
100313769	3.0	0.0
8913	119.0	290.0
8910	2474.0	1523.0
8911	113.0	155.0
8916	2071.0	1739.0
8914	1081.0	5277.0
8915	1153.0	778.0
245935	1.0	0.0
245936	0.0	0.0
245937	3.0	5.0
245938	0.0	1.0
8930	2306.0	3124.0
245939	0.0	0.0
221960	313.0	379.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	6891.0	3851.0
8927	428.0	290.0
8928	10.0	26.0
8925	8494.0	3378.0
8926	27.0	86.0
221955	1393.0	1317.0
8941	1.0	5.0
8942	332.0	186.0
375189	26.0	34.0
8940	33.0	44.0
245940	0.0	0.0
206338	121.0	19.0
375190	513.0	477.0
196446	10.0	95.0
8934	1858.0	3436.0
8935	2688.0	2006.0
196441	4172.0	2630.0
8932	4092.0	3229.0
8933	2355.0	2502.0
8938	1259.0	1006.0
8939	3553.0	3484.0
8936	754.0	539.0
326105	8.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	411.0	257.0
245910	0.0	0.0
206358	687.0	1239.0
245911	0.0	0.0
245912	0.0	0.0
196415	0.0	2.0
642909	1.0	4.0
642907	0.0	3.0
8945	2919.0	2696.0
54659	0.0	0.0
54658	0.0	0.0
8943	8347.0	9806.0
54657	0.0	0.0
8944	0.0	0.0
196410	10.0	50.0
245927	0.0	0.0
245928	0.0	0.0
6300	287.0	325.0
245929	0.0	0.0
6302	2689.0	2572.0
6301	8465.0	6088.0
160492	0.0	1.0
54662	3857.0	1488.0
54661	23.0	1.0
54660	54.0	35.0
54665	2803.0	1373.0
54664	4277.0	6123.0
54663	1617.0	1063.0
8970	30.0	140.0
8971	4715.0	3162.0
101928363	10.0	5.0
8974	1712.0	1652.0
6311	2458.0	2905.0
8975	2068.0	1946.0
6310	2697.0	2846.0
91612	3016.0	1818.0
100421601	0.0	0.0
8972	23.0	72.0
8973	2.0	39.0
245972	9.0	19.0
245973	316.0	149.0
54677	2000.0	2787.0
54676	2336.0	1665.0
54675	1665.0	2103.0
147468	0.0	0.0
54674	167.0	54.0
6304	3999.0	1531.0
6303	6305.0	5242.0
8968	2.0	3.0
6305	5306.0	3882.0
91603	1311.0	987.0
91608	186.0	331.0
6307	2035.0	3782.0
642924	5.0	4.0
8969	36.0	61.0
6309	2661.0	2232.0
91607	1451.0	4346.0
6320	362.0	511.0
6322	674.0	558.0
8985	2155.0	3726.0
8986	1218.0	1555.0
64002	0.0	0.0
101928378	239.0	113.0
6324	290.0	194.0
64005	256.0	415.0
6323	1.0	0.0
101928376	11.0	5.0
54680	1584.0	1210.0
642938	41.0	158.0
54682	2791.0	3083.0
54681	2188.0	1736.0
196403	2329.0	1705.0
6315	0.0	0.0
6314	2868.0	2450.0
6317	0.0	1.0
8976	4703.0	7413.0
6319	13458.0	70610.0
6318	0.0	0.0
642935	10.0	6.0
8992	5263.0	9390.0
8993	0.0	2.0
6331	155.0	23.0
8991	7262.0	5826.0
6330	2792.0	168.0
100421621	18.0	5.0
8996	1603.0	859.0
101928388	3.0	2.0
6332	178.0	75.0
8997	1512.0	458.0
8994	2734.0	1919.0
6335	73.0	34.0
8995	4.0	19.0
6334	439.0	201.0
147495	5159.0	731.0
100421629	1.0	1.0
8989	4.0	9.0
6326	955.0	29.0
8987	187.0	173.0
6328	290.0	42.0
91624	852.0	571.0
6327	669.0	110.0
8988	0.0	0.0
6329	402.0	80.0
642946	26.0	22.0
6340	512.0	54.0
6342	7134.0	6287.0
6341	1879.0	4777.0
6344	38.0	6.0
100421633	0.0	0.0
6343	6.0	25.0
100421634	2.0	0.0
6346	0.0	2.0
6345	70.0	32.0
100421638	1.0	0.0
642958	2.0	1.0
642959	11.0	0.0
6337	7284.0	9737.0
642952	0.0	0.0
6336	0.0	1.0
6339	408.0	189.0
91614	45.0	76.0
8999	188.0	7.0
6338	611.0	47.0
642954	23.0	28.0
6351	133.0	170.0
6352	2306.0	1461.0
6355	118.0	95.0
6354	0.0	2.0
6357	21.0	26.0
6356	0.0	65.0
100421528	0.0	1.0
6348	85.0	124.0
6347	424.0	451.0
196394	421.0	507.0
6362	3.0	54.0
6361	8.0	14.0
6364	17.0	8.0
6363	93.0	473.0
100421533	17.0	15.0
6366	1092.0	298.0
100421535	0.0	0.0
6368	12.0	6.0
6367	666.0	418.0
101928337	0.0	0.0
6360	21.0	4.0
255349	14.0	3.0
6359	0.0	0.0
6358	750.0	39.0
6373	11.0	823.0
101928340	9.0	3.0
6372	11.0	4.0
100421542	0.0	0.0
6375	46.0	18.0
6374	185.0	10.0
100421545	34.0	25.0
6376	31807.0	811.0
101928345	1.0	0.0
100421549	0.0	0.0
6370	5.0	1.0
255313	0.0	0.0
196374	2.0	1.0
6369	6.0	6.0
6383	3630.0	5599.0
6386	6763.0	8515.0
6385	14660.0	17421.0
6388	2066.0	2143.0
6387	12437.0	7177.0
6389	5028.0	6694.0
255330	0.0	0.0
6382	4178.0	22427.0
102724246	8.0	5.0
255324	1.0	2.0
196385	85.0	300.0
196383	2203.0	981.0
100421550	0.0	0.0
6397	5042.0	4243.0
100421565	0.0	0.0
6396	3620.0	5006.0
100421566	0.0	0.0
6399	1159.0	1143.0
6398	471.0	1079.0
6391	4736.0	8547.0
6390	2564.0	2714.0
6392	3368.0	1830.0
282997	78.0	365.0
282996	246.0	177.0
100134229	315.0	146.0
282991	1199.0	2390.0
100421560	0.0	0.0
100421577	17.0	13.0
100421579	9.0	6.0
255394	957.0	330.0
102724224	7.0	62.0
54600	0.0	0.0
54602	1906.0	1932.0
282980	0.0	0.0
54606	3559.0	5066.0
100421572	0.0	0.0
100421588	3.0	5.0
100421589	104.0	21.0
282974	494.0	892.0
282973	217.0	155.0
54619	617.0	449.0
100421581	0.0	0.0
196335	3.0	2.0
100421582	32.0	8.0
54617	3183.0	1709.0
100421598	1.0	0.0
100421599	1.0	0.0
255374	128.0	55.0
282969	146.0	143.0
102724201	11.0	0.0
282966	0.0	0.0
54622	1698.0	761.0
100134259	49.0	19.0
54621	1853.0	1350.0
54620	959.0	1257.0
54626	79.0	27.0
54625	4023.0	11551.0
54623	3980.0	5116.0
54629	3085.0	1567.0
54627	367.0	86.0
27005	2188.0	3120.0
27006	12.0	9.0
27000	1709.0	1631.0
27004	0.0	2.0
27018	3247.0	3846.0
27019	249.0	137.0
400591	0.0	0.0
27010	198.0	191.0
27012	4.0	0.0
27013	4250.0	3339.0
400581	7.0	1.0
400578	2.0	0.0
400569	578.0	258.0
400566	279.0	230.0
389715	1.0	0.0
100313829	0.0	0.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	73.0	45.0
389730	0.0	0.0
100038246	0.0	5.0
389727	0.0	0.0
91775	2046.0	2546.0
390872	0.0	0.0
390874	1.0	2.0
654835	0.0	0.0
400759	119.0	132.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	3.0	1.0
400752	168.0	25.0
137994	179.0	172.0
642843	40.0	12.0
91768	2813.0	1521.0
64151	53.0	685.0
64150	157.0	27.0
64168	321.0	62.0
64167	2135.0	2043.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	1.0	0.0
125988	1351.0	1255.0
400746	763.0	44.0
400745	3.0	6.0
389866	9.0	5.0
150962	526.0	485.0
64175	1286.0	2880.0
162968	257.0	160.0
64174	93.0	81.0
162966	563.0	269.0
162967	1991.0	1069.0
162962	795.0	401.0
162963	441.0	114.0
125981	5.0	17.0
149992	0.0	0.0
390856	0.0	0.0
390858	7.0	1.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	484.0	214.0
149986	2441.0	3356.0
147323	5.0	5.0
326293	4.0	0.0
100313839	0.0	0.0
389898	1.0	2.0
100313837	0.0	0.0
326295	1.0	0.0
27189	1.0	1.0
100313838	0.0	0.0
326294	2.0	2.0
125972	1.0	1.0
642864	0.0	3.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	311.0	137.0
27183	3573.0	2603.0
64170	347.0	104.0
642869	0.0	0.0
27180	48.0	110.0
27181	133.0	164.0
64172	782.0	532.0
100313830	2.0	0.0
375248	542.0	167.0
91782	3261.0	4863.0
27197	14.0	36.0
147339	1971.0	2529.0
27198	4256.0	1152.0
27195	0.0	0.0
125965	88.0	8.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	235.0	14.0
400720	936.0	386.0
149998	6.0	3.0
389884	0.0	2.0
326286	1.0	0.0
27190	137.0	3.0
64180	7.0	8.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	8.0	12.0
64184	4.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	25.0	1.0
387264	20.0	8.0
387263	1400.0	1233.0
206412	124.0	19.0
27164	0.0	7.0
27165	57.0	95.0
27163	2005.0	1538.0
400799	3.0	9.0
400798	71.0	67.0
27166	1650.0	3688.0
400797	0.0	0.0
326272	0.0	0.0
326275	9.0	1.0
326277	1.0	0.0
326279	2.0	2.0
27160	1.0	0.0
27161	4405.0	3194.0
326278	2.0	2.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	3.0	0.0
387254	0.0	0.0
400793	5305.0	984.0
150928	48.0	59.0
27175	1382.0	960.0
149934	0.0	0.0
27173	6331.0	9562.0
150921	15.0	9.0
27179	2.0	1.0
27177	0.0	0.0
27178	1.0	0.0
341883	14.0	1.0
341880	8.0	6.0
27170	0.0	0.0
326269	0.0	0.0
137964	5359.0	3881.0
390892	0.0	0.0
375298	249.0	299.0
149951	2240.0	6331.0
27148	2335.0	2302.0
390895	0.0	0.0
206426	3.0	1.0
27143	999.0	331.0
27141	73.0	8.0
27146	207.0	152.0
106029310	0.0	0.0
27147	381.0	65.0
27145	278.0	215.0
123355	982.0	558.0
137970	30.0	0.0
375287	1422.0	912.0
387276	0.0	0.0
27159	1.0	1.0
387273	13.0	12.0
150947	0.0	0.0
150946	363.0	501.0
27153	1384.0	1488.0
27154	5463.0	3448.0
400769	0.0	2.0
27151	5201.0	633.0
27152	2656.0	1539.0
123346	1.0	1.0
27158	785.0	634.0
400765	0.0	0.0
100293516	848.0	2069.0
387266	1.0	0.0
27156	5.0	31.0
149954	0.0	4.0
387267	1.0	6.0
375295	125.0	575.0
100313886	3.0	1.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	15.0	6.0
160365	30.0	37.0
160364	10.0	29.0
102724316	1160.0	827.0
54754	4.0	4.0
54753	1179.0	1176.0
54752	5.0	10.0
54751	3154.0	2503.0
54758	2192.0	619.0
54757	826.0	817.0
54756	6748.0	1183.0
101928290	70.0	68.0
6401	418.0	330.0
6400	9060.0	8619.0
102724307	0.0	0.0
54760	268.0	95.0
54765	7442.0	12525.0
54764	1892.0	1815.0
54763	746.0	4.0
54762	1954.0	766.0
54769	50.0	19.0
54768	101.0	101.0
54766	0.0	0.0
159371	237.0	359.0
100421700	0.0	0.0
100421701	5.0	0.0
100421702	0.0	1.0
100421704	18.0	5.0
100421705	0.0	0.0
100421706	6.0	0.0
100421707	1.0	0.0
100421708	7.0	0.0
100421709	0.0	0.0
54776	3263.0	2584.0
91703	93.0	11.0
6403	768.0	412.0
6402	197.0	863.0
6405	3406.0	9977.0
54778	2871.0	1756.0
6404	1100.0	1450.0
54777	86.0	245.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	299.0	50.0
6421	17911.0	13069.0
100421710	0.0	0.0
64101	57.0	34.0
6423	4803.0	37611.0
6422	101765.0	1650.0
64106	40.0	13.0
64105	79.0	179.0
64108	329.0	218.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	4.0	6.0
54780	2194.0	925.0
54785	487.0	209.0
54784	715.0	691.0
6414	17718.0	4909.0
6416	2477.0	4104.0
54788	3854.0	5734.0
6415	5321.0	12933.0
6418	16960.0	14525.0
6419	2109.0	656.0
6430	19211.0	3446.0
64111	0.0	0.0
162989	1646.0	1993.0
64110	2497.0	1363.0
6432	6493.0	4422.0
6431	14234.0	11021.0
64112	2564.0	1705.0
64115	2869.0	866.0
6434	6875.0	5845.0
101928243	83.0	56.0
6433	3460.0	2694.0
64114	8384.0	5154.0
101928244	9.0	0.0
100421724	7.0	4.0
64116	2827.0	1606.0
64118	3788.0	5257.0
101928248	17.0	4.0
100421728	0.0	0.0
54790	3665.0	2070.0
100421729	1.0	0.0
104548973	4.0	1.0
104548972	0.0	1.0
54793	2921.0	2964.0
400713	788.0	819.0
104548971	0.0	6.0
104548970	0.0	0.0
54798	393.0	172.0
255411	0.0	0.0
54797	825.0	895.0
54796	491.0	1690.0
54795	3172.0	2535.0
6425	5.0	7.0
6424	2985.0	4643.0
150992	0.0	0.0
6427	5086.0	4762.0
54799	3025.0	1452.0
6426	8283.0	9794.0
6429	4980.0	3329.0
6428	14003.0	8232.0
162979	261.0	160.0
6441	93.0	69.0
