id	284f0774-1db5-4f86-a26c-0f967fa05d2f	9ad28472-32f0-4cb5-ba51-17d3e75fe85d
29101	6095.0	3968.0
29100	1193.0	1602.0
29105	2107.0	2735.0
29104	1386.0	743.0
29103	3077.0	1311.0
29102	5157.0	4079.0
100271098	3.0	4.0
283284	158.0	27.0
728343	0.0	0.0
728342	5.0	25.0
100128849	0.0	0.0
728344	2.0	1.0
100271081	0.0	1.0
100128845	1.0	0.0
728340	271.0	256.0
285888	2.0	0.0
29119	112.0	91.0
107057644	62.0	7.0
29118	102.0	56.0
107057647	0.0	0.0
114655	3.0	1.0
29117	4450.0	5593.0
107057646	9.0	0.0
114657	0.0	0.0
114659	938.0	786.0
126638	0.0	0.0
54165	2823.0	3611.0
126637	0.0	0.0
29110	2503.0	1691.0
29116	3582.0	1674.0
29115	3689.0	2976.0
29114	18.0	10.0
29113	32.0	365.0
100271087	52.0	20.0
100271089	0.0	1.0
100271085	1.0	2.0
100128836	7.0	4.0
728378	7.0	6.0
728377	563.0	348.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	15.0	1.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	2374.0	1498.0
81793	270.0	45.0
81794	536.0	516.0
81796	28.0	20.0
81790	2137.0	899.0
100271076	0.0	0.0
283267	926.0	477.0
91107	1804.0	4605.0
100128830	6.0	5.0
81792	997.0	437.0
100271078	1.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	1.0
100128827	0.0	0.0
728366	3.0	3.0
728361	12.0	22.0
100128822	250.0	374.0
728369	0.0	0.0
81786	164.0	21.0
54187	1884.0	1644.0
81788	212.0	108.0
81789	935.0	338.0
283257	0.0	0.0
100271065	0.0	0.0
645700	2.0	4.0
283254	254.0	185.0
126695	1147.0	1312.0
148003	0.0	0.0
378108	17.0	3.0
151649	46.0	30.0
151648	44.0	634.0
151647	4.0	6.0
151645	12.0	20.0
200909	0.0	1.0
200916	1392.0	1564.0
148014	8.0	10.0
151658	0.0	0.0
151651	29.0	11.0
56704	349.0	492.0
148022	1600.0	1329.0
126669	2270.0	437.0
126668	198.0	30.0
100126297	0.0	0.0
100126299	2.0	0.0
100126296	2.0	0.0
200931	276.0	175.0
200933	1301.0	2465.0
126661	348.0	277.0
56729	1.0	0.0
283298	2590.0	334.0
283297	0.0	0.0
136051	784.0	201.0
138639	818.0	456.0
692076	4.0	0.0
391121	0.0	0.0
391120	0.0	0.0
391123	56.0	40.0
200942	2049.0	1291.0
440577	10.0	8.0
440574	1691.0	961.0
56731	2968.0	1944.0
100126270	15.0	8.0
692084	0.0	0.0
692085	0.0	0.0
692086	24.0	24.0
138649	86.0	20.0
200959	0.0	0.0
200958	753.0	1145.0
391135	6.0	6.0
440567	103.0	110.0
391139	8.0	4.0
440563	1.0	0.0
440561	0.0	0.0
151613	4240.0	3070.0
692072	0.0	0.0
692075	5.0	18.0
692057	0.0	0.0
692058	5.0	3.0
124056	0.0	1.0
81706	383.0	1617.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	6428.0	2117.0
391109	0.0	0.0
440595	132.0	162.0
56751	0.0	0.0
692063	0.0	0.0
8402	2877.0	2852.0
391110	0.0	0.0
8403	0.0	8.0
391112	0.0	0.0
124045	388.0	613.0
391114	0.0	0.0
124044	535.0	561.0
391115	0.0	0.0
440585	97.0	25.0
391117	0.0	0.0
440584	43.0	19.0
391119	0.0	0.0
54101	2544.0	1307.0
151636	4987.0	9938.0
440590	318.0	479.0
54103	2090.0	1494.0
54102	1362.0	128.0
54108	1777.0	2198.0
54107	3585.0	4013.0
54106	12.0	4.0
692053	2.0	3.0
391040	2.0	4.0
645683	3.0	9.0
8410	0.0	0.0
645682	3.0	0.0
645688	6.0	5.0
391044	1.0	0.0
645687	0.0	0.0
8411	5232.0	2668.0
645686	0.0	0.0
8412	2967.0	551.0
391045	45.0	15.0
440533	5.0	0.0
8406	4952.0	370.0
8407	19644.0	43608.0
8404	68097.0	9828.0
8405	5135.0	4144.0
8408	4877.0	2557.0
8409	2470.0	1437.0
391051	6.0	5.0
8420	951.0	1449.0
645694	7.0	5.0
391053	2.0	0.0
645693	17.0	15.0
643031	0.0	1.0
8424	1059.0	2724.0
8425	11143.0	2198.0
643037	1.0	0.0
163589	482.0	1450.0
643034	0.0	0.0
440525	48.0	44.0
391059	833.0	289.0
645691	8.0	11.0
163590	4212.0	5426.0
8417	6648.0	4926.0
8418	1692.0	2060.0
8416	1316.0	595.0
8419	11.0	1.0
8431	2.0	2.0
8435	51.0	7.0
8436	9748.0	679.0
8433	2.0	0.0
8434	3400.0	671.0
391026	0.0	0.0
440556	96.0	14.0
440560	0.0	0.0
8428	4495.0	9318.0
8427	1970.0	1033.0
103157000	0.0	2.0
8443	3652.0	3533.0
8440	3936.0	5596.0
8446	1746.0	963.0
8447	1786.0	291.0
8444	1294.0	1429.0
8445	2540.0	2048.0
391037	13.0	4.0
391039	1.0	2.0
643050	0.0	0.0
285905	27.0	20.0
285908	996.0	299.0
8439	2737.0	2187.0
8437	242.0	1294.0
8438	89.0	858.0
8453	2809.0	2374.0
8454	6211.0	2098.0
8451	6539.0	6605.0
8452	6939.0	3525.0
8458	1701.0	2041.0
8455	9110.0	5629.0
8456	19.0	9.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	7987.0	5372.0
106481583	0.0	0.0
106481584	3.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	3.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	294.0	31.0
8449	2885.0	2556.0
106481580	1.0	0.0
8464	730.0	534.0
8462	4287.0	1496.0
8463	2694.0	6143.0
8468	1.0	7.0
391099	2.0	0.0
8467	10162.0	6535.0
342184	1840.0	643.0
246312	2.0	5.0
106481589	0.0	0.0
8460	1128.0	494.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	1.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	27.0	12.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	1.0	1.0
8459	2959.0	831.0
106481590	0.0	0.0
106481591	0.0	1.0
8476	8259.0	7417.0
8473	21255.0	9709.0
440519	119.0	174.0
440518	1.0	1.0
8479	1027.0	1567.0
440515	2325.0	1138.0
8477	189.0	234.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	1.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	82.0	4.0
8470	7909.0	16145.0
106481561	1.0	2.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	3.0	11.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	1.0
8487	478.0	389.0
8484	3.0	2.0
391075	0.0	0.0
440508	13.0	1.0
391077	1.0	0.0
391076	2.0	0.0
8488	1.0	4.0
440503	453.0	81.0
8489	1.0	19.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	203.0	227.0
8483	2331.0	1940.0
8480	2321.0	2956.0
8481	4517.0	4484.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	1.0	1.0
106481574	0.0	0.0
106481575	1.0	0.0
391081	43.0	5.0
8497	256.0	176.0
728431	298.0	108.0
8498	4009.0	3260.0
728430	12.0	2.0
100128934	0.0	1.0
8495	5617.0	3234.0
8496	12127.0	2917.0
91012	3100.0	1447.0
100128936	68.0	29.0
728432	0.0	0.0
100128930	0.0	2.0
8499	121.0	22.0
106481536	0.0	0.0
8490	15429.0	4884.0
106481537	0.0	0.0
285954	23.0	7.0
285955	35.0	14.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	2055.0	2443.0
54075	3.0	6.0
101669766	38.0	17.0
728434	0.0	0.0
91010	3803.0	2159.0
285958	1061.0	664.0
101669767	0.0	0.0
8491	4331.0	1708.0
106481538	0.0	0.0
8492	982.0	351.0
54072	1.0	5.0
106481539	0.0	0.0
101669762	84.0	39.0
106481540	1.0	1.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	4.0
100271059	0.0	0.0
81695	1.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	1.0
106481542	1.0	0.0
81693	15.0	13.0
100271056	0.0	0.0
100271050	11.0	5.0
100271053	0.0	0.0
93664	4276.0	1528.0
100128923	5.0	5.0
93663	2265.0	2083.0
285961	35.0	11.0
93668	0.0	0.0
285962	327.0	68.0
106481547	0.0	0.0
54082	30.0	5.0
106481548	0.0	0.0
285965	32.0	12.0
285966	1208.0	369.0
106481545	2.0	3.0
106481546	3.0	0.0
93661	67.0	5.0
100128927	1564.0	692.0
54084	34.0	2.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	14489.0	15801.0
106481551	4.0	0.0
54089	10.0	9.0
81689	2941.0	1198.0
54088	0.0	13.0
106481554	0.0	1.0
100271047	0.0	0.0
106481555	2.0	0.0
106481552	0.0	0.0
106456574	3.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3094.0	2346.0
342132	818.0	530.0
285971	923.0	309.0
285972	66.0	49.0
285973	85.0	36.0
100128911	0.0	0.0
728450	0.0	0.0
54093	1757.0	948.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	1.0	0.0
54090	3.0	12.0
106481513	19.0	6.0
54097	2869.0	356.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	87.0	160.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	12.0	21.0
54098	0.0	0.0
246330	1068.0	698.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	1.0
342125	78.0	16.0
100271033	23.0	46.0
645619	3.0	2.0
100271031	10.0	4.0
344787	357.0	198.0
100128902	0.0	0.0
728441	1.0	5.0
100128903	0.0	0.0
222389	1904.0	1659.0
106481525	2.0	6.0
106481526	4.0	0.0
285987	17.0	14.0
106481523	0.0	0.0
285989	1238.0	569.0
106481524	2.0	0.0
106481529	0.0	0.0
728448	135.0	29.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	2.0	1.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	918.0	670.0
91056	1709.0	982.0
645641	1.0	2.0
91050	2305.0	1453.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	48.0	23.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	4.0	4.0
106481503	0.0	0.0
106481504	1.0	2.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	1.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	4.0	0.0
283316	493.0	539.0
106481510	5.0	1.0
106481511	0.0	0.0
100271003	4.0	0.0
283314	589.0	497.0
100271006	0.0	0.0
283310	54.0	34.0
344758	7.0	2.0
100271001	0.0	0.0
344752	15.0	0.0
728411	1218.0	690.0
728410	0.0	0.0
643003	0.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	5702.0	128.0
728409	3.0	5.0
283303	0.0	0.0
344741	1.0	0.0
728400	0.0	0.0
645676	148.0	171.0
285941	5.0	3.0
728405	0.0	0.0
285943	530.0	166.0
728407	452.0	201.0
728402	1.0	2.0
728403	0.0	0.0
643008	97.0	36.0
645668	0.0	3.0
100506658	835.0	3262.0
100506655	36.0	9.0
81849	676.0	1239.0
56890	1565.0	1128.0
56891	0.0	34.0
100506650	0.0	0.0
81846	6270.0	2600.0
81847	3392.0	2330.0
81848	2194.0	1103.0
56896	3.0	512.0
56897	2971.0	3838.0
81853	2561.0	2067.0
56898	3724.0	1276.0
81855	3686.0	1285.0
56899	652.0	366.0
56892	3302.0	484.0
56893	2841.0	4841.0
121275	6.0	0.0
121278	0.0	1.0
56894	5096.0	5117.0
81850	1.0	2.0
145249	4.0	0.0
56895	1231.0	484.0
81851	4.0	2.0
649137	1.0	2.0
81839	1811.0	2788.0
121274	2571.0	1690.0
121273	24.0	17.0
145264	20.0	1.0
121270	0.0	4.0
145258	70.0	15.0
121268	72.0	85.0
81844	9386.0	4028.0
145259	5.0	6.0
133283	240.0	251.0
375593	43.0	13.0
100506649	223.0	127.0
100506673	0.0	0.0
121260	2582.0	1464.0
145270	1697.0	990.0
100506671	0.0	1.0
81875	3129.0	4206.0
81876	9460.0	8848.0
81870	0.0	0.0
81871	0.0	0.0
121256	1.0	0.0
81872	0.0	0.0
81873	1532.0	1799.0
387597	35.0	100.0
100506668	808.0	569.0
160897	1780.0	1882.0
649159	1.0	0.0
145282	1006.0	480.0
387590	3273.0	6594.0
81856	1153.0	1038.0
81857	2307.0	2790.0
100506660	39.0	127.0
81858	2244.0	2693.0
135886	1.0	10.0
147872	10.0	8.0
81889	1049.0	932.0
145200	2.0	7.0
81892	1217.0	888.0
81893	14.0	9.0
81894	2304.0	1707.0
81890	1663.0	1757.0
135892	10.0	55.0
649179	13.0	4.0
100506600	59.0	5.0
613126	25.0	6.0
81887	3016.0	2008.0
81888	655.0	322.0
145216	17.0	1.0
338591	8.0	1.0
649186	4.0	4.0
338596	1527.0	1093.0
338599	0.0	1.0
169200	2964.0	532.0
145226	16.0	13.0
100506637	173.0	62.0
160857	498.0	116.0
160851	3388.0	2006.0
91227	2.0	0.0
157206	8.0	3.0
100506622	18.0	5.0
100856809	0.0	0.0
338588	0.0	0.0
145241	2.0	0.0
91219	7.0	5.0
650172	1.0	0.0
102724678	9.0	1.0
338579	3.0	2.0
326591	532.0	511.0
255738	16.0	24.0
338567	0.0	0.0
102724668	46.0	13.0
255743	6032.0	4779.0
56829	5297.0	3099.0
326586	0.0	0.0
102724655	2.0	0.0
554250	3.0	0.0
554251	476.0	311.0
338557	166.0	133.0
56832	0.0	1.0
56833	141.0	898.0
56834	982.0	505.0
554235	30.0	13.0
554236	4.0	9.0
56849	1095.0	121.0
255725	1.0	0.0
56848	729.0	940.0
56852	2214.0	1815.0
56853	63.0	54.0
102724631	2.0	0.0
56850	2662.0	1788.0
56851	2464.0	1065.0
100820829	1011.0	248.0
101243555	6.0	0.0
196872	146.0	66.0
8501	976.0	197.0
8502	14106.0	10286.0
8500	5196.0	4342.0
253128	29.0	14.0
664701	554.0	287.0
255783	495.0	395.0
54207	2.0	1.0
54206	8535.0	4484.0
54205	4424.0	3409.0
664709	39.0	32.0
54209	396.0	508.0
196883	2743.0	445.0
8512	38.0	9.0
8513	14.0	0.0
8510	1.0	1.0
8511	21.0	1.0
54210	16.0	27.0
81831	1151.0	2109.0
81832	5.0	1.0
81833	1.0	0.0
54212	0.0	1.0
170261	63.0	4.0
8505	1807.0	1360.0
8506	766.0	186.0
8503	4275.0	5647.0
8504	1939.0	1355.0
8509	239.0	123.0
8507	5204.0	5688.0
255758	202.0	134.0
8508	3221.0	4711.0
8520	3254.0	2609.0
8521	3.0	8.0
169270	572.0	275.0
8522	6893.0	1159.0
102724605	0.0	0.0
554282	3.0	59.0
56886	6958.0	5237.0
54221	163.0	390.0
56888	4223.0	4101.0
554279	82.0	9.0
664722	4.0	3.0
56882	9440.0	7961.0
664721	14.0	3.0
255762	6.0	4.0
56884	3.0	0.0
8516	559.0	89.0
8517	277.0	272.0
8514	794.0	814.0
8515	2141.0	4112.0
56889	22248.0	13499.0
8518	4796.0	2151.0
8519	2927.0	6875.0
8530	195.0	238.0
326624	246.0	97.0
8531	14266.0	18335.0
326625	2328.0	985.0
8534	534.0	261.0
326628	0.0	0.0
8535	1331.0	2066.0
326627	2.0	30.0
8532	66.0	11.0
8533	3013.0	2659.0
8527	4576.0	1064.0
8528	514.0	181.0
8525	3842.0	3189.0
8526	1333.0	738.0
8529	3.0	0.0
8541	341.0	879.0
326613	1.0	3.0
8542	3415.0	5346.0
326615	0.0	0.0
8540	3531.0	2022.0
326614	0.0	0.0
8545	9809.0	4952.0
326617	0.0	0.0
8546	4629.0	5375.0
326616	0.0	0.0
8543	4165.0	13010.0
8544	863.0	570.0
253175	0.0	0.0
554300	0.0	1.0
8538	2640.0	2365.0
8539	9461.0	5279.0
8536	394.0	186.0
8537	1472.0	250.0
8552	228.0	79.0
8553	28520.0	5075.0
8550	3023.0	2484.0
326603	5.0	5.0
8551	0.0	0.0
8556	3543.0	261.0
326606	0.0	0.0
8557	68.0	27.0
8554	5742.0	2359.0
8555	3697.0	935.0
326607	0.0	0.0
326609	1.0	3.0
255798	3.0	0.0
8549	189.0	186.0
8547	68.0	130.0
8548	2425.0	2293.0
101409261	7.0	5.0
326611	3.0	0.0
8563	2003.0	2202.0
8564	360.0	68.0
8562	4817.0	5408.0
8567	5137.0	2292.0
8568	1277.0	2722.0
8565	3552.0	7560.0
8566	8122.0	7896.0
253152	116.0	502.0
8560	5014.0	3715.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	4540.0	3990.0
8558	2088.0	2339.0
8559	836.0	747.0
8574	2820.0	1937.0
8575	3274.0	1941.0
8572	3977.0	1398.0
8573	4366.0	2762.0
8578	1090.0	439.0
8576	1797.0	1151.0
8577	0.0	9.0
554354	2.0	0.0
8570	8795.0	11158.0
123811	3220.0	3576.0
8569	2391.0	1335.0
8585	0.0	0.0
8586	0.0	1.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	18.0	2.0
8587	4.0	1.0
8588	0.0	1.0
101928776	0.0	0.0
8581	152.0	28.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	18.0	27.0
101409257	3.0	0.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	1531.0	1592.0
8596	0.0	0.0
101928781	9.0	6.0
8594	0.0	0.0
8595	0.0	0.0
101928784	17.0	7.0
8590	0.0	0.0
8591	1.0	0.0
100132066	1.0	23.0
100421113	1.0	1.0
100421114	0.0	1.0
101928790	0.0	1.0
101928795	0.0	0.0
253190	935.0	292.0
100132073	0.0	0.0
100132074	208.0	109.0
100132079	0.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	59.0	34.0
100421125	0.0	0.0
91133	1241.0	847.0
100421129	1.0	1.0
91137	4799.0	2539.0
101928720	2.0	0.0
375519	34.0	7.0
100856810	0.0	0.0
100421136	8.0	0.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	424.0	481.0
101928736	59.0	105.0
147837	437.0	160.0
100421131	3.0	5.0
100421133	0.0	0.0
91156	140.0	35.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	3.0
101928744	2.0	0.0
91151	289.0	277.0
147841	65.0	1111.0
100421143	0.0	0.0
91149	8.0	0.0
101928752	3.0	0.0
91147	1649.0	1128.0
387509	709.0	412.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	606.0	169.0
100506574	0.0	0.0
399520	10.0	1.0
100421178	0.0	0.0
100506564	10.0	2.0
121227	4994.0	1932.0
387521	1680.0	2209.0
387522	0.0	0.0
100421172	59.0	9.0
100421175	0.0	1.0
100421177	0.0	0.0
100506599	173.0	69.0
100856877	0.0	0.0
100421189	1.0	0.0
100856878	0.0	2.0
121214	6.0	5.0
387559	7.0	0.0
123876	19.0	1.0
123872	241.0	70.0
100421180	0.0	0.0
147808	424.0	440.0
100421185	0.0	0.0
147804	284.0	256.0
123879	1793.0	768.0
147807	532.0	777.0
100421188	0.0	0.0
375567	18.0	1.0
399512	670.0	598.0
399511	88.0	117.0
91181	10.0	18.0
448990	38.0	2.0
101928715	4.0	0.0
100506581	36.0	192.0
100856881	1.0	0.0
100506775	1.0	2.0
100506779	111.0	140.0
160762	0.0	1.0
93953	108.0	35.0
104326057	0.0	0.0
399687	5386.0	3232.0
104326058	0.0	0.0
100506776	124.0	79.0
348094	774.0	217.0
160760	3433.0	1832.0
348093	287.0	148.0
387695	0.0	2.0
104326055	18.0	5.0
93948	13.0	1.0
399693	1.0	2.0
104326053	0.0	0.0
399694	982.0	1742.0
104326054	0.0	0.0
104326051	0.0	7.0
104326052	9.0	39.0
133150	0.0	0.0
399697	2.0	6.0
100506765	0.0	0.0
387694	9.0	33.0
102724706	0.0	0.0
54361	498.0	89.0
54360	213.0	38.0
54363	3.0	22.0
387684	1.0	0.0
147798	3339.0	6951.0
159770	0.0	0.0
100506769	0.0	0.0
93973	2050.0	1018.0
399668	2298.0	401.0
100506795	134.0	92.0
399669	277.0	163.0
399664	930.0	942.0
399666	0.0	0.0
93974	2265.0	2477.0
399665	7396.0	5331.0
100506791	5.0	1.0
81993	1.0	0.0
399671	157.0	49.0
399670	2.0	2.0
160777	3.0	0.0
91300	2484.0	3289.0
100506783	80.0	9.0
91304	4683.0	4018.0
100506787	4.0	7.0
100293948	2.0	1.0
204219	108.0	18.0
121130	0.0	0.0
145165	25.0	14.0
54386	5302.0	4752.0
123787	0.0	0.0
652670	0.0	0.0
121129	0.0	0.0
100506733	1.0	0.0
147746	28.0	7.0
255812	1138.0	1400.0
147741	5.0	2.0
147744	11.0	1.0
100506737	112.0	2.0
100506736	180.0	94.0
160728	20.0	131.0
100506724	0.0	0.0
100506723	1.0	2.0
93986	614.0	197.0
100506721	0.0	0.0
100913183	5.0	3.0
100913182	3.0	1.0
91319	968.0	486.0
93979	8.0	2.0
91316	124.0	99.0
133121	162.0	47.0
93978	0.0	4.0
100506753	227.0	145.0
91355	400.0	343.0
91353	2.0	1.0
100506757	11.0	4.0
100506755	324.0	66.0
91351	2532.0	1268.0
100506759	1.0	0.0
107080641	0.0	0.0
100506742	130.0	9.0
348021	0.0	6.0
107080653	0.0	0.0
255809	63.0	88.0
100506749	13.0	2.0
107080654	1.0	3.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	354.0	235.0
338692	1890.0	1781.0
338699	1255.0	349.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	1107.0	1023.0
723779	0.0	0.0
723778	2.0	0.0
107080624	0.0	1.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	5322.0	6638.0
196792	18.0	98.0
107080620	9.0	6.0
56938	757.0	289.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	1.0	0.0
56935	521.0	1403.0
56936	18.0	5.0
56940	2822.0	1925.0
107080639	20.0	107.0
56941	3722.0	5623.0
56942	718.0	1156.0
56943	3191.0	5374.0
107080636	53.0	8.0
107080637	1.0	0.0
56948	620.0	384.0
56949	3968.0	3567.0
107080632	5.0	2.0
56944	6127.0	1891.0
56945	1867.0	1798.0
56946	3140.0	1738.0
56947	4248.0	2838.0
107080630	16.0	4.0
100506713	328.0	178.0
100506712	2.0	0.0
100506710	6124.0	5192.0
338674	0.0	0.0
338675	0.0	0.0
56951	6005.0	3732.0
56952	694.0	1587.0
56953	310.0	221.0
102724774	3.0	3.0
56954	3191.0	3211.0
56950	3113.0	3095.0
100506715	0.0	1.0
100506714	348.0	552.0
56955	2.0	0.0
56956	1.0	0.0
56957	4829.0	3240.0
8600	11.0	14.0
8601	9.0	6.0
723790	0.0	1.0
338661	0.0	0.0
338662	0.0	0.0
338657	1234.0	618.0
56963	2600.0	3569.0
56964	204.0	157.0
56965	4536.0	3149.0
56961	0.0	3.0
56967	4804.0	285.0
56969	16.0	1.0
8611	4462.0	2541.0
8612	3865.0	7303.0
81926	1573.0	1146.0
145173	1185.0	1182.0
81928	779.0	2174.0
338651	17.0	15.0
81929	2600.0	3025.0
338653	11.0	1.0
81930	100.0	682.0
56975	2561.0	2457.0
81931	492.0	581.0
81932	1744.0	1082.0
56970	4078.0	3311.0
56971	434.0	484.0
8604	3032.0	1673.0
8605	750.0	785.0
8602	3136.0	2843.0
8603	3748.0	1752.0
8608	51.0	28.0
56977	1641.0	677.0
8609	5040.0	1324.0
56978	349.0	44.0
56979	2.0	0.0
8607	1925.0	4777.0
8622	2891.0	531.0
8623	2629.0	1438.0
8620	0.0	0.0
8621	5810.0	2714.0
338645	479.0	22.0
56984	3079.0	2793.0
56985	931.0	340.0
56986	2943.0	1333.0
338637	0.0	0.0
56987	10932.0	8271.0
102724742	0.0	0.0
56980	1534.0	685.0
56981	2432.0	492.0
56983	1580.0	1965.0
8615	7697.0	4551.0
54329	159.0	43.0
54328	345.0	68.0
8613	15831.0	2696.0
8614	33801.0	4503.0
8618	7.0	6.0
8630	91.0	336.0
8633	2657.0	297.0
8634	1628.0	1509.0
8631	710.0	447.0
8632	251.0	222.0
56990	5756.0	5928.0
169166	40.0	12.0
554175	4.0	3.0
54332	1642.0	641.0
56995	2950.0	3911.0
255877	1768.0	585.0
664616	0.0	0.0
56996	2380.0	1593.0
54331	2797.0	581.0
56997	5251.0	5869.0
664614	0.0	0.0
56998	3376.0	2534.0
664613	0.0	0.0
664612	0.0	0.0
56992	152.0	864.0
56993	3109.0	3853.0
56994	5971.0	8351.0
8626	15478.0	1261.0
8624	1200.0	1839.0
8625	1568.0	2582.0
56999	3301.0	442.0
664617	0.0	0.0
8629	2603.0	1711.0
8641	117.0	550.0
8644	2407.0	461.0
8645	637.0	2179.0
8642	5205.0	1393.0
8643	905.0	1462.0
652624	2.0	5.0
196743	310.0	225.0
54346	1.0	3.0
54345	1053.0	209.0
54344	641.0	920.0
8637	284.0	429.0
8638	187.0	654.0
8635	1971.0	1136.0
8636	1311.0	1577.0
8639	15288.0	1270.0
196740	3278.0	375.0
8651	92.0	95.0
8650	6682.0	4292.0
8655	6056.0	6504.0
101928685	3.0	2.0
8653	2.0	0.0
8654	4411.0	1562.0
101928684	0.0	0.0
101928689	12.0	10.0
101928687	2.0	1.0
8648	10796.0	4075.0
8649	4127.0	1785.0
8646	766.0	134.0
8647	12.0	11.0
8662	10648.0	13187.0
8663	467.0	705.0
6001	1105.0	1892.0
8660	5940.0	2852.0
8661	19276.0	14400.0
6000	16.0	2.0
6003	29.0	8.0
8666	7270.0	5533.0
8667	15257.0	20527.0
6002	3655.0	1796.0
8664	16368.0	14283.0
6005	12.0	0.0
6004	2816.0	1073.0
8665	12465.0	6235.0
101928698	15.0	1.0
8659	2734.0	863.0
8658	6639.0	4578.0
8673	3194.0	4364.0
6010	5.0	8.0
8674	2856.0	1746.0
8671	1171.0	101.0
8672	5945.0	4065.0
6011	1.0	2.0
8677	1292.0	1424.0
6014	0.0	1.0
6013	13.0	7.0
8678	3836.0	2137.0
8675	5861.0	4613.0
6016	2319.0	2372.0
8676	474.0	184.0
6015	2876.0	2632.0
253260	6504.0	3223.0
338707	883.0	1114.0
6007	163.0	114.0
6006	35.0	20.0
8668	9969.0	8475.0
6009	3169.0	1896.0
8669	3871.0	3630.0
6008	3.0	4.0
8685	162.0	70.0
8682	14388.0	12166.0
6023	0.0	0.0
8683	3121.0	4003.0
8688	1.0	0.0
8689	0.0	2.0
8686	7.0	9.0
8687	0.0	0.0
253272	5.0	5.0
8681	984.0	232.0
253264	22.0	9.0
6018	3636.0	1745.0
6017	7.0	98.0
6019	35.0	36.0
6031	1.0	5.0
6034	1.0	0.0
8693	47.0	32.0
8694	2383.0	1648.0
6033	0.0	1.0
6036	9.0	24.0
6035	6934.0	5479.0
8697	2938.0	2367.0
6038	387.0	62.0
8698	47.0	49.0
6037	3.0	0.0
101928646	2.0	0.0
554234	1.0	0.0
8692	2582.0	1597.0
6030	2.0	2.0
8690	1670.0	1835.0
554225	39.0	15.0
554226	8.0	0.0
6029	0.0	0.0
170082	470.0	252.0
6043	0.0	0.0
6045	2069.0	1890.0
6044	0.0	0.0
6047	4642.0	2839.0
6046	23555.0	19324.0
6049	3107.0	1602.0
100421217	0.0	0.0
6048	2362.0	3099.0
100421219	0.0	0.0
101928656	0.0	0.0
6041	1769.0	827.0
554213	0.0	0.0
554214	0.0	0.0
56904	7720.0	2501.0
56905	3599.0	2156.0
