id	20b241da-8e69-4eb0-a7f2-4eb24cf76059	8e21887e-f3ca-4c2c-819a-538952264c23
100131608	0.0	0.0
100131609	0.0	0.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	2.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	4200.0	4151.0
10513	1862.0	2141.0
10516	7550.0	1368.0
10518	326.0	354.0
10517	2.0	72.0
10519	5796.0	6294.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	188.0	30.0
100131616	0.0	0.0
10512	3865.0	2159.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	3823.0	13046.0
58503	1146.0	0.0
10524	2052.0	1841.0
58505	3984.0	16174.0
10527	3225.0	12406.0
58504	190.0	713.0
10526	2423.0	6580.0
10529	4675.0	17142.0
10528	5846.0	5395.0
58500	981.0	1605.0
100873688	0.0	2.0
100873687	0.0	0.0
100131623	3.0	0.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	29927.0	42549.0
10520	844.0	252.0
58506	3724.0	2575.0
10523	1915.0	4373.0
58509	739.0	919.0
58508	2959.0	6799.0
10522	3461.0	1145.0
100033398	1.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	1950.0	4200.0
58516	1439.0	8883.0
58510	0.0	0.0
58512	23.0	83.0
58511	10.0	0.0
58517	3687.0	6730.0
105371564	1.0	5.0
100131638	2.0	0.0
58525	2053.0	8851.0
58524	113.0	31.0
10505	602.0	774.0
58527	1189.0	1947.0
58526	834.0	1696.0
10507	1510.0	2318.0
100131641	0.0	0.0
10509	4120.0	6249.0
58529	108.0	914.0
58528	1095.0	863.0
10501	510.0	375.0
10500	891.0	243.0
58530	0.0	0.0
442384	0.0	0.0
58538	11.0	8.0
58531	0.0	0.0
58533	1907.0	4953.0
100131656	0.0	0.0
100287404	0.0	0.0
100131661	1.0	1.0
503694	0.0	0.0
503693	153.0	137.0
493913	0.0	0.0
493911	326.0	268.0
751599	0.0	0.0
285033	185.0	470.0
100128017	0.0	0.0
442320	0.0	0.0
116412	116.0	25.0
442317	0.0	0.0
442318	0.0	0.0
442319	13.0	211.0
493901	0.0	0.0
100128015	0.0	1.0
100128010	5.0	9.0
493900	135.0	59.0
100128012	0.0	56.0
100128011	0.0	0.0
285045	0.0	0.0
442304	0.0	1.0
442308	0.0	0.0
285051	3.0	17.0
10590	48.0	1.0
10592	537.0	7499.0
10591	1026.0	982.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	12950.0	30416.0
100873611	0.0	0.0
10595	1.0	65.0
10598	5050.0	10063.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	2.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	2.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	53.0	14.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	57.0	57.0
10570	47.0	30.0
116447	2368.0	2279.0
116449	6.0	46.0
116448	13.0	1.0
10579	3114.0	10020.0
100873639	1.0	0.0
100873638	21.0	5.0
10572	2672.0	2785.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11510.0	19217.0
100873631	0.0	1.0
10573	3403.0	2548.0
100873630	0.0	0.0
10576	6676.0	7221.0
100873637	1.0	0.0
10575	12393.0	14802.0
100873636	0.0	0.0
10578	144.0	384.0
100873635	0.0	0.0
10577	11718.0	9450.0
100873634	1.0	0.0
10581	7188.0	1733.0
10580	6318.0	2172.0
116437	0.0	1.0
100873629	0.0	0.0
116441	1432.0	7790.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	36.0	93.0
116442	55.0	209.0
116444	4.0	6.0
128414	4.0	12.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2616.0	2120.0
100873620	0.0	0.0
10584	6.0	8.0
10587	1876.0	722.0
100873626	0.0	0.0
10586	1.0	1.0
100873625	0.0	0.0
10589	3525.0	2050.0
100873624	0.0	0.0
10588	160.0	86.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	634.0	384.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	984.0	4287.0
10557	1017.0	719.0
10559	1550.0	768.0
10550	9381.0	9414.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	7919.0	10610.0
100873653	0.0	0.0
10551	8917.0	45.0
100873652	0.0	0.0
10554	3216.0	7256.0
100873659	0.0	0.0
10553	1375.0	2944.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1566.0	1410.0
100873657	0.0	0.0
10555	6232.0	2600.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	0.0	1.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	49.0	25.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	0.0	2.0
10569	3119.0	1955.0
100287482	157.0	127.0
100287483	6.0	1.0
10568	1690.0	54580.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	608.0	1439.0
100873644	0.0	0.0
10560	1002.0	1183.0
100873643	0.0	1.0
10563	77.0	1144.0
100873642	0.0	0.0
10562	228.0	963.0
100873641	0.0	0.0
10565	2083.0	11609.0
100873648	0.0	0.0
10564	1246.0	11774.0
100873647	0.0	0.0
10567	3803.0	3331.0
100873646	0.0	0.0
10566	194.0	87.0
100873645	0.0	0.0
102466734	0.0	1.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	0.0
116369	11.0	58.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	1.0	0.0
116372	27.0	48.0
574036	289.0	10.0
574038	0.0	0.0
83479	1272.0	1506.0
116379	67.0	18.0
100128092	1.0	1.0
83478	713.0	252.0
83473	241.0	239.0
83475	632.0	311.0
100128098	39.0	1.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	474.0	53.0
102466741	3.0	0.0
102466740	0.0	0.0
128346	839.0	1281.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	3859.0	1634.0
100128083	8.0	2.0
83468	1787.0	737.0
100128081	23.0	16.0
83461	91.0	2533.0
128338	3663.0	2783.0
83464	793.0	581.0
83463	355.0	304.0
83460	38.0	37.0
100189028	7.0	2.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	2682.0	6312.0
116349	307.0	150.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	183.0	34.0
346562	0.0	0.0
647415	1.0	0.0
128322	0.0	0.0
1809	6949.0	30911.0
116337	0.0	0.0
153328	12.0	109.0
1800	41.0	17.0
100128061	1.0	4.0
100128060	132.0	18.0
100128062	0.0	0.0
1808	9076.0	4516.0
83483	6154.0	4643.0
1807	31.0	7.0
1806	1036.0	2116.0
1805	10545.0	1992.0
83480	820.0	647.0
1804	64.0	0.0
1803	964.0	507.0
1802	830.0	3033.0
83482	3.0	6.0
1801	941.0	754.0
83481	546.0	2171.0
131965	504.0	757.0
1811	53.0	1.0
1810	1739.0	3647.0
143941	245.0	7.0
1819	1597.0	1202.0
1818	0.0	0.0
1817	10.0	0.0
1816	0.0	164.0
1815	38.0	8.0
100128054	2.0	1.0
1814	0.0	0.0
285084	2.0	7.0
1813	391.0	2.0
1812	26.0	2.0
100128055	0.0	3.0
647436	25.0	3.0
128387	596.0	717.0
131973	0.0	0.0
1822	11472.0	15028.0
1821	2.0	57.0
1820	338.0	676.0
100128041	0.0	0.0
1829	3134.0	22753.0
1828	278.0	962.0
1827	20221.0	12444.0
285093	4.0	1.0
1826	14.0	0.0
100128043	0.0	0.0
1825	1109.0	16829.0
100128042	0.0	0.0
1824	2945.0	13776.0
1823	20.0	26.0
100128044	0.0	0.0
407977	8.0	2.0
407975	106.0	172.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	0.0	91.0
1832	10899.0	97668.0
1831	7655.0	5957.0
1830	1190.0	23229.0
574016	5.0	57.0
100128036	0.0	0.0
1839	2510.0	818.0
1838	3306.0	731.0
346528	1.0	0.0
1837	501.0	383.0
1836	956.0	1066.0
346525	1.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	1.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	2382.0	409.0
1843	34001.0	5091.0
1842	1350.0	897.0
1841	1294.0	1620.0
1840	1197.0	175.0
574028	6.0	11.0
574029	1.0	45.0
100128025	26.0	46.0
1849	1246.0	2601.0
346517	0.0	0.0
1848	10695.0	1029.0
1847	4733.0	1389.0
100128020	0.0	1.0
1846	5577.0	828.0
100128023	0.0	2.0
1845	4001.0	4534.0
153396	479.0	897.0
1855	2975.0	3675.0
1854	3016.0	5969.0
100131671	0.0	4.0
1852	88.0	189.0
1850	2142.0	548.0
100131678	0.0	0.0
1859	3270.0	3714.0
1857	3866.0	15360.0
1856	1869.0	2386.0
724068	0.0	0.0
724067	0.0	0.0
202781	980.0	325.0
1861	2124.0	4542.0
100131688	0.0	0.0
1869	185.0	1980.0
724094	2.0	1.0
1880	543.0	2593.0
1877	1549.0	1262.0
100131691	109.0	133.0
1876	668.0	565.0
1875	415.0	908.0
83417	0.0	8.0
100131693	6.0	28.0
100327036	0.0	2.0
83416	175.0	238.0
200132	41.0	50.0
1874	2275.0	5441.0
1872	0.0	2.0
1871	397.0	3451.0
1870	25.0	4857.0
1879	2310.0	432.0
724087	2.0	5.0
1891	12982.0	5525.0
1890	1663.0	8817.0
83401	66.0	70.0
1889	15903.0	7941.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	2226.0	1818.0
58472	2729.0	4869.0
200149	1.0	0.0
58475	1441.0	2474.0
724038	1.0	1.0
83439	3523.0	14626.0
1896	329.0	121.0
58477	3051.0	13389.0
58476	2159.0	1000.0
1894	277.0	11462.0
1893	1086.0	2016.0
1892	8970.0	7013.0
58478	1428.0	3160.0
200150	38.0	2.0
724022	0.0	0.0
58484	94.0	178.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1168.0	2700.0
724024	0.0	0.0
58486	2113.0	1713.0
58485	4684.0	3131.0
724023	0.0	0.0
58480	3057.0	1284.0
724029	5.0	7.0
200159	7.0	5.0
724028	0.0	0.0
724027	3.0	1.0
58488	1083.0	1090.0
58487	1916.0	4582.0
200162	86.0	38.0
58489	1452.0	3213.0
58495	1175.0	153.0
724059	0.0	0.0
58494	2602.0	429.0
58497	2067.0	4379.0
58496	103.0	118.0
58491	546.0	371.0
58490	1314.0	1975.0
58493	1192.0	3166.0
58492	257.0	272.0
58499	1091.0	4440.0
58498	47.0	0.0
200172	7.0	41.0
83451	3079.0	3242.0
83450	547.0	123.0
83452	457.0	877.0
153364	245.0	391.0
83448	506.0	1462.0
200186	1802.0	6417.0
83447	0.0	0.0
200185	1221.0	2004.0
83449	31.0	28.0
83444	322.0	116.0
83443	4469.0	2084.0
83446	1.0	0.0
83445	6.0	2.0
83440	2222.0	6294.0
83442	7505.0	8274.0
114984	1375.0	573.0
114987	383.0	416.0
391603	0.0	0.0
10657	8592.0	14422.0
126969	886.0	416.0
10656	578.0	725.0
10659	1992.0	3352.0
10658	6016.0	10521.0
114990	1588.0	1431.0
114991	864.0	2949.0
10651	1951.0	2420.0
10650	135.0	235.0
10653	23853.0	33030.0
10652	4118.0	22592.0
342667	7673.0	12.0
10655	130.0	519.0
643812	0.0	0.0
342666	5.0	12.0
10654	4235.0	4362.0
136306	344.0	172.0
126961	0.0	2.0
10668	803.0	272.0
10667	934.0	632.0
643827	16.0	2.0
10669	712.0	1572.0
10660	0.0	11.0
10661	3.0	7.0
731220	129.0	66.0
138971	0.0	1.0
10664	3175.0	6351.0
10663	123.0	410.0
10666	71.0	415.0
731223	11.0	4.0
10665	1.0	3.0
136319	4755.0	21321.0
163933	88.0	8.0
317691	0.0	0.0
339005	153.0	132.0
10635	54.0	2521.0
10634	3849.0	920.0
10637	30.0	5.0
10636	707.0	409.0
10638	0.0	0.0
114971	859.0	1334.0
10631	12732.0	29491.0
643836	1169.0	4251.0
10630	1590.0	2182.0
643837	544.0	584.0
10633	756.0	9.0
643834	0.0	0.0
10632	9367.0	4600.0
100124394	0.0	0.0
10645	3457.0	6395.0
10648	9.0	0.0
10647	5215.0	0.0
148304	161.0	567.0
114960	0.0	0.0
10640	1385.0	4720.0
136332	22.0	6.0
10642	1.0	598.0
643847	0.0	0.0
10641	1757.0	1162.0
10644	409.0	5152.0
10643	1.0	1625.0
317671	56.0	70.0
643862	0.0	0.0
391642	0.0	0.0
10609	1428.0	3292.0
391647	4.0	1.0
10613	1782.0	4958.0
10612	936.0	975.0
10615	222.0	3137.0
10614	3125.0	1152.0
10617	2310.0	5852.0
401525	0.0	0.0
10616	5352.0	2934.0
10618	10064.0	27125.0
643854	2.0	0.0
643853	36.0	246.0
643859	0.0	0.0
10611	4711.0	29067.0
10610	2040.0	772.0
643872	5.0	0.0
643873	256.0	145.0
643870	9.0	2.0
317684	0.0	2.0
391655	1.0	0.0
391657	0.0	0.0
391656	3.0	1.0
317687	9.0	0.0
10623	1801.0	3048.0
10626	494.0	2390.0
10625	4768.0	8362.0
10628	48349.0	8372.0
10627	18062.0	17066.0
10629	459.0	534.0
342618	2.0	4.0
643865	0.0	0.0
643866	242.0	370.0
10620	189.0	307.0
10622	110.0	199.0
10621	706.0	622.0
101954275	0.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	0.0	15.0
643884	0.0	0.0
101954277	0.0	1.0
101954278	21.0	6.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	79.0	28.0
83606	4461.0	5426.0
101954271	0.0	0.0
83605	3513.0	3689.0
101954272	9.0	13.0
83608	1269.0	464.0
83607	1446.0	3693.0
151903	3035.0	1211.0
401507	0.0	0.0
317649	2169.0	6867.0
391627	0.0	0.0
401505	760.0	1875.0
388007	0.0	0.0
317648	756.0	639.0
100419709	5.0	92.0
100419705	0.0	2.0
643875	0.0	0.0
401509	23.0	51.0
401508	0.0	0.0
101954264	1.0	1.0
138948	50.0	20.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	3.0	6.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	5.0
317662	1365.0	1203.0
100419711	11.0	26.0
102464825	0.0	0.0
56000	17.0	6.0
391632	1.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	37.0	190.0
102464824	0.0	0.0
56005	3850.0	3199.0
10602	2171.0	2162.0
56006	2199.0	2300.0
83604	1601.0	752.0
10603	250.0	532.0
10606	4557.0	11222.0
100419717	1.0	0.0
56001	0.0	0.0
10605	2422.0	4744.0
10608	5270.0	3137.0
10607	2877.0	2647.0
10600	1641.0	2595.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2385.0	5178.0
102464832	0.0	0.0
100271849	31.0	22.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	752.0	747.0
112398	1746.0	1063.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	3.0	71.0
100419734	0.0	0.0
391698	1.0	0.0
100419731	0.0	0.0
100271836	32.0	264.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	7.0
388015	3.0	0.0
101954204	2.0	0.0
199953	890.0	1178.0
161357	5.0	14.0
100420734	5.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	6.0	59.0
199920	136.0	7.0
222826	1.0	3.0
101929286	3.0	0.0
391670	0.0	1.0
391672	2.0	0.0
161342	16.0	7.0
148398	55.0	16.0
100419758	50.0	5.0
100419751	7.0	0.0
124359	514.0	533.0
101929293	7.0	10.0
100420752	0.0	4.0
100420754	0.0	0.0
10691	1093.0	1820.0
10690	88.0	235.0
101929212	39.0	35.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	544.0	1258.0
10693	413.0	111.0
10692	2.0	18.0
10695	4060.0	3736.0
10694	7736.0	9485.0
10699	60.0	42.0
101929221	0.0	3.0
100420763	0.0	0.0
101929225	0.0	0.0
101929222	0.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	4327.0	2675.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	21.0	21.0
101929238	0.0	0.0
220213	1644.0	841.0
10678	1840.0	3015.0
151987	2095.0	5862.0
10671	1528.0	1161.0
10670	6076.0	3534.0
10673	294.0	1406.0
10672	1601.0	6105.0
10675	52.0	48.0
10677	989.0	170.0
100419793	0.0	0.0
100420784	0.0	2.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	1.0	1.0
101929244	0.0	0.0
220202	10.0	2.0
222865	360.0	354.0
10682	1677.0	2684.0
10681	1142.0	517.0
10683	10.0	3.0
10686	11.0	3199.0
136371	0.0	0.0
643803	1.0	0.0
10687	247.0	186.0
100419682	0.0	0.0
100420678	6.0	46.0
222894	0.0	0.0
100419687	0.0	0.0
283807	191.0	88.0
653194	0.0	0.0
83598	7.0	2.0
83597	1.0	1.0
653199	12.0	28.0
83594	518.0	657.0
83593	807.0	1783.0
83596	654.0	736.0
83595	705.0	391.0
83590	1597.0	1185.0
653190	18.0	7.0
653192	0.0	0.0
83592	163.0	806.0
83591	313.0	375.0
1909	320.0	927.0
100420689	0.0	2.0
1908	779.0	9.0
161291	1987.0	1446.0
653188	1.0	1.0
653189	31.0	87.0
1907	50.0	105.0
1906	1343.0	2583.0
197258	1670.0	1060.0
1903	955.0	2552.0
197259	464.0	887.0
1902	1825.0	1011.0
1901	1673.0	934.0
100420681	0.0	0.0
197257	797.0	97.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	1.0
1910	1625.0	1537.0
1917	600.0	4697.0
1915	526846.0	204782.0
1912	6448.0	7885.0
1911	337.0	525.0
101929202	2.0	0.0
101929203	0.0	0.0
199899	0.0	23.0
148281	21.0	26.0
219287	0.0	0.0
161253	72.0	4.0
219285	702.0	4470.0
283849	327.0	216.0
283848	378.0	371.0
1932	2.0	3.0
283847	7.0	2.0
256227	6.0	16.0
256223	0.0	0.0
1939	5211.0	4265.0
1938	177240.0	66800.0
1937	34.0	15.0
1936	11459.0	6199.0
1934	5.0	3.0
1933	23589.0	16573.0
161247	57.0	4.0
219293	1000.0	143.0
1943	0.0	0.0
1942	6245.0	17833.0
256236	282.0	312.0
1949	1108.0	52.0
199870	650.0	586.0
1948	2306.0	3270.0
1947	1956.0	1461.0
1946	1589.0	7021.0
1945	1077.0	3299.0
1944	506.0	1472.0
161271	0.0	0.0
1954	3593.0	2015.0
1953	1273.0	678.0
1952	3592.0	4407.0
1951	150.0	609.0
1950	1316.0	180.0
283820	100.0	1845.0
1959	8129.0	922.0
1958	125587.0	4727.0
1956	4514.0	24751.0
1955	1830.0	2444.0
1965	2996.0	5700.0
1964	4438.0	5675.0
199857	651.0	287.0
1962	378.0	1449.0
1961	19.0	1.0
1960	7596.0	415.0
220296	35.0	1.0
1969	2645.0	2414.0
1968	13079.0	16774.0
1967	4021.0	1704.0
114904	881.0	2378.0
114905	144.0	12.0
114907	8968.0	9527.0
114908	9212.0	79832.0
340094	0.0	0.0
643783	36.0	157.0
114900	60.0	0.0
653108	0.0	0.0
401450	0.0	1.0
114902	0.0	0.0
1975	28078.0	14153.0
1974	19674.0	25599.0
1973	278.0	306.0
283888	2.0	7.0
401447	0.0	0.0
653113	156.0	79.0
1979	10307.0	11405.0
1978	1711.0	3324.0
1977	1070.0	4319.0
643790	15.0	8.0
1990	2.0	0.0
256281	1208.0	341.0
1987	0.0	1.0
1986	1.0	7.0
1984	13583.0	24332.0
1983	6817.0	18661.0
1982	23545.0	61783.0
283876	193.0	66.0
1981	10910.0	62704.0
1980	6.0	9.0
283871	559.0	1239.0
283870	189.0	82.0
105375616	1.0	0.0
340075	127.0	296.0
340073	0.0	1.0
653125	2.0	3.0
401431	165.0	63.0
83528	2.0	1.0
1998	1193.0	2185.0
1997	1325.0	6358.0
283869	12.0	64.0
1996	10.0	14.0
401428	45.0	3.0
83538	177.0	39.0
1995	3.0	2.0
401427	19.0	18.0
283867	0.0	9.0
1994	3372.0	6817.0
1993	23.0	1116.0
1992	3764.0	2674.0
1991	28.0	0.0
283860	7.0	4.0
83530	0.0	11.0
340069	0.0	0.0
1999	15544.0	19502.0
105375606	6.0	4.0
340061	2803.0	2445.0
653115	56.0	159.0
653121	423.0	618.0
653122	15.0	166.0
283854	0.0	0.0
653123	0.0	1.0
401491	100.0	509.0
100124412	0.0	0.0
653147	7.0	2.0
401498	0.0	3.0
653149	13.0	45.0
401497	0.0	0.0
401494	496.0	445.0
401492	1195.0	186.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5321.0	2731.0
83539	752.0	320.0
83547	798.0	165.0
83546	5.0	8.0
653140	18.0	4.0
83549	1986.0	1988.0
83548	1876.0	3065.0
83543	4379.0	10808.0
653145	80.0	659.0
83544	726.0	702.0
83541	1489.0	489.0
83540	27.0	3672.0
126917	5114.0	5135.0
340037	31.0	7.0
114926	2295.0	740.0
114928	1370.0	644.0
339044	1.0	1.0
256297	2.0	0.0
401474	373.0	1796.0
653174	0.0	0.0
653175	0.0	3.0
340024	0.0	1.0
114915	3211.0	265.0
401466	2089.0	2521.0
653162	52.0	7.0
653163	0.0	0.0
283899	3165.0	1558.0
653166	0.0	0.0
283897	317.0	174.0
339145	8.0	1.0
391723	0.0	8.0
391722	19.0	18.0
10778	1543.0	1566.0
10777	17.0	1.0
10772	3413.0	7421.0
340120	5.0	17.0
10771	4052.0	12512.0
10773	411.0	2457.0
10776	5344.0	8670.0
10775	1358.0	2010.0
10788	2100.0	971.0
391739	1.0	2.0
10781	1754.0	1578.0
10780	368.0	561.0
10783	1040.0	2455.0
10782	1436.0	1326.0
10785	383.0	978.0
10787	3575.0	34566.0
10786	1.0	1.0
102606463	29.0	295.0
731308	0.0	0.0
339122	44.0	128.0
339123	3106.0	2472.0
102606462	2.0	9.0
391701	2.0	1.0
391703	0.0	0.0
151827	66.0	96.0
126826	5.0	2.0
643719	91.0	16.0
10755	4807.0	6771.0
151825	0.0	0.0
10758	2626.0	2039.0
126823	330.0	457.0
126820	21.0	7.0
10750	37.0	47.0
10752	691.0	565.0
10751	0.0	0.0
10753	108.0	37.0
643714	10.0	0.0
138864	0.0	0.0
391712	5.0	7.0
391714	0.0	1.0
114836	103.0	235.0
10767	1910.0	3580.0
10766	3547.0	6258.0
151835	4.0	1.0
10769	5895.0	6435.0
391718	0.0	0.0
10768	5407.0	12139.0
126811	1.0	1.0
643723	6.0	7.0
10761	10.0	17.0
10763	9226.0	5888.0
10762	1599.0	7545.0
10765	3220.0	11106.0
101929179	0.0	0.0
388112	0.0	0.0
339105	76.0	152.0
83707	1684.0	906.0
83706	743.0	2238.0
10734	102.0	137.0
10733	83.0	1483.0
83714	489.0	154.0
10736	105.0	481.0
401648	2.0	2.0
643739	0.0	0.0
10735	3527.0	11081.0
401647	424.0	87.0
10738	0.0	0.0
401646	0.0	0.0
10737	31.0	6.0
10739	6.0	1.0
376132	0.0	0.0
10730	4384.0	18914.0
101929184	3.0	0.0
10732	799.0	993.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	4.0	8.0
124221	78.0	9.0
124222	329.0	2042.0
114897	2653.0	2404.0
114898	136.0	14.0
124220	2393.0	170.0
114899	368.0	87.0
391777	27.0	7.0
10745	336.0	703.0
56104	10.0	503.0
83700	2663.0	619.0
401638	0.0	0.0
10744	2.0	1.0
56105	30.0	448.0
10747	22.0	16.0
401637	1.0	0.0
56106	83.0	96.0
10746	1761.0	5706.0
56107	30.0	71.0
10749	7873.0	10196.0
56100	58.0	78.0
401634	0.0	0.0
10748	123.0	83.0
56101	73.0	61.0
56102	9.0	473.0
56103	27.0	65.0
643744	9.0	1.0
10741	1113.0	868.0
56108	41.0	36.0
10740	28.0	21.0
643749	176.0	86.0
56109	133.0	181.0
10743	1046.0	2462.0
342732	5.0	2.0
10742	2066.0	147.0
101929198	0.0	1.0
101929196	3.0	0.0
100420811	1.0	1.0
114884	1130.0	560.0
317774	0.0	0.0
114885	587.0	2647.0
401630	0.0	0.0
317772	0.0	3.0
100419821	0.0	0.0
56110	33.0	26.0
317778	0.0	0.0
83729	16.0	81.0
317775	2.0	0.0
83734	479.0	346.0
10712	1393.0	8044.0
83733	254.0	17.0
10714	792.0	4494.0
126868	7.0	0.0
317769	0.0	0.0
100419829	0.0	3.0
10713	2392.0	7777.0
317768	0.0	0.0
10716	1.0	24.0
100419827	0.0	0.0
56111	14.0	89.0
10715	53.0	5.0
56112	21.0	43.0
56113	66.0	1053.0
83732	972.0	3684.0
10718	102.0	71.0
10717	955.0	777.0
56114	50.0	209.0
388125	690.0	17.0
401629	0.0	0.0
317781	1684.0	504.0
388122	0.0	0.0
83719	6091.0	1805.0
56120	1.0	5.0
56121	189.0	62.0
114876	3062.0	542.0
388121	248.0	294.0
83716	2296.0	5183.0
83715	291.0	2223.0
114879	1751.0	1176.0
100420829	0.0	0.0
10723	2843.0	15574.0
56126	80.0	355.0
83723	16.0	34.0
126859	13.0	7.0
56127	169.0	267.0
10725	357.0	9428.0
56128	9.0	435.0
56129	259.0	48.0
10724	8801.0	11401.0
114880	262.0	355.0
56122	306.0	367.0
388115	1427.0	4864.0
401613	6.0	2.0
114881	886.0	426.0
10726	9111.0	4091.0
56123	65.0	744.0
401612	80.0	352.0
114882	1596.0	5758.0
56124	127.0	97.0
10728	10964.0	18321.0
114883	4468.0	5191.0
56125	98.0	215.0
643766	0.0	0.0
10721	21.0	2145.0
10720	333.0	0.0
100420830	0.0	0.0
136259	68.0	26.0
100420834	0.0	0.0
317751	22.0	1.0
124274	0.0	0.0
388152	27.0	93.0
317754	0.0	0.0
317753	0.0	1.0
317749	1549.0	424.0
342705	4.0	0.0
151888	32.0	70.0
151887	16429.0	15986.0
136263	12.0	1.0
100420841	0.0	1.0
101929145	344.0	345.0
100420843	0.0	0.0
100293090	3322.0	1949.0
148254	373.0	238.0
317762	1035.0	4262.0
317761	5.0	1.0
100419854	0.0	0.0
317760	25.0	3.0
317767	0.0	0.0
100271715	67.0	29.0
148252	557.0	917.0
100271722	471.0	491.0
199834	0.0	0.0
388135	100.0	48.0
101929152	10.0	4.0
100420854	2.0	1.0
222950	149.0	6.0
100419867	3.0	1.0
148266	243.0	332.0
100419868	2.0	1.0
148268	454.0	441.0
