id	edea4e5b-ad4d-4a0b-9656-3d82d4a24698	bdceb6c5-77d1-43e6-9046-1340502c2a60
22873	1422.0	643.0
22874	9167.0	6471.0
22875	2394.0	2509.0
22876	2482.0	2024.0
10899	7366.0	7316.0
10898	1757.0	975.0
10891	157.0	38.0
136540	0.0	0.0
10890	12414.0	10520.0
10893	339.0	181.0
10892	2792.0	1113.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	1545.0	313.0
10897	2449.0	2323.0
10896	34.0	13.0
22888	1257.0	400.0
22889	3740.0	1711.0
22880	4805.0	2303.0
124540	10398.0	5127.0
22881	1281.0	790.0
22882	5294.0	2594.0
22883	23138.0	12965.0
22884	2841.0	1183.0
22885	4196.0	2303.0
22887	7292.0	4323.0
342419	1.0	0.0
124538	0.0	0.0
124535	3.0	2.0
148523	526.0	438.0
283598	0.0	0.0
283596	262.0	85.0
283592	1.0	1.0
22856	6606.0	5430.0
161514	0.0	0.0
731424	1.0	8.0
22858	5355.0	2884.0
22859	4492.0	3039.0
22850	2862.0	1433.0
22852	1545.0	1149.0
22853	3660.0	1561.0
22854	56.0	32.0
10877	0.0	9.0
10876	2.0	0.0
100419909	0.0	0.0
10879	41.0	0.0
10878	7.0	3.0
148534	742.0	298.0
104169670	13.0	1.0
104169671	0.0	0.0
100419903	15.0	3.0
283587	25.0	12.0
10871	67.0	102.0
10870	106.0	119.0
10873	2004.0	1104.0
10875	4611.0	1516.0
10874	25.0	1.0
22866	147.0	40.0
22868	2730.0	1590.0
22869	2129.0	1070.0
100309464	6.0	0.0
161502	12.0	8.0
100420901	0.0	0.0
22861	2108.0	865.0
22862	11507.0	2865.0
22863	4038.0	1476.0
22864	3063.0	2273.0
22865	62.0	5.0
10888	400.0	7.0
56203	11.0	6.0
643609	0.0	0.0
56204	13519.0	6550.0
10887	11.0	1.0
124512	1204.0	922.0
148545	31.0	189.0
283579	1.0	2.0
283578	4159.0	4154.0
10880	0.0	0.0
283576	5.0	46.0
10882	93.0	25.0
10881	0.0	1.0
10884	4209.0	15560.0
283571	86.0	27.0
10886	1.0	137.0
10885	4193.0	2256.0
22834	11668.0	3708.0
22835	1576.0	667.0
22836	8585.0	7387.0
22837	4156.0	1655.0
101929059	22.0	34.0
22838	4060.0	2135.0
22839	5794.0	6443.0
100420910	5.0	1.0
100420916	0.0	0.0
22832	1336.0	418.0
124590	8.0	4.0
10855	145.0	223.0
10857	13967.0	9530.0
10856	4440.0	4004.0
10859	228.0	268.0
10858	121.0	52.0
100126793	61.0	45.0
10850	0.0	0.0
643617	6.0	0.0
643615	3.0	8.0
100126791	131.0	17.0
22844	64.0	10.0
22845	1133.0	2066.0
22846	2203.0	2738.0
22847	3461.0	1160.0
22848	3459.0	2441.0
22849	1583.0	571.0
112597	322.0	688.0
100420920	1.0	1.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	11197.0	8922.0
100420926	2.0	2.0
22841	2482.0	1042.0
100420927	0.0	0.0
100419930	2.0	0.0
22843	58.0	29.0
10866	2133.0	1089.0
100420919	0.0	0.0
10865	5012.0	1618.0
10868	2971.0	1868.0
10867	7091.0	4013.0
10869	7280.0	4137.0
10861	440.0	191.0
101929074	171.0	29.0
10864	4.0	2.0
101929071	1.0	0.0
10863	862.0	616.0
22813	1.0	2.0
22814	1.0	0.0
643641	2230.0	911.0
22815	0.0	0.0
22816	0.0	0.0
22818	14313.0	14516.0
10829	1.0	0.0
100419945	0.0	0.0
83849	93.0	22.0
83855	909.0	1132.0
10833	0.0	0.0
83854	15.0	12.0
83857	4630.0	1260.0
10835	1.0	1.0
83856	617.0	482.0
10834	0.0	0.0
83851	13.0	2.0
10837	0.0	0.0
100419948	1.0	0.0
83850	229.0	37.0
10836	0.0	0.0
100419949	0.0	0.0
83853	27.0	26.0
10838	2020.0	1774.0
83852	3087.0	510.0
124565	11550.0	7079.0
100419947	4.0	0.0
22808	4230.0	2360.0
22809	2448.0	1763.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	20.0	6.0
22822	6468.0	3587.0
22823	2405.0	1752.0
22824	1626.0	454.0
101929086	1.0	2.0
22826	6553.0	5602.0
22827	7764.0	7077.0
643653	0.0	0.0
22828	5374.0	2381.0
22829	1.0	0.0
112574	3724.0	2167.0
100419955	0.0	0.0
56241	1191.0	1826.0
100420946	0.0	0.0
56242	1799.0	940.0
22820	17437.0	13672.0
22821	1912.0	2315.0
100419950	0.0	0.0
10844	4136.0	2459.0
83844	1.0	0.0
10846	539.0	436.0
10845	4778.0	2537.0
10848	3669.0	2135.0
56243	17473.0	8959.0
10847	16664.0	9939.0
56244	34.0	0.0
56245	40.0	7.0
10849	340.0	322.0
56246	35.0	113.0
643646	158.0	69.0
10840	237.0	243.0
10842	4.0	0.0
101929093	0.0	0.0
10841	24.0	2.0
643648	0.0	0.0
101929010	3.0	0.0
100420950	1.0	7.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	2.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	2.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	1.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	1.0
100271601	0.0	0.0
100419979	2.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	9.0	3.0
391436	11.0	0.0
161582	87.0	77.0
124599	26.0	44.0
101929052	1.0	0.0
391485	2.0	5.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	2.0
391496	1.0	1.0
22899	1498.0	1453.0
391462	0.0	0.0
22891	152.0	284.0
22893	3433.0	2896.0
22894	5041.0	1909.0
22895	4.0	4.0
148581	3.0	0.0
22897	2713.0	1198.0
22898	1314.0	749.0
22890	4490.0	2256.0
391470	0.0	0.0
391472	0.0	0.0
391475	0.0	0.0
101929008	59.0	62.0
222659	4.0	1.0
440894	79.0	39.0
222658	8153.0	7119.0
102724035	0.0	0.0
100271575	3.0	1.0
100271577	3.0	3.0
100271571	1.0	0.0
81175	13.0	6.0
81176	10.0	19.0
100271570	0.0	1.0
93145	1362.0	1346.0
440888	0.0	0.0
222642	13.0	5.0
222643	150.0	126.0
401289	8.0	3.0
401288	37.0	23.0
401285	5.0	0.0
81166	0.0	0.0
100271564	22.0	20.0
81168	0.0	0.0
100271566	5.0	3.0
81169	0.0	0.0
81162	1.0	2.0
81163	0.0	0.0
100271563	1.0	1.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	3.0	0.0
81192	1.0	0.0
81193	4.0	1.0
81194	0.0	0.0
450232	1.0	0.0
401260	0.0	2.0
220001	117.0	38.0
222662	13.0	50.0
401265	178.0	213.0
222663	180.0	320.0
220002	2507.0	2286.0
93166	443.0	478.0
401264	756.0	428.0
220004	170.0	93.0
100271539	0.0	0.0
401262	45.0	4.0
93164	733.0	196.0
100271547	0.0	0.0
100271549	3.0	4.0
81188	0.0	0.0
100271543	1.0	2.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	22.0	33.0
81185	2.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1568.0	867.0
440854	36.0	2.0
222698	138.0	52.0
222696	211.0	7.0
161497	18.0	28.0
100271529	9.0	0.0
222699	36.0	37.0
100271536	0.0	0.0
100271538	6.0	7.0
100271537	1.0	1.0
93190	2.0	0.0
283601	0.0	0.0
100271531	2.0	1.0
283600	2.0	0.0
220042	276.0	396.0
93183	2170.0	1526.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	5942.0	3787.0
100271525	2.0	0.0
100271526	22.0	24.0
100271521	1.0	0.0
100271520	0.0	0.0
220032	3.0	6.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	2.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	1278.0	596.0
220047	1.0	17.0
100271503	0.0	0.0
10808	14727.0	14314.0
56130	339.0	73.0
10807	1573.0	1571.0
56131	932.0	350.0
56132	327.0	134.0
10809	11897.0	20068.0
220081	32.0	11.0
83756	81.0	43.0
10811	781.0	690.0
56137	237.0	141.0
10810	1549.0	513.0
83755	0.0	0.0
56138	244.0	186.0
83758	338.0	164.0
10813	2133.0	2322.0
56139	775.0	183.0
401207	408.0	298.0
220082	2.0	19.0
83757	41.0	0.0
83752	13702.0	4582.0
56133	822.0	651.0
10815	528.0	259.0
10814	2.0	6.0
56134	62.0	53.0
10817	389.0	308.0
56135	47.0	60.0
10816	2.0	0.0
283643	286.0	803.0
56136	39.0	4.0
643535	3.0	0.0
643536	0.0	0.0
22800	1660.0	575.0
22801	3152.0	8490.0
643550	4.0	3.0
22802	332.0	5.0
22803	10261.0	5633.0
440804	0.0	0.0
22806	795.0	308.0
22807	1517.0	566.0
10819	138.0	119.0
56140	12.0	16.0
10818	13001.0	8147.0
56141	83.0	27.0
56142	251.0	127.0
56143	48.0	233.0
83737	6212.0	3403.0
220070	3.0	1.0
10822	0.0	0.0
283638	4584.0	2678.0
83744	646.0	531.0
10821	10.0	2.0
10824	8.0	4.0
83746	2857.0	1581.0
10823	0.0	0.0
83741	0.0	0.0
283635	3954.0	2574.0
10826	10149.0	4616.0
220074	1491.0	902.0
56144	274.0	274.0
10825	1960.0	682.0
56145	227.0	166.0
83740	0.0	0.0
83743	2962.0	2176.0
56146	74.0	35.0
10828	2.0	1.0
10827	2242.0	1699.0
83742	4749.0	6586.0
56147	38.0	111.0
283631	4.0	1.0
10820	5.0	9.0
440836	810.0	446.0
643563	0.0	1.0
56154	4.0	1.0
81109	0.0	0.0
283629	219.0	87.0
56159	9.0	15.0
81115	1.0	0.0
81116	1.0	0.0
56155	107.0	30.0
283624	1055.0	265.0
102724097	408.0	46.0
256006	51.0	9.0
56156	0.0	33.0
81113	0.0	0.0
56157	0.0	0.0
56158	3.0	0.0
81114	0.0	1.0
81110	0.0	0.0
440829	2.0	0.0
440823	343.0	395.0
440822	2.0	0.0
56163	5.0	0.0
56164	20.0	5.0
256021	761.0	5.0
56165	291.0	791.0
83759	1685.0	1440.0
56160	1502.0	908.0
10800	330.0	180.0
283617	0.0	0.0
81104	0.0	0.0
10802	4070.0	2183.0
10801	23026.0	17745.0
10804	48.0	0.0
10803	5.0	5.0
56167	0.0	1.0
10806	2133.0	1167.0
56168	0.0	0.0
56169	10.0	6.0
643582	0.0	0.0
643586	7.0	3.0
256076	1.0	5.0
401253	0.0	3.0
56171	769.0	165.0
401251	16.0	6.0
56172	8592.0	7873.0
401250	71.0	821.0
81137	0.0	0.0
81138	12.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	7.0	13.0
283688	0.0	1.0
401247	18.0	73.0
81136	0.0	0.0
283687	265.0	102.0
283685	0.0	0.0
93109	921.0	1197.0
283682	31.0	0.0
100126825	0.0	0.0
93107	1.0	0.0
643596	13.0	13.0
56180	846.0	1043.0
93100	1631.0	3357.0
401242	1.0	1.0
256085	1.0	0.0
56181	4264.0	2283.0
81126	0.0	0.0
81127	0.0	0.0
83787	3269.0	2331.0
283677	1.0	6.0
401237	991.0	499.0
83786	3379.0	3540.0
401236	209.0	778.0
283673	2805.0	272.0
93134	4536.0	2028.0
401233	0.0	0.0
401232	213.0	151.0
256051	1465.0	786.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	184.0	51.0
81153	0.0	0.0
100271596	0.0	4.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	959.0	895.0
283659	755.0	111.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	2.0	0.0
283651	145.0	50.0
100271585	0.0	0.0
100271584	3.0	0.0
100271581	0.0	0.0
22998	6689.0	3355.0
22999	98.0	17.0
100151676	0.0	0.0
100151677	1.0	0.0
100151678	0.0	0.0
22990	9809.0	2803.0
100151671	0.0	0.0
100151672	3.0	1.0
22992	14858.0	7693.0
22993	6493.0	3037.0
100151674	0.0	1.0
22994	1023.0	1152.0
83903	63.0	166.0
22995	418.0	249.0
83902	0.0	0.0
22996	16933.0	9141.0
22997	158.0	48.0
100151670	0.0	0.0
100151686	1.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	1.0	3.0
100151684	4.0	3.0
100151685	0.0	0.0
100151681	3.0	0.0
56302	37.0	2.0
83901	0.0	0.0
342538	9.0	8.0
83900	0.0	0.0
56300	4.0	0.0
56301	18.0	138.0
124411	1664.0	892.0
22976	1856.0	1992.0
22977	591.0	2891.0
22978	3404.0	971.0
22979	429.0	668.0
22970	68.0	24.0
22971	897.0	1030.0
22974	493.0	3935.0
83932	1083.0	826.0
10998	460.0	171.0
83931	4973.0	3275.0
342527	47.0	23.0
148418	277.0	169.0
83933	292.0	167.0
124404	15.0	7.0
10999	1793.0	3187.0
124401	1094.0	822.0
124402	1142.0	1366.0
83930	1745.0	1603.0
56311	16.0	8.0
10990	236.0	254.0
100126693	0.0	0.0
10992	16331.0	14193.0
606500	0.0	0.0
10991	156.0	68.0
10994	2831.0	2079.0
10993	76.0	786.0
22987	49.0	4.0
22989	15.0	13.0
22980	8962.0	5553.0
22981	1375.0	896.0
22982	3743.0	2269.0
22983	50.0	21.0
22984	5197.0	2349.0
22985	14231.0	8138.0
22986	17.0	3.0
58986	2428.0	6260.0
148423	1252.0	628.0
58985	106.0	20.0
342510	66.0	49.0
283694	0.0	0.0
283693	32.0	5.0
283692	6.0	0.0
22954	2234.0	1706.0
22955	4775.0	2098.0
112487	1258.0	778.0
22950	2332.0	1478.0
391524	0.0	0.0
22952	239.0	3.0
22953	5.0	0.0
391526	0.0	0.0
10975	2951.0	2764.0
83953	1.0	1.0
10978	1102.0	789.0
83955	22.0	13.0
10979	4969.0	4898.0
112495	2170.0	2154.0
10970	8780.0	8319.0
56339	3421.0	1448.0
10972	38672.0	18829.0
10971	23576.0	15083.0
10974	1.0	0.0
10973	5060.0	1742.0
401409	84.0	139.0
112479	1673.0	1127.0
112476	110.0	105.0
391530	0.0	0.0
83939	9143.0	4549.0
56341	8.0	6.0
391533	0.0	1.0
124460	320.0	233.0
83935	558.0	257.0
83938	238.0	170.0
391538	5.0	0.0
83937	1141.0	953.0
10987	4064.0	3027.0
83943	953.0	386.0
83942	0.0	1.0
10989	6129.0	4932.0
10988	6590.0	6013.0
56342	291.0	196.0
124454	2958.0	1306.0
56344	0.0	0.0
83941	2110.0	1291.0
83940	1523.0	820.0
643503	0.0	1.0
10981	1012.0	1512.0
112483	3302.0	1780.0
10980	5220.0	5385.0
10983	45589.0	25441.0
10982	3014.0	2457.0
643507	21.0	4.0
10985	12629.0	7211.0
10984	920.0	557.0
22932	726.0	595.0
22933	3312.0	2217.0
22934	1497.0	1013.0
22936	5664.0	1981.0
22937	8326.0	4824.0
22938	5648.0	2867.0
112464	1093.0	1796.0
22930	8049.0	4434.0
22931	9205.0	7848.0
81309	0.0	0.0
391504	0.0	0.0
10954	2880.0	1552.0
10953	2741.0	2920.0
10956	26283.0	19101.0
81315	0.0	0.0
10955	20194.0	14657.0
391508	5.0	0.0
81316	0.0	0.0
10957	9339.0	2754.0
124446	6764.0	5567.0
81310	0.0	0.0
10959	26048.0	22898.0
22929	5738.0	2763.0
10950	1372.0	914.0
10952	4328.0	4173.0
10951	7848.0	5050.0
22943	296.0	12.0
22944	1249.0	698.0
22945	0.0	0.0
22947	0.0	0.0
22948	9336.0	11504.0
22949	4334.0	2988.0
83957	0.0	2.0
22941	6354.0	1148.0
83959	609.0	104.0
10965	1754.0	2200.0
391518	0.0	0.0
10964	1070.0	2709.0
81304	0.0	0.0
10966	2054.0	713.0
10969	3406.0	3481.0
81300	0.0	0.0
10961	14212.0	11358.0
10960	11406.0	8192.0
643529	340.0	50.0
10963	8598.0	11112.0
10962	742.0	488.0
148479	3432.0	2127.0
197407	1005.0	856.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	2.0	0.0
124491	2817.0	880.0
391548	1.0	0.0
767588	1.0	0.0
767589	2.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	0.0
391552	14.0	0.0
474383	0.0	2.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	6.0	7.0
767577	0.0	0.0
767579	0.0	1.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	6.0
207107	6.0	9.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	2.0	0.0
767564	0.0	0.0
767563	5.0	0.0
474345	1.0	0.0
474344	3477.0	1946.0
474343	122.0	189.0
246717	1.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	9.0	21.0
161406	38.0	9.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	1.0	0.0
100151640	46.0	15.0
100151641	0.0	0.0
246715	1.0	0.0
767557	21.0	33.0
606553	0.0	0.0
606551	55.0	17.0
474354	31.0	3.0
100151657	0.0	0.0
100151658	1.0	1.0
100151654	1.0	0.0
161436	261.0	25.0
100151655	0.0	0.0
391584	1.0	1.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	25.0	12.0
100151652	0.0	0.0
100151668	2.0	0.0
391592	1.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	4320.0	2446.0
100151667	0.0	0.0
391598	2.0	3.0
100151661	2.0	2.0
100151663	0.0	0.0
474338	21.0	4.0
474337	1.0	0.0
197370	3408.0	2889.0
220112	5.0	4.0
246744	11.0	4.0
220115	18.0	5.0
93273	25.0	4.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	2.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	1.0
100271452	1.0	1.0
220108	422.0	112.0
220107	32.0	64.0
100271448	0.0	4.0
100271447	3.0	2.0
100271449	0.0	0.0
100271444	1.0	1.0
100271445	0.0	0.0
81285	11.0	75.0
81282	0.0	0.0
197350	95.0	125.0
246720	5.0	2.0
401399	49.0	151.0
401398	53.0	37.0
246721	0.0	1.0
220134	70.0	166.0
401397	2120.0	1755.0
246723	18.0	7.0
220136	244.0	64.0
401393	16.0	6.0
100271437	0.0	0.0
100271439	0.0	0.0
100271438	3.0	0.0
100271433	0.0	1.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	552.0	573.0
246731	11.0	1.0
401387	8.0	4.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	43.0	34.0
100271420	0.0	0.0
197358	465.0	272.0
199990	1978.0	1444.0
246785	43.0	53.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	1.0	1.0
220158	0.0	1.0
283726	200.0	74.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	42.0	50.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	319.0	190.0
100271413	0.0	1.0
197320	1589.0	701.0
439996	1.0	1.0
100887074	0.0	0.0
439992	64.0	15.0
100887073	0.0	0.0
197322	1894.0	939.0
439994	439.0	214.0
102724105	567.0	734.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	6.0	3.0
102724101	0.0	0.0
100271406	1.0	4.0
100271405	8.0	0.0
100271400	1.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	5.0	3.0
197335	1734.0	1766.0
440993	2006.0	669.0
440992	26.0	22.0
161394	289.0	226.0
199964	114.0	17.0
8000	15.0	42.0
8001	51856.0	4236.0
246777	187.0	78.0
246778	41.0	14.0
606495	475.0	139.0
199974	3979.0	8.0
8013	69.0	106.0
22911	1863.0	1427.0
439949	169.0	16.0
22913	8400.0	8737.0
643421	0.0	1.0
22914	41.0	2.0
22915	3092.0	284.0
439945	0.0	0.0
22916	6623.0	6646.0
731605	4.0	6.0
22917	3.0	8.0
10929	6738.0	2131.0
10928	9164.0	5256.0
56252	10357.0	5300.0
56253	93.0	42.0
401331	197.0	93.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	3653.0	3222.0
56259	3360.0	3220.0
83876	116.0	233.0
81215	0.0	0.0
83879	415.0	45.0
10934	3.0	7.0
83878	457.0	229.0
283768	0.0	1.0
10933	17946.0	14281.0
10936	334.0	34.0
56254	6997.0	4076.0
83873	18.0	3.0
256148	0.0	0.0
81210	4.0	14.0
283767	0.0	0.0
56255	11188.0	2944.0
83872	6489.0	3764.0
10935	13281.0	7796.0
81211	0.0	0.0
56256	3942.0	2016.0
10938	4354.0	5402.0
83875	93.0	36.0
83874	1773.0	963.0
56257	5689.0	4989.0
22907	5878.0	4839.0
643414	29.0	5.0
439953	8.0	5.0
22908	5304.0	2836.0
83871	3807.0	2735.0
22909	2196.0	917.0
283761	0.0	0.0
439954	1.0	0.0
643418	1.0	0.0
10930	7.0	11.0
439950	0.0	0.0
22921	1515.0	2021.0
8022	0.0	0.0
440926	420.0	564.0
22924	1081.0	409.0
440925	214.0	6.0
8028	3415.0	1052.0
22925	4394.0	954.0
8029	269.0	167.0
22926	8770.0	4382.0
439934	0.0	0.0
22927	926.0	613.0
8027	2066.0	1459.0
22928	6460.0	6409.0
439936	11.0	8.0
56261	3951.0	1264.0
56262	6597.0	5527.0
10939	4252.0	2896.0
401321	355.0	438.0
8021	7237.0	5148.0
83858	755.0	396.0
22920	3890.0	3047.0
56260	345.0	116.0
10943	2221.0	1558.0
56269	1.0	8.0
83866	0.0	0.0
81203	0.0	0.0
10942	856.0	534.0
81204	0.0	0.0
10945	11625.0	10749.0
83868	0.0	0.0
81205	0.0	0.0
10944	11605.0	9115.0
83867	0.0	0.0
10947	2344.0	2025.0
56265	5866.0	3298.0
83862	2006.0	2035.0
401316	74.0	20.0
83861	2466.0	713.0
283755	423.0	83.0
10946	7166.0	4994.0
56267	3022.0	1280.0
10949	13641.0	10631.0
81201	0.0	0.0
10948	2927.0	3002.0
256158	624.0	807.0
83863	0.0	0.0
81202	0.0	0.0
22918	7923.0	10960.0
22919	8958.0	12137.0
439941	0.0	0.0
83860	1694.0	1146.0
8019	4844.0	3607.0
10941	1.0	0.0
643427	32.0	26.0
10940	597.0	521.0
8036	5206.0	3873.0
8034	2166.0	969.0
440957	528.0	277.0
440956	1.0	0.0
440955	0.0	0.0
8038	8279.0	13182.0
10907	2719.0	1632.0
10906	4879.0	5196.0
440952	128.0	72.0
10908	3359.0	2643.0
93210	3761.0	3366.0
8031	24876.0	13541.0
256130	0.0	0.0
56270	7752.0	4850.0
56271	4440.0	1324.0
8030	10303.0	6185.0
10910	4456.0	2266.0
83899	0.0	0.0
81236	0.0	0.0
283748	17.0	33.0
10912	519.0	378.0
283747	0.0	0.0
10911	9.0	7.0
10914	16539.0	10521.0
256126	77.0	119.0
83895	0.0	0.0
10913	181.0	4.0
83894	5.0	31.0
10916	59742.0	92339.0
83897	2.0	0.0
401303	114.0	61.0
10915	4158.0	2283.0
283742	3413.0	2824.0
83896	0.0	0.0
83891	1963.0	866.0
83890	22.0	27.0
83893	0.0	0.0
81230	0.0	0.0
83892	6086.0	5942.0
22900	3444.0	1711.0
93202	0.0	0.0
22901	1624.0	680.0
22902	3277.0	1228.0
8045	1353.0	1287.0
22903	4155.0	1284.0
22904	4859.0	4947.0
22905	3058.0	2033.0
8048	0.0	2.0
440944	884.0	364.0
22906	7599.0	3930.0
256144	0.0	0.0
10917	0.0	0.0
10919	5500.0	7092.0
83888	281.0	250.0
10921	6052.0	6759.0
283738	1.0	0.0
83887	3.0	0.0
10920	4033.0	3987.0
81226	0.0	0.0
10923	32167.0	26454.0
10922	2643.0	2607.0
83889	11.0	2.0
81228	0.0	0.0
83884	3.0	0.0
56287	2.0	1.0
81221	0.0	0.0
56288	6789.0	2023.0
10924	1670.0	571.0
10927	15691.0	10244.0
83886	87.0	31.0
81223	0.0	0.0
10926	874.0	651.0
81224	0.0	0.0
643447	0.0	5.0
643445	0.0	0.0
83882	203.0	131.0
83881	23.0	8.0
439965	34.0	4.0
643446	33.0	5.0
93233	89.0	54.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	2492.0	1209.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	27.0	6.0
106481975	0.0	3.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	2.0	2.0
100271499	0.0	0.0
100271498	1.0	0.0
106481981	0.0	0.0
100271495	0.0	1.0
643459	0.0	0.0
81251	1.0	0.0
100271491	2.0	0.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	23.0	76.0
8065	5179.0	1644.0
81248	3.0	3.0
10901	921.0	684.0
10900	40.0	12.0
10903	1313.0	1103.0
81243	1.0	0.0
10902	5827.0	3038.0
81244	1.0	0.0
100271487	3.0	6.0
10905	7537.0	3543.0
10904	6959.0	5548.0
81246	0.0	2.0
283796	5.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	1.0
100271486	0.0	1.0
100271485	2.0	3.0
81242	9.0	2.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	9323.0	6284.0
440917	16.0	9.0
439927	1.0	14.0
440915	1280.0	554.0
8078	5890.0	3710.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	6.0
8076	4367.0	7864.0
106481959	0.0	0.0
8073	31559.0	25792.0
106481956	0.0	1.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	4.0
106481962	0.0	2.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	111.0	65.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	1.0	0.0
643479	0.0	0.0
81270	0.0	1.0
100271470	1.0	0.0
440905	714.0	35.0
439916	1.0	0.0
8089	1054.0	1218.0
440902	4.0	1.0
643499	0.0	1.0
439915	0.0	0.0
440900	1.0	0.0
8082	6894.0	2460.0
106481965	0.0	2.0
106481966	7.0	1.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2890.0	3056.0
106481969	0.0	0.0
8087	10916.0	9575.0
106481967	9.0	3.0
8085	14222.0	7104.0
106481968	1.0	0.0
102724167	1.0	3.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	3.0
106481973	0.0	0.0
100271465	2.0	1.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	3.0	0.0
106481971	2.0	0.0
100271462	0.0	0.0
81261	1.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	4733.0	4875.0
81264	0.0	0.0
100271460	3.0	0.0
731688	13.0	2.0
728034	0.0	0.0
8099	4678.0	4647.0
106481938	0.0	1.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	1.0
106481933	0.0	0.0
8091	12.0	30.0
106481930	0.0	0.0
8092	5.0	6.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	204.0	96.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	0.0
56413	176.0	74.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	5.0	9.0
