id	c4261805-d89d-4cf0-8dd6-24a8f504a9ed	c443bbe4-b053-47fa-a7a9-97457e44e2a0
728597	6.0	2.0
100128617	1.0	0.0
100873475	0.0	1.0
100873474	0.0	0.0
728591	74.0	160.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	6.0	3.0
285634	5.0	4.0
1142	0.0	0.0
1141	383.0	71.0
285636	2414.0	3032.0
1140	656.0	511.0
728599	1.0	4.0
1139	32.0	6.0
1138	102.0	165.0
1137	7.0	4.0
100861485	0.0	0.0
1136	17.0	15.0
1135	0.0	0.0
1134	6.0	18.0
1133	8.0	12.0
3795	331.0	181.0
100873479	3.0	0.0
3796	1934.0	2263.0
100873478	0.0	0.0
3797	1366.0	1309.0
100873477	2.0	2.0
3798	285.0	91.0
100873476	0.0	0.0
3799	11562.0	14914.0
100873460	0.0	0.0
728586	52.0	12.0
285641	0.0	0.0
100873464	2.0	2.0
100873463	0.0	2.0
100873462	1.0	0.0
285643	1.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2026.0	4035.0
1153	19736.0	18302.0
1152	783.0	4965.0
285647	28.0	34.0
728589	39.0	19.0
728588	4.0	11.0
1149	76.0	134.0
1147	1412.0	1450.0
1146	1.0	0.0
1145	66.0	55.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	350.0	942.0
1163	872.0	1542.0
285659	0.0	0.0
1161	374.0	440.0
1160	154.0	102.0
1159	218.0	23.0
1158	5.0	19.0
1157	0.0	0.0
1155	1542.0	4056.0
550643	1345.0	1653.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2032.0	2528.0
1175	1953.0	4432.0
285668	28.0	0.0
1174	1666.0	3880.0
1173	13774.0	15519.0
550631	143.0	156.0
100873489	0.0	0.0
283014	16.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	24.0	6.0
1186	2167.0	3483.0
1185	1405.0	731.0
1184	457.0	562.0
1183	343.0	207.0
1182	8208.0	6055.0
1181	290.0	263.0
440375	32.0	43.0
1180	45.0	143.0
1179	3.0	0.0
1178	0.0	1.0
283089	12.0	4.0
85495	0.0	0.0
85480	288.0	43.0
283080	0.0	0.0
1198	2974.0	1519.0
1197	1.0	0.0
1196	2398.0	2187.0
1195	7060.0	2004.0
440366	4.0	1.0
1193	1213.0	886.0
1192	11491.0	18175.0
1191	55676.0	26028.0
1188	38.0	3.0
283078	86.0	33.0
85486	33.0	11.0
128615	0.0	0.0
85481	3.0	5.0
128611	135.0	88.0
440396	65.0	26.0
128609	1.0	0.0
128602	1.0	0.0
440387	3.0	1.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	0.0	9.0
126014	88.0	501.0
440335	571.0	2751.0
100128690	0.0	0.0
114034	751.0	575.0
126006	32.0	95.0
114036	19.0	15.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	112.0	202.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	2.0	0.0
200728	213.0	190.0
440356	9.0	8.0
440354	92.0	39.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	7.0
100873410	0.0	0.0
100873417	1.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	12.0	7.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	173.0	59.0
200734	4090.0	3621.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	15.0	14.0
100873402	0.0	0.0
100873401	2.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3608.0	3690.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	8.0	3.0
165530	141.0	22.0
85409	308.0	483.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	2.0	2.0
106481383	0.0	2.0
85417	44.0	27.0
106481384	0.0	0.0
103106903	10.0	1.0
85414	566.0	307.0
106481389	0.0	0.0
85415	3243.0	1331.0
106481387	0.0	0.0
85413	15.0	5.0
106481388	4.0	2.0
645436	1.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	12.0	886.0
106481380	0.0	0.0
11	0.0	10.0
403341	1047.0	770.0
12	154.0	198.0
13	101.0	3.0
14	5401.0	6970.0
15	3.0	0.0
16	7385.0	9222.0
645455	19.0	23.0
18	2019.0	2455.0
19	2744.0	2451.0
128580	19.0	11.0
85407	172.0	126.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	0.0
85406	1751.0	1992.0
106481395	0.0	0.0
85403	1553.0	1882.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	2.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3697.0	2464.0
106481390	0.0	0.0
21	3267.0	5943.0
106481391	0.0	0.0
22	1656.0	2274.0
153571	488.0	408.0
153572	5000.0	665.0
23	4693.0	5435.0
24	316.0	71.0
25	7394.0	6964.0
26	9.0	17.0
27	2102.0	4224.0
28	678.0	115.0
29	6361.0	7514.0
153579	944.0	571.0
728615	0.0	0.0
728614	0.0	0.0
200765	438.0	195.0
106481358	1.0	0.0
106481359	0.0	0.0
728611	21.0	17.0
102466518	1.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	2.0	0.0
85439	1272.0	1603.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2823.0	2813.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	250.0	116.0
106481366	0.0	0.0
30	2598.0	2239.0
106481360	0.0	0.0
31	5129.0	8894.0
32	3076.0	1120.0
33	53.0	22.0
34	3162.0	3049.0
35	1306.0	1158.0
153562	1810.0	3864.0
36	4661.0	2794.0
37	15839.0	11652.0
38	2642.0	13849.0
440307	8.0	2.0
39	905.0	1308.0
165545	13.0	29.0
106481369	0.0	0.0
728606	40.0	883.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	34.0	2.0
106481370	0.0	0.0
41	909.0	137.0
106481371	0.0	0.0
43	117.0	43.0
645486	0.0	0.0
47	7145.0	15236.0
48	2810.0	6358.0
49	32.0	14.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	9.0	4.0
106481340	0.0	0.0
85458	4013.0	4731.0
106481345	0.0	0.0
