id	f76b3ebd-e168-41b4-ac1f-e58b583a0506	89898350-742a-4b99-b1b0-4db42205fdba
106481443	0.0	0.0
85358	4144.0	1476.0
85354	0.0	0.0
85352	59.0	160.0
403241	2.0	3.0
344462	1.0	4.0
403244	0.0	0.0
403245	0.0	0.0
153642	451.0	599.0
153643	21.0	110.0
403247	0.0	0.0
403248	0.0	0.0
26985	3381.0	4616.0
106481448	0.0	0.0
26986	42175.0	68056.0
126069	127.0	120.0
106481449	0.0	0.0
126068	580.0	655.0
106481446	0.0	0.0
26983	0.0	0.0
26984	795.0	899.0
106481447	0.0	0.0
106481451	1.0	3.0
106481452	0.0	0.0
106481450	2.0	0.0
114088	343.0	162.0
106481455	0.0	0.0
85349	71.0	59.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	1.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	13.0	9.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	12.0	13.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	0.0	3.0
100873392	3.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	3.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2414.0	5452.0
100873390	0.0	0.0
728556	54.0	62.0
106481419	0.0	0.0
100128817	1.0	0.0
728558	95.0	112.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	1.0
163081	463.0	467.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	2.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	1.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	252.0	488.0
100873384	0.0	0.0
285601	14.0	7.0
106481426	0.0	0.0
106481427	1.0	2.0
222005	2.0	1.0
63910	172.0	137.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	530.0	1132.0
222008	4.0	496.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	2583.0	2574.0
63904	0.0	0.0
106481430	1.0	1.0
163071	43.0	27.0
63906	645.0	711.0
106481433	0.0	0.0
63908	751.0	759.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	1.0	0.0
100873388	5.0	0.0
285613	39.0	79.0
63920	344.0	516.0
63923	1256.0	666.0
63922	410.0	585.0
728577	359.0	97.0
63925	1509.0	1581.0
63924	14159.0	1176.0
63916	2391.0	3465.0
63917	2917.0	2331.0
106481400	1.0	0.0
106481401	0.0	0.0
728562	2.0	0.0
728564	1.0	3.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1452.0	1496.0
106481402	0.0	0.0
63931	1413.0	1512.0
106481403	0.0	0.0
63934	660.0	201.0
728567	1.0	0.0
106481408	0.0	0.0
163088	8.0	3.0
63933	1898.0	2428.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2998.0	2976.0
163087	870.0	640.0
728568	265.0	302.0
106481407	10.0	7.0
3704	1225.0	1752.0
3705	6032.0	6487.0
63926	778.0	1346.0
3706	11.0	50.0
63929	1029.0	1239.0
3707	4866.0	3805.0
63928	1.0	4.0
3708	9113.0	4940.0
106481411	0.0	0.0
3709	6791.0	7565.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	53.0	17.0
3702	198.0	238.0
3703	6601.0	8218.0
645506	1.0	0.0
151050	1073.0	535.0
645520	0.0	0.0
63941	747.0	1157.0
63940	819.0	875.0
63943	297.0	413.0
728517	0.0	0.0
163033	256.0	423.0
258010	1576.0	2956.0
63947	0.0	0.0
63946	5.0	36.0
728513	0.0	0.0
100033803	0.0	0.0
3716	15984.0	19946.0
100033804	0.0	0.0
3717	1818.0	1527.0
100033805	0.0	0.0
3718	554.0	531.0
63939	824.0	1171.0
100033806	0.0	0.0
100190799	2.0	2.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	64.0	61.0
3710	3398.0	5171.0
3712	4101.0	7706.0
3713	1.0	6.0
3714	3059.0	1637.0
63950	0.0	0.0
728505	0.0	0.0
63951	62.0	11.0
100033807	0.0	0.0
728501	23.0	20.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	18188.0	10394.0
100033814	0.0	0.0
3727	11636.0	6444.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	14737.0	19085.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1414.0	1927.0
151056	241.0	191.0
3725	26513.0	21945.0
645528	4.0	0.0
728532	20.0	18.0
163059	298.0	396.0
728538	0.0	2.0
728537	234.0	173.0
63967	101.0	441.0
3737	69.0	8.0
3738	66.0	61.0
3739	13.0	5.0
645538	0.0	0.0
3730	1517.0	2395.0
3732	3030.0	3391.0
3734	0.0	0.0
3735	5115.0	5604.0
3736	387.0	62.0
63970	162.0	33.0
3750	309.0	336.0
63971	6127.0	5135.0
63974	0.0	0.0
163049	2267.0	2103.0
63973	59.0	9.0
63976	233.0	84.0
222068	4183.0	5687.0
63978	0.0	0.0
63977	600.0	648.0
63979	719.0	832.0
728524	0.0	0.0
3748	748.0	1533.0
163051	25.0	25.0
3749	1425.0	574.0
163050	43.0	55.0
3741	66.0	28.0
645548	4.0	15.0
3743	1.0	1.0
3744	0.0	0.0
3745	2236.0	241.0
3746	17.0	7.0
3747	272.0	23.0
285671	663.0	291.0
285672	1571.0	1883.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	488.0	7349.0
285676	85.0	61.0
3761	0.0	0.0
100128657	0.0	0.0
285679	7.0	5.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	899.0	466.0
283008	1.0	0.0
3751	391.0	681.0
100873435	1.0	0.0
3752	1129.0	1718.0
100873434	0.0	0.0
3753	82.0	19.0
100873433	0.0	0.0
3754	108.0	336.0
100873432	0.0	0.0
3755	51.0	22.0
100873439	0.0	0.0
3756	55.0	245.0
100873438	0.0	0.0
3757	90.0	75.0
100873437	0.0	0.0
3758	12.0	5.0
100873436	0.0	0.0
100873420	5.0	0.0
3770	122.0	112.0
3772	141.0	174.0
100861458	0.0	0.0
100861453	13.0	12.0
100861455	0.0	0.0
1107	11592.0	21535.0
1106	7345.0	7030.0
1105	4093.0	9015.0
1104	1530.0	3790.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1678.0	1086.0
1101	700.0	647.0
3762	332.0	236.0
100873424	0.0	0.0
3763	0.0	4.0
100128640	115.0	66.0
100873423	0.0	0.0
3764	1254.0	548.0
100873422	0.0	0.0
3765	2.0	0.0
100873421	2.0	2.0
3766	10.0	8.0
100873428	0.0	0.0
3767	372.0	981.0
100873427	0.0	0.0
3768	249.0	122.0
1109	3.0	0.0
100873426	0.0	1.0
1108	14169.0	23158.0
3769	13.0	25.0
100873425	0.0	1.0
100128637	0.0	1.0
100128639	0.0	0.0
3780	49.0	28.0
100873453	0.0	0.0
3781	26.0	28.0
100873452	0.0	0.0
3782	600.0	293.0
100873451	0.0	0.0
3783	723.0	425.0
100873450	0.0	0.0
1121	1659.0	1950.0
100861468	0.0	0.0
1120	164.0	88.0
100861469	0.0	1.0
1118	31.0	50.0
1117	697.0	574.0
1116	2003.0	1115.0
1114	17.0	7.0
1113	16.0	8.0
1112	9389.0	3850.0
1111	247.0	535.0
3773	215.0	56.0
100873457	0.0	3.0
100873456	0.0	1.0
3775	589.0	2545.0
100873455	0.0	0.0
3776	338.0	1075.0
100873454	0.0	0.0
3777	283.0	202.0
3778	2089.0	2778.0
3779	1291.0	306.0
100873459	0.0	0.0
1119	1333.0	2001.0
100128627	2.0	6.0
100128626	0.0	0.0
3790	718.0	1571.0
100128628	2.0	8.0
3791	4004.0	2335.0
100873442	0.0	0.0
3792	24.0	11.0
100873441	2.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	25.0	10.0
1131	132.0	31.0
1130	4634.0	4339.0
100861476	1.0	1.0
1129	1.0	0.0
1128	67.0	45.0
1124	364.0	282.0
1123	597.0	539.0
1122	1230.0	1893.0
100861470	0.0	0.0
3784	609.0	667.0
100873446	0.0	0.0
3785	5.0	2.0
100873445	0.0	0.0
3786	218.0	415.0
100873444	0.0	0.0
3787	39.0	20.0
100873443	0.0	0.0
3788	35.0	58.0
100873449	3.0	9.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	81.0	75.0
100128618	0.0	0.0
728597	9.0	1.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	50.0	167.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	6.0	2.0
285634	6.0	2.0
1142	2.0	0.0
1141	206.0	38.0
285636	2371.0	3686.0
1140	495.0	681.0
728599	4.0	0.0
1139	20.0	7.0
1138	42.0	32.0
1137	1.0	0.0
100861485	0.0	0.0
1136	17.0	14.0
1135	11.0	2.0
1134	7.0	44.0
1133	19.0	14.0
3795	199.0	159.0
100873479	3.0	2.0
3796	1439.0	2568.0
100873478	0.0	0.0
3797	1350.0	1226.0
100873477	1.0	4.0
3798	278.0	105.0
100873476	0.0	0.0
3799	12987.0	11700.0
100873460	0.0	0.0
728586	24.0	31.0
285641	3.0	0.0
100873464	1.0	1.0
100873463	0.0	1.0
100873462	3.0	1.0
285643	0.0	3.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1198.0	8086.0
1153	16747.0	14710.0
1152	1946.0	1632.0
285647	28.0	38.0
728589	18.0	9.0
728588	0.0	9.0
1149	1703.0	373.0
1147	1539.0	1989.0
1146	2.0	0.0
1145	82.0	40.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	1.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	561.0	1532.0
1163	645.0	1188.0
285659	0.0	0.0
1161	428.0	691.0
1160	402.0	128.0
1159	76.0	51.0
1158	17.0	5.0
1157	0.0	0.0
1155	1647.0	2752.0
550643	708.0	1606.0
283025	1.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2142.0	3580.0
1175	1794.0	3578.0
285668	34.0	4.0
1174	1067.0	1957.0
1173	13642.0	20607.0
550631	127.0	213.0
100873489	0.0	0.0
283014	7.0	2.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	70.0	27.0
1186	3085.0	4529.0
1185	2026.0	1335.0
1184	423.0	428.0
1183	586.0	218.0
1182	5406.0	6980.0
1181	265.0	477.0
440375	40.0	35.0
1180	50.0	21.0
1179	0.0	0.0
1178	4.0	0.0
283089	8.0	5.0
85495	0.0	0.0
85480	162.0	38.0
283080	0.0	0.0
1198	2729.0	2517.0
1197	1.0	1.0
1196	1656.0	2137.0
1195	7274.0	6108.0
440366	7.0	2.0
1193	1468.0	726.0
1192	10007.0	13322.0
1191	40499.0	36672.0
1188	30.0	15.0
283078	84.0	90.0
85486	0.0	0.0
128615	0.0	0.0
85481	0.0	1.0
128611	122.0	93.0
440396	44.0	71.0
128609	0.0	0.0
128602	0.0	1.0
440387	2.0	0.0
128674	2.0	0.0
128676	1.0	2.0
114026	0.0	0.0
100861402	3.0	7.0
126014	106.0	223.0
440335	421.0	2082.0
100128690	0.0	0.0
114034	582.0	974.0
126006	87.0	145.0
114036	23.0	26.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	60.0	103.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	1.0	2.0
100861429	0.0	0.0
128653	0.0	2.0
200728	158.0	142.0
440356	4.0	7.0
440354	47.0	90.0
440352	3.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	3.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	6.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	107.0	74.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	156.0	191.0
200734	3337.0	3443.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	1.0	0.0
100873402	0.0	0.0
100873401	2.0	5.0
100873400	0.0	1.0
100128665	0.0	0.0
128637	3619.0	3563.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	3.0	3.0
165530	91.0	24.0
85409	284.0	582.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	1.0
106481383	2.0	5.0
85417	45.0	106.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	315.0	278.0
106481389	0.0	0.0
85415	1173.0	1396.0
106481387	0.0	0.0
85413	6.0	4.0
106481388	3.0	3.0
645436	0.0	0.0
106481381	1.0	0.0
106481382	0.0	1.0
10	20.0	69.0
106481380	0.0	0.0
11	0.0	0.0
403341	1070.0	885.0
12	555.0	401.0
13	75.0	13.0
14	5289.0	6678.0
15	13.0	2.0
16	6273.0	5781.0
645455	11.0	21.0
18	2684.0	12807.0
19	6411.0	2793.0
128580	3.0	5.0
85407	275.0	303.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1377.0	1833.0
106481395	0.0	0.0
85403	1588.0	2443.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	5036.0	5549.0
106481390	0.0	0.0
21	5330.0	13216.0
106481391	0.0	0.0
22	1085.0	780.0
153571	228.0	194.0
153572	2341.0	916.0
23	3801.0	5268.0
24	408.0	784.0
25	7941.0	8322.0
26	18.0	21.0
27	4023.0	3271.0
28	221.0	89.0
29	6527.0	6109.0
153579	3664.0	461.0
728615	0.0	0.0
728614	0.0	0.0
200765	142.0	152.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	43.0	31.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	822.0	1121.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	1853.0	2712.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	310.0	207.0
106481366	0.0	0.0
30	2500.0	2959.0
106481360	0.0	0.0
31	7530.0	9929.0
32	20044.0	3695.0
33	384.0	42.0
34	2971.0	3372.0
35	2157.0	944.0
153562	1185.0	3137.0
36	6968.0	4734.0
37	15126.0	14962.0
38	3361.0	2777.0
440307	11.0	8.0
39	805.0	1881.0
165545	7.0	6.0
106481369	0.0	0.0
728606	57.0	21.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	1.0	0.0
106481373	0.0	0.0
106481378	3.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	20.0	69.0
106481370	0.0	0.0
41	192.0	129.0
106481371	0.0	0.0
43	92.0	22.0
645486	1.0	0.0
47	8566.0	13122.0
48	7657.0	3498.0
49	30.0	16.0
106481338	0.0	0.0
106481339	1.0	1.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	4.0	2.0
106481340	0.0	0.0
85458	4233.0	2188.0
106481345	1.0	0.0
85459	919.0	1480.0
