id	352a2653-8001-44cd-852c-288684114104	e70fb08e-1239-4035-874e-64dbb3ac0e3d
440275	6491.0	5289.0
1081	0.0	0.0
85397	6.0	9.0
85395	574.0	700.0
403285	0.0	0.0
1091	0.0	0.0
1090	2.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	3.0
1097	0.0	3.0
1096	0.0	0.0
1095	1.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	2801.0	1679.0
1089	22.0	63.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	7.0
285596	5.0	7.0
285598	1707.0	1252.0
126133	2457.0	2353.0
128790	2.0	1.0
126129	254.0	310.0
126123	0.0	3.0
442862	0.0	0.0
126119	723.0	525.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	1.0	0.0
442896	0.0	0.0
114132	88.0	60.0
442897	0.0	0.0
442898	7.0	3.0
114134	834.0	148.0
442899	0.0	0.0
100128790	0.0	0.0
128760	12.0	6.0
100128788	117.0	99.0
100128787	0.0	0.0
440225	0.0	0.0
440224	7.0	2.0
442890	0.0	0.0
442891	3.0	3.0
442892	3.0	2.0
128756	2.0	0.0
100128782	242.0	171.0
100128781	2.0	1.0
403230	0.0	0.0
403231	0.0	1.0
403232	0.0	0.0
645560	1.0	2.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	139.0	26.0
102466616	0.0	0.0
126052	0.0	0.0
151009	62.0	115.0
403227	1.0	0.0
403228	0.0	0.0
138046	0.0	3.0
645558	0.0	0.0
403229	0.0	1.0
645573	0.0	2.0
645572	0.0	0.0
645571	24.0	21.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1152.0	1770.0
107131122	0.0	0.0
138050	10260.0	4903.0
403219	4.0	0.0
151011	7141.0	4799.0
645587	4.0	5.0
165679	313.0	300.0
126037	53.0	98.0
114049	3744.0	5666.0
106481479	1.0	1.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1015.0	652.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2415.0	2074.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	253.0	138.0
100033820	0.0	0.0
106481480	0.0	2.0
106481481	0.0	0.0
138065	175.0	153.0
645598	0.0	0.0
163007	1.0	5.0
114038	3.0	4.0
645591	0.0	0.0
106481495	1.0	0.0
114041	92.0	9.0
106481496	0.0	0.0
114042	4.0	0.0
106481493	0.0	0.0
114043	21.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	406.0	253.0
126017	833.0	608.0
106481497	2.0	0.0
106481498	0.0	1.0
85303	0.0	0.0
85300	7.0	0.0
85301	3414.0	1621.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	2.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	1.0
26996	1282.0	236.0
106481459	0.0	0.0
26994	9168.0	11131.0
106481457	14.0	14.0
26995	2655.0	4256.0
106481458	0.0	0.0
403271	0.0	0.0
26998	7.0	68.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1936.0	1290.0
403273	0.0	0.0
102466658	10.0	11.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	0.0
106481460	8.0	3.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2517.0	2883.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	2.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	1.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	3.0	0.0
106481471	0.0	0.0
85329	1532.0	21.0
106481472	0.0	0.0
106481477	2.0	4.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	336.0	10.0
106481470	4.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1187.0	2614.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	4.0
106481437	0.0	0.0
26974	519.0	174.0
153657	89.0	34.0
106481438	9.0	0.0
106481435	0.0	0.0
26973	2408.0	2201.0
165631	391.0	418.0
106481436	0.0	0.0
26978	5.0	41.0
126075	905.0	692.0
106481439	0.0	0.0
403250	0.0	0.0
126074	204.0	195.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1570.0	1292.0
106481444	6.0	2.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5725.0	718.0
85354	0.0	0.0
85352	98.0	77.0
403241	1.0	0.0
344462	1.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	762.0	470.0
153643	31.0	1.0
403247	0.0	0.0
403248	0.0	0.0
26985	4951.0	3539.0
106481448	0.0	0.0
26986	82210.0	309223.0
126069	219.0	85.0
106481449	0.0	0.0
126068	1323.0	389.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1054.0	1406.0
106481447	0.0	0.0
106481451	5.0	2.0
106481452	0.0	1.0
106481450	0.0	0.0
114088	468.0	206.0
106481455	0.0	0.0
85349	95.0	15.0
106481456	2.0	0.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	9.0	37.0
106481454	0.0	0.0
403238	0.0	0.0
85344	5.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	1.0	0.0
344454	5.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	7.0	0.0
100873392	4.0	9.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	0.0
106481415	0.0	2.0
106481416	5.0	1.0
106481413	0.0	0.0
106481414	1.0	0.0
63901	4548.0	3607.0
100873390	0.0	0.0
728556	61.0	69.0
106481419	1.0	1.0
100128817	1.0	0.0
728558	183.0	121.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	664.0	383.0
106481423	0.0	0.0
106481420	0.0	1.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	10.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	284.0	159.0
100873384	0.0	0.0
285601	16.0	17.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	6.0
63910	273.0	436.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	837.0	523.0
222008	0.0	114.0
106481428	0.0	0.0
106481429	4.0	0.0
63905	3598.0	3973.0
63904	0.0	0.0
106481430	0.0	2.0
163071	48.0	252.0
63906	985.0	1728.0
106481433	0.0	0.0
63908	1186.0	1369.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	1.0
100873389	0.0	0.0
100873388	6.0	0.0
285613	79.0	424.0
63920	657.0	486.0
63923	1384.0	120.0
63922	701.0	1762.0
728577	139.0	27.0
63925	2173.0	2074.0
63924	8135.0	14.0
63916	4306.0	3221.0
63917	4226.0	4352.0
106481400	0.0	1.0
106481401	0.0	0.0
728562	1.0	2.0
728564	1.0	6.0
285622	0.0	3.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1975.0	3208.0
106481402	0.0	0.0
63931	2311.0	1828.0
106481403	1.0	11.0
63934	1010.0	316.0
728567	7.0	5.0
106481408	0.0	0.0
163088	6.0	7.0
63933	2522.0	2640.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3567.0	3381.0
163087	1347.0	405.0
728568	417.0	460.0
106481407	8.0	9.0
3704	2114.0	4858.0
3705	6322.0	4182.0
63926	1227.0	2185.0
3706	13.0	55.0
63929	1807.0	3764.0
3707	5935.0	4709.0
63928	14.0	1.0
3708	12575.0	1611.0
106481411	0.0	0.0
3709	14406.0	4217.0
106481412	0.0	0.0
106481410	7.0	0.0
3700	42.0	21.0
3702	589.0	539.0
3703	12058.0	10062.0
645506	0.0	1.0
151050	1647.0	849.0
645520	0.0	0.0
63941	927.0	892.0
63940	1423.0	1975.0
63943	384.0	626.0
728517	0.0	0.0
163033	531.0	531.0
258010	2327.0	1516.0
63947	0.0	0.0
63946	0.0	0.0
728513	2.0	1.0
100033803	0.0	0.0
3716	22885.0	24196.0
100033804	0.0	0.0
3717	2717.0	2113.0
100033805	0.0	0.0
3718	1490.0	1720.0
63939	2122.0	1160.0
100033806	0.0	0.0
100190799	10.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	127.0	80.0
3710	4704.0	6150.0
3712	6387.0	2751.0
3713	0.0	7540.0
3714	5124.0	1916.0
63950	4.0	6.0
728505	1.0	1.0
63951	150.0	3.0
100033807	0.0	0.0
728501	29.0	18.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	7696.0	12028.0
100033814	0.0	0.0
3727	6742.0	3443.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	1.0
3728	19707.0	78509.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2514.0	4215.0
151056	513.0	610.0
3725	24247.0	14670.0
645528	7.0	5.0
728532	27.0	24.0
163059	427.0	628.0
728538	0.0	16.0
728537	409.0	134.0
63967	95.0	1386.0
3737	80.0	5.0
3738	159.0	72.0
3739	10.0	0.0
645538	0.0	0.0
3730	1722.0	583.0
3732	6048.0	25197.0
3734	0.0	0.0
3735	9397.0	14646.0
3736	164.0	1.0
63970	320.0	397.0
3750	460.0	77.0
63971	8630.0	4019.0
63974	0.0	0.0
163049	3362.0	2412.0
63973	73.0	0.0
63976	412.0	41.0
222068	6027.0	10172.0
63978	0.0	0.0
63977	1108.0	1535.0
63979	1164.0	1450.0
728524	0.0	0.0
3748	1240.0	304.0
163051	51.0	14.0
3749	4026.0	9388.0
163050	70.0	43.0
3741	63.0	16.0
645548	12.0	6.0
3743	4.0	7.0
3744	2.0	0.0
3745	1475.0	12.0
3746	87.0	3.0
3747	309.0	3.0
285671	1068.0	55.0
285672	2426.0	1854.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	56.0	1.0
285676	195.0	206.0
3761	2.0	1.0
100128657	0.0	0.0
285679	6.0	2.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	2298.0	1475.0
283008	8.0	2.0
3751	470.0	72.0
100873435	0.0	0.0
3752	1964.0	4424.0
100873434	0.0	0.0
3753	196.0	42.0
100873433	0.0	0.0
3754	38.0	8.0
100873432	0.0	0.0
3755	122.0	185.0
100873439	0.0	0.0
3756	27.0	14.0
100873438	0.0	0.0
3757	109.0	476.0
100873437	0.0	0.0
3758	15.0	14.0
100873436	0.0	0.0
100873420	5.0	9.0
3770	176.0	90.0
3772	240.0	1168.0
100861458	0.0	0.0
100861453	21.0	20.0
100861455	0.0	0.0
1107	17506.0	7612.0
1106	10765.0	11936.0
1105	4961.0	3195.0
1104	2314.0	8265.0
100873429	0.0	0.0
1103	0.0	1.0
1102	2509.0	1271.0
1101	482.0	74.0
3762	512.0	243.0
100873424	0.0	0.0
3763	12.0	317.0
100128640	183.0	54.0
100873423	0.0	0.0
3764	1343.0	247.0
100873422	0.0	0.0
3765	2.0	2.0
100873421	2.0	1.0
3766	32.0	327.0
100873428	0.0	0.0
3767	336.0	21.0
100873427	0.0	0.0
3768	233.0	23.0
1109	4.0	1.0
100873426	3.0	0.0
1108	19890.0	25723.0
3769	31.0	3.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	0.0
3780	43.0	10.0
100873453	0.0	0.0
3781	55.0	17.0
100873452	0.0	0.0
3782	469.0	435.0
100873451	0.0	0.0
3783	2946.0	1320.0
100873450	0.0	0.0
1121	2364.0	3058.0
100861468	0.0	4.0
1120	298.0	197.0
100861469	0.0	0.0
1118	797.0	1861.0
1117	4398.0	29445.0
1116	8064.0	21505.0
1114	48.0	6.0
1113	21.0	2.0
1112	9916.0	5398.0
1111	542.0	1882.0
3773	592.0	1.0
100873457	3.0	0.0
100873456	0.0	0.0
3775	640.0	1372.0
100873455	0.0	0.0
3776	1021.0	53.0
100873454	0.0	0.0
3777	748.0	421.0
3778	4833.0	778.0
3779	3660.0	355.0
100873459	0.0	0.0
1119	2549.0	1861.0
100128627	1.0	6.0
100128626	1.0	0.0
3790	824.0	2219.0
100128628	2.0	2.0
3791	8837.0	1657.0
100873442	0.0	0.0
3792	43.0	67.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	8.0	1.0
1131	227.0	1263.0
1130	5557.0	3194.0
100861476	3.0	3.0
1129	2.0	0.0
1128	348.0	2.0
1124	380.0	110.0
1123	1201.0	490.0
1122	1666.0	4013.0
100861470	0.0	0.0
3784	1329.0	879.0
100873446	0.0	0.0
3785	3.0	1.0
100873445	0.0	1.0
3786	362.0	197.0
100873444	0.0	0.0
3787	290.0	146.0
100873443	0.0	0.0
3788	42.0	6.0
100873449	27.0	5.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	205.0	206.0
100128618	0.0	1.0
728597	2.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	84.0	7.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	988.0
285634	2.0	3.0
1142	0.0	0.0
1141	163.0	7.0
285636	3169.0	2373.0
1140	759.0	541.0
728599	1.0	2.0
1139	49.0	5.0
1138	118.0	229.0
1137	4.0	1.0
100861485	0.0	0.0
1136	19.0	222.0
1135	25.0	3.0
1134	15.0	10.0
1133	18.0	16.0
3795	350.0	364.0
100873479	5.0	7.0
3796	2576.0	2745.0
100873478	0.0	0.0
3797	1542.0	517.0
100873477	14.0	4.0
3798	297.0	26.0
100873476	0.0	0.0
3799	20141.0	13348.0
100873460	0.0	0.0
728586	33.0	36.0
285641	0.0	11.0
100873464	6.0	3.0
100873463	0.0	0.0
100873462	4.0	0.0
285643	6.0	9.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1081.0	1853.0
1153	24573.0	9413.0
1152	1355.0	163.0
285647	30.0	22.0
728589	25.0	24.0
728588	0.0	0.0
1149	983.0	17.0
1147	2074.0	2291.0
1146	7.0	7.0
1145	91.0	19.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	387.0	2370.0
1163	1017.0	5384.0
285659	1.0	0.0
1161	619.0	651.0
1160	499.0	22.0
1159	142.0	2191.0
1158	18.0	16.0
1157	0.0	0.0
1155	2522.0	2564.0
550643	1439.0	796.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	1.0	0.0
1176	3098.0	3051.0
1175	2890.0	5206.0
285668	19.0	3.0
1174	1680.0	3790.0
1173	18238.0	17109.0
550631	155.0	183.0
100873489	0.0	0.0
283014	11.0	13.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	60.0	8.0
1186	3620.0	4788.0
1185	2310.0	1532.0
1184	1022.0	885.0
1183	908.0	917.0
1182	9323.0	10466.0
1181	273.0	343.0
440375	55.0	34.0
1180	47.0	10.0
1179	0.0	1.0
1178	2.0	1.0
283089	12.0	4.0
85495	0.0	0.0
85480	272.0	191.0
283080	0.0	0.0
1198	3728.0	3063.0
1197	2.0	1.0
1196	2927.0	5324.0
1195	13032.0	6431.0
440366	4.0	4.0
1193	2347.0	2661.0
1192	13844.0	15974.0
1191	101969.0	7477.0
1188	37.0	1.0
283078	123.0	15.0
85486	19.0	9.0
128615	0.0	0.0
85481	0.0	2.0
128611	276.0	128.0
440396	76.0	89.0
128609	0.0	0.0
128602	0.0	0.0
440387	1.0	0.0
128674	0.0	0.0
128676	1.0	1.0
114026	0.0	0.0
100861402	2.0	0.0
126014	204.0	1096.0
440335	621.0	1212.0
100128690	0.0	0.0
114034	762.0	1225.0
126006	99.0	87.0
114036	40.0	24.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	128.0	36.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	3.0	0.0
105180391	0.0	0.0
100128682	5.0	3.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	3.0	7.0
200728	260.0	186.0
440356	2.0	14.0
440354	101.0	147.0
440352	2.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	1.0
128646	0.0	8.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	11.0
100873410	0.0	0.0
100873417	3.0	2.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	3.0	13.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	258.0	287.0
200734	4872.0	1136.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	1.0	2.0
100873402	0.0	0.0
100873401	3.0	0.0
100873400	1.0	0.0
100128665	0.0	0.0
128637	5031.0	4908.0
100873406	0.0	0.0
100873405	0.0	3.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	2.0
645443	4.0	9.0
165530	447.0	22.0
85409	287.0	81.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	7.0	382.0
106481383	4.0	4.0
85417	30.0	31.0
106481384	0.0	3.0
103106903	3.0	1.0
85414	535.0	3701.0
106481389	0.0	0.0
85415	1708.0	1472.0
106481387	0.0	0.0
85413	3.0	1.0
106481388	14.0	3.0
645436	0.0	1.0
106481381	0.0	1.0
106481382	0.0	0.0
10	16.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	1919.0	938.0
12	587.0	998.0
13	139.0	14.0
14	7183.0	10675.0
15	6.0	14.0
16	10049.0	20580.0
645455	21.0	8.0
18	2084.0	557.0
19	9017.0	7978.0
128580	12.0	9.0
85407	282.0	67.0
106481396	2.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1984.0	1201.0
106481395	0.0	0.0
85403	2003.0	1586.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	3.0
106481393	0.0	0.0
20	5330.0	4491.0
106481390	0.0	0.0
21	3543.0	2264.0
106481391	0.0	0.0
22	1855.0	2160.0
153571	611.0	539.0
153572	5457.0	1495.0
23	5888.0	7934.0
24	321.0	15.0
25	9676.0	4364.0
26	120.0	194.0
27	3569.0	5401.0
28	925.0	318.0
29	8720.0	6237.0
153579	9469.0	163.0
728615	0.0	0.0
728614	1.0	0.0
200765	297.0	888.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	78.0	31.0
102466518	2.0	0.0
102466516	21.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	1284.0	2196.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	2954.0	2990.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	390.0	138.0
106481366	0.0	0.0
30	3468.0	2011.0
106481360	0.0	0.0
31	6614.0	6047.0
32	17086.0	481.0
33	477.0	2.0
34	3803.0	5557.0
35	2578.0	779.0
153562	1616.0	2478.0
36	5053.0	1380.0
37	23226.0	7177.0
38	4409.0	1408.0
440307	14.0	29.0
39	950.0	2109.0
165545	6.0	426.0
106481369	0.0	0.0
728606	95.0	2.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	1.0
106481373	0.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	40.0	5.0
106481370	0.0	0.0
41	539.0	77.0
106481371	0.0	0.0
43	129.0	77.0
645486	0.0	0.0
47	9145.0	8035.0
48	9302.0	2258.0
49	25.0	4.0
106481338	0.0	0.0
106481339	0.0	1.0
106481336	0.0	0.0
106481337	3.0	0.0
106481341	0.0	0.0
