id	7bca938a-45fa-4a07-ba7b-71796388e645	0c7d119e-22c0-47ed-b736-3404ab2c7065
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	2.0	4.0
100873362	0.0	0.0
100128701	0.0	1.0
1054	2484.0	1508.0
285547	1.0	0.0
1053	6.0	2.0
285548	0.0	5.0
1052	3112.0	660.0
1051	2866.0	607.0
728489	3.0	6.0
1050	5565.0	1031.0
100128707	0.0	0.0
1048	67.0	71.0
1047	24.0	249.0
1046	0.0	0.0
1045	0.0	0.0
100873369	1.0	7.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	8.0	3.0
1066	5129.0	395.0
1063	929.0	5419.0
1062	371.0	761.0
1061	0.0	18.0
1060	798.0	1708.0
440253	178.0	61.0
1059	4316.0	2986.0
1058	162.0	88.0
1057	0.0	2.0
85379	3517.0	1877.0
114112	527.0	371.0
1056	19.0	10.0
85377	1273.0	459.0
85378	1539.0	973.0
128745	0.0	1.0
85376	15.0	11.0
440248	412.0	249.0
1075	11111.0	4098.0
1074	5.0	44.0
1073	3602.0	527.0
1072	27447.0	13247.0
1071	6517.0	110.0
440243	0.0	0.0
1070	603.0	527.0
1069	1558.0	1728.0
1068	0.0	0.0
85369	1569.0	1235.0
85366	1.0	3.0
85364	938.0	637.0
85365	1462.0	1422.0
85363	996.0	861.0
85360	1231.0	242.0
1080	33.0	24.0
85391	6.0	4.0
403296	0.0	0.0
403297	1.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	3.0	0.0
153733	402.0	373.0
1087	7.0	4.0
1086	2.0	0.0
440279	1.0	10.0
1085	10.0	4.0
1084	110.0	3.0
440278	106.0	120.0
1082	0.0	0.0
403294	0.0	2.0
440275	3890.0	3233.0
1081	0.0	0.0
85397	2.0	1.0
85395	239.0	160.0
403285	0.0	0.0
1091	0.0	2.0
1090	0.0	2.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	1.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	1.0
403284	0.0	0.0
1092	2.0	0.0
440270	276.0	392.0
1089	40.0	3.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	2.0	1.0
285598	826.0	398.0
126133	1341.0	890.0
128790	0.0	1.0
126129	188.0	73.0
126123	2.0	2.0
442862	0.0	0.0
126119	587.0	317.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	4.0
128774	0.0	0.0
442893	0.0	9.0
442894	0.0	0.0
442895	0.0	3.0
114131	0.0	2.0
442896	0.0	1.0
114132	154.0	32.0
442897	0.0	0.0
442898	1.0	0.0
114134	532.0	2502.0
442899	0.0	0.0
100128790	0.0	0.0
128760	3.0	4.0
100128788	18.0	84.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	77.0
442890	0.0	0.0
442891	0.0	0.0
442892	1.0	2.0
128756	0.0	0.0
100128782	117.0	184.0
100128781	3.0	55.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	3.0	3.0
403234	0.0	0.0
403235	0.0	11.0
403236	0.0	0.0
63982	170.0	9.0
102466616	0.0	0.0
126052	0.0	0.0
151009	4.0	0.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	0.0
645572	0.0	0.0
645571	2.0	4.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	31.0	142.0
107131122	0.0	0.0
138050	6935.0	2448.0
403219	0.0	0.0
151011	4362.0	2628.0
645587	0.0	14.0
165679	7.0	1889.0
126037	32.0	19.0
114049	1889.0	1278.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	11.0
106481483	0.0	4.0
85315	560.0	423.0
100033821	0.0	4.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1095.0	1504.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	161.0	141.0
100033820	0.0	0.0
106481480	0.0	6.0
106481481	0.0	8.0
138065	3.0	47.0
645598	0.0	1.0
163007	8.0	3.0
114038	0.0	0.0
645591	0.0	0.0
106481495	0.0	6.0
114041	0.0	26.0
106481496	0.0	0.0
114042	0.0	0.0
106481493	0.0	0.0
114043	8.0	1.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	161.0	323.0
126017	313.0	792.0
106481497	1.0	13.0
106481498	0.0	4.0
85303	0.0	0.0
85300	0.0	1.0
85301	560.0	563.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	408.0	3859.0
106481459	0.0	0.0
26994	6348.0	4059.0
106481457	5.0	9.0
26995	1166.0	1545.0
106481458	0.0	0.0
403271	0.0	0.0
26998	5.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	480.0	480.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	4.0	1.0
106481461	0.0	1.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1124.0	1171.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	1.0	2.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	1.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	3.0
106481471	0.0	0.0
85329	4559.0	187.0
106481472	0.0	0.0
106481477	0.0	3.0
106481478	0.0	8.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	9.0	992.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	386.0	1255.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	1.0	1.0
106481437	0.0	0.0
26974	113.0	474.0
153657	4.0	172.0
106481438	0.0	11.0
106481435	0.0	1.0
26973	864.0	1414.0
165631	247.0	88.0
106481436	0.0	2.0
26978	11.0	17.0
126075	418.0	335.0
106481439	0.0	0.0
403250	0.0	0.0
126074	67.0	134.0
403251	0.0	0.0
106481440	3.0	0.0
106481441	0.0	0.0
85359	944.0	416.0
106481444	6.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	3.0
85358	4731.0	369.0
85354	0.0	0.0
85352	80.0	265.0
403241	0.0	2.0
344462	0.0	0.0
403244	0.0	0.0
403245	0.0	2.0
153642	458.0	402.0
153643	17.0	32.0
403247	0.0	0.0
403248	0.0	0.0
26985	3159.0	2263.0
106481448	0.0	0.0
26986	43828.0	15852.0
126069	114.0	237.0
106481449	0.0	0.0
126068	456.0	1266.0
106481446	0.0	0.0
26983	0.0	0.0
26984	699.0	1146.0
106481447	0.0	0.0
106481451	0.0	17.0
106481452	0.0	5.0
106481450	0.0	1.0
114088	75.0	116.0
106481455	0.0	26.0
85349	0.0	40.0
106481456	0.0	9.0
26982	0.0	0.0
106481453	0.0	7.0
85347	0.0	0.0
26980	8.0	17.0
106481454	0.0	0.0
403238	0.0	0.0
85344	1.0	17.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	20.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	3.0	1.0
100873392	1.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	5.0
106481413	0.0	0.0
106481414	2.0	7.0
63901	1568.0	3299.0
100873390	0.0	4.0
728556	30.0	29.0
106481419	2.0	0.0
100128817	0.0	0.0
728558	71.0	71.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	16.0
163081	188.0	618.0
106481423	0.0	3.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	12.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	117.0	1253.0
100873384	0.0	0.0
285601	42.0	13.0
106481426	0.0	0.0
106481427	0.0	8.0
222005	2.0	0.0
63910	156.0	88.0
106481424	0.0	7.0
106481425	0.0	0.0
285605	329.0	824.0
222008	0.0	3.0
106481428	0.0	0.0
106481429	2.0	11.0
63905	2154.0	1033.0
63904	0.0	0.0
106481430	0.0	0.0
163071	59.0	22.0
63906	510.0	288.0
106481433	0.0	0.0
63908	475.0	866.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	10.0
100873388	0.0	4.0
285613	16.0	32.0
63920	307.0	640.0
63923	578.0	609.0
63922	171.0	398.0
728577	185.0	36.0
63925	808.0	808.0
63924	28051.0	771.0
63916	2964.0	1791.0
63917	2658.0	3335.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	2.0
728564	1.0	0.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	956.0	793.0
106481402	0.0	15.0
63931	1335.0	1490.0
106481403	0.0	2.0
63934	303.0	655.0
728567	11.0	0.0
106481408	0.0	0.0
163088	3.0	6.0
63933	1815.0	750.0
106481409	0.0	1.0
106481406	0.0	0.0
63935	1602.0	820.0
163087	478.0	656.0
728568	137.0	115.0
106481407	14.0	0.0
3704	1009.0	702.0
3705	8017.0	1313.0
63926	371.0	1107.0
3706	12.0	13.0
63929	980.0	829.0
3707	4045.0	2556.0
63928	0.0	1.0
3708	1787.0	5821.0
106481411	0.0	1.0
3709	3608.0	10408.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	16.0	15.0
3702	67.0	97.0
3703	6525.0	6528.0
645506	0.0	0.0
151050	949.0	696.0
645520	0.0	0.0
63941	629.0	1105.0
63940	1377.0	213.0
63943	209.0	183.0
728517	0.0	0.0
163033	233.0	169.0
258010	476.0	1333.0
63947	0.0	0.0
63946	0.0	3.0
728513	0.0	0.0
100033803	0.0	0.0
3716	19900.0	9551.0
100033804	0.0	0.0
3717	1658.0	3135.0
100033805	0.0	2.0
3718	398.0	232.0
63939	818.0	923.0
100033806	0.0	1.0
100190799	4.0	10.0
100033800	0.0	1.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	54.0	47.0
3710	1824.0	1135.0
3712	2844.0	2544.0
3713	27.0	0.0
3714	1547.0	523.0
63950	2.0	0.0
728505	0.0	0.0
63951	146.0	88.0
100033807	0.0	0.0
728501	14.0	17.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	5581.0	2570.0
100033814	0.0	1.0
3727	4656.0	828.0
63948	0.0	0.0
100033815	0.0	0.0
222052	3.0	0.0
3728	3912.0	6444.0
100033816	0.0	2.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1049.0	1498.0
151056	295.0	155.0
3725	12962.0	2645.0
645528	4.0	4.0
728532	31.0	13.0
163059	175.0	458.0
728538	0.0	6.0
728537	96.0	140.0
63967	127.0	214.0
3737	56.0	21.0
3738	34.0	52.0
3739	59.0	8.0
645538	0.0	0.0
3730	1495.0	1432.0
3732	1775.0	1296.0
3734	0.0	1.0
3735	6817.0	2363.0
3736	375.0	37.0
63970	6.0	25.0
3750	158.0	37.0
63971	4984.0	3039.0
63974	0.0	0.0
163049	1302.0	2350.0
63973	0.0	0.0
63976	230.0	28.0
222068	3223.0	3972.0
63978	0.0	0.0
63977	352.0	566.0
63979	410.0	1114.0
728524	0.0	0.0
3748	77.0	789.0
163051	19.0	17.0
3749	706.0	145.0
163050	29.0	94.0
3741	58.0	13.0
645548	5.0	3.0
3743	0.0	1.0
3744	0.0	9.0
3745	1294.0	93.0
3746	0.0	6.0
3747	0.0	1.0
285671	463.0	787.0
285672	1284.0	1630.0
100873431	0.0	0.0
100873430	0.0	2.0
3760	2.0	7.0
285676	43.0	55.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	7.0
100861449	0.0	1.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	252.0	560.0
283008	0.0	0.0
3751	372.0	514.0
100873435	1.0	0.0
3752	1316.0	1147.0
100873434	0.0	0.0
3753	65.0	78.0
100873433	0.0	14.0
3754	26.0	17.0
100873432	0.0	0.0
3755	3.0	14.0
100873439	0.0	1.0
3756	4.0	310.0
100873438	0.0	0.0
3757	29.0	28.0
100873437	0.0	0.0
3758	10.0	8.0
100873436	0.0	0.0
100873420	0.0	2.0
3770	29.0	41.0
3772	134.0	106.0
100861458	0.0	0.0
100861453	12.0	17.0
100861455	0.0	3.0
1107	5877.0	6762.0
1106	3869.0	5911.0
1105	1900.0	5310.0
1104	1127.0	813.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1341.0	751.0
1101	34.0	105.0
3762	993.0	754.0
100873424	0.0	0.0
3763	0.0	21.0
100128640	42.0	91.0
100873423	0.0	0.0
3764	3650.0	237.0
100873422	0.0	2.0
3765	10.0	5.0
100873421	0.0	8.0
3766	10.0	22.0
100873428	0.0	0.0
3767	37.0	532.0
100873427	0.0	0.0
3768	612.0	35.0
1109	2.0	8.0
100873426	0.0	73.0
1108	10327.0	13734.0
3769	0.0	261.0
100873425	0.0	0.0
100128637	1.0	2.0
100128639	0.0	0.0
3780	1.0	5.0
100873453	0.0	0.0
3781	13.0	12.0
100873452	0.0	4.0
3782	380.0	81.0
100873451	0.0	0.0
3783	171.0	257.0
100873450	0.0	0.0
1121	1417.0	1950.0
100861468	0.0	0.0
1120	179.0	46.0
100861469	0.0	29.0
1118	218.0	1042.0
1117	1223.0	1680.0
1116	781.0	2492.0
1114	1.0	0.0
1113	9.0	0.0
1112	8916.0	2684.0
1111	305.0	420.0
3773	42.0	41.0
100873457	3.0	8.0
100873456	0.0	12.0
3775	244.0	149.0
100873455	0.0	0.0
3776	103.0	64.0
100873454	0.0	0.0
3777	256.0	17.0
3778	739.0	3115.0
3779	159.0	107.0
100873459	0.0	0.0
1119	732.0	864.0
100128627	2.0	3.0
100128626	0.0	0.0
3790	328.0	624.0
100128628	9.0	36.0
3791	5468.0	1359.0
100873442	0.0	0.0
3792	7.0	41.0
100873441	0.0	11.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	0.0	10.0
1131	58.0	24.0
1130	3428.0	5165.0
100861476	0.0	6.0
1129	4.0	0.0
1128	0.0	30.0
1124	476.0	299.0
1123	310.0	241.0
1122	485.0	2144.0
100861470	0.0	0.0
3784	878.0	162.0
100873446	0.0	0.0
3785	2.0	0.0
100873445	0.0	0.0
3786	83.0	323.0
100873444	0.0	0.0
3787	6.0	11.0
100873443	0.0	0.0
3788	26.0	28.0
100873449	2.0	15.0
100873448	0.0	0.0
100873447	0.0	1.0
100873471	0.0	0.0
100873470	0.0	3.0
283050	37.0	58.0
100128618	0.0	4.0
728597	0.0	0.0
100128617	0.0	1.0
100873475	0.0	2.0
100873474	0.0	0.0
728591	30.0	130.0
100873473	0.0	0.0
100873472	0.0	3.0
1143	2.0	0.0
285634	3.0	5.0
1142	0.0	0.0
1141	5.0	24.0
285636	1639.0	2178.0
1140	433.0	251.0
728599	0.0	61.0
1139	9.0	9.0
1138	2.0	11.0
1137	1.0	0.0
100861485	0.0	0.0
1136	5.0	9.0
1135	0.0	3.0
1134	1.0	10.0
1133	1.0	17.0
3795	233.0	80.0
100873479	2.0	7.0
3796	1235.0	2008.0
100873478	0.0	0.0
3797	876.0	214.0
100873477	0.0	2.0
3798	3.0	20.0
100873476	0.0	0.0
3799	9982.0	12228.0
100873460	0.0	4.0
728586	11.0	23.0
285641	0.0	0.0
100873464	0.0	14.0
100873463	0.0	20.0
100873462	0.0	4.0
285643	1.0	8.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	264.0	1726.0
1153	9908.0	6527.0
1152	2379.0	528.0
285647	9.0	27.0
728589	19.0	42.0
728588	0.0	0.0
1149	13107.0	362.0
1147	1249.0	1583.0
1146	0.0	42.0
1145	35.0	29.0
1144	0.0	3.0
100873468	0.0	0.0
100873467	3.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	1.0	0.0
100873469	0.0	4.0
100873493	0.0	6.0
100873492	0.0	0.0
100873491	0.0	4.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	4.0
100873494	0.0	0.0
1164	303.0	515.0
1163	704.0	582.0
285659	0.0	0.0
1161	423.0	726.0
1160	420.0	310.0
1159	0.0	24.0
1158	5.0	17.0
1157	0.0	0.0
1155	1614.0	1524.0
550643	994.0	194.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	2.0
100873483	0.0	0.0
1176	3345.0	2247.0
1175	3525.0	2684.0
285668	11.0	0.0
1174	1058.0	1742.0
1173	14372.0	6725.0
550631	27.0	70.0
100873489	0.0	0.0
283014	10.0	6.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	30.0	17.0
1186	2271.0	1485.0
1185	1433.0	374.0
1184	801.0	504.0
1183	856.0	261.0
1182	3875.0	5220.0
1181	134.0	179.0
440375	26.0	25.0
1180	4.0	7.0
1179	1.0	3.0
1178	0.0	0.0
283089	1.0	10.0
85495	0.0	0.0
85480	266.0	18.0
283080	0.0	0.0
1198	1749.0	1411.0
1197	3.0	1.0
1196	1131.0	1175.0
1195	4222.0	3260.0
440366	4.0	7.0
1193	2613.0	436.0
1192	15421.0	7760.0
1191	58295.0	21435.0
1188	6.0	7.0
283078	184.0	66.0
85486	8.0	4.0
128615	0.0	0.0
85481	0.0	0.0
128611	66.0	48.0
440396	20.0	17.0
128609	0.0	0.0
128602	0.0	44.0
440387	0.0	1.0
128674	1.0	0.0
128676	0.0	1.0
114026	0.0	0.0
100861402	7.0	4.0
126014	261.0	76.0
440335	1.0	1515.0
100128690	0.0	0.0
114034	440.0	338.0
126006	2.0	48.0
114036	58.0	54.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	31.0	64.0
100861412	0.0	3.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	11.0	0.0
100128678	2.0	4.0
100861429	0.0	0.0
128653	1.0	0.0
200728	172.0	96.0
440356	2.0	5.0
440354	32.0	64.0
440352	1.0	5.0
100873419	0.0	0.0
100873418	0.0	5.0
100873413	0.0	0.0
128646	0.0	4.0
100873412	0.0	8.0
100873411	0.0	0.0
100128675	0.0	7.0
100873410	0.0	0.0
100873417	0.0	2.0
100873416	0.0	1.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	51.0	28.0
100861435	1.0	0.0
100861436	0.0	0.0
440345	100.0	94.0
200734	1832.0	1307.0
100861431	0.0	42.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	7.0	1.0
100873408	0.0	7.0
100873407	0.0	0.0
100861430	4.0	2.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	1.0
128637	3342.0	1890.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	2.0
645443	7.0	1.0
165530	65.0	15.0
85409	7.0	210.0
106481385	0.0	9.0
106481386	0.0	0.0
85416	7.0	3.0
106481383	1.0	10.0
85417	78.0	30.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	164.0	118.0
106481389	0.0	0.0
85415	87.0	1924.0
106481387	0.0	0.0
85413	2.0	6.0
106481388	0.0	15.0
645436	0.0	2.0
106481381	0.0	7.0
106481382	0.0	4.0
10	0.0	2.0
106481380	0.0	0.0
11	0.0	6.0
403341	1079.0	1258.0
12	56.0	255.0
13	776.0	32.0
14	4455.0	2946.0
15	0.0	0.0
16	6175.0	2508.0
645455	21.0	31.0
18	583.0	5725.0
19	15732.0	8801.0
128580	11.0	2.0
85407	402.0	272.0
106481396	0.0	0.0
106481397	0.0	2.0
106481394	0.0	5.0
85406	1008.0	1047.0
106481395	0.0	20.0
85403	1059.0	1419.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	1.0
106481393	0.0	0.0
20	2440.0	1686.0
106481390	0.0	11.0
21	1833.0	2524.0
106481391	0.0	0.0
22	1205.0	1214.0
153571	79.0	46.0
153572	133.0	574.0
23	3289.0	1811.0
24	81.0	122.0
25	7015.0	3163.0
26	18.0	63.0
27	2628.0	4518.0
28	440.0	32.0
29	4729.0	2561.0
153579	7095.0	298.0
728615	0.0	0.0
728614	0.0	0.0
200765	61.0	64.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	52.0	8.0
102466518	0.0	34.0
102466516	4.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	2.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1179.0	3262.0
106481362	0.0	0.0
106481367	0.0	2.0
85437	1736.0	1141.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	122.0	263.0
106481366	0.0	0.0
30	2358.0	2026.0
106481360	0.0	2.0
31	5298.0	6557.0
32	33904.0	3395.0
33	843.0	70.0
34	2817.0	2411.0
35	3908.0	576.0
153562	75.0	2005.0
36	1417.0	3112.0
37	18012.0	5012.0
38	6183.0	1739.0
440307	1.0	4.0
39	420.0	730.0
165545	9.0	24.0
106481369	0.0	0.0
728606	0.0	269.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	1.0
106481373	0.0	15.0
106481378	2.0	2.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	8.0	4.0
106481370	0.0	0.0
41	342.0	82.0
106481371	0.0	4.0
43	10.0	7.0
645486	0.0	0.0
47	7154.0	8717.0
48	16602.0	3148.0
49	19.0	5.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	4.0	4.0
106481340	0.0	12.0
85458	3954.0	2462.0
106481345	0.0	0.0
85459	434.0	1813.0
106481346	0.0	1.0
85456	14772.0	6082.0
442910	0.0	9.0
106481343	0.0	0.0
85457	1360.0	3252.0
