id	327a6650-be57-412e-bc3a-3aaf68d44022	883728dd-ee8e-41ff-9507-1893977ad754
1005	5.0	5.0
1004	426.0	191.0
1003	8927.0	1382.0
1002	159.0	51.0
1001	4449.0	4477.0
3663	851.0	2240.0
100873325	0.0	0.0
3664	5463.0	19217.0
100873324	0.0	0.0
3665	686.0	4790.0
100873323	0.0	0.0
100873322	0.0	0.0
3667	5716.0	28510.0
100873329	0.0	0.0
285590	5107.0	10471.0
100873328	0.0	0.0
3669	438.0	3339.0
100873327	0.0	0.0
1009	2510.0	15240.0
100873326	0.0	0.0
100873350	0.0	0.0
116729	2.0	10.0
728477	4.0	24.0
3680	3094.0	331.0
3681	13.0	143.0
100128733	0.0	0.0
100873354	0.0	0.0
3682	989.0	691.0
100873353	0.0	0.0
3683	1069.0	853.0
100873352	0.0	0.0
128710	565.0	1157.0
3684	1840.0	2174.0
100873351	0.0	0.0
285512	85.0	18.0
1022	906.0	3056.0
285513	1559.0	1384.0
1021	1922.0	3355.0
1020	447.0	1094.0
440299	0.0	1.0
1019	3485.0	5715.0
128709	1.0	1.0
1018	48.0	21.0
1017	1201.0	3583.0
1016	2.0	152.0
1015	11.0	7.0
1014	3.0	0.0
1013	1.0	48.0
1012	2690.0	791.0
116730	47.0	52.0
3674	45.0	17.0
100873358	0.0	0.0
3675	7272.0	16720.0
100873357	4.0	0.0
3676	812.0	707.0
100128731	4420.0	13857.0
100873356	0.0	0.0
3678	7462.0	9803.0
3679	21226.0	201.0
100873359	0.0	0.0
728464	82.0	52.0
728463	22.0	134.0
100128725	0.0	0.0
3690	585.0	193.0
3691	17902.0	23322.0
100873343	0.0	0.0
3692	4058.0	6793.0
3693	18429.0	26627.0
285521	931.0	1221.0
100873342	0.0	0.0
3694	4638.0	12992.0
100873341	0.0	0.0
3695	164.0	135.0
100873340	0.0	0.0
100128723	1.0	0.0
1033	51.0	790.0
1032	357.0	1388.0
285525	2.0	3.0
1031	1709.0	1199.0
285527	4716.0	3248.0
1030	5728.0	2583.0
728468	0.0	0.0
440288	116.0	129.0
1029	339.0	568.0
440295	102.0	150.0
1028	3504.0	578.0
1027	3973.0	7162.0
1026	2967.0	15945.0
1025	3065.0	2197.0
1024	703.0	838.0
3685	11008.0	18651.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	581.0	3275.0
100873345	0.0	0.0
3688	54540.0	29707.0
100873344	0.0	0.0
3689	5837.0	9885.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	0.0	1.0
100873370	0.0	0.0
728498	23.0	9.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	1.0
728492	47.0	46.0
100873375	0.0	0.0
100128710	1.0	0.0
285533	67.0	38.0
100873374	1.0	0.0
728495	0.0	1.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	10.0	24.0
1043	646.0	593.0
1041	1.0	39.0
1040	1355.0	4408.0
1039	1253.0	3598.0
1038	42.0	9.0
1036	4429.0	124.0
3696	3415.0	3187.0
3697	2.0	3.0
100873379	0.0	0.0
3698	44.0	6.0
100873378	1.0	6.0
3699	87.0	40.0
100873377	0.0	9.0
728486	9.0	16.0
100873361	0.0	0.0
105373869	1.0	489.0
100873360	0.0	0.0
285540	89.0	47.0
100128705	0.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	5.0
100873362	0.0	0.0
100128701	2.0	1.0
1054	3283.0	7591.0
285547	0.0	0.0
1053	7.0	14.0
285548	0.0	21.0
1052	2898.0	2332.0
1051	3803.0	1968.0
728489	9.0	18.0
1050	9274.0	2948.0
100128707	0.0	1.0
1048	3.0	636.0
1047	88.0	637.0
1046	0.0	0.0
1045	0.0	5.0
100873369	10.0	10.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	2.0	0.0
1066	21350.0	2614.0
1063	416.0	10819.0
1062	157.0	1730.0
1061	0.0	2.0
1060	1416.0	1596.0
440253	286.0	147.0
1059	6823.0	12556.0
1058	25.0	619.0
1057	1.0	2.0
85379	9043.0	4466.0
114112	842.0	893.0
1056	31.0	191.0
85377	3365.0	2348.0
85378	2989.0	1545.0
128745	0.0	0.0
85376	19.0	54.0
440248	778.0	255.0
1075	7872.0	5161.0
1074	7.0	13.0
1073	3327.0	666.0
1072	30819.0	66952.0
1071	41.0	77.0
440243	0.0	0.0
1070	660.0	1618.0
1069	2429.0	4848.0
1068	1.0	0.0
85369	2287.0	2168.0
85366	1.0	47.0
85364	1427.0	1912.0
85365	2121.0	3124.0
85363	1571.0	1706.0
85360	1824.0	1616.0
1080	94.0	4.0
85391	1.0	9.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	6.0	0.0
153733	463.0	1142.0
1087	6.0	15.0
1086	1.0	0.0
440279	43.0	0.0
1085	8.0	0.0
1084	11.0	0.0
440278	204.0	107.0
1082	0.0	0.0
403294	0.0	0.0
440275	4914.0	4815.0
1081	3.0	99.0
85397	4.0	15.0
85395	558.0	938.0
403285	0.0	0.0
1091	1.0	0.0
1090	2.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	2.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	3.0	0.0
440270	1070.0	144.0
1089	28.0	14.0
85388	0.0	0.0
85389	0.0	0.0
128718	1.0	0.0
285596	9.0	0.0
285598	908.0	398.0
126133	2424.0	1798.0
128790	0.0	0.0
126129	207.0	78.0
126123	1.0	1.0
442862	0.0	0.0
126119	854.0	1352.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	137.0	10.0
442897	0.0	0.0
442898	5.0	1.0
114134	508.0	774.0
442899	0.0	0.0
100128790	0.0	0.0
128760	1.0	4.0
100128788	64.0	211.0
100128787	0.0	0.0
440225	1.0	0.0
440224	3.0	0.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	195.0	85.0
100128781	1.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	1.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	288.0	7.0
102466616	0.0	0.0
126052	0.0	0.0
151009	81.0	33.0
403227	0.0	15.0
403228	0.0	0.0
138046	4.0	4.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	14.0	13.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	688.0	5394.0
107131122	0.0	1.0
138050	7735.0	7970.0
403219	0.0	1.0
151011	5595.0	1434.0
645587	1.0	3.0
165679	90.0	17687.0
126037	32.0	81.0
114049	3104.0	4967.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	13.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	625.0	641.0
100033821	1.0	2.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1545.0	1404.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	272.0	269.0
100033820	0.0	0.0
106481480	0.0	1.0
106481481	0.0	0.0
138065	232.0	6.0
645598	2.0	0.0
163007	1.0	0.0
114038	0.0	8.0
645591	0.0	0.0
106481495	0.0	0.0
114041	35.0	1.0
106481496	0.0	0.0
114042	3.0	1.0
106481493	0.0	0.0
114043	21.0	8.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	173.0	180.0
126017	492.0	545.0
106481497	0.0	3.0
106481498	0.0	4.0
85303	0.0	0.0
85300	0.0	0.0
85301	2103.0	660.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	3.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	650.0	3012.0
106481459	0.0	0.0
26994	8124.0	6673.0
106481457	9.0	2.0
26995	2252.0	2165.0
106481458	0.0	0.0
403271	0.0	1.0
26998	1.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1043.0	257.0
403273	0.0	0.0
102466658	2.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	0.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1927.0	4082.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	1.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	1.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	2555.0	5.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	169.0	270.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	697.0	1308.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	2.0
106481437	0.0	0.0
26974	233.0	86.0
153657	36.0	27.0
106481438	0.0	16.0
106481435	0.0	0.0
26973	1084.0	1041.0
165631	97.0	139.0
106481436	0.0	0.0
26978	6.0	11.0
126075	723.0	1753.0
106481439	0.0	0.0
403250	0.0	0.0
126074	189.0	915.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	1355.0	1661.0
106481444	5.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5570.0	754.0
85354	0.0	0.0
85352	131.0	305.0
403241	0.0	1.0
344462	1.0	4.0
403244	0.0	0.0
403245	0.0	0.0
153642	370.0	448.0
153643	11.0	293.0
403247	0.0	0.0
403248	0.0	0.0
26985	3916.0	5826.0
106481448	0.0	0.0
26986	67919.0	134087.0
126069	136.0	171.0
106481449	0.0	0.0
126068	763.0	892.0
106481446	0.0	0.0
26983	0.0	0.0
26984	737.0	1068.0
106481447	0.0	0.0
106481451	1.0	0.0
106481452	0.0	0.0
106481450	1.0	0.0
114088	175.0	415.0
106481455	0.0	0.0
85349	74.0	49.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	2.0
85347	0.0	0.0
26980	5.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	1.0	30.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	3.0	2.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	2.0
100873392	1.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	3.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1746.0	2495.0
100873390	0.0	0.0
728556	51.0	99.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	79.0	149.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	403.0	474.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	2.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	1.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	1.0	0.0
100128801	0.0	0.0
285600	173.0	298.0
100873384	0.0	0.0
285601	10.0	59.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	1.0	3.0
63910	228.0	2594.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	609.0	1241.0
222008	2.0	5.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3080.0	3196.0
63904	0.0	0.0
106481430	0.0	1.0
163071	43.0	298.0
63906	783.0	899.0
106481433	0.0	0.0
63908	632.0	869.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	72.0	118.0
63920	413.0	594.0
63923	483.0	83.0
63922	480.0	809.0
728577	336.0	3.0
63925	1625.0	1473.0
63924	26459.0	20.0
63916	3214.0	3223.0
63917	3769.0	3502.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	3.0
728564	1.0	3.0
285622	0.0	2.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1604.0	1816.0
106481402	0.0	0.0
63931	1792.0	1982.0
106481403	0.0	0.0
63934	542.0	324.0
728567	2.0	5.0
106481408	0.0	0.0
163088	2.0	7.0
63933	2213.0	6040.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3055.0	2997.0
163087	799.0	637.0
728568	309.0	505.0
106481407	11.0	5.0
3704	1726.0	2544.0
3705	12447.0	7424.0
63926	772.0	1513.0
3706	6.0	36.0
63929	1022.0	1121.0
3707	4410.0	4154.0
63928	7.0	0.0
3708	8261.0	10401.0
106481411	0.0	0.0
3709	9000.0	2789.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	28.0	16.0
3702	196.0	161.0
3703	8948.0	16296.0
645506	0.0	1.0
151050	859.0	863.0
645520	0.0	0.0
63941	886.0	1594.0
63940	1223.0	1364.0
63943	372.0	297.0
728517	0.0	0.0
163033	375.0	759.0
258010	996.0	1347.0
63947	0.0	0.0
63946	1.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	19246.0	25862.0
100033804	0.0	0.0
3717	1895.0	1195.0
100033805	0.0	0.0
3718	978.0	242.0
63939	1148.0	1502.0
100033806	0.0	0.0
100190799	2.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	103.0	109.0
3710	3897.0	4514.0
3712	4725.0	4368.0
3713	3.0	1414.0
3714	3901.0	3202.0
63950	1.0	0.0
728505	0.0	2.0
63951	84.0	4.0
100033807	0.0	0.0
728501	32.0	11.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	8819.0	12733.0
100033814	0.0	0.0
3727	5538.0	17095.0
63948	0.0	0.0
100033815	0.0	0.0
222052	3.0	3.0
3728	14789.0	19683.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1688.0	3395.0
151056	466.0	99.0
3725	17202.0	8303.0
645528	5.0	13.0
728532	28.0	20.0
163059	277.0	494.0
728538	0.0	0.0
728537	152.0	146.0
63967	66.0	589.0
3737	148.0	3.0
3738	69.0	40.0
3739	34.0	0.0
645538	0.0	0.0
3730	1341.0	1666.0
3732	4856.0	2862.0
3734	0.0	0.0
3735	7374.0	12430.0
3736	60.0	3.0
63970	135.0	13.0
3750	266.0	236.0
63971	6963.0	8305.0
63974	0.0	0.0
163049	2182.0	3066.0
63973	75.0	30.0
63976	267.0	74.0
222068	4409.0	7238.0
63978	0.0	0.0
63977	768.0	969.0
63979	661.0	1052.0
728524	0.0	0.0
3748	880.0	515.0
163051	27.0	34.0
3749	1450.0	833.0
163050	76.0	103.0
3741	23.0	10.0
645548	6.0	6.0
3743	2.0	0.0
3744	0.0	0.0
3745	2738.0	104.0
3746	38.0	3.0
3747	74.0	0.0
285671	746.0	249.0
285672	1650.0	1656.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	24.0	21929.0
285676	109.0	26.0
3761	0.0	10.0
100128657	0.0	0.0
285679	5.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1291.0	225.0
283008	5.0	14.0
3751	651.0	654.0
100873435	0.0	0.0
3752	3626.0	131.0
100873434	0.0	0.0
3753	19.0	8.0
100873433	0.0	0.0
3754	15.0	1636.0
100873432	0.0	0.0
3755	39.0	125.0
100873439	0.0	0.0
3756	24.0	107.0
100873438	0.0	0.0
3757	68.0	58.0
100873437	0.0	0.0
3758	8.0	4.0
100873436	0.0	0.0
100873420	4.0	0.0
3770	104.0	157.0
3772	110.0	112.0
100861458	0.0	0.0
100861453	11.0	6.0
100861455	0.0	0.0
1107	13096.0	11903.0
1106	6669.0	4560.0
1105	2843.0	6773.0
1104	2070.0	8384.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1413.0	828.0
1101	250.0	2489.0
3762	515.0	1905.0
100873424	0.0	0.0
3763	24.0	818.0
100128640	165.0	40.0
100873423	0.0	0.0
3764	1139.0	378.0
100873422	0.0	0.0
3765	2.0	15.0
100873421	1.0	1.0
3766	13.0	72.0
100873428	0.0	0.0
3767	231.0	698.0
100873427	0.0	0.0
3768	301.0	82.0
1109	2.0	0.0
100873426	2.0	1.0
1108	15726.0	30892.0
3769	6.0	9.0
100873425	0.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	20.0	77.0
100873453	0.0	0.0
3781	27.0	71.0
100873452	0.0	0.0
3782	489.0	199.0
100873451	0.0	0.0
3783	1945.0	777.0
100873450	0.0	0.0
1121	1731.0	2214.0
100861468	0.0	0.0
1120	228.0	194.0
100861469	0.0	0.0
1118	89.0	138.0
1117	1338.0	331.0
1116	14628.0	244.0
1114	70.0	1.0
1113	40.0	0.0
1112	10491.0	2648.0
1111	257.0	1722.0
3773	342.0	1.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	359.0	1716.0
100873455	0.0	0.0
3776	1096.0	195.0
100873454	0.0	0.0
3777	366.0	26.0
3778	2128.0	1574.0
3779	1599.0	220.0
100873459	0.0	0.0
1119	1162.0	991.0
100128627	3.0	0.0
100128626	0.0	0.0
3790	722.0	1714.0
100128628	1.0	4.0
3791	5014.0	1724.0
100873442	0.0	0.0
3792	18.0	14.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	9.0	33.0
1131	111.0	8.0
1130	3807.0	1856.0
100861476	0.0	0.0
1129	2.0	0.0
1128	143.0	1.0
1124	325.0	167.0
1123	1190.0	3563.0
1122	837.0	928.0
100861470	0.0	0.0
3784	1355.0	624.0
100873446	0.0	0.0
3785	2.0	36.0
100873445	0.0	0.0
3786	612.0	1067.0
100873444	0.0	0.0
3787	245.0	6.0
100873443	0.0	0.0
3788	32.0	9.0
100873449	5.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	116.0	90.0
100128618	0.0	0.0
728597	5.0	0.0
100128617	0.0	8.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	46.0	28.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	15.0	28.0
285634	3.0	6.0
1142	0.0	1.0
1141	117.0	12.0
285636	1961.0	3097.0
1140	660.0	325.0
728599	1.0	4.0
1139	20.0	8.0
1138	16.0	397.0
1137	3.0	3.0
100861485	0.0	0.0
1136	18.0	51.0
1135	3.0	3.0
1134	12.0	844.0
1133	12.0	17.0
3795	306.0	1489.0
100873479	5.0	6.0
3796	1628.0	3117.0
100873478	0.0	0.0
3797	1458.0	8868.0
100873477	1.0	0.0
3798	152.0	35.0
100873476	0.0	0.0
3799	14136.0	17098.0
100873460	0.0	0.0
728586	25.0	10.0
285641	0.0	1.0
100873464	5.0	8.0
100873463	0.0	0.0
100873462	1.0	0.0
285643	0.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1177.0	1543.0
1153	15233.0	29919.0
1152	2646.0	6720.0
285647	30.0	29.0
728589	17.0	12.0
728588	0.0	0.0
1149	4116.0	0.0
1147	1630.0	2445.0
1146	1.0	6.0
1145	38.0	59.0
1144	0.0	3.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	189.0	1670.0
1163	983.0	2683.0
285659	0.0	0.0
1161	465.0	611.0
1160	234.0	53.0
1159	82.0	0.0
1158	4.0	16.0
1157	0.0	0.0
1155	2481.0	5890.0
550643	889.0	1722.0
283025	0.0	3.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2794.0	4215.0
1175	3148.0	3885.0
285668	35.0	0.0
1174	1469.0	3692.0
1173	17792.0	33394.0
550631	159.0	113.0
100873489	0.0	0.0
283014	7.0	6.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	86.0	54.0
1186	3825.0	6361.0
1185	2132.0	872.0
1184	705.0	910.0
1183	546.0	164.0
1182	6323.0	13172.0
1181	255.0	820.0
440375	53.0	33.0
1180	44.0	1.0
1179	0.0	0.0
1178	4.0	0.0
283089	10.0	6.0
85495	0.0	0.0
85480	128.0	1.0
283080	0.0	0.0
1198	2285.0	2521.0
1197	3.0	1.0
1196	1973.0	4149.0
1195	5186.0	3754.0
440366	3.0	10.0
1193	1601.0	512.0
1192	16255.0	18734.0
1191	76733.0	84402.0
1188	44.0	8.0
283078	116.0	64.0
85486	5.0	14.0
128615	0.0	0.0
85481	0.0	0.0
128611	118.0	44.0
440396	36.0	54.0
128609	0.0	0.0
128602	0.0	1.0
440387	2.0	0.0
128674	0.0	1.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	1.0
126014	163.0	833.0
440335	356.0	1718.0
100128690	0.0	0.0
114034	568.0	992.0
126006	56.0	248.0
114036	19.0	89.0
100128696	0.0	0.0
100128688	3.0	0.0
126003	52.0	191.0
100861412	0.0	0.0
105180390	1.0	0.0
100128685	0.0	0.0
100128681	2.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	1.0
100861429	0.0	0.0
128653	2.0	5.0
200728	232.0	220.0
440356	1.0	6.0
440354	76.0	86.0
440352	3.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	1.0	0.0
128646	0.0	6.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	3.0	0.0
100873410	0.0	0.0
100873417	1.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	189.0	164.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	79.0	53.0
200734	3043.0	3573.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	14.0	10.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4307.0	4611.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	6.0	2.0
165530	67.0	8.0
85409	178.0	751.0
106481385	0.0	0.0
106481386	2.0	0.0
85416	4.0	243.0
106481383	0.0	1.0
85417	50.0	60.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	302.0	276.0
106481389	0.0	0.0
85415	1343.0	2297.0
106481387	0.0	0.0
85413	29.0	5.0
106481388	3.0	4.0
645436	0.0	2.0
106481381	1.0	2.0
106481382	0.0	0.0
10	9.0	25.0
106481380	0.0	0.0
11	0.0	0.0
403341	1332.0	834.0
12	204.0	2080.0
13	10.0	3.0
14	6864.0	7934.0
15	8.0	22.0
16	9147.0	30326.0
645455	18.0	25.0
18	1021.0	1689.0
19	7115.0	4391.0
128580	8.0	12.0
85407	251.0	252.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1775.0	3032.0
106481395	0.0	1.0
85403	1483.0	4252.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	5443.0	5401.0
106481390	0.0	0.0
21	3728.0	10011.0
106481391	0.0	0.0
22	1277.0	1549.0
153571	432.0	61.0
153572	2527.0	84.0
23	5124.0	3952.0
24	287.0	350.0
25	8882.0	5570.0
26	13.0	67.0
27	2338.0	3921.0
28	914.0	40.0
29	6944.0	6765.0
153579	5928.0	57.0
728615	0.0	0.0
728614	0.0	0.0
200765	175.0	940.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	87.0	115.0
102466518	1.0	0.0
102466516	1.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	709.0	182.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2183.0	3178.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	197.0	144.0
106481366	0.0	0.0
30	3452.0	1348.0
106481360	0.0	0.0
31	5948.0	4945.0
32	26101.0	997.0
33	487.0	0.0
34	2775.0	2013.0
35	3725.0	531.0
153562	837.0	3847.0
36	4580.0	5138.0
37	26826.0	7638.0
38	5385.0	2834.0
440307	14.0	13.0
39	632.0	1357.0
165545	6.0	26.0
106481369	0.0	0.0
728606	47.0	16.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	1.0	0.0
106481373	0.0	0.0
106481378	1.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	36.0	387.0
106481370	0.0	0.0
41	219.0	170.0
106481371	0.0	0.0
43	97.0	32.0
645486	0.0	0.0
47	9124.0	7960.0
48	15705.0	1908.0
49	22.0	17.0
106481338	0.0	0.0
106481339	0.0	1.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	7.0	3.0
106481340	0.0	0.0
85458	5693.0	1534.0
106481345	0.0	0.0
