id	22562d81-b588-454e-bf1a-c67bd24f0d54	02759563-fa2b-4d96-ab78-dd7fee7513d4
1756	1788.0	113.0
1755	84.0	0.0
1750	7.0	64.0
1759	707.0	354.0
1758	2.0	0.0
1757	769.0	49.0
1770	100.0	0.0
200014	1430.0	2010.0
1767	1423.0	6.0
1763	79.0	466.0
1762	1502.0	1592.0
1761	0.0	5.0
1760	2009.0	1587.0
1769	11.0	60.0
1768	70.0	27.0
153478	848.0	201.0
1781	8011.0	2658.0
1780	84.0	79.0
200025	0.0	0.0
1778	23147.0	11472.0
1777	4343.0	2083.0
1776	201.0	64.0
1775	10.0	80.0
1774	824.0	179.0
1773	859.0	363.0
200030	208.0	297.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	4.0	0.0
1791	0.0	0.0
442195	0.0	3.0
200035	177.0	382.0
442197	84.0	32.0
1789	160.0	1861.0
442189	0.0	0.0
1788	1654.0	2365.0
1787	216.0	160.0
1786	3472.0	2498.0
1785	6084.0	4192.0
1783	5244.0	1681.0
1798	3245.0	2658.0
1797	745.0	568.0
1796	600.0	142.0
1795	127.0	359.0
1794	399.0	982.0
1793	3684.0	1558.0
101180976	0.0	2.0
493753	1772.0	602.0
550112	464.0	138.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	0.0
503635	2.0	0.0
503638	9.0	4.0
503637	0.0	0.0
10536	1088.0	175.0
503643	0.0	2.0
10535	865.0	1217.0
100287472	1.0	0.0
10538	3067.0	171.0
503645	9.0	1.0
10537	156.0	57.0
100287470	0.0	0.0
10539	2418.0	4566.0
503641	0.0	0.0
503640	0.0	0.0
100873677	0.0	0.0
100873676	1.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3640.0	4676.0
493987	2.0	0.0
10534	997.0	1241.0
100873679	0.0	0.0
10533	1766.0	690.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	0.0	0.0
10549	3542.0	2943.0
503634	0.0	0.0
10548	528.0	255.0
503633	0.0	0.0
503630	0.0	3.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4432.0	4942.0
10541	9967.0	7661.0
100873664	0.0	0.0
10540	8691.0	4758.0
100873663	0.0	0.0
10542	2840.0	2614.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	696.0	145.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	3.0	8.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	0.0
100873693	0.0	3.0
100873692	0.0	0.0
10514	3894.0	3075.0
10513	2103.0	1262.0
10516	4467.0	234.0
10518	242.0	1418.0
10517	5.0	0.0
10519	6101.0	1860.0
100131611	0.0	2.0
100873699	0.0	1.0
100873698	0.0	0.0
100873697	2.0	0.0
100873696	0.0	0.0
100131614	236.0	118.0
100131616	0.0	0.0
10512	8083.0	846.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	9700.0	4556.0
58503	2195.0	1.0
10524	2066.0	1005.0
58505	4553.0	2680.0
10527	7330.0	9407.0
58504	118.0	224.0
10526	2870.0	2486.0
10529	7468.0	2158.0
10528	4899.0	4224.0
58500	657.0	812.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	5.0	7.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	22530.0	12331.0
10520	733.0	249.0
58506	4060.0	5309.0
10523	2431.0	1607.0
58509	967.0	641.0
58508	4209.0	4256.0
10522	2409.0	1305.0
100033398	2.0	0.0
100131629	0.0	0.0
100873689	0.0	2.0
442361	0.0	0.0
58513	1840.0	1306.0
58516	2440.0	2612.0
58510	0.0	0.0
58512	15.0	315.0
58511	7.0	14.0
58517	3900.0	3082.0
105371564	2.0	0.0
100131638	3.0	2.0
58525	3144.0	2130.0
58524	29.0	31.0
10505	902.0	674.0
58527	2198.0	2132.0
58526	1448.0	1151.0
10507	859.0	1276.0
100131641	0.0	0.0
10509	6611.0	2027.0
58529	156.0	52.0
58528	602.0	2393.0
10501	290.0	208.0
10500	720.0	361.0
58530	1.0	0.0
442384	0.0	0.0
58538	7.0	0.0
58531	0.0	0.0
58533	2410.0	1586.0
100131656	2.0	0.0
100287404	0.0	0.0
100131661	1.0	3.0
503694	0.0	0.0
503693	68.0	33.0
493913	0.0	0.0
493911	136.0	73.0
751599	0.0	0.0
285033	142.0	81.0
100128017	0.0	0.0
442320	0.0	0.0
116412	141.0	39.0
442317	0.0	0.0
442318	0.0	0.0
442319	53.0	99.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	33.0	5.0
493900	82.0	20.0
100128012	0.0	5.0
100128011	0.0	0.0
285045	1.0	0.0
442304	1.0	0.0
442308	0.0	1.0
285051	3.0	7.0
10590	98.0	2.0
10592	877.0	1055.0
10591	1607.0	1924.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	6.0	0.0
10594	18653.0	13037.0
100873611	0.0	0.0
10595	7.0	1.0
10598	5427.0	5554.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	2.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	0.0
100873606	0.0	1.0
100873605	0.0	0.0
442325	11.0	34.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	12.0	2175.0
10570	404.0	630.0
116447	2164.0	1772.0
116449	1.0	15.0
116448	4.0	0.0
10579	5231.0	3324.0
100873639	0.0	0.0
100873638	5.0	7.0
10572	1828.0	1166.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	18352.0	16231.0
100873631	0.0	0.0
10573	3234.0	1691.0
100873630	0.0	0.0
10576	9429.0	6288.0
100873637	0.0	0.0
10575	14415.0	15546.0
100873636	0.0	0.0
10578	157.0	64.0
100873635	0.0	0.0
10577	9523.0	7515.0
100873634	0.0	0.0
10581	5754.0	775.0
10580	4848.0	243.0
116437	0.0	0.0
100873629	0.0	0.0
116441	3019.0	223.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	68.0	28.0
116442	199.0	37.0
116444	1.0	5.0
128414	5.0	18.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2436.0	1348.0
100873620	0.0	0.0
10584	7.0	5.0
10587	1559.0	563.0
100873626	0.0	0.0
10586	0.0	0.0
100873625	0.0	0.0
10589	3949.0	4412.0
100873624	0.0	0.0
10588	315.0	80.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	52.0	12.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	4.0
10558	2784.0	1640.0
10557	720.0	861.0
10559	1067.0	541.0
10550	11856.0	5232.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	8114.0	8936.0
100873653	0.0	0.0
10551	19621.0	420.0
100873652	0.0	0.0
10554	3416.0	3964.0
100873659	0.0	0.0
10553	1387.0	3173.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1332.0	1452.0
100873657	0.0	0.0
10555	6661.0	2164.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	3.0	1.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	4.0	8.0
100873640	0.0	3.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	2.0
102466725	0.0	0.0
102466724	0.0	1.0
10569	3239.0	1547.0
100287482	99.0	266.0
100287483	1.0	1.0
10568	1902.0	29.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	385.0	135.0
100873644	0.0	0.0
10560	1138.0	2964.0
100873643	0.0	0.0
10563	14249.0	71.0
100873642	0.0	0.0
10562	1736.0	6.0
100873641	0.0	0.0
10565	3433.0	3023.0
100873648	0.0	0.0
10564	3187.0	4028.0
100873647	0.0	0.0
10567	4491.0	3253.0
100873646	0.0	0.0
10566	66.0	38.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	0.0
116369	16.0	4.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	2.0	0.0
116372	26.0	48.0
574036	190.0	34.0
574038	0.0	0.0
83479	1223.0	610.0
116379	45.0	194.0
100128092	4.0	2.0
83478	886.0	314.0
83473	188.0	482.0
83475	657.0	615.0
100128098	41.0	156.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	679.0	410.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	315.0	317.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	2404.0	53.0
100128083	10.0	0.0
83468	1583.0	84.0
100128081	22.0	16.0
83461	111.0	1560.0
128338	3776.0	3543.0
83464	1424.0	105.0
83463	197.0	334.0
83460	94.0	100.0
100189028	10.0	1.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	2897.0	3469.0
116349	249.0	70.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	123.0	35.0
346562	0.0	0.0
647415	0.0	57.0
128322	0.0	1.0
1809	5675.0	1565.0
116337	0.0	0.0
153328	58.0	4.0
1800	5.0	24.0
100128061	1.0	0.0
100128060	57.0	80.0
100128062	0.0	0.0
1808	7020.0	1417.0
83483	3297.0	2536.0
1807	10.0	1.0
1806	1440.0	169.0
1805	1856.0	351.0
83480	951.0	537.0
1804	158.0	1.0
1803	613.0	132.0
1802	1252.0	1305.0
83482	0.0	9.0
1801	1395.0	589.0
83481	1084.0	633.0
131965	504.0	341.0
1811	11447.0	2.0
1810	2393.0	1785.0
143941	261.0	50.0
1819	1804.0	683.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	3.0
1815	33.0	32.0
100128054	5.0	0.0
1814	0.0	0.0
285084	14.0	0.0
1813	367.0	12.0
1812	7.0	0.0
100128055	1.0	0.0
647436	12.0	6.0
128387	784.0	311.0
131973	0.0	0.0
1822	12999.0	9389.0
1821	1.0	9.0
1820	372.0	1289.0
100128041	0.0	0.0
1829	6637.0	4898.0
1828	93.0	4439.0
1827	11464.0	781.0
285093	1.0	0.0
1826	8.0	3.0
100128043	0.0	0.0
1825	3147.0	1131.0
100128042	0.0	0.0
1824	3267.0	4900.0
1823	91.0	35.0
100128044	3.0	0.0
407977	11.0	0.0
407975	32.0	91.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	10.0	8.0
1832	43224.0	25463.0
1831	7744.0	5030.0
1830	1288.0	1.0
574016	0.0	2.0
100128036	0.0	0.0
1839	606.0	688.0
1838	1398.0	982.0
346528	1.0	1.0
1837	1459.0	41.0
1836	1433.0	1998.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	395.0	195.0
1843	21622.0	1072.0
1842	864.0	203.0
1841	1110.0	799.0
1840	573.0	213.0
574028	0.0	6.0
574029	7.0	0.0
100128025	23.0	10.0
1849	919.0	802.0
346517	1.0	0.0
1848	9146.0	404.0
1847	2497.0	572.0
100128020	0.0	0.0
1846	17865.0	8051.0
100128023	0.0	0.0
1845	4169.0	1199.0
153396	547.0	336.0
1855	2313.0	4355.0
1854	1914.0	1209.0
100131671	0.0	0.0
1852	36.0	338.0
1850	1735.0	271.0
100131678	0.0	0.0
1859	3071.0	3028.0
1857	4582.0	4727.0
1856	1837.0	1428.0
724068	0.0	0.0
724067	0.0	0.0
202781	620.0	411.0
1861	2710.0	1334.0
100131688	0.0	0.0
1869	153.0	1945.0
724094	0.0	0.0
1880	207.0	128.0
1877	1272.0	945.0
100131691	101.0	26.0
1876	499.0	878.0
1875	397.0	1038.0
83417	0.0	0.0
100131693	8.0	0.0
100327036	0.0	0.0
83416	22.0	20.0
200132	2.0	13.0
1874	1830.0	1189.0
1872	1.0	0.0
1871	751.0	1718.0
1870	73.0	879.0
1879	1546.0	217.0
724087	3.0	10.0
1891	7582.0	12699.0
1890	2229.0	1433.0
83401	59.0	307.0
1889	19839.0	2582.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1017.0	201.0
58472	2121.0	1868.0
200149	2.0	0.0
58475	468.0	235.0
724038	0.0	0.0
83439	2147.0	737.0
1896	171.0	336.0
58477	4883.0	2509.0
58476	3450.0	1108.0
1894	935.0	1467.0
1893	1126.0	197.0
1892	9835.0	8005.0
58478	1874.0	1648.0
200150	72.0	0.0
724022	0.0	0.0
58484	56.0	59.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1007.0	1297.0
724024	0.0	0.0
58486	2005.0	1148.0
58485	3892.0	2483.0
724023	0.0	0.0
58480	3394.0	1108.0
724029	2.0	2.0
200159	0.0	2.0
724028	0.0	0.0
724027	1.0	0.0
58488	1264.0	2235.0
58487	1522.0	3019.0
200162	43.0	34.0
58489	1129.0	557.0
58495	803.0	445.0
724059	0.0	0.0
58494	2026.0	244.0
58497	2339.0	6515.0
58496	77.0	29.0
58491	596.0	311.0
58490	1465.0	2010.0
58493	1301.0	821.0
58492	412.0	493.0
58499	1726.0	1936.0
58498	0.0	0.0
200172	8.0	5.0
83451	1716.0	2665.0
83450	827.0	65.0
83452	480.0	226.0
153364	464.0	270.0
83448	623.0	783.0
200186	1858.0	4450.0
83447	0.0	0.0
200185	1177.0	2387.0
83449	23.0	24.0
83444	238.0	430.0
83443	4807.0	4157.0
83446	0.0	0.0
83445	2.0	10.0
83440	2067.0	1449.0
83442	5177.0	13797.0
114984	1064.0	609.0
114987	437.0	143.0
391603	0.0	0.0
10657	8730.0	8209.0
126969	1079.0	1260.0
10656	874.0	56.0
10659	1305.0	390.0
10658	4833.0	5804.0
114990	1153.0	3816.0
114991	1271.0	734.0
10651	1684.0	1367.0
10650	94.0	118.0
10653	33995.0	33714.0
10652	4553.0	6469.0
342667	7813.0	9425.0
10655	141.0	2.0
643812	0.0	0.0
342666	19.0	0.0
10654	4699.0	11797.0
136306	49.0	42.0
126961	0.0	1.0
10668	664.0	164.0
10667	1077.0	534.0
643827	50.0	3.0
10669	594.0	1453.0
10660	0.0	0.0
10661	11.0	0.0
731220	32.0	9.0
138971	0.0	0.0
10664	3721.0	2014.0
10663	166.0	99.0
10666	38.0	76.0
731223	2.0	3.0
10665	1.0	7.0
136319	6107.0	9190.0
163933	256.0	29.0
317691	0.0	0.0
339005	57.0	10.0
10635	68.0	579.0
10634	1549.0	1195.0
10637	1.0	0.0
10636	640.0	158.0
10638	0.0	0.0
114971	1226.0	498.0
10631	15690.0	11075.0
643836	1120.0	792.0
10630	1200.0	52.0
643837	765.0	214.0
10633	140.0	11.0
643834	4.0	0.0
10632	11966.0	8097.0
100124394	0.0	0.0
10645	3482.0	1328.0
10648	0.0	0.0
10647	3546.0	102.0
148304	452.0	201.0
114960	0.0	1.0
10640	1666.0	2003.0
136332	17.0	19.0
10642	5.0	13.0
643847	0.0	0.0
10641	1450.0	821.0
10644	144.0	26.0
10643	19.0	21.0
317671	57.0	109.0
643862	0.0	0.0
391642	0.0	0.0
10609	1614.0	346.0
391647	2.0	0.0
10613	2140.0	2857.0
10612	1250.0	436.0
10615	233.0	1680.0
10614	4513.0	2380.0
10617	3084.0	2431.0
401525	0.0	0.0
10616	4140.0	3268.0
10618	14647.0	9593.0
643854	10.0	4.0
643853	40.0	30.0
643859	0.0	0.0
10611	6081.0	2374.0
10610	4576.0	2383.0
643872	1.0	0.0
643873	465.0	183.0
643870	3.0	7.0
317684	0.0	0.0
391655	0.0	0.0
391657	0.0	1.0
391656	2.0	3.0
317687	2.0	0.0
10623	1913.0	3109.0
10626	795.0	444.0
10625	3742.0	7131.0
10628	52811.0	25417.0
10627	16207.0	10842.0
10629	507.0	598.0
342618	0.0	0.0
643865	0.0	0.0
643866	105.0	23.0
10620	218.0	400.0
10622	114.0	83.0
10621	639.0	851.0
101954275	1.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	8.0	0.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	27.0	19.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	142.0	77.0
83606	5312.0	3360.0
101954271	0.0	2.0
83605	2472.0	1597.0
101954272	7.0	1.0
83608	1035.0	1188.0
83607	1755.0	995.0
151903	1874.0	1074.0
401507	0.0	0.0
317649	2870.0	698.0
391627	0.0	0.0
401505	1007.0	1064.0
388007	0.0	0.0
317648	655.0	778.0
100419709	4.0	16.0
100419705	0.0	0.0
643875	0.0	0.0
401509	45.0	52.0
401508	0.0	0.0
101954264	10.0	0.0
138948	76.0	12.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	0.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	3.0	1.0
317662	1328.0	1585.0
100419711	2.0	1.0
102464825	0.0	0.0
56000	1.0	1.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	4.0	6.0
102464824	0.0	0.0
56005	4049.0	2260.0
10602	2220.0	1495.0
56006	1748.0	1508.0
83604	1341.0	1220.0
10603	110.0	631.0
10606	7038.0	3714.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2956.0	1777.0
10608	8188.0	1763.0
10607	2564.0	2059.0
10600	1763.0	2007.0
101929254	2.0	3.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	1.0
100419724	0.0	0.0
391686	1.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2356.0	1800.0
102464832	0.0	0.0
100271849	27.0	1.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	1581.0	768.0
112398	778.0	1004.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	4.0	32.0
100419734	0.0	0.0
391698	1.0	1.0
100419731	0.0	0.0
100271836	25.0	30.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	227.0
388015	0.0	0.0
101954204	4.0	0.0
199953	884.0	1156.0
161357	0.0	3.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	2.0
731275	13.0	15.0
199920	558.0	27.0
222826	1.0	0.0
101929286	2.0	0.0
391670	1.0	0.0
391672	6.0	0.0
161342	34.0	1.0
148398	117.0	12.0
100419758	69.0	10.0
100419751	0.0	0.0
124359	814.0	377.0
101929293	3.0	0.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	781.0	1101.0
10690	62.0	23.0
101929212	10.0	85.0
101929218	0.0	0.0
388076	0.0	2.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	591.0	407.0
10693	381.0	218.0
10692	10.0	6.0
10695	3760.0	1397.0
10694	11229.0	14183.0
10699	76.0	47.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	0.0	0.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	3648.0	1670.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	1.0	35.0
101929238	0.0	0.0
220213	1027.0	566.0
10678	2647.0	1050.0
151987	2171.0	1876.0
10671	1446.0	1020.0
10670	5480.0	5202.0
10673	110.0	160.0
10672	2245.0	2341.0
10675	58.0	166.0
10677	199.0	54.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	0.0	4.0
100420787	0.0	0.0
101929244	0.0	1.0
220202	3.0	0.0
222865	542.0	9.0
10682	1905.0	6600.0
10681	1747.0	164.0
10683	8.0	24.0
10686	16.0	5.0
136371	0.0	1.0
643803	0.0	0.0
10687	318.0	35.0
100419682	1.0	0.0
100420678	8.0	6.0
222894	0.0	0.0
100419687	0.0	1.0
283807	340.0	42.0
653194	0.0	0.0
83598	1.0	3.0
83597	0.0	4.0
653199	58.0	39.0
83594	915.0	423.0
83593	761.0	601.0
83596	608.0	1911.0
83595	217.0	1007.0
83590	1575.0	3018.0
653190	9.0	0.0
653192	9.0	0.0
83592	125.0	4.0
83591	253.0	159.0
1909	1358.0	337.0
100420689	1.0	0.0
1908	2102.0	4.0
161291	3367.0	1054.0
653188	0.0	1.0
653189	45.0	66.0
1907	132.0	1008.0
1906	929.0	27.0
197258	1510.0	731.0
1903	2901.0	605.0
197259	306.0	166.0
1902	1476.0	83.0
1901	1855.0	343.0
100420681	0.0	0.0
197257	847.0	1195.0
449491	0.0	0.0
100420695	0.0	0.0
449493	1.0	0.0
449492	0.0	0.0
1910	1139.0	70.0
1917	7934.0	954.0
1915	626641.0	254572.0
1912	7232.0	3957.0
1911	571.0	436.0
101929202	2.0	0.0
101929203	5.0	1.0
199899	0.0	3.0
148281	22.0	1.0
219287	0.0	1.0
161253	46.0	35.0
219285	466.0	232.0
283849	165.0	136.0
283848	192.0	203.0
1932	2.0	0.0
283847	1.0	0.0
256227	5.0	1.0
256223	0.0	0.0
1939	4871.0	2349.0
1938	271516.0	85579.0
1937	20.0	28.0
1936	13376.0	6405.0
1934	4.0	8.0
1933	36141.0	15522.0
161247	36.0	1.0
219293	746.0	372.0
1943	1.0	12.0
1942	3859.0	8459.0
256236	320.0	222.0
1949	1315.0	44.0
199870	706.0	651.0
1948	2790.0	4025.0
1947	2187.0	1124.0
1946	1085.0	2943.0
1945	1064.0	4706.0
1944	469.0	4423.0
161271	0.0	0.0
1954	5257.0	1908.0
1953	774.0	67.0
1952	7537.0	3708.0
1951	128.0	38.0
1950	277.0	3.0
283820	484.0	201.0
1959	5547.0	1680.0
1958	82173.0	4956.0
1956	4884.0	7208.0
1955	3966.0	981.0
1965	3867.0	3124.0
1964	3881.0	4419.0
199857	765.0	561.0
1962	609.0	69.0
1961	9.0	101.0
1960	5592.0	1193.0
220296	134.0	1.0
1969	1057.0	419.0
1968	14555.0	17806.0
1967	3006.0	1629.0
114904	594.0	308.0
114905	86.0	10.0
114907	17668.0	17362.0
114908	9427.0	26484.0
340094	0.0	0.0
643783	66.0	74.0
114900	95.0	9.0
653108	0.0	1.0
401450	0.0	0.0
114902	0.0	0.0
1975	32335.0	12100.0
1974	23451.0	10207.0
1973	222.0	131.0
283888	1.0	0.0
401447	0.0	0.0
653113	215.0	115.0
1979	12198.0	16638.0
1978	2122.0	717.0
1977	1754.0	872.0
643790	24.0	6.0
1990	1.0	0.0
256281	1107.0	355.0
1987	0.0	0.0
1986	9.0	2.0
1984	20673.0	18105.0
1983	7396.0	6159.0
1982	33662.0	36084.0
283876	93.0	21.0
1981	19713.0	19565.0
1980	13.0	1.0
283871	637.0	1079.0
283870	70.0	27.0
105375616	0.0	0.0
340075	142.0	7.0
340073	0.0	0.0
653125	0.0	0.0
401431	114.0	222.0
83528	0.0	0.0
1998	1663.0	1093.0
1997	3711.0	1236.0
283869	30.0	32.0
1996	23.0	20.0
401428	29.0	27.0
83538	158.0	42.0
1995	2.0	2.0
401427	72.0	39.0
283867	8.0	11.0
1994	3673.0	3902.0
1993	32.0	11.0
1992	3599.0	839.0
1991	3.0	0.0
283860	2.0	3.0
83530	4.0	1.0
340069	2.0	0.0
1999	5573.0	3280.0
105375606	12.0	2.0
340061	1290.0	533.0
653115	100.0	53.0
653121	358.0	159.0
653122	77.0	46.0
283854	0.0	0.0
653123	0.0	0.0
401491	33.0	62.0
100124412	0.0	0.0
653147	8.0	0.0
401498	0.0	0.0
653149	7.0	7.0
401497	0.0	0.0
401494	465.0	695.0
401492	272.0	63.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5560.0	2467.0
83539	472.0	0.0
83547	435.0	318.0
83546	3.0	0.0
653140	29.0	68.0
83549	2003.0	902.0
83548	1530.0	762.0
83543	3223.0	2701.0
653145	185.0	1363.0
83544	646.0	161.0
83541	1558.0	2603.0
83540	86.0	2955.0
126917	3766.0	1866.0
340037	23.0	2.0
114926	1898.0	1314.0
114928	1085.0	505.0
339044	1.0	0.0
256297	0.0	0.0
401474	1006.0	424.0
653174	0.0	0.0
653175	0.0	1.0
340024	0.0	0.0
114915	2767.0	520.0
401466	2448.0	2397.0
653162	30.0	6.0
653163	0.0	0.0
283899	1995.0	861.0
653166	0.0	0.0
283897	82.0	41.0
339145	3.0	0.0
391723	0.0	23.0
391722	2.0	5.0
10778	1695.0	1467.0
10777	1.0	0.0
10772	3735.0	3212.0
340120	15.0	0.0
10771	5082.0	2464.0
10773	492.0	387.0
10776	7918.0	3700.0
10775	1713.0	1515.0
10788	1490.0	268.0
391739	3.0	2.0
10781	1385.0	479.0
10780	404.0	509.0
10783	2320.0	981.0
10782	1245.0	530.0
10785	372.0	444.0
10787	6308.0	4957.0
10786	3.0	1.0
102606463	57.0	2.0
731308	0.0	0.0
339122	99.0	36.0
339123	3113.0	1538.0
102606462	1.0	16.0
391701	0.0	0.0
391703	0.0	0.0
151827	125.0	68.0
126826	0.0	0.0
643719	72.0	12.0
10755	5459.0	4859.0
151825	0.0	1.0
10758	2349.0	2708.0
126823	274.0	145.0
126820	53.0	4.0
10750	36.0	27.0
10752	953.0	19.0
10751	0.0	0.0
10753	108.0	32.0
643714	19.0	0.0
138864	0.0	1.0
391712	7.0	0.0
391714	1.0	0.0
114836	71.0	84.0
10767	2348.0	2490.0
10766	3994.0	1991.0
151835	2.0	6.0
10769	8589.0	1001.0
391718	0.0	0.0
10768	9982.0	6793.0
126811	0.0	0.0
643723	5.0	2.0
10761	18.0	61.0
10763	16612.0	1167.0
10762	2353.0	2167.0
10765	5335.0	11129.0
101929179	0.0	0.0
388112	0.0	0.0
339105	35.0	9.0
83707	1405.0	1267.0
83706	371.0	356.0
10734	135.0	115.0
10733	118.0	367.0
83714	405.0	133.0
10736	27.0	16.0
401648	1.0	3.0
643739	0.0	0.0
10735	5071.0	4418.0
401647	295.0	20.0
10738	0.0	0.0
401646	0.0	1.0
10737	11.0	0.0
10739	9.0	1.0
376132	0.0	0.0
10730	7173.0	7930.0
101929184	0.0	0.0
10732	839.0	1237.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	17.0	9.0
124221	56.0	1.0
124222	403.0	464.0
114897	1764.0	1152.0
114898	47.0	7.0
124220	1881.0	91.0
114899	239.0	32.0
391777	11.0	16.0
10745	675.0	614.0
56104	70.0	108.0
83700	2830.0	284.0
401638	0.0	0.0
10744	2.0	0.0
56105	31.0	5.0
10747	64.0	6.0
401637	4.0	17.0
56106	105.0	175.0
10746	1801.0	1401.0
56107	99.0	11.0
10749	7547.0	6516.0
56100	263.0	19.0
401634	0.0	0.0
10748	77.0	24.0
56101	448.0	23.0
56102	12.0	7.0
56103	42.0	17.0
643744	6.0	5.0
10741	1573.0	1596.0
56108	109.0	11.0
10740	63.0	90.0
643749	103.0	60.0
56109	512.0	17.0
10743	2550.0	749.0
342732	9.0	2.0
